"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""354075 POTIM"";78487;72351;-;12155;162993"
"""354080 POTIRENDABA"";3933;273609;-;789;278331"
"""354085 PRACINHA"";8475;-;-;-;8475"
"""354090 PRADOPOLIS"";56611;172428;92;19317;248448"
"""354100 PRAIA GRANDE"";1018496;5488005;69995;44851;6621347"
"""354105 PRATANIA"";9408;24773;-;258;34439"
"""354110 PRESIDENTE ALVES"";51817;-;-;209;52026"
"""354120 PRESIDENTE BERNARDES"";39690;82205;41;648;122584"
"""354130 PRESIDENTE EPITACIO"";449504;197640;11947;265;659356"
"""354140 PRESIDENTE PRUDENTE"";543793;3396845;14814399;142230;18897267"
"""354150 PRESIDENTE VENCESLAU"";367782;362137;1285;90373;821577"
"""354160 PROMISSAO"";4;670071;24942;6704;701721"
"""354165 QUADRA"";1100;33545;81;642;35368"
"""354170 QUATA"";102821;160631;-;809;264261"
"""354180 QUEIROZ"";88507;7606;-;183;96296"
"""354190 QUELUZ"";67925;134645;-;2126;204696"
"""354200 QUINTANA"";284445;60805;-;9565;354815"
"""354210 RAFARD"";75346;66938;-;6214;148498"
"""354220 RANCHARIA"";83247;483150;1954;835;569186"
"""354230 REDENCAO DA SERRA"";3;18441;-;140;18584"
"""354240 REGENTE FEIJO"";6005;166672;-;972;173649"
"""354250 REGINOPOLIS"";63977;54980;-;652;119609"
"""354260 REGISTRO"";113911;1119061;2293740;1270;3527982"
"""354270 RESTINGA"";21463;10375;-;496;32334"
"""354280 RIBEIRA"";387;64103;-;2016;66506"
"""354290 RIBEIRAO BONITO"";113866;12158;-;4470;130494"
"""354300 RIBEIRAO BRANCO"";90666;109359;-;15860;215885"
"""354310 RIBEIRAO CORRENTE"";95728;2016;-;100;97844"
"""354320 RIBEIRAO DO SUL"";107986;5907;-;233;114126"
"""354323 RIBEIRAO DOS INDIOS"";12380;5671;-;210;18261"
"""354325 RIBEIRAO GRANDE"";1506;12388;-;618;14512"
"""354330 RIBEIRAO PIRES"";488376;1424064;46033;2456;1960929"
"""354340 RIBEIRAO PRETO"";3330201;10086634;24817770;438324;38672929"
"""354350 RIVERSUL"";-;-;-;1103;1103"
"""354360 RIFAINA"";58095;7776;-;352;66223"
"""354370 RINCAO"";120837;9507;-;625;130969"
"""354380 RINOPOLIS"";141102;52704;-;41085;234891"
"""354390 RIO CLARO"";672954;3023988;41012;33570;3771524"
"""354400 RIO DAS PEDRAS"";169873;195070;-;14175;379118"
"""354410 RIO GRANDE DA SERRA"";366290;138883;95;26;505294"
"""354420 RIOLANDIA"";55;104872;-;47705;152632"
"""354425 ROSANA"";26012;241955;-;287;268254"
"""354430 ROSEIRA"";27372;146943;-;38829;213144"
"""354440 RUBIACEA"";69252;1992;-;101;71345"
"""354450 RUBINEIA"";44999;47542;-;57955;150496"
"""354460 SABINO"";140244;2552;-;249;143045"
"""354470 SAGRES"";5006;13692;-;160;18858"
"""354480 SALES"";114967;51810;-;32413;199190"
"""354490 SALES OLIVEIRA"";50;95562;-;13090;108702"
"""354500 SALESOPOLIS"";14674;162087;-;328;177089"
"""354515 SALTINHO"";287090;130242;198;28151;445681"
"""354520 SALTO"";207073;1339287;5061;124747;1676168"
"""354530 SALTO DE PIRAPORA"";83827;623195;-;1020;708042"
"""354540 SALTO GRANDE"";17770;108723;-;8395;134888"
"""354550 SANDOVALINA"";6842;4478;-;71;11391"
"""354560 SANTA ADELIA"";192372;149749;4;34855;376980"
"""354570 SANTA ALBERTINA"";40431;46708;-;53701;140840"
"""354580 SANTA BARBARA D'OESTE"";992934;2151878;30556;9025;3184393"
"""354600 SANTA BRANCA"";7690;103413;-;-;111103"
"""354610 SANTA CLARA D'OESTE"";733;3479;-;20759;24971"
"""354620 SANTA CRUZ DA CONCEICAO"";6475;53849;277;2166;62767"
"""354625 SANTA CRUZ DA ESPERANCA"";40529;14113;-;109;54751"
"""354630 SANTA CRUZ DAS PALMEIRAS"";270331;215164;-;364;485859"
"""354640 SANTA CRUZ DO RIO PARDO"";201510;751060;4129;41302;998001"
"""354650 SANTA ERNESTINA"";30152;1727;-;230;32109"
"""354660 SANTA FE DO SUL"";392611;862670;5183;421819;1682283"
"""354670 SANTA GERTRUDES"";227526;488533;835;14786;731680"
"""354680 SANTA ISABEL"";125338;751686;4523;5236;886783"
"""354690 SANTA LUCIA"";74316;35685;-;208;110209"
"""354700 SANTA MARIA DA SERRA"";61684;80352;-;44948;186984"
"""354710 SANTA MERCEDES"";62960;12332;-;19150;94442"
"""354720 SANTANA DA PONTE PENSA"";4;4343;-;16505;20852"
"""354730 SANTANA DE PARNAIBA"";1614574;3313657;35249;1856;4965336"
"""354740 SANTA RITA D'OESTE"";13;2676;-;153;2842"
"""354750 SANTA RITA DO PASSA QUATRO"";235161;232335;-;635;468131"
"""354760 SANTA ROSA DE VITERBO"";92636;185207;-;2848;280691"
"""354765 SANTA SALETE"";-;24997;-;240;25237"
"""354770 SANTO ANASTACIO"";55297;182217;-;281;237795"
"""354780 SANTO ANDRE"";3146298;9507815;15222241;513493;28389847"
"""354790 SANTO ANTONIO DA ALEGRIA"";117152;88093;-;643;205888"
"""354800 SANTO ANTONIO DE POSSE"";324632;378768;13;45295;748708"
"""354805 SANTO ANTONIO DO ARACANGUA"";157237;9750;-;13915;180902"
"""354810 SANTO ANTONIO DO JARDIM"";115328;20165;2;12415;147910"
"""354820 SANTO ANTONIO DO PINHAL"";23045;40771;-;21;63837"
"""354830 SANTO EXPEDITO"";280;8523;-;923;9726"
"""354840 SANTOPOLIS DO AGUAPEI"";113228;5593;-;35095;153916"
"""354850 SANTOS"";3034448;6632339;21475605;191099;31333491"
"""354860 SAO BENTO DO SAPUCAI"";508;52802;-;1220;54530"
"""354870 SAO BERNARDO DO CAMPO"";6435528;10328845;12342104;141560;29248037"
"""354880 SAO CAETANO DO SUL"";1393757;4394331;3871017;9943;9669048"
"""354890 SAO CARLOS"";105609;1564122;51512;41924;1763167"
"""354900 SAO FRANCISCO"";18227;6307;-;1926;26460"
"""354910 SAO JOAO DA BOA VISTA"";1031285;1500028;16893660;119470;19544443"
"""354920 SAO JOAO DAS DUAS PONTES"";-;10975;-;42;11017"
"""354925 SAO JOAO DE IRACEMA"";19892;3704;-;23;23619"
"""354930 SAO JOAO DO PAU D'ALHO"";45321;678;-;-;45999"
"""354940 SAO JOAQUIM DA BARRA"";995166;226537;15709;9143;1246555"
"""354950 SAO JOSE DA BELA VISTA"";98737;-;-;-;98737"
"""354960 SAO JOSE DO BARREIRO"";31562;60173;-;9160;100895"
"""354970 SAO JOSE DO RIO PARDO"";252828;598867;25702;4542;881939"
"""354980 SAO JOSE DO RIO PRETO"";4199940;10436849;28295870;233681;43166340"
"""354990 SAO JOSE DOS CAMPOS"";1440227;13113960;16228594;297680;31080461"
"""354995 SAO LOURENCO DA SERRA"";129495;104083;-;362;233940"
"""355000 SAO LUIS DO PARAITINGA"";2808;30064;-;208;33080"
"""355010 SAO MANUEL"";102250;293656;1206;2741;399853"
"""355020 SAO MIGUEL ARCANJO"";300381;499260;-;1061;800702"
"""355030 SAO PAULO"";97802416;132924265;184332619;4810722;419870022"
"""355040 SAO PEDRO"";575205;793012;3711;219630;1591558"
"""355050 SAO PEDRO DO TURVO"";451;57291;227;422;58391"
"""355060 SAO ROQUE"";61019;994948;1692;32154;1089813"
"""355070 SAO SEBASTIAO"";1372759;1584544;2182;37659;2997144"
"""355080 SAO SEBASTIAO DA GRAMA"";196046;117366;-;15;313427"
"""355090 SAO SIMAO"";155788;176438;-;18459;350685"
"""355100 SAO VICENTE"";1272893;4013449;24335;93118;5403795"
"""355110 SARAPUI"";247604;54127;-;1036;302767"
"""355120 SARUTAIA"";-;19147;-;20514;39661"
"""355130 SEBASTIANOPOLIS DO SUL"";36;14477;-;6094;20607"
"""355140 SERRA AZUL"";179709;36672;-;469;216850"
"""355150 SERRANA"";192768;524156;4581;1016;722521"
"""355160 SERRA NEGRA"";423657;161833;315;1095;586900"
"""355170 SERTAOZINHO"";74397;514308;36143;10876;635724"
"""355180 SETE BARRAS"";43243;90164;-;711;134118"
"""355190 SEVERINIA"";17280;145664;-;1297;164241"
"""355200 SILVEIRAS"";3223;24521;-;-;27744"
"""355210 SOCORRO"";17734;212479;-;2063;232276"
"""355220 SOROCABA"";5083940;10122532;30744704;526685;46477861"
"""355230 SUD MENNUCCI"";102176;117023;-;45234;264433"
"""355240 SUMARE"";1919435;2428027;75247;7869;4430578"
"""355250 SUZANO"";1098652;4584912;77301;37094;5797959"
"""355255 SUZANAPOLIS"";97885;3440;-;264;101589"
"""355260 TABAPUA"";224254;128038;-;4691;356983"
"""355270 TABATINGA"";41768;96414;-;878;139060"
"""355280 TABOAO DA SERRA"";609972;5405863;100391;24504;6140730"
"""355290 TACIBA"";1640;28632;-;3378;33650"
"""355300 TAGUAI"";287841;228569;-;83084;599494"
"""355310 TAIACU"";18541;24535;-;4368;47444"
"""355320 TAIUVA"";110754;7393;-;370;118517"
"""355330 TAMBAU"";221340;150277;-;238;371855"
"""355340 TANABI"";119183;142676;-;2066;263925"
"""355350 TAPIRAI"";122529;37925;-;6219;166673"
"""355360 TAPIRATIBA"";6318;63279;-;3953;73550"
"""355365 TAQUARAL"";66047;30267;-;33;96347"
"""355370 TAQUARITINGA"";92610;566626;5091;348;664675"
"""355380 TAQUARITUBA"";401365;255240;504;89366;746475"
"""355385 TAQUARIVAI"";64744;56569;-;-;121313"
"""355390 TARABAI"";738;4414;-;529;5681"
"""355395 TARUMA"";441170;208766;-;167;650103"
"""355400 TATUI"";1423291;1917812;8869;270199;3620171"
"""355410 TAUBATE"";1140585;5374996;9011951;237269;15764801"
"""355420 TEJUPA"";1797;-;-;284;2081"
"""355430 TEODORO SAMPAIO"";324834;246181;-;1077;572092"
"""355440 TERRA ROXA"";48835;26015;-;347;75197"
"""355450 TIETE"";10671;323208;1130;1958;336967"
"""355460 TIMBURI"";-;2418;-;29095;31513"
"""355470 TORRINHA"";65620;105694;-;2818;174132"
"""355475 TRABIJU"";3;1959;-;5199;7161"
"""355480 TREMEMBE"";119932;250628;-;804;371364"
"""355490 TRES FRONTEIRAS"";-;14016;-;35397;49413"
"""355495 TUIUTI"";-;2305;-;328;2633"
"""355500 TUPA"";61415;916856;31053;27190;1036514"
"""355510 TUPI PAULISTA"";401935;162315;37;9850;574137"
"""355520 TURIUBA"";34566;1189;-;11512;47267"
"""355530 TURMALINA"";-;-;-;8145;8145"
"""355535 UBARANA"";121304;40713;17;793;162827"
"""355540 UBATUBA"";267642;1356344;8494;91761;1724241"
"""355550 UBIRAJARA"";87299;2111;-;14360;103770"
"""355560 UCHOA"";16363;66372;-;12113;94848"
"""355570 UNIAO PAULISTA"";32460;6606;-;6232;45298"
"""355580 URANIA"";97788;90811;-;4423;193022"
"""355590 URU"";61835;61;-;68;61964"
"""355600 URUPES"";156393;83241;-;4938;244572"
"""355610 VALENTIM GENTIL"";116509;211215;-;169;327893"
"""355620 VALINHOS"";706865;1302975;2935;1674;2014449"
"""355630 VALPARAISO"";292152;200211;-;393;492756"
"""355635 VARGEM"";197875;1040;-;-;198915"
"""355640 VARGEM GRANDE DO SUL"";347493;478013;3717;2038;831261"
"""355645 VARGEM GRANDE PAULISTA"";199639;351092;-;1003;551734"
"""355650 VARZEA PAULISTA"";445738;726366;227;1178;1173509"
"""355660 VERA CRUZ"";133356;77953;3;6912;218224"
"""355670 VINHEDO"";432760;1441281;9473;3648;1887162"
"""355680 VIRADOURO"";46340;235564;-;-;281904"
"""355690 VISTA ALEGRE DO ALTO"";22;4413;-;235;4670"
"""355695 VITORIA BRASIL"";734;6188;-;54;6976"
"""355700 VOTORANTIM"";364102;1518110;1499;29299;1913010"
"""355710 VOTUPORANGA"";1670397;2223484;13497737;134618;17526236"
"""355715 ZACARIAS"";84633;28684;-;40889;154206"
"""355720 CHAVANTES"";124500;115361;903;422;241186"
"""355730 ESTIVA GERBI"";140553;128634;-;55;269242"
"""Total"";269920590;580444217;615157065;20122588;1485644460"
&
