Secretaria de Atenção Primária à Saúde - SAPS/MS 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
"Competência: DEZ/2025, NOV/2025, OUT/2025, SET/2025, AGO/2025, JUL/2025, JUN/2025, MAI/2025, ABR/2025, MAR/2025, FEV/2025, JAN/2025."
Tipo de Produção: Visita Domiciliar.


Uf;Ibge;Municipio;DEZ/2025;NOV/2025;OUT/2025;SET/2025;AGO/2025;JUL/2025;JUN/2025;MAI/2025;ABR/2025;MAR/2025;FEV/2025;JAN/2025;
MG;314910;PEDRALVA;4.678;6.023;6.855;6.735;6.669;6.270;5.984;6.992;7.230;7.316;8.032;8.579;
MG;314060;MATERLÂNDIA;3.478;2.185;3.745;2.557;0;2.354;3.014;3.340;3.542;2.748;2.905;2.894;
RS;431261;MUITOS CAPÕES;695;1.779;1.855;1.664;1.536;1.590;1.069;1.378;1.419;743;692;788;
MG;312200;DIVINO;21.080;23.376;23.714;22.650;21.032;21.216;18.119;9.018;22.594;23.742;23.904;23.059;
PR;410980;IBIPORÃ;24.676;24.639;30.949;32.273;25.422;20.731;14.333;14.739;14.161;0;14.014;12.602;
SP;354520;SALTO;7.705;8.838;10.528;8.739;8.708;8.092;6.434;6.544;6.688;8.557;9.160;8.422;
PE;260900;MACAPARANA;7.059;7.433;9.812;9.285;8.745;9.700;7.597;9.872;10.083;8.494;10.775;11.579;
SP;351170;CHARQUEADA;270;349;366;485;272;315;346;537;443;462;274;367;
PR;411440;MANGUEIRINHA;5.246;7.757;8.699;8.345;8.639;7.659;7.864;8.861;8.037;9.869;9.522;7.164;
PE;261460;TABIRA;31.810;31.728;34.041;35.431;30.558;30.775;32.482;27.561;12.647;14.350;16.496;23.298;
BA;291710;ITORORÓ;7.528;9.640;9.615;9.816;9.387;10.770;6.713;10.156;8.935;9.109;10.349;10.997;
PR;411430;MANDIRITUBA;2.177;1.328;4.660;4.464;4.272;5.106;4.086;5.141;3.313;3.313;1.443;0;
PI;220720;PADRE MARCOS;3.480;6.831;7.485;7.990;8.276;4.212;7.225;7.097;7.900;6.304;6.859;5.676;
PR;410680;CRUZ MACHADO;4.594;5.633;5.549;6.768;6.596;7.345;4.419;5.036;6.696;6.974;8.715;4.080;
PE;261330;SÃO JOAQUIM DO MONTE;13.596;12.958;14.342;15.787;13.991;14.514;14.543;14.340;13.661;13.206;12.818;11.941;
MA;210940;PRIMEIRA CRUZ;13.285;12.605;12.946;14.527;12.031;12.901;10.422;13.822;14.173;11.699;10.715;13.333;
SP;354160;PROMISSÃO;9.780;14.654;15.241;16.977;8.211;12.387;11.517;14.152;12.901;11.158;11.747;11.283;
MG;316730;SILVEIRÂNIA;1.484;2.202;2.462;2.574;2.122;1.085;1.164;2.261;1.648;1.744;2.348;1.260;
MG;314090;MATIPÓ;16.387;21.226;24.258;24.427;24.157;26.012;21.084;25.444;22.213;37.700;26.422;28.632;
SP;355170;SERTÃOZINHO;307;1.659;996;3.211;1.714;2.476;854;2.203;605;0;0;2.886;
PE;260420;CATENDE;26.251;25.762;28.418;28.589;25.426;23.486;14.884;20.616;16.035;15.618;16.460;14.951;
SP;350995;CANAS;5.841;5.886;5.981;5.907;6.138;4.122;5.647;5.310;5.460;3.874;5.015;5.444;
PB;250527;CURRAL DE CIMA;3.304;3.296;4.427;4.739;3.880;4.635;3.631;3.847;3.603;3.673;2.232;1.091;
AC;120010;BRASILÉIA;11.122;11.200;15.313;15.904;15.858;15.944;15.429;17.061;17.422;17.517;16.276;12.168;
MG;311790;CONGONHAL;8.782;10.569;11.136;10.111;10.387;10.121;8.056;8.373;7.880;7.594;7.249;6.903;
GO;521890;RUBIATABA;10.367;10.727;10.541;6.001;10.483;8.095;10.850;11.026;11.762;10.800;11.753;9.295;
RN;240690;LUCRÉCIA;3.655;3.508;3.813;3.970;3.111;3.794;2.495;2.362;4.094;4.461;3.510;2.513;
MG;313970;MARAVILHAS;1.282;1.575;1.689;2.061;2.130;2.033;2.011;2.269;2.038;2.042;2.168;2.198;
PR;412788;TUNAS DO PARANÁ;346;1.246;1.420;1.734;1.427;1.725;1.287;1.910;1.393;1.581;1.651;355;
RS;430070;ANTA GORDA;4.883;4.447;5.291;4.876;2.181;2.280;2.193;4.264;4.833;4.428;3.929;2.734;
BA;292305;NOVO TRIUNFO;5.002;6.307;7.471;8.629;8.123;8.424;5.925;8.138;7.349;7.721;8.315;7.788;
TO;170830;GOIANORTE;3.876;4.321;4.483;3.278;3.866;3.727;4.205;4.426;4.166;4.085;4.304;4.375;
SP;350210;ANDRADINA;29.360;32.536;29.753;29.370;28.587;27.927;24.662;31.170;32.724;30.593;58.501;50.056;
BA;293220;UBAITABA;8.835;9.712;12.023;11.499;11.205;10.018;6.314;7.217;9.116;6.971;7.016;7.067;
RN;240250;CARNAUBAIS;2.545;3.982;4.723;4.013;4.784;4.735;2.854;2.967;2.080;4.157;4.501;2.559;
ES;320040;ANCHIETA;7.841;12.900;12.182;12.875;12.375;13.892;13.765;12.029;11.412;11.874;11.465;7.441;
MA;210330;CODÓ;56.503;61.822;66.538;67.474;66.318;64.686;53.301;53.221;51.270;52.805;53.956;57.492;
ES;320320;LINHARES;76.815;77.844;88.156;88.346;85.908;87.409;76.113;73.912;72.523;64.486;17.677;23.686;
MG;315500;RIO DOCE;2.217;2.128;2.436;3.106;1.614;1.480;835;1.156;1.687;2.398;1.843;1.557;
SP;354020;PONTAL;5.779;11.666;12.576;13.186;16.484;14.817;13.552;14.281;14.287;14.486;14.007;14.489;
RN;241100;RODOLFO FERNANDES;4.676;4.990;4.262;4.680;4.008;4.068;4.735;3.744;4.676;4.249;6.102;5.112;
CE;230450;FRECHEIRINHA;8.997;10.713;12.854;12.080;11.816;13.076;11.561;11.895;13.982;8.749;8.488;7.216;
ES;320530;VITÓRIA;44.912;47.148;47.779;45.989;45.348;53.457;48.470;46.676;45.420;39.083;46.486;45.458;
RS;430745;ESPERANÇA DO SUL;1.903;1.246;1.200;1.167;1.226;960;200;295;248;337;187;322;
MG;311720;CONCEIÇÃO DAS PEDRAS;3.827;3.241;3.317;3.228;3.422;3.267;3.467;3.836;3.871;3.524;3.246;2.877;
PI;220250;CARACOL;10.224;10.056;10.698;10.340;7.768;9.707;8.072;10.150;11.428;9.636;7.944;8.538;
RS;430930;GUAÍBA;3.383;3.467;2.334;3.156;3.807;3.113;3.305;2.836;3.221;3.665;3.992;3.786;
MG;312640;FORTUNA DE MINAS;1.781;2.315;2.592;2.898;2.736;2.587;2.770;2.577;1.712;1.603;2.319;2.654;
RS;432163;TRÊS ARROIOS;1.235;1.498;1.310;1.448;1.269;1.560;1.377;1.505;1.136;1.155;1.338;1.065;
MS;500350;DOURADINA;3.298;3.708;2.803;2.358;2.192;1.741;3.215;3.974;4.628;3.394;3.795;3.232;
MG;313730;LAGOA DOS PATOS;1.095;1.715;2.116;2.936;951;0;910;1.228;746;628;701;1.171;
CE;230240;BOA VIAGEM;31.722;41.206;43.086;45.528;44.026;41.567;42.185;43.572;41.727;30.897;27.392;28.124;
SC;420545;FORQUILHINHA;18.726;20.427;20.812;20.913;22.416;20.395;22.162;12.700;9.985;23.377;24.232;15.132;
MG;311500;CASCALHO RICO;200;203;226;125;193;280;86;179;96;200;517;0;
PE;260105;ARAÇOIABA;7.083;4.791;4.196;6.432;6.536;5.107;6.056;5.497;6.181;5.423;5.279;6.962;
PB;250940;MOGEIRO;6.072;8.781;9.503;10.974;9.563;9.110;6.240;10.774;11.732;10.000;8.389;7.220;
MG;313520;JANUÁRIA;33.736;44.890;40.583;41.334;39.851;42.348;40.928;31.287;31.078;31.232;32.648;17.091;
PR;411710;NOVA LONDRINA;3.140;3.920;0;8.396;5.075;6.535;3.417;5.427;0;0;5.385;2.513;
RN;241080;RIACHO DE SANTANA;2.209;2.306;2.540;2.943;2.837;3.447;2.275;2.769;2.363;2.409;2.118;2.759;
MA;210380;DOM PEDRO;10.496;21.477;23.319;24.419;22.233;23.662;19.218;21.507;20.141;20.051;17.550;22.045;
RS;431849;SÃO JOSÉ DO INHACORÁ;814;870;1.752;1.799;2.175;871;1.165;1.530;1.619;1.830;1.653;1.309;
SP;354760;SANTA ROSA DE VITERBO;3.574;3.581;3.912;3.763;3.693;2.749;1.742;2.063;2.782;3.687;3.177;1.742;
AL;270330;INHAPI;11.775;13.882;13.689;13.729;13.154;15.407;11.752;14.593;12.955;12.650;14.333;17.242;
PI;221060;SÃO RAIMUNDO NONATO;23.973;25.429;30.887;33.283;29.502;30.078;26.988;28.316;23.966;24.481;20.721;20.777;
TO;170384;CAMPOS LINDOS;7.540;8.918;8.393;8.192;8.973;6.351;6.565;4.815;7.857;4.376;3.575;2.628;
SP;354600;SANTA BRANCA;3.327;3.412;2.879;3.644;3.037;2.276;2.089;2.056;2.671;2.440;3.062;2.305;
GO;520960;HEITORAÍ;2.716;1.912;1.830;2.440;2.530;2.461;1.417;2.606;1.787;1.197;2.117;1.351;
PA;150746;SÃO JOÃO DA PONTA;1.775;2.194;2.532;2.815;2.820;2.525;1.787;2.721;1.013;919;2.102;3.185;
PB;251000;NAZAREZINHO;6.034;4.663;5.795;4.832;5.796;5.568;3.843;4.665;7.257;6.617;4.306;4.265;
GO;520980;HIDROLINA;1.428;1.323;1.784;1.673;763;1.601;1.601;1.809;2.160;1.525;2.189;1.601;
RS;432067;SINIMBU;1.678;2.102;2.578;2.613;2.492;2.808;2.067;2.111;2.275;1.406;453;1.835;
MG;315410;RECREIO;5.468;7.208;7.261;6.446;7.179;7.837;6.667;6.832;6.551;2.321;3.330;2.086;
RS;431417;PEDRAS ALTAS;631;752;846;994;929;1.076;1.046;973;1.003;1.081;1.144;498;
PI;220640;MONSENHOR GIL;4.720;7.903;8.647;7.538;7.287;7.872;7.836;7.516;8.219;8.621;7.419;5.828;
SC;421450;RIO DO CAMPO;4.724;5.613;6.015;5.058;4.264;4.526;3.852;3.901;2.015;3.097;3.616;2.084;
MG;312810;GUAPÉ;5.239;5.751;5.267;5.778;6.092;5.353;5.623;6.405;5.855;6.417;5.015;5.345;
BA;291310;IBITITÁ;9.319;10.926;10.550;9.655;9.088;3.362;8.808;13.062;12.015;9.557;9.848;4.916;
SE;280540;POÇO REDONDO;30.202;26.641;21.068;18.161;31.313;35.768;27.489;29.966;29.089;26.990;28.330;28.385;
PB;250830;LAGOA SECA;23.870;22.503;21.771;26.230;23.920;26.464;17.980;22.294;19.587;12.387;15.354;13.738;
SP;350190;AMPARO;16.160;14.638;13.692;11.349;10.566;7.852;5.194;3.160;2.296;1.513;3.216;2.697;
RJ;330490;SÃO GONÇALO;157.508;210.508;105.346;201.363;190.397;250.293;225.044;159.265;110.185;99.346;167.023;157.426;
SC;421110;MONTE CASTELO;10.404;9.810;9.237;10.803;10.623;11.367;6.575;8.370;9.055;6.267;6.372;5.536;
AM;130330;NOVO ARIPUANÃ;10.321;11.101;10.891;11.464;11.234;11.090;9.086;10.390;9.096;8.156;9.657;9.752;
PI;221170;WALL FERRAZ;2.879;4.453;5.071;3.806;5.317;4.306;4.793;4.723;3.856;4.899;3.895;3.396;
AM;130440;URUCURITUBA;10.025;15.256;17.547;20.057;20.571;23.581;20.911;22.696;24.314;24.483;22.036;26.813;
ES;320495;SÃO ROQUE DO CANAÃ;1.850;1.609;3.572;4.230;5.218;4.798;2.504;4.164;4.060;2.169;2.865;1.351;
PA;150375;JACAREACANGA;4.284;5.108;3.476;2.325;3.951;4.543;4.022;4.118;3.856;3.510;3.681;3.010;
SP;354530;SALTO DE PIRAPORA;11.728;13.496;13.081;11.516;14.549;14.077;11.253;13.279;12.411;12.100;11.678;9.083;
RJ;330110;CANTAGALO;17.931;21.405;23.721;22.671;23.288;20.850;18.282;19.227;18.094;17.503;17.787;21.928;
RS;431920;SÃO NICOLAU;1.805;2.891;1.868;2.186;1.852;2.170;2.061;1.638;2.116;2.404;1.860;1.498;
GO;521973;SANTO ANTÔNIO DE GOIÁS;1.496;2.900;2.340;1.393;1.437;1.209;1.197;2.000;868;829;987;789;
SC;420290;BRUSQUE;8.489;12.606;12.875;15.960;16.023;12.919;14.699;16.634;17.943;17.969;15.817;12.181;
AM;130100;CARAUARI;26.483;29.131;33.168;32.775;23.676;18.892;13.466;9.019;11.740;11.448;14.770;15.113;
MT;510730;SÃO JOSÉ DO RIO CLARO;12.075;12.667;12.544;12.842;12.102;11.074;11.473;675;10.931;11.183;11.940;10.288;
MG;311260;CAPINÓPOLIS;5.174;9.023;12.268;9.131;9.572;10.266;8.859;5.608;1.134;9.862;9.441;10.019;
MA;210490;GUIMARÃES;5.780;7.804;9.306;8.300;9.161;7.786;8.202;7.841;9.443;9.421;9.012;10.421;
ES;320060;ARACRUZ;20.880;23.427;24.897;25.814;26.728;28.801;21.662;22.502;18.919;19.130;26.020;18.481;
GO;520130;ANICUNS;11.704;15.372;16.007;16.644;15.264;14.663;15.507;17.083;13.773;15.811;15.187;13.309;
PA;150555;PAU D'ARCO;3.565;4.601;4.510;4.772;4.983;4.816;4.829;4.665;6.231;3.386;3.971;4.052;
MA;211270;VARGEM GRANDE;22.649;23.496;24.212;27.867;24.442;25.920;24.592;23.376;21.804;17.373;17.471;17.288;
PB;250520;CUITEGI;3.077;4.249;3.689;5.899;3.859;5.461;4.000;4.881;5.727;3.246;1.683;1.066;
PR;411375;LUNARDELLI;1.951;2.914;2.183;1.699;3.478;2.677;2.394;2.777;2.796;2.105;1.860;1.462;
SP;354030;PONTES GESTAL;2.214;2.783;2.048;2.583;2.385;1.575;1.409;1.248;549;1.732;2.106;2.978;
MG;310600;BELA VISTA DE MINAS;535;1.858;3.695;4.638;4.345;4.049;3.473;3.992;265;2.800;531;3.295;
SP;352510;JARDINÓPOLIS;5.588;9.084;10.414;33.406;9.049;9.614;9.626;12.294;9.523;10.878;11.106;10.895;
PE;260515;DORMENTES;10.082;13.275;13.713;13.774;12.441;15.855;12.601;13.895;15.283;13.367;13.915;12.392;
SC;420040;ÁGUA DOCE;454;507;748;803;379;499;618;387;346;400;647;242;
MG;316260;SÃO JOÃO DO ORIENTE;6.697;8.022;6.151;7.676;8.005;6.260;6.297;7.214;7.284;7.490;5.617;3.369;
SP;354940;SÃO JOAQUIM DA BARRA;8.301;13.093;11.767;15.916;15.590;17.335;11.326;14.770;14.641;12.529;10.677;12.200;
PB;251700;UMBUZEIRO;7.750;7.956;9.097;10.269;8.816;11.437;9.313;11.133;10.690;10.607;11.800;11.483;
DF;530010;BRASÍLIA;173.272;160.076;168.071;177.315;172.214;175.861;161.625;170.070;164.619;160.729;163.121;135.778;
SE;280720;SIRIRI;4.993;5.122;7.141;6.925;7.151;6.311;4.714;6.911;5.672;5.171;6.520;7.016;
MG;314660;PAIVA;1.594;1.777;1.231;1.490;1.819;1.394;933;1.163;1.336;684;959;355;
SC;420285;BRAÇO DO TROMBUDO;2.645;2.876;1.442;889;1.373;1.208;1.498;1.175;1.358;1.282;1.563;0;
AL;270050;BARRA DE SANTO ANTÔNIO;7.422;8.823;10.010;11.819;9.449;10.512;10.335;10.993;11.505;7.356;8.936;6.764;
MT;510025;ALTA FLORESTA;18.088;19.884;21.963;20.332;16.699;16.059;17.328;16.686;25.040;22.842;24.305;21.040;
PR;410170;ARARUNA;6.425;9.087;11.158;12.801;13.745;7.972;0;13.130;10.850;12.881;11.532;4.325;
SP;355240;SUMARÉ;2.663;4.262;3.677;3.680;3.023;1.690;1.529;616;953;1.015;1.011;173;
RJ;330360;PARACAMBI;12.462;14.153;15.751;16.492;16.833;18.054;14.506;14.288;11.972;10.631;9.401;10.663;
AM;130400;SILVES;9.065;9.103;8.788;9.319;8.130;9.478;8.783;9.068;10.188;8.744;9.071;9.897;
PR;411020;INÁCIO MARTINS;2.457;3.235;3.058;3.405;4.580;3.372;3.092;3.520;3.390;3.768;3.223;3.239;
MA;210930;PRESIDENTE VARGAS;6.632;7.829;8.785;10.003;9.005;8.142;8.030;8.717;8.986;7.125;6.196;8.221;
PB;250180;BAYEUX;50.837;48.298;55.932;54.506;51.621;31.338;21.585;46.890;47.815;38.099;37.632;38.314;
CE;230393;CHORÓ;8.981;10.342;9.494;9.347;10.210;8.851;9.611;10.142;10.788;8.954;8.536;9.370;
MG;315780;SANTA LUZIA;35.103;40.207;42.533;46.060;43.162;45.511;43.095;43.105;44.138;36.495;37.897;23.397;
PR;410890;GUAIRAÇÁ;1.675;2.361;2.444;2.765;2.142;3.287;2.671;2.567;2.195;1.342;2.788;107;
SP;350880;CAFELÂNDIA;0;0;5.610;5.174;6.128;6.468;4.801;4.487;3.396;4.648;5.079;5.356;
PI;220330;DEMERVAL LOBÃO;11.674;12.693;13.296;14.616;13.706;11.586;11.955;14.463;13.828;13.340;14.365;10.083;
SP;354515;SALTINHO;2.062;2.045;2.437;2.040;3.091;2.321;1.814;2.274;2.359;2.249;2.267;1.985;
AM;130068;BOA VISTA DO RAMOS;12.021;14.284;13.593;15.010;14.296;14.237;11.591;12.694;11.476;11.561;11.014;13.675;
SP;353450;OSCAR BRESSANE;560;660;841;1.115;1.526;0;1.364;1.377;681;1.070;951;1.176;
MG;315390;RAPOSOS;9.752;12.065;12.808;10.509;6.168;5.509;4.214;4.432;4.970;4.303;5.289;4.357;
PR;411530;MARIÓPOLIS;0;2.562;1.603;2.236;1.759;1.109;875;1.308;1.099;1.137;1.699;1.019;
MS;500085;ANGÉLICA;11.931;12.092;12.470;12.948;11.969;12.072;11.630;10.871;11.670;12.527;10.845;10.738;
BA;290010;ABAÍRA;5.444;4.614;7.625;6.375;6.958;7.861;5.115;7.891;7.007;5.719;5.048;2.759;
MG;315550;RIO PARANAÍBA;13.550;13.527;14.915;15.059;14.549;15.054;13.272;15.029;14.497;14.129;12.654;13.823;
PB;251396;SÃO DOMINGOS;1.321;1.454;2.088;1.915;1.997;1.882;1.901;1.984;1.541;404;1.011;486;
PI;220890;RIBEIRO GONÇALVES;4.781;5.855;4.172;5.179;4.409;3.859;3.771;4.168;3.926;3.614;3.805;4.173;
SP;353920;PIRAPOZINHO;11.067;11.992;14.996;11.786;4.654;16.649;11.773;15.114;15.346;15.923;17.910;18.358;
PR;410445;CANTAGALO;3.333;4.918;4.556;5.531;4.859;5.142;4.206;4.372;4.251;4.646;4.497;675;
GO;520540;CERES;9.221;11.695;12.424;11.941;11.697;11.851;14.732;12.307;10.871;7.347;8.488;6.744;
RS;430583;COQUEIRO BAIXO;475;1.041;1.088;933;1.388;1.510;1.370;1.221;1.394;1.372;1.127;665;
SC;420325;CAPÃO ALTO;779;1.049;932;945;956;944;829;930;765;1.029;1.065;625;
SP;354670;SANTA GERTRUDES;576;724;1.174;1.245;1.084;841;697;765;1.128;324;585;759;
MG;310200;ALTEROSA;9.299;10.182;10.876;12.585;13.065;9.190;3.499;1.098;1.231;945;1.370;1.295;
TO;171720;PIRAQUÊ;2.858;3.210;3.233;3.183;3.449;3.391;2.701;2.457;2.574;2.180;2.105;2.467;
GO;520690;DAVINÓPOLIS;2.567;2.125;2.649;2.665;2.010;2.435;2.277;2.454;2.082;1.916;1.792;1.851;
SP;353370;OCAUÇU;922;856;1.905;1.450;1.698;1.135;1.311;2.222;1.922;1.048;1.417;2.127;
PR;410895;GUAMIRANGA;2.446;5.167;4.555;6.075;5.578;5.749;5.220;4.423;4.126;4.113;4.489;1.780;
PA;150520;OEIRAS DO PARÁ;7.926;9.149;9.985;9.190;7.954;6.861;9.640;8.134;5.768;5.858;6.538;2.509;
MG;310710;BOA ESPERANÇA;9.530;11.368;11.176;10.919;11.558;11.924;11.743;11.109;10.246;10.744;11.779;11.172;
PE;260800;JATAÚBA;10.345;9.769;12.757;13.766;12.153;13.255;11.137;11.313;12.543;13.027;12.540;11.808;
RS;431531;QUATRO IRMÃOS;1.643;1.736;1.551;1.238;1.470;1.653;1.427;1.400;1.474;1.549;1.789;790;
SP;352280;ITAPORANGA;3.754;7.367;8.843;9.249;8.259;5.477;5.614;8.389;9.872;6.787;10.828;8.854;
BA;291600;ITANHÉM;8.295;8.432;9.240;9.324;7.496;7.629;7.464;7.768;7.554;7.766;7.608;3.074;
MG;312030;CRISTÁLIA;5.395;3.726;5.350;3.884;4.152;4.892;3.763;3.856;4.282;4.104;4.066;18;
SP;354580;SANTA BÁRBARA D'OESTE;4.078;5.519;6.597;6.771;6.049;5.605;4.940;4.012;3.566;4.789;4.847;4.096;
SP;352265;ITAPIRAPUÃ PAULISTA;1.211;1.606;2.107;1.612;1.774;1.150;1.051;1.547;1.128;1.713;1.771;1.846;
PI;220785;PAVUSSU;3.275;3.354;3.309;3.351;3.718;3.732;2.856;3.255;2.729;3.338;3.575;3.312;
RS;431570;RIO PARDO;5.112;4.529;4.569;4.468;4.410;4.763;4.338;4.396;4.548;3.783;3.326;2.047;
SP;353282;NOVA CAMPINA;6.546;6.757;8.106;9.887;8.667;8.194;9.732;10.496;10.488;9.386;10.021;10.623;
SC;421680;SÃO JOSÉ DO CERRITO;5.314;4.777;5.492;5.285;4.174;4.951;4.081;4.134;4.900;5.173;5.789;5.428;
RS;431454;PINTO BANDEIRA;217;280;182;433;206;441;86;345;366;473;197;298;
PE;260410;CARUARU;128.394;131.000;136.156;144.005;134.129;137.889;105.310;135.773;126.604;107.036;125.539;112.258;
SP;355520;TURIÚBA;882;898;789;954;1.134;1.142;613;730;570;436;394;303;
SP;351200;COLINA;678;1.755;1.707;3.475;2.837;2.270;2.936;2.608;4.362;3.429;2.695;3.076;
BA;290610;CANÁPOLIS;8.774;7.705;8.756;8.310;8.085;9.272;7.189;9.087;8.647;8.759;9.041;9.944;
PA;150350;IRITUIA;8.336;10.691;9.173;11.118;11.230;12.097;9.151;9.700;10.546;7.927;10.912;9.822;
PR;410030;AGUDOS DO SUL;3.925;3.593;4.867;5.038;5.246;4.938;3.760;5.059;3.423;4.582;3.852;1.940;
RS;430485;CARLOS GOMES;928;1.168;791;1.029;1.331;1.652;726;765;1.009;816;919;956;
AL;270630;PALMEIRA DOS ÍNDIOS;47.334;51.384;52.913;55.886;48.131;56.175;46.313;54.108;53.005;52.864;54.791;41.718;
PA;150680;SANTARÉM;90.004;102.738;101.865;90.313;69.096;114.623;111.694;119.582;115.692;109.584;120.634;116.052;
SP;352910;MARINÓPOLIS;1.440;2.704;2.450;2.720;2.248;2.504;2.167;2.714;2.766;2.279;482;3.237;
TO;171570;PALMEIRANTE;3.535;3.926;4.789;3.696;3.446;4.182;3.547;3.990;3.827;3.378;3.454;4.581;
PA;150470;MOJU;5.127;7.142;5.552;7.430;4.998;5.626;7.346;8.649;8.299;7.207;7.295;6.955;
SP;352900;MARÍLIA;18.088;23.929;31.338;30.181;28.496;27.988;27.716;29.544;26.350;28.226;27.029;28.564;
PB;251520;SÃO SEBASTIÃO DO UMBUZEIRO;1.418;1.469;1.907;1.914;1.672;1.359;1.285;1.543;1.569;1.364;1.549;62;
AP;160015;PEDRA BRANCA DO AMAPARI;8.062;9.064;9.327;8.314;8.227;6.069;3.881;2.164;6.304;5.408;5.258;4.749;
RS;430222;BOA VISTA DO CADEADO;1.251;1.590;1.654;1.497;1.497;1.688;1.119;859;887;1.189;826;918;
PB;251597;SOBRADO;7.322;7.853;9.855;9.274;8.582;8.189;7.219;9.690;7.755;8.707;6.467;8.662;
MG;310320;ARAÇAÍ;1.524;1.995;1.794;1.562;2.126;1.822;1.347;1.059;833;0;1.724;683;
PI;220240;CAPITÃO DE CAMPOS;16.064;15.867;14.163;14.511;16.288;15.065;15.756;16.469;16.170;16.338;11.893;11.785;
SC;421090;MODELO;293;1.339;818;1.037;1.597;292;1.956;2.262;1.430;1.381;1.797;505;
RN;240400;FRUTUOSO GOMES;3.894;4.634;4.186;4.170;3.966;4.698;3.557;3.648;4.108;3.728;4.039;3.783;
MG;312960;IBIAÍ;4.231;4.238;4.397;5.015;6.403;1.498;5.552;6.955;6.401;6.178;4.743;571;
SP;350170;AMÉRICO BRASILIENSE;1.263;1.609;1.243;1.057;1.546;1.206;768;1.588;504;331;586;948;
RS;431162;LINDOLFO COLLOR;1.769;1.494;1.489;1.778;1.696;1.863;1.568;1.500;1.368;1.635;1.740;812;
MG;316090;SÃO BRÁS DO SUAÇUÍ;2.967;3.197;4.365;4.568;4.248;4.453;4.636;3.967;2.399;2.141;1.371;4.294;
MG;313780;LAMBARI;6.245;6.779;10.084;9.163;8.148;7.802;6.256;5.334;6.404;7.210;5.169;4.964;
AC;120038;PLÁCIDO DE CASTRO;10.916;12.816;14.646;12.657;13.703;16.197;13.676;14.848;10.756;10.383;10.593;11.402;
CE;230625;ITAITINGA;15.424;14.515;18.874;14.562;16.563;15.523;15.692;19.066;17.771;15.086;17.702;17.744;
PB;251315;SANTA CECÍLIA;4.512;5.925;4.970;5.359;5.334;5.653;3.849;5.388;5.661;5.808;6.015;5.545;
PR;412863;DOUTOR ULYSSES;751;2.724;3.085;3.043;3.625;2.819;2.351;2.787;2.434;3.074;3.220;3.549;
SC;420580;GARUVA;11.301;15.849;10.296;13.306;11.547;11.484;6.709;10.320;10.978;9.719;10.956;7.875;
BA;290800;COARACI;9.343;8.679;10.566;11.860;10.471;11.993;8.353;10.827;10.561;11.724;10.293;11.545;
PA;150655;SANTA LUZIA DO PARÁ;16.021;19.371;18.618;24.315;18.424;20.659;20.460;19.738;19.140;22.438;24.320;22.071;
MA;210550;JOÃO LISBOA;14.674;17.991;19.871;20.997;21.122;17.964;19.879;19.941;15.958;16.092;14.823;16.841;
MG;315415;REDUTO;2.269;3.746;5.399;4.905;5.388;3.361;2.220;4.276;4.038;3.629;3.704;3.568;
PB;250370;CAJAZEIRAS;42.484;47.058;53.041;51.756;46.987;55.072;43.598;50.266;46.893;44.913;38.668;26.479;
MG;316300;SÃO JOSÉ DA SAFIRA;3.332;3.897;4.145;3.420;3.552;3.995;3.870;1.368;784;3.253;4.105;3.879;
AM;130300;NHAMUNDÁ;8.626;12.837;13.489;14.960;12.826;11.922;10.784;10.293;11.931;9.612;11.473;11.845;
TO;170700;DIANÓPOLIS;15.344;14.242;12.838;13.073;12.315;13.004;12.784;13.965;13.695;12.141;9.909;8.137;
PR;410100;AMPÉRE;3.298;4.125;7.866;9.602;9.530;10.375;8.364;8.879;8.342;7.613;7.319;4.312;
MG;316290;SÃO JOÃO NEPOMUCENO;4.363;5.892;5.687;5.409;6.977;6.052;6.430;7.136;6.546;6.314;6.298;6.152;
MT;510675;PONTES E LACERDA;14.084;22.721;21.349;21.411;19.289;15.286;16.173;15.103;13.567;14.980;9.008;12.260;
BA;292100;MATA DE SÃO JOÃO;32.975;34.054;37.475;36.544;34.911;32.048;26.466;22.913;30.256;25.880;26.128;36.062;
RN;240850;OURO BRANCO;5.178;4.592;4.752;5.514;5.303;5.155;4.394;4.914;5.906;4.517;3.733;5.208;
PR;411100;ITAMBARACÁ;973;752;861;406;488;468;485;316;708;554;583;205;
MG;313180;ITABIRINHA;971;3.759;6.704;7.445;8.124;7.702;8.268;7.432;6.834;6.180;6.218;7.281;
MA;210450;GOVERNADOR ARCHER;8.291;9.147;6.291;3.995;9.102;9.973;8.163;9.864;9.306;6.226;5.897;6.808;
MG;311460;CARRANCAS;2.080;2.459;3.341;3.327;2.768;2.047;2.262;3.288;3.022;2.932;3.232;3.123;
SC;421145;NOVA ITABERABA;4.105;4.518;3.804;4.281;3.599;2.956;2.784;2.946;2.986;2.951;2.881;1.750;
MG;313430;ITUMIRIM;5.107;5.646;5.383;5.125;5.302;2.757;0;0;5.112;4.804;4.705;4.526;
RN;241430;TIMBAÚBA DOS BATISTAS;1.993;1.927;2.392;1.188;822;1.314;1.325;1.437;1.313;1.202;819;563;
MA;210310;CEDRAL;5.716;6.988;6.489;6.061;6.803;6.754;5.365;7.052;6.158;6.128;4.946;2.719;
