"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""354110 PRESIDENTE ALVES"";35229;-;-;29;35258"
"""354120 PRESIDENTE BERNARDES"";9857;187843;131;1252;199083"
"""354130 PRESIDENTE EPITACIO"";483286;197812;12441;198;693737"
"""354140 PRESIDENTE PRUDENTE"";640131;3794456;17334541;121809;21890937"
"""354150 PRESIDENTE VENCESLAU"";391584;407013;1445;97499;897541"
"""354160 PROMISSAO"";-;797143;24853;4670;826666"
"""354165 QUADRA"";973;35673;223;1088;37957"
"""354170 QUATA"";107200;178975;-;1405;287580"
"""354180 QUEIROZ"";85009;6098;-;172;91279"
"""354190 QUELUZ"";48897;168977;-;1585;219459"
"""354200 QUINTANA"";239519;105477;-;9555;354551"
"""354210 RAFARD"";53258;61592;-;217;115067"
"""354220 RANCHARIA"";71936;568191;7113;1203;648443"
"""354230 REDENCAO DA SERRA"";-;44531;-;347;44878"
"""354240 REGENTE FEIJO"";5756;167722;189;1163;174830"
"""354250 REGINOPOLIS"";57452;55692;-;696;113840"
"""354260 REGISTRO"";107509;1228972;2014710;2325;3353516"
"""354270 RESTINGA"";288;12671;-;295;13254"
"""354280 RIBEIRA"";9461;18011;2;244;27718"
"""354290 RIBEIRAO BONITO"";161747;79631;-;5926;247304"
"""354300 RIBEIRAO BRANCO"";40925;143171;-;74291;258387"
"""354310 RIBEIRAO CORRENTE"";97537;2367;-;254;100158"
"""354320 RIBEIRAO DO SUL"";133173;4559;3;1734;139469"
"""354323 RIBEIRAO DOS INDIOS"";13247;4723;-;203;18173"
"""354330 RIBEIRAO PIRES"";384376;1321226;53094;2455;1761151"
"""354340 RIBEIRAO PRETO"";4093429;11020113;27850443;336329;43300314"
"""354350 RIVERSUL"";-;-;-;7153;7153"
"""354360 RIFAINA"";67595;5390;-;338;73323"
"""354370 RINCAO"";93638;30211;-;2399;126248"
"""354380 RINOPOLIS"";146596;56219;-;40549;243364"
"""354390 RIO CLARO"";632522;2767002;36981;29987;3466492"
"""354400 RIO DAS PEDRAS"";102294;158255;-;17345;277894"
"""354410 RIO GRANDE DA SERRA"";56212;459860;-;22692;538764"
"""354420 RIOLANDIA"";1359;125250;-;84107;210716"
"""354425 ROSANA"";28775;337997;-;109;366881"
"""354430 ROSEIRA"";24683;139344;-;34178;198205"
"""354440 RUBIACEA"";67860;3638;-;180;71678"
"""354450 RUBINEIA"";51009;10557;-;60636;122202"
"""354460 SABINO"";152615;2020;-;404;155039"
"""354470 SAGRES"";4796;13986;-;85;18867"
"""354480 SALES"";134623;87591;-;30985;253199"
"""354490 SALES OLIVEIRA"";430;117031;75;16691;134227"
"""354500 SALESOPOLIS"";25743;162004;-;42;187789"
"""354515 SALTINHO"";323369;138735;231;10432;472767"
"""354520 SALTO"";206710;1425290;11114;70990;1714104"
"""354530 SALTO DE PIRAPORA"";86412;522235;-;892;609539"
"""354540 SALTO GRANDE"";17704;120436;7;10817;148964"
"""354550 SANDOVALINA"";1620;3652;-;204;5476"
"""354560 SANTA ADELIA"";249167;176016;8;32488;457679"
"""354570 SANTA ALBERTINA"";41495;52845;-;78482;172822"
"""354580 SANTA BARBARA D'OESTE"";898102;1961340;31337;9140;2899919"
"""354600 SANTA BRANCA"";544;100165;-;-;100709"
"""354610 SANTA CLARA D'OESTE"";631;7577;-;22505;30713"
"""354620 SANTA CRUZ DA CONCEICAO"";37362;62656;414;118;100550"
"""354625 SANTA CRUZ DA ESPERANCA"";7562;2046;-;32;9640"
"""354630 SANTA CRUZ DAS PALMEIRAS"";274377;302800;-;391;577568"
"""354640 SANTA CRUZ DO RIO PARDO"";133017;713731;3758;63235;913741"
"""354650 SANTA ERNESTINA"";6201;5154;-;366;11721"
"""354660 SANTA FE DO SUL"";383181;857968;5279;279866;1526294"
"""354670 SANTA GERTRUDES"";252194;380663;426;19466;652749"
"""354680 SANTA ISABEL"";177339;906277;5827;4532;1093975"
"""354690 SANTA LUCIA"";84991;33642;-;205;118838"
"""354700 SANTA MARIA DA SERRA"";64930;104108;-;34740;203778"
"""354710 SANTA MERCEDES"";46604;9859;31;17420;73914"
"""354720 SANTANA DA PONTE PENSA"";-;14551;-;28236;42787"
"""354730 SANTANA DE PARNAIBA"";1517205;3114899;41814;1709;4675627"
"""354740 SANTA RITA D'OESTE"";5914;19741;-;36260;61915"
"""354750 SANTA RITA DO PASSA QUATRO"";317118;226363;-;66001;609482"
"""354760 SANTA ROSA DE VITERBO"";95336;212471;-;2575;310382"
"""354765 SANTA SALETE"";5;33401;-;5375;38781"
"""354770 SANTO ANASTACIO"";45907;186624;-;497;233028"
"""354780 SANTO ANDRE"";3725379;9826124;13170408;396739;27118650"
"""354790 SANTO ANTONIO DA ALEGRIA"";196788;95406;-;674;292868"
"""354800 SANTO ANTONIO DE POSSE"";442983;274553;26;47102;764664"
"""354805 SANTO ANTONIO DO ARACANGUA"";163985;8664;-;13288;185937"
"""354810 SANTO ANTONIO DO JARDIM"";102384;22067;-;28632;153083"
"""354820 SANTO ANTONIO DO PINHAL"";28419;46508;-;276;75203"
"""354830 SANTO EXPEDITO"";33;22085;-;2362;24480"
"""354840 SANTOPOLIS DO AGUAPEI"";162416;5914;-;34241;202571"
"""354850 SANTOS"";3078786;7184838;23385107;193312;33842043"
"""354860 SAO BENTO DO SAPUCAI"";70;56775;-;1426;58271"
"""354870 SAO BERNARDO DO CAMPO"";6138900;11536541;12903045;169407;30747893"
"""354880 SAO CAETANO DO SUL"";1390042;4148256;4132595;11611;9682504"
"""354890 SAO CARLOS"";484765;1531894;53896;40257;2110812"
"""354900 SAO FRANCISCO"";68298;10169;-;4063;82530"
"""354910 SAO JOAO DA BOA VISTA"";1031391;1587836;19940570;129234;22689031"
"""354920 SAO JOAO DAS DUAS PONTES"";-;11572;-;636;12208"
"""354925 SAO JOAO DE IRACEMA"";9651;2334;-;1;11986"
"""354930 SAO JOAO DO PAU D'ALHO"";53023;2153;-;-;55176"
"""354940 SAO JOAQUIM DA BARRA"";957756;157757;18259;7993;1141765"
"""354950 SAO JOSE DA BELA VISTA"";95259;-;-;-;95259"
"""354960 SAO JOSE DO BARREIRO"";29018;52263;-;17660;98941"
"""354970 SAO JOSE DO RIO PARDO"";226327;628641;27418;27807;910193"
"""354980 SAO JOSE DO RIO PRETO"";4346305;11503872;31446546;226649;47523372"
"""354990 SAO JOSE DOS CAMPOS"";1311881;12578236;20784119;267802;34942038"
"""354995 SAO LOURENCO DA SERRA"";139442;126449;-;537;266428"
"""355000 SAO LUIS DO PARAITINGA"";9390;38628;-;185;48203"
"""355010 SAO MANUEL"";180693;277367;2121;3260;463441"
"""355020 SAO MIGUEL ARCANJO"";650354;464969;-;787;1116110"
"""355030 SAO PAULO"";101542690;139942879;201528803;4369722;447384094"
"""355040 SAO PEDRO"";515362;772092;2167;47325;1336946"
"""355050 SAO PEDRO DO TURVO"";239;78359;297;353;79248"
"""355060 SAO ROQUE"";58487;1039498;5204;42276;1145465"
"""355070 SAO SEBASTIAO"";409199;1984157;3279;42137;2438772"
"""355080 SAO SEBASTIAO DA GRAMA"";124482;163205;-;81;287768"
"""355090 SAO SIMAO"";170381;223316;119;7430;401246"
"""355100 SAO VICENTE"";1071277;4071658;27600;89641;5260176"
"""355110 SARAPUI"";271374;52858;-;39072;363304"
"""355120 SARUTAIA"";-;22437;-;156;22593"
"""355130 SEBASTIANOPOLIS DO SUL"";478;13190;-;6008;19676"
"""355140 SERRA AZUL"";213630;75085;-;674;289389"
"""355150 SERRANA"";355537;591561;4787;1969;953854"
"""355160 SERRA NEGRA"";454800;449367;6415;29402;939984"
"""355170 SERTAOZINHO"";466879;1584968;40583;8811;2101241"
"""355180 SETE BARRAS"";13234;158108;-;756;172098"
"""355190 SEVERINIA"";133166;119257;17;2981;255421"
"""355200 SILVEIRAS"";8753;26248;-;90;35091"
"""355210 SOCORRO"";3741;174010;1129;2281;181161"
"""355220 SOROCABA"";5823603;10646400;34172245;458470;51100718"
"""355230 SUD MENNUCCI"";97428;115317;-;32949;245694"
"""355240 SUMARE"";2093921;2138829;72676;9397;4314823"
"""355250 SUZANO"";1040522;4611775;78504;36156;5766957"
"""355255 SUZANAPOLIS"";103749;3125;-;210;107084"
"""355260 TABAPUA"";210260;130108;-;8402;348770"
"""355270 TABATINGA"";55669;105808;112;157;161746"
"""355280 TABOAO DA SERRA"";636050;3466759;99740;21000;4223549"
"""355290 TACIBA"";969;39317;-;2657;42943"
"""355300 TAGUAI"";313731;242782;-;89616;646129"
"""355310 TAIACU"";17798;20422;-;4112;42332"
"""355320 TAIUVA"";159656;20063;-;2534;182253"
"""355330 TAMBAU"";248613;163775;-;309;412697"
"""355340 TANABI"";17569;163976;-;2220;183765"
"""355350 TAPIRAI"";116188;34876;-;5237;156301"
"""355360 TAPIRATIBA"";3959;84793;-;22885;111637"
"""355365 TAQUARAL"";8640;4962;-;3189;16791"
"""355370 TAQUARITINGA"";121391;592064;4317;200;717972"
"""355380 TAQUARITUBA"";398465;267962;2082;106156;774665"
"""355385 TAQUARIVAI"";69570;52865;-;-;122435"
"""355390 TARABAI"";683;47157;-;759;48599"
"""355395 TARUMA"";433441;162098;-;31;595570"
"""355400 TATUI"";1540072;2017486;12627;309684;3879869"
"""355410 TAUBATE"";691615;5730941;10277937;244315;16944808"
"""355420 TEJUPA"";349;-;-;289;638"
"""355430 TEODORO SAMPAIO"";382321;278302;-;1099;661722"
"""355440 TERRA ROXA"";66135;64148;-;43;130326"
"""355450 TIETE"";34052;381507;2179;2378;420116"
"""355460 TIMBURI"";42678;14971;108;32699;90456"
"""355470 TORRINHA"";75507;90441;-;14987;180935"
"""355475 TRABIJU"";83;1186;-;1311;2580"
"""355480 TREMEMBE"";184818;423756;446;879;609899"
"""355490 TRES FRONTEIRAS"";-;16800;-;52476;69276"
"""355495 TUIUTI"";-;2713;-;114;2827"
"""355500 TUPA"";92254;1152691;33632;14521;1293098"
"""355510 TUPI PAULISTA"";422497;174907;-;13745;611149"
"""355520 TURIUBA"";94690;4550;-;2653;101893"
"""355530 TURMALINA"";453;546;-;41;1040"
"""355535 UBARANA"";131718;37409;4;766;169897"
"""355540 UBATUBA"";193912;1530639;14789;73934;1813274"
"""355550 UBIRAJARA"";99609;4470;-;4306;108385"
"""355560 UCHOA"";26268;51548;-;8606;86422"
"""355570 UNIAO PAULISTA"";69297;9937;-;15402;94636"
"""355580 URANIA"";5941;112615;-;5804;124360"
"""355590 URU"";68049;51;-;84;68184"
"""355600 URUPES"";83077;160731;-;27722;271530"
"""355610 VALENTIM GENTIL"";151699;197219;-;190;349108"
"""355620 VALINHOS"";811747;1323333;3512;1612;2140204"
"""355630 VALPARAISO"";305789;196063;-;371;502223"
"""355635 VARGEM"";201153;1022;-;-;202175"
"""355640 VARGEM GRANDE DO SUL"";487808;644762;4479;2302;1139351"
"""355645 VARGEM GRANDE PAULISTA"";210976;289878;-;1096;501950"
"""355650 VARZEA PAULISTA"";699375;978429;116;2671;1680591"
"""355660 VERA CRUZ"";156104;102952;123;7637;266816"
"""355670 VINHEDO"";415969;1462732;11376;2699;1892776"
"""355680 VIRADOURO"";31960;277403;-;-;309363"
"""355690 VISTA ALEGRE DO ALTO"";1636;16515;-;1629;19780"
"""355695 VITORIA BRASIL"";1138;21782;-;10612;33532"
"""355700 VOTORANTIM"";449707;1563251;4340;37013;2054311"
"""355710 VOTUPORANGA"";1713657;2119738;14846977;107639;18788011"
"""355715 ZACARIAS"";106079;33211;-;40957;180247"
"""355720 CHAVANTES"";130471;195923;3451;452;330297"
"""355730 ESTIVA GERBI"";134043;143729;-;132;277904"
"""Total"";282040817;601817608;681722102;20076848;1585657375"
&
