Secretaria de Atenção Primária à Saúde - SAPS/MS 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
"Competência: DEZ/2025, NOV/2025, OUT/2025, SET/2025, AGO/2025, JUL/2025, JUN/2025, MAI/2025, ABR/2025, MAR/2025, FEV/2025, JAN/2025."
Tipo de Produção: Procedimento.


Uf;Ibge;Municipio;DEZ/2025;NOV/2025;OUT/2025;SET/2025;AGO/2025;JUL/2025;JUN/2025;MAI/2025;ABR/2025;MAR/2025;FEV/2025;JAN/2025;
SP;350630;BERNARDINO DE CAMPOS;6.580;7.577;9.182;8.950;8.449;8.258;6.733;8.811;10.065;9.024;8.060;8.264;
AC;120013;BUJARI;3.595;3.722;5.069;4.639;3.999;4.364;3.889;4.262;3.909;4.074;4.651;4.663;
SP;351090;CÁSSIA DOS COQUEIROS;2.593;2.514;3.177;3.229;3.085;2.774;2.402;2.866;3.055;3.819;3.185;2.925;
PE;260545;FERNANDO DE NORONHA;2.238;2.695;2.552;2.844;2.734;2.539;2.249;2.315;0;0;1.696;1.896;
PI;221035;SÃO LOURENÇO DO PIAUÍ;629;620;618;890;1.168;1.239;1.229;883;931;1.103;805;789;
AL;270490;MAR VERMELHO;2.172;2.796;4.051;3.186;3.368;3.591;2.267;2.570;2.321;1.989;1.966;1.278;
RS;432170;TRÊS COROAS;6.932;6.875;9.296;9.224;9.084;9.131;8.257;8.819;8.268;8.821;9.737;9.097;
ES;320220;FUNDÃO;9.729;9.910;11.748;11.092;11.219;10.225;10.267;10.691;9.518;9.756;10.047;9.809;
SE;280440;NEÓPOLIS;1.998;2.217;2.371;2.133;2.263;2.284;1.333;1.916;1.772;1.795;2.045;678;
PR;410360;CAMBARÁ;9.945;10.736;10.588;10.604;9.899;9.767;9.205;10.188;7.892;9.248;8.206;6.281;
RS;431290;NOVA BASSANO;6.170;6.519;7.542;7.426;7.102;7.910;6.409;7.425;7.120;6.605;6.354;7.072;
PI;221039;SÃO MIGUEL DO FIDALGO;1.896;1.881;1.842;2.580;2.151;2.438;2.163;2.639;2.243;1.730;1.410;1.057;
MG;312825;GUARACIAMA;2.932;2.395;1.952;1.856;1.417;1.322;1.490;1.172;1.139;844;758;363;
BA;292340;PALMAS DE MONTE ALTO;4.798;7.665;8.532;8.593;7.754;8.344;7.163;6.416;7.209;5.943;4.680;2.598;
CE;230950;ORÓS;8.338;8.730;9.259;8.944;6.666;8.375;7.291;6.989;5.797;5.642;7.144;6.304;
PI;220970;SÃO FRANCISCO DO PIAUÍ;1.468;1.681;2.365;2.141;2.232;2.548;1.960;2.109;1.956;1.874;1.604;468;
PR;410790;FLORESTA;4.772;4.597;5.610;5.515;5.785;4.902;2.993;3.903;4.213;4.473;4.336;4.323;
CE;230465;GRAÇA;7.831;7.990;8.678;9.146;7.246;8.883;7.631;7.808;6.569;6.523;6.664;4.234;
MG;311130;CAMPO DO MEIO;6.240;8.144;9.027;9.436;9.185;10.387;8.153;9.195;9.001;8.828;6.377;5.839;
PE;260290;CABO DE SANTO AGOSTINHO;7.012;7.722;8.698;10.068;10.721;10.595;9.041;11.444;11.699;7.707;9.281;10.378;
MS;500525;LAGUNA CARAPÃ;3.176;3.222;4.073;4.065;3.768;3.226;3.173;3.766;2.297;3.388;3.430;3.311;
PB;250960;MONTE HOREBE;1.357;1.438;1.964;2.369;1.810;1.737;1.075;1.799;2.008;1.858;1.977;1.284;
SP;352340;ITATIBA;32.616;39.026;46.423;49.181;49.709;46.028;41.712;46.123;41.425;38.963;41.624;38.942;
PR;412090;QUEDAS DO IGUAÇU;5.768;8.037;7.735;9.066;6.726;7.551;6.863;7.525;7.915;7.484;7.577;5.179;
SP;353860;PIRACAIA;10.070;11.828;13.513;14.074;13.297;12.751;11.642;12.264;15.525;12.291;10.910;9.012;
MG;315960;SANTA RITA DO SAPUCAÍ;16.316;15.645;19.291;19.255;15.647;16.430;14.756;13.914;13.854;12.470;16.084;15.132;
PR;410940;GUARAPUAVA;122.538;125.329;281.544;271.791;220.750;191.948;203.182;233.367;364.199;196.572;182.808;130.783;
SP;355010;SÃO MANUEL;15.136;15.810;18.340;19.919;16.798;15.776;15.866;20.577;20.384;18.260;18.649;17.821;
SC;421187;PAIAL;2.128;2.887;3.923;2.461;1.830;2.072;1.669;3.818;1.436;1.311;1.303;3.426;
GO;521010;IPAMERI;8.421;8.842;10.635;10.849;10.188;10.677;9.922;11.461;12.208;11.102;10.318;10.436;
RS;432218;TUPANCI DO SUL;2.356;2.290;3.033;2.798;2.549;2.797;2.225;2.874;2.653;2.437;2.447;2.426;
SC;420555;FREI ROGÉRIO;1.455;2.096;2.377;2.325;2.370;2.487;2.242;2.363;2.310;2.011;2.106;1.706;
RJ;330015;APERIBÉ;155;296;852;1.426;1.062;481;718;1.061;1.162;346;382;666;
PE;260890;LIMOEIRO;19.120;17.808;21.365;20.391;21.037;22.441;20.090;23.163;24.377;22.216;25.576;24.478;
PR;412175;RESERVA DO IGUAÇU;3.329;5.078;5.990;5.696;5.557;5.807;5.411;5.236;5.002;4.693;4.178;1.439;
MG;312470;ESTRELA DO INDAIÁ;1.882;1.947;2.444;2.413;2.248;2.483;2.206;1.734;1.114;1.446;1.267;1.132;
MG;314200;MIRABELA;5.470;3.769;4.602;2.907;2.990;5.270;4.945;5.488;4.626;4.164;4.530;3.210;
SP;355635;VARGEM;6.818;7.820;9.309;9.303;9.286;8.588;8.516;9.789;9.346;9.021;8.860;9.079;
MA;210430;GODOFREDO VIANA;966;1.373;1.454;1.757;1.562;2.003;1.546;1.609;1.094;974;863;1.061;
PE;261350;SÃO JOSÉ DO BELMONTE;5.483;7.806;9.378;10.348;11.940;10.131;7.140;8.046;10.586;8.413;6.647;5.350;
CE;230620;ITAIÇABA;3.503;2.965;3.938;3.189;3.801;3.202;2.863;3.199;4.065;2.165;2.694;1.606;
SP;354440;RUBIÁCEA;998;1.947;2.065;1.942;2.183;2.013;1.447;1.734;1.821;1.499;2.177;2.078;
GO;522160;URUAÇU;7.102;10.780;10.480;10.143;8.406;8.304;7.981;9.241;8.175;8.143;7.629;9.015;
RS;430740;ESMERALDA;2.596;2.316;3.245;3.460;3.184;3.085;2.330;2.963;2.467;2.529;2.205;2.311;
GO;521280;MARA ROSA;3.714;3.685;4.449;4.387;4.412;4.578;3.753;4.220;4.191;4.026;4.543;4.379;
RN;240340;EQUADOR;2.092;2.970;3.082;3.203;3.114;3.405;2.305;2.513;2.503;2.172;2.035;2.155;
MG;312240;DIVISA NOVA;2.169;2.551;3.004;3.077;2.499;4.785;1.960;3.651;3.048;2.682;2.562;1.941;
SC;420800;ITÁ;7.563;6.774;7.806;7.952;7.143;7.919;6.678;6.594;6.519;5.504;6.117;5.543;
MG;310790;BOM REPOUSO;4.938;4.783;6.310;5.331;6.563;6.777;5.707;5.510;6.251;5.388;5.725;4.966;
PI;220667;MORRO DO CHAPÉU DO PIAUÍ;3.494;4.765;5.519;4.135;5.495;5.925;5.009;4.671;4.580;4.647;4.505;3.857;
PE;261430;MOREILÂNDIA;3.098;3.085;3.666;3.691;3.369;2.882;2.309;2.745;2.700;2.034;2.139;1.468;
GO;522028;SÃO PATRÍCIO;1.522;1.621;2.116;2.031;1.890;2.246;2.094;2.098;1.884;2.073;2.207;2.055;
SP;354330;RIBEIRÃO PIRES;10.884;12.360;15.999;16.382;14.768;13.049;13.980;11.861;12.187;9.744;10.346;11.873;
MG;313657;JOSENÓPOLIS;2.141;2.121;2.151;2.163;1.969;1.644;1.914;1.564;1.710;1.794;1.667;1.488;
MG;313050;ILICÍNEA;6.328;7.011;8.173;9.256;7.619;8.621;6.112;6.849;7.089;6.636;7.024;6.115;
SC;420700;IÇARA;15.253;15.690;17.416;17.979;14.196;15.972;14.555;15.190;15.883;16.081;12.530;11.889;
SP;353100;MONÇÕES;3.246;3.911;4.061;4.749;3.790;4.193;4.000;4.254;3.763;3.838;4.852;1.619;
RN;241200;SÃO GONÇALO DO AMARANTE;25.675;28.427;29.525;33.971;30.167;33.743;28.762;29.619;30.688;22.863;26.783;25.064;
TO;170650;DARCINÓPOLIS;4.205;4.145;3.905;3.647;2.703;2.890;2.987;4.004;3.759;2.248;2.398;3.004;
PB;251150;PILAR;3.340;5.348;6.082;5.933;5.541;6.373;4.528;5.713;4.997;4.763;5.530;4.990;
SP;354680;SANTA ISABEL;11.687;24.238;13.739;13.874;12.680;11.251;11.494;12.002;11.473;11.174;12.063;12.569;
SC;420395;CAPIVARI DE BAIXO;9.833;7.365;8.380;7.401;6.841;7.984;6.726;7.563;7.157;6.086;5.972;5.864;
MG;317043;UNIÃO DE MINAS;1.566;2.304;2.346;2.401;2.648;2.393;2.158;2.591;2.345;1.629;1.452;1.129;
AL;270170;CAPELA;5.764;6.497;6.955;7.628;7.376;7.168;5.689;7.317;7.544;6.479;7.562;5.258;
GO;521225;LAGOA SANTA;475;727;699;820;796;897;1.044;929;1.015;688;740;749;
AM;130410;TAPAUÁ;6.361;9.060;8.318;8.676;8.504;7.447;6.605;6.111;7.023;8.408;7.373;5.812;
MG;312970;IBIRACI;5.139;5.838;6.247;6.479;6.798;7.626;6.303;6.551;7.073;6.219;6.215;6.131;
SP;353625;PARISI;5.169;5.111;6.270;6.545;5.045;5.622;5.615;6.799;6.533;5.739;5.881;5.366;
PR;412865;VIRMOND;3.874;4.130;4.852;4.634;4.509;4.467;4.273;4.499;4.280;3.901;3.979;3.372;
BA;291200;IBIASSUCÊ;2.611;2.687;3.659;3.837;3.954;3.760;2.880;3.649;3.116;2.563;3.508;2.318;
GO;521878;RIO QUENTE;1.173;1.751;2.425;2.472;2.093;2.322;2.033;1.862;1.511;1.752;1.873;1.043;
MT;510631;NOVO SANTO ANTÔNIO;1.696;1.920;2.235;2.144;1.920;1.662;1.666;2.184;1.933;1.950;1.992;1.833;
RS;431245;MORRO REDONDO;2.556;3.200;3.405;3.470;3.507;2.767;2.957;2.709;2.813;2.379;2.884;2.038;
GO;520310;BALIZA;2.918;3.124;3.497;3.589;2.978;2.694;2.594;2.763;2.265;2.131;2.137;1.708;
MA;210780;PARNARAMA;7.076;8.184;7.939;9.712;11.342;11.365;9.979;8.331;8.380;7.004;8.800;8.405;
SP;354710;SANTA MERCEDES;3.422;3.819;4.058;4.099;4.392;4.493;4.567;4.743;4.919;4.386;4.116;2.748;
PB;251690;UIRAÚNA;3.815;5.379;6.221;5.956;4.801;4.752;3.592;4.928;4.795;4.050;4.010;3.609;
RS;430047;ALMIRANTE TAMANDARÉ DO SUL;2.727;2.936;3.378;2.969;3.173;3.417;2.727;3.232;3.013;2.689;3.071;2.402;
BA;290020;ABARÉ;2.569;3.337;4.003;3.771;4.241;4.218;3.133;3.390;3.734;2.936;3.134;2.573;
PE;260180;BETÂNIA;2.615;4.455;4.777;4.891;4.979;4.971;2.551;3.966;4.023;2.673;3.468;272;
PR;411940;PIRAÍ DO SUL;5.966;6.464;8.214;7.897;7.339;7.683;7.127;6.941;7.357;6.668;6.617;6.759;
BA;293240;UIBAÍ;3.756;6.046;7.332;7.044;5.716;5.613;3.672;5.591;5.348;5.048;3.977;1.055;
PE;261050;PASSIRA;6.839;7.203;9.354;8.413;7.401;6.362;4.671;5.347;6.022;4.587;5.100;4.074;
RS;431043;IPÊ;4.903;4.803;5.145;5.172;4.961;5.616;5.103;5.236;4.970;5.154;4.396;4.563;
PI;220880;REGENERAÇÃO;5.297;7.317;7.075;7.398;6.739;6.938;5.818;5.876;6.550;5.887;4.778;3.883;
TO;172110;TOCANTÍNIA;1.836;1.966;2.482;2.492;2.207;1.930;2.207;2.962;1.940;2.001;1.928;1.452;
SP;352400;ITUPEVA;7.749;10.367;11.673;12.401;7.459;11.749;10.139;11.405;10.080;0;9.526;7.982;
SC;421555;SANTA HELENA;1.871;2.035;1.264;2.786;2.520;2.719;2.446;2.461;2.068;2.100;1.880;1.294;
PB;250810;LAGOA;895;1.510;1.967;1.729;515;1.952;1.280;1.508;1.706;1.416;1.477;1.384;
PB;250135;ASSUNÇÃO;2.473;2.517;3.116;3.112;2.243;2.835;2.611;2.764;2.937;2.869;2.451;1.660;
PR;412545;SÃO JOSÉ DAS PALMEIRAS;975;1.234;907;1.119;920;1.331;1.336;1.973;1.519;1.214;1.451;1.372;
PA;150277;CURIONÓPOLIS;5.060;7.899;8.909;8.249;5.931;4.824;6.929;5.800;4.892;4.319;4.304;4.583;
RS;432225;TUPANDI;1.813;2.466;2.434;1.854;1.126;428;948;967;259;694;721;875;
RS;431150;LAVRAS DO SUL;1.969;2.825;1.409;2.847;2.340;3.162;2.724;2.848;2.607;2.229;2.234;2.451;
RS;431300;NOVA BRÉSCIA;2.914;3.014;3.250;3.398;2.786;2.515;2.367;2.705;2.855;2.746;2.297;2.241;
RN;241180;SÃO FERNANDO;2.282;2.197;2.839;2.762;2.899;2.891;2.293;2.621;2.485;2.472;2.728;2.717;
RS;430705;ERNESTINA;2.862;2.825;3.298;3.449;3.534;3.601;3.080;3.364;3.495;3.379;2.719;2.673;
PE;260640;GRAVATÁ;8.837;9.754;10.740;11.868;8.332;10.564;7.216;10.355;9.027;7.428;9.287;8.744;
CE;230270;CAMPOS SALES;4.919;6.466;6.442;8.198;8.354;6.880;6.918;8.607;7.525;5.918;5.817;5.030;
RS;430510;CAXIAS DO SUL;62.425;71.875;87.236;78.911;68.821;67.845;62.559;60.231;61.215;63.066;59.375;59.689;
RS;432040;SERAFINA CORRÊA;12.544;13.581;15.549;15.522;13.674;13.051;11.126;13.811;12.790;12.012;12.615;12.529;
SC;420710;ILHOTA;158;0;4.114;5.822;5.278;5.008;4.230;3.265;0;3.794;5.000;4.631;
TO;170255;AUGUSTINÓPOLIS;3.433;5.498;5.778;5.674;6.288;5.313;6.254;5.562;5.866;5.966;6.294;6.400;
CE;230120;ARACOIABA;7.214;7.977;9.739;9.431;5.625;5.430;10.853;10.842;10.768;8.821;9.947;7.382;
PI;220205;CABECEIRAS DO PIAUÍ;1.880;2.295;2.954;3.628;2.401;2.113;2.075;1.814;2.503;2.194;1.945;1.479;
PA;150543;OURILÂNDIA DO NORTE;8.562;10.341;10.407;11.070;9.815;9.828;8.639;9.200;9.654;9.371;8.276;6.220;
MG;314625;PADRE CARVALHO;2.682;2.762;2.168;1.016;93;276;413;303;403;62;5;0;
CE;230730;JUAZEIRO DO NORTE;49.543;55.337;63.345;65.972;62.728;51.820;43.036;50.920;52.575;44.852;55.686;47.416;
GO;521405;MUNDO NOVO;1.623;1.780;1.983;2.279;1.681;1.382;1.801;2.264;2.113;1.986;2.783;1.979;
MG;316720;SETE LAGOAS;32.926;35.738;42.066;41.904;40.600;30.382;41.071;44.411;38.718;35.882;39.916;40.405;
RN;240145;BARAÚNA;13.426;13.820;17.528;19.139;16.986;18.897;16.995;19.637;19.534;15.801;14.783;11.485;
PR;411065;IRACEMA DO OESTE;0;2.293;2.718;2.352;2.027;1.884;2.018;2.125;1.421;1.790;1.985;2.061;
PE;260100;ANGELIM;2.709;3.731;3.719;3.698;2.954;3.287;2.206;3.020;3.225;2.333;3.440;1.901;
MG;311545;CATUJI;1.333;1.480;2.186;2.363;2.273;2.282;2.197;1.956;1.752;2.182;2.279;1.496;
PB;251430;SÃO JOSÉ DE CAIANA;1.434;2.415;3.105;3.368;2.834;2.486;1.726;2.515;982;882;1.278;1.364;
MG;310170;ALMENARA;7.259;7.308;9.630;9.166;7.292;8.363;5.785;6.095;6.276;4.330;4.984;4.050;
CE;230425;CRUZ;11.906;15.040;17.267;18.941;17.770;18.224;16.953;17.823;15.998;13.779;15.287;9.960;
BA;292805;SANTA LUZIA;3.285;4.354;5.003;4.706;4.695;5.226;4.052;4.234;4.420;3.846;3.565;3.592;
RN;241270;SÃO PEDRO;433;1.191;902;847;950;1.223;1.113;1.631;1.177;230;214;8;
GO;521210;JOVIÂNIA;2.634;2.793;3.416;3.681;2.941;3.419;3.412;2.783;3.076;3.774;3.096;2.793;
GO;521830;POSSE;7.330;8.943;9.483;9.704;9.235;9.002;8.443;7.707;7.296;6.141;7.400;5.968;
PR;410305;BOA VISTA DA APARECIDA;2.688;2.622;4.359;3.751;3.003;3.502;2.823;3.326;2.638;2.684;5.783;4.933;
AL;270500;MATA GRANDE;4.935;6.820;7.896;7.276;7.011;8.334;4.786;5.028;7.327;5.102;5.917;3.342;
AC;120039;PORTO WALTER;818;2.722;2.310;2.698;1.996;3.229;2.804;2.818;1.894;2.028;3.993;1.245;
SC;420640;GUARACIABA;7.000;8.570;7.548;8.295;7.853;7.650;7.235;6.897;8.029;8.301;7.496;5.534;
SC;420300;CAÇADOR;15.241;19.514;21.121;20.577;18.694;19.876;15.673;19.030;18.434;17.587;18.541;16.370;
PE;260805;JATOBÁ;2.930;3.012;3.422;5.164;4.914;5.589;3.763;3.886;4.028;3.241;4.400;3.880;
CE;231280;SENADOR SÁ;2.753;3.688;4.250;4.583;4.962;4.464;3.618;4.338;4.279;3.547;2.992;2.382;
PB;250630;GUARABIRA;16.100;17.928;24.549;23.371;19.110;22.845;17.552;16.729;19.991;17.160;17.065;9.289;
MT;510785;SÃO FÉLIX DO ARAGUAIA;5.403;5.524;7.365;6.470;6.504;5.829;6.546;6.803;6.078;5.739;5.769;5.956;
BA;293090;TABOCAS DO BREJO VELHO;2.349;2.691;4.767;4.940;4.069;4.039;3.310;3.575;4.018;3.116;4.316;3.552;
MA;210290;CARUTAPERA;4.637;6.974;7.282;7.045;7.512;7.491;6.444;7.170;7.724;5.823;5.279;2.957;
TO;170390;CASEARA;1.504;1.993;2.240;2.301;2.097;1.586;1.980;1.921;2.074;2.009;1.997;1.989;
SC;420140;ARARANGUÁ;25.977;30.422;36.331;34.098;30.224;32.917;29.196;33.588;31.389;30.990;30.677;30.767;
BA;290780;CÍCERO DANTAS;2.929;5.484;7.440;9.199;4.931;5.663;2.757;4.239;6.486;6.171;4.911;2.330;
MT;510500;JAURU;2.962;3.385;3.752;3.842;3.341;3.290;3.166;3.962;3.048;3.033;3.502;3.426;
PR;411722;NOVA SANTA ROSA;3.679;3.397;4.083;3.861;4.486;3.924;3.927;4.323;3.855;3.587;3.305;0;
SC;421540;SALTO VELOSO;3.628;3.761;4.344;4.040;3.861;3.691;3.592;3.858;3.923;3.754;4.217;3.969;
BA;290405;BONITO;5.121;5.767;5.494;5.904;6.065;6.108;3.734;6.063;5.608;6.177;5.427;1.975;
MA;210130;BACURI;2.532;3.550;4.614;4.309;3.783;4.861;3.239;3.738;3.384;2.728;2.696;1.025;
CE;230533;IBICUITINGA;3.000;3.851;4.061;4.518;7.797;4.151;3.874;3.475;4.356;2.542;3.764;2.442;
SP;350240;ANHUMAS;4.041;4.126;5.675;4.878;4.056;3.567;3.941;5.209;5.434;5.826;3.397;4.065;
AL;270250;DOIS RIACHOS;2.540;4.105;4.570;4.511;4.583;4.659;3.415;3.921;4.090;3.525;3.366;2.773;
GO;521190;JATAÍ;22.116;23.357;28.290;27.502;24.461;28.992;23.929;25.598;25.174;25.621;23.546;23.882;
SP;353215;NANTES;3.136;3.150;4.309;4.858;4.113;4.225;3.402;4.632;4.598;4.125;3.933;3.640;
GO;520017;ÁGUA FRIA DE GOIÁS;3.628;2.889;2.757;2.801;1.683;2.691;2.332;2.709;2.414;2.266;2.003;1.738;
PB;250010;ÁGUA BRANCA;1.794;3.832;4.584;4.200;4.239;3.668;2.693;2.532;3.209;2.681;3.036;1.741;
SC;421535;SALTINHO;2.604;2.950;3.328;3.432;2.695;3.064;2.594;3.189;2.971;3.239;2.655;2.494;
PB;251570;SERRA GRANDE;1.960;2.534;2.789;2.844;2.341;2.521;2.110;2.594;3.317;2.265;2.562;1.843;
RN;240160;BENTO FERNANDES;1.212;1.310;1.066;1.300;1.372;1.690;631;453;399;541;443;300;
GO;520735;EDEALINA;2.126;2.711;2.927;2.927;2.474;2.211;2.432;2.740;2.403;1.948;2.735;2.896;
MT;510704;PRIMAVERA DO LESTE;18.848;23.048;29.070;25.235;24.218;25.112;22.843;22.121;24.092;23.474;23.378;22.742;
MG;314190;MINDURI;952;1.516;1.369;1.810;1.220;1.720;1.391;1.444;1.201;186;676;1.199;
SP;350200;ANALÂNDIA;13.591;13.640;13.473;11.411;8.500;9.763;13.100;13.874;2;13.007;11.535;11.844;
MG;314860;PEÇANHA;4.558;4.263;4.138;3.411;4.056;4.170;3.181;3.901;3.594;3.721;4.421;3.637;
RS;430175;BARÃO DO TRIUNFO;1.552;1.790;1.828;4.894;4.530;4.496;3.704;4.557;4.458;4.432;3.561;4.062;
SE;280600;RIBEIRÓPOLIS;4.136;5.079;4.474;4.449;5.569;5.803;4.213;4.952;5.157;4.825;5.249;5.380;
SC;420945;LAJEADO GRANDE;1.171;1.757;1.809;1.970;1.766;1.904;2.536;2.756;2.738;2.574;2.548;2.415;
SP;353610;PARDINHO;2.505;3.220;4.340;3.891;3.454;1.844;2.984;3.123;3.987;2.810;2.339;2.325;
SP;355260;TABAPUÃ;3.865;3.229;4.221;4.826;4.743;4.378;3.937;4.525;4.607;4.131;4.264;4.426;
CE;230310;CARIRÉ;6.362;8.596;9.205;8.811;7.610;8.789;6.556;8.430;8.328;6.290;7.836;6.828;
PI;220200;BURITI DOS LOPES;2.215;4.333;4.878;4.488;4.332;3.818;4.114;3.985;3.229;3.134;3.750;2.756;
RS;431413;PAULO BENTO;1.693;1.920;2.450;2.600;1.952;2.017;1.453;1.375;1.721;1.687;1.633;1.557;
RS;431403;PARECI NOVO;4.415;4.455;5.015;4.769;4.276;4.757;4.292;5.126;4.220;3.729;2.725;3.196;
SP;354050;PORANGABA;3.106;3.440;3.827;3.429;3.197;3.002;2.742;3.235;3.398;3.006;3.024;2.960;
MG;312580;FERNANDES TOURINHO;2.570;2.495;2.879;2.944;2.604;3.226;2.710;2.761;2.288;2.307;1.661;2.288;
PE;260500;CUPIRA;4.931;5.981;6.428;5.600;5.201;6.367;4.985;5.207;6.886;5.733;6.596;4.486;
RS;432230;TUPARENDI;2.207;3.169;3.515;4.156;3.008;3.774;3.917;3.591;3.494;3.098;2.768;2.320;
TO;172210;XAMBIOÁ;2.934;3.445;4.962;5.139;4.634;3.526;5.150;5.489;5.172;4.781;4.303;4.452;
CE;230440;FORTALEZA;474.606;463.825;626.900;610.911;491.490;526.295;522.418;586.333;537.952;474.711;562.985;878;
SP;354310;RIBEIRÃO CORRENTE;1.744;1.963;1.726;2.977;3.224;2.306;2.223;2.195;2.329;2.045;2.085;1.559;
