"""Munic¡pio"";""02 Assistˆncia Farmacˆutica"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""07 Vigilƒncia em Sa£de"";""Total"""
"""230330 CARIUS"";-;-;-;459142,48;-;459142,48"
"""230340 CARNAUBAL"";-;-;-;680540,42;-;680540,42"
"""230350 CASCAVEL"";-;9674906,68;-;4162338,22;-;13837244,90"
"""230360 CATARINA"";-;-;-;261857,88;-;261857,88"
"""230365 CATUNDA"";-;-;-;278113,57;-;278113,57"
"""230370 CAUCAIA"";-;14243618,99;-;12245833,71;-;26489452,70"
"""230380 CEDRO"";-;10802,40;-;1290945,47;-;1301747,87"
"""230390 CHAVAL"";-;-;-;113823,61;-;113823,61"
"""230393 CHORO"";-;-;-;456744,81;-;456744,81"
"""230395 CHOROZINHO"";-;-;-;575418,74;-;575418,74"
"""230400 COREAU"";-;-;-;378757,56;-;378757,56"
"""230410 CRATEUS"";-;8137044,29;-;1765062,49;-;9902106,78"
"""230420 CRATO"";43944,00;10391216,45;-;12970063,78;-;23405224,23"
"""230423 CROATA"";-;-;-;371922,15;-;371922,15"
"""230425 CRUZ"";-;1214,64;-;840619,43;-;841834,07"
"""230426 DEPUTADO IRAPUAN PINHEIRO"";-;-;-;22776,02;-;22776,02"
"""230427 ERERE"";-;-;-;5876,95;-;5876,95"
"""230428 EUSEBIO"";-;7482352,43;-;2349044,06;-;9831396,49"
"""230430 FARIAS BRITO"";-;-;-;1074673,71;-;1074673,71"
"""230435 FORQUILHA"";-;-;-;187483,88;-;187483,88"
"""230440 FORTALEZA"";16807808,86;79898957,98;-;321897063,00;-;418603829,84"
"""230445 FORTIM"";-;-;-;351568,80;-;351568,80"
"""230450 FRECHEIRINHA"";-;-;-;540742,07;-;540742,07"
"""230460 GENERAL SAMPAIO"";-;-;-;76119,54;-;76119,54"
"""230465 GRACA"";-;-;-;64316,70;-;64316,70"
"""230470 GRANJA"";-;-;-;808343,94;-;808343,94"
"""230480 GRANJEIRO"";-;-;-;339906,92;-;339906,92"
"""230490 GROAIRAS"";-;-;-;324402,27;-;324402,27"
"""230495 GUAIUBA"";-;-;-;238894,43;-;238894,43"
"""230500 GUARACIABA DO NORTE"";-;-;-;653573,27;-;653573,27"
"""230510 GUARAMIRANGA"";-;-;-;134516,81;-;134516,81"
"""230520 HIDROLANDIA"";-;-;-;633970,46;-;633970,46"
"""230523 HORIZONTE"";-;257714,40;-;2318176,61;-;2575891,01"
"""230526 IBARETAMA"";-;-;-;233253,77;-;233253,77"
"""230530 IBIAPINA"";-;-;-;884495,46;-;884495,46"
"""230533 IBICUITINGA"";-;-;-;255046,11;-;255046,11"
"""230535 ICAPUI"";-;-;-;320691,75;-;320691,75"
"""230540 ICO"";-;-;-;1427031,89;-;1427031,89"
"""230550 IGUATU"";7956,00;5511790,11;-;5922092,41;-;11441838,52"
"""230560 INDEPENDENCIA"";-;-;-;1604948,08;-;1604948,08"
"""230570 IPAUMIRIM"";-;-;-;35509,71;-;35509,71"
"""230580 IPU"";-;21604,80;-;1440858,33;-;1462463,13"
"""230590 IPUEIRAS"";-;-;-;419939,89;-;419939,89"
"""230600 IRACEMA"";-;-;-;548031,11;-;548031,11"
"""230610 IRAUCUBA"";-;-;-;1100507,62;-;1100507,62"
"""230620 ITAICABA"";-;-;-;268633,99;-;268633,99"
"""230625 ITAITINGA"";-;-;-;1872541,15;-;1872541,15"
"""230630 ITAPAJE"";-;-;-;836768,35;-;836768,35"
"""230640 ITAPIPOCA"";-;7996017,70;-;4664785,85;-;12660803,55"
"""230650 ITAPIUNA"";-;-;-;301801,95;-;301801,95"
"""230655 ITAREMA"";-;-;-;1359509,22;-;1359509,22"
"""230660 ITATIRA"";-;-;-;77624,72;-;77624,72"
"""230670 JAGUARETAMA"";-;97171,20;-;2114712,26;-;2211883,46"
"""230680 JAGUARIBARA"";-;115390,80;-;882853,76;-;998244,56"
"""230690 JAGUARIBE"";-;-;-;2198310,37;-;2198310,37"
"""230700 JAGUARUANA"";-;-;-;746072,77;-;746072,77"
"""230710 JARDIM"";-;-;-;462959,28;-;462959,28"
"""230720 JATI"";-;-;-;106089,69;-;106089,69"
"""230725 JIJOCA DE JERICOACOARA"";-;-;-;1152921,43;-;1152921,43"
"""230730 JUAZEIRO DO NORTE"";-;6245758,49;-;14058732,30;-;20304490,79"
"""230740 JUCAS"";-;284368,65;-;1237079,59;-;1521448,24"
"""230750 LAVRAS DA MANGABEIRA"";-;-;-;474142,76;-;474142,76"
"""230760 LIMOEIRO DO NORTE"";-;70215,60;-;4367350,01;-;4437565,61"
"""230763 MADALENA"";-;-;-;164707,74;-;164707,74"
"""230765 MARACANAU"";-;9066773,18;-;17096834,37;-;26163607,55"
"""230770 MARANGUAPE"";-;-;-;5867303,08;-;5867303,08"
"""230780 MARCO"";-;-;-;1024091,36;-;1024091,36"
"""230790 MARTINOPOLE"";-;-;-;166877,84;-;166877,84"
"""230800 MASSAPE"";-;-;-;809421,75;-;809421,75"
"""230810 MAURITI"";-;-;-;1942693,02;-;1942693,02"
"""230820 MERUOCA"";-;-;-;444851,59;-;444851,59"
"""230830 MILAGRES"";-;-;-;553659,06;-;553659,06"
"""230835 MILHA"";-;1279,71;-;1074788,46;-;1076068,17"
"""230840 MISSAO VELHA"";-;-;-;663163,36;-;663163,36"
"""230850 MOMBACA"";-;65,07;-;1121961,40;-;1122026,47"
"""230860 MONSENHOR TABOSA"";-;-;-;214106,16;-;214106,16"
"""230870 MORADA NOVA"";-;333660,72;-;2460207,29;-;2793868,01"
"""230880 MORAUJO"";-;-;-;101298,83;-;101298,83"
"""230890 MORRINHOS"";-;-;-;501989,37;-;501989,37"
"""230900 MUCAMBO"";-;-;-;795943,38;-;795943,38"
"""230910 MULUNGU"";-;-;-;261828,31;-;261828,31"
"""230920 NOVA OLINDA"";-;-;-;88501,03;-;88501,03"
"""230930 NOVA RUSSAS"";-;-;-;1263759,29;-;1263759,29"
"""230940 NOVO ORIENTE"";-;-;-;4419684,24;-;4419684,24"
"""230945 OCARA"";-;-;-;1053105,05;-;1053105,05"
"""230950 OROS"";-;325,35;-;730851,15;-;731176,50"
"""230960 PACAJUS"";-;-;-;1978537,43;-;1978537,43"
"""230970 PACATUBA"";-;-;-;2719877,44;-;2719877,44"
"""230980 PACOTI"";-;-;-;101491,84;-;101491,84"
"""230990 PACUJA"";-;-;-;65607,88;-;65607,88"
"""231000 PALHANO"";-;-;-;179312,88;-;179312,88"
"""231010 PALMACIA"";-;-;-;289890,79;-;289890,79"
"""231020 PARACURU"";-;-;-;1375279,76;-;1375279,76"
"""231025 PARAIPABA"";-;-;-;1225689,46;-;1225689,46"
"""231030 PARAMBU"";-;-;-;2781127,07;-;2781127,07"
"""231040 PARAMOTI"";-;-;-;264343,84;-;264343,84"
"""231050 PEDRA BRANCA"";-;-;-;693648,23;-;693648,23"
"""231060 PENAFORTE"";-;-;-;52954,75;-;52954,75"
"""231070 PENTECOSTE"";-;6172,80;-;993988,02;-;1000160,82"
"""231080 PEREIRO"";-;-;-;432752,26;-;432752,26"
"""231085 PINDORETAMA"";-;-;-;752287,40;-;752287,40"
"""231090 PIQUET CARNEIRO"";-;-;-;206276,32;-;206276,32"
"""231095 PIRES FERREIRA"";-;-;-;94402,86;-;94402,86"
"""231100 PORANGA"";-;-;-;296766,83;-;296766,83"
"""231110 PORTEIRAS"";-;-;-;225284,40;-;225284,40"
"""231120 POTENGI"";-;-;-;384692,53;-;384692,53"
"""231123 POTIRETAMA"";-;-;-;98415,32;-;98415,32"
"""231126 QUITERIANOPOLIS"";-;-;-;5373913,59;-;5373913,59"
"""231130 QUIXADA"";-;4354121,98;-;4397939,13;-;8752061,11"
"""231135 QUIXELO"";-;-;-;903667,45;-;903667,45"
"""231140 QUIXERAMOBIM"";-;-;-;2900509,11;-;2900509,11"
"""231150 QUIXERE"";-;-;-;721037,35;-;721037,35"
"""231160 REDENCAO"";-;-;-;1105411,88;-;1105411,88"
"""231170 RERIUTABA"";-;-;-;560986,13;-;560986,13"
"""231180 RUSSAS"";-;6580762,93;-;4525472,66;-;11106235,59"
"""231190 SABOEIRO"";-;-;-;280568,46;-;280568,46"
"""231195 SALITRE"";-;-;-;188924,89;-;188924,89"
"""231200 SANTANA DO ACARAU"";-;-;-;267111,96;-;267111,96"
"""231210 SANTANA DO CARIRI"";-;-;-;79430,12;-;79430,12"
"""231220 SANTA QUITERIA"";-;-;-;741570,30;-;741570,30"
"""231230 SAO BENEDITO"";-;-;-;1661880,22;-;1661880,22"
"""231240 SAO GONCALO DO AMARANTE"";-;-;-;3873130,85;-;3873130,85"
"""231250 SAO JOAO DO JAGUARIBE"";-;-;-;211908,90;-;211908,90"
"""231260 SAO LUIS DO CURU"";-;-;-;383379,63;-;383379,63"
"""231270 SENADOR POMPEU"";-;1583,37;-;869196,02;-;870779,39"
"""231280 SENADOR SA"";-;-;-;108947,89;-;108947,89"
"""231290 SOBRAL"";370121,76;12666581,72;-;32029609,97;-;45066313,45"
"""231300 SOLONOPOLE"";-;3774,06;-;976267,25;-;980041,31"
"""231310 TABULEIRO DO NORTE"";-;305400,75;-;3439795,19;-;3745195,94"
"""231320 TAMBORIL"";-;-;-;658762,79;-;658762,79"
"""231325 TARRAFAS"";-;-;-;27721,88;-;27721,88"
"""231330 TAUA"";-;-;-;1490602,19;-;1490602,19"
"""231335 TEJUCUOCA"";-;-;-;571320,23;-;571320,23"
"""231340 TIANGUA"";-;21418,40;-;5337482,55;-;5358900,95"
"""231350 TRAIRI"";-;-;-;651427,90;-;651427,90"
"""231355 TURURU"";-;-;-;6399,10;-;6399,10"
"""231360 UBAJARA"";-;-;-;1244591,17;-;1244591,17"
"""231370 UMARI"";-;-;-;1082,91;-;1082,91"
"""231375 UMIRIM"";-;-;-;10006,66;-;10006,66"
"""231380 URUBURETAMA"";-;-;-;22010,84;-;22010,84"
"""231390 URUOCA"";-;-;-;217531,27;-;217531,27"
"""231395 VARJOTA"";-;-;-;578198,08;-;578198,08"
"""231400 VARZEA ALEGRE"";-;30864,00;-;989563,70;-;1020427,70"
"""231410 VICOSA DO CEARA"";-;-;-;1536026,91;-;1536026,91"
"""240010 ACARI"";-;-;-;315484,24;-;315484,24"
"""240020 ACU"";54069,37;4295301,81;-;5189876,00;-;9539247,18"
"""240030 AFONSO BEZERRA"";-;-;-;259351,91;-;259351,91"
"""240040 AGUA NOVA"";-;-;-;63894,48;-;63894,48"
"""240050 ALEXANDRIA"";-;15758,46;-;5681948,52;-;5697706,98"
"""240060 ALMINO AFONSO"";-;-;-;1444881,69;-;1444881,69"
"""240070 ALTO DO RODRIGUES"";-;-;-;1079623,29;-;1079623,29"
"""240080 ANGICOS"";-;-;-;576614,13;-;576614,13"
"""240090 ANTONIO MARTINS"";-;-;-;67290,65;-;67290,65"
"""240100 APODI"";-;-;-;2720789,44;-;2720789,44"
"""240110 AREIA BRANCA"";-;-;-;1659135,77;-;1659135,77"
"""240120 ARES"";-;-;-;438565,57;-;438565,57"
"""240130 CAMPO GRANDE"";-;-;-;387881,25;-;387881,25"
"""240140 BAIA FORMOSA"";-;-;-;237196,55;-;237196,55"
"""240145 BARAUNA"";-;1539,99;-;1274472,33;-;1276012,32"
"""240150 BARCELONA"";-;-;-;183170,63;-;183170,63"
"""240160 BENTO FERNANDES"";-;-;-;103026,57;-;103026,57"
"""240165 BODO"";-;-;-;216565,14;-;216565,14"
"""240170 BOM JESUS"";-;-;-;318668,73;-;318668,73"
"""240180 BREJINHO"";-;-;-;435507,22;-;435507,22"
"""240185 CAICARA DO NORTE"";-;-;-;268582,29;-;268582,29"
"""240190 CAICARA DO RIO DO VENTO"";-;-;-;228933,13;-;228933,13"
"""240200 CAICO"";94729,66;7974431,93;-;11952082,79;-;20021244,38"
"""240210 CAMPO REDONDO"";-;-;-;559732,12;-;559732,12"
"""240220 CANGUARETAMA"";-;-;-;489021,76;-;489021,76"
"""240230 CARAUBAS"";-;-;-;1076974,79;-;1076974,79"
"""240240 CARNAUBA DOS DANTAS"";-;-;-;25795,38;-;25795,38"
"""240250 CARNAUBAIS"";-;-;-;489742,22;-;489742,22"
"""240260 CEARA-MIRIM"";-;-;-;935171,65;-;935171,65"
"""240270 CERRO CORA"";-;-;-;1479141,99;-;1479141,99"
"""240280 CORONEL EZEQUIEL"";-;-;-;2265,25;-;2265,25"
"""240290 CORONEL JOAO PESSOA"";-;-;-;65280,78;-;65280,78"
"""240300 CRUZETA"";-;-;-;848357,72;-;848357,72"
"""240310 CURRAIS NOVOS"";101327,72;6771,40;-;4220949,14;-;4329048,26"
"""240320 DOUTOR SEVERIANO"";-;-;-;176513,01;-;176513,01"
"""240325 PARNAMIRIM"";-;2424503,32;-;7181106,80;-;9605610,12"
"""240330 ENCANTO"";-;-;-;68731,40;-;68731,40"
"""240340 EQUADOR"";-;-;-;277173,93;-;277173,93"
"""240350 ESPIRITO SANTO"";-;-;-;292431,50;-;292431,50"
"""240360 EXTREMOZ"";-;-;-;1083350,97;-;1083350,97"
"""240370 FELIPE GUERRA"";-;-;-;110944,39;-;110944,39"
"""240375 FERNANDO PEDROZA"";-;-;-;216227,87;-;216227,87"
"""240380 FLORANIA"";-;-;-;262651,71;-;262651,71"
"""240390 FRANCISCO DANTAS"";-;-;-;57750,00;-;57750,00"
"""240400 FRUTUOSO GOMES"";-;-;-;97997,96;-;97997,96"
"""240410 GALINHOS"";-;-;-;200540,71;-;200540,71"
"""240420 GOIANINHA"";-;-;-;2979260,03;-;2979260,03"
"""240430 GOVERNADOR DIX-SEPT ROSADO"";-;-;-;419369,64;-;419369,64"
"""240440 GROSSOS"";-;-;-;95955,82;-;95955,82"
"""240450 GUAMARE"";-;-;-;1171350,15;-;1171350,15"
"""240460 IELMO MARINHO"";-;-;-;670944,22;-;670944,22"
"""240470 IPANGUACU"";-;-;-;263993,27;-;263993,27"
"""240480 IPUEIRA"";-;-;-;148135,35;-;148135,35"
"""240485 ITAJA"";-;-;-;715712,42;-;715712,42"
"""240490 ITAU"";-;-;-;54820,44;-;54820,44"
"""240500 JACANA"";-;-;-;372592,25;-;372592,25"
"""240510 JANDAIRA"";-;-;-;5794,34;-;5794,34"
"""240520 JANDUIS"";-;-;-;124483,38;-;124483,38"
"""240530 JANUARIO CICCO"";-;-;-;255870,06;-;255870,06"
"""240540 JAPI"";-;-;-;143928,84;-;143928,84"
"""240560 JARDIM DE PIRANHAS"";-;-;-;1293001,81;-;1293001,81"
"""240570 JARDIM DO SERIDO"";-;-;-;539911,90;-;539911,90"
"""240580 JOAO CAMARA"";-;74646,32;-;3144155,43;-;3218801,75"
"""240590 JOAO DIAS"";-;-;-;22162,15;-;22162,15"
"""240600 JOSE DA PENHA"";-;-;-;152688,19;-;152688,19"
"""240610 JUCURUTU"";-;-;-;2230287,51;-;2230287,51"
"""240615 JUNDIA"";-;-;-;76990,05;-;76990,05"
"""240620 LAGOA D'ANTA"";-;-;-;381929,10;-;381929,10"
"""240630 LAGOA DE PEDRAS"";-;-;-;212489,17;-;212489,17"
"""240640 LAGOA DE VELHOS"";-;-;-;176341,53;-;176341,53"
"""240650 LAGOA NOVA"";-;-;-;1306646,71;-;1306646,71"
"""240660 LAGOA SALGADA"";-;-;-;215550,05;-;215550,05"
"""240670 LAJES"";-;-;-;978798,26;-;978798,26"
"""240680 LAJES PINTADAS"";-;-;-;306218,46;-;306218,46"
"""240690 LUCRECIA"";-;-;-;70531,16;-;70531,16"
"""240700 LUIS GOMES"";-;-;-;93720,15;-;93720,15"
"""240710 MACAIBA"";-;-;-;3262058,93;-;3262058,93"
"""240720 MACAU"";-;-;-;1192422,34;-;1192422,34"
"""240725 MAJOR SALES"";-;-;-;45147,83;-;45147,83"
"""240730 MARCELINO VIEIRA"";-;-;-;125327,54;-;125327,54"
"""240740 MARTINS"";-;-;-;391137,37;-;391137,37"
"""240750 MAXARANGUAPE"";-;-;-;4305,74;-;4305,74"
"""240760 MESSIAS TARGINO"";-;-;-;338701,44;-;338701,44"
"""240770 MONTANHAS"";-;-;-;491622,52;-;491622,52"
"""240780 MONTE ALEGRE"";-;-;-;1730624,95;-;1730624,95"
"""240790 MONTE DAS GAMELEIRAS"";-;-;-;136456,05;-;136456,05"
"""240800 MOSSORO"";460180,12;14151752,38;-;35334672,16;-;49946604,66"
"""240810 NATAL"";2548042,26;45650510,24;-;149642463,47;-;197841015,97"
"""240820 NISIA FLORESTA"";-;-;-;1080719,05;-;1080719,05"
"""240830 NOVA CRUZ"";-;-;-;1359007,76;-;1359007,76"
"""240840 OLHO-D'AGUA DO BORGES"";-;-;-;43981,03;-;43981,03"
"""240850 OURO BRANCO"";-;-;-;411641,78;-;411641,78"
"""240860 PARANA"";-;-;-;106014,05;-;106014,05"
"""240870 PARAU"";-;-;-;131452,12;-;131452,12"
"""240880 PARAZINHO"";-;-;-;228231,95;-;228231,95"
"""240890 PARELHAS"";-;-;-;1068548,34;-;1068548,34"
"""240895 RIO DO FOGO"";-;-;-;248886,29;-;248886,29"
"""240910 PASSA E FICA"";-;-;-;345038,32;-;345038,32"
"""240920 PASSAGEM"";-;-;-;55443,32;-;55443,32"
"""240930 PATU"";-;-;-;618031,94;-;618031,94"
"""240933 SANTA MARIA"";-;-;-;303537,79;-;303537,79"
"""240940 PAU DOS FERROS"";173783,48;5022938,63;-;8076051,49;-;13272773,60"
"""240950 PEDRA GRANDE"";-;-;-;159560,94;-;159560,94"
"""240960 PEDRA PRETA"";-;-;-;119659,37;-;119659,37"
"""240970 PEDRO AVELINO"";-;-;-;103873,02;-;103873,02"
"""240980 PEDRO VELHO"";-;-;-;605751,53;-;605751,53"
"""240990 PENDENCIAS"";-;-;-;796792,29;-;796792,29"
"""241000 PILOES"";-;-;-;101372,66;-;101372,66"
"""241010 POCO BRANCO"";-;-;-;256652,07;-;256652,07"
"""241020 PORTALEGRE"";-;-;-;125505,51;-;125505,51"
"""241025 PORTO DO MANGUE"";-;-;-;154373,31;-;154373,31"
"""241030 SERRA CAIADA"";-;-;-;581804,30;-;581804,30"
"""241040 PUREZA"";-;-;-;303455,87;-;303455,87"
"""241050 RAFAEL FERNANDES"";-;-;-;142790,95;-;142790,95"
"""241060 RAFAEL GODEIRO"";-;-;-;727335,73;-;727335,73"
"""241070 RIACHO DA CRUZ"";-;-;-;155408,75;-;155408,75"
"""241080 RIACHO DE SANTANA"";-;-;-;221718,78;-;221718,78"
"""241090 RIACHUELO"";-;-;-;775494,42;-;775494,42"
"""241105 TIBAU"";-;-;-;239614,09;-;239614,09"
"""241110 RUY BARBOSA"";-;-;-;303390,24;-;303390,24"
"""241120 SANTA CRUZ"";5182,57;4378337,79;-;5879266,37;-;10262786,73"
"""241140 SANTANA DO MATOS"";-;-;-;779876,55;-;779876,55"
"""241142 SANTANA DO SERIDO"";-;-;-;215292,30;-;215292,30"
"""241150 SANTO ANTONIO"";-;43,38;-;1917376,47;-;1917419,85"
"""241160 SAO BENTO DO NORTE"";-;-;-;29258,45;-;29258,45"
"""241170 SAO BENTO DO TRAIRI"";-;-;-;82255,25;-;82255,25"
"""241180 SAO FERNANDO"";-;-;-;213941,74;-;213941,74"
"""241190 SAO FRANCISCO DO OESTE"";-;-;-;134184,92;-;134184,92"
"""241200 SAO GONCALO DO AMARANTE"";-;-;-;3847409,61;-;3847409,61"
"""241210 SAO JOAO DO SABUGI"";-;-;-;230521,26;-;230521,26"
"""241220 SAO JOSE DE MIPIBU"";-;5104,06;-;2137101,71;-;2142205,77"
"""241230 SAO JOSE DO CAMPESTRE"";-;-;-;330931,38;-;330931,38"
"""241240 SAO JOSE DO SERIDO"";-;-;-;520012,28;-;520012,28"
"""241250 SAO MIGUEL"";-;-;-;82797,91;-;82797,91"
"""241255 SAO MIGUEL DO GOSTOSO"";-;-;-;695709,56;-;695709,56"
"""241260 SAO PAULO DO POTENGI"";-;-;-;1578412,63;-;1578412,63"
"""241270 SAO PEDRO"";-;-;-;41297,95;-;41297,95"
"""241280 SAO RAFAEL"";-;-;-;775580,49;-;775580,49"
"""241290 SAO TOME"";-;-;-;823687,68;-;823687,68"
"""241300 SAO VICENTE"";-;550,00;-;473587,36;-;474137,36"
"""241310 SENADOR ELOI DE SOUZA"";-;-;-;375164,29;-;375164,29"
"""241320 SENADOR GEORGINO AVELINO"";-;-;-;46527,50;-;46527,50"
"""241330 SERRA DE SAO BENTO"";-;-;-;106794,23;-;106794,23"
"""241335 SERRA DO MEL"";-;-;-;256826,89;-;256826,89"
"""241340 SERRA NEGRA DO NORTE"";-;-;-;451374,73;-;451374,73"
"""241350 SERRINHA"";-;-;-;273292,69;-;273292,69"
"""241355 SERRINHA DOS PINTOS"";-;-;-;107397,95;-;107397,95"
"""241360 SEVERIANO MELO"";-;-;-;44113,46;-;44113,46"
"""241370 SITIO NOVO"";-;-;-;219580,56;-;219580,56"
"""241380 TABOLEIRO GRANDE"";-;-;-;90567,17;-;90567,17"
"""241390 TAIPU"";-;-;-;206200,85;-;206200,85"
"""241400 TANGARA"";-;-;-;523221,92;-;523221,92"
"""241410 TENENTE ANANIAS"";-;-;-;1110836,35;-;1110836,35"
"""241415 TENENTE LAURENTINO CRUZ"";-;-;-;462664,66;-;462664,66"
"""241420 TIBAU DO SUL"";-;-;-;618557,47;-;618557,47"
"""241430 TIMBAUBA DOS BATISTAS"";-;-;-;331233,22;-;331233,22"
"""241440 TOUROS"";-;-;-;562367,37;-;562367,37"
"""241445 TRIUNFO POTIGUAR"";-;-;-;191767,14;-;191767,14"
"""241450 UMARIZAL"";-;-;-;284535,25;-;284535,25"
"""241460 UPANEMA"";-;-;-;505559,00;-;505559,00"
"""241470 VARZEA"";-;-;-;19880,19;-;19880,19"
"""241475 VENHA-VER"";-;-;-;414131,13;-;414131,13"
"""241480 VERA CRUZ"";-;-;-;219552,93;-;219552,93"
"""241490 VICOSA"";-;-;-;94352,09;-;94352,09"
"""241500 VILA FLOR"";-;-;-;109305,76;-;109305,76"
"""250010 AGUA BRANCA"";-;-;-;431363,54;-;431363,54"
"""250020 AGUIAR"";-;-;-;138119,50;-;138119,50"
"""250030 ALAGOA GRANDE"";-;-;-;219738,57;-;219738,57"
"""250040 ALAGOA NOVA"";-;-;-;770474,58;-;770474,58"
"""250050 ALAGOINHA"";-;-;-;151697,45;-;151697,45"
"""250053 ALCANTIL"";-;-;-;117962,17;-;117962,17"
"""250057 ALGODAO DE JANDAIRA"";-;-;-;66626,15;-;66626,15"
"""250060 ALHANDRA"";-;-;-;1140398,44;-;1140398,44"
"""250070 SAO JOAO DO RIO DO PEIXE"";-;-;-;524090,56;-;524090,56"
"""250073 AMPARO"";-;-;-;45616,31;-;45616,31"
"""250077 APARECIDA"";-;-;-;100460,15;-;100460,15"
"""250080 ARACAGI"";-;-;-;575994,91;-;575994,91"
"""250090 ARARA"";-;-;-;131742,02;-;131742,02"
"""250100 ARARUNA"";-;-;-;535124,89;-;535124,89"
"""250110 AREIA"";-;-;-;1104378,44;-;1104378,44"
"""250115 AREIA DE BARAUNAS"";-;-;-;497,40;-;497,40"
"""250120 AREIAL"";-;-;-;130513,36;-;130513,36"
"""250130 AROEIRAS"";-;-;-;635822,61;-;635822,61"
"""250135 ASSUNCAO"";-;-;-;79611,52;-;79611,52"
"""250140 BAIA DA TRAICAO"";-;-;-;158730,47;-;158730,47"
"""250150 BANANEIRAS"";-;-;-;677260,30;-;677260,30"
"""250153 BARAUNA"";-;-;-;25846,82;-;25846,82"
"""250157 BARRA DE SANTANA"";-;-;-;186276,78;-;186276,78"
"""250160 BARRA DE SANTA ROSA"";-;-;-;184723,55;-;184723,55"
"""250170 BARRA DE SAO MIGUEL"";-;-;-;77132,26;-;77132,26"
"""250180 BAYEUX"";-;145577,52;-;3832249,85;-;3977827,37"
"""250190 BELEM"";-;-;-;736438,33;-;736438,33"
"""250200 BELEM DO BREJO DO CRUZ"";-;-;-;177121,01;-;177121,01"
"""250205 BERNARDINO BATISTA"";-;-;-;122945,68;-;122945,68"
"""250210 BOA VENTURA"";-;-;-;76047,55;-;76047,55"
"""250215 BOA VISTA"";-;-;-;337955,56;-;337955,56"
"""250220 BOM JESUS"";-;-;-;83538,37;-;83538,37"
"""250230 BOM SUCESSO"";-;-;-;133093,14;-;133093,14"
"""250240 BONITO DE SANTA FE"";-;-;-;142967,49;-;142967,49"
"""250250 BOQUEIRAO"";-;-;-;1416919,85;-;1416919,85"
"""250260 IGARACY"";-;-;-;122357,85;-;122357,85"
"""250270 BORBOREMA"";-;-;-;44260,00;-;44260,00"
"""250280 BREJO DO CRUZ"";-;-;-;594040,79;-;594040,79"
"""250290 BREJO DOS SANTOS"";-;-;-;49938,24;-;49938,24"
"""250300 CAAPORA"";-;-;-;573626,16;-;573626,16"
"""250310 CABACEIRAS"";-;-;-;161595,60;-;161595,60"
"""250320 CABEDELO"";-;-;-;2866032,69;-;2866032,69"
"""250330 CACHOEIRA DOS INDIOS"";-;-;-;213384,30;-;213384,30"
"""250340 CACIMBA DE AREIA"";-;-;-;61803,75;-;61803,75"
"""250350 CACIMBA DE DENTRO"";-;-;-;358567,64;-;358567,64"
"""250355 CACIMBAS"";-;-;-;68332,82;-;68332,82"
"""250360 CAICARA"";-;-;-;118331,11;-;118331,11"
"""250370 CAJAZEIRAS"";-;4242204,67;-;5647477,58;4767,50;9894449,75"
"""250375 CAJAZEIRINHAS"";-;-;-;93361,59;-;93361,59"
"""250380 CALDAS BRANDAO"";-;-;-;193248,02;-;193248,02"
"""250390 CAMALAU"";-;-;-;119716,80;-;119716,80"
"""250400 CAMPINA GRANDE"";2220026,43;28140102,39;379482,00;59797489,50;-;90537100,32"
"""250403 CAPIM"";-;-;-;51818,63;-;51818,63"
"""250407 CARAUBAS"";-;-;-;33769,79;-;33769,79"
"""250410 CARRAPATEIRA"";-;-;-;27582,55;-;27582,55"
"""250415 CASSERENGUE"";-;-;-;144991,05;-;144991,05"
"""250420 CATINGUEIRA"";-;-;-;82936,43;-;82936,43"
"""250430 CATOLE DO ROCHA"";-;-;-;1931719,24;-;1931719,24"
"""250435 CATURITE"";-;-;-;108292,35;-;108292,35"
"""250440 CONCEICAO"";-;-;-;160612,51;-;160612,51"
"""250450 CONDADO"";-;-;-;166621,31;-;166621,31"
"""250460 CONDE"";-;-;-;1013640,81;-;1013640,81"
"""250470 CONGO"";-;-;-;225024,38;-;225024,38"
"""250480 COREMAS"";-;489966,00;-;807815,87;-;1297781,87"
"""250485 COXIXOLA"";-;-;-;48739,51;-;48739,51"
"""250490 CRUZ DO ESPIRITO SANTO"";-;-;-;438971,13;-;438971,13"
"""250500 CUBATI"";-;-;-;513213,00;-;513213,00"
"""250510 CUITE"";-;-;-;1023684,42;-;1023684,42"
"""250520 CUITEGI"";-;-;-;126080,34;-;126080,34"
"""250523 CUITE DE MAMANGUAPE"";-;-;-;59539,84;-;59539,84"
"""250527 CURRAL DE CIMA"";-;-;-;94886,21;-;94886,21"
"""250530 CURRAL VELHO"";-;-;-;39964,71;-;39964,71"
"""250535 DAMIAO"";-;-;-;48117,00;-;48117,00"
"""250540 DESTERRO"";-;-;-;183520,45;-;183520,45"
"""250550 VISTA SERRANA"";-;-;-;35825,86;-;35825,86"
"""250560 DIAMANTE"";-;-;-;83397,58;-;83397,58"
"""250570 DONA INES"";-;-;-;453265,58;-;453265,58"
"""250580 DUAS ESTRADAS"";-;-;-;60829,37;-;60829,37"
"""250590 EMAS"";-;-;-;24807,23;-;24807,23"
"""250600 ESPERANCA"";-;-;-;1189566,68;-;1189566,68"
"""250610 FAGUNDES"";-;-;-;127714,39;-;127714,39"
"""250620 FREI MARTINHO"";-;-;-;123075,97;-;123075,97"
