"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""240340 EQUADOR"";23659;35405;14;1217;60295"
"""240350 ESPIRITO SANTO"";69091;118350;-;484;187925"
"""240360 EXTREMOZ"";21394;276995;-;564;298953"
"""240370 FELIPE GUERRA"";43675;28754;-;332;72761"
"""240375 FERNANDO PEDROZA"";7401;35474;-;878;43753"
"""240380 FLORANIA"";466;108007;18;938;109429"
"""240390 FRANCISCO DANTAS"";77;5298;-;367;5742"
"""240400 FRUTUOSO GOMES"";20807;48932;-;425;70164"
"""240410 GALINHOS"";21896;36243;-;396;58535"
"""240420 GOIANINHA"";169908;306823;488;270;477489"
"""240430 GOVERNADOR DIX-SEPT ROSADO"";39915;64267;-;99;104281"
"""240440 GROSSOS"";33421;122034;-;141;155596"
"""240450 GUAMARE"";42708;239876;2052;910;285546"
"""240460 IELMO MARINHO"";44462;126829;14;56;171361"
"""240470 IPANGUACU"";46444;18415;-;-;64859"
"""240480 IPUEIRA"";5577;20454;2;3771;29804"
"""240485 ITAJA"";8218;15709;-;410;24337"
"""240490 ITAU"";14876;31846;-;125;46847"
"""240500 JACANA"";24084;39073;-;-;63157"
"""240510 JANDAIRA"";-;380;-;1141;1521"
"""240520 JANDUIS"";56481;117381;-;687;174549"
"""240530 JANUARIO CICCO"";78635;113266;-;585;192486"
"""240540 JAPI"";22496;34696;-;1172;58364"
"""240550 JARDIM DE ANGICOS"";15107;32265;-;173;47545"
"""240560 JARDIM DE PIRANHAS"";42035;192689;52;47070;281846"
"""240570 JARDIM DO SERIDO"";32006;96621;50;13633;142310"
"""240580 JOAO CAMARA"";1784;398171;787;928;401670"
"""240590 JOAO DIAS"";9630;3836;-;128;13594"
"""240600 JOSE DA PENHA"";10932;47606;-;241;58779"
"""240610 JUCURUTU"";38591;221068;246;2420;262325"
"""240615 JUNDIA"";13423;29030;-;10975;53428"
"""240620 LAGOA D'ANTA"";8607;17457;-;-;26064"
"""240630 LAGOA DE PEDRAS"";38559;74629;-;2012;115200"
"""240640 LAGOA DE VELHOS"";2950;32394;-;318;35662"
"""240650 LAGOA NOVA"";62883;151819;-;601;215303"
"""240660 LAGOA SALGADA"";53808;81166;-;186;135160"
"""240670 LAJES"";9646;208771;-;747;219164"
"""240680 LAJES PINTADAS"";18159;53302;-;193;71654"
"""240690 LUCRECIA"";67442;3056;-;193;70691"
"""240700 LUIS GOMES"";-;53473;-;1556;55029"
"""240710 MACAIBA"";46503;544493;7691;45866;644553"
"""240720 MACAU"";35060;153902;-;976;189938"
"""240725 MAJOR SALES"";9910;50176;-;160;60246"
"""240730 MARCELINO VIEIRA"";-;29825;-;259;30084"
"""240740 MARTINS"";22091;175910;-;557;198558"
"""240750 MAXARANGUAPE"";2334;1712;-;118;4164"
"""240760 MESSIAS TARGINO"";13367;88103;-;504;101974"
"""240770 MONTANHAS"";21879;37247;-;109;59235"
"""240780 MONTE ALEGRE"";75354;271277;-;1712;348343"
"""240790 MONTE DAS GAMELEIRAS"";13419;29862;-;180;43461"
"""240800 MOSSORO"";2553322;3983755;2467829;29298;9034204"
"""240810 NATAL"";1698695;11027545;9867796;406443;23000479"
"""240820 NISIA FLORESTA"";172001;247856;57;752;420666"
"""240830 NOVA CRUZ"";223775;595600;1;1059;820435"
"""240840 OLHO-D'AGUA DO BORGES"";9507;9921;-;106;19534"
"""240850 OURO BRANCO"";3630;28781;-;740;33151"
"""240860 PARANA"";11151;18175;-;416;29742"
"""240870 PARAU"";11612;34263;-;2070;47945"
"""240880 PARAZINHO"";47906;123525;-;597;172028"
"""240890 PARELHAS"";641129;570691;-;2384;1214204"
"""240895 RIO DO FOGO"";27916;86050;-;169;114135"
"""240910 PASSA E FICA"";40404;77250;-;8863;126517"
"""240920 PASSAGEM"";16830;16056;-;877;33763"
"""240930 PATU"";17882;83281;-;165;101328"
"""240933 SANTA MARIA"";21062;52492;-;738;74292"
"""240940 PAU DOS FERROS"";436;708918;1481990;5158;2196502"
"""240950 PEDRA GRANDE"";8918;57042;-;322;66282"
"""240960 PEDRA PRETA"";14560;15976;-;399;30935"
"""240970 PEDRO AVELINO"";155288;78194;-;493;233975"
"""240980 PEDRO VELHO"";93614;126585;-;163;220362"
"""240990 PENDENCIAS"";32977;139388;-;177;172542"
"""241000 PILOES"";13518;22230;-;584;36332"
"""241010 POCO BRANCO"";117115;126990;-;364;244469"
"""241020 PORTALEGRE"";22204;59702;28;478;82412"
"""241025 PORTO DO MANGUE"";12790;16338;-;190;29318"
"""241030 SERRA CAIADA"";71484;112908;-;712;185104"
"""241040 PUREZA"";35703;100449;30;286;136468"
"""241050 RAFAEL FERNANDES"";9071;24235;-;322;33628"
"""241060 RAFAEL GODEIRO"";4828;17500;-;229;22557"
"""241070 RIACHO DA CRUZ"";6595;31340;-;170;38105"
"""241080 RIACHO DE SANTANA"";7294;35389;-;424;43107"
"""241090 RIACHUELO"";50159;91846;1;892;142898"
"""241100 RODOLFO FERNANDES"";39278;36927;-;119;76324"
"""241105 TIBAU"";36415;24591;-;130;61136"
"""241110 RUY BARBOSA"";48757;45565;102;97;94521"
"""241120 SANTA CRUZ"";199751;784297;530372;40749;1555169"
"""241140 SANTANA DO MATOS"";41680;105187;-;169;147036"
"""241142 SANTANA DO SERIDO"";1016;60157;-;1230;62403"
"""241150 SANTO ANTONIO"";256834;333989;435;851;592109"
"""241160 SAO BENTO DO NORTE"";14754;20315;-;510;35579"
"""241170 SAO BENTO DO TRAIRI"";22030;52076;-;234;74340"
"""241180 SAO FERNANDO"";9;19843;83;13662;33597"
"""241190 SAO FRANCISCO DO OESTE"";3445;29381;-;228;33054"
"""241200 SAO GONCALO DO AMARANTE"";91057;359878;617;59;451611"
"""241210 SAO JOAO DO SABUGI"";22780;76248;325;314;99667"
"""241220 SAO JOSE DE MIPIBU"";164025;535163;6173;3762;709123"
"""241230 SAO JOSE DO CAMPESTRE"";42863;74304;-;23244;140411"
"""241240 SAO JOSE DO SERIDO"";35459;163616;185;8593;207853"
"""241250 SAO MIGUEL"";66149;151768;-;1370;219287"
"""241255 SAO MIGUEL DO GOSTOSO"";26914;85489;-;487;112890"
"""241260 SAO PAULO DO POTENGI"";204776;159994;141;732;365643"
"""241270 SAO PEDRO"";24464;5325;-;309;30098"
"""241280 SAO RAFAEL"";26383;78602;-;275;105260"
"""241290 SAO TOME"";49465;167478;-;375;217318"
"""241300 SAO VICENTE"";14301;98770;141;962;114174"
"""241310 SENADOR ELOI DE SOUZA"";44940;74644;-;334;119918"
"""241320 SENADOR GEORGINO AVELINO"";20573;1204;-;206;21983"
"""241330 SERRA DE SAO BENTO"";10356;50932;-;558;61846"
"""241335 SERRA DO MEL"";49869;207781;-;608;258258"
"""241340 SERRA NEGRA DO NORTE"";4578;63602;-;2070;70250"
"""241350 SERRINHA"";37289;50221;-;1230;88740"
"""241355 SERRINHA DOS PINTOS"";49;57658;-;399;58106"
"""241360 SEVERIANO MELO"";18575;13161;-;227;31963"
"""241370 SITIO NOVO"";15533;83683;-;246;99462"
"""241380 TABOLEIRO GRANDE"";1319;17838;-;234;19391"
"""241390 TAIPU"";30617;97239;-;1367;129223"
"""241400 TANGARA"";29708;126088;-;323;156119"
"""241410 TENENTE ANANIAS"";29778;82840;112;600;113330"
"""241415 TENENTE LAURENTINO CRUZ"";-;66379;-;263;66642"
"""241420 TIBAU DO SUL"";129329;187421;-;1033;317783"
"""241430 TIMBAUBA DOS BATISTAS"";4;8211;-;668;8883"
"""241440 TOUROS"";56854;254497;-;316;311667"
"""241445 TRIUNFO POTIGUAR"";10067;44499;-;247;54813"
"""241450 UMARIZAL"";244;128454;-;3300;131998"
"""241460 UPANEMA"";29325;107491;5;811;137632"
"""241470 VARZEA"";10125;932;-;68;11125"
"""241475 VENHA-VER"";6688;65454;224;331;72697"
"""241480 VERA CRUZ"";70335;108859;-;53;179247"
"""241490 VICOSA"";-;17673;-;477;18150"
"""241500 VILA FLOR"";36869;31407;-;153;68429"
"""250010 AGUA BRANCA"";8181;56892;108;23435;88616"
"""250020 AGUIAR"";10942;31340;-;133;42415"
"""250030 ALAGOA GRANDE"";4836;229759;-;5499;240094"
"""250040 ALAGOA NOVA"";3697;94710;-;603;99010"
"""250050 ALAGOINHA"";12933;27530;-;494;40957"
"""250053 ALCANTIL"";3264;41047;-;259;44570"
"""250057 ALGODAO DE JANDAIRA"";6503;9693;-;244;16440"
"""250060 ALHANDRA"";82901;335679;-;380;418960"
"""250070 SAO JOAO DO RIO DO PEIXE"";19663;82154;93;13021;114931"
"""250073 AMPARO"";867;6375;-;332;7574"
"""250077 APARECIDA"";11202;27694;59;1131;40086"
"""250080 ARACAGI"";43172;104361;-;517;148050"
"""250090 ARARA"";14482;41678;-;2509;58669"
"""250100 ARARUNA"";2779;91085;-;164;94028"
"""250110 AREIA"";1715;187772;-;18715;208202"
"""250115 AREIA DE BARAUNAS"";960;1212;-;422;2594"
"""250120 AREIAL"";21447;29203;-;566;51216"
"""250130 AROEIRAS"";68124;160096;-;560;228780"
"""250135 ASSUNCAO"";2159;7433;-;1362;10954"
"""250140 BAIA DA TRAICAO"";25400;14226;-;492;40118"
"""250150 BANANEIRAS"";124846;304252;588;9959;439645"
"""250153 BARAUNA"";7222;24073;-;492;31787"
"""250157 BARRA DE SANTANA"";7336;47659;181;762;55938"
"""250160 BARRA DE SANTA ROSA"";19985;71548;-;815;92348"
"""250170 BARRA DE SAO MIGUEL"";220;11970;21;6000;18211"
"""250180 BAYEUX"";23265;681388;-;1503;706156"
"""250190 BELEM"";160575;72792;-;2911;236278"
"""250200 BELEM DO BREJO DO CRUZ"";7366;38309;-;89;45764"
"""250205 BERNARDINO BATISTA"";4082;20329;-;604;25015"
"""250210 BOA VENTURA"";5289;4673;-;491;10453"
"""250215 BOA VISTA"";6884;84434;65;896;92279"
"""250220 BOM JESUS"";5809;13835;-;3609;23253"
"""250230 BOM SUCESSO"";1058;27925;-;239;29222"
"""250240 BONITO DE SANTA FE"";61903;62661;-;569;125133"
"""250250 BOQUEIRAO"";4013;170125;37;724;174899"
"""250260 IGARACY"";13010;48744;-;518;62272"
"""250270 BORBOREMA"";-;-;-;734;734"
"""250280 BREJO DO CRUZ"";32890;195413;328;20261;248892"
"""250290 BREJO DOS SANTOS"";714;21919;-;359;22992"
"""250300 CAAPORA"";46283;174293;-;1457;222033"
"""250310 CABACEIRAS"";4223;38123;-;637;42983"
"""250320 CABEDELO"";88946;750786;31;2471;842234"
"""250330 CACHOEIRA DOS INDIOS"";12561;31661;-;6721;50943"
"""250340 CACIMBA DE AREIA"";2775;5344;-;5423;13542"
"""250350 CACIMBA DE DENTRO"";16954;53477;-;128;70559"
"""250355 CACIMBAS"";121;2076;-;699;2896"
"""250360 CAICARA"";10873;62752;-;364;73989"
"""250370 CAJAZEIRAS"";67134;737081;35476;33951;873642"
"""250375 CAJAZEIRINHAS"";2823;15510;40;8693;27066"
"""250380 CALDAS BRANDAO"";6989;21164;-;466;28619"
"""250390 CAMALAU"";17514;41023;-;264;58801"
"""250400 CAMPINA GRANDE"";553582;4593132;7611738;250654;13009106"
"""250403 CAPIM"";5015;17761;-;131;22907"
"""250407 CARAUBAS"";7324;21792;-;465;29581"
"""250410 CARRAPATEIRA"";2571;18867;-;899;22337"
"""250415 CASSERENGUE"";6271;4964;-;2906;14141"
"""250420 CATINGUEIRA"";970;3253;9;586;4818"
"""250430 CATOLE DO ROCHA"";39042;292125;10465;37225;378857"
"""250435 CATURITE"";6372;21145;-;322;27839"
"""250440 CONCEICAO"";9815;93676;213;854;104558"
"""250450 CONDADO"";3566;21160;-;2586;27312"
"""250460 CONDE"";32262;306270;-;1594;340126"
"""250470 CONGO"";7092;32248;-;429;39769"
"""250480 COREMAS"";11477;84165;5;41393;137040"
"""250485 COXIXOLA"";240;14689;-;62;14991"
"""250490 CRUZ DO ESPIRITO SANTO"";11813;48552;-;129;60494"
"""250510 CUITE"";2166;221359;-;5432;228957"
"""250520 CUITEGI"";801;1793;-;1028;3622"
"""250523 CUITE DE MAMANGUAPE"";12728;20743;-;409;33880"
"""250527 CURRAL DE CIMA"";16870;55667;-;387;72924"
"""250530 CURRAL VELHO"";231;4253;24;216;4724"
"""250535 DAMIAO"";2850;15927;-;659;19436"
"""250540 DESTERRO"";12347;46679;-;1734;60760"
"""250550 VISTA SERRANA"";752;7434;2;2746;10934"
"""250560 DIAMANTE"";5997;18723;-;211;24931"
"""250570 DONA INES"";13067;96726;-;651;110444"
"""250580 DUAS ESTRADAS"";654;11324;-;472;12450"
"""250590 EMAS"";1340;11570;-;663;13573"
"""250600 ESPERANCA"";64094;328483;-;1768;394345"
"""250610 FAGUNDES"";19354;64600;-;468;84422"
"""250620 FREI MARTINHO"";16217;16235;-;198;32650"
"""250625 GADO BRAVO"";1075;35980;-;776;37831"
"""250630 GUARABIRA"";128965;948128;23475;2791;1103359"
"""250640 GURINHEM"";32721;76806;-;630;110157"
"""250650 GURJAO"";6914;22730;-;283;29927"
"""250660 IBIARA"";15862;22702;-;2330;40894"
"""250670 IMACULADA"";30729;62941;-;2698;96368"
"""250680 INGA"";76957;213995;-;79;291031"
"""250690 ITABAIANA"";115509;168372;1268;6758;291907"
"""250700 ITAPORANGA"";16588;103667;202;5831;126288"
"""250710 ITAPOROROCA"";17819;102578;-;339;120736"
"""250720 ITATUBA"";8930;32703;-;410;42043"
"""250730 JACARAU"";24722;70781;-;163;95666"
"""250740 JERICO"";9111;57642;-;13389;80142"
"""250750 JOAO PESSOA"";695285;9890571;28662913;342879;39591648"
"""250770 JUAZEIRINHO"";7622;120843;-;1293;129758"
"""250780 JUNCO DO SERIDO"";46025;83277;-;785;130087"
"""250790 JURIPIRANGA"";48752;109322;-;647;158721"
"""250800 JURU"";1576;63096;-;10456;75128"
"""250810 LAGOA"";1498;5990;85;247;7820"
"""250820 LAGOA DE DENTRO"";11879;86264;-;392;98535"
"""250830 LAGOA SECA"";33248;153015;-;889;187152"
"""250840 LASTRO"";9942;33539;18;63;43562"
"""250850 LIVRAMENTO"";759;6704;-;154;7617"
"""250855 LOGRADOURO"";6198;20073;-;439;26710"
"""250860 LUCENA"";30900;79331;-;408;110639"
"""250870 MAE D'AGUA"";1395;7856;-;507;9758"
"""250880 MALTA"";1638;8811;19;4676;15144"
"""250890 MAMANGUAPE"";430420;462781;1316;20321;914838"
"""250900 MANAIRA"";6753;112069;8;20535;139365"
"""250905 MARCACAO"";11918;31251;-;535;43704"
"""250910 MARI"";46754;124114;-;560;171428"
"""250915 MARIZOPOLIS"";149;5394;-;380;5923"
"""250920 MASSARANDUBA"";16374;73102;-;846;90322"
"""250930 MATARACA"";149321;69133;-;524;218978"
"""250933 MATINHAS"";3784;16088;-;299;20171"
"""250937 MATO GROSSO"";171;6139;-;251;6561"
"""250939 MATUREIA"";1338;3427;-;1038;5803"
"""250940 MOGEIRO"";35992;59143;-;365;95500"
"""250950 MONTADAS"";4365;36086;-;239;40690"
"""250960 MONTE HOREBE"";5345;10001;-;148;15494"
"""250970 MONTEIRO"";102663;434724;7716;125095;670198"
"""250980 MULUNGU"";2680;31950;-;6119;40749"
"""250990 NATUBA"";39898;52017;-;14656;106571"
"""251000 NAZAREZINHO"";8536;27687;23;225;36471"
"""251020 NOVA OLINDA"";8097;14573;-;618;23288"
"""251030 NOVA PALMEIRA"";8253;7344;-;663;16260"
"""251040 OLHO D'AGUA"";5296;1079;-;416;6791"
"""251050 OLIVEDOS"";183;22998;-;518;23699"
"""251060 OURO VELHO"";9555;30154;-;3364;43073"
"""251065 PARARI"";1204;26968;-;372;28544"
"""251070 PASSAGEM"";1787;5881;-;1087;8755"
"""251080 PATOS"";63686;1421099;74532;124906;1684223"
"""251090 PAULISTA"";22621;126232;44;6783;155680"
"""251100 PEDRA BRANCA"";171;19041;-;578;19790"
"""251110 PEDRA LAVRADA"";7804;34371;-;390;42565"
"""251120 PEDRAS DE FOGO"";64363;469434;-;22543;556340"
"""251130 PIANCO"";36956;570101;3500;26056;636613"
"""251140 PICUI"";6233;150820;3346;36694;197093"
"""251150 PILAR"";26578;78897;-;1000;106475"
"""251160 PILOES"";785;1185;-;1277;3247"
"""251170 PILOEZINHOS"";138;8401;-;248;8787"
"""251180 PIRPIRITUBA"";15819;47383;-;594;63796"
"""251190 PITIMBU"";16354;112883;-;792;130029"
"""251200 POCINHOS"";3377;235081;430;3183;242071"
"""251203 POCO DANTAS"";914;14834;-;18295;34043"
"""251207 POCO DE JOSE DE MOURA"";21588;31685;-;431;53704"
"""251210 POMBAL"";36463;404831;2970;160411;604675"
"""251220 PRATA"";4722;24356;-;520;29598"
"""251230 PRINCESA ISABEL"";49613;418126;1454;94094;563287"
"""251240 PUXINANA"";50315;71865;25;1563;123768"
"""251250 QUEIMADAS"";36160;348598;1934;1420;388112"
"""251260 QUIXABA"";643;453;-;569;1665"
"""251270 REMIGIO"";26238;130906;251;1169;158564"
"""251272 PEDRO REGIS"";63054;127951;-;772;191777"
"""251274 RIACHAO"";1570;12733;-;189;14492"
"""251275 RIACHAO DO BACAMARTE"";58;1904;-;263;2225"
"""251276 RIACHAO DO POCO"";20;716;-;937;1673"
"""251278 RIACHO DE SANTO ANTONIO"";1087471;16913;-;355;1104739"
"""251280 RIACHO DOS CAVALOS"";12689;17228;-;9111;39028"
"""251290 RIO TINTO"";66178;113966;-;650;180794"
"""251300 SALGADINHO"";1413;4053;-;473;5939"
"""251310 SALGADO DE SAO FELIX"";15957;33170;-;1567;50694"
"""251315 SANTA CECILIA"";477;8917;-;204;9598"
"""251320 SANTA CRUZ"";1231;21772;-;490;23493"
"""251330 SANTA HELENA"";14281;22662;-;384;37327"
"""251335 SANTA INES"";16609;12334;-;624;29567"
"""251340 SANTA LUZIA"";8233;211666;315;1185;221399"
"""251350 SANTANA DE MANGUEIRA"";25217;26296;-;1305;52818"
"""251360 SANTANA DOS GARROTES"";12643;15237;-;481;28361"
"""251365 JOCA CLAUDINO"";7414;5644;-;30370;43428"
"""251370 SANTA RITA"";225663;1295568;32493;440;1554164"
"""251380 SANTA TERESINHA"";4627;1232;-;2441;8300"
"""251385 SANTO ANDRE"";2244;14249;-;408;16901"
"""251390 SAO BENTO"";44167;276399;-;8015;328581"
"""251392 SAO BENTINHO"";1894;47007;-;1395;50296"
"""251394 SAO DOMINGOS DO CARIRI"";437;30896;1;218;31552"
"""251396 SAO DOMINGOS"";-;8283;-;1799;10082"
"""251398 SAO FRANCISCO"";4226;32299;144;387;37056"
"""251400 SAO JOAO DO CARIRI"";1735;33947;-;484;36166"
"""251410 SAO JOAO DO TIGRE"";11834;6039;-;203;18076"
"""251420 SAO JOSE DA LAGOA TAPADA"";4386;27118;-;573;32077"
"""251430 SAO JOSE DE CAIANA"";765;16367;-;596;17728"
"""251440 SAO JOSE DE ESPINHARAS"";5812;4369;-;903;11084"
"""251445 SAO JOSE DOS RAMOS"";18731;20657;-;238;39626"
"""251450 SAO JOSE DE PIRANHAS"";52781;122066;-;1609;176456"
"""251455 SAO JOSE DE PRINCESA"";931;24725;19;564;26239"
"""251460 SAO JOSE DO BONFIM"";-;660;-;15;675"
"""251465 SAO JOSE DO BREJO DO CRUZ"";66;9675;-;488;10229"
"""251470 SAO JOSE DO SABUGI"";13715;42217;-;3834;59766"
"""251480 SAO JOSE DOS CORDEIROS"";713;24604;-;196;25513"
"""251490 SAO MAMEDE"";2740;13724;-;12652;29116"
"""251500 SAO MIGUEL DE TAIPU"";25654;46515;-;195;72364"
"""251510 SAO SEBASTIAO DE LAGOA DE ROCA"";3055;59393;-;1240;63688"
"""251520 SAO SEBASTIAO DO UMBUZEIRO"";949;6031;-;865;7845"
"""251530 SAPE"";143926;531514;-;607;676047"
"""251540 SAO VICENTE DO SERIDO"";747;42653;-;816;44216"
"""251550 SERRA BRANCA"";7368;97708;-;12903;117979"
"""251560 SERRA DA RAIZ"";398;4811;-;275;5484"
"""251570 SERRA GRANDE"";3394;15059;-;587;19040"
"""251580 SERRA REDONDA"";617156;10817;-;411;628384"
"""251590 SERRARIA"";9455;72614;-;5296;87365"
"""251593 SERTAOZINHO"";312;4789;-;-;5101"
"""251597 SOBRADO"";5138;14457;-;601;20196"
"""251600 SOLANEA"";9447;166571;228;6998;183244"
"""251610 SOLEDADE"";9092;268779;-;567;278438"
"""251615 SOSSEGO"";1;14554;-;734;15289"
"""251620 SOUSA"";17029;945377;29277;206199;1197882"
"""251630 SUME"";40409;218013;-;2891;261313"
"""251640 TACIMA"";22164;31093;-;5186;58443"
"""251650 TAPEROA"";4105;139761;3045;394;147305"
"""251660 TAVARES"";25441;142355;-;643;168439"
"""251670 TEIXEIRA"";24259;54907;-;715;79881"
"""251675 TENORIO"";1847;7526;-;579;9952"
"""251680 TRIUNFO"";25315;84186;16;1327;110844"
"""251690 UIRAUNA"";63179;128125;50;3388;194742"
"""251700 UMBUZEIRO"";43292;117699;-;9439;170430"
"""251710 VARZEA"";1414;17521;-;499;19434"
"""251720 VIEIROPOLIS"";4110;18109;-;-;22219"
"""251740 ZABELE"";7802;4992;-;5369;18163"
"""260005 ABREU E LIMA"";37427;1115248;5;906;1153586"
"""260010 AFOGADOS DA INGAZEIRA"";2494;649090;11308;165880;828772"
"""260020 AFRANIO"";80838;342207;1956;40991;465992"
"""260030 AGRESTINA"";97197;235855;165;13839;347056"
"""260040 AGUA PRETA"";22676;213999;-;235;236910"
"""260050 AGUAS BELAS"";57560;46409;-;57;104026"
"""260060 ALAGOINHA"";29222;57892;-;2452;89566"
"""260070 ALIANCA"";138725;211087;-;4711;354523"
"""260080 ALTINHO"";44619;114775;-;22973;182367"
"""260090 AMARAJI"";8375;76107;-;1540;86022"
"""260100 ANGELIM"";15777;40877;-;162;56816"
"""260105 ARACOIABA"";194628;243115;-;2632;440375"
"""260110 ARARIPINA"";60;252219;27704;123663;403646"
"""260120 ARCOVERDE"";166776;1163956;91122;11822;1433676"
"""260130 BARRA DE GUABIRABA"";61622;97820;-;4942;164384"
"""260140 BARREIROS"";93390;285330;77;13897;392694"
"""260150 BELEM DE MARIA"";153755;18517;-;173;172445"
"""260160 BELEM DO SAO FRANCISCO"";6596;46453;-;3592;56641"
"""260170 BELO JARDIM"";406054;714275;2;31806;1152137"
"""260180 BETANIA"";46700;26130;-;23148;95978"
"""260190 BEZERROS"";77201;664901;2;8883;750987"
"""260200 BODOCO"";74889;353290;-;89922;518101"
"""260210 BOM CONSELHO"";105088;293952;-;4794;403834"
"""260220 BOM JARDIM"";232885;327871;-;9047;569803"
"""260230 BONITO"";147025;353232;-;17235;517492"
"""260240 BREJAO"";47746;100082;-;6799;154627"
"""260250 BREJINHO"";838;77128;-;10998;88964"
"""260260 BREJO DA MADRE DE DEUS"";487805;579149;12;130201;1197167"
"""260270 BUENOS AIRES"";23478;93542;-;5137;122157"
"""260280 BUIQUE"";113443;189862;-;21987;325292"
"""260290 CABO DE SANTO AGOSTINHO"";148432;3104772;59784;1712;3314700"
"""260300 CABROBO"";23130;184553;1113;23408;232204"
"""260310 CACHOEIRINHA"";91909;203159;-;7422;302490"
"""260320 CAETES"";33609;74524;-;2573;110706"
"""260330 CALCADO"";11851;53749;-;6841;72441"
"""260340 CALUMBI"";5712;31918;-;1083;38713"
"""260345 CAMARAGIBE"";711358;1607480;-;4106;2322944"
"""260350 CAMOCIM DE SAO FELIX"";45262;112141;11;41558;198972"
"""260360 CAMUTANGA"";16380;65628;-;3899;85907"
"""260370 CANHOTINHO"";10855;130685;12;781;142333"
"""260380 CAPOEIRAS"";53229;219697;-;2484;275410"
"""260390 CARNAIBA"";32198;259711;-;31617;323526"
"""260392 CARNAUBEIRA DA PENHA"";31953;52716;-;5846;90515"
"""260400 CARPINA"";146318;674061;103068;1235;924682"
"""260410 CARUARU"";1365085;4493710;217944;230797;6307536"
"""260415 CASINHAS"";28529;139343;-;6942;174814"
"""260420 CATENDE"";157901;466455;-;379;624735"
"""260430 CEDRO"";18813;33902;-;1645;54360"
"""260440 CHA DE ALEGRIA"";39751;90342;-;1588;131681"
"""260450 CHA GRANDE"";35456;165025;-;16882;217363"
"""260460 CONDADO"";49154;119350;-;5636;174140"
"""260470 CORRENTES"";25212;64163;-;148;89523"
"""260480 CORTES"";3662;81641;-;1872;87175"
"""260490 CUMARU"";36990;89055;-;2742;128787"
"""260500 CUPIRA"";147444;228982;58;1168;377652"
"""260510 CUSTODIA"";114543;247641;-;79998;442182"
"""260515 DORMENTES"";80189;209258;267;61605;351319"
"""260520 ESCADA"";202436;362455;190;8801;573882"
"""260530 EXU"";22686;106375;-;445;129506"
"""260540 FEIRA NOVA"";6480;193773;-;5135;205388"
"""260545 FERNANDO DE NORONHA"";26616;92178;-;4462;123256"
"""260550 FERREIROS"";39309;43899;-;3287;86495"
"""260560 FLORES"";8723;105815;20;61536;176094"
"""260570 FLORESTA"";49033;116487;-;144124;309644"
"""260580 FREI MIGUELINHO"";18645;115375;-;904;134924"
"""260590 GAMELEIRA"";80538;88162;-;1527;170227"
"""260600 GARANHUNS"";211987;3128135;81638;6152;3427912"
"""260610 GLORIA DO GOITA"";111293;244771;-;1892;357956"
"""260620 GOIANA"";102775;1336313;4875;9771;1453734"
"""260630 GRANITO"";12703;33216;-;10283;56202"
"""260640 GRAVATA"";193427;613671;1355;22649;831102"
"""260650 IATI"";70874;100764;-;1091;172729"
"""260660 IBIMIRIM"";54989;79376;-;1621;135986"
"""260670 IBIRAJUBA"";21002;35979;-;327;57308"
"""260680 IGARASSU"";249572;1377101;-;2971;1629644"
"""260690 IGUARACY"";11749;59045;-;32065;102859"
"""260700 INAJA"";31043;77605;-;1278;109926"
"""260710 INGAZEIRA"";15682;65609;-;45702;126993"
"""260720 IPOJUCA"";488636;1800479;-;2761;2291876"
"""260730 IPUBI"";24914;20132;-;1097;46143"
"""260740 ITACURUBA"";13915;48690;-;4415;67020"
"""260750 ITAIBA"";49946;42691;-;1234;93871"
"""260760 ILHA DE ITAMARACA"";92873;149159;-;1573;243605"
"""260765 ITAMBE"";7710;116337;-;444;124491"
"""260770 ITAPETIM"";20878;122413;-;40961;184252"
"""260775 ITAPISSUMA"";71959;248525;2474;1651;324609"
"""260780 ITAQUITINGA"";32187;116910;-;389;149486"
"""260790 JABOATAO DOS GUARARAPES"";2792569;5112664;79815;15385;8000433"
"""260795 JAQUEIRA"";34153;57696;-;448;92297"
"""260800 JATAUBA"";63019;130291;-;11214;204524"
"""260805 JATOBA"";143860;18151;-;2373;164384"
"""260810 JOAO ALFREDO"";34201;169563;-;9326;213090"
"""260820 JOAQUIM NABUCO"";20575;72814;-;1765;95154"
"""260825 JUCATI"";30936;90403;-;1071;122410"
"""260830 JUPI"";32308;80109;-;952;113369"
"""260840 JUREMA"";13230;33971;-;32;47233"
"""260845 LAGOA DO CARRO"";60318;147771;-;2039;210128"
"""260850 LAGOA DE ITAENGA"";60794;189364;-;3805;253963"
"""260860 LAGOA DO OURO"";24846;109054;1770;363;136033"
"""260870 LAGOA DOS GATOS"";49486;46691;-;793;96970"
"""260875 LAGOA GRANDE"";64133;197049;-;11943;273125"
"""260880 LAJEDO"";104667;199444;-;663;304774"
"""260890 LIMOEIRO"";85528;1344198;1479;8462;1439667"
"""260900 MACAPARANA"";21234;149654;-;4035;174923"
"""260910 MACHADOS"";11884;59952;-;3874;75710"
"""260915 MANARI"";56444;95073;-;4549;156066"
"""260920 MARAIAL"";21702;49960;-;2418;74080"
"""260930 MIRANDIBA"";44576;72019;-;34048;150643"
"""260940 MORENO"";110620;597991;469;924;710004"
"""260950 NAZARE DA MATA"";155691;410958;-;4038;570687"
"""260960 OLINDA"";375544;3058480;24184;6851;3465059"
"""260970 OROBO"";57069;119885;-;477;177431"
