"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""316550 SARDOA"";-;41340;-;157;41497"
"""316553 SARZEDO"";630760;413178;-;1799;1045737"
"""316555 SETUBINHA"";-;17685;-;488;18173"
"""316556 SEM-PEIXE"";14594;1004;-;212;15810"
"""316557 SENADOR AMARAL"";363;1901;-;71;2335"
"""316560 SENADOR CORTES"";-;413;-;-;413"
"""316570 SENADOR FIRMINO"";-;39274;-;187;39461"
"""316580 SENADOR JOSE BENTO"";638;3;-;353;994"
"""316590 SENADOR MODESTINO GONCALVES"";-;8659;-;971;9630"
"""316600 SENHORA DE OLIVEIRA"";1830;3575;-;262;5667"
"""316610 SENHORA DO PORTO"";-;645;-;221;866"
"""316620 SENHORA DOS REMEDIOS"";-;6529;-;153;6682"
"""316630 SERICITA"";-;21745;-;290;22035"
"""316640 SERITINGA"";-;2418;-;155;2573"
"""316650 SERRA AZUL DE MINAS"";-;16521;-;611;17132"
"""316660 SERRA DA SAUDADE"";23524;2077;-;35;25636"
"""316670 SERRA DOS AIMORES"";-;117;-;202;319"
"""316680 SERRA DO SALITRE"";643;91613;-;1389;93645"
"""316690 SERRANIA"";10005;119782;-;415;130202"
"""316695 SERRANOPOLIS DE MINAS"";-;388;-;485;873"
"""316700 SERRANOS"";6437;3483;-;-;9920"
"""316710 SERRO"";28370;112173;-;263;140806"
"""316720 SETE LAGOAS"";106953;1774555;3752141;72985;5706634"
"""316730 SILVEIRANIA"";-;4277;-;157;4434"
"""316740 SILVIANOPOLIS"";116;15305;-;146;15567"
"""316750 SIMAO PEREIRA"";-;533;-;32;565"
"""316760 SIMONESIA"";43374;20901;-;368;64643"
"""316770 SOBRALIA"";1626;2588;-;729;4943"
"""316780 SOLEDADE DE MINAS"";2378;16066;-;181;18625"
"""316790 TABULEIRO"";1053;588;-;270;1911"
"""316800 TAIOBEIRAS"";4940;398226;1570;962;405698"
"""316805 TAPARUBA"";27;1158;-;193;1378"
"""316810 TAPIRA"";-;3303;-;84;3387"
"""316820 TAPIRAI"";-;571;-;-;571"
"""316830 TAQUARACU DE MINAS"";-;1455;-;-;1455"
"""316840 TARUMIRIM"";-;34712;-;377;35089"
"""316850 TEIXEIRAS"";7008;22839;-;300;30147"
"""316860 TEOFILO OTONI"";400805;1531079;1828714;191480;3952078"
"""316870 TIMOTEO"";172611;414471;10816;16377;614275"
"""316880 TIRADENTES"";76219;9642;-;236;86097"
"""316890 TIROS"";53617;18047;-;589;72253"
"""316900 TOCANTINS"";68544;69130;-;406;138080"
"""316905 TOCOS DO MOJI"";974;520;-;-;1494"
"""316910 TOLEDO"";1;5646;-;58;5705"
"""316920 TOMBOS"";212391;68547;-;515;281453"
"""316930 TRES CORACOES"";44078;486153;13225;5425;548881"
"""316935 TRES MARIAS"";109106;186334;-;120717;416157"
"""316940 TRES PONTAS"";563503;427037;13348;38469;1042357"
"""316950 TUMIRITINGA"";-;-;-;384;384"
"""316960 TUPACIGUARA"";8475;65576;-;1457;75508"
"""316970 TURMALINA"";31092;132249;1;1371;164713"
"""316980 TURVOLANDIA"";-;463;-;269;732"
"""316990 UBA"";71173;890613;3044194;25390;4031370"
"""317000 UBAI"";2;21553;-;102;21657"
"""317005 UBAPORANGA"";-;6190;-;312;6502"
"""317010 UBERABA"";793391;2582599;3817602;10956;7204548"
"""317020 UBERLANDIA"";1853540;11063775;7267145;233362;20417822"
"""317030 UMBURATIBA"";-;2440;-;322;2762"
"""317040 UNAI"";22633;790404;858434;52257;1723728"
"""317043 UNIAO DE MINAS"";1058;24288;-;182;25528"
"""317047 URUANA DE MINAS"";695047;5399;-;-;700446"
"""317050 URUCANIA"";105717;24395;-;-;130112"
"""317052 URUCUIA"";17746;52148;-;756;70650"
"""317057 VARGEM ALEGRE"";-;4266;-;43;4309"
"""317060 VARGEM BONITA"";14592;1828;-;81;16501"
"""317065 VARGEM GRANDE DO RIO PARDO"";1066;10867;-;730;12663"
"""317070 VARGINHA"";149426;2485339;4962119;303723;7900607"
"""317075 VARJAO DE MINAS"";26855;21581;-;119;48555"
"""317080 VARZEA DA PALMA"";197701;407439;-;497;605637"
"""317090 VARZELANDIA"";-;34244;-;695;34939"
"""317100 VAZANTE"";645;135080;-;144;135869"
"""317103 VERDELANDIA"";14258;21679;-;515;36452"
"""317107 VEREDINHA"";1102;20354;-;2771;24227"
"""317110 VERISSIMO"";15099;23960;-;116;39175"
"""317115 VERMELHO NOVO"";-;1765;-;162;1927"
"""317120 VESPASIANO"";474297;1352279;821;1872;1829269"
"""317130 VICOSA"";231030;683341;35063;15727;965161"
"""317140 VIEIRAS"";-;5050;-;120;5170"
"""317150 MATHIAS LOBATO"";337;1175;-;202;1714"
"""317160 VIRGEM DA LAPA"";42657;27511;-;568;70736"
"""317170 VIRGINIA"";6452;25013;-;378;31843"
"""317180 VIRGINOPOLIS"";6161;27422;-;146;33729"
"""317190 VIRGOLANDIA"";15;10140;-;525;10680"
"""317200 VISCONDE DO RIO BRANCO"";117116;210427;-;1061;328604"
"""317210 VOLTA GRANDE"";-;17732;-;79;17811"
"""317220 WENCESLAU BRAZ"";15928;392;-;53;16373"
"""320010 AFONSO CLAUDIO"";64032;194982;5;35596;294615"
"""320013 AGUIA BRANCA"";10760;61048;139;4578;76525"
"""320016 AGUA DOCE DO NORTE"";6;66292;120;-;66418"
"""320020 ALEGRE"";12852;298704;4322;678;316556"
"""320030 ALFREDO CHAVES"";42793;139121;26;2988;184928"
"""320040 ANCHIETA"";10585;359352;6;16341;386284"
"""320050 APIACA"";14180;80605;50;7976;102811"
"""320060 ARACRUZ"";563385;819912;1493630;53053;2929980"
"""320070 ATILIO VIVACQUA"";30562;107108;43;-;137713"
"""320080 BAIXO GUANDU"";11570;183870;3712;47008;246160"
"""320090 BARRA DE SAO FRANCISCO"";126387;478268;1085;126312;732052"
"""320100 BOA ESPERANCA"";50461;41934;20;110637;203052"
"""320110 BOM JESUS DO NORTE"";26914;131681;601;20709;179905"
"""320115 BREJETUBA"";-;174492;47;57910;232449"
"""320120 CACHOEIRO DE ITAPEMIRIM"";842819;1418419;2841493;89133;5191864"
"""320130 CARIACICA"";603831;2735141;6370674;97714;9807360"
"""320140 CASTELO"";108822;349873;452604;50747;962046"
"""320150 COLATINA"";93345;1092488;3554274;172876;4912983"
"""320160 CONCEICAO DA BARRA"";63273;176316;6984;132240;378813"
"""320170 CONCEICAO DO CASTELO"";1741;109731;35;21207;132714"
"""320180 DIVINO DE SAO LOURENCO"";11463;4545;-;-;16008"
"""320190 DOMINGOS MARTINS"";31293;202339;21;30155;263808"
"""320200 DORES DO RIO PRETO"";2002;36306;-;709;39017"
"""320210 ECOPORANGA"";7;56221;14;502;56744"
"""320220 FUNDAO"";194571;108804;-;167;303542"
"""320225 GOVERNADOR LINDENBERG"";60551;87430;236;32337;180554"
"""320230 GUACUI"";-;376991;1104987;2240;1484218"
"""320240 GUARAPARI"";120839;434067;16087;3341;574334"
"""320245 IBATIBA"";35230;242765;80;63879;341954"
"""320250 IBIRACU"";636073;39312;-;-;675385"
"""320255 IBITIRAMA"";564;100579;-;-;101143"
"""320260 ICONHA"";29129;122414;42;801;152386"
"""320265 IRUPI"";79518;87368;62;8745;175693"
"""320270 ITAGUACU"";9991;138265;18;1049;149323"
"""320280 ITAPEMIRIM"";51838;222529;1017131;14766;1306264"
"""320290 ITARANA"";24681;114297;-;216;139194"
"""320300 IUNA"";8539;286158;1;16262;310960"
"""320305 JAGUARE"";63022;293637;15;892657;1249331"
"""320310 JERONIMO MONTEIRO"";1035;126852;4;44;127935"
"""320313 JOAO NEIVA"";123140;182166;109;26071;331486"
"""320316 LARANJA DA TERRA"";395;63622;40;226;64283"
"""320320 LINHARES"";214819;1569572;2231560;1993;4017944"
"""320330 MANTENOPOLIS"";11476;80261;11;45799;137547"
"""320332 MARATAIZES"";76433;191917;-;2293;270643"
"""320334 MARECHAL FLORIANO"";64841;103326;62;24336;192565"
"""320335 MARILANDIA"";777;194863;158;-;195798"
"""320340 MIMOSO DO SUL"";35015;252936;878;33810;322639"
"""320350 MONTANHA"";13652;225893;-;739;240284"
"""320360 MUCURICI"";-;49265;-;1169;50434"
"""320370 MUNIZ FREIRE"";4624;71336;-;-;75960"
"""320380 MUQUI"";2862;114511;-;690;118063"
"""320390 NOVA VENECIA"";41143;324947;1885119;540;2251749"
"""320400 PANCAS"";4281;228171;130;81380;313962"
"""320405 PEDRO CANARIO"";49284;86205;-;97816;233305"
"""320410 PINHEIROS"";157577;181744;20;634;339975"
"""320420 PIUMA"";47360;67471;-;60;114891"
"""320425 PONTO BELO"";-;50525;-;82269;132794"
"""320430 PRESIDENTE KENNEDY"";90118;199051;561;51577;341307"
"""320435 RIO BANANAL"";53656;195740;-;260;249656"
"""320440 RIO NOVO DO SUL"";21979;76631;-;-;98610"
"""320450 SANTA LEOPOLDINA"";17598;112007;129;59198;188932"
"""320455 SANTA MARIA DE JETIBA"";40756;255552;399;9183;305890"
"""320460 SANTA TERESA"";32225;343618;1311;21295;398449"
"""320465 SAO DOMINGOS DO NORTE"";24296;94592;1281;14956;135125"
"""320470 SAO GABRIEL DA PALHA"";113363;220957;148;71830;406298"
"""320480 SAO JOSE DO CALCADO"";109909;204161;160;14522;328752"
"""320490 SAO MATEUS"";76419;958305;1990302;222901;3247927"
"""320495 SAO ROQUE DO CANAA"";171097;151153;13;255;322518"
"""320500 SERRA"";159298;4332190;4817500;609759;9918747"
"""320501 SOORETAMA"";29820;223277;5;1374;254476"
"""320503 VARGEM ALTA"";69291;139891;-;7767;216949"
"""320506 VENDA NOVA DO IMIGRANTE"";31396;270184;1375440;60112;1737132"
"""320510 VIANA"";309341;891441;102;170;1201054"
"""320515 VILA PAVAO"";6567;81238;-;25643;113448"
"""320517 VILA VALERIO"";17259;-;-;167;17426"
"""320520 VILA VELHA"";404472;4611333;6957993;15920;11989718"
"""320530 VITORIA"";240071;5783503;5207679;10272;11241525"
"""330010 ANGRA DOS REIS"";969916;2691575;54027;156242;3871760"
"""330015 APERIBE"";28682;165367;-;-;194049"
"""330020 ARARUAMA"";165991;3906745;39281;4454;4116471"
"""330022 AREAL"";57943;221681;81;1396;281101"
"""330023 ARMACAO DOS BUZIOS"";86289;234341;-;5225;325855"
"""330025 ARRAIAL DO CABO"";117823;446578;3468;315;568184"
"""330030 BARRA DO PIRAI"";24226;680622;473;196;705517"
"""330040 BARRA MANSA"";303503;1478001;25021;6542;1813067"
"""330045 BELFORD ROXO"";1872129;25956318;200922;16777;28046146"
"""330050 BOM JARDIM"";9065;127503;-;413;136981"
"""330060 BOM JESUS DO ITABAPOANA"";966871;569383;13955;9916;1560125"
"""330070 CABO FRIO"";986491;2218418;77459;67950;3350318"
"""330080 CACHOEIRAS DE MACACU"";404455;976409;5496;68524;1454884"
"""330090 CAMBUCI"";13540;44779;-;-;58319"
"""330093 CARAPEBUS"";83799;358620;1295;1093;444807"
"""330095 COMENDADOR LEVY GASPARIAN"";144381;62762;53;451;207647"
"""330100 CAMPOS DOS GOYTACAZES"";1506423;5142055;134415;11949;6794842"
"""330110 CANTAGALO"";44672;223716;1841;2739;272968"
"""330115 CARDOSO MOREIRA"";20606;94585;-;286;115477"
"""330120 CARMO"";127332;223131;-;10975;361438"
"""330130 CASIMIRO DE ABREU"";1133047;835156;3905;59437;2031545"
"""330140 CONCEICAO DE MACABU"";46789;141673;-;716;189178"
"""330150 CORDEIRO"";38622;275904;2229;11850;328605"
"""330160 DUAS BARRAS"";121403;125809;1364;1013;249589"
"""330170 DUQUE DE CAXIAS"";2412437;18886423;384310;705261;22388431"
"""330180 ENGENHEIRO PAULO DE FRONTIN"";51400;200533;-;3065;254998"
"""330185 GUAPIMIRIM"";404927;1307349;6151;64146;1782573"
"""330187 IGUABA GRANDE"";457560;731872;-;1668;1191100"
"""330190 ITABORAI"";714436;2245228;57208;52705;3069577"
"""330200 ITAGUAI"";525127;725383;2937;9276;1262723"
"""330205 ITALVA"";47136;249729;1;241;297107"
"""330210 ITAOCARA"";4590;72523;951;5673;83737"
"""330220 ITAPERUNA"";250240;1540370;62964;22568;1876142"
"""330225 ITATIAIA"";83616;286914;-;4128;374658"
"""330227 JAPERI"";152785;783616;19825;1675;957901"
"""330230 LAJE DO MURIAE"";17609;213375;-;208;231192"
"""330240 MACAE"";1574862;3598838;30269;30160;5234129"
"""330245 MACUCO"";869;82381;-;604;83854"
"""330250 MAGE"";2409282;3490025;36299;68162;6003768"
"""330260 MANGARATIBA"";293704;828358;508;7445;1130015"
"""330270 MARICA"";1562638;2084526;29213;26568;3702945"
"""330280 MENDES"";175655;194627;-;1144;371426"
"""330285 MESQUITA"";279534;2992293;5137;2412;3279376"
"""330290 MIGUEL PEREIRA"";88845;327361;1524;1348;419078"
"""330300 MIRACEMA"";75681;285818;-;1800;363299"
"""330310 NATIVIDADE"";27801;253749;2387;4757;288694"
"""330320 NILOPOLIS"";91219;1636748;29827;791;1758585"
"""330330 NITEROI"";1766863;5377949;222232;137900;7504944"
"""330340 NOVA FRIBURGO"";742180;2083743;60435;8981;2895339"
"""330350 NOVA IGUACU"";2171353;6023445;92495;460116;8747409"
"""330360 PARACAMBI"";574364;1227305;2596;1475;1805740"
"""330370 PARAIBA DO SUL"";27439;520650;5208;10946;564243"
"""330380 PARATY"";126499;582736;2190;187588;899013"
"""330385 PATY DO ALFERES"";96;220550;346;711;221703"
"""330390 PETROPOLIS"";1309480;3158096;85673;80691;4633940"
"""330395 PINHEIRAL"";69020;409566;214;2138;480938"
"""330400 PIRAI"";39458;502186;1967;3053;546664"
"""330410 PORCIUNCULA"";40631;297427;335;31510;369903"
"""330411 PORTO REAL"";418756;432059;1;13481;864297"
"""330412 QUATIS"";14324;144960;-;-;159284"
"""330414 QUEIMADOS"";283853;1821407;61452;1593;2168305"
"""330415 QUISSAMA"";672003;496608;-;1943;1170554"
"""330420 RESENDE"";295676;1680440;19371;130317;2125804"
"""330430 RIO BONITO"";185511;1301288;53077;888;1540764"
"""330440 RIO CLARO"";72283;237092;-;6284;315659"
"""330450 RIO DAS FLORES"";416767;230893;1;52;647713"
"""330452 RIO DAS OSTRAS"";228756;648114;7484;122181;1006535"
"""330455 RIO DE JANEIRO"";22377809;45357775;49798134;1266195;118799913"
"""330460 SANTA MARIA MADALENA"";23140;213819;1628;336;238923"
"""330470 SANTO ANTONIO DE PADUA"";15901;399686;20037;1980;437604"
"""330475 SAO FRANCISCO DE ITABAPOANA"";571314;459713;1186;392;1032605"
"""330480 SAO FIDELIS"";158856;427837;-;251;586944"
"""330490 SAO GONCALO"";5703692;8276645;176426;66192;14222955"
"""330500 SAO JOAO DA BARRA"";127966;768644;3574;4519;904703"
"""330510 SAO JOAO DE MERITI"";2604189;4348890;118351;88827;7160257"
"""330513 SAO JOSE DE UBA"";17631;-;-;122;17753"
"""330515 SAO JOSE DO VALE DO RIO PRETO"";225146;270415;46;738;496345"
"""330520 SAO PEDRO DA ALDEIA"";178780;733873;4077;208485;1125215"
"""330530 SAO SEBASTIAO DO ALTO"";124723;390085;1881;394;517083"
"""330540 SAPUCAIA"";47766;41349;-;882;89997"
"""330550 SAQUAREMA"";290720;1296185;1716;13851;1602472"
"""330555 SEROPEDICA"";138889;745342;-;14459;898690"
"""330560 SILVA JARDIM"";89269;331317;-;12972;433558"
"""330570 SUMIDOURO"";56056;86874;-;3939;146869"
"""330575 TANGUA"";83979;476770;121;634;561504"
"""330580 TERESOPOLIS"";1517144;2532423;61511;66285;4177363"
"""330590 TRAJANO DE MORAES"";38641;140309;672;234;179856"
"""330600 TRES RIOS"";372788;1496467;30333;44185;1943773"
"""330610 VALENCA"";340672;930917;21756;4524;1297869"
"""330615 VARRE-SAI"";4604;114090;323;537;119554"
"""330620 VASSOURAS"";144439;523174;26799;4160;698572"
"""330630 VOLTA REDONDA"";1388558;3642238;87695;231284;5349775"
"""350010 ADAMANTINA"";5277;709734;15480;134737;865228"
"""350020 ADOLFO"";78833;3592;-;553;82978"
"""350030 AGUAI"";309194;342729;-;1229;653152"
"""350040 AGUAS DA PRATA"";49388;48652;-;4735;102775"
"""350050 AGUAS DE LINDOIA"";19;50973;-;-;50992"
"""350055 AGUAS DE SANTA BARBARA"";51910;40160;-;-;92070"
"""350060 AGUAS DE SAO PEDRO"";45156;49380;-;350;94886"
"""350070 AGUDOS"";432843;377490;-;1818;812151"
"""350075 ALAMBARI"";139711;35239;-;7575;182525"
"""350080 ALFREDO MARCONDES"";99317;4818;-;1818;105953"
"""350090 ALTAIR"";51657;7359;-;148;59164"
"""350100 ALTINOPOLIS"";211470;259711;-;6578;477759"
"""350110 ALTO ALEGRE"";5528;57603;-;1808;64939"
"""350115 ALUMINIO"";42927;141127;-;4323;188377"
"""350120 ALVARES FLORENCE"";230;7240;-;5462;12932"
"""350130 ALVARES MACHADO"";610981;148197;-;1486;760664"
"""350140 ALVARO DE CARVALHO"";14520;7653;-;-;22173"
"""350150 ALVINLANDIA"";24010;2473;-;522;27005"
"""350160 AMERICANA"";510533;2049518;19037;6866;2585954"
"""350170 AMERICO BRASILIENSE"";250661;474924;8208;2150;735943"
"""350180 AMERICO DE CAMPOS"";-;26933;9;788;27730"
"""350190 AMPARO"";33347;996834;23287;29806;1083274"
"""350200 ANALANDIA"";78273;20059;-;347;98679"
"""350210 ANDRADINA"";438283;669448;6186;133773;1247690"
"""350220 ANGATUBA"";12667;363178;-;808;376653"
"""350230 ANHEMBI"";116970;26605;-;1222;144797"
"""350240 ANHUMAS"";459;24579;-;4592;29630"
"""350250 APARECIDA"";62062;599542;-;376;661980"
"""350260 APARECIDA D'OESTE"";176679;26256;-;2927;205862"
"""350270 APIAI"";3336;189529;-;1006;193871"
"""350275 ARACARIGUAMA"";184973;790486;-;145;975604"
"""350280 ARACATUBA"";282400;1977724;11088375;183305;13531804"
"""350290 ARACOIABA DA SERRA"";77892;361691;-;1473;441056"
"""350300 ARAMINA"";9896;18254;110;15146;43406"
"""350310 ARANDU"";26627;94;-;436;27157"
"""350315 ARAPEI"";8982;22156;-;23347;54485"
"""350320 ARARAQUARA"";1015939;2818818;9775199;123377;13733333"
"""350330 ARARAS"";787054;1018687;26362;17458;1849561"
"""350335 ARCO-IRIS"";11390;422;-;51;11863"
"""350340 AREALVA"";77625;90341;1347;693;170006"
"""350350 AREIAS"";38673;14440;-;5994;59107"
"""350360 AREIOPOLIS"";38575;40819;-;1368;80762"
"""350370 ARIRANHA"";64151;33674;-;391;98216"
"""350380 ARTUR NOGUEIRA"";250176;191100;-;-;441276"
"""350390 ARUJA"";282647;904068;3189;22485;1212389"
"""350395 ASPASIA"";-;1250;-;296;1546"
"""350400 ASSIS"";227468;1310427;6344023;22409;7904327"
"""350410 ATIBAIA"";19612;1525079;19092;198426;1762209"
"""350420 AURIFLAMA"";206624;168515;-;72678;447817"
"""350430 AVAI"";18034;4154;-;165;22353"
"""350440 AVANHANDAVA"";87392;6234;-;13285;106911"
"""350450 AVARE"";173055;878276;25083;41841;1118255"
"""350460 BADY BASSITT"";276981;240755;-;3097;520833"
"""350470 BALBINOS"";10922;-;-;740;11662"
"""350480 BALSAMO"";7767;4471;-;417;12655"
"""350490 BANANAL"";15387;70329;-;23807;109523"
"""350500 BARAO DE ANTONINA"";105;-;-;20;125"
"""350510 BARBOSA"";212906;7077;-;15550;235533"
"""350520 BARIRI"";275749;237838;-;55204;568791"
"""350530 BARRA BONITA"";423399;156543;1624;313;581879"
"""350535 BARRA DO CHAPEU"";-;1443;-;3087;4530"
"""350540 BARRA DO TURVO"";44277;58845;-;632;103754"
"""350550 BARRETOS"";1292976;3172900;7810618;103323;12379817"
"""350560 BARRINHA"";187716;18236;-;-;205952"
"""350570 BARUERI"";2654785;9479006;84597;10944;12229332"
"""350580 BASTOS"";110034;205328;-;10528;325890"
"""350590 BATATAIS"";398934;782675;19679;2768;1204056"
"""350600 BAURU"";1211919;5990391;14556733;223168;21982211"
"""350610 BEBEDOURO"";143675;820763;27026;224;991688"
"""350620 BENTO DE ABREU"";27012;846;-;38;27896"
"""350630 BERNARDINO DE CAMPOS"";20206;61068;-;811;82085"
"""350635 BERTIOGA"";606653;1283659;1447;1815;1893574"
"""350640 BILAC"";115563;57350;-;33988;206901"
"""350650 BIRIGUI"";978397;1002775;11610;2235;1995017"
"""350660 BIRITIBA MIRIM"";68307;204252;-;149;272708"
"""350670 BOA ESPERANCA DO SUL"";15236;63559;-;506;79301"
"""350680 BOCAINA"";130024;45380;-;20752;196156"
"""350690 BOFETE"";48767;13860;-;330;62957"
"""350700 BOITUVA"";419051;664194;2099;33676;1119020"
"""350710 BOM JESUS DOS PERDOES"";79126;108942;-;-;188068"
"""350715 BOM SUCESSO DE ITARARE"";1210;2028;-;252;3490"
"""350720 BORA"";1541;3164;3;-;4708"
"""350730 BORACEIA"";59973;7409;-;9265;76647"
"""350740 BORBOREMA"";65038;129695;48;6043;200824"
"""350745 BOREBI"";33787;5781;-;674;40242"
"""350750 BOTUCATU"";1310062;3998611;11310035;33305;16652013"
"""350760 BRAGANCA PAULISTA"";336745;2622164;79474;63262;3101645"
"""350770 BRAUNA"";105849;-;-;54;105903"
"""350775 BREJO ALEGRE"";41341;6938;-;10;48289"
"""350780 BRODOWSKI"";354341;229918;-;696;584955"
"""350790 BROTAS"";122814;173071;-;948;296833"
"""350800 BURI"";62524;163357;-;27702;253583"
"""350810 BURITAMA"";227021;284270;1005;70312;582608"
"""350820 BURITIZAL"";54194;6852;-;357;61403"
"""350830 CABRALIA PAULISTA"";132192;6422;-;1371;139985"
"""350840 CABREUVA"";376171;853843;-;375;1230389"
"""350850 CACAPAVA"";1036799;1034260;1245;29574;2101878"
"""350860 CACHOEIRA PAULISTA"";67756;238064;-;178;305998"
"""350870 CACONDE"";138139;86992;-;7886;233017"
"""350880 CAFELANDIA"";213180;141909;100;119;355308"
"""350890 CAIABU"";-;3088;-;240;3328"
"""350900 CAIEIRAS"";354012;1172596;-;24566;1551174"
"""350910 CAIUA"";71800;2455;-;311;74566"
"""350920 CAJAMAR"";264485;1453975;2572;2117;1723149"
"""350925 CAJATI"";107168;305765;-;3989;416922"
"""350930 CAJOBI"";95332;43212;-;134;138678"
"""350940 CAJURU"";1033104;206296;255;1414;1241069"
"""350945 CAMPINA DO MONTE ALEGRE"";320;31886;-;197;32403"
"""350950 CAMPINAS"";810155;13060839;40470771;106532;54448297"
"""350960 CAMPO LIMPO PAULISTA"";1526954;1171354;31595;1600;2731503"
"""350970 CAMPOS DO JORDAO"";364888;331110;848;2190;699036"
"""350980 CAMPOS NOVOS PAULISTA"";155183;8505;-;8692;172380"
"""350990 CANANEIA"";67687;22668;-;-;90355"
"""350995 CANAS"";3301;1091;-;1478;5870"
"""351000 CANDIDO MOTA"";103376;447899;-;1276;552551"
"""351010 CANDIDO RODRIGUES"";322;1131;-;73;1526"
"""351015 CANITAR"";7495;10186;-;1548;19229"
"""351020 CAPAO BONITO"";100542;335316;-;2301;438159"
"""351030 CAPELA DO ALTO"";170308;97044;-;2926;270278"
"""351040 CAPIVARI"";261662;466970;1203;3909;733744"
"""351050 CARAGUATATUBA"";202212;3155622;65516;11296;3434646"
"""351060 CARAPICUIBA"";506889;2812109;21437;12042;3352477"
"""351070 CARDOSO"";1446;106205;628;145;108424"
"""351080 CASA BRANCA"";36739;495624;208;556;533127"
"""351090 CASSIA DOS COQUEIROS"";42;314;-;30;386"
"""351100 CASTILHO"";233119;176198;-;5194;414511"
"""351110 CATANDUVA"";1210836;1990433;46417;131869;3379555"
"""351120 CATIGUA"";-;6152;-;333;6485"
"""351130 CEDRAL"";118362;33354;-;776;152492"
"""351140 CERQUEIRA CESAR"";5825;97941;-;371;104137"
"""351150 CERQUILHO"";455121;408617;519;5763;870020"
"""351160 CESARIO LANGE"";9;147343;468;1135;148955"
"""351170 CHARQUEADA"";202187;66638;525;9031;278381"
"""351190 CLEMENTINA"";10888;54644;-;719;66251"
"""351200 COLINA"";197132;196174;-;3604;396910"
"""351210 COLOMBIA"";60588;29641;1;442;90672"
"""351220 CONCHAL"";67060;347698;907;22338;438003"
"""351230 CONCHAS"";60888;274744;-;164;335796"
"""351240 CORDEIROPOLIS"";92195;364156;-;683;457034"
"""351250 COROADOS"";135369;3655;-;492;139516"
"""351260 CORONEL MACEDO"";32;7131;-;154;7317"
"""351270 CORUMBATAI"";50483;27909;46;10323;88761"
"""351280 COSMOPOLIS"";68880;501050;1704;62370;634004"
"""351290 COSMORAMA"";114;29428;-;829;30371"
"""351300 COTIA"";848004;2480222;8415;1989;3338630"
"""351310 CRAVINHOS"";731483;261822;-;-;993305"
"""351320 CRISTAIS PAULISTA"";34858;26782;-;714;62354"
"""351330 CRUZALIA"";73775;1443;-;11827;87045"
"""351340 CRUZEIRO"";91631;817332;14952;191083;1114998"
"""351350 CUBATAO"";270666;1666607;6220;27864;1971357"
"""351360 CUNHA"";189460;132765;-;959;323184"
"""351370 DESCALVADO"";162209;309663;-;41696;513568"
"""351380 DIADEMA"";491413;3949262;66501;54916;4562092"
"""351385 DIRCE REIS"";-;-;-;69;69"
"""351390 DIVINOLANDIA"";6610;349134;6802;5353;367899"
"""351400 DOBRADA"";-;13304;-;-;13304"
"""351410 DOIS CORREGOS"";371282;131213;-;8868;511363"
"""351420 DOLCINOPOLIS"";2986;1465;-;39;4490"
"""351430 DOURADO"";84077;-;-;314;84391"
"""351440 DRACENA"";225873;848946;23120;50415;1148354"
"""351450 DUARTINA"";222047;226987;-;4077;453111"
"""351460 DUMONT"";11015;16739;-;195;27949"
"""351470 ECHAPORA"";2965;7142;-;-;10107"
"""351480 ELDORADO"";3699;129727;-;49;133475"
"""351490 ELIAS FAUSTO"";157035;174240;-;14185;345460"
"""351492 ELISIARIO"";5;376;-;7580;7961"
"""351495 EMBAUBA"";57794;807;-;414;59015"
"""351500 EMBU DAS ARTES"";780447;2202725;23048;119184;3125404"
"""351510 EMBU-GUACU"";313630;352138;-;3732;669500"
"""351512 EMILIANOPOLIS"";315;2169;-;844;3328"
"""351515 ENGENHEIRO COELHO"";59548;128826;-;55;188429"
"""351518 ESPIRITO SANTO DO PINHAL"";338712;346887;1427;3349;690375"
"""351519 ESPIRITO SANTO DO TURVO"";48648;18375;-;893;67916"
"""351520 ESTRELA D'OESTE"";18760;86826;-;1352;106938"
"""351530 ESTRELA DO NORTE"";2311;2311;-;316;4938"
"""351535 EUCLIDES DA CUNHA PAULISTA"";105896;92822;-;11400;210118"
"""351540 FARTURA"";3130;64072;-;2294;69496"
"""351550 FERNANDOPOLIS"";131723;1127557;40553;85444;1385277"
"""351560 FERNANDO PRESTES"";1678;21880;-;15156;38714"
"""351565 FERNAO"";811;798;-;301;1910"
"""351570 FERRAZ DE VASCONCELOS"";300457;1656070;258;43427;2000212"
"""351580 FLORA RICA"";25258;1540;-;4389;31187"
"""351590 FLOREAL"";2050;19305;-;13072;34427"
"""351600 FLORIDA PAULISTA"";181986;59341;-;92;241419"
"""351610 FLORINEA"";81960;47340;-;5376;134676"
"""351620 FRANCA"";2281875;4590321;9545925;235743;16653864"
"""351630 FRANCISCO MORATO"";320871;1852778;26971;758;2201378"
"""351640 FRANCO DA ROCHA"";282390;2012298;3273794;3774;5572256"
"""351650 GABRIEL MONTEIRO"";-;-;-;310;310"
"""351660 GALIA"";99876;59751;-;17049;176676"
"""351670 GARCA"";665556;416680;260;1472;1083968"
"""351680 GASTAO VIDIGAL"";1973;5666;-;427;8066"
"""351685 GAVIAO PEIXOTO"";30730;35684;-;1064;67478"
"""351690 GENERAL SALGADO"";8647;78321;-;582;87550"
"""351700 GETULINA"";229540;31778;-;275;261593"
"""351710 GLICERIO"";103525;15640;-;11642;130807"
