"""Munic¡pio"";""02 Assistˆncia Farmacˆutica"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""07 Vigilƒncia em Sa£de"";""Total"""
"""312210 DIVINO DAS LARANJEIRAS"";-;-;-;249372,59;-;249372,59"
"""312220 DIVINOLANDIA DE MINAS"";-;-;-;553832,25;-;553832,25"
"""312230 DIVINOPOLIS"";11094521,45;13984783,11;-;42088003,42;-;67167307,98"
"""312235 DIVISA ALEGRE"";-;-;-;320745,84;-;320745,84"
"""312240 DIVISA NOVA"";-;9220,00;-;186293,77;-;195513,77"
"""312245 DIVISOPOLIS"";-;327837,70;-;380378,37;-;708216,07"
"""312247 DOM BOSCO"";-;-;-;653242,28;-;653242,28"
"""312250 DOM CAVATI"";-;-;-;27830,53;-;27830,53"
"""312260 DOM JOAQUIM"";-;-;-;617232,23;-;617232,23"
"""312270 DOM SILVERIO"";-;-;-;495128,87;-;495128,87"
"""312280 DOM VICOSO"";-;-;-;75040,36;-;75040,36"
"""312290 DONA EUSEBIA"";-;-;-;194096,41;-;194096,41"
"""312300 DORES DE CAMPOS"";-;-;-;175798,91;-;175798,91"
"""312310 DORES DE GUANHAES"";-;-;-;140470,13;-;140470,13"
"""312320 DORES DO INDAIA"";-;38580,00;-;487239,66;-;525819,66"
"""312330 DORES DO TURVO"";-;-;-;142606,37;-;142606,37"
"""312340 DORESOPOLIS"";-;-;-;272785,11;-;272785,11"
"""312350 DOURADOQUARA"";-;-;-;84763,86;-;84763,86"
"""312352 DURANDE"";-;-;-;129577,91;-;129577,91"
"""312360 ELOI MENDES"";-;104376,20;-;443363,66;-;547739,86"
"""312370 ENGENHEIRO CALDAS"";-;-;-;600513,53;-;600513,53"
"""312380 ENGENHEIRO NAVARRO"";-;-;-;141934,45;-;141934,45"
"""312385 ENTRE FOLHAS"";-;-;-;188212,21;-;188212,21"
"""312390 ENTRE RIOS DE MINAS"";-;-;-;1180640,01;-;1180640,01"
"""312400 ERVALIA"";-;-;-;1155137,89;-;1155137,89"
"""312410 ESMERALDAS"";-;-;-;1443430,34;-;1443430,34"
"""312420 ESPERA FELIZ"";-;322647,87;-;3261042,47;-;3583690,34"
"""312430 ESPINOSA"";-;171295,20;-;1445971,92;-;1617267,12"
"""312450 ESTIVA"";-;-;-;428402,81;-;428402,81"
"""312460 ESTRELA DALVA"";-;-;-;122694,48;-;122694,48"
"""312470 ESTRELA DO INDAIA"";-;-;-;90664,73;-;90664,73"
"""312480 ESTRELA DO SUL"";-;-;-;332301,18;-;332301,18"
"""312490 EUGENOPOLIS"";-;100836,76;-;731195,91;-;832032,67"
"""312500 EWBANK DA CAMARA"";-;-;-;103418,42;-;103418,42"
"""312510 EXTREMA"";-;5298120,18;-;888911,19;-;6187031,37"
"""312520 FAMA"";-;-;-;7501,51;-;7501,51"
"""312530 FARIA LEMOS"";-;-;-;217707,28;-;217707,28"
"""312540 FELICIO DOS SANTOS"";-;-;-;371292,77;-;371292,77"
"""312550 SAO GONCALO DO RIO PRETO"";-;-;-;306440,91;-;306440,91"
"""312560 FELISBURGO"";-;-;-;252454,37;-;252454,37"
"""312570 FELIXLANDIA"";-;-;-;884110,57;-;884110,57"
"""312580 FERNANDES TOURINHO"";-;-;-;69716,25;-;69716,25"
"""312590 FERROS"";-;-;-;679757,95;-;679757,95"
"""312595 FERVEDOURO"";-;-;-;528014,79;-;528014,79"
"""312600 FLORESTAL"";-;-;-;288230,20;-;288230,20"
"""312610 FORMIGA"";-;6906896,57;-;6252007,07;-;13158903,64"
"""312620 FORMOSO"";-;-;-;573532,63;-;573532,63"
"""312630 FORTALEZA DE MINAS"";-;-;-;260460,76;-;260460,76"
"""312640 FORTUNA DE MINAS"";-;-;-;304658,62;-;304658,62"
"""312650 FRANCISCO BADARO"";-;-;-;606051,65;-;606051,65"
"""312660 FRANCISCO DUMONT"";-;-;-;108137,00;-;108137,00"
"""312670 FRANCISCO SA"";-;20800,00;-;2044700,94;-;2065500,94"
"""312675 FRANCISCOPOLIS"";-;-;-;153235,47;-;153235,47"
"""312680 FREI GASPAR"";-;82057,58;-;126250,63;-;208308,21"
"""312690 FREI INOCENCIO"";-;-;-;119081,53;-;119081,53"
"""312695 FREI LAGONEGRO"";-;-;-;157349,55;-;157349,55"
"""312700 FRONTEIRA"";-;-;-;1948221,56;-;1948221,56"
"""312705 FRONTEIRA DOS VALES"";-;-;-;199606,20;-;199606,20"
"""312707 FRUTA DE LEITE"";-;-;-;142930,22;-;142930,22"
"""312710 FRUTAL"";-;3934179,99;-;5534702,36;-;9468882,35"
"""312720 FUNILANDIA"";-;530,00;-;695284,15;-;695814,15"
"""312730 GALILEIA"";-;125,00;-;576631,44;-;576756,44"
"""312733 GAMELEIRAS"";-;-;-;229404,77;-;229404,77"
"""312735 GLAUCILANDIA"";-;-;-;81560,70;-;81560,70"
"""312737 GOIABEIRA"";-;-;-;182953,25;-;182953,25"
"""312738 GOIANA"";-;-;-;96933,85;-;96933,85"
"""312740 GONCALVES"";-;-;-;102445,66;-;102445,66"
"""312750 GONZAGA"";-;-;-;336715,61;-;336715,61"
"""312760 GOUVEIA"";-;1618816,80;-;758362,04;-;2377178,84"
"""312770 GOVERNADOR VALADARES"";3133930,31;24651201,99;-;46903300,56;-;74688432,86"
"""312780 GRAO MOGOL"";-;56326,80;-;751491,33;-;807818,13"
"""312790 GRUPIARA"";-;-;-;117330,89;-;117330,89"
"""312800 GUANHAES"";-;52468,80;-;2973499,90;-;3025968,70"
"""312810 GUAPE"";-;-;-;700407,83;-;700407,83"
"""312820 GUARACIABA"";-;-;-;346668,17;-;346668,17"
"""312825 GUARACIAMA"";-;-;-;87875,89;-;87875,89"
"""312830 GUARANESIA"";-;-;-;2297581,30;-;2297581,30"
"""312840 GUARANI"";-;-;-;789809,92;-;789809,92"
"""312850 GUARARA"";-;-;-;50867,20;-;50867,20"
"""312860 GUARDA-MOR"";-;1820,00;-;576950,18;-;578770,18"
"""312870 GUAXUPE"";-;5230148,82;-;5842025,56;-;11072174,38"
"""312880 GUIDOVAL"";-;-;-;309873,96;-;309873,96"
"""312890 GUIMARANIA"";-;2828,90;-;885081,32;-;887910,22"
"""312900 GUIRICEMA"";-;-;-;258020,94;-;258020,94"
"""312910 GURINHATA"";-;-;-;612915,87;-;612915,87"
"""312920 HELIODORA"";-;-;-;48499,64;-;48499,64"
"""312930 IAPU"";-;-;-;538358,74;-;538358,74"
"""312940 IBERTIOGA"";-;-;-;504774,44;-;504774,44"
"""312950 IBIA"";-;18518,40;-;2376774,33;-;2395292,73"
"""312960 IBIAI"";-;-;-;176069,22;-;176069,22"
"""312965 IBIRACATU"";-;-;-;203451,51;-;203451,51"
"""312970 IBIRACI"";-;870,00;-;1038519,86;-;1039389,86"
"""312980 IBIRITE"";-;455494,00;-;6022820,23;-;6478314,23"
"""312990 IBITIURA DE MINAS"";-;-;-;25660,80;-;25660,80"
"""313005 ICARAI DE MINAS"";-;-;-;573233,85;-;573233,85"
"""313010 IGARAPE"";-;363598,78;-;11417321,63;-;11780920,41"
"""313020 IGARATINGA"";-;-;-;570553,02;-;570553,02"
"""313030 IGUATAMA"";-;-;-;680595,35;-;680595,35"
"""313050 ILICINEA"";-;74073,60;-;77039,27;-;151112,87"
"""313055 IMBE DE MINAS"";-;-;-;141467,50;-;141467,50"
"""313060 INCONFIDENTES"";-;-;-;79017,37;-;79017,37"
"""313065 INDAIABIRA"";-;-;-;227482,19;-;227482,19"
"""313070 INDIANOPOLIS"";-;-;-;646692,06;-;646692,06"
"""313080 INGAI"";-;-;-;22230,68;-;22230,68"
"""313090 INHAPIM"";-;-;-;1592747,84;-;1592747,84"
"""313100 INHAUMA"";-;-;-;293982,33;-;293982,33"
"""313110 INIMUTABA"";-;-;-;130308,85;-;130308,85"
"""313115 IPABA"";-;-;-;1524535,02;-;1524535,02"
"""313120 IPANEMA"";-;59697,39;-;1985908,99;-;2045606,38"
"""313130 IPATINGA"";-;19423869,05;-;50415075,65;-;69838944,70"
"""313140 IPIACU"";-;-;-;263593,99;-;263593,99"
"""313150 IPUIUNA"";-;55707,74;-;930480,63;-;986188,37"
"""313160 IRAI DE MINAS"";-;-;-;245511,44;-;245511,44"
"""313170 ITABIRA"";2239761,89;9995094,99;-;19862341,65;-;32097198,53"
"""313180 ITABIRINHA"";-;562668,00;-;865694,10;-;1428362,10"
"""313190 ITABIRITO"";-;-;-;4338249,65;-;4338249,65"
"""313200 ITACAMBIRA"";-;-;-;141665,48;-;141665,48"
"""313210 ITACARAMBI"";-;-;-;1804304,66;-;1804304,66"
"""313220 ITAGUARA"";-;-;-;754534,80;-;754534,80"
"""313230 ITAIPE"";-;-;-;186496,81;-;186496,81"
"""313240 ITAJUBA"";-;10707573,62;-;6505576,17;-;17213149,79"
"""313250 ITAMARANDIBA"";-;136041,70;-;3012359,10;-;3148400,80"
"""313260 ITAMARATI DE MINAS"";-;-;-;91056,30;-;91056,30"
"""313270 ITAMBACURI"";-;76284,40;-;1293167,21;-;1369451,61"
"""313280 ITAMBE DO MATO DENTRO"";-;-;-;152901,23;-;152901,23"
"""313290 ITAMOGI"";-;-;-;1632242,60;-;1632242,60"
"""313300 ITAMONTE"";-;-;-;643095,46;-;643095,46"
"""313310 ITANHANDU"";-;3827575,64;-;9936086,93;-;13763662,57"
"""313320 ITANHOMI"";-;233023,20;-;263040,14;-;496063,34"
"""313330 ITAOBIM"";-;7669054,97;-;2167123,39;-;9836178,36"
"""313340 ITAPAGIPE"";-;-;-;1339047,77;-;1339047,77"
"""313350 ITAPECERICA"";-;-;-;2005645,00;-;2005645,00"
"""313360 ITAPEVA"";-;-;-;655408,34;-;655408,34"
"""313370 ITATIAIUCU"";-;-;-;1836898,96;-;1836898,96"
"""313375 ITAU DE MINAS"";-;-;-;1051181,51;-;1051181,51"
"""313380 ITAUNA"";-;4501421,92;-;9912167,89;-;14413589,81"
"""313390 ITAVERAVA"";-;-;-;56153,43;-;56153,43"
"""313400 ITINGA"";-;-;-;368963,02;-;368963,02"
"""313410 ITUETA"";-;-;-;99471,19;-;99471,19"
"""313420 ITUIUTABA"";1154014,60;8319971,18;-;8559616,46;-;18033602,24"
"""313430 ITUMIRIM"";-;-;-;9540,41;-;9540,41"
"""313440 ITURAMA"";-;126981,62;-;3165304,32;-;3292285,94"
"""313450 ITUTINGA"";-;-;-;93469,04;-;93469,04"
"""313460 JABOTICATUBAS"";-;-;-;1167574,20;-;1167574,20"
"""313470 JACINTO"";-;709256,04;-;1842084,16;-;2551340,20"
"""313480 JACUI"";-;-;-;286251,56;-;286251,56"
"""313490 JACUTINGA"";-;-;-;428742,08;-;428742,08"
"""313500 JAGUARACU"";-;-;-;103779,70;-;103779,70"
"""313505 JAIBA"";-;-;-;1341371,05;-;1341371,05"
"""313507 JAMPRUCA"";-;-;-;37289,70;-;37289,70"
"""313510 JANAUBA"";-;10364481,97;-;15322429,42;-;25686911,39"
"""313520 JANUARIA"";1905738,38;4142196,40;-;6157226,80;-;12205161,58"
"""313530 JAPARAIBA"";-;-;-;242129,03;-;242129,03"
"""313535 JAPONVAR"";-;-;-;375559,84;-;375559,84"
"""313540 JECEABA"";-;-;-;881242,74;-;881242,74"
"""313545 JENIPAPO DE MINAS"";-;-;-;471910,55;-;471910,55"
"""313550 JEQUERI"";-;125,00;-;479589,14;-;479714,14"
"""313560 JEQUITAI"";-;-;-;246067,64;-;246067,64"
"""313570 JEQUITIBA"";-;49280,00;-;401235,91;-;450515,91"
"""313580 JEQUITINHONHA"";-;195269,20;-;1545588,11;-;1740857,31"
"""313590 JESUANIA"";-;-;-;133142,33;-;133142,33"
"""313600 JOAIMA"";-;-;-;462929,71;-;462929,71"
"""313610 JOANESIA"";-;-;-;76281,54;-;76281,54"
"""313620 JOAO MONLEVADE"";-;7515828,43;-;11193620,37;-;18709448,80"
"""313630 JOAO PINHEIRO"";-;110279,20;-;4158430,53;-;4268709,73"
"""313640 JOAQUIM FELICIO"";-;-;-;249283,97;-;249283,97"
"""313650 JORDANIA"";-;370862,96;-;356320,04;103,30;727286,30"
"""313652 JOSE GONCALVES DE MINAS"";-;-;-;357366,34;-;357366,34"
"""313655 JOSE RAYDAN"";-;-;-;100647,90;-;100647,90"
"""313657 JOSENOPOLIS"";-;-;-;269337,49;-;269337,49"
"""313660 NOVA UNIAO"";-;-;-;156825,19;-;156825,19"
"""313665 JUATUBA"";-;830,00;-;2015209,18;-;2016039,18"
"""313670 JUIZ DE FORA"";4189663,34;39140361,47;-;92627932,21;-;135957957,02"
"""313680 JURAMENTO"";-;-;-;102813,26;-;102813,26"
"""313690 JURUAIA"";-;116824,26;-;452971,54;-;569795,80"
"""313695 JUVENILIA"";-;-;-;184211,40;-;184211,40"
"""313700 LADAINHA"";-;-;-;355685,32;-;355685,32"
"""313710 LAGAMAR"";-;-;-;496420,06;-;496420,06"
"""313720 LAGOA DA PRATA"";-;-;-;7325766,98;-;7325766,98"
"""313730 LAGOA DOS PATOS"";-;-;-;84594,15;-;84594,15"
"""313740 LAGOA DOURADA"";-;-;-;148686,76;-;148686,76"
"""313750 LAGOA FORMOSA"";-;133201,55;-;9793601,76;-;9926803,31"
"""313753 LAGOA GRANDE"";-;-;-;592354,51;-;592354,51"
"""313760 LAGOA SANTA"";-;14517,20;-;3152118,95;-;3166636,15"
"""313770 LAJINHA"";-;-;-;1239175,19;-;1239175,19"
"""313780 LAMBARI"";-;-;-;1358048,38;-;1358048,38"
"""313790 LAMIM"";-;-;-;134363,52;-;134363,52"
"""313800 LARANJAL"";-;-;-;129064,01;-;129064,01"
"""313810 LASSANCE"";-;-;-;301845,74;-;301845,74"
"""313820 LAVRAS"";-;7145562,41;-;9018437,03;-;16163999,44"
"""313830 LEANDRO FERREIRA"";-;-;-;63004,52;-;63004,52"
"""313835 LEME DO PRADO"";-;-;-;104194,87;-;104194,87"
"""313840 LEOPOLDINA"";1032053,61;5901074,67;-;5307764,87;-;12240893,15"
"""313850 LIBERDADE"";-;-;-;476548,64;-;476548,64"
"""313860 LIMA DUARTE"";-;-;-;794928,64;-;794928,64"
"""313862 LIMEIRA DO OESTE"";-;-;-;345649,05;-;345649,05"
"""313865 LONTRA"";-;-;-;246120,95;-;246120,95"
"""313867 LUISBURGO"";-;-;-;99766,05;-;99766,05"
"""313868 LUISLANDIA"";-;-;-;230028,39;-;230028,39"
"""313870 LUMINARIAS"";-;126662,52;-;278098,64;-;404761,16"
"""313880 LUZ"";-;-;-;1465569,28;-;1465569,28"
"""313890 MACHACALIS"";-;-;-;321114,35;-;321114,35"
"""313900 MACHADO"";-;55716,16;-;3186010,16;-;3241726,32"
"""313910 MADRE DE DEUS DE MINAS"";-;-;-;272083,87;-;272083,87"
"""313920 MALACACHETA"";-;24964,74;-;796364,61;-;821329,35"
"""313925 MAMONAS"";-;-;-;319077,86;-;319077,86"
"""313930 MANGA"";-;397588,60;-;1231891,09;-;1629479,69"
"""313940 MANHUACU"";-;7738471,41;-;10353859,94;-;18092331,35"
"""313950 MANHUMIRIM"";2576893,32;337189,20;-;2470261,94;-;5384344,46"
"""313960 MANTENA"";-;1299718,25;-;3578253,23;-;4877971,48"
"""313970 MARAVILHAS"";-;-;-;458405,74;-;458405,74"
"""313980 MAR DE ESPANHA"";-;-;-;566703,26;-;566703,26"
"""313990 MARIA DA FE"";-;-;-;479736,94;-;479736,94"
"""314000 MARIANA"";-;7071349,06;-;4236985,42;-;11308334,48"
"""314010 MARILAC"";-;-;-;204120,16;-;204120,16"
"""314015 MARIO CAMPOS"";-;-;-;489766,65;-;489766,65"
"""314020 MARIPA DE MINAS"";-;-;-;94223,89;-;94223,89"
"""314040 MARMELOPOLIS"";-;-;-;2742,30;-;2742,30"
"""314050 MARTINHO CAMPOS"";-;-;-;633171,25;-;633171,25"
"""314053 MARTINS SOARES"";-;-;-;139426,58;-;139426,58"
"""314055 MATA VERDE"";-;-;-;486390,38;-;486390,38"
"""314060 MATERLANDIA"";-;-;-;189004,37;-;189004,37"
"""314070 MATEUS LEME"";-;3717542,06;-;2530798,54;-;6248340,60"
"""314080 MATIAS BARBOSA"";-;-;-;226884,44;-;226884,44"
"""314085 MATIAS CARDOSO"";-;-;-;627356,32;-;627356,32"
"""314090 MATIPO"";-;387343,20;-;1011385,41;-;1398728,61"
"""314100 MATO VERDE"";-;-;-;581299,44;-;581299,44"
"""314110 MATOZINHOS"";-;-;-;535443,49;-;535443,49"
"""314120 MATUTINA"";-;-;-;216232,29;-;216232,29"
"""314130 MEDEIROS"";-;-;-;229829,22;-;229829,22"
"""314140 MEDINA"";-;39351,60;-;1149366,91;-;1188718,51"
"""314150 MENDES PIMENTEL"";-;-;-;237951,46;-;237951,46"
"""314160 MERCES"";-;73302,00;-;756040,57;-;829342,57"
"""314170 MESQUITA"";-;-;-;123375,65;-;123375,65"
"""314180 MINAS NOVAS"";-;3827046,64;-;2353642,10;-;6180688,74"
"""314190 MINDURI"";-;-;-;98507,36;-;98507,36"
"""314200 MIRABELA"";-;-;-;669709,40;-;669709,40"
"""314210 MIRADOURO"";-;246519,52;-;832572,23;-;1079091,75"
"""314220 MIRAI"";-;85647,60;-;639295,05;-;724942,65"
"""314225 MIRAVANIA"";-;-;-;230232,08;-;230232,08"
"""314230 MOEDA"";-;-;-;145442,12;-;145442,12"
"""314240 MOEMA"";-;-;-;608143,16;-;608143,16"
"""314250 MONJOLOS"";-;-;-;54854,84;-;54854,84"
"""314260 MONSENHOR PAULO"";-;883395,00;-;728372,31;-;1611767,31"
"""314270 MONTALVANIA"";-;-;-;550867,25;-;550867,25"
"""314280 MONTE ALEGRE DE MINAS"";-;458956,80;-;982149,00;-;1441105,80"
"""314290 MONTE AZUL"";-;235866,40;-;1309500,09;-;1545366,49"
"""314300 MONTE BELO"";-;382077,60;-;937648,87;-;1319726,47"
"""314310 MONTE CARMELO"";-;251278,00;-;5169507,00;-;5420785,00"
"""314315 MONTE FORMOSO"";-;-;-;107057,66;-;107057,66"
"""314320 MONTE SANTO DE MINAS"";-;342590,40;-;3112020,18;-;3454610,58"
"""314330 MONTES CLAROS"";8457927,85;27072655,73;-;90711796,19;-;126242379,77"
"""314340 MONTE SIAO"";-;-;-;202276,90;-;202276,90"
"""314345 MONTEZUMA"";-;-;-;200577,41;-;200577,41"
"""314350 MORADA NOVA DE MINAS"";-;-;-;848019,94;-;848019,94"
"""314360 MORRO DA GARCA"";-;-;-;229476,99;-;229476,99"
"""314370 MORRO DO PILAR"";-;-;-;168723,47;-;168723,47"
"""314380 MUNHOZ"";-;-;-;62128,69;-;62128,69"
"""314390 MURIAE"";-;12462643,78;-;55743549,10;-;68206192,88"
"""314400 MUTUM"";-;-;-;1748923,88;-;1748923,88"
"""314410 MUZAMBINHO"";-;-;-;966260,27;-;966260,27"
"""314420 NACIP RAYDAN"";-;-;-;83294,60;-;83294,60"
"""314430 NANUQUE"";-;-;-;1558381,13;-;1558381,13"
"""314435 NAQUE"";-;-;-;99073,05;-;99073,05"
"""314437 NATALANDIA"";-;-;-;243625,27;-;243625,27"
"""314440 NATERCIA"";-;-;-;244251,55;-;244251,55"
"""314450 NAZARENO"";-;-;-;549882,88;-;549882,88"
"""314460 NEPOMUCENO"";-;-;-;1347754,57;-;1347754,57"
"""314465 NINHEIRA"";-;-;-;381543,35;-;381543,35"
"""314467 NOVA BELEM"";-;-;-;94095,62;-;94095,62"
"""314470 NOVA ERA"";-;-;-;948412,58;-;948412,58"
"""314480 NOVA LIMA"";-;5267372,09;-;7233850,75;-;12501222,84"
"""314490 NOVA MODICA"";-;-;-;195844,50;-;195844,50"
"""314500 NOVA PONTE"";-;-;-;722697,59;-;722697,59"
"""314505 NOVA PORTEIRINHA"";-;-;-;109548,45;-;109548,45"
"""314510 NOVA RESENDE"";-;-;-;678611,39;-;678611,39"
"""314520 NOVA SERRANA"";-;2776215,05;-;6924905,35;-;9701120,40"
"""314530 NOVO CRUZEIRO"";-;-;-;966954,13;-;966954,13"
"""314535 NOVO ORIENTE DE MINAS"";-;-;-;294073,32;-;294073,32"
"""314537 NOVORIZONTE"";-;-;-;191758,36;-;191758,36"
"""314540 OLARIA"";-;-;-;142660,70;-;142660,70"
"""314545 OLHOS-D'AGUA"";-;-;-;92340,00;-;92340,00"
"""314550 OLIMPIO NORONHA"";-;-;-;105144,24;-;105144,24"
"""314560 OLIVEIRA"";-;4968040,00;-;3073096,23;-;8041136,23"
"""314570 OLIVEIRA FORTES"";-;-;-;100353,71;-;100353,71"
"""314580 ONCA DE PITANGUI"";-;-;-;52595,55;-;52595,55"
"""314585 ORATORIOS"";-;-;-;325267,09;-;325267,09"
"""314587 ORIZANIA"";-;-;-;506716,58;-;506716,58"
"""314590 OURO BRANCO"";-;20137,60;-;3487714,29;-;3507851,89"
"""314600 OURO FINO"";-;-;-;1718076,44;-;1718076,44"
"""314610 OURO PRETO"";-;185488,66;-;5581255,15;-;5766743,81"
"""314620 OURO VERDE DE MINAS"";-;44570,00;-;285068,80;-;329638,80"
"""314625 PADRE CARVALHO"";-;-;-;116682,54;-;116682,54"
"""314630 PADRE PARAISO"";-;1106818,94;-;489970,90;-;1596789,84"
"""314640 PAINEIRAS"";-;-;-;234244,88;-;234244,88"
"""314650 PAINS"";-;-;-;248942,65;-;248942,65"
"""314655 PAI PEDRO"";-;-;-;276454,95;-;276454,95"
"""314660 PAIVA"";-;-;-;137305,18;-;137305,18"
"""314670 PALMA"";-;-;-;161678,07;-;161678,07"
"""314675 PALMOPOLIS"";-;-;-;209802,82;-;209802,82"
"""314690 PAPAGAIOS"";-;53400,00;-;660935,23;-;714335,23"
"""314700 PARACATU"";-;1722729,88;-;4859645,70;-;6582375,58"
"""314710 PARA DE MINAS"";-;5018256,10;-;10204147,17;-;15222403,27"
"""314720 PARAGUACU"";-;128043,16;-;1048690,90;-;1176734,06"
"""314730 PARAISOPOLIS"";-;-;-;1779590,78;-;1779590,78"
"""314740 PARAOPEBA"";-;-;-;2342849,06;-;2342849,06"
"""314750 PASSABEM"";-;-;-;114741,83;-;114741,83"
"""314760 PASSA QUATRO"";-;-;-;892416,57;-;892416,57"
"""314770 PASSA TEMPO"";-;110,00;-;730646,91;-;730756,91"
"""314780 PASSA VINTE"";-;-;-;1439,15;-;1439,15"
"""314790 PASSOS"";3499436,14;16047254,79;-;33261086,55;-;52807777,48"
"""314795 PATIS"";-;-;-;9184,95;-;9184,95"
"""314800 PATOS DE MINAS"";2919657,41;9586433,15;-;31625657,89;-;44131748,45"
"""314810 PATROCINIO"";-;8770388,21;-;17296124,26;-;26066512,47"
"""314820 PATROCINIO DO MURIAE"";-;-;-;310912,62;-;310912,62"
"""314830 PAULA CANDIDO"";-;-;-;652037,19;-;652037,19"
"""314840 PAULISTAS"";-;-;-;178436,25;-;178436,25"
"""314850 PAVAO"";-;-;-;225931,16;-;225931,16"
"""314860 PECANHA"";-;-;-;901639,75;-;901639,75"
"""314870 PEDRA AZUL"";336107,88;96450,00;-;1484799,09;-;1917356,97"
"""314875 PEDRA BONITA"";-;-;-;177468,11;-;177468,11"
"""314880 PEDRA DO ANTA"";-;-;-;339910,83;-;339910,83"
"""314890 PEDRA DO INDAIA"";-;-;-;340272,08;-;340272,08"
"""314900 PEDRA DOURADA"";-;-;-;366602,99;-;366602,99"
"""314910 PEDRALVA"";-;-;-;312547,39;-;312547,39"
"""314915 PEDRAS DE MARIA DA CRUZ"";-;-;-;329705,20;-;329705,20"
"""314920 PEDRINOPOLIS"";-;-;-;220238,90;-;220238,90"
"""314930 PEDRO LEOPOLDO"";-;-;-;5861164,29;-;5861164,29"
"""314940 PEDRO TEIXEIRA"";-;-;-;209949,26;-;209949,26"
"""314960 PEQUI"";-;-;-;548619,95;-;548619,95"
"""314970 PERDIGAO"";-;1210,00;-;1092220,37;-;1093430,37"
"""314980 PERDIZES"";-;-;-;2225513,50;-;2225513,50"
"""314990 PERDOES"";-;-;-;766274,62;-;766274,62"
"""314995 PERIQUITO"";-;-;-;29551,05;-;29551,05"
"""315000 PESCADOR"";-;-;-;227486,06;-;227486,06"
"""315010 PIAU"";-;-;-;91337,31;-;91337,31"
"""315015 PIEDADE DE CARATINGA"";-;-;-;295549,54;-;295549,54"
"""315020 PIEDADE DE PONTE NOVA"";-;-;-;49584,45;-;49584,45"
"""315030 PIEDADE DO RIO GRANDE"";-;440,00;-;720246,34;-;720686,34"
"""315040 PIEDADE DOS GERAIS"";-;-;-;683742,03;-;683742,03"
"""315050 PIMENTA"";-;-;-;790520,52;-;790520,52"
"""315053 PINGO-D'AGUA"";-;-;-;78041,70;-;78041,70"
"""315057 PINTOPOLIS"";-;-;-;63279,00;-;63279,00"
"""315060 PIRACEMA"";-;-;-;397368,66;-;397368,66"
"""315070 PIRAJUBA"";-;-;-;156127,53;-;156127,53"
"""315080 PIRANGA"";-;360,00;-;999551,95;-;999911,95"
"""315090 PIRANGUCU"";-;-;-;186559,69;-;186559,69"
"""315110 PIRAPETINGA"";-;-;-;489599,91;-;489599,91"
"""315120 PIRAPORA"";237760,13;3982338,48;-;7010248,67;-;11230347,28"
"""315130 PIRAUBA"";-;-;-;549878,91;-;549878,91"
"""315140 PITANGUI"";-;-;-;1639005,69;-;1639005,69"
"""315150 PIUMHI"";-;134810,00;-;3679813,39;-;3814623,39"
"""315160 PLANURA"";-;-;-;865205,66;-;865205,66"
"""315170 POCO FUNDO"";-;141971,92;-;2167661,47;-;2309633,39"
"""315180 POCOS DE CALDAS"";-;8774630,15;-;45835220,54;-;54609850,69"
"""315190 POCRANE"";-;-;-;110238,95;-;110238,95"
"""315200 POMPEU"";-;100,00;-;2485299,93;-;2485399,93"
"""315210 PONTE NOVA"";1412525,28;7308480,00;-;21357615,35;-;30078620,63"
"""315213 PONTO CHIQUE"";-;-;-;149604,64;-;149604,64"
"""315217 PONTO DOS VOLANTES"";-;234,00;-;688027,17;-;688261,17"
"""315220 PORTEIRINHA"";-;-;-;1881787,80;-;1881787,80"
"""315230 PORTO FIRME"";-;-;-;203051,04;-;203051,04"
"""315240 POTE"";-;-;-;621952,14;-;621952,14"
"""315250 POUSO ALEGRE"";11701532,43;14064357,88;-;32261754,94;-;58027645,25"
"""315260 POUSO ALTO"";-;-;-;288054,86;-;288054,86"
"""315270 PRADOS"";-;-;-;446415,94;-;446415,94"
"""315280 PRATA"";-;-;-;3058039,44;-;3058039,44"
"""315290 PRATAPOLIS"";-;-;-;496275,31;-;496275,31"
"""315300 PRATINHA"";-;-;-;248092,05;-;248092,05"
"""315310 PRESIDENTE BERNARDES"";-;-;-;172935,89;-;172935,89"
"""315320 PRESIDENTE JUSCELINO"";-;-;-;305726,74;-;305726,74"
"""315330 PRESIDENTE KUBITSCHEK"";-;-;-;66360,83;-;66360,83"
"""315340 PRESIDENTE OLEGARIO"";-;-;-;773440,66;-;773440,66"
"""315350 ALTO JEQUITIBA"";-;-;-;378466,91;-;378466,91"
"""315360 PRUDENTE DE MORAIS"";-;-;-;745050,32;-;745050,32"
"""315370 QUARTEL GERAL"";-;-;-;62882,23;-;62882,23"
"""315380 QUELUZITO"";-;-;-;35772,15;-;35772,15"
"""315390 RAPOSOS"";-;-;-;271121,40;-;271121,40"
"""315400 RAUL SOARES"";-;1048437,24;-;3109184,76;-;4157622,00"
"""315410 RECREIO"";-;1680544,80;-;311748,38;-;1992293,18"
"""315415 REDUTO"";-;-;-;110062,66;-;110062,66"
"""315420 RESENDE COSTA"";-;-;-;382838,75;-;382838,75"
"""315430 RESPLENDOR"";-;-;-;1101773,01;-;1101773,01"
"""315440 RESSAQUINHA"";-;-;-;260003,29;-;260003,29"
"""315445 RIACHINHO"";-;-;-;518557,68;-;518557,68"
