"""Munic¡pio"";""02 Assistˆncia Farmacˆutica"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""07 Vigilƒncia em Sa£de"";""Total"""
"""220865 QUEIMADA NOVA"";-;-;-;75150,00;-;75150,00"
"""220870 REDENCAO DO GURGUEIA"";-;-;-;56700,00;-;56700,00"
"""220880 REGENERACAO"";-;-;-;374442,16;-;374442,16"
"""220885 RIACHO FRIO"";-;-;-;56700,00;-;56700,00"
"""220887 RIBEIRA DO PIAUI"";-;-;-;123975,00;-;123975,00"
"""220890 RIBEIRO GONCALVES"";-;-;-;42750,00;-;42750,00"
"""220900 RIO GRANDE DO PIAUI"";-;-;-;80871,59;-;80871,59"
"""220910 SANTA CRUZ DO PIAUI"";-;-;-;47925,00;-;47925,00"
"""220915 SANTA CRUZ DOS MILAGRES"";-;-;-;28125,00;-;28125,00"
"""220920 SANTA FILOMENA"";-;-;-;21150,00;-;21150,00"
"""220930 SANTA LUZ"";-;-;-;54225,00;-;54225,00"
"""220935 SANTANA DO PIAUI"";-;-;-;49950,00;-;49950,00"
"""220937 SANTA ROSA DO PIAUI"";-;-;-;42075,00;-;42075,00"
"""220940 SANTO ANTONIO DE LISBOA"";-;-;-;49050,00;-;49050,00"
"""220945 SANTO ANTONIO DOS MILAGRES"";-;-;-;50625,00;-;50625,00"
"""220950 SANTO INACIO DO PIAUI"";-;-;-;53775,00;-;53775,00"
"""220955 SAO BRAZ DO PIAUI"";-;-;-;64125,00;-;64125,00"
"""220960 SAO FELIX DO PIAUI"";-;-;-;88618,17;-;88618,17"
"""220965 SAO FRANCISCO DE ASSIS DO PIAUI"";-;-;-;110909,40;-;110909,40"
"""220970 SAO FRANCISCO DO PIAUI"";-;-;-;43650,00;-;43650,00"
"""220980 SAO GONCALO DO PIAUI"";-;-;-;13770,41;-;13770,41"
"""220985 SAO JOAO DA CANABRAVA"";-;-;-;58725,00;-;58725,00"
"""220987 SAO JOAO DA FRONTEIRA"";-;-;-;49500,00;-;49500,00"
"""220990 SAO JOAO DA SERRA"";-;-;-;93606,53;-;93606,53"
"""220995 SAO JOAO DA VARJOTA"";-;-;-;63000,00;-;63000,00"
"""220997 SAO JOAO DO ARRAIAL"";-;-;-;62148,00;-;62148,00"
"""221000 SAO JOAO DO PIAUI"";-;-;-;1410459,44;-;1410459,44"
"""221005 SAO JOSE DO DIVINO"";-;-;-;36900,00;-;36900,00"
"""221010 SAO JOSE DO PEIXE"";-;-;-;76359,95;-;76359,95"
"""221020 SAO JOSE DO PIAUI"";-;-;-;49500,00;-;49500,00"
"""221030 SAO JULIAO"";-;-;-;48375,00;-;48375,00"
"""221035 SAO LOURENCO DO PIAUI"";-;-;-;54000,00;-;54000,00"
"""221037 SAO LUIS DO PIAUI"";-;-;-;97425,00;-;97425,00"
"""221038 SAO MIGUEL DA BAIXA GRANDE"";-;-;-;43875,00;-;43875,00"
"""221039 SAO MIGUEL DO FIDALGO"";-;-;-;36675,00;-;36675,00"
"""221040 SAO MIGUEL DO TAPUIO"";-;-;-;534585,87;-;534585,87"
"""221050 SAO PEDRO DO PIAUI"";-;-;-;760721,19;-;760721,19"
"""221060 SAO RAIMUNDO NONATO"";-;2673479,33;-;3786795,34;-;6460274,67"
"""221062 SEBASTIAO BARROS"";-;-;-;56700,00;-;56700,00"
"""221063 SEBASTIAO LEAL"";-;-;-;13725,00;-;13725,00"
"""221065 SIGEFREDO PACHECO"";-;-;-;67050,00;-;67050,00"
"""221070 SIMOES"";-;3694781,52;-;1835480,92;-;5530262,44"
"""221080 SIMPLICIO MENDES"";-;-;-;1042068,16;-;1042068,16"
"""221090 SOCORRO DO PIAUI"";-;-;-;60300,00;-;60300,00"
"""221093 SUSSUAPARA"";-;-;-;45675,00;-;45675,00"
"""221095 TAMBORIL DO PIAUI"";-;-;-;56475,00;-;56475,00"
"""221097 TANQUE DO PIAUI"";-;-;-;45675,00;-;45675,00"
"""221100 TERESINA"";6512364,15;53048611,21;-;190426412,26;-;249987387,62"
"""221110 UNIAO"";-;-;-;969745,46;-;969745,46"
"""221120 URUCUI"";-;-;-;956272,67;-;956272,67"
"""221130 VALENCA DO PIAUI"";-;-;-;1393730,85;-;1393730,85"
"""221135 VARZEA BRANCA"";-;-;-;54000,00;-;54000,00"
"""221140 VARZEA GRANDE"";-;-;-;71172,23;-;71172,23"
"""221150 VERA MENDES"";-;-;-;56475,00;-;56475,00"
"""221160 VILA NOVA DO PIAUI"";-;-;-;23850,00;-;23850,00"
"""221170 WALL FERRAZ"";-;-;-;44100,00;-;44100,00"
"""230010 ABAIARA"";-;-;-;360134,67;-;360134,67"
"""230015 ACARAPE"";-;-;-;529780,63;-;529780,63"
"""230020 ACARAU"";-;396077,62;-;2982336,93;-;3378414,55"
"""230030 ACOPIARA"";-;-;-;2593883,59;-;2593883,59"
"""230040 AIUABA"";-;-;-;638467,53;-;638467,53"
"""230050 ALCANTARAS"";-;-;-;205792,76;-;205792,76"
"""230060 ALTANEIRA"";-;-;-;162009,65;-;162009,65"
"""230070 ALTO SANTO"";-;-;-;466594,49;-;466594,49"
"""230075 AMONTADA"";-;101851,20;-;369943,87;-;471795,07"
"""230080 ANTONINA DO NORTE"";-;-;-;450703,04;-;450703,04"
"""230090 APUIARES"";-;-;-;353735,00;-;353735,00"
"""230100 AQUIRAZ"";-;121141,20;-;5179578,11;-;5300719,31"
"""230110 ARACATI"";-;356091,24;-;2804663,10;-;3160754,34"
"""230120 ARACOIABA"";-;127354,86;-;2949032,84;-;3076387,70"
"""230125 ARARENDA"";-;-;-;115169,25;-;115169,25"
"""230130 ARARIPE"";-;-;-;913139,64;-;913139,64"
"""230140 ARATUBA"";-;-;-;631362,22;-;631362,22"
"""230150 ARNEIROZ"";-;-;-;233289,86;-;233289,86"
"""230160 ASSARE"";-;-;-;988113,29;-;988113,29"
"""230170 AURORA"";-;-;-;632093,40;-;632093,40"
"""230180 BAIXIO"";-;-;-;33886,57;-;33886,57"
"""230185 BANABUIU"";-;-;-;969368,34;-;969368,34"
"""230190 BARBALHA"";-;16645883,78;-;38132619,12;-;54778502,90"
"""230195 BARREIRA"";-;-;-;408871,20;-;408871,20"
"""230200 BARRO"";-;-;-;1027098,25;-;1027098,25"
"""230205 BARROQUINHA"";-;-;-;321741,85;-;321741,85"
"""230210 BATURITE"";-;6877729,42;-;3655306,25;-;10533035,67"
"""230220 BEBERIBE"";-;5599,92;-;1658131,46;-;1663731,38"
"""230230 BELA CRUZ"";-;6075,48;-;691570,05;-;697645,53"
"""230240 BOA VIAGEM"";-;3370,00;-;2214461,11;-;2217831,11"
"""230250 BREJO SANTO"";-;546449,26;-;5813525,63;-;6359974,89"
"""230260 CAMOCIM"";-;444086,27;-;3628841,01;-;4072927,28"
"""230270 CAMPOS SALES"";-;-;-;2314779,53;-;2314779,53"
"""230280 CANINDE"";-;7643745,50;-;2957469,67;-;10601215,17"
"""230290 CAPISTRANO"";-;-;-;544692,66;-;544692,66"
"""230300 CARIDADE"";-;-;-;248282,68;-;248282,68"
"""230310 CARIRE"";-;-;-;743239,75;-;743239,75"
"""230320 CARIRIACU"";-;-;-;939991,22;-;939991,22"
"""230330 CARIUS"";-;-;-;876073,78;-;876073,78"
"""230340 CARNAUBAL"";-;-;-;765128,65;-;765128,65"
"""230350 CASCAVEL"";-;15474419,35;-;3968083,39;-;19442502,74"
"""230360 CATARINA"";-;-;-;640851,43;-;640851,43"
"""230365 CATUNDA"";-;-;-;561638,77;-;561638,77"
"""230370 CAUCAIA"";2760,40;22591820,87;-;14266747,36;-;36861328,63"
"""230380 CEDRO"";-;71844,09;-;1942581,35;-;2014425,44"
"""230390 CHAVAL"";-;-;-;724692,53;-;724692,53"
"""230393 CHORO"";-;-;-;401675,26;-;401675,26"
"""230395 CHOROZINHO"";-;-;-;854931,60;-;854931,60"
"""230400 COREAU"";-;-;-;358565,50;-;358565,50"
"""230410 CRATEUS"";830,40;10501364,49;-;3631241,18;-;14133436,07"
"""230420 CRATO"";62730,50;13679208,60;-;17043044,05;-;30784983,15"
"""230423 CROATA"";-;-;-;355769,96;-;355769,96"
"""230425 CRUZ"";-;232857,68;-;1389833,47;-;1622691,15"
"""230426 DEPUTADO IRAPUAN PINHEIRO"";-;-;-;161961,49;-;161961,49"
"""230427 ERERE"";-;-;-;62768,66;-;62768,66"
"""230428 EUSEBIO"";-;9934235,66;-;6813090,44;-;16747326,10"
"""230430 FARIAS BRITO"";-;-;-;966443,91;-;966443,91"
"""230435 FORQUILHA"";-;-;-;273607,32;-;273607,32"
"""230440 FORTALEZA"";59137612,61;149477538,53;-;362774558,20;-;571389709,34"
"""230445 FORTIM"";-;-;-;384797,63;-;384797,63"
"""230450 FRECHEIRINHA"";-;-;-;607292,84;-;607292,84"
"""230460 GENERAL SAMPAIO"";-;-;-;168136,05;-;168136,05"
"""230465 GRACA"";-;-;-;85557,16;-;85557,16"
"""230470 GRANJA"";-;408176,40;-;2087359,01;-;2495535,41"
"""230480 GRANJEIRO"";-;-;-;456539,07;-;456539,07"
"""230490 GROAIRAS"";-;-;-;418625,19;-;418625,19"
"""230495 GUAIUBA"";-;-;-;1209059,22;-;1209059,22"
"""230500 GUARACIABA DO NORTE"";-;-;-;1517118,41;-;1517118,41"
"""230510 GUARAMIRANGA"";-;-;-;194919,70;-;194919,70"
"""230520 HIDROLANDIA"";-;-;-;1354563,41;-;1354563,41"
"""230523 HORIZONTE"";-;695174,16;-;3524175,97;-;4219350,13"
"""230526 IBARETAMA"";-;-;-;658606,07;-;658606,07"
"""230530 IBIAPINA"";-;-;-;920052,31;-;920052,31"
"""230533 IBICUITINGA"";-;-;-;306625,84;-;306625,84"
"""230535 ICAPUI"";-;-;-;276153,26;-;276153,26"
"""230540 ICO"";-;371130,06;-;3802247,67;-;4173377,73"
"""230550 IGUATU"";9396,00;9150712,15;-;10315772,18;-;19475880,33"
"""230560 INDEPENDENCIA"";-;780859,20;-;1135540,57;-;1916399,77"
"""230565 IPAPORANGA"";-;-;-;189353,85;-;189353,85"
"""230570 IPAUMIRIM"";-;-;-;28032,56;-;28032,56"
"""230580 IPU"";-;136356,96;-;2363293,63;-;2499650,59"
"""230590 IPUEIRAS"";-;-;-;419161,14;-;419161,14"
"""230600 IRACEMA"";-;-;-;583442,61;-;583442,61"
"""230610 IRAUCUBA"";-;79474,80;-;883778,13;-;963252,93"
"""230620 ITAICABA"";-;-;-;267290,58;-;267290,58"
"""230625 ITAITINGA"";-;-;-;5464505,48;-;5464505,48"
"""230630 ITAPAJE"";-;106480,80;-;1686991,24;-;1793472,04"
"""230640 ITAPIPOCA"";207,60;13298913,49;-;5583412,45;-;18882533,54"
"""230650 ITAPIUNA"";-;-;-;357502,21;-;357502,21"
"""230655 ITAREMA"";-;104492,40;-;1311959,90;-;1416452,30"
"""230660 ITATIRA"";-;-;-;320162,21;-;320162,21"
"""230670 JAGUARETAMA"";-;219952,79;-;1518150,32;-;1738103,11"
"""230680 JAGUARIBARA"";-;153356,00;-;1047831,91;-;1201187,91"
"""230690 JAGUARIBE"";-;762340,80;-;2537886,79;-;3300227,59"
"""230700 JAGUARUANA"";-;-;-;1296100,90;-;1296100,90"
"""230710 JARDIM"";-;-;-;810680,21;-;810680,21"
"""230720 JATI"";-;-;-;190987,99;-;190987,99"
"""230725 JIJOCA DE JERICOACOARA"";-;77931,60;-;1894335,89;-;1972267,49"
"""230730 JUAZEIRO DO NORTE"";-;9144999,20;-;19686747,99;-;28831747,19"
"""230740 JUCAS"";-;42438,00;-;2185332,18;-;2227770,18"
"""230750 LAVRAS DA MANGABEIRA"";-;645829,20;-;984816,70;-;1630645,90"
"""230760 LIMOEIRO DO NORTE"";2305,20;788325,70;-;11258153,10;-;12048784,00"
"""230763 MADALENA"";-;-;-;306750,92;-;306750,92"
"""230765 MARACANAU"";-;14965677,56;-;22943031,20;-;37908708,76"
"""230770 MARANGUAPE"";-;108802,64;-;7995778,84;-;8104581,48"
"""230780 MARCO"";-;5258,88;-;956251,23;-;961510,11"
"""230790 MARTINOPOLE"";-;-;-;540826,06;-;540826,06"
"""230800 MASSAPE"";-;-;-;1225073,51;-;1225073,51"
"""230810 MAURITI"";-;-;-;2704758,63;-;2704758,63"
"""230820 MERUOCA"";-;-;-;611769,05;-;611769,05"
"""230830 MILAGRES"";-;-;-;930432,72;-;930432,72"
"""230835 MILHA"";-;146604,00;-;877589,16;-;1024193,16"
"""230837 MIRAIMA"";-;-;-;31661,71;-;31661,71"
"""230840 MISSAO VELHA"";-;-;-;1352878,29;-;1352878,29"
"""230850 MOMBACA"";-;-;-;1349122,85;-;1349122,85"
"""230860 MONSENHOR TABOSA"";-;1752,96;-;519230,70;-;520983,66"
"""230870 MORADA NOVA"";-;295005,30;-;2354574,39;-;2649579,69"
"""230880 MORAUJO"";-;-;-;426247,60;-;426247,60"
"""230890 MORRINHOS"";-;-;-;637829,44;-;637829,44"
"""230900 MUCAMBO"";-;-;-;728839,02;-;728839,02"
"""230910 MULUNGU"";-;-;-;178460,09;-;178460,09"
"""230920 NOVA OLINDA"";-;-;-;310360,63;-;310360,63"
"""230930 NOVA RUSSAS"";-;820210,80;-;2296266,43;-;3116477,23"
"""230940 NOVO ORIENTE"";-;-;-;1645358,87;-;1645358,87"
"""230945 OCARA"";-;-;-;1970880,10;-;1970880,10"
"""230950 OROS"";-;-;-;1313228,77;-;1313228,77"
"""230960 PACAJUS"";-;-;-;3656993,92;-;3656993,92"
"""230970 PACATUBA"";-;-;-;4133556,78;-;4133556,78"
"""230980 PACOTI"";-;-;-;182787,28;-;182787,28"
"""230990 PACUJA"";-;-;-;78176,60;-;78176,60"
"""231000 PALHANO"";-;-;-;776917,63;-;776917,63"
"""231010 PALMACIA"";-;-;-;385676,60;-;385676,60"
"""231020 PARACURU"";-;350306,40;-;1027460,80;-;1377767,20"
"""231025 PARAIPABA"";-;271603,20;-;1463188,66;-;1734791,86"
"""231030 PARAMBU"";-;-;-;2896616,48;-;2896616,48"
"""231040 PARAMOTI"";-;-;-;473248,11;-;473248,11"
"""231050 PEDRA BRANCA"";-;221449,20;-;1823059,26;-;2044508,46"
"""231060 PENAFORTE"";-;-;-;45117,09;-;45117,09"
"""231070 PENTECOSTE"";-;-;-;550583,72;-;550583,72"
"""231080 PEREIRO"";-;-;-;345806,33;-;345806,33"
"""231085 PINDORETAMA"";-;-;-;842086,58;-;842086,58"
"""231090 PIQUET CARNEIRO"";-;-;-;500439,21;-;500439,21"
"""231095 PIRES FERREIRA"";-;-;-;87964,60;-;87964,60"
"""231100 PORANGA"";-;-;-;689769,84;-;689769,84"
"""231110 PORTEIRAS"";-;130320,00;-;798976,55;-;929296,55"
"""231120 POTENGI"";-;-;-;894440,27;-;894440,27"
"""231123 POTIRETAMA"";-;4619,97;-;324785,01;-;329404,98"
"""231126 QUITERIANOPOLIS"";-;-;-;724259,58;-;724259,58"
"""231130 QUIXADA"";28537,68;6548314,63;-;11015534,81;-;17592387,12"
"""231135 QUIXELO"";-;23919,60;-;1088168,91;-;1112088,51"
"""231140 QUIXERAMOBIM"";-;411889,36;-;7520364,65;-;7932254,01"
"""231150 QUIXERE"";-;-;-;1324216,06;-;1324216,06"
"""231160 REDENCAO"";-;124999,20;-;1269562,50;-;1394561,70"
"""231170 RERIUTABA"";-;-;-;908937,26;-;908937,26"
"""231180 RUSSAS"";-;10094688,26;-;6277966,53;-;16372654,79"
"""231190 SABOEIRO"";-;-;-;536528,01;-;536528,01"
"""231195 SALITRE"";-;-;-;970092,75;-;970092,75"
"""231200 SANTANA DO ACARAU"";-;42962,40;-;1367347,28;-;1410309,68"
"""231210 SANTANA DO CARIRI"";-;-;-;91450,48;-;91450,48"
"""231220 SANTA QUITERIA"";-;81156,88;-;834599,67;-;915756,55"
"""231230 SAO BENEDITO"";-;585134,35;-;1900640,78;-;2485775,13"
"""231240 SAO GONCALO DO AMARANTE"";-;479167,58;-;4788990,83;-;5268158,41"
"""231250 SAO JOAO DO JAGUARIBE"";-;-;-;448915,11;-;448915,11"
"""231260 SAO LUIS DO CURU"";-;46088,25;-;1264628,84;-;1310717,09"
"""231270 SENADOR POMPEU"";-;-;-;966692,47;-;966692,47"
"""231280 SENADOR SA"";-;-;-;414474,64;-;414474,64"
"""231290 SOBRAL"";510663,76;12688705,85;-;33910493,29;-;47109862,90"
"""231300 SOLONOPOLE"";-;56326,80;-;1456885,35;-;1513212,15"
"""231310 TABULEIRO DO NORTE"";-;439426,59;-;3389888,89;-;3829315,48"
"""231320 TAMBORIL"";-;-;-;1356011,51;-;1356011,51"
"""231325 TARRAFAS"";-;-;-;388083,26;-;388083,26"
"""231330 TAUA"";-;598863,06;-;2632326,22;-;3231189,28"
"""231335 TEJUCUOCA"";-;-;-;1004950,04;-;1004950,04"
"""231340 TIANGUA"";-;5481592,01;-;7225353,05;-;12706945,06"
"""231350 TRAIRI"";-;-;-;550976,30;-;550976,30"
"""231355 TURURU"";-;-;-;388014,97;-;388014,97"
"""231360 UBAJARA"";-;-;-;1810035,23;-;1810035,23"
"""231370 UMARI"";-;-;-;51272,52;-;51272,52"
"""231375 UMIRIM"";-;-;-;237855,84;-;237855,84"
"""231380 URUBURETAMA"";-;280862,40;-;808118,95;-;1088981,35"
"""231390 URUOCA"";-;-;-;311167,75;-;311167,75"
"""231395 VARJOTA"";-;-;-;1179152,31;-;1179152,31"
"""231400 VARZEA ALEGRE"";-;-;-;1891394,64;-;1891394,64"
"""231410 VICOSA DO CEARA"";-;-;-;1678536,07;-;1678536,07"
"""240010 ACARI"";-;200,00;-;634493,79;-;634693,79"
"""240020 ACU"";367601,34;160492,80;-;6023890,41;-;6551984,55"
"""240030 AFONSO BEZERRA"";-;-;-;506524,84;-;506524,84"
"""240040 AGUA NOVA"";-;-;-;67287,95;-;67287,95"
"""240050 ALEXANDRIA"";-;340289,88;-;4837940,34;-;5178230,22"
"""240060 ALMINO AFONSO"";-;747680,40;-;2165439,89;-;2913120,29"
"""240070 ALTO DO RODRIGUES"";-;-;-;1351825,58;-;1351825,58"
"""240080 ANGICOS"";-;-;-;754370,24;-;754370,24"
"""240090 ANTONIO MARTINS"";-;-;-;151020,25;-;151020,25"
"""240100 APODI"";-;-;-;3270863,93;-;3270863,93"
"""240110 AREIA BRANCA"";-;-;-;2650638,15;-;2650638,15"
"""240120 ARES"";-;-;-;757781,36;-;757781,36"
"""240130 CAMPO GRANDE"";-;-;-;460146,31;-;460146,31"
"""240140 BAIA FORMOSA"";-;-;-;532930,19;-;532930,19"
"""240145 BARAUNA"";-;-;-;1637778,86;-;1637778,86"
"""240150 BARCELONA"";-;-;-;247820,78;-;247820,78"
"""240160 BENTO FERNANDES"";-;-;-;372175,25;-;372175,25"
"""240165 BODO"";-;-;-;856259,06;-;856259,06"
"""240170 BOM JESUS"";-;-;-;107248,68;-;107248,68"
"""240180 BREJINHO"";-;-;-;546353,18;-;546353,18"
"""240185 CAICARA DO NORTE"";-;-;-;549291,30;-;549291,30"
"""240190 CAICARA DO RIO DO VENTO"";-;-;-;280358,71;-;280358,71"
"""240200 CAICO"";353618,38;10749087,30;-;15520543,53;-;26623249,21"
"""240210 CAMPO REDONDO"";-;-;-;330935,15;-;330935,15"
"""240220 CANGUARETAMA"";-;-;-;1244295,47;-;1244295,47"
"""240230 CARAUBAS"";-;-;-;947588,39;-;947588,39"
"""240240 CARNAUBA DOS DANTAS"";-;-;-;440775,98;-;440775,98"
"""240250 CARNAUBAIS"";-;-;-;607087,76;-;607087,76"
"""240260 CEARA-MIRIM"";-;-;-;2507860,65;-;2507860,65"
"""240270 CERRO CORA"";-;-;-;773318,75;-;773318,75"
"""240280 CORONEL EZEQUIEL"";-;-;-;204724,86;-;204724,86"
"""240290 CORONEL JOAO PESSOA"";-;-;-;90075,73;-;90075,73"
"""240300 CRUZETA"";-;-;-;522005,08;-;522005,08"
"""240310 CURRAIS NOVOS"";285372,97;4315,00;-;3639440,36;-;3929128,33"
"""240320 DOUTOR SEVERIANO"";-;-;-;259568,26;-;259568,26"
"""240325 PARNAMIRIM"";-;121516,80;-;11631704,76;-;11753221,56"
"""240330 ENCANTO"";-;-;-;175403,26;-;175403,26"
"""240340 EQUADOR"";-;-;-;326832,93;-;326832,93"
"""240350 ESPIRITO SANTO"";-;-;-;834229,72;-;834229,72"
"""240360 EXTREMOZ"";-;-;-;1439505,87;-;1439505,87"
"""240370 FELIPE GUERRA"";-;-;-;260248,79;-;260248,79"
"""240375 FERNANDO PEDROZA"";-;-;-;245455,33;-;245455,33"
"""240380 FLORANIA"";-;-;-;1294758,81;-;1294758,81"
"""240390 FRANCISCO DANTAS"";-;-;-;83292,21;-;83292,21"
"""240400 FRUTUOSO GOMES"";-;-;-;245729,34;-;245729,34"
"""240410 GALINHOS"";-;-;-;359858,18;-;359858,18"
"""240420 GOIANINHA"";-;74845,20;-;1914793,19;-;1989638,39"
"""240430 GOVERNADOR DIX-SEPT ROSADO"";-;-;-;236802,62;-;236802,62"
"""240440 GROSSOS"";-;-;-;514541,42;-;514541,42"
"""240450 GUAMARE"";-;-;-;1542198,68;-;1542198,68"
"""240460 IELMO MARINHO"";-;-;-;452035,58;-;452035,58"
"""240470 IPANGUACU"";-;-;-;149459,78;-;149459,78"
"""240480 IPUEIRA"";-;-;-;309072,43;-;309072,43"
"""240485 ITAJA"";-;-;-;121619,60;-;121619,60"
"""240490 ITAU"";-;-;-;150438,95;-;150438,95"
"""240500 JACANA"";-;-;-;211432,57;-;211432,57"
"""240510 JANDAIRA"";-;-;-;31699,60;-;31699,60"
"""240520 JANDUIS"";-;-;-;385187,83;-;385187,83"
"""240530 JANUARIO CICCO"";-;-;-;503220,45;-;503220,45"
"""240540 JAPI"";-;-;-;180804,10;-;180804,10"
"""240550 JARDIM DE ANGICOS"";-;-;-;125469,50;-;125469,50"
"""240560 JARDIM DE PIRANHAS"";-;40123,20;-;3462770,42;-;3502893,62"
"""240570 JARDIM DO SERIDO"";-;235,00;-;1225687,78;-;1225922,78"
"""240580 JOAO CAMARA"";-;263089,44;-;2878027,90;-;3141117,34"
"""240590 JOAO DIAS"";-;-;-;36264,68;-;36264,68"
"""240600 JOSE DA PENHA"";-;-;-;212417,78;-;212417,78"
"""240610 JUCURUTU"";-;-;-;4373442,40;-;4373442,40"
"""240615 JUNDIA"";-;-;-;240834,50;-;240834,50"
"""240620 LAGOA D'ANTA"";-;-;-;93000,28;-;93000,28"
"""240630 LAGOA DE PEDRAS"";-;-;-;425634,85;-;425634,85"
"""240640 LAGOA DE VELHOS"";-;-;-;265671,23;-;265671,23"
"""240650 LAGOA NOVA"";-;-;-;1132837,61;-;1132837,61"
"""240660 LAGOA SALGADA"";-;-;-;609966,32;-;609966,32"
"""240670 LAJES"";-;-;-;987862,79;-;987862,79"
"""240680 LAJES PINTADAS"";-;-;-;1301650,01;-;1301650,01"
"""240690 LUCRECIA"";-;-;-;85063,20;-;85063,20"
"""240700 LUIS GOMES"";-;-;-;335716,01;-;335716,01"
"""240710 MACAIBA"";-;199744,60;-;5224255,96;-;5424000,56"
"""240720 MACAU"";-;-;-;789806,74;-;789806,74"
"""240725 MAJOR SALES"";-;-;-;277177,51;-;277177,51"
"""240730 MARCELINO VIEIRA"";-;-;-;187302,39;-;187302,39"
"""240740 MARTINS"";-;-;-;998753,20;-;998753,20"
"""240750 MAXARANGUAPE"";-;-;-;8319,41;-;8319,41"
"""240760 MESSIAS TARGINO"";-;-;-;1074861,56;-;1074861,56"
"""240770 MONTANHAS"";-;-;-;213534,75;-;213534,75"
"""240780 MONTE ALEGRE"";-;-;-;1024646,01;-;1024646,01"
"""240790 MONTE DAS GAMELEIRAS"";-;-;-;671257,86;-;671257,86"
"""240800 MOSSORO"";1018125,56;22951761,32;-;56768308,43;-;80738195,31"
"""240810 NATAL"";3082528,55;75153873,66;-;178769933,50;-;257006335,71"
"""240820 NISIA FLORESTA"";-;-;-;1936972,51;-;1936972,51"
"""240830 NOVA CRUZ"";-;-;-;7349512,44;-;7349512,44"
"""240840 OLHO-D'AGUA DO BORGES"";-;-;-;40594,40;-;40594,40"
"""240850 OURO BRANCO"";-;-;-;780428,15;-;780428,15"
"""240860 PARANA"";-;-;-;93486,44;-;93486,44"
"""240870 PARAU"";-;-;-;214552,27;-;214552,27"
"""240880 PARAZINHO"";-;-;-;521267,18;-;521267,18"
"""240890 PARELHAS"";-;-;-;3071181,03;-;3071181,03"
"""240895 RIO DO FOGO"";-;-;-;545607,77;-;545607,77"
"""240910 PASSA E FICA"";-;-;-;1407554,05;-;1407554,05"
"""240920 PASSAGEM"";-;-;-;67081,50;-;67081,50"
"""240930 PATU"";-;-;-;466094,71;-;466094,71"
"""240933 SANTA MARIA"";-;-;-;289156,43;-;289156,43"
"""240940 PAU DOS FERROS"";507414,20;6752203,98;-;11400879,99;-;18660498,17"
"""240950 PEDRA GRANDE"";-;-;-;334965,87;-;334965,87"
"""240960 PEDRA PRETA"";-;-;-;164229,77;-;164229,77"
"""240970 PEDRO AVELINO"";-;-;-;382770,73;-;382770,73"
"""240980 PEDRO VELHO"";-;-;-;888914,07;-;888914,07"
"""240990 PENDENCIAS"";-;-;-;611545,30;-;611545,30"
"""241000 PILOES"";-;-;-;123179,01;-;123179,01"
"""241010 POCO BRANCO"";-;-;-;532395,56;-;532395,56"
"""241020 PORTALEGRE"";-;-;-;342170,27;-;342170,27"
"""241025 PORTO DO MANGUE"";-;-;-;126287,24;-;126287,24"
"""241030 SERRA CAIADA"";-;-;-;611785,82;-;611785,82"
"""241040 PUREZA"";-;-;-;475420,16;-;475420,16"
"""241050 RAFAEL FERNANDES"";-;-;-;162620,48;-;162620,48"
"""241060 RAFAEL GODEIRO"";-;-;-;451330,01;-;451330,01"
"""241070 RIACHO DA CRUZ"";-;-;-;233109,10;-;233109,10"
"""241080 RIACHO DE SANTANA"";-;-;-;262436,37;-;262436,37"
"""241090 RIACHUELO"";-;-;-;549765,46;-;549765,46"
"""241100 RODOLFO FERNANDES"";-;-;-;102791,48;-;102791,48"
"""241105 TIBAU"";-;-;-;206946,19;-;206946,19"
"""241110 RUY BARBOSA"";-;-;-;343849,39;-;343849,39"
"""241120 SANTA CRUZ"";205669,86;6509705,38;-;6799233,69;-;13514608,93"
"""241140 SANTANA DO MATOS"";-;-;-;607131,87;-;607131,87"
"""241142 SANTANA DO SERIDO"";-;-;-;381521,45;-;381521,45"
"""241150 SANTO ANTONIO"";-;155972,32;-;2106868,21;-;2262840,53"
"""241160 SAO BENTO DO NORTE"";-;-;-;136980,96;-;136980,96"
"""241170 SAO BENTO DO TRAIRI"";-;-;-;342719,51;-;342719,51"
"""241180 SAO FERNANDO"";-;-;-;264729,04;-;264729,04"
"""241190 SAO FRANCISCO DO OESTE"";-;-;-;232182,97;-;232182,97"
"""241200 SAO GONCALO DO AMARANTE"";-;148962,18;-;3429375,79;-;3578337,97"
"""241210 SAO JOAO DO SABUGI"";-;-;-;1294995,02;-;1294995,02"
"""241220 SAO JOSE DE MIPIBU"";-;315273,86;-;5308640,88;-;5623914,74"
"""241230 SAO JOSE DO CAMPESTRE"";-;-;-;687986,30;-;687986,30"
"""241240 SAO JOSE DO SERIDO"";-;36351,96;-;2321685,16;-;2358037,12"
"""241250 SAO MIGUEL"";-;-;-;910283,86;-;910283,86"
"""241255 SAO MIGUEL DO GOSTOSO"";-;-;-;324760,07;-;324760,07"
"""241260 SAO PAULO DO POTENGI"";-;77160,00;-;1103699,11;-;1180859,11"
"""241270 SAO PEDRO"";-;-;-;98653,39;-;98653,39"
"""241280 SAO RAFAEL"";-;-;-;1127156,24;-;1127156,24"
