"""Munic¡pio"";""2021/Ago"";""2021/Set"";""2021/Out"";""2021/Nov"";""2021/Dez"";""2022/Jan"";""2022/Fev"";""2022/Mar"";""2022/Abr"";""2022/Mai"";""2022/Jun"";""2022/Jul"";""2022/Ago"";""2022/Set"";""2022/Out"";""2022/Nov"";""2022/Dez"";""2023/Jan"";""2023/Fev"";""2023/Mar"";""2023/Abr"";""2023/Mai"";""2023/Jun"";""2023/Jul"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""312960 IBIAI"";-;-;-;-;-;3692,52;6542,52;5192,52;5942,52;5792,52;2642,52;5342,52;5792,52;5492,52;3990,00;5340,00;990,00;7730,85;10807,95;10621,40;11366,10;11948,40;13189,95;14364,90;10256,70;12658,20;14348,10;9976,20;4479,75;23296,94;29200,22;35948,69;29270,81;35182,53;35018,71;32061,94;36490,20;36813,66;35129,85;30301,90;23227,10;24720,25;18964,37;12861,45;15275,25;10727,55;12256,20;13785,75;16005,60;13662,90;9885,60;13740,30;14184,00;7883,10;754396,05"
"""312965 IBIRACATU"";-;-;-;-;1511,36;6357,72;4511,36;4511,36;4811,36;5411,36;6611,36;5861,36;5561,36;5561,36;5861,36;5711,36;5861,36;4511,36;5354,36;5777,66;6043,01;5258,36;6097,56;5797,56;4988,16;5163,36;5375,76;6000,96;7100,76;6413,16;5950,56;6994,56;11190,36;1450,56;9126,24;-;-;11808,73;12174,45;10493,90;5356,11;2866,05;5879,70;14072,88;11201,94;28642,05;31797,92;28853,68;15799,67;14189,83;22659,24;12622,50;14866,05;20215,79;440238,84"
"""312970 IBIRACI"";-;-;-;-;6051,51;19964,79;20311,89;38065,14;38803,76;15914,28;11186,62;23162,86;19930,97;20348,70;20596,00;19940,48;19249,42;14575,86;2823,75;38346,52;-;30671,57;22396,04;31646,03;33278,02;31602,16;33134,40;34081,42;32229,79;29648,96;31169,09;155435,95;164018,29;154985,75;132444,13;139711,75;135719,28;145112,06;142526,57;123493,37;85585,54;130751,84;132125,06;126746,72;146286,78;170074,26;114199,72;115086,41;97724,05;-;-;-;-;-;3051157,56"
"""312980 IBIRITE"";-;-;-;-;3226,23;574871,88;617183,29;609530,31;463891,99;527512,74;486600,55;477214,22;661144,66;619489,30;792334,45;614087,61;542726,94;429228,13;463417,68;566844,13;650282,17;599439,18;524793,44;510009,20;540922,96;517957,56;530169,40;537544,66;499781,56;525676,69;373816,11;521437,49;549984,72;595103,24;683537,38;598544,72;658253,01;567451,97;599502,19;533332,69;523867,89;518095,59;253130,66;462813,93;408662,68;619011,97;515586,53;552337,84;433022,79;520603,68;560276,51;903253,89;731518,16;616173,30;27185199,87"
"""312990 IBITIURA DE MINAS"";-;-;-;-;-;-;-;-;-;-;170,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1069,20;6538,95;6395,40;7578,45;8484,30;7345,80;4623,30;4237,20;3890,70;5365,80;2465,10;480,15;6860,70;6598,35;-;-;-;-;-;-;-;72104,30"
"""313000 IBITURUNA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3612,36;3037,44;3068,52;3055,15;3150,00;3483,02;3130,60;3541,76;737,66;3045,14;3112,34;27,30;5596,54;4764,97;5172,84;3848,00;4531,50;4527,74;4522,30;4511,00;4510,44;4522,00;4517,14;4500,00;7,30;7,30;-;-;-;-;-;-;-;-;-;-;-;-;-;88540,36"
"""313005 ICARAI DE MINAS"";-;-;-;-;-;3456,25;3525,60;3614,97;3593,82;2747,88;2768,76;2739,46;3872,44;3580,78;3741,28;3341,86;3414,66;3487,73;3453,52;3546,79;3564,79;3609,40;3999,16;3687,15;5221,00;4623,50;5096,11;8193,53;7371,02;6702,31;6979,09;7423,36;55890,78;53670,77;42021,81;53221,03;41748,67;45181,18;50250,61;50007,01;40675,83;45515,92;50693,19;49028,29;46645,51;52936,90;46630,85;48281,32;51038,59;35652,59;54151,64;50473,95;42185,10;41511,79;1164769,55"
"""313010 IGARAPE"";-;-;-;-;-;202199,99;163303,01;165734,59;228282,61;242420,78;286825,60;314410,24;308656,54;285700,62;306588,95;263704,31;315447,13;314334,48;282490,51;336311,96;326142,62;427262,69;341358,50;386712,99;445306,25;483119,22;628029,25;603747,70;688031,60;740581,99;667990,89;976070,95;1060109,88;1031049,24;1110247,52;1147043,42;1189014,26;1234487,51;1165562,32;1081498,51;912076,41;801129,92;1001754,02;963495,20;1083660,84;1236459,82;1143251,69;1174156,79;1138627,80;964354,90;1220622,87;1053406,56;-;-;32442775,45"
"""313020 IGARATINGA"";-;-;-;-;-;10975,80;7657,71;12324,09;8876,95;12325,51;12625,49;10676,96;7375,54;10075,57;11278,15;8426,22;11576,32;8874,90;7647,90;16105,85;13039,98;15966,54;17500,82;15473,41;14009,99;18455,61;11854,76;14903,18;14229,72;15390,21;14037,74;20742,81;51555,45;80160,83;63336,52;76198,05;68792,26;73778,88;63554,96;67737,73;60880,23;53943,55;69048,51;44918,05;64205,03;61931,27;732,50;1313,62;34335,06;57366,55;89022,23;71913,57;21831,90;64608,52;1583593,00"
"""313030 IGUATAMA"";-;-;-;-;-;8932,40;8886,99;8471,08;8843,53;8894,08;8902,23;12451,97;12478,51;12490,16;12467,93;12492,41;12208,66;12417,19;17465,15;18731,87;18675,58;18547,63;21819,41;20137,63;23060,43;21803,28;22094,98;20391,14;22405,51;12722,71;18592,53;19858,76;64285,02;65019,39;56782,13;49754,81;50266,36;51050,03;54498,53;49622,29;39323,47;51313,85;46735,18;55037,13;56725,51;50004,95;67177,43;61515,13;57862,69;59110,07;64116,71;63319,21;47677,49;59777,52;1637218,65"
"""313040 IJACI"";-;-;-;-;-;429,64;635,12;630,45;630,45;569,74;635,12;635,12;635,12;635,12;630,45;635,12;635,12;635,12;635,12;635,12;635,12;635,12;635,12;635,12;635,12;635,12;635,12;635,12;-;1177,86;4369,34;8637,64;-;8153,18;9957,86;12430,68;7393,20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66442,65"
"""313050 ILICINEA"";-;-;-;-;-;10703,17;12833,12;14688,87;11280,86;11293,84;11013,77;11132,16;11612,90;22174,96;11363,90;10897,05;12552,41;10816,71;10827,17;11259,77;11137,76;11554,87;10841,60;10201,31;12605,61;8081,47;11211,70;17725,34;8802,81;9588,87;7832,28;9754,17;23457,14;15348,47;11474,62;16655,58;10558,48;-;413113,05;12373,36;145006,06;5016,06;9746,33;10422,77;2137,87;48817,46;4131,82;47919,82;5918,49;5573,61;5486,59;1467,24;4474,81;-;1112888,08"
"""313055 IMBE DE MINAS"";-;-;-;-;-;3600,00;4650,00;4350,00;4950,00;4650,00;4650,00;4800,00;5400,00;4950,00;3750,00;4950,00;4270,00;1740,00;2770,00;4270,00;2770,00;2770,00;4910,00;1178,40;25163,75;11358,90;14921,70;4725,00;4725,00;21441,60;11950,00;6705,00;12373,50;19174,45;19730,05;18284,70;19863,60;18060,10;19638,65;16907,55;16685,45;13431,35;15464,75;17459,90;-;16420,60;12068,15;15248,65;13214,50;10269,50;11642,05;16248,05;-;-;478554,90"
"""313060 INCONFIDENTES"";-;-;-;-;-;1134,50;1134,50;1134,50;1077,85;1134,50;1134,50;-;-;1004,50;1088,15;944,50;993,30;679,35;1034,50;987,85;1134,50;1134,50;804,50;1134,50;1134,50;1134,50;1124,50;980,00;964,50;578,45;1114,50;1124,50;1014,90;3009,75;1775,75;1707,05;1576,15;1953,40;1462,70;3018,20;1570,50;1133,95;3377,34;6184,59;4595,80;5042,03;5703,42;8636,85;6127,51;9152,22;13014,47;4819,91;11229,28;-;121951,72"
"""313065 INDAIABIRA"";-;-;-;-;-;6501,36;6466,77;6661,36;11161,36;13966,77;12661,36;10711,36;11011,36;11116,77;11116,77;11311,36;12166,77;11866,77;12661,36;12201,36;11866,77;17860,77;12406,36;12061,77;12996,36;12316,77;12316,77;15691,77;14761,36;17911,36;26888,86;25082,37;23085,27;24295,06;24662,97;18166,77;29167,21;30266,56;27501,96;20710,36;18825,96;21377,07;16591,77;18201,36;22151,97;15691,77;18586,36;26158,96;17389,56;14239,56;17756,27;21581,27;17756,27;-;797908,46"
"""313070 INDIANOPOLIS"";-;-;-;-;-;6729,11;7633,12;6927,61;7948,10;7827,98;8127,06;7829,30;7723,46;7352,91;7999,93;6775,87;7442,22;6575,37;9317,47;11648,47;17501,95;7875,89;9037,50;17093,78;8249,20;18093,26;16086,20;18765,37;16629,93;26819,71;29672,22;31391,77;35744,90;46058,09;55499,21;56020,38;47657,12;48891,17;38145,45;61152,24;50412,95;57902,09;57988,36;51657,64;57395,62;40600,80;53989,97;67265,70;63857,48;73682,60;66472,19;55879,61;-;-;1421348,33"
"""313080 INGAI"";-;-;-;-;-;571,62;1278,73;1278,16;-;1278,39;1278,59;1279,31;1278,24;1278,42;1279,51;1279,21;1279,10;671,39;1279,06;1279,17;1279,70;1279,63;1279,57;1278,97;1279,28;1278,49;1278,49;1279,46;1278,21;1014,96;1278,78;1279,67;2425,12;3113,90;2668,66;3718,73;3324,79;3264,29;1931,40;3121,85;3063,27;2077,91;2118,96;2751,29;2111,83;2898,30;330,00;500,00;2017,28;2980,51;2559,66;-;1884,94;879,64;81416,44"
"""313090 INHAPIM"";-;-;56,83;870,07;5422,25;78448,27;66078,39;52232,69;67478,85;86233,77;78718,72;78056,75;86088,92;83682,51;91853,61;79570,51;87161,46;93991,77;80053,40;104142,57;92495,97;93722,38;92546,79;72256,72;94935,00;84858,12;89107,91;122416,01;238872,36;114545,04;185150,38;216066,16;152084,83;153573,11;179620,19;126391,07;128472,65;120509,58;120743,17;157180,29;106700,53;109061,79;120213,72;127839,39;112436,52;130579,93;113293,64;147536,07;150576,50;150912,76;150515,05;136765,87;142987,86;-;5555108,70"
"""313100 INHAUMA"";-;-;-;-;-;6960,37;6959,10;6959,23;6957,80;6957,33;6959,18;6958,60;6959,49;6959,04;6958,95;6959,93;6729,10;7599,30;6979,59;6926,41;7798,52;7215,70;6580,97;8068,98;7940,76;7818,97;8002,37;7699,23;8989,31;1999,11;1625,15;10010,87;11081,68;18304,11;20647,39;23277,11;24927,82;21562,22;25736,42;21987,04;8430,95;20345,05;21974,86;24990,41;16194,86;29950,05;33775,06;33003,60;30809,79;34041,01;22784,95;13815,73;12296,96;21291,64;679762,07"
"""313110 INIMUTABA"";-;-;-;-;-;6118,44;6118,20;6117,41;6117,46;6117,37;6117,83;6118,03;6118,63;6117,19;6117,94;6117,85;6118,72;7553,68;15745,66;17794,31;15749,12;18094,78;12488,30;15141,70;16240,41;18417,44;19838,09;18531,47;16843,93;15890,91;15452,71;21388,66;38279,12;37282,36;35345,16;42794,52;43949,07;31893,26;43770,20;29479,35;21984,53;30560,53;29930,52;23558,83;3231,23;10029,80;7044,40;3781,30;1422,87;20749,37;-;-;-;-;773672,66"
"""313115 IPABA"";-;-;-;-;-;47018,51;33182,78;43723,56;41499,92;43763,02;52303,83;54653,00;54050,51;51263,76;54716,72;52218,60;50337,12;70767,58;48137,62;89211,80;77474,70;73451,38;65855,44;61562,31;60048,49;75007,38;87450,18;87956,76;73283,38;101246,48;125069,39;118852,98;110590,24;99381,92;98687,77;105815,79;105569,80;106309,36;118622,21;99630,65;121047,45;96951,49;95117,70;107258,22;131618,18;133060,76;135821,23;121088,01;124105,10;141742,73;161569,82;125167,22;151034,56;128126,88;4412424,29"
"""313120 IPANEMA"";-;-;-;-;-;38420,21;39491,13;36704,67;39034,76;37456,73;37273,74;38300,28;41145,57;27074,11;40028,31;40972,93;39444,44;42408,76;42842,22;43636,23;79386,56;83419,88;80190,55;68220,96;89091,57;95526,43;98759,87;102740,58;138032,23;102526,37;101149,62;105805,66;111008,70;112546,78;113435,81;113684,86;121282,43;150113,16;120984,93;121968,47;123660,95;125731,93;120225,08;128307,88;197041,40;144534,85;180018,63;198970,06;197546,89;202913,99;201118,48;180135,78;169061,41;211929,90;5075306,74"
"""313130 IPATINGA"";-;-;474,12;49848,75;575793,59;4391601,47;4290399,51;5034969,30;4820909,51;5049434,03;4821643,88;4653619,74;4991773,06;4796957,83;5140825,39;4854353,16;5155574,61;4994934,72;4786529,23;5405168,31;4730291,18;5419575,55;5416723,58;5099261,15;5667482,02;5174724,59;5056736,57;5045249,06;5008645,44;5206036,74;5436204,63;5140089,19;6390634,98;5510471,59;5527511,75;5649659,96;5549584,48;6342009,94;6024028,30;5446717,20;4947704,89;5322068,76;5597614,08;5362558,53;6188107,94;5598869,51;5364658,48;6479235,25;5768807,81;5892843,57;6492094,94;5444327,56;5442303,44;-;256557642,87"
"""313140 IPIACU"";-;-;-;-;-;4920,64;4926,53;4920,38;4925,23;4926,53;4915,53;4870,49;7893,01;7932,68;7926,53;8232,42;7332,42;4929,82;4925,49;7814,25;7572,44;6673,65;6424,45;6686,84;5078,25;4960,55;4991,35;5266,68;4717,50;6649,44;-;8186,60;10587,39;3568,09;2148,79;2395,84;6005,04;3101,23;20493,80;15573,24;15655,63;19093,58;19171,94;19370,18;21453,08;20680,48;20084,82;21803,09;25517,42;26064,55;27180,09;22177,78;20996,98;21199,48;522922,22"
"""313150 IPUIUNA"";-;-;-;-;-;41320,90;33783,55;55276,32;56424,19;47033,40;40223,96;43977,01;48754,91;41785,49;51846,99;51864,44;46425,09;50579,50;45181,34;57012,11;56079,70;55748,25;53270,02;52538,72;63501,45;58753,45;58175,55;57700,26;36918,80;59347,29;60864,19;56045,33;63276,20;63308,40;59617,89;59619,76;51002,24;63425,08;67560,44;70389,06;53189,83;63743,92;86601,47;79148,28;91490,67;75097,67;84881,94;87279,63;85564,86;89864,10;87212,07;86170,87;69132,89;70346,36;2988355,84"
"""313160 IRAI DE MINAS"";-;-;-;-;-;20120,09;18862,42;19174,48;14586,81;22484,24;27219,80;12906,18;27479,35;19957,47;17715,10;16222,13;15450,95;31601,71;29828,55;34107,21;32471,06;33906,83;25807,01;19161,55;18059,52;22022,44;30026,68;30836,12;29398,16;21217,61;14391,17;14889,34;6180,11;6123,06;5962,61;5997,95;15477,77;15217,43;1745,33;10416,33;9656,52;9494,74;12211,92;16624,68;22657,56;17861,87;28891,29;23352,31;24992,70;27487,98;26987,19;10534,68;24414,52;-;942192,53"
"""313170 ITABIRA"";-;-;16,30;694,39;8789,45;1804120,95;1745440,01;1865400,21;1846380,98;1937447,02;1952856,80;1964890,45;1978727,24;2211902,07;1916432,03;2190280,35;2017603,82;2109618,73;1994518,36;2095238,58;2034518,98;2224980,85;2109225,66;2098731,65;2475895,21;2409515,06;2342877,53;2317082,58;2240618,84;2448756,26;2360293,28;2429990,89;2674049,52;2571899,98;2699252,08;2670216,67;2643431,00;2618617,96;2447422,31;2364417,03;2745591,05;2458882,66;2480065,44;2572483,99;2505117,25;2438803,98;2535376,86;2735527,96;2757040,20;2964802,99;2859168,61;2879665,49;2912143,86;2832742,12;115499563,54"
"""313180 ITABIRINHA"";-;-;-;-;-;17281,21;17074,12;6717,54;6804,44;6063,63;18423,30;24516,91;24591,16;17140,32;18273,16;18470,47;16178,02;16554,23;21890,08;32565,83;44691,50;57889,07;49117,22;44788,95;62078,54;42870,21;60705,98;48031,62;50955,89;176970,12;70148,46;64350,50;57875,53;57256,74;61399,40;57220,98;61574,87;55903,28;63408,76;59488,22;56336,33;57812,62;132931,65;55783,46;241462,54;73860,88;308425,81;70686,37;70222,46;79046,11;175710,24;84400,39;78019,57;52514,44;3046483,13"
"""313190 ITABIRITO"";-;-;-;-;-;282227,60;227033,10;290332,12;258285,54;299414,78;305723,54;291080,55;314104,22;344837,27;274623,28;312828,51;322656,61;360144,46;286006,98;510120,66;373625,63;487624,76;486692,04;470635,72;328654,01;449281,89;610317,18;456518,58;467318,51;325796,49;432032,41;516723,22;494678,78;550994,29;477350,37;605614,85;523094,22;526610,17;630225,86;492924,07;472704,54;311061,52;373620,08;458237,36;415265,50;433186,14;355804,47;324808,79;281310,64;333642,40;340621,74;373549,57;337141,44;296363,28;19493449,74"
"""313200 ITACAMBIRA"";-;-;-;-;-;6874,34;7023,89;8826,86;11585,94;12874,39;12424,09;12424,15;13174,34;12124,18;12274,15;8974,28;11224,15;11524,37;9124,28;13142,08;12007,51;10312,60;10112,96;9312,19;9494,25;10334,24;10148,13;9022,26;10677,22;8285,84;11422,49;12036,10;11648,00;11927,65;12680,86;11593,47;13342,83;12739,33;12784,12;12397,64;11618,05;9261,81;9708,32;12534,97;11984,91;12897,53;13364,20;12536,85;12098,52;12838,35;12825,97;10955,04;10659,01;4106,98;543265,69"
"""313210 ITACARAMBI"";-;-;-;-;-;69560,26;66443,46;93687,98;71992,41;74949,58;82851,16;84605,59;88777,19;113854,26;99030,41;126663,84;129620,80;145087,81;125041,05;130543,84;121532,54;139218,34;127105,80;126844,56;133461,11;121984,37;126611,81;153757,37;130001,25;131166,38;137856,85;207294,56;217409,27;222570,66;224385,64;166650,95;204324,21;193975,57;219629,91;169892,78;109651,45;104666,59;88126,84;140416,00;215917,20;184933,44;172666,72;181350,05;172170,38;178626,35;142238,87;122827,22;100375,00;110019,12;6802368,80"
"""313220 ITAGUARA"";-;-;-;1309,43;8640,96;24698,22;25581,31;24931,95;25470,58;25011,11;15419,56;15441,73;15876,81;15023,41;26667,78;19148,28;17940,29;15238,39;15150,56;34747,24;24483,44;24012,20;33591,86;10968,71;22472,35;19966,06;1031,16;32517,97;53957,02;44774,61;25091,95;48274,16;39022,26;31679,58;30347,86;34264,34;45705,99;31082,21;45153,43;42970,99;33767,07;40123,48;36052,55;43608,90;38956,73;39652,09;37996,83;37915,85;95408,78;91136,84;98777,74;100338,76;94566,25;68159,65;1824127,28"
"""313230 ITAIPE"";-;-;-;-;-;11751,42;10856,86;11316,66;11276,88;10951,11;10838,93;11586,11;7787,66;10617,17;11087,65;10959,19;10803,25;7786,67;10479,49;11081,45;11256,23;10745,95;10971,16;11288,55;10569,63;11552,99;11332,59;10940,80;10454,41;13652,12;-;-;13292,44;14339,56;13178,03;13561,77;13424,28;16771,01;14302,33;14942,96;8519,25;13417,48;21755,74;19224,50;20677,52;17474,23;16590,79;16815,64;16472,39;9313,29;10587,17;8810,60;15357,46;17944,78;598718,15"
"""313240 ITAJUBA"";-;-;-;45,00;2986,84;840363,28;910076,09;991349,32;966814,12;1054010,25;1072738,74;1171342,67;1162674,76;1208899,60;1156621,27;1271571,21;982573,66;1128124,57;1103142,44;1236680,98;1291905,48;1281294,30;1270828,34;1273967,83;1367630,30;1369777,11;1467222,54;1485177,27;1375283,80;1473860,46;1448918,40;1443750,25;1495272,19;1613150,83;1389039,75;1433434,98;1499012,27;1475074,11;1483901,83;1546441,20;1375786,80;1284896,53;1320861,45;1303822,28;1464913,62;1356533,69;1338533,24;1376630,81;1414046,46;1473609,07;1598545,22;1886020,68;1547962,81;1510380,47;64997501,17"
"""313250 ITAMARANDIBA"";-;-;-;-;-;66728,38;87296,80;91598,56;97247,34;92437,57;91969,50;92875,25;113825,73;118565,98;116547,44;115504,68;118248,29;132395,41;133588,48;133031,64;123340,90;187834,40;172205,53;158970,02;158856,22;131426,91;147569,61;146306,32;142762,42;69591,65;158982,31;177914,09;183742,92;302152,59;257769,20;264439,25;264669,24;287260,75;240583,14;221619,80;203432,39;272199,30;235400,95;242162,98;251968,12;280332,89;243838,25;237254,77;285719,91;263641,70;335295,92;325982,42;216388,39;216701,64;9010177,95"
"""313260 ITAMARATI DE MINAS"";-;-;-;-;-;990,00;970,00;990,00;990,00;990,00;990,00;830,00;990,00;800,00;990,00;990,00;990,00;910,00;750,00;990,00;900,00;990,00;990,00;990,00;990,00;990,00;990,00;2405,70;1356,30;2232,45;3821,40;2643,30;-;-;-;8557,95;8707,90;9381,90;10531,85;7226,05;4541,90;5047,40;7442,05;5567,50;6179,05;7847,25;7789,15;9394,35;8360,25;7877,85;10291,05;7345,80;7914,60;7991,20;181454,20"
"""313270 ITAMBACURI"";-;-;-;-;-;105840,73;71281,74;85190,72;84466,30;93935,46;112089,07;90761,24;79374,86;96078,43;89390,06;92500,73;78270,69;83144,05;83515,37;101364,10;94935,81;113670,16;108378,44;102476,69;96940,73;98542,60;99474,11;110205,58;98397,74;76256,86;94014,34;126973,55;108720,71;115196,65;115098,07;102048,71;107185,01;110091,99;95067,04;77241,68;80850,30;87283,33;95116,98;124861,04;98391,18;103495,20;77460,92;75561,73;113479,75;128582,41;101539,98;163898,28;198810,61;192882,09;5040333,82"
"""313280 ITAMBE DO MATO DENTRO"";-;-;-;-;-;1622,53;1622,30;1622,91;1622,65;1622,36;1622,70;1606,99;1704,81;1622,93;1622,37;-;1623,21;1630,44;1625,99;7522,70;6410,60;-;7731,40;7614,40;7682,20;7106,70;16429,50;13512,60;15397,60;19107,30;17600,50;19852,60;10088,90;14351,10;10593,10;10286,80;8737,90;8345,20;7090,50;6069,50;5649,20;7097,78;9403,20;6341,80;8508,60;9336,10;8901,45;13614,20;16682,70;15738,30;19418,90;19865,30;17992,90;19766,60;421020,32"
"""313290 ITAMOGI"";-;-;-;150,00;-;19322,44;27669,37;20182,51;20174,53;20849,97;20895,99;22293,11;23966,21;18293,90;18702,70;16386,18;16534,30;21624,83;21508,89;27686,67;21186,54;26390,97;31784,86;66407,25;61371,85;92568,53;92142,55;105042,82;-;66031,64;130054,45;131488,21;144448,20;144645,57;134186,28;115994,03;91328,90;136816,15;104974,41;92034,66;90004,45;114158,23;169094,76;139664,28;145601,12;136566,31;119561,33;148790,61;114613,60;143350,81;122984,94;117480,69;100640,08;-;3767650,68"
"""313300 ITAMONTE"";-;-;-;10,00;225,16;30721,45;21309,88;25705,35;21311,42;29091,31;28952,93;38394,00;24796,09;23131,03;23854,03;23289,56;22730,49;28810,44;26507,98;26837,66;72333,78;76595,57;53218,54;59691,34;62771,01;55050,85;65787,10;70377,78;141539,37;40581,54;32477,42;47708,66;25281,40;74278,40;41758,01;53527,05;45932,32;53303,97;62641,08;47949,69;20154,01;23891,73;16130,55;33271,01;71908,76;53599,33;50984,56;56908,00;99431,85;79540,01;71639,59;36816,56;48973,51;28493,19;2270226,32"
"""313310 ITANHANDU"";-;-;-;-;-;565832,09;644343,59;742522,39;655902,89;820537,38;806797,57;920178,26;953659,31;897424,55;934935,18;1043918,61;768222,94;1007412,64;901836,95;980647,45;925804,15;1048185,36;982971,54;967173,54;1072893,56;960142,97;1063866,48;1102955,14;773457,29;992234,32;875248,99;995975,78;1080632,82;1095566,14;1049394,39;1167864,40;1243016,45;1116185,61;1237642,79;1161040,32;852484,92;1127813,26;1104834,66;1051611,70;1151078,93;1179708,10;1115424,46;1236485,39;1223039,77;1318153,83;1222962,35;1097436,79;973318,87;1229829,56;49440606,43"
"""313320 ITANHOMI"";-;-;-;-;-;15299,17;15299,52;15300,36;9261,28;15299,32;15311,72;15314,44;15309,54;15307,51;15149,25;15142,48;15141,54;15077,12;15085,51;15086,49;15081,43;15081,51;15081,66;15081,64;15083,50;15085,30;15158,47;15100,08;15115,27;15167,56;15121,82;15131,18;17737,30;17742,68;15527,77;16542,61;16563,48;16598,13;16600,57;15526,32;16742,99;17760,83;13921,64;17812,84;18066,25;207547,30;-;22143,94;95554,81;24699,63;25541,24;25530,80;27484,06;21668,51;1070988,37"
"""313330 ITAOBIM"";-;-;-;-;-;605820,39;559060,71;638095,96;602921,56;589901,87;620092,54;640297,17;631371,38;647314,08;634926,11;710613,49;671535,31;606388,94;579590,03;608839,39;618503,19;813060,47;660380,85;693280,69;721465,57;721561,40;767268,83;690593,06;685674,26;752014,56;673039,89;729955,30;732720,72;718751,44;770647,91;867801,15;864932,03;818739,73;969665,92;808964,91;714875,34;719670,22;676931,08;717133,71;783072,80;790158,03;717647,78;804537,30;958613,26;728906,01;1126690,70;857288,30;955529,17;708920,72;35685765,23"
"""313340 ITAPAGIPE"";-;-;-;-;-;51775,70;41156,96;44532,47;44784,14;42389,72;40339,73;19164,36;22487,25;38609,50;48209,41;49942,49;51059,68;48854,08;46981,63;74037,28;61966,82;82268,10;70513,57;81067,92;78660,08;66578,71;75926,28;62592,79;61509,83;76236,30;77769,40;88986,82;133115,15;115022,03;110373,75;125408,97;117375,78;126547,14;117272,04;106220,97;111414,69;120258,15;118949,64;127207,11;109864,20;115811,89;106269,73;114118,57;113695,81;113572,36;112592,71;91770,81;94936,79;101093,93;4051293,24"
"""313350 ITAPECERICA"";-;-;-;-;-;65229,55;25173,84;25287,06;25478,15;25420,21;25419,75;25421,38;25420,84;25422,14;25417,92;25421,85;25354,66;25421,97;26207,56;27088,56;26295,59;32096,78;31058,79;64002,89;66573,70;99151,06;62468,67;68504,74;70283,24;180524,24;22,04;79694,71;75002,31;71425,15;78022,81;122718,97;67134,67;35420,36;36900,00;66119,66;51620,37;171386,55;70288,00;210653,44;192448,18;136159,39;146994,79;174633,44;180324,36;207879,84;173651,42;174694,26;166531,33;199280,85;4013152,04"
"""313360 ITAPEVA"";-;-;-;-;-;6134,56;6160,92;6966,87;6966,64;4497,84;6689,33;6967,09;6965,91;-;6483,55;6468,78;6668,27;836,55;876,15;935,55;311,85;425,70;3113,55;11642,70;43223,75;68806,07;61576,62;53381,91;38675,66;40906,42;68504,72;79591,20;100146,38;80489,55;72024,89;59581,30;51616,42;63296,17;49282,66;49093,45;40627,89;49787,48;44948,18;54718,54;51269,18;59027,80;58437,33;57390,14;51133,53;58615,17;60017,33;58083,96;51979,70;49078,91;1814424,12"
"""313370 ITATIAIUCU"";-;-;-;-;-;5374,44;5374,08;5374,17;4605,71;4605,69;4615,23;4605,97;4605,10;4605,20;6905,96;6905,60;6905,36;6905,59;6886,45;6905,41;6905,24;6905,87;6905,38;11177,12;8657,90;8826,11;6415,64;6551,36;6536,77;6905,72;6905,70;6916,58;164754,14;153629,85;138387,09;131784,89;137888,26;155071,00;142274,44;141320,20;124812,42;149069,82;149436,24;137218,30;154270,93;163020,57;143064,08;170408,44;140481,43;176448,99;139710,76;157652,64;156116,76;154179,56;3455790,16"
"""313375 ITAU DE MINAS"";-;-;-;-;-;18801,51;18546,78;19251,54;19152,60;21613,52;20651,88;21655,30;22046,17;20151,25;19853,79;19818,46;16205,52;43209,41;48605,30;53997,70;66032,21;75325,09;59176,07;36737,59;36522,32;34172,27;31836,42;34995,61;36623,59;38640,78;36639,00;35396,29;93140,89;84571,50;82676,40;98996,66;90375,59;81393,22;87703,04;95319,55;79155,31;84759,85;76708,05;84240,91;91304,95;91225,98;88249,64;90859,30;84274,79;94121,00;95684,04;82251,95;87220,07;81344,48;2831235,14"
"""313380 ITAUNA"";-;-;-;-;-;661003,10;647182,55;721085,67;740500,24;763980,55;778707,92;789939,96;824817,98;825357,51;771601,16;755511,87;803886,81;820115,15;754943,46;949188,16;863177,48;909941,88;815026,65;843580,12;863905,50;896115,19;912025,64;971506,89;895565,87;983131,00;834587,69;992111,75;1054261,08;1163584,15;1114325,93;1055877,33;1084728,30;1082538,71;1078699,50;1077954,45;1068872,04;1133655,53;1197342,97;1177973,80;1101580,86;1201648,59;1173272,59;1178979,00;1176681,01;1230713,28;1287506,54;1260910,81;1293874,83;1291516,37;47874995,42"
