"""Munic¡pio"";""2021/Ago"";""2021/Set"";""2021/Out"";""2021/Nov"";""2021/Dez"";""2022/Jan"";""2022/Fev"";""2022/Mar"";""2022/Abr"";""2022/Mai"";""2022/Jun"";""2022/Jul"";""2022/Ago"";""2022/Set"";""2022/Out"";""2022/Nov"";""2022/Dez"";""2023/Jan"";""2023/Fev"";""2023/Mar"";""2023/Abr"";""2023/Mai"";""2023/Jun"";""2023/Jul"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""170770 FILADELFIA"";-;-;-;-;-;7275,60;6489,99;6461,32;3150,00;6339,72;6475,00;6488,10;6401,44;6405,81;6604,32;3150,00;6243,29;4304,70;10732,13;9889,75;9777,52;9677,13;6433,78;6492,80;10016,09;6555,39;6485,96;6730,45;14381,58;8087,34;19224,31;21986,59;13974,93;24079,36;23883,21;19478,06;19878,58;20609,95;23740,18;19021,67;13710,54;14110,27;17017,86;17356,08;17917,20;14884,80;15324,84;17019,88;19176,79;18234,48;17976,68;17482,66;17409,95;17232,83;621780,91"
"""170820 FORMOSO DO ARAGUAIA"";-;-;-;-;-;32155,52;39345,11;38617,39;50242,83;62651,86;58876,95;56883,04;57333,14;55474,58;55055,39;54423,90;64941,91;48215,66;88936,11;55141,56;56266,70;63800,00;67933,72;45044,80;62710,95;75439,10;56504,35;82335,36;82876,64;94949,48;80310,29;91574,68;101362,44;82920,91;77210,05;84008,47;99060,62;117041,07;95092,86;105482,33;84821,00;99133,05;100365,92;169176,13;112312,32;105997,14;83931,17;69386,90;82985,77;94668,34;99824,93;90552,57;86710,54;17623,94;3737709,49"
"""170825 TABOCAO"";-;-;8,00;6,00;6,00;6362,95;12257,35;14358,30;7564,90;12613,15;4862,21;15283,35;13135,44;8066,38;7755,47;5972,70;3403,03;-;-;2874,10;2253,30;2752,25;-;6821,64;9400,59;6224,22;7959,69;8178,13;3728,40;9378,33;3067,05;5442,10;5270,80;11092,44;10860,90;8492,84;11872,65;7415,88;7147,80;2,00;5892,34;1,00;6911,20;5657,85;8437,21;8163,62;7723,86;9693,46;11957,87;11359,36;12580,36;9106,60;4683,54;12655,07;356713,68"
"""170830 GOIANORTE"";-;-;-;-;-;9348,53;6487,24;6710,46;10721,13;7231,36;3321,35;3737,21;362,79;955,16;4723,24;6758,64;5597,04;4249,88;5652,24;4865,58;-;-;6064,37;4975,64;4262,45;759,66;3728,34;2038,75;2290,22;4339,90;4231,50;5093,60;5806,30;4539,20;7162,80;7828,40;9048,90;7406,30;7941,98;7914,95;8071,50;7005,25;7254,28;6593,79;8598,76;11630,05;9801,90;9145,03;14021,59;16515,58;18477,18;18144,73;16288,52;17311,45;345014,72"
"""170900 GOIATINS"";-;-;-;-;-;-;1921,66;5934,34;421,67;17757,66;11928,17;9153,33;-;-;-;15031,68;11747,46;10144,12;9640,50;13143,94;12617,29;10798,33;10424,18;11749,47;13879,20;13579,70;13778,84;15716,93;18787,18;23835,74;-;22438,18;23533,50;21605,12;22851,79;26450,56;25517,44;27185,58;27990,33;41487,44;26271,74;27994,42;26709,52;15600,53;23330,47;12665,61;13953,39;13901,45;19633,57;22083,38;21985,38;24380,76;26244,85;19240,45;785046,85"
"""170930 GUARAI"";-;-;-;-;-;127505,25;104277,49;123808,73;138865,77;95204,84;167803,05;114244,86;131530,73;123896,54;129458,28;140161,66;143035,38;137358,44;145503,51;171663,97;147310,21;152529,77;143397,09;144609,46;139866,93;157622,27;135079,81;117592,66;122256,26;66486,44;81282,19;119336,66;128717,22;121840,56;131343,72;128019,51;150324,82;169581,25;123218,10;160705,21;142617,43;122846,58;141366,69;125580,62;119647,62;143147,56;133823,10;95759,16;109699,12;124960,48;91813,38;96621,00;77164,65;88758,77;6249244,80"
"""170950 GURUPI"";-;-;-;3213,81;-;720299,70;856723,35;967518,32;973624,01;989284,11;1055141,33;783340,11;1057918,67;1063873,86;866190,35;842400,00;894019,19;881161,89;832475,50;1032309,91;934524,60;908414,44;886716,04;797167,80;853603,17;862476,01;886229,20;905794,15;891954,72;896786,65;916982,27;969465,72;971569,84;965161,85;913899,46;866399,25;1025017,37;1044149,44;1001622,54;1019291,99;1024831,87;1025835,06;1021657,47;1080964,23;1110661,46;1183075,88;1062692,45;1078818,76;1105804,16;1298725,60;1090454,81;1098903,78;1090060,90;1192283,18;47801490,23"
"""170980 IPUEIRAS"";-;-;-;-;-;257,40;-;257,40;-;-;3150,00;9565,80;3427,20;3407,40;3546,00;4195,44;6676,17;640,17;4333,95;958,14;4672,11;3466,26;3467,25;3450,87;2882,64;3299,25;3287,01;3502,98;3611,43;5211,27;5270,67;5233,95;-;5231,43;4983,39;333,63;5034,06;300,87;533,88;5146,38;445,32;4782,24;291,42;285,48;6372,45;163,80;743,85;7769,79;761,85;7764,66;469,98;6084,90;872,82;744,57;146887,53"
"""171050 ITACAJA"";-;-;-;-;-;4,00;9,00;9,00;-;-;-;-;-;-;13730,07;17176,69;13259,22;4721,18;7893,97;8418,53;5362,43;8895,96;12033,57;10476,72;38364,32;22575,10;37250,92;23185,85;20595,96;20368,94;24788,47;18367,52;28280,51;21691,45;22635,07;23183,34;21446,40;34486,90;37625,22;16357,42;15424,50;13770,48;16357,42;12386,41;-;-;-;-;-;-;-;-;-;-;571132,54"
"""171070 ITAGUATINS"";-;-;-;-;-;131,35;112,85;172,05;3322,05;441,20;-;140,60;234,95;6946,00;3150,00;4334,30;3973,20;2374,90;1950,00;3000,00;576,95;4001,25;704,55;2545,80;3954,65;3673,75;3505,50;4289,60;3731,20;3,00;7,00;1244,40;5141,50;-;-;4939,75;197,70;156,90;133,90;-;-;4050,00;4950,00;-;3380,00;4500,00;3154,00;44667,68;16634,92;5136,00;3671,40;6507,00;-;-;165741,85"
"""171090 ITAPIRATINS"";-;-;-;-;-;6460,11;7201,16;6811,60;6143,16;6514,55;5110,54;5141,39;7009,32;6472,57;6169,83;6304,90;6385,75;6372,26;6969,83;6906,86;6422,97;6754,45;6909,98;5933,87;7204,80;5989,28;5239,26;6354,25;5652,29;6794,18;7733,39;8415,76;7927,50;8112,11;7358,97;8218,76;8258,18;9503,14;8781,41;8261,38;8192,28;8609,47;8257,43;8678,07;8679,97;6507,76;8403,96;8733,08;9043,46;9534,00;7643,44;8031,87;6389,24;7237,32;355741,11"
"""171110 ITAPORA DO TOCANTINS"";-;-;-;-;-;1034,95;994,65;1720,80;1280,45;2051,58;1987,17;2142,87;8,00;1637,60;1646,60;1697,95;1752,30;1190,55;1856,30;2463,09;1832,27;2942,99;2929,57;1521,39;1482,96;1679,44;1434,48;1919,20;3308,10;1897,23;2091,30;3049,53;3616,33;2874,60;2944,95;2313,63;2606,26;2936,95;3078,12;2978,79;2988,36;1983,67;2868,26;3924,87;3993,83;4145,01;4221,35;4584,65;10135,49;11859,73;21733,86;20456,07;12730,40;13042,71;191571,21"
"""171150 JAU DO TOCANTINS"";-;-;-;-;-;5003,47;2650,57;6933,80;6673,80;5626,54;6068,02;7113,52;6785,87;5267,38;8155,54;10002,38;7833,44;8861,78;7994,04;9006,69;3525,90;8493,22;5500,90;3970,11;3605,57;5887,15;6058,45;4712,22;5245,77;4313,13;10791,24;9377,93;10431,39;6247,57;11860,67;14354,35;12198,38;19506,75;9807,59;12154,38;8772,22;11977,60;8785,72;6073,20;10407,80;22493,40;17844,80;14957,35;-;-;-;-;-;-;373331,60"
"""171180 JUARINA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13275,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;432,00;612,90;14319,90"
"""171190 LAGOA DA CONFUSAO"";-;-;-;-;-;5739,57;2360,56;-;5633,55;5970,38;4040,00;3660,00;5677,54;7549,69;7744,30;7287,14;6789,54;5935,18;5968,45;5888,43;6120,45;6335,45;6755,19;6228,82;6685,87;6364,79;8155,30;4816,26;16637,72;8994,82;16444,22;14485,02;17022,56;17791,95;19017,68;15522,00;15259,59;16045,30;15370,89;15558,92;9175,48;12437,27;12844,54;13269,06;25386,10;21817,63;22499,32;21278,30;22191,42;10356,00;24810,40;-;-;-;515922,65"
"""171195 LAGOA DO TOCANTINS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13500,00;-;-;-;921,00;-;-;-;-;-;-;-;7875,00;6975,00;6300,00;5175,00;3389,00;3398,00;8552,00;5175,00;6750,00;-;68010,00"
"""171200 LAJEADO"";-;-;-;-;-;-;3372,39;4209,24;5995,92;17109,29;9483,41;8320,37;8722,90;14052,32;8542,60;16889,89;12055,85;14587,96;16674,25;11286,61;12065,57;13838,06;11565,01;4863,50;5869,02;2617,03;4428,24;7597,31;7042,86;2194,54;2735,36;2631,15;4513,98;2260,20;3193,29;6977,03;5796,90;5734,03;5560,42;979,65;-;-;-;-;-;103,00;12150,00;415,80;-;59,40;5400,00;4275,00;9534,15;8550,00;304253,50"
"""171215 LAVANDEIRA"";-;-;-;-;-;769,46;574,45;2158,09;4358,57;8078,76;4120,27;9278,60;3456,56;13009,76;6820,58;14574,78;6706,12;3127,11;3161,70;11128,29;5182,02;4389,75;5259,44;3862,33;6720,07;2667,22;3218,70;9862,98;3149,48;2989,30;3846,78;2895,99;4314,69;9344,24;5072,81;5256,74;2344,40;11809,47;8657,93;2693,13;2218,25;1890,90;2917,48;6122,17;4744,28;2435,22;3468,97;2653,19;4218,37;8910,39;11114,94;9828,92;9079,79;-;264463,44"
"""171240 LIZARDA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;506,00;225,75;452,50;373,25;595,00;179,29;470,25;626,75;559,50;315,00;389,25;-;-;-;-;-;-;-;4692,54"
"""171245 LUZINOPOLIS"";-;-;-;-;-;-;1800,00;2227,50;2281,50;2227,50;5377,50;3877,50;2977,50;4177,50;3277,50;5377,50;3727,50;5527,50;6127,50;4627,50;-;2227,50;5527,50;5677,50;5377,50;5377,50;2227,50;2227,50;6952,50;2227,50;-;-;-;-;-;-;-;-;-;3892,50;-;-;-;-;-;-;-;-;-;-;9246,60;9071,10;8682,30;9242,10;131568,60"
"""171250 MARIANOPOLIS DO TOCANTINS"";-;-;-;-;-;4062,20;7570,79;9502,67;5789,40;5286,00;5451,40;5432,05;3208,35;4742,40;5612,20;5367,25;11809,74;7276,12;11202,99;13563,49;9985,40;8594,60;4372,68;9376,84;7126,84;8093,55;10354,47;12075,11;13672,84;8975,68;6469,48;5076,81;6742,84;7763,49;57638,49;601,33;9071,94;11877,98;1281,86;1598,64;325,71;5,64;493,59;6,16;411,29;8,00;4502,00;4732,00;10295,56;12165,21;6627,40;6122,72;-;-;352323,20"
"""171270 MATEIROS"";-;-;-;-;-;6,00;5,00;6,00;791,60;713,75;12,00;6300,00;4354,00;4810,00;3758,00;3011,00;3305,00;3006,00;5,00;3457,00;3606,00;4956,00;5,00;3304,00;3320,00;3307,00;3000,00;3006,00;3,00;4506,00;4515,00;4506,00;4503,00;4507,00;-;1585,00;8,00;-;-;-;-;4731,00;5,00;4,00;4,00;10,00;3,00;-;-;-;-;-;-;-;86934,35"
"""171280 MAURILANDIA DO TOCANTINS"";-;-;-;-;-;-;-;-;-;-;-;-;1,00;-;2700,00;3805,00;3608,00;3458,00;3754,00;3784,00;3768,00;3305,00;3162,00;3310,00;2960,00;3009,00;3362,00;3358,00;5331,15;6316,95;6469,90;6298,90;7220,00;8709,55;7200,00;7203,00;7314,00;8103,00;7207,00;7659,00;7207,00;7655,00;7684,00;7448,00;7669,00;7657,00;8100,00;6789,00;8100,00;8100,00;7650,00;7650,00;7200,00;9971,10;241256,55"
"""171320 MIRACEMA DO TOCANTINS"";-;-;-;-;-;193101,05;156917,76;163054,56;170866,36;180648,73;161480,04;158660,54;150638,16;164963,55;165864,60;151938,85;165344,31;152218,09;131844,80;180411,40;208131,80;209918,65;209847,66;165987,67;172691,53;144695,80;160909,03;163988,38;140089,04;123658,16;115603,24;132259,40;162433,24;153061,54;125580,76;124458,62;138224,90;138253,80;141608,12;135595,69;129626,43;144216,02;133656,67;149589,97;162108,50;212353,31;141150,34;131350,78;141922,19;136893,49;135217,49;131971,20;138272,48;137522,56;7540801,26"
"""171330 MIRANORTE"";-;-;-;-;-;27041,56;53185,34;40871,23;43877,28;56856,74;46405,05;65455,03;56123,91;50704,34;49668,95;71553,54;64502,62;42948,05;64939,02;37072,65;51244,80;18352,27;41654,40;36185,87;59147,45;79032,84;62441,66;51761,48;48697,02;43434,71;47257,38;49682,93;52333,42;61215,05;47727,29;66660,39;54607,55;50388,83;58654,83;62673,03;60827,80;64011,84;46745,94;41031,03;51888,16;44237,83;46623,12;44624,78;46094,22;11575,13;29121,75;18434,03;53759,40;34004,75;2407338,29"
"""171360 MONTE DO CARMO"";-;-;-;-;-;10241,40;10056,51;12075,17;12869,52;13604,72;3925,92;2655,86;6442,12;2606,39;5590,09;10163,33;9330,12;11019,03;12207,48;20806,45;10996,54;14165,08;10869,72;17764,28;14599,31;16030,25;13475,62;11835,08;13443,55;10715,82;17281,37;14774,39;26122,45;18432,73;12726,00;19982,13;17270,83;12939,27;13649,34;9654,70;9459,75;14051,69;13596,70;14443,26;12982,80;28265,17;26307,17;18117,68;25331,26;37102,46;24780,71;22885,04;19484,42;26409,88;733540,56"
"""171370 MONTE SANTO DO TOCANTINS"";-;-;-;-;-;5174,83;5591,53;2537,92;5850,32;5698,75;5859,99;5960,01;6382,99;8110,09;9530,66;10630,59;5386,66;7425,49;8796,50;12338,74;7891,21;11165,72;10245,46;3037,03;9143,00;7176,35;7794,14;9296,97;5078,74;8256,54;6473,94;5608,41;9473,12;7130,76;7138,04;9595,62;9176,28;7513,03;1316,70;6170,29;2286,60;693,00;2324,35;3657,35;3479,15;5286,65;4316,62;3126,67;5583,33;6427,28;7205,66;-;-;-;298343,08"
"""171380 PALMEIRAS DO TOCANTINS"";-;-;-;-;-;-;-;-;3300,00;4800,00;4200,00;5250,00;4350,00;5400,00;5550,00;3000,00;3300,00;-;-;16,98;1164,97;1472,28;6072,53;3603,38;11289,91;9705,62;-;8289,19;3809,44;9900,00;11534,43;12670,75;25247,57;26374,82;25599,55;13570,08;22106,37;13135,02;17601,21;13359,58;14192,53;12383,30;15524,92;11925,00;11925,00;10125,00;589,05;10704,90;11475,00;12269,70;10350,00;10575,00;10575,00;-;418288,08"
"""171395 MURICILANDIA"";-;-;-;-;-;-;-;-;-;-;-;-;287,10;881,10;5908,35;990,00;-;-;-;5521,20;3600,00;4650,00;5850,00;5400,00;3450,00;5100,00;3900,00;6600,00;-;-;-;-;-;-;6075,00;-;-;-;-;4500,00;-;5850,00;5400,00;-;4821,80;6259,60;6396,10;5814,90;1686,85;5228,35;5398,90;4772,10;4500,00;5798,20;124639,55"
"""171420 NATIVIDADE"";-;-;-;-;-;22207,28;-;30369,11;23558,52;19471,35;19338,09;25976,84;28152,22;16346,95;19055,88;36187,49;25507,96;23970,15;28951,73;35013,52;38794,46;18032,42;12322,75;37212,03;149382,56;30880,22;35637,10;43639,13;27522,90;30249,84;41745,98;45297,13;58975,72;31424,76;30482,31;33169,58;32792,77;30831,12;35055,85;40756,28;51178,09;56929,15;48726,12;53317,91;90466,18;77149,61;65176,11;62460,19;95124,06;82460,36;67819,23;57742,28;90943,51;73641,65;2131446,45"
"""171430 NAZARE"";-;-;-;-;-;3709,63;4509,19;4498,73;4903,59;4967,19;5405,07;4820,37;1461,89;5158,55;5227,55;5529,27;931,53;4956,56;4347,40;3750,00;779,53;1800,56;1791,53;1196,98;4276,58;4484,63;953,37;636,07;251,73;6422,10;6314,83;6352,14;1013,04;1724,29;1037,12;5625,00;7235,56;6884,39;6899,53;1426,39;1426,39;2,00;6482,43;6732,80;7822,06;7252,17;6861,65;6374,05;1011,96;1992,92;1754,36;1990,97;1245,72;7083,92;189315,29"
"""171488 NOVA OLINDA"";-;-;-;-;-;33693,23;32247,06;40532,22;40299,84;45110,69;45380,82;40375,89;38342,68;42733,50;43355,57;45688,99;43765,24;39086,67;35333,85;41618,18;46863,88;47046,50;47157,24;46439,43;44302,14;45350,88;44312,20;46748,58;48319,00;47045,49;45700,10;46832,75;51874,11;55516,08;53633,77;51601,10;52431,04;53237,39;52899,34;52066,29;54470,27;31876,83;62540,65;54633,37;52542,18;54467,44;50924,91;49510,52;47712,85;48790,36;61471,56;62005,68;62683,07;51494,63;2332066,06"
"""171500 NOVA ROSALANDIA"";-;-;-;-;-;3578,23;4175,45;5546,06;3953,54;5647,66;5460,00;4026,99;6283,54;5394,22;5796,85;8003,63;4744,40;5621,47;5422,85;5848,03;5987,17;5948,41;8980,75;7040,32;9467,93;8076,78;8624,59;11871,65;8054,42;5622,56;8664,23;13402,47;15537,53;14461,65;13594,00;12528,43;15770,04;13097,16;13016,95;17677,14;10476,47;4088,44;5194,68;11296,90;12303,27;11030,74;10962,17;6421,08;12765,70;12148,88;12006,21;10939,69;9594,77;10278,66;436434,76"
"""171510 NOVO ACORDO"";-;-;-;-;-;2100,00;2100,00;3150,00;-;3000,00;3450,00;3000,00;6000,00;6300,00;-;-;-;326,70;178,20;-;39,60;19,80;29,70;128,70;39,60;-;-;168,30;138,60;-;-;-;-;-;-;-;-;-;-;-;89,10;-;217,80;118,80;39,60;405,90;297,00;198,00;118,80;336,60;9594,00;4915,80;4896,00;-;51396,60"
"""171515 NOVO ALEGRE"";-;-;-;-;-;11074,65;14830,93;21863,43;13980,64;18011,66;12973,15;10570,89;17512,07;16531,44;19965,22;20502,36;17954,66;15391,79;20159,38;15092,60;17852,95;13475,70;12525,12;12818,31;12564,82;10300,81;18319,37;20129,11;15973,13;14052,09;11058,84;10415,89;21202,81;-;16712,68;11556,76;11868,66;16043,53;18005,85;22642,58;16281,52;14204,07;13830,32;14926,45;13188,91;6565,30;9065,80;6438,80;8484,15;9692,20;3813,75;10626,85;3596,95;7648,45;672297,40"
"""171525 NOVO JARDIM"";-;-;-;-;-;-;-;-;5400,00;5400,00;-;-;2100,00;5400,00;2100,00;-;-;5400,00;-;-;-;-;-;-;-;-;3207,60;5240,15;2059,20;-;-;-;-;-;-;-;-;-;-;-;-;212,85;-;207,90;207,90;2098,80;3375,95;3362,10;3895,65;22389,30;15477,30;14437,80;15163,20;15531,75;132667,45"
"""171550 OLIVEIRA DE FATIMA"";-;-;-;-;-;-;6,00;7,00;4208,00;3004,00;2122,00;4,00;3009,00;10,00;18,00;2879,00;-;323,89;482,34;642,79;484,67;-;3751,00;4353,00;3150,00;20,00;4560,00;4725,00;3,00;4728,00;2025,00;2,00;4500,00;3166,00;4725,00;11,00;7,00;-;53,00;21,00;4,00;1444,79;2414,89;2373,24;2912,92;2663,95;2793,94;1946,29;2381,31;-;-;-;-;-;75936,02"
"""171570 PALMEIRANTE"";-;-;-;-;-;3,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3,00"
"""171575 PALMEIROPOLIS"";-;-;-;-;-;20141,61;20981,77;27669,41;28395,47;30559,52;25973,96;37932,22;35979,89;36708,88;41521,10;39815,49;42357,92;36492,47;38800,59;42405,61;51806,09;53283,02;33971,79;34447,06;45733,50;35695,24;57845,77;37670,50;44808,15;41991,42;37372,27;54822,77;47315,34;57425,91;64525,69;61751,63;61382,33;59448,98;53857,07;42121,61;36302,55;40691,40;31125,91;35509,77;33479,99;37887,42;47879,93;41496,29;50623,10;47235,72;60158,79;49838,36;47548,35;40513,49;2083303,12"
"""171610 PARAISO DO TOCANTINS"";-;-;-;-;211,60;211169,28;243422,74;315990,65;290783,34;330362,78;296255,13;248655,36;313541,17;270483,95;298755,16;250163,74;200979,23;234015,06;209313,36;315622,51;318835,53;306921,00;326338,94;286178,13;325313,62;244903,57;411825,95;409101,52;290812,07;392503,75;416372,34;341905,10;381894,50;329892,49;310361,87;303980,73;382360,06;366752,17;364689,83;360272,82;242977,51;274635,60;385319,53;402648,73;459554,09;456451,09;361981,32;427849,30;548817,42;550858,91;588831,83;568660,49;473601,45;516156,82;17159285,14"
"""171620 PARANA"";-;-;-;-;-;46575,92;39051,52;41449,23;43027,59;50826,10;39954,54;45312,91;70195,50;60294,97;45210,64;44176,96;26205,53;44574,75;31481,61;48860,38;45088,12;37930,20;45481,74;60619,19;48497,95;44269,75;54288,74;48506,22;50146,31;67795,71;45009,01;49843,74;71603,02;49638,70;37756,14;41862,76;56585,30;70873,99;57923,53;36430,96;48454,66;61059,46;73571,61;41423,93;66436,11;46851,36;41436,20;68199,70;50078,05;37920,18;40783,09;-;-;-;2273563,58"
"""171630 PAU D'ARCO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4500,00;4500,00;4500,00;4500,00;4500,00;4504,00;924,70;8118,45;8905,50;2588,85;3455,10;3722,40;3846,15;3380,85;2004,75;2861,10;2192,85;1465,20;3301,65;1480,05;8027,10;8410,35;3064,05;2866,05;97619,15"
"""171650 PEDRO AFONSO"";-;-;-;-;-;87271,10;68250,73;103897,50;86478,21;93834,25;70984,08;82254,78;82886,21;99506,74;102038,31;97154,59;84079,45;104767,97;105833,18;95291,67;93990,50;93869,41;107843,25;118089,63;88611,50;19311,02;47489,68;47928,78;50033,88;44633,26;50804,57;43836,72;50908,04;45514,98;37763,48;53190,86;42527,49;36380,80;42156,41;42418,02;39291,83;38455,51;33851,91;43933,61;45813,25;49171,87;51652,71;59434,32;43460,29;71611,33;67358,80;45780,07;75190,30;62586,04;3249422,89"
"""171660 PEIXE"";-;-;-;-;-;22380,82;6782,61;21065,78;22824,06;22548,64;22386,32;27028,40;23852,78;16871,47;17010,43;22195,34;48506,72;44201,61;50659,58;26171,45;26584,01;24253,62;25585,19;14601,79;61007,65;48265,74;26257,54;36354,56;48541,40;55326,90;59934,99;67550,49;78232,13;57193,11;30309,21;47103,95;31542,29;59793,19;50776,00;72408,22;27294,68;27320,52;26223,11;23170,32;27580,02;7238,03;41785,63;33135,25;29554,91;29510,90;31189,98;32256,61;29235,22;-;1681603,17"
"""171665 PEQUIZEIRO"";-;-;-;-;-;9745,22;22151,05;24361,85;30580,52;14162,52;14953,06;15745,84;26122,64;16374,03;16833,92;20874,68;29145,18;23147,79;22183,33;24965,61;22089,74;30490,14;24565,93;23251,21;36141,14;25700,76;29193,21;29162,85;30227,70;18008,55;15824,99;25336,64;25723,25;23796,85;21658,35;24460,81;28721,19;20963,89;23000,19;20832,65;15303,39;24308,22;28325,64;21006,72;29645,13;19985,58;19400,96;22023,89;26914,12;29336,45;29365,86;27080,52;-;-;1103193,76"
"""171670 COLMEIA"";-;-;-;-;-;22432,67;21943,43;20540,08;19982,77;23532,18;26635,66;21620,39;21730,55;20014,68;21661,89;21614,31;19813,44;20289,83;19696,03;20044,84;19709,65;19308,77;19627,75;22681,54;22513,80;29358,55;32535,20;34640,00;34249,10;32482,57;29901,36;34485,83;34701,35;32301,02;33394,29;28180,44;35074,99;30981,38;34305,08;35513,99;35438,97;43548,26;57198,59;48073,42;58835,88;71353,16;56409,45;53230,30;76498,77;82987,49;93533,21;74584,17;76814,29;75787,52;1821792,89"
"""171700 PINDORAMA DO TOCANTINS"";-;-;-;-;-;36554,54;30595,53;32638,42;27540,65;42674,81;16265,63;13879,97;16344,41;14886,03;13164,56;15187,66;14342,19;12800,34;23184,80;18977,32;18494,16;23502,19;21919,12;81014,01;11820,73;7064,45;17051,26;17502,72;14223,86;16653,73;14768,21;16688,49;23598,49;25505,72;23401,80;21233,46;22334,89;19930,85;19918,58;20031,52;14290,05;9580,12;14005,99;16852,52;39993,90;24022,72;19672,95;-;21247,27;31843,20;26279,85;23279,79;28861,74;42945,30;1078570,50"
"""171720 PIRAQUE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14,92;13,00;1764,00;70,26;2721,18;14,52;1917,12;19,52;6,00;5,00;440,60;-;2,00;539,55;485,15;732,60;1,00;906,95;420,75;200,00;1421,57;3,00;11,00;-;-;-;9,00;2345,09;4626,54;2814,77;3295,07;4166,01;7457,77;3333,91;-;-;-;39757,85"
"""171750 PIUM"";-;-;-;-;-;90837,91;94365,31;95037,91;20125,89;24382,93;24682,93;71883,81;21325,89;31207,19;18325,89;21325,89;24907,19;24907,19;15325,89;21325,89;24868,24;24868,24;22643,17;23512,37;23788,10;20501,66;22353,99;20069,41;18141,84;27153,26;24915,10;24432,82;26461,25;20925,50;22074,11;24867,40;30695,62;29330,46;28598,43;32306,28;31273,01;34484,17;28955,40;25802,72;36209,15;38870,44;33312,51;30971,98;28728,13;33684,51;23805,69;40822,07;-;-;1479394,74"
"""171780 PONTE ALTA DO BOM JESUS"";-;-;-;-;-;4997,40;5137,42;4798,00;8491,99;1604,71;2168,74;7134,05;8882,92;6449,46;6341,60;5465,09;3250,76;1920,85;16151,01;17062,29;15562,86;15117,21;11660,73;9457,30;12069,48;7124,70;0,63;4500,00;4950,00;26,46;53,55;59,22;34,65;25,20;4950,00;137,20;139,92;182,46;211,52;240,88;61,55;46,84;4356,90;76,67;4205,75;5346,82;6131,62;5831,29;8973,55;9577,72;7381,58;6368,92;4894,88;3753,28;253367,63"
"""171790 PONTE ALTA DO TOCANTINS"";-;-;-;-;-;9876,88;10430,50;10724,30;12785,80;10304,00;10262,20;10555,04;6233,04;11047,14;11460,83;9855,46;7024,76;8791,85;8183,55;9978,96;9545,38;8864,03;11657,55;13775,10;13350,87;12963,22;13962,74;11996,38;11591,54;6075,68;8306,45;9666,60;8926,66;11153,67;8188,12;7556,08;15681,25;15932,90;14224,42;16883,73;15851,13;11246,17;27164,11;26384,24;31218,13;34395,69;24705,21;25101,22;27236,93;28880,32;20343,19;18975,36;20819,57;14126,94;704264,89"
"""171800 PORTO ALEGRE DO TOCANTINS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12900,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4692,60;4504,50;2979,90;2920,50;12723,84;9258,51;7377,76;2839,00;60196,61"
"""171820 PORTO NACIONAL"";-;-;-;-;336382,26;525332,93;507763,26;544338,36;564764,69;561554,25;554149,16;500060,30;637500,03;568838,10;565172,70;579897,82;549563,30;602040,03;598407,27;648485,01;602373,52;622302,60;597451,40;628852,18;591441,59;586228,70;592823,20;536167,91;575340,05;526251,71;598964,77;791267,10;712858,67;727853,11;578983,62;782264,01;648872,31;516346,00;586105,53;604555,76;502780,63;360254,80;381087,30;801487,74;648300,87;680698,35;718014,04;714772,06;833211,07;1091953,56;916177,01;1212306,34;690694,24;714523,12;31517814,34"
