"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Total"""
"""261550 TRACUNHAEM"";-;660;-;-;-;1;8234;8895"
"""261570 TRIUNFO"";542;-;-;-;-;-;9435;9977"
"""261580 TUPANATINGA"";1068;-;-;-;-;-;15123;16191"
"""261590 TUPARETAMA"";2073;-;-;-;-;-;12662;14735"
"""261600 VENTUROSA"";3015;37;-;1;-;-;13034;16087"
"""261610 VERDEJANTE"";1378;-;-;-;-;-;4467;5845"
"""261618 VERTENTE DO LERIO"";1358;-;-;-;-;-;12014;13372"
"""261620 VERTENTES"";3037;-;-;-;-;-;14013;17050"
"""261630 VICENCIA"";2299;-;1;2;-;-;12722;15024"
"""261640 VITORIA DE SANTO ANTAO"";11852;92;-;-;-;-;81550;93494"
"""261650 XEXEU"";2176;-;-;-;-;-;983;3159"
"""270010 AGUA BRANCA"";586;21;-;-;-;-;16732;17339"
"""270030 ARAPIRACA"";120496;42952;-;1;2;-;215374;378825"
"""270040 ATALAIA"";8382;-;-;-;-;-;24743;33125"
"""270050 BARRA DE SANTO ANTONIO"";-;-;-;-;-;-;38;38"
"""270060 BARRA DE SAO MIGUEL"";459;-;-;-;-;-;17781;18240"
"""270070 BATALHA"";406;10;1;-;-;-;11087;11504"
"""270090 BELO MONTE"";90;-;-;-;-;-;3237;3327"
"""270100 BOCA DA MATA"";2581;-;-;-;-;-;9213;11794"
"""270110 BRANQUINHA"";713;-;-;-;-;-;1519;2232"
"""270120 CACIMBINHAS"";292;5737;-;-;-;-;4490;10519"
"""270130 CAJUEIRO"";1500;-;-;-;-;-;10545;12045"
"""270135 CAMPESTRE"";149;-;-;-;-;-;4051;4200"
"""270140 CAMPO ALEGRE"";2702;1;-;-;-;-;42170;44873"
"""270160 CANAPI"";371;-;-;-;-;-;3846;4217"
"""270170 CAPELA"";357;-;-;-;-;-;14431;14788"
"""270180 CARNEIROS"";939;1;-;-;-;-;1089;2029"
"""270190 CHA PRETA"";433;-;-;-;-;-;4978;5411"
"""270210 COLONIA LEOPOLDINA"";1588;-;-;-;-;-;6396;7984"
"""270220 COQUEIRO SECO"";448;-;-;-;-;-;4729;5177"
"""270230 CORURIPE"";-;-;-;-;-;-;76;76"
"""270235 CRAIBAS"";1947;-;-;-;-;-;11642;13589"
"""270240 DELMIRO GOUVEIA"";617;1253;1;-;-;-;31569;33440"
"""270255 ESTRELA DE ALAGOAS"";1079;-;-;-;-;-;2796;3875"
"""270260 FEIRA GRANDE"";1440;-;-;-;-;-;12904;14344"
"""270270 FELIZ DESERTO"";881;-;-;-;-;-;814;1695"
"""270280 FLEXEIRAS"";973;3;-;-;-;-;10842;11818"
"""270290 GIRAU DO PONCIANO"";-;-;-;-;-;-;43;43"
"""270300 IBATEGUARA"";2167;-;-;-;-;-;10490;12657"
"""270310 IGACI"";782;-;-;-;-;-;13159;13941"
"""270320 IGREJA NOVA"";626;-;-;-;-;-;12102;12728"
"""270330 INHAPI"";-;-;-;-;-;-;33;33"
"""270340 JACARE DOS HOMENS"";20;712;-;-;-;-;1850;2582"
"""270350 JACUIPE"";118;1;-;-;-;-;1251;1370"
"""270360 JAPARATINGA"";1187;914;1;-;-;-;7238;9340"
"""270370 JARAMATAIA"";498;1;-;-;-;-;6342;6841"
"""270375 JEQUIA DA PRAIA"";601;-;-;-;-;-;4056;4657"
"""270380 JOAQUIM GOMES"";1696;36;-;-;-;-;22480;24212"
"""270400 JUNQUEIRO"";1002;1;-;-;-;-;19185;20188"
"""270430 MACEIO"";1462143;121771;37;26;-;122;782187;2366286"
"""270440 MAJOR ISIDORO"";1092;-;-;-;-;-;131;1223"
"""270450 MARAGOGI"";-;-;-;-;-;-;40;40"
"""270470 MARECHAL DEODORO"";23603;-;-;-;-;-;21936;45539"
"""270480 MARIBONDO"";-;-;-;-;-;-;23;23"
"""270490 MAR VERMELHO"";445;-;-;-;-;-;1958;2403"
"""270500 MATA GRANDE"";-;-;-;-;-;-;12;12"
"""270510 MATRIZ DE CAMARAGIBE"";3093;1;-;-;-;-;9376;12470"
"""270520 MESSIAS"";866;-;-;-;-;-;19590;20456"
"""270530 MINADOR DO NEGRAO"";246;-;-;-;-;-;411;657"
"""270540 MONTEIROPOLIS"";564;-;-;-;-;-;2165;2729"
"""270550 MURICI"";3926;313;-;-;-;-;51998;56237"
"""270560 NOVO LINO"";116;-;-;-;-;-;5020;5136"
"""270570 OLHO D'AGUA DAS FLORES"";2089;-;-;-;-;-;22871;24960"
"""270580 OLHO D'AGUA DO CASADO"";-;-;-;-;-;-;15;15"
"""270590 OLHO D'AGUA GRANDE"";43;-;-;-;-;-;17;60"
"""270600 OLIVENCA"";67;-;-;-;-;-;273;340"
"""270610 OURO BRANCO"";1265;-;-;-;-;-;2205;3470"
"""270620 PALESTINA"";76;-;-;-;-;-;132;208"
"""270630 PALMEIRA DOS INDIOS"";23726;934;-;-;-;-;20241;44901"
"""270640 PAO DE ACUCAR"";-;-;-;-;-;-;37;37"
"""270644 PARIPUEIRA"";450;-;-;-;-;-;23213;23663"
"""270650 PASSO DE CAMARAGIBE"";-;-;-;-;-;-;8413;8413"
"""270660 PAULO JACINTO"";1104;-;-;-;-;-;6475;7579"
"""270670 PENEDO"";44637;1088;-;-;-;-;68727;114452"
"""270690 PILAR"";7960;52;-;-;-;-;40538;48550"
"""270710 PIRANHAS"";8729;13;-;-;-;-;23966;32708"
"""270720 POCO DAS TRINCHEIRAS"";472;-;-;-;-;-;2917;3389"
"""270730 PORTO CALVO"";2810;1672;-;-;-;-;55059;59541"
"""270750 PORTO REAL DO COLEGIO"";-;-;-;-;-;-;25;25"
"""270760 QUEBRANGULO"";911;-;-;-;-;-;13618;14529"
"""270770 RIO LARGO"";4329;-;-;-;-;-;40550;44879"
"""270780 ROTEIRO"";122;-;-;-;-;-;1502;1624"
"""270800 SANTANA DO IPANEMA"";19467;28094;-;1;-;-;42701;90263"
"""270810 SANTANA DO MUNDAU"";1523;-;-;-;-;-;1270;2793"
"""270820 SAO BRAS"";37;2560;-;-;-;-;2695;5292"
"""270840 SAO JOSE DA TAPERA"";3486;-;-;-;-;-;16468;19954"
"""270850 SAO LUIS DO QUITUNDE"";1826;-;-;-;-;-;10714;12540"
"""270860 SAO MIGUEL DOS CAMPOS"";14484;322;-;-;-;-;57103;71909"
"""270870 SAO MIGUEL DOS MILAGRES"";-;-;-;-;-;-;27;27"
"""270880 SAO SEBASTIAO"";-;-;-;-;-;-;21;21"
"""270890 SATUBA"";542;-;-;-;-;-;1935;2477"
"""270895 SENADOR RUI PALMEIRA"";536;-;-;-;-;-;3961;4497"
"""270910 TAQUARANA"";240;-;-;-;-;-;11951;12191"
"""270915 TEOTONIO VILELA"";4336;534;-;-;-;-;29058;33928"
"""270920 TRAIPU"";2095;-;-;-;-;-;9414;11509"
"""270930 UNIAO DOS PALMARES"";10718;642;-;-;-;-;50532;61892"
"""270940 VICOSA"";2488;-;-;-;-;-;27810;30298"
"""280020 AQUIDABA"";6071;660;-;-;-;-;9122;15853"
"""280030 ARACAJU"";1606246;98843;-;-;-;2;439695;2144786"
"""280040 ARAUA"";342;-;-;-;-;-;4571;4913"
"""280050 AREIA BRANCA"";9829;-;-;-;-;-;306;10135"
"""280060 BARRA DOS COQUEIROS"";7984;-;-;-;-;-;15209;23193"
"""280067 BOQUIM"";165;-;-;-;-;-;470;635"
"""280100 CAMPO DO BRITO"";5562;3;-;-;-;-;9346;14911"
"""280120 CANINDE DE SAO FRANCISCO"";40;-;-;-;-;-;354;394"
"""280130 CAPELA"";4088;61;-;-;-;-;4625;8774"
"""280140 CARIRA"";345;-;-;-;-;-;12969;13314"
"""280150 CARMOPOLIS"";150;-;-;-;-;-;485;635"
"""280170 CRISTINAPOLIS"";3099;-;-;-;-;-;3589;6688"
"""280210 ESTANCIA"";75526;999;-;-;-;-;46966;123491"
"""280230 FREI PAULO"";5321;-;-;-;-;-;3055;8376"
"""280260 GRACHO CARDOSO"";-;-;-;-;-;-;1331;1331"
"""280270 ILHA DAS FLORES"";386;-;-;-;-;-;771;1157"
"""280280 INDIAROBA"";4252;-;-;-;-;-;6278;10530"
"""280290 ITABAIANA"";11437;650;-;-;-;-;165475;177562"
"""280300 ITABAIANINHA"";13831;244;-;-;-;-;28790;42865"
"""280310 ITABI"";128;-;-;-;-;-;5;133"
"""280320 ITAPORANGA D'AJUDA"";187;173;-;-;-;-;38115;38475"
"""280330 JAPARATUBA"";556;-;-;-;-;-;7801;8357"
"""280340 JAPOATA"";775;1;-;-;-;-;1495;2271"
"""280350 LAGARTO"";34522;1428;-;1;-;-;154959;190910"
"""280360 LARANJEIRAS"";859;120;-;-;-;-;6595;7574"
"""280380 MALHADA DOS BOIS"";-;-;-;-;-;-;587;587"
"""280400 MARUIM"";4353;-;-;-;-;-;5990;10343"
"""280420 MONTE ALEGRE DE SERGIPE"";58;-;-;-;-;-;11794;11852"
"""280430 MURIBECA"";148;-;-;-;-;-;9;157"
"""280440 NEOPOLIS"";894;22;-;-;-;-;19315;20231"
"""280450 NOSSA SENHORA DA GLORIA"";11612;687;-;-;-;-;64215;76514"
"""280460 NOSSA SENHORA DAS DORES"";546;-;-;-;-;-;9942;10488"
"""280470 NOSSA SENHORA DE LOURDES"";210;-;-;-;-;-;5;215"
"""280480 NOSSA SENHORA DO SOCORRO"";75855;7831;-;-;-;-;75002;158688"
"""280490 PACATUBA"";1222;-;-;-;-;-;35;1257"
"""280500 PEDRA MOLE"";103;-;-;-;-;-;103;206"
"""280510 PEDRINHAS"";140;-;-;-;-;-;1349;1489"
"""280520 PINHAO"";333;-;-;2;-;-;65;400"
"""280540 POCO REDONDO"";12853;-;-;-;-;-;1004;13857"
"""280550 POCO VERDE"";11064;-;-;-;-;-;167;11231"
"""280560 PORTO DA FOLHA"";15376;-;-;-;-;-;14174;29550"
"""280570 PROPRIA"";36305;2;-;-;-;-;19402;55709"
"""280590 RIACHUELO"";-;23;-;-;-;-;1420;1443"
"""280600 RIBEIROPOLIS"";1574;-;-;-;-;-;50;1624"
"""280610 ROSARIO DO CATETE"";-;-;-;-;-;-;93;93"
"""280620 SALGADO"";4636;-;-;-;-;-;246;4882"
"""280630 SANTA LUZIA DO ITANHY"";185;-;-;-;-;-;84;269"
"""280640 SANTANA DO SAO FRANCISCO"";395;-;-;-;-;-;2517;2912"
"""280660 SANTO AMARO DAS BROTAS"";426;1022;-;-;-;-;-;1448"
"""280670 SAO CRISTOVAO"";21469;2477;1;-;-;-;19060;43007"
"""280680 SAO DOMINGOS"";625;-;-;-;-;-;901;1526"
"""280690 SAO FRANCISCO"";-;-;-;-;-;-;15;15"
"""280710 SIMAO DIAS"";4552;159;2;-;5;-;30417;35135"
"""280720 SIRIRI"";129;-;-;-;-;-;129;258"
"""280740 TOBIAS BARRETO"";25523;6774;-;-;-;-;15137;47434"
"""280750 TOMAR DO GERU"";252;-;-;-;-;-;7530;7782"
"""280760 UMBAUBA"";6147;22;-;-;-;-;6188;12357"
"""290010 ABAIRA"";649;-;-;-;-;-;99;748"
"""290020 ABARE"";1450;591;-;-;-;-;9913;11954"
"""290030 ACAJUTIBA"";670;-;-;-;-;-;5599;6269"
"""290035 ADUSTINA"";1436;-;-;-;-;-;8915;10351"
"""290040 AGUA FRIA"";537;-;-;-;-;-;2196;2733"
"""290050 ERICO CARDOSO"";176;-;-;-;-;-;106;282"
"""290060 AIQUARA"";187;-;-;-;-;-;-;187"
"""290070 ALAGOINHAS"";165434;2297;13;-;-;1;122133;289878"
"""290090 ALMADINA"";234;-;-;-;-;-;-;234"
"""290100 AMARGOSA"";93175;394;-;6;-;-;24553;118128"
"""290110 AMELIA RODRIGUES"";2619;286;-;-;-;-;15069;17974"
"""290115 AMERICA DOURADA"";412;63;-;-;-;-;13196;13671"
"""290130 ANDARAI"";649;-;-;-;-;-;3855;4504"
"""290135 ANDORINHA"";670;-;-;-;-;-;8513;9183"
"""290150 ANGUERA"";-;-;-;-;-;-;2644;2644"
"""290160 ANTAS"";1211;124;-;-;-;-;23922;25257"
"""290170 ANTONIO CARDOSO"";1181;-;-;-;-;-;4957;6138"
"""290200 ARACATU"";745;-;-;-;-;-;1592;2337"
"""290205 ARACAS"";-;7;-;-;-;-;2756;2763"
"""290210 ARACI"";7148;111;-;-;-;-;45789;53048"
"""290240 AURELINO LEAL"";7291;7;-;-;-;-;13152;20450"
"""290250 BAIANOPOLIS"";1681;-;-;-;-;-;1271;2952"
"""290260 BAIXA GRANDE"";2988;-;-;-;-;-;12127;15115"
"""290270 BARRA"";2023;1;-;-;-;-;1854;3878"
"""290280 BARRA DA ESTIVA"";220;1;-;-;-;-;7212;7433"
"""290290 BARRA DO CHOCA"";1164;-;-;-;-;-;11393;12557"
"""290300 BARRA DO MENDES"";3580;3;-;-;-;-;10188;13771"
"""290310 BARRA DO ROCHA"";315;-;-;-;-;-;2757;3072"
"""290320 BARREIRAS"";93087;1780;56;-;-;-;288752;383675"
"""290323 BARRO ALTO"";2866;-;-;-;-;-;11861;14727"
"""290327 BARROCAS"";1884;10;-;-;-;-;14757;16651"
"""290330 BARRO PRETO"";273;-;-;-;-;-;7375;7648"
"""290340 BELMONTE"";2815;107;-;-;-;-;7090;10012"
"""290350 BELO CAMPO"";5088;-;-;-;-;-;21068;26156"
"""290360 BIRITINGA"";1105;-;-;-;-;-;7507;8612"
"""290370 BOA NOVA"";136;-;-;-;-;-;-;136"
"""290380 BOA VISTA DO TUPIM"";677;-;-;-;-;-;898;1575"
"""290390 BOM JESUS DA LAPA"";23214;350;-;-;-;-;64003;87567"
"""290395 BOM JESUS DA SERRA"";291;18;-;-;-;-;1703;2012"
"""290405 BONITO"";6893;-;-;-;-;-;10348;17241"
"""290410 BOQUIRA"";45769;26;-;-;-;-;6116;51911"
"""290420 BOTUPORA"";618;-;-;-;-;-;6228;6846"
"""290430 BREJOES"";-;251;-;-;-;-;1018;1269"
"""290440 BREJOLANDIA"";685;-;-;-;-;-;2107;2792"
"""290450 BROTAS DE MACAUBAS"";1147;-;-;-;-;-;5700;6847"
"""290460 BRUMADO"";156052;1133;-;-;-;-;64743;221928"
"""290470 BUERAREMA"";286;-;-;-;-;-;2014;2300"
"""290475 BURITIRAMA"";717;-;-;-;-;-;10581;11298"
"""290480 CAATIBA"";519;-;-;-;-;-;5259;5778"
"""290490 CACHOEIRA"";2842;71;-;-;-;-;11613;14526"
"""290500 CACULE"";1541;-;-;-;-;-;5732;7273"
"""290510 CAEM"";257;149;-;-;-;-;5993;6399"
"""290520 CAETITE"";153322;8768;5;-;-;-;25941;188036"
"""290540 CAIRU"";533;-;-;-;-;-;-;533"
"""290560 CAMACAN"";8635;-;-;-;-;-;14339;22974"
"""290570 CAMACARI"";97130;26394;-;1;-;10;269428;392963"
"""290580 CAMAMU"";109;-;-;-;-;-;4637;4746"
"""290590 CAMPO ALEGRE DE LOURDES"";63;-;-;-;-;-;4331;4394"
"""290600 CAMPO FORMOSO"";8485;86;-;-;1;-;18136;26708"
"""290620 CANARANA"";8568;-;-;-;-;-;16320;24888"
"""290630 CANAVIEIRAS"";2880;-;-;-;-;-;13836;16716"
"""290640 CANDEAL"";718;-;-;-;-;-;1205;1923"
"""290650 CANDEIAS"";1446;-;-;-;-;-;-;1446"
"""290670 CANDIDO SALES"";891;-;-;-;-;-;3431;4322"
"""290680 CANSANCAO"";6475;10304;-;-;-;-;18704;35483"
"""290682 CANUDOS"";1120;12;-;-;-;-;6348;7480"
"""290687 CAPIM GROSSO"";4464;-;-;-;-;-;17252;21716"
"""290689 CARAIBAS"";367;-;-;-;-;-;-;367"
"""290700 CARDEAL DA SILVA"";569;1474;2;1;-;-;94;2140"
"""290720 CASA NOVA"";3021;54;-;-;-;-;6910;9985"
"""290730 CASTRO ALVES"";4147;25;-;-;-;-;11539;15711"
"""290750 CATU"";4606;10;-;-;-;-;24741;29357"
"""290755 CATURAMA"";358;-;-;-;-;-;3729;4087"
"""290760 CENTRAL"";1518;-;-;-;-;-;10653;12171"
"""290770 CHORROCHO"";1098;-;-;-;-;-;6258;7356"
"""290780 CICERO DANTAS"";70575;-;-;-;-;-;17323;87898"
"""290800 COARACI"";3679;32;-;-;-;-;5251;8962"
"""290820 CONCEICAO DA FEIRA"";706;-;-;-;-;-;15888;16594"
"""290830 CONCEICAO DO ALMEIDA"";1375;1;-;-;-;1;14431;15808"
"""290840 CONCEICAO DO COITE"";3584;-;-;-;-;-;37974;41558"
"""290850 CONCEICAO DO JACUIPE"";5196;-;-;-;-;-;625;5821"
"""290860 CONDE"";1008;-;-;-;-;-;6557;7565"
"""290870 CONDEUBA"";3696;9;-;-;-;-;11983;15688"
"""290880 CONTENDAS DO SINCORA"";694;-;-;-;-;-;631;1325"
"""290890 CORACAO DE MARIA"";1487;141;-;-;-;-;46870;48498"
"""290900 CORDEIROS"";391;-;-;-;-;-;8297;8688"
"""290920 CORONEL JOAO SA"";1180;-;-;-;-;-;7167;8347"
"""290940 COTEGIPE"";850;-;-;-;-;-;18863;19713"
"""290950 CRAVOLANDIA"";685;-;-;-;-;-;9185;9870"
"""290960 CRISOPOLIS"";2627;-;-;-;-;-;13560;16187"
"""290970 CRISTOPOLIS"";152;-;-;-;-;-;29966;30118"
"""290980 CRUZ DAS ALMAS"";114428;1;-;-;-;-;58645;173074"
"""290990 CURACA"";621;1985;-;-;-;-;24068;26674"
"""291000 DARIO MEIRA"";1360;391;2;-;-;-;3797;5550"
"""291005 DIAS D'AVILA"";7329;16246;1;-;-;-;72181;95757"
"""291010 DOM BASILIO"";435;223;-;-;-;-;1356;2014"
"""291020 DOM MACEDO COSTA"";701;-;-;-;-;-;252;953"
"""291060 ESPLANADA"";1190;22;-;-;-;-;9331;10543"
"""291070 EUCLIDES DA CUNHA"";15701;9996;1;-;-;-;23782;49480"
"""291072 EUNAPOLIS"";100088;174;-;-;-;-;103975;204237"
"""291075 FATIMA"";1513;-;-;-;-;-;4181;5694"
"""291077 FEIRA DA MATA"";456;-;-;-;-;-;628;1084"
"""291080 FEIRA DE SANTANA"";524217;6706;15;2;5;10;697262;1228217"
"""291085 FILADELFIA"";2566;2054;-;-;-;-;2896;7516"
"""291090 FIRMINO ALVES"";268;-;-;-;-;-;184;452"
"""291100 FLORESTA AZUL"";162;-;-;-;-;-;130;292"
"""291110 FORMOSA DO RIO PRETO"";63;-;-;-;-;-;4500;4563"
"""291120 GANDU"";49722;-;-;-;-;-;-;49722"
"""291140 GLORIA"";694;-;-;-;-;-;1582;2276"
"""291150 GONGOGI"";67;6;-;-;-;-;738;811"
"""291160 GOVERNADOR MANGABEIRA"";1393;-;-;-;-;-;10291;11684"
"""291165 GUAJERU"";324;-;-;-;-;-;36483;36807"
"""291170 GUANAMBI"";173229;10442;1;-;-;-;71908;255580"
"""291185 HELIOPOLIS"";454;-;-;-;-;-;4073;4527"
"""291190 IACU"";209;-;-;-;-;-;3836;4045"
"""291200 IBIASSUCE"";501;84;-;-;-;-;4594;5179"
"""291210 IBICARAI"";914;-;-;-;-;-;6834;7748"
"""291220 IBICOARA"";778;-;-;-;-;-;163;941"
"""291230 IBICUI"";193;-;-;-;-;-;4550;4743"
"""291240 IBIPEBA"";5952;-;-;-;-;-;9380;15332"
"""291250 IBIPITANGA"";318;4;-;-;-;-;7384;7706"
"""291270 IBIRAPITANGA"";2701;717;-;-;-;-;2864;6282"
"""291300 IBITIARA"";5253;1288;-;-;-;-;7156;13697"
"""291310 IBITITA"";3112;-;-;-;-;-;14419;17531"
"""291320 IBOTIRAMA"";30552;-;-;-;-;-;218;30770"
"""291330 ICHU"";348;5;-;-;-;-;1250;1603"
"""291340 IGAPORA"";2313;4;-;-;-;-;7004;9321"
"""291345 IGRAPIUNA"";666;-;-;-;-;-;2064;2730"
"""291350 IGUAI"";37;176;-;-;-;-;14976;15189"
"""291360 ILHEUS"";92261;2424;1;2;1;-;141020;235709"
"""291370 INHAMBUPE"";3483;-;-;-;-;-;29456;32939"
"""291380 IPECAETA"";619;-;-;-;-;-;6145;6764"
"""291390 IPIAU"";5033;303;-;-;-;-;11469;16805"
"""291400 IPIRA"";4183;-;-;91;-;-;60353;64627"
"""291410 IPUPIARA"";404;-;-;-;-;-;1051;1455"
"""291430 IRAMAIA"";-;-;-;-;-;-;6778;6778"
"""291440 IRAQUARA"";1122;29;-;-;-;-;2845;3996"
"""291450 IRARA"";833;-;-;1;-;-;12560;13394"
"""291460 IRECE"";176978;13493;78;-;-;-;123129;313678"
"""291470 ITABERABA"";107859;327;-;-;-;-;110168;218354"
"""291480 ITABUNA"";188377;8547;55;2;-;1;158004;354986"
"""291490 ITACARE"";1136;6553;-;-;-;-;59639;67328"
"""291500 ITAETE"";934;-;-;-;-;-;1364;2298"
"""291510 ITAGI"";1257;2;-;-;-;-;2571;3830"
"""291520 ITAGIBA"";625;-;-;-;-;-;87;712"
"""291530 ITAGIMIRIM"";-;-;-;-;-;-;5096;5096"
"""291535 ITAGUACU DA BAHIA"";3132;-;-;-;-;-;7546;10678"
"""291540 ITAJU DO COLONIA"";266;-;-;-;-;-;1466;1732"
"""291550 ITAJUIPE"";93;200;-;-;-;-;3656;3949"
"""291560 ITAMARAJU"";8485;433;100;3;-;-;30406;39427"
"""291580 ITAMBE"";2482;601;-;-;-;-;15436;18519"
"""291590 ITANAGRA"";228;1882;-;-;-;-;557;2667"
"""291610 ITAPARICA"";73;86;-;-;-;-;16503;16662"
"""291620 ITAPE"";34;66;-;-;-;-;1907;2007"
"""291630 ITAPEBI"";-;49;-;-;-;-;2186;2235"
"""291640 ITAPETINGA"";79925;4;-;-;-;-;15380;95309"
"""291650 ITAPICURU"";830;-;-;-;-;-;8845;9675"
"""291660 ITAPITANGA"";-;-;-;-;-;-;34;34"
"""291680 ITARANTIM"";687;339;-;-;-;-;5186;6212"
"""291685 ITATIM"";4728;88;-;-;-;-;8837;13653"
"""291690 ITIRUCU"";851;-;-;-;-;-;3529;4380"
"""291700 ITIUBA"";3105;-;-;-;-;-;5623;8728"
"""291710 ITORORO"";964;1179;-;-;-;-;27936;30079"
"""291720 ITUACU"";145;-;-;-;-;-;6966;7111"
"""291730 ITUBERA"";10374;-;-;-;-;-;422;10796"
"""291735 JABORANDI"";4829;-;-;-;-;-;4970;9799"
"""291740 JACARACI"";782;-;-;-;-;-;4659;5441"
"""291750 JACOBINA"";194736;10073;-;-;-;-;46424;251233"
"""291760 JAGUAQUARA"";1909;2167;1;-;-;-;14772;18849"
"""291770 JAGUARARI"";14686;-;-;-;-;-;9282;23968"
"""291780 JAGUARIPE"";870;-;-;-;-;-;176;1046"
"""291790 JANDAIRA"";3331;-;-;-;-;-;214;3545"
"""291800 JEQUIE"";175538;1155;7;7;-;1;339572;516280"
"""291810 JEREMOABO"";5380;-;-;-;-;-;15546;20926"
"""291820 JIQUIRICA"";2310;-;-;-;-;-;11342;13652"
"""291830 JITAUNA"";871;-;-;-;-;-;5355;6226"
"""291835 JOAO DOURADO"";3815;69;-;-;-;-;24697;28581"
"""291840 JUAZEIRO"";175739;1156;204;1;-;-;150230;327330"
"""291845 JUCURUCU"";-;-;-;-;-;-;80;80"
"""291855 JUSSARI"";808;-;-;-;-;-;987;1795"
"""291860 JUSSIAPE"";324;15;-;-;-;-;1194;1533"
"""291870 LAFAIETE COUTINHO"";35;-;-;-;-;-;126;161"
"""291875 LAGOA REAL"";1005;-;-;-;-;-;1019;2024"
"""291880 LAJE"";1035;-;-;-;-;-;5103;6138"
"""291900 LAJEDINHO"";33;-;-;-;-;-;20;53"
"""291910 LAMARAO"";881;-;-;-;-;-;456;1337"
"""291915 LAPAO"";2786;19;-;-;-;-;11458;14263"
"""291920 LAURO DE FREITAS"";4252;2353;7;-;-;-;72337;78949"
"""291940 LICINIO DE ALMEIDA"";967;-;-;-;-;-;6057;7024"
"""291950 LIVRAMENTO DE NOSSA SENHORA"";13566;32;-;-;6;-;21235;34839"
"""291955 LUIS EDUARDO MAGALHAES"";12854;17;-;-;-;-;98180;111051"
"""291970 MACARANI"";1001;-;-;-;-;-;2533;3534"
"""291990 MACURURE"";-;-;-;-;-;-;866;866"
"""291992 MADRE DE DEUS"";4722;71;1;-;-;-;31611;36405"
"""292000 MAIQUINIQUE"";286;-;-;-;-;-;1184;1470"
"""292010 MAIRI"";2406;208;-;-;-;-;14255;16869"
"""292040 MANOEL VITORINO"";44;-;-;-;-;-;241;285"
"""292045 MANSIDAO"";1532;-;-;-;-;-;572;2104"
"""292060 MARAGOGIPE"";2917;-;-;-;-;-;23446;26363"
"""292070 MARAU"";364;-;-;-;-;-;3761;4125"
"""292080 MARCIONILIO SOUZA"";372;-;-;-;-;-;992;1364"
"""292090 MASCOTE"";203;-;-;-;-;-;5;208"
"""292100 MATA DE SAO JOAO"";2355;37;-;-;-;-;37918;40310"
"""292105 MATINA"";35;-;-;-;-;-;99;134"
"""292110 MEDEIROS NETO"";1017;73;21;-;-;-;10990;12101"
"""292120 MIGUEL CALMON"";1698;23;-;-;-;-;15837;17558"
"""292130 MILAGRES"";75;32;-;-;-;-;1830;1937"
"""292140 MIRANGABA"";499;-;-;-;-;-;8071;8570"
"""292145 MIRANTE"";130;-;-;-;-;-;6138;6268"
"""292150 MONTE SANTO"";4032;1386;-;-;-;-;42381;47799"
"""292160 MORPARA"";-;-;-;-;-;-;865;865"
"""292170 MORRO DO CHAPEU"";11850;148;-;-;-;-;28049;40047"
"""292180 MORTUGABA"";574;153;-;-;-;-;7663;8390"
"""292190 MUCUGE"";-;-;-;-;-;-;266;266"
"""292210 MUNDO NOVO"";9379;13;-;-;-;-;5246;14638"
"""292220 MUNIZ FERREIRA"";626;-;-;-;-;-;-;626"
"""292240 MUTUIPE"";1756;1129;-;-;-;-;14448;17333"
"""292250 NAZARE"";2459;236;-;-;-;-;12821;15516"
"""292260 NILO PECANHA"";562;-;-;-;-;-;-;562"
"""292265 NORDESTINA"";19;-;-;-;-;-;8391;8410"
"""292270 NOVA CANAA"";979;-;-;-;-;-;1300;2279"
"""292273 NOVA FATIMA"";-;-;-;-;-;-;611;611"
"""292275 NOVA IBIA"";720;-;-;-;-;-;2572;3292"
"""292280 NOVA ITARANA"";43;-;-;-;-;-;550;593"
"""292290 NOVA SOURE"";604;-;-;-;-;-;8121;8725"
"""292303 NOVO HORIZONTE"";1464;1;-;-;-;-;3310;4775"
"""292305 NOVO TRIUNFO"";1226;-;-;-;-;-;977;2203"
"""292310 OLINDINA"";3177;76;-;-;-;-;15341;18594"
"""292320 OLIVEIRA DOS BREJINHOS"";881;-;-;-;-;-;12282;13163"
"""292330 OURICANGAS"";649;-;-;-;-;-;136;785"
"""292335 OUROLANDIA"";32;-;-;-;-;-;11929;11961"
"""292340 PALMAS DE MONTE ALTO"";830;2;-;-;-;-;2565;3397"
"""292350 PALMEIRAS"";359;-;-;-;-;-;-;359"
"""292360 PARAMIRIM"";6725;-;-;-;-;-;18131;24856"
"""292370 PARATINGA"";5168;-;-;-;-;-;9927;15095"
"""292380 PARIPIRANGA"";1687;-;-;-;-;-;2768;4455"
"""292390 PAU BRASIL"";163;-;-;-;-;-;296;459"
"""292400 PAULO AFONSO"";135047;6601;-;-;-;-;36294;177942"
"""292405 PE DE SERRA"";1018;-;-;-;-;-;5065;6083"
"""292410 PEDRAO"";-;-;-;-;-;-;1563;1563"
"""292420 PEDRO ALEXANDRE"";699;-;-;-;-;-;3417;4116"
"""292430 PIATA"";1022;-;-;-;-;-;5538;6560"
"""292450 PINDAI"";575;11;-;-;-;-;1403;1989"
