"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Total"""
"""420530 FAXINAL DOS GUEDES"";6130;-;-;-;-;-;1829;7959"
"""420540 FLORIANOPOLIS"";43119;30518;-;-;-;-;293836;367473"
"""420543 FORMOSA DO SUL"";1695;-;-;-;-;-;3865;5560"
"""420545 FORQUILHINHA"";5127;-;-;-;-;-;90490;95617"
"""420550 FRAIBURGO"";8746;15777;-;-;-;-;376;24899"
"""420555 FREI ROGERIO"";173;-;-;-;-;-;86;259"
"""420560 GALVAO"";563;-;-;-;-;-;2744;3307"
"""420570 GAROPABA"";8663;-;-;-;-;-;61004;69667"
"""420600 GOVERNADOR CELSO RAMOS"";17453;3;-;-;-;-;9837;27293"
"""420610 GRAO-PARA"";440;-;-;-;-;-;2102;2542"
"""420620 GRAVATAL"";900;-;-;-;-;-;8209;9109"
"""420630 GUABIRUBA"";2246;-;-;-;-;-;23324;25570"
"""420640 GUARACIABA"";3650;-;-;-;-;-;3223;6873"
"""420650 GUARAMIRIM"";11939;20569;-;-;-;-;59806;92314"
"""420660 GUARUJA DO SUL"";2208;-;-;-;-;-;30;2238"
"""420665 GUATAMBU"";12947;23;-;-;-;-;3031;16001"
"""420670 HERVAL D'OESTE"";3551;9273;-;-;-;6;33663;46493"
"""420675 IBIAM"";385;-;-;-;-;-;3091;3476"
"""420680 IBICARE"";1234;-;-;-;-;-;5284;6518"
"""420690 IBIRAMA"";5304;-;-;-;-;-;26697;32001"
"""420700 ICARA"";7126;-;-;-;-;-;109169;116295"
"""420710 ILHOTA"";1507;1;-;-;-;-;19809;21317"
"""420720 IMARUI"";4728;-;-;-;-;-;23350;28078"
"""420740 IMBUIA"";2666;-;-;-;-;-;4896;7562"
"""420757 IOMERE"";1274;-;-;-;-;-;2627;3901"
"""420760 IPIRA"";760;-;-;-;-;-;3402;4162"
"""420765 IPORA DO OESTE"";4297;-;-;-;-;-;1569;5866"
"""420768 IPUACU"";2791;-;-;-;-;-;12970;15761"
"""420775 IRACEMINHA"";2244;-;-;-;-;-;2422;4666"
"""420780 IRANI"";4282;2;-;-;-;-;27180;31464"
"""420785 IRATI"";1329;-;-;-;-;-;-;1329"
"""420790 IRINEOPOLIS"";2867;-;-;-;-;-;15559;18426"
"""420800 ITA"";25;-;-;-;-;-;1985;2010"
"""420810 ITAIOPOLIS"";2409;-;-;-;-;-;1070;3479"
"""420820 ITAJAI"";133045;18156;3;4;-;-;219538;370746"
"""420830 ITAPEMA"";4113;695;-;-;-;-;95284;100092"
"""420840 ITAPIRANGA"";11096;-;-;-;-;-;4818;15914"
"""420850 ITUPORANGA"";1352;7;-;-;-;-;47738;49097"
"""420880 JAGUARUNA"";2821;32;-;-;-;-;65696;68549"
"""420895 JARDINOPOLIS"";2103;-;-;-;-;-;1568;3671"
"""420900 JOACABA"";25746;-;-;-;-;-;13215;38961"
"""420910 JOINVILLE"";240830;13383;-;-;3;7;563662;817885"
"""420915 JOSE BOITEUX"";536;-;-;-;-;-;3779;4315"
"""420917 JUPIA"";1189;-;-;-;-;-;3934;5123"
"""420930 LAGES"";70208;965;-;-;-;-;208343;279516"
"""420940 LAGUNA"";2548;626;-;-;-;-;38904;42078"
"""420945 LAJEADO GRANDE"";466;-;-;-;-;-;4227;4693"
"""420950 LAURENTINO"";6;-;-;-;-;-;3057;3063"
"""420970 LEBON REGIS"";661;-;-;-;-;-;2202;2863"
"""420980 LEOBERTO LEAL"";1851;-;-;-;-;-;1581;3432"
"""420985 LINDOIA DO SUL"";511;-;-;-;-;-;3407;3918"
"""420990 LONTRAS"";20;-;-;-;-;-;15899;15919"
"""421000 LUIZ ALVES"";2428;75;-;-;-;-;12198;14701"
"""421005 MACIEIRA"";2395;-;-;-;-;-;1856;4251"
"""421010 MAFRA"";8306;-;-;-;-;-;111578;119884"
"""421020 MAJOR GERCINO"";3614;-;-;-;-;-;963;4577"
"""421030 MAJOR VIEIRA"";2229;-;-;-;-;-;32957;35186"
"""421040 MARACAJA"";1656;-;-;-;-;-;12183;13839"
"""421050 MARAVILHA"";10305;-;-;-;-;-;12442;22747"
"""421055 MAREMA"";869;-;-;-;-;-;663;1532"
"""421060 MASSARANDUBA"";2661;410;-;-;-;-;30634;33705"
"""421070 MATOS COSTA"";3789;-;-;-;-;-;2681;6470"
"""421085 MIRIM DOCE"";76;-;-;-;-;-;19;95"
"""421090 MODELO"";2117;6;-;-;-;-;5250;7373"
"""421100 MONDAI"";2134;-;-;-;-;-;-;2134"
"""421105 MONTE CARLO"";-;-;-;-;-;-;396;396"
"""421110 MONTE CASTELO"";516;-;-;-;-;-;1669;2185"
"""421120 MORRO DA FUMACA"";363;-;-;-;-;-;35210;35573"
"""421125 MORRO GRANDE"";647;-;-;-;-;-;8632;9279"
"""421130 NAVEGANTES"";14288;494;-;-;-;-;164251;179033"
"""421140 NOVA ERECHIM"";1839;-;-;-;-;-;988;2827"
"""421150 NOVA TRENTO"";4548;18131;-;-;-;-;10204;32883"
"""421160 NOVA VENEZA"";1682;-;-;-;-;-;19899;21581"
"""421170 ORLEANS"";608;827;5;2;2;-;37215;38659"
"""421175 OTACILIO COSTA"";1384;-;-;-;-;-;10752;12136"
"""421180 OURO"";3052;11;-;-;-;-;19476;22539"
"""421185 OURO VERDE"";903;-;-;-;-;-;2884;3787"
"""421190 PALHOCA"";24544;29453;-;-;-;-;180327;234324"
"""421200 PALMA SOLA"";6568;13;-;-;-;-;115;6696"
"""421210 PALMITOS"";1409;-;-;-;-;-;10883;12292"
"""421220 PAPANDUVA"";652;-;-;-;-;-;-;652"
"""421223 PARAISO"";586;-;-;-;-;-;1632;2218"
"""421227 PASSOS MAIA"";2662;-;-;-;-;-;1673;4335"
"""421230 PAULO LOPES"";5599;-;-;-;-;-;4110;9709"
"""421240 PEDRAS GRANDES"";28;10;-;-;-;-;1188;1226"
"""421250 PENHA"";6347;-;-;-;-;-;42487;48834"
"""421260 PERITIBA"";1138;-;-;-;-;-;109;1247"
"""421265 PESCARIA BRAVA"";-;-;-;-;-;-;17491;17491"
"""421270 PETROLANDIA"";524;-;-;-;-;-;3471;3995"
"""421280 BALNEARIO PICARRAS"";5142;-;-;-;-;-;59063;64205"
"""421290 PINHALZINHO"";1558;-;-;-;-;-;25911;27469"
"""421300 PINHEIRO PRETO"";1345;-;-;-;-;-;12138;13483"
"""421310 PIRATUBA"";2390;-;-;-;-;-;7376;9766"
"""421320 POMERODE"";2736;-;-;-;-;-;20546;23282"
"""421330 PONTE ALTA"";-;-;-;-;-;-;3337;3337"
"""421335 PONTE ALTA DO NORTE"";-;-;-;-;-;-;90;90"
"""421340 PONTE SERRADA"";907;-;-;-;-;-;5961;6868"
"""421350 PORTO BELO"";7053;-;-;-;-;-;127287;134340"
"""421360 PORTO UNIAO"";5918;4;-;-;-;-;20952;26874"
"""421370 POUSO REDONDO"";454;-;-;-;-;-;10529;10983"
"""421410 PRESIDENTE NEREU"";10;-;-;-;-;-;3009;3019"
"""421415 PRINCESA"";16;-;-;-;-;-;96;112"
"""421420 QUILOMBO"";9894;175;-;-;-;-;12798;22867"
"""421430 RANCHO QUEIMADO"";6;-;-;-;-;-;3434;3440"
"""421440 RIO DAS ANTAS"";2285;-;-;-;-;-;18419;20704"
"""421450 RIO DO CAMPO"";3599;-;-;-;-;-;5874;9473"
"""421460 RIO DO OESTE"";1745;-;-;-;-;-;16036;17781"
"""421470 RIO DOS CEDROS"";2306;-;-;-;-;-;15077;17383"
"""421480 RIO DO SUL"";15707;19865;3;-;-;-;61186;96761"
"""421490 RIO FORTUNA"";1579;-;-;-;-;-;5157;6736"
"""421500 RIO NEGRINHO"";4894;236;-;-;-;-;36151;41281"
"""421507 RIQUEZA"";1011;-;-;-;-;-;2956;3967"
"""421510 RODEIO"";3609;-;-;-;-;-;16935;20544"
"""421520 ROMELANDIA"";380;-;-;-;-;-;-;380"
"""421530 SALETE"";49;-;-;-;-;-;6432;6481"
"""421535 SALTINHO"";865;-;-;-;-;-;1680;2545"
"""421540 SALTO VELOSO"";1047;-;-;-;-;-;293;1340"
"""421545 SANGAO"";2488;-;-;-;-;-;15862;18350"
"""421550 SANTA CECILIA"";499;6496;-;-;-;-;1430;8425"
"""421555 SANTA HELENA"";105;-;-;-;-;-;2671;2776"
"""421565 SANTA ROSA DO SUL"";3247;-;-;-;-;-;21104;24351"
"""421567 SANTA TEREZINHA"";4195;-;-;-;-;-;4824;9019"
"""421568 SANTA TEREZINHA DO PROGRESSO"";905;-;-;-;-;-;1467;2372"
"""421569 SANTIAGO DO SUL"";1134;-;-;-;-;-;-;1134"
"""421570 SANTO AMARO DA IMPERATRIZ"";2597;6252;-;-;-;-;23702;32551"
"""421580 SAO BENTO DO SUL"";10272;4163;2;1;-;-;67194;81632"
"""421610 SAO DOMINGOS"";962;-;-;-;-;-;-;962"
"""421620 SAO FRANCISCO DO SUL"";5816;532;-;-;-;-;106310;112658"
"""421625 SAO JOAO DO OESTE"";4111;-;-;-;-;-;7403;11514"
"""421630 SAO JOAO BATISTA"";1866;168;-;-;-;-;33080;35114"
"""421635 SAO JOAO DO ITAPERIU"";1247;-;-;-;-;-;9197;10444"
"""421640 SAO JOAO DO SUL"";10704;252;-;1;-;-;50;11007"
"""421650 SAO JOAQUIM"";2078;-;-;-;-;-;21210;23288"
"""421660 SAO JOSE"";18357;48780;-;-;-;-;86111;153248"
"""421690 SAO LOURENCO DO OESTE"";12860;413;-;-;-;-;34745;48018"
"""421700 SAO LUDGERO"";8611;-;-;-;-;-;51079;59690"
"""421715 SAO MIGUEL DA BOA VISTA"";1535;-;-;-;-;-;1676;3211"
"""421720 SAO MIGUEL DO OESTE"";7188;32;-;-;-;-;55379;62599"
"""421725 SAO PEDRO DE ALCANTARA"";91;-;-;-;-;-;5597;5688"
"""421730 SAUDADES"";3663;-;-;-;-;-;2909;6572"
"""421740 SCHROEDER"";3849;-;-;-;-;-;31041;34890"
"""421750 SEARA"";17589;3335;-;-;1;-;11698;32623"
"""421755 SERRA ALTA"";303;-;-;-;-;-;3351;3654"
"""421760 SIDEROPOLIS"";1592;-;-;-;-;-;16929;18521"
"""421770 SOMBRIO"";4200;-;-;-;-;-;54048;58248"
"""421775 SUL BRASIL"";1373;-;-;-;-;-;451;1824"
"""421780 TAIO"";1778;10;-;-;-;-;15964;17752"
"""421790 TANGARA"";1963;-;-;-;-;-;174;2137"
"""421800 TIJUCAS"";598;2396;-;-;-;-;41676;44670"
"""421810 TIMBE DO SUL"";3217;3;-;-;-;-;14488;17708"
"""421820 TIMBO"";5996;43;-;-;-;-;50815;56854"
"""421825 TIMBO GRANDE"";2201;8374;-;-;-;-;1722;12297"
"""421835 TREVISO"";132;-;-;-;-;-;8211;8343"
"""421840 TREZE DE MAIO"";2529;-;-;-;-;-;17302;19831"
"""421850 TREZE TILIAS"";2481;1085;-;-;-;-;23195;26761"
"""421860 TROMBUDO CENTRAL"";-;-;-;-;-;-;6933;6933"
"""421870 TUBARAO"";7069;115;-;-;-;-;35652;42836"
"""421875 TUNAPOLIS"";2579;-;-;-;-;-;3336;5915"
"""421880 TURVO"";1627;7;-;-;-;-;35921;37555"
"""421885 UNIAO DO OESTE"";1778;-;-;-;-;-;1577;3355"
"""421890 URUBICI"";785;-;-;-;-;-;1728;2513"
"""421900 URUSSANGA"";1366;126;-;-;-;-;33400;34892"
"""421910 VARGEAO"";884;-;-;-;-;-;3831;4715"
"""421915 VARGEM"";916;-;-;-;-;-;262;1178"
"""421917 VARGEM BONITA"";712;-;-;-;-;-;6862;7574"
"""421920 VIDAL RAMOS"";1219;-;-;-;-;-;5522;6741"
"""421930 VIDEIRA"";104347;131;-;-;-;-;32278;136756"
"""421935 VITOR MEIRELES"";1865;-;1;-;-;-;9704;11570"
"""421940 WITMARSUM"";2884;397;-;-;-;-;11223;14504"
"""421950 XANXERE"";3957;-;-;-;-;-;37815;41772"
"""421970 XAXIM"";5975;1158;-;-;-;-;36615;43748"
"""422000 BALNEARIO RINCAO"";3658;-;-;-;-;-;54990;58648"
"""430003 ACEGUA"";80;27;-;-;-;-;1879;1986"
"""430005 AGUA SANTA"";146;-;-;-;-;-;851;997"
"""430010 AGUDO"";2968;176;-;-;-;-;6643;9787"
"""430020 AJURICABA"";262;1939;-;-;-;-;-;2201"
"""430030 ALECRIM"";119;-;-;-;-;-;1814;1933"
"""430040 ALEGRETE"";161491;2024;-;-;-;-;5814;169329"
"""430045 ALEGRIA"";1534;-;-;-;-;-;11;1545"
"""430050 ALPESTRE"";1;56;-;-;-;-;1431;1488"
"""430055 ALTO ALEGRE"";836;-;-;-;-;-;151;987"
"""430060 ALVORADA"";30502;2257;-;-;-;-;101878;134637"
"""430063 AMARAL FERRADOR"";-;-;-;-;-;-;748;748"
"""430064 AMETISTA DO SUL"";301;77;-;-;-;-;6557;6935"
"""430070 ANTA GORDA"";481;-;-;-;-;-;1339;1820"
"""430080 ANTONIO PRADO"";3386;116;52;-;-;-;21666;25220"
"""430085 ARAMBARE"";931;-;-;-;-;-;7238;8169"
"""430087 ARARICA"";2529;1;-;-;-;-;-;2530"
"""430090 ARATIBA"";7148;28;-;1;-;-;6943;14120"
"""430100 ARROIO DO MEIO"";1432;3441;-;-;-;-;20446;25319"
"""430105 ARROIO DO SAL"";137;-;-;-;-;-;16270;16407"
"""430107 ARROIO DO PADRE"";522;-;-;-;-;-;7;529"
"""430110 ARROIO DOS RATOS"";1443;-;-;-;-;-;-;1443"
"""430120 ARROIO DO TIGRE"";1628;15;-;-;-;-;3292;4935"
"""430130 ARROIO GRANDE"";8989;200;-;-;-;-;24784;33973"
"""430140 ARVOREZINHA"";7278;286;-;-;-;-;70;7634"
"""430150 AUGUSTO PESTANA"";2363;2445;-;-;-;-;8570;13378"
"""430155 AUREA"";106;20;-;-;-;-;1318;1444"
"""430160 BAGE"";140531;369;1;2;-;-;74436;215339"
"""430163 BALNEARIO PINHAL"";1391;4;-;-;-;-;9507;10902"
"""430165 BARAO"";726;-;-;-;-;-;5731;6457"
"""430180 BARRACAO"";623;5;-;-;-;-;344;972"
"""430185 BARRA DO GUARITA"";20;-;-;-;-;-;-;20"
"""430192 BARRA DO RIO AZUL"";15;-;-;-;-;-;4;19"
"""430195 BARRA FUNDA"";-;-;-;-;-;-;3263;3263"
"""430200 BARROS CASSAL"";3;-;-;-;-;-;30;33"
"""430205 BENJAMIN CONSTANT DO SUL"";9;-;-;-;-;-;1020;1029"
"""430210 BENTO GONCALVES"";11037;19928;-;-;-;-;59349;90314"
"""430215 BOA VISTA DAS MISSOES"";13;-;-;-;-;-;-;13"
"""430220 BOA VISTA DO BURICA"";2910;1163;-;-;-;-;48;4121"
"""430225 BOA VISTA DO SUL"";-;-;-;-;-;-;111;111"
"""430235 BOM PRINCIPIO"";4614;146;-;-;-;-;17870;22630"
"""430237 BOM PROGRESSO"";10;-;-;-;-;-;-;10"
"""430240 BOM RETIRO DO SUL"";327;5125;-;-;-;-;5356;10808"
"""430250 BOSSOROCA"";810;-;-;-;-;-;108;918"
"""430260 BRAGA"";15;-;-;-;-;-;41;56"
"""430280 CACAPAVA DO SUL"";24162;285;-;-;-;-;5898;30345"
"""430290 CACEQUI"";6436;-;-;-;-;-;-;6436"
"""430300 CACHOEIRA DO SUL"";172030;4348;-;-;-;-;85172;261550"
"""430310 CACHOEIRINHA"";14508;17778;-;-;-;-;46382;78668"
"""430320 CACIQUE DOBLE"";31;623;-;-;-;-;960;1614"
"""430330 CAIBATE"";537;234;-;-;-;-;590;1361"
"""430340 CAICARA"";21;67;-;-;-;-;2049;2137"
"""430350 CAMAQUA"";23155;1085;-;-;-;-;63983;88223"
"""430355 CAMARGO"";47;-;-;-;-;-;37;84"
"""430360 CAMBARA DO SUL"";502;-;-;-;-;-;4454;4956"
"""430367 CAMPESTRE DA SERRA"";237;-;-;-;-;-;70;307"
"""430370 CAMPINA DAS MISSOES"";980;2265;-;-;-;-;1216;4461"
"""430380 CAMPINAS DO SUL"";1051;1;-;-;-;-;2119;3171"
"""430390 CAMPO BOM"";23741;238;-;-;-;-;104193;128172"
"""430400 CAMPO NOVO"";1075;207;-;-;-;-;-;1282"
"""430410 CAMPOS BORGES"";513;-;-;-;-;-;-;513"
"""430430 CANDIDO GODOI"";113;-;-;-;86;-;4874;5073"
"""430435 CANDIOTA"";1119;-;-;-;-;-;6053;7172"
"""430440 CANELA"";12972;752;-;-;-;-;26195;39919"
"""430450 CANGUCU"";3510;100;-;-;-;-;21356;24966"
"""430460 CANOAS"";132607;2299;-;-;1;-;94565;229472"
"""430461 CANUDOS DO VALE"";20;-;-;-;-;-;2;22"
"""430463 CAPAO DA CANOA"";36979;653;-;-;-;-;96322;133954"
"""430465 CAPAO DO CIPO"";266;-;-;-;-;-;-;266"
"""430466 CAPAO DO LEAO"";3058;-;-;-;-;-;17025;20083"
"""430467 CAPIVARI DO SUL"";519;-;-;-;-;-;2998;3517"
"""430468 CAPELA DE SANTANA"";-;-;-;-;-;-;4;4"
"""430469 CAPITAO"";11;-;-;-;-;-;9;20"
"""430471 CARAA"";349;-;-;-;-;-;218;567"
"""430480 CARLOS BARBOSA"";11550;15121;-;-;-;-;3867;30538"
"""430490 CASCA"";3448;2771;-;-;-;-;5592;11811"
"""430495 CASEIROS"";-;-;-;-;-;-;812;812"
"""430500 CATUIPE"";1482;-;-;-;-;-;6338;7820"
"""430510 CAXIAS DO SUL"";736779;13750;-;5;1;1;358959;1109495"
"""430511 CENTENARIO"";625;-;-;-;-;-;159;784"
"""430513 CERRO BRANCO"";2524;-;-;-;-;-;6243;8767"
"""430520 CERRO LARGO"";1866;539;-;-;-;-;260;2665"
"""430530 CHAPADA"";120;30;-;-;-;-;4649;4799"
"""430535 CHARQUEADAS"";5190;1229;-;-;-;-;14099;20518"
"""430540 CHIAPETTA"";7;492;-;-;-;-;1175;1674"
"""430543 CHUI"";724;-;-;-;-;-;-;724"
"""430544 CHUVISCA"";-;-;-;-;-;-;417;417"
"""430545 CIDREIRA"";2620;-;-;-;-;-;12822;15442"
"""430550 CIRIACO"";-;578;-;-;-;-;-;578"
"""430560 COLORADO"";-;-;-;-;-;-;1631;1631"
"""430570 CONDOR"";23;459;-;-;-;-;-;482"
"""430580 CONSTANTINA"";2415;2176;-;-;-;-;154;4745"
"""430585 COQUEIROS DO SUL"";1;78;-;-;-;-;3677;3756"
"""430587 CORONEL BARROS"";15;-;-;-;-;-;-;15"
"""430590 CORONEL BICACO"";26;47;-;-;-;-;954;1027"
"""430593 CORONEL PILAR"";-;-;-;-;-;-;4;4"
"""430597 COXILHA"";1;12;-;-;-;-;6;19"
"""430600 CRISSIUMAL"";14183;-;-;-;-;-;11448;25631"
"""430605 CRISTAL"";2059;-;-;-;-;-;5677;7736"
"""430607 CRISTAL DO SUL"";20;-;-;-;-;-;-;20"
"""430610 CRUZ ALTA"";112225;19119;-;2;-;-;19630;150976"
"""430613 CRUZALTENSE"";48;2;-;-;-;-;9;59"
"""430620 CRUZEIRO DO SUL"";1181;4497;-;-;-;-;2107;7785"
"""430630 DAVID CANABARRO"";1009;878;-;-;-;-;26;1913"
"""430632 DERRUBADAS"";10;-;-;-;-;-;-;10"
"""430635 DEZESSEIS DE NOVEMBRO"";-;-;-;-;-;-;1;1"
"""430637 DILERMANDO DE AGUIAR"";-;-;-;-;-;-;17;17"
"""430640 DOIS IRMAOS"";11404;35;-;-;-;-;4256;15695"
"""430645 DOIS LAJEADOS"";711;1;-;-;-;-;103;815"
"""430650 DOM FELICIANO"";1138;10384;-;-;-;-;4747;16269"
"""430660 DOM PEDRITO"";6640;413;-;-;-;-;23593;30646"
"""430673 DOUTOR MAURICIO CARDOSO"";1698;-;-;-;-;-;-;1698"
"""430675 DOUTOR RICARDO"";21;-;-;-;-;-;-;21"
"""430676 ELDORADO DO SUL"";775;-;-;-;-;-;7234;8009"
"""430680 ENCANTADO"";8327;889;-;-;-;-;28817;38033"
"""430690 ENCRUZILHADA DO SUL"";5806;-;-;-;-;-;11752;17558"
"""430692 ENGENHO VELHO"";7;-;-;-;-;-;-;7"
"""430693 ENTRE-IJUIS"";1586;2;-;-;-;-;128;1716"
"""430700 ERECHIM"";181400;12112;-;-;-;-;115359;308871"
"""430710 HERVAL"";25;40;-;-;-;-;2871;2936"
"""430720 ERVAL GRANDE"";226;114;-;-;-;-;4094;4434"
"""430730 ERVAL SECO"";1651;1;-;-;-;-;2102;3754"
"""430745 ESPERANCA DO SUL"";10;-;-;-;-;-;-;10"
"""430750 ESPUMOSO"";3338;3795;-;-;-;-;2430;9563"
"""430755 ESTACAO"";175;2804;-;-;-;-;-;2979"
"""430760 ESTANCIA VELHA"";8990;-;-;-;-;-;22540;31530"
"""430770 ESTEIO"";16499;1385;-;-;-;-;77613;95497"
"""430780 ESTRELA"";13788;355;-;-;-;-;20376;34519"
"""430781 ESTRELA VELHA"";61;-;-;-;-;-;1441;1502"
"""430783 EUGENIO DE CASTRO"";-;-;-;-;-;-;32;32"
"""430786 FAGUNDES VARELA"";426;-;-;-;-;-;2312;2738"
"""430790 FARROUPILHA"";10483;2049;-;-;-;1;62504;75037"
"""430800 FAXINAL DO SOTURNO"";16259;591;-;-;-;-;13437;30287"
"""430807 FAZENDA VILANOVA"";21;-;-;-;-;-;5;26"
"""430810 FELIZ"";107;28;-;-;-;-;15499;15634"
"""430820 FLORES DA CUNHA"";2562;515;-;-;-;-;19205;22282"
"""430830 FONTOURA XAVIER"";312;2809;-;-;-;-;-;3121"
"""430843 FORQUETINHA"";24;-;-;-;-;-;557;581"
"""430850 FREDERICO WESTPHALEN"";168032;2638;-;-;-;-;5403;176073"
"""430860 GARIBALDI"";4554;354;-;-;-;-;29141;34049"
"""430865 GARRUCHOS"";288;-;-;-;-;-;3;291"
"""430870 GAURAMA"";962;162;-;-;-;-;82;1206"
"""430880 GENERAL CAMARA"";845;-;-;-;-;-;1608;2453"
"""430885 GENTIL"";48;-;-;-;-;-;761;809"
"""430890 GETULIO VARGAS"";6937;6561;-;-;-;-;348;13846"
"""430900 GIRUA"";5919;351;-;-;-;-;19353;25623"
"""430905 GLORINHA"";1351;-;-;-;-;-;3441;4792"
"""430910 GRAMADO"";18168;27;-;-;-;-;76038;94233"
"""430915 GRAMADO XAVIER"";75;-;-;-;-;-;30;105"
"""430920 GRAVATAI"";34889;5056;1;-;6;-;175332;215284"
"""430925 GUABIJU"";197;-;-;-;-;-;1124;1321"
"""430930 GUAIBA"";12037;712;-;-;-;-;32582;45331"
"""430940 GUAPORE"";7382;279;-;-;-;-;33318;40979"
"""430950 GUARANI DAS MISSOES"";1972;1;-;-;-;-;18;1991"
"""430957 HERVEIRAS"";-;-;-;-;-;-;2;2"
"""430960 HORIZONTINA"";4140;126;-;-;-;-;30053;34319"
"""430965 HULHA NEGRA"";718;2;-;-;-;-;-;720"
"""430970 HUMAITA"";23;274;-;-;-;-;1521;1818"
"""430975 IBARAMA"";-;-;-;-;-;-;1;1"
"""430980 IBIACA"";109;224;-;-;-;-;-;333"
"""430990 IBIRAIARAS"";1128;-;-;-;-;-;3902;5030"
"""430995 IBIRAPUITA"";785;-;-;-;-;-;-;785"
"""431000 IBIRUBA"";1794;28;-;-;-;-;14127;15949"
"""431010 IGREJINHA"";13445;341;-;-;-;-;27941;41727"
"""431020 IJUI"";227632;5194;-;1;-;-;121177;354004"
"""431030 ILOPOLIS"";76;-;-;-;-;-;801;877"
"""431033 IMBE"";4177;10;-;-;-;-;22149;26336"
"""431036 IMIGRANTE"";160;-;-;-;-;-;1906;2066"
"""431040 INDEPENDENCIA"";459;-;-;-;-;-;3;462"
"""431041 INHACORA"";20;-;-;-;-;-;-;20"
"""431043 IPE"";-;-;-;-;-;-;12;12"
"""431050 IRAI"";-;2672;7;-;-;-;-;2679"
"""431053 ITAARA"";-;-;-;-;-;-;8;8"
"""431057 ITAPUCA"";-;-;-;-;-;-;26;26"
"""431060 ITAQUI"";2925;5778;-;-;-;-;-;8703"
"""431065 ITATI"";290;-;-;-;-;-;647;937"
"""431070 ITATIBA DO SUL"";-;-;-;-;-;-;10;10"
"""431075 IVORA"";31;10;-;-;-;-;433;474"
"""431080 IVOTI"";4200;120;-;-;-;-;27169;31489"
"""431085 JABOTICABA"";2832;1737;-;-;-;-;34;4603"
"""431087 JACUIZINHO"";4;-;-;-;-;-;4;8"
"""431090 JACUTINGA"";982;-;-;-;-;-;9;991"
"""431100 JAGUARAO"";2846;1235;-;-;-;-;25393;29474"
"""431110 JAGUARI"";124;63;-;-;-;-;6496;6683"
"""431113 JARI"";98;-;-;-;-;-;75;173"
"""431115 JOIA"";-;-;-;-;-;-;666;666"
"""431120 JULIO DE CASTILHOS"";2400;-;-;-;-;-;9861;12261"
"""431123 LAGOA BONITA DO SUL"";-;-;-;-;-;-;3;3"
"""431125 LAGOAO"";132;-;-;-;-;-;22;154"
"""431127 LAGOA DOS TRES CANTOS"";6;-;-;-;-;-;8;14"
"""431130 LAGOA VERMELHA"";8042;12038;-;-;-;-;6058;26138"
"""431140 LAJEADO"";344011;11555;1;-;-;-;87487;443054"
"""431142 LAJEADO DO BUGRE"";12;-;-;-;-;-;78;90"
"""431150 LAVRAS DO SUL"";1202;720;-;-;-;-;2602;4524"
"""431160 LIBERATO SALZANO"";-;33;-;-;-;-;1439;1472"
"""431162 LINDOLFO COLLOR"";186;176;-;-;-;-;2772;3134"
"""431170 MACHADINHO"";8;518;-;-;-;-;-;526"
"""431173 MAMPITUBA"";423;-;-;-;-;-;317;740"
"""431177 MAQUINE"";431;-;-;-;-;-;3356;3787"
"""431179 MARATA"";-;-;-;-;-;-;126;126"
"""431180 MARAU"";8460;12458;-;-;-;-;38860;59778"
"""431190 MARCELINO RAMOS"";1411;466;-;-;-;-;8;1885"
"""431200 MARIANO MORO"";488;1;-;-;-;-;-;489"
"""431210 MATA"";95;15;-;-;-;-;588;698"
"""431213 MATO CASTELHANO"";238;-;-;-;-;-;11;249"
"""431217 MATO QUEIMADO"";191;-;-;-;-;-;14;205"
"""431220 MAXIMILIANO DE ALMEIDA"";849;808;-;-;-;-;14;1671"
"""431225 MINAS DO LEAO"";235;-;-;-;-;-;4710;4945"
"""431230 MIRAGUAI"";6;-;-;-;-;-;-;6"
"""431235 MONTAURI"";-;-;-;-;-;-;5;5"
"""431238 MONTE BELO DO SUL"";64;-;-;-;-;-;2076;2140"
"""431240 MONTENEGRO"";16667;2734;-;-;-;-;38547;57948"
"""431242 MORMACO"";153;-;-;-;-;-;668;821"
"""431244 MORRINHOS DO SUL"";117;-;-;-;-;-;109;226"
"""431245 MORRO REDONDO"";15;10;-;-;-;-;2316;2341"
"""431247 MORRO REUTER"";424;-;-;-;-;-;4092;4516"
"""431250 MOSTARDAS"";333;98;-;-;-;-;5304;5735"
"""431261 MUITOS CAPOES"";-;-;-;-;-;-;48;48"
"""431265 NAO-ME-TOQUE"";9636;8222;-;-;-;-;49;17907"
"""431267 NICOLAU VERGUEIRO"";15;-;-;-;-;-;12;27"
"""431270 NONOAI"";7243;9568;-;-;-;-;57;16868"
"""431275 NOVA ALVORADA"";1839;2;-;-;-;-;2;1843"
"""431290 NOVA BASSANO"";237;1624;-;-;-;-;3862;5723"
"""431295 NOVA BOA VISTA"";11;-;-;-;-;-;1525;1536"
"""431300 NOVA BRESCIA"";42;-;-;-;-;-;2461;2503"
"""431301 NOVA CANDELARIA"";365;-;-;-;-;-;4;369"
"""431303 NOVA ESPERANCA DO SUL"";-;-;-;-;-;-;112;112"
