"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""260680 IGARASSU"";18383;48186;-;64;66633"
"""260690 IGUARACY"";1031;5654;-;3177;9862"
"""260700 INAJA"";16;5006;-;62;5084"
"""260710 INGAZEIRA"";1626;5896;-;2221;9743"
"""260720 IPOJUCA"";27198;345893;-;268;373359"
"""260760 ILHA DE ITAMARACA"";5779;15522;-;382;21683"
"""260770 ITAPETIM"";1939;9199;-;3965;15103"
"""260775 ITAPISSUMA"";5960;21943;237;124;28264"
"""260790 JABOATAO DOS GUARARAPES"";24341;249393;1044;3674;278452"
"""260795 JAQUEIRA"";163;2172;-;-;2335"
"""260800 JATAUBA"";5165;9893;-;1068;16126"
"""260805 JATOBA"";2274;1801;-;6563;10638"
"""260810 JOAO ALFREDO"";1254;9666;-;167;11087"
"""260825 JUCATI"";2604;7983;-;102;10689"
"""260830 JUPI"";264;2606;-;63;2933"
"""260845 LAGOA DO CARRO"";3903;9475;-;202;13580"
"""260850 LAGOA DE ITAENGA"";7252;29030;-;539;36821"
"""260860 LAGOA DO OURO"";1111;5836;78;-;7025"
"""260870 LAGOA DOS GATOS"";3468;3228;-;144;6840"
"""260875 LAGOA GRANDE"";6395;22363;-;4443;33201"
"""260890 LIMOEIRO"";4946;64253;33;615;69847"
"""260900 MACAPARANA"";3008;13668;-;381;17057"
"""260915 MANARI"";4915;6562;-;297;11774"
"""260920 MARAIAL"";1037;3007;-;-;4044"
"""260940 MORENO"";3977;55863;-;56;59896"
"""260950 NAZARE DA MATA"";7477;1530;-;338;9345"
"""260960 OLINDA"";11067;180454;22;179;191722"
"""260970 OROBO"";4779;4403;-;39;9221"
"""260980 OROCO"";1810;5698;-;4506;12014"
"""260990 OURICURI"";1935;9058;-;11330;22323"
"""261000 PALMARES"";1196;3769;-;156;5121"
"""261010 PALMEIRINA"";672;3229;-;4;3905"
"""261020 PANELAS"";8155;15072;-;169;23396"
"""261030 PARANATAMA"";953;3637;-;27;4617"
"""261040 PARNAMIRIM"";2781;12278;-;1053;16112"
"""261050 PASSIRA"";43;8391;-;247;8681"
"""261070 PAULISTA"";23199;88114;-;933;112246"
"""261080 PEDRA"";5228;4054;-;25;9307"
"""261100 PETROLANDIA"";11528;37328;26;21044;69926"
"""261110 PETROLINA"";1940;107057;2507;4838;116342"
"""261120 POCAO"";10187;13493;-;570;24250"
"""261140 PRIMAVERA"";1165;9367;-;-;10532"
"""261150 QUIPAPA"";3137;3316;-;-;6453"
"""261160 RECIFE"";81615;943458;2685;69910;1097668"
"""261170 RIACHO DAS ALMAS"";6879;11014;-;2609;20502"
"""261190 RIO FORMOSO"";7208;13538;-;-;20746"
"""261200 SAIRE"";5425;4374;-;578;10377"
"""261210 SALGADINHO"";1269;2427;-;437;4133"
"""261220 SALGUEIRO"";2676;22816;-;5441;30933"
"""261230 SALOA"";1803;11265;-;396;13464"
"""261245 SANTA CRUZ"";53;11758;2;3296;15109"
"""261247 SANTA CRUZ DA BAIXA VERDE"";2807;6816;-;352;9975"
"""261270 SANTA MARIA DO CAMBUCA"";3369;6661;-;461;10491"
"""261280 SANTA TEREZINHA"";2092;4583;-;396;7071"
"""261290 SAO BENEDITO DO SUL"";1231;2822;-;15;4068"
"""261320 SAO JOAO"";3664;13368;-;7;17039"
"""261330 SAO JOAQUIM DO MONTE"";4617;3330;-;816;8763"
"""261340 SAO JOSE DA COROA GRANDE"";5694;21112;-;530;27336"
"""261350 SAO JOSE DO BELMONTE"";7829;3060;-;9041;19930"
"""261380 SAO VICENTE FERRER"";3819;7442;-;416;11677"
"""261390 SERRA TALHADA"";3116;36377;2;2700;42195"
"""261410 SERTANIA"";16331;26341;-;6413;49085"
"""261420 SIRINHAEM"";5057;12466;-;44;17567"
"""261430 MOREILANDIA"";3159;9185;-;1208;13552"
"""261440 SOLIDAO"";4135;6870;-;44;11049"
"""261450 SURUBIM"";5015;39046;-;3424;47485"
"""261460 TABIRA"";8272;49638;-;12549;70459"
"""261470 TACAIMBO"";1209;3233;-;315;4757"
"""261480 TACARATU"";3760;14283;-;15692;33735"
"""261485 TAMANDARE"";11842;27432;-;36;39310"
"""261500 TAQUARITINGA DO NORTE"";3399;12524;-;771;16694"
"""261510 TEREZINHA"";1694;6519;-;47;8260"
"""261540 TORITAMA"";8063;38911;4;16885;63863"
"""261550 TRACUNHAEM"";3779;4674;-;442;8895"
"""261570 TRIUNFO"";396;8534;-;1047;9977"
"""261580 TUPANATINGA"";2716;13475;-;-;16191"
"""261590 TUPARETAMA"";54;12740;-;1941;14735"
"""261600 VENTUROSA"";3671;12175;3;238;16087"
"""261610 VERDEJANTE"";479;4002;-;1364;5845"
"""261618 VERTENTE DO LERIO"";8212;4884;-;276;13372"
"""261620 VERTENTES"";160;15825;-;1065;17050"
"""261630 VICENCIA"";269;14582;-;173;15024"
"""261640 VITORIA DE SANTO ANTAO"";3416;89018;-;1060;93494"
"""261650 XEXEU"";-;3066;-;93;3159"
"""270010 AGUA BRANCA"";3907;13027;-;405;17339"
"""270030 ARAPIRACA"";69894;282901;16722;9308;378825"
"""270040 ATALAIA"";9368;20678;56;3023;33125"
"""270050 BARRA DE SANTO ANTONIO"";-;38;-;-;38"
"""270060 BARRA DE SAO MIGUEL"";2962;15244;-;34;18240"
"""270070 BATALHA"";7792;3380;-;332;11504"
"""270090 BELO MONTE"";1989;1070;-;268;3327"
"""270100 BOCA DA MATA"";2473;7107;-;2214;11794"
"""270110 BRANQUINHA"";341;1670;-;221;2232"
"""270120 CACIMBINHAS"";8718;1468;-;333;10519"
"""270130 CAJUEIRO"";2977;7698;-;1370;12045"
"""270135 CAMPESTRE"";1709;2413;-;78;4200"
"""270140 CAMPO ALEGRE"";11250;33250;-;373;44873"
"""270160 CANAPI"";325;3720;-;172;4217"
"""270170 CAPELA"";6217;7938;-;633;14788"
"""270180 CARNEIROS"";1237;302;-;490;2029"
"""270190 CHA PRETA"";3982;1281;-;148;5411"
"""270210 COLONIA LEOPOLDINA"";26;6581;-;1377;7984"
"""270220 COQUEIRO SECO"";734;4151;-;292;5177"
"""270230 CORURIPE"";-;76;-;-;76"
"""270235 CRAIBAS"";5912;6299;-;1378;13589"
"""270240 DELMIRO GOUVEIA"";190;31964;1286;-;33440"
"""270255 ESTRELA DE ALAGOAS"";270;3233;-;372;3875"
"""270260 FEIRA GRANDE"";3699;10287;-;358;14344"
"""270270 FELIZ DESERTO"";93;1387;-;215;1695"
"""270280 FLEXEIRAS"";4275;6725;-;818;11818"
"""270290 GIRAU DO PONCIANO"";-;43;-;-;43"
"""270300 IBATEGUARA"";9269;1691;-;1697;12657"
"""270310 IGACI"";2777;10783;-;381;13941"
"""270320 IGREJA NOVA"";3354;8899;-;475;12728"
"""270330 INHAPI"";-;33;-;-;33"
"""270340 JACARE DOS HOMENS"";60;2462;-;60;2582"
"""270350 JACUIPE"";1107;119;-;144;1370"
"""270360 JAPARATINGA"";4098;4366;-;876;9340"
"""270370 JARAMATAIA"";1772;5069;-;-;6841"
"""270375 JEQUIA DA PRAIA"";1036;2748;-;873;4657"
"""270380 JOAQUIM GOMES"";6379;16927;-;906;24212"
"""270400 JUNQUEIRO"";2354;17132;-;702;20188"
"""270430 MACEIO"";55769;1103746;1185078;21693;2366286"
"""270440 MAJOR ISIDORO"";51;443;-;729;1223"
"""270450 MARAGOGI"";-;40;-;-;40"
"""270470 MARECHAL DEODORO"";7064;37350;-;1125;45539"
"""270480 MARIBONDO"";-;23;-;-;23"
"""270490 MAR VERMELHO"";1497;864;-;42;2403"
"""270500 MATA GRANDE"";-;12;-;-;12"
"""270510 MATRIZ DE CAMARAGIBE"";397;10490;-;1583;12470"
"""270520 MESSIAS"";8485;11960;-;11;20456"
"""270530 MINADOR DO NEGRAO"";24;196;-;437;657"
"""270540 MONTEIROPOLIS"";139;1408;-;1182;2729"
"""270550 MURICI"";4496;48836;-;2905;56237"
"""270560 NOVO LINO"";3526;1483;-;127;5136"
"""270570 OLHO D'AGUA DAS FLORES"";11413;12650;-;897;24960"
"""270580 OLHO D'AGUA DO CASADO"";-;15;-;-;15"
"""270590 OLHO D'AGUA GRANDE"";-;60;-;-;60"
"""270600 OLIVENCA"";-;23;-;317;340"
"""270610 OURO BRANCO"";1170;891;-;1409;3470"
"""270620 PALESTINA"";-;184;-;24;208"
"""270630 PALMEIRA DOS INDIOS"";5331;37104;2029;437;44901"
"""270640 PAO DE ACUCAR"";-;37;-;-;37"
"""270644 PARIPUEIRA"";10627;12793;-;243;23663"
"""270650 PASSO DE CAMARAGIBE"";2331;6082;-;-;8413"
"""270660 PAULO JACINTO"";1960;4706;-;913;7579"
"""270670 PENEDO"";7756;94702;1463;10531;114452"
"""270690 PILAR"";14564;33909;-;77;48550"
"""270710 PIRANHAS"";165;27786;-;4757;32708"
"""270720 POCO DAS TRINCHEIRAS"";-;2956;-;433;3389"
"""270730 PORTO CALVO"";7267;49120;972;2182;59541"
"""270750 PORTO REAL DO COLEGIO"";-;25;-;-;25"
"""270760 QUEBRANGULO"";6526;7984;-;19;14529"
"""270770 RIO LARGO"";10071;31927;-;2881;44879"
"""270780 ROTEIRO"";-;1533;-;91;1624"
"""270800 SANTANA DO IPANEMA"";3103;71590;688;14882;90263"
"""270810 SANTANA DO MUNDAU"";574;1849;-;370;2793"
"""270820 SAO BRAS"";2997;2037;-;258;5292"
"""270840 SAO JOSE DA TAPERA"";6532;12037;-;1385;19954"
"""270850 SAO LUIS DO QUITUNDE"";28;11496;-;1016;12540"
"""270860 SAO MIGUEL DOS CAMPOS"";6950;61904;2951;104;71909"
"""270870 SAO MIGUEL DOS MILAGRES"";-;27;-;-;27"
"""270880 SAO SEBASTIAO"";-;21;-;-;21"
"""270890 SATUBA"";60;2093;-;324;2477"
"""270895 SENADOR RUI PALMEIRA"";1481;2723;-;293;4497"
"""270910 TAQUARANA"";3644;8489;-;58;12191"
"""270915 TEOTONIO VILELA"";10609;22661;206;452;33928"
"""270920 TRAIPU"";6210;4007;-;1292;11509"
"""270930 UNIAO DOS PALMARES"";415;54499;454;6524;61892"
"""270940 VICOSA"";6049;23341;-;908;30298"
"""280020 AQUIDABA"";2721;7289;-;5843;15853"
"""280030 ARACAJU"";35791;892301;1161995;54699;2144786"
"""280040 ARAUA"";1392;3402;-;119;4913"
"""280050 AREIA BRANCA"";8716;1362;-;57;10135"
"""280060 BARRA DOS COQUEIROS"";8182;14777;-;234;23193"
"""280067 BOQUIM"";161;472;-;2;635"
"""280100 CAMPO DO BRITO"";8872;5656;-;383;14911"
"""280120 CANINDE DE SAO FRANCISCO"";252;59;-;83;394"
"""280130 CAPELA"";714;7983;-;77;8774"
"""280140 CARIRA"";1360;11954;-;-;13314"
"""280150 CARMOPOLIS"";39;596;-;-;635"
"""280170 CRISTINAPOLIS"";3130;3408;-;150;6688"
"""280210 ESTANCIA"";17810;98775;2202;4704;123491"
"""280230 FREI PAULO"";2;7941;-;433;8376"
"""280260 GRACHO CARDOSO"";1331;-;-;-;1331"
"""280270 ILHA DAS FLORES"";-;724;-;433;1157"
"""280280 INDIAROBA"";1775;8735;-;20;10530"
"""280290 ITABAIANA"";1072;173525;2906;59;177562"
"""280300 ITABAIANINHA"";5032;36924;-;909;42865"
"""280310 ITABI"";-;-;-;133;133"
"""280320 ITAPORANGA D'AJUDA"";4449;33929;-;97;38475"
"""280330 JAPARATUBA"";4341;4016;-;-;8357"
"""280340 JAPOATA"";-;1564;-;707;2271"
"""280350 LAGARTO"";55975;130231;2039;2665;190910"
"""280360 LARANJEIRAS"";3502;4072;-;-;7574"
"""280380 MALHADA DOS BOIS"";-;587;-;-;587"
"""280400 MARUIM"";1629;8606;-;108;10343"
"""280420 MONTE ALEGRE DE SERGIPE"";11398;42;-;412;11852"
"""280430 MURIBECA"";-;-;-;157;157"
"""280440 NEOPOLIS"";8426;11759;-;46;20231"
"""280450 NOSSA SENHORA DA GLORIA"";1177;75164;-;173;76514"
"""280460 NOSSA SENHORA DAS DORES"";4521;5889;-;78;10488"
"""280470 NOSSA SENHORA DE LOURDES"";-;34;-;181;215"
"""280480 NOSSA SENHORA DO SOCORRO"";19382;138737;226;343;158688"
"""280490 PACATUBA"";-;607;-;650;1257"
"""280500 PEDRA MOLE"";8;176;-;22;206"
"""280510 PEDRINHAS"";894;140;-;455;1489"
"""280520 PINHAO"";-;372;-;28;400"
"""280540 POCO REDONDO"";3639;9315;-;903;13857"
"""280550 POCO VERDE"";3605;7522;-;104;11231"
"""280560 PORTO DA FOLHA"";16636;12438;-;476;29550"
"""280570 PROPRIA"";3013;51788;1;907;55709"
"""280590 RIACHUELO"";-;1443;-;-;1443"
"""280600 RIBEIROPOLIS"";-;1624;-;-;1624"
"""280610 ROSARIO DO CATETE"";-;93;-;-;93"
"""280620 SALGADO"";2255;2103;-;524;4882"
"""280630 SANTA LUZIA DO ITANHY"";-;71;-;198;269"
"""280640 SANTANA DO SAO FRANCISCO"";2468;102;-;342;2912"
"""280660 SANTO AMARO DAS BROTAS"";-;1448;-;-;1448"
"""280670 SAO CRISTOVAO"";5041;36413;-;1553;43007"
"""280680 SAO DOMINGOS"";736;741;-;49;1526"
"""280690 SAO FRANCISCO"";-;-;-;15;15"
"""280710 SIMAO DIAS"";2090;32671;-;374;35135"
"""280720 SIRIRI"";129;129;-;-;258"
"""280740 TOBIAS BARRETO"";5051;38613;-;3770;47434"
"""280750 TOMAR DO GERU"";1489;6036;-;257;7782"
"""280760 UMBAUBA"";1;10585;-;1771;12357"
"""290010 ABAIRA"";12;307;-;429;748"
"""290020 ABARE"";2440;7765;7;1742;11954"
"""290030 ACAJUTIBA"";5022;521;-;726;6269"
"""290035 ADUSTINA"";2321;6978;-;1052;10351"
"""290040 AGUA FRIA"";1475;525;-;733;2733"
"""290050 ERICO CARDOSO"";-;126;-;156;282"
"""290060 AIQUARA"";-;-;-;187;187"
"""290070 ALAGOINHAS"";8756;141089;132049;7984;289878"
"""290090 ALMADINA"";-;-;-;234;234"
"""290100 AMARGOSA"";4498;29856;76183;7591;118128"
"""290110 AMELIA RODRIGUES"";284;16501;-;1189;17974"
"""290115 AMERICA DOURADA"";4769;8809;-;93;13671"
"""290130 ANDARAI"";138;3632;-;734;4504"
"""290135 ANDORINHA"";6586;2457;-;140;9183"
"""290150 ANGUERA"";-;2644;-;-;2644"
"""290160 ANTAS"";547;24467;-;243;25257"
"""290170 ANTONIO CARDOSO"";-;5079;-;1059;6138"
"""290200 ARACATU"";-;1810;-;527;2337"
"""290205 ARACAS"";-;2763;-;-;2763"
"""290210 ARACI"";15615;31449;-;5984;53048"
"""290240 AURELINO LEAL"";106;19739;-;605;20450"
"""290250 BAIANOPOLIS"";873;1467;-;612;2952"
"""290260 BAIXA GRANDE"";548;12889;-;1678;15115"
"""290270 BARRA"";145;1729;-;2004;3878"
"""290280 BARRA DA ESTIVA"";2009;5424;-;-;7433"
"""290290 BARRA DO CHOCA"";8900;2147;-;1510;12557"
"""290300 BARRA DO MENDES"";3171;7295;25;3280;13771"
"""290310 BARRA DO ROCHA"";32;2807;-;233;3072"
"""290320 BARREIRAS"";77363;241733;38725;25854;383675"
"""290323 BARRO ALTO"";7162;5541;46;1978;14727"
"""290327 BARROCAS"";6199;10148;-;304;16651"
"""290330 BARRO PRETO"";1802;5445;-;401;7648"
"""290340 BELMONTE"";427;8496;-;1089;10012"
"""290350 BELO CAMPO"";7723;15490;-;2943;26156"
"""290360 BIRITINGA"";2683;5310;-;619;8612"
"""290370 BOA NOVA"";-;-;-;136;136"
"""290380 BOA VISTA DO TUPIM"";-;898;-;677;1575"
"""290390 BOM JESUS DA LAPA"";11824;53412;2149;20182;87567"
"""290395 BOM JESUS DA SERRA"";102;1758;-;152;2012"
"""290405 BONITO"";5016;5361;-;6864;17241"
"""290410 BOQUIRA"";80;6494;43227;2110;51911"
"""290420 BOTUPORA"";3133;3550;-;163;6846"
"""290430 BREJOES"";-;1024;-;245;1269"
"""290440 BREJOLANDIA"";90;2040;-;662;2792"
"""290450 BROTAS DE MACAUBAS"";3041;3205;-;601;6847"
"""290460 BRUMADO"";1052;72477;134061;14338;221928"
"""290470 BUERAREMA"";1845;11;-;444;2300"
"""290475 BURITIRAMA"";2371;8068;-;859;11298"
"""290480 CAATIBA"";2515;2966;-;297;5778"
"""290490 CACHOEIRA"";1693;12372;-;461;14526"
"""290500 CACULE"";405;5828;-;1040;7273"
"""290510 CAEM"";2863;3325;-;211;6399"
"""290520 CAETITE"";8548;28580;122790;28118;188036"
"""290540 CAIRU"";-;-;-;533;533"
"""290560 CAMACAN"";22;21509;-;1443;22974"
"""290570 CAMACARI"";46069;338451;5589;2854;392963"
"""290580 CAMAMU"";-;4746;-;-;4746"
"""290590 CAMPO ALEGRE DE LOURDES"";-;4306;-;88;4394"
"""290600 CAMPO FORMOSO"";83;22097;365;4163;26708"
"""290620 CANARANA"";8671;8066;-;8151;24888"
"""290630 CANAVIEIRAS"";8251;6515;-;1950;16716"
"""290640 CANDEAL"";-;1090;-;833;1923"
"""290650 CANDEIAS"";-;1237;209;-;1446"
"""290670 CANDIDO SALES"";-;4126;-;196;4322"
"""290680 CANSANCAO"";7665;21514;-;6304;35483"
"""290682 CANUDOS"";50;6831;-;599;7480"
"""290687 CAPIM GROSSO"";181;18854;-;2681;21716"
"""290689 CARAIBAS"";-;-;-;367;367"
"""290700 CARDEAL DA SILVA"";15;1789;-;336;2140"
"""290720 CASA NOVA"";4671;3350;-;1964;9985"
"""290730 CASTRO ALVES"";2150;10780;-;2781;15711"
"""290750 CATU"";6989;19076;-;3292;29357"
"""290755 CATURAMA"";33;3764;-;290;4087"
"""290760 CENTRAL"";2888;8174;-;1109;12171"
"""290770 CHORROCHO"";1577;4748;-;1031;7356"
"""290780 CICERO DANTAS"";5425;11855;67454;3164;87898"
"""290800 COARACI"";305;7132;-;1525;8962"
"""290820 CONCEICAO DA FEIRA"";2164;13608;-;822;16594"
"""290830 CONCEICAO DO ALMEIDA"";1909;13337;-;562;15808"
"""290840 CONCEICAO DO COITE"";12722;27083;-;1753;41558"
"""290850 CONCEICAO DO JACUIPE"";-;5642;21;158;5821"
"""290860 CONDE"";859;6706;-;-;7565"
"""290870 CONDEUBA"";4881;7445;-;3362;15688"
"""290880 CONTENDAS DO SINCORA"";903;248;-;174;1325"
"""290890 CORACAO DE MARIA"";162;47949;-;387;48498"
"""290900 CORDEIROS"";8222;43;-;423;8688"
"""290920 CORONEL JOAO SA"";2099;4763;-;1485;8347"
"""290940 COTEGIPE"";17809;1318;-;586;19713"
"""290950 CRAVOLANDIA"";138;9042;-;690;9870"
"""290960 CRISOPOLIS"";2971;11034;-;2182;16187"
"""290970 CRISTOPOLIS"";73;29993;-;52;30118"
"""290980 CRUZ DAS ALMAS"";1112;71700;99465;797;173074"
"""290990 CURACA"";797;24025;-;1852;26674"
"""291000 DARIO MEIRA"";4636;302;-;612;5550"
"""291005 DIAS D'AVILA"";25493;69071;-;1193;95757"
"""291010 DOM BASILIO"";642;1013;-;359;2014"
"""291020 DOM MACEDO COSTA"";115;220;-;618;953"
"""291060 ESPLANADA"";-;9402;-;1141;10543"
"""291070 EUCLIDES DA CUNHA"";340;42812;3278;3050;49480"
"""291072 EUNAPOLIS"";10629;103890;75399;14319;204237"
"""291075 FATIMA"";1570;2369;-;1755;5694"
"""291077 FEIRA DA MATA"";-;768;-;316;1084"
"""291080 FEIRA DE SANTANA"";108196;708990;389912;21119;1228217"
"""291085 FILADELFIA"";1346;4611;-;1559;7516"
"""291090 FIRMINO ALVES"";-;-;-;452;452"
"""291100 FLORESTA AZUL"";19;4;-;269;292"
"""291110 FORMOSA DO RIO PRETO"";355;4092;-;116;4563"
"""291120 GANDU"";-;2339;47383;-;49722"
"""291140 GLORIA"";1314;125;-;837;2276"
"""291150 GONGOGI"";172;368;-;271;811"
"""291160 GOVERNADOR MANGABEIRA"";3205;7671;-;808;11684"
"""291165 GUAJERU"";28788;7680;-;339;36807"
"""291170 GUANAMBI"";4200;87451;139600;24329;255580"
"""291185 HELIOPOLIS"";21;4003;-;503;4527"
"""291190 IACU"";729;3286;-;30;4045"
"""291200 IBIASSUCE"";72;4335;-;772;5179"
"""291210 IBICARAI"";688;6005;-;1055;7748"
"""291220 IBICOARA"";-;241;-;700;941"
"""291230 IBICUI"";108;4332;-;303;4743"
"""291240 IBIPEBA"";5173;4846;-;5313;15332"
"""291250 IBIPITANGA"";1959;5400;-;347;7706"
"""291270 IBIRAPITANGA"";1011;4352;-;919;6282"
"""291300 IBITIARA"";1269;7256;8;5164;13697"
"""291310 IBITITA"";8107;6757;-;2667;17531"
"""291320 IBOTIRAMA"";-;3692;27078;-;30770"
"""291330 ICHU"";-;1375;-;228;1603"
"""291340 IGAPORA"";209;7681;-;1431;9321"
"""291345 IGRAPIUNA"";-;2254;-;476;2730"
"""291350 IGUAI"";4;15185;-;-;15189"
"""291360 ILHEUS"";12652;151574;71209;274;235709"
"""291370 INHAMBUPE"";13814;18404;-;721;32939"
"""291380 IPECAETA"";5010;1750;-;4;6764"
"""291390 IPIAU"";51;15380;-;1374;16805"
"""291400 IPIRA"";11509;52019;-;1099;64627"
"""291410 IPUPIARA"";-;1051;-;404;1455"
"""291430 IRAMAIA"";422;6311;-;45;6778"
"""291440 IRAQUARA"";1949;1057;-;990;3996"
"""291450 IRARA"";7889;5479;-;26;13394"
"""291460 IRECE"";26024;139104;128832;19718;313678"
"""291470 ITABERABA"";7045;117538;86595;7176;218354"
"""291480 ITABUNA"";5407;184011;148698;16870;354986"
"""291490 ITACARE"";36838;29317;-;1173;67328"
"""291500 ITAETE"";-;1712;-;586;2298"
"""291510 ITAGI"";1084;1901;-;845;3830"
"""291520 ITAGIBA"";54;5;-;653;712"
"""291530 ITAGIMIRIM"";-;5096;-;-;5096"
"""291535 ITAGUACU DA BAHIA"";2729;5256;-;2693;10678"
"""291540 ITAJU DO COLONIA"";-;1466;-;266;1732"
"""291550 ITAJUIPE"";-;3949;-;-;3949"
"""291560 ITAMARAJU"";1091;31999;37;6300;39427"
"""291580 ITAMBE"";7717;8738;-;2064;18519"
"""291590 ITANAGRA"";1495;993;-;179;2667"
"""291610 ITAPARICA"";-;16662;-;-;16662"
"""291620 ITAPE"";84;1879;-;44;2007"
"""291630 ITAPEBI"";1237;998;-;-;2235"
"""291640 ITAPETINGA"";-;23281;72020;8;95309"
"""291650 ITAPICURU"";5485;3669;-;521;9675"
"""291660 ITAPITANGA"";-;10;-;24;34"
"""291680 ITARANTIM"";40;5458;-;714;6212"
"""291685 ITATIM"";1741;7822;-;4090;13653"
"""291690 ITIRUCU"";-;3727;-;653;4380"
"""291700 ITIUBA"";-;7012;-;1716;8728"
"""291710 ITORORO"";108;29508;-;463;30079"
"""291720 ITUACU"";115;6983;-;13;7111"
"""291730 ITUBERA"";-;2552;-;8244;10796"
"""291735 JABORANDI"";-;5736;-;4063;9799"
"""291740 JACARACI"";4;4878;-;559;5441"
"""291750 JACOBINA"";8313;94418;145392;3110;251233"
"""291760 JAGUAQUARA"";-;17408;-;1441;18849"
"""291770 JAGUARARI"";180;10240;-;13548;23968"
"""291780 JAGUARIPE"";-;176;-;870;1046"
"""291790 JANDAIRA"";17;794;-;2734;3545"
"""291800 JEQUIE"";68516;285458;153811;8495;516280"
"""291810 JEREMOABO"";4303;16301;-;322;20926"
"""291820 JIQUIRICA"";188;11087;-;2377;13652"
"""291830 JITAUNA"";3683;1959;-;584;6226"
"""291835 JOAO DOURADO"";8291;17601;-;2689;28581"
"""291840 JUAZEIRO"";13558;156048;134514;23210;327330"
"""291845 JUCURUCU"";80;-;-;-;80"
"""291855 JUSSARI"";88;1391;-;316;1795"
"""291860 JUSSIAPE"";30;1174;-;329;1533"
"""291870 LAFAIETE COUTINHO"";88;29;-;44;161"
"""291875 LAGOA REAL"";30;989;-;1005;2024"
"""291880 LAJE"";2322;3673;-;143;6138"
"""291900 LAJEDINHO"";-;33;-;20;53"
"""291910 LAMARAO"";-;393;-;944;1337"
"""291915 LAPAO"";4709;6555;40;2959;14263"
"""291920 LAURO DE FREITAS"";380;74776;3789;4;78949"
"""291940 LICINIO DE ALMEIDA"";1528;4502;-;994;7024"
"""291950 LIVRAMENTO DE NOSSA SENHORA"";5460;21834;-;7545;34839"
"""291955 LUIS EDUARDO MAGALHAES"";2741;100369;146;7795;111051"
"""291970 MACARANI"";-;2980;-;554;3534"
"""291990 MACURURE"";48;807;-;11;866"
"""291992 MADRE DE DEUS"";12128;23032;-;1245;36405"
"""292000 MAIQUINIQUE"";-;1184;-;286;1470"
"""292010 MAIRI"";4069;11886;-;914;16869"
"""292040 MANOEL VITORINO"";109;94;-;82;285"
"""292045 MANSIDAO"";-;560;-;1544;2104"
"""292060 MARAGOGIPE"";4244;19305;-;2814;26363"
"""292070 MARAU"";-;3289;-;836;4125"
"""292080 MARCIONILIO SOUZA"";-;992;-;372;1364"
"""292090 MASCOTE"";-;84;-;124;208"
"""292100 MATA DE SAO JOAO"";6568;33066;340;336;40310"
"""292105 MATINA"";40;52;-;42;134"
"""292110 MEDEIROS NETO"";2372;9277;-;452;12101"
"""292120 MIGUEL CALMON"";458;16967;-;133;17558"
"""292130 MILAGRES"";1201;734;-;2;1937"
"""292140 MIRANGABA"";54;8465;-;51;8570"
"""292145 MIRANTE"";3649;2538;-;81;6268"
"""292150 MONTE SANTO"";6766;37718;-;3315;47799"
"""292160 MORPARA"";865;-;-;-;865"
"""292170 MORRO DO CHAPEU"";9135;25140;-;5772;40047"
"""292180 MORTUGABA"";4404;3392;-;594;8390"
"""292190 MUCUGE"";-;266;-;-;266"
"""292210 MUNDO NOVO"";-;5473;7916;1249;14638"
"""292220 MUNIZ FERREIRA"";45;8;-;573;626"
"""292240 MUTUIPE"";664;15565;-;1104;17333"
"""292250 NAZARE"";-;15488;-;28;15516"
"""292260 NILO PECANHA"";-;-;-;562;562"
"""292265 NORDESTINA"";2171;6196;-;43;8410"
"""292270 NOVA CANAA"";46;1109;-;1124;2279"
"""292273 NOVA FATIMA"";-;611;-;-;611"
"""292275 NOVA IBIA"";1635;1325;-;332;3292"
"""292280 NOVA ITARANA"";-;546;-;47;593"
"""292290 NOVA SOURE"";1711;6957;-;57;8725"
"""292303 NOVO HORIZONTE"";2663;1679;-;433;4775"
"""292305 NOVO TRIUNFO"";24;721;-;1458;2203"
"""292310 OLINDINA"";5285;10449;-;2860;18594"
"""292320 OLIVEIRA DOS BREJINHOS"";3845;8495;-;823;13163"
"""292330 OURICANGAS"";64;147;-;574;785"
"""292335 OUROLANDIA"";7058;4803;-;100;11961"
"""292340 PALMAS DE MONTE ALTO"";147;2130;-;1120;3397"
"""292350 PALMEIRAS"";-;-;-;359;359"
"""292360 PARAMIRIM"";4745;13713;-;6398;24856"
"""292370 PARATINGA"";98;10009;-;4988;15095"
"""292380 PARIPIRANGA"";1253;1789;-;1413;4455"
"""292390 PAU BRASIL"";169;35;-;255;459"
"""292400 PAULO AFONSO"";5986;44855;124900;2201;177942"
"""292405 PE DE SERRA"";2605;2911;-;567;6083"
"""292410 PEDRAO"";982;580;-;1;1563"
"""292420 PEDRO ALEXANDRE"";1616;1891;-;609;4116"
"""292430 PIATA"";-;5698;-;862;6560"
"""292450 PINDAI"";32;1464;-;493;1989"
"""292460 PINDOBACU"";262;16720;-;6344;23326"
"""292465 PINTADAS"";3419;1215;-;749;5383"
"""292467 PIRAI DO NORTE"";-;-;-;344;344"
"""292470 PIRIPA"";2393;2586;-;811;5790"
"""292480 PIRITIBA"";145;5114;-;930;6189"
"""292490 PLANALTINO"";-;2745;-;-;2745"
"""292500 PLANALTO"";347;7152;-;3794;11293"
