"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""315990 SANTO ANTONIO DO AMPARO"";-;105;-;-;105"
"""316000 SANTO ANTONIO DO AVENTUREIRO"";-;253;-;788;1041"
"""316010 SANTO ANTONIO DO GRAMA"";-;90;-;-;90"
"""316020 SANTO ANTONIO DO ITAMBE"";-;1233;-;2345;3578"
"""316030 SANTO ANTONIO DO JACINTO"";-;173;-;4953;5126"
"""316040 SANTO ANTONIO DO MONTE"";-;141;-;-;141"
"""316045 SANTO ANTONIO DO RETIRO"";24;1684;-;2470;4178"
"""316060 SANTO HIPOLITO"";782;2482;-;4003;7267"
"""316070 SANTOS DUMONT"";-;204;-;-;204"
"""316080 SAO BENTO ABADE"";652;764;-;732;2148"
"""316090 SAO BRAS DO SUACUI"";4677;2084;-;-;6761"
"""316095 SAO DOMINGOS DAS DORES"";49;907;-;964;1920"
"""316105 SAO FELIX DE MINAS"";1281;1282;-;1995;4558"
"""316110 SAO FRANCISCO"";-;103;-;-;103"
"""316120 SAO FRANCISCO DE PAULA"";-;363;-;1851;2214"
"""316130 SAO FRANCISCO DE SALES"";2561;1410;-;1571;5542"
"""316140 SAO FRANCISCO DO GLORIA"";281;6899;-;1570;8750"
"""316150 SAO GERALDO"";-;5368;-;23;5391"
"""316160 SAO GERALDO DA PIEDADE"";35;152;-;882;1069"
"""316165 SAO GERALDO DO BAIXIO"";-;321;-;234;555"
"""316180 SAO GONCALO DO PARA"";-;126;-;-;126"
"""316190 SAO GONCALO DO RIO ABAIXO"";269;17277;-;324;17870"
"""316200 SAO GONCALO DO SAPUCAI"";189;27586;-;53;27828"
"""316210 SAO GOTARDO"";11262;25694;613;820;38389"
"""316220 SAO JOAO BATISTA DO GLORIA"";1372;4572;-;457;6401"
"""316225 SAO JOAO DA LAGOA"";549;496;-;1635;2680"
"""316230 SAO JOAO DA MATA"";-;19;-;-;19"
"""316240 SAO JOAO DA PONTE"";104;14801;21;6047;20973"
"""316245 SAO JOAO DAS MISSOES"";17893;3198;-;1862;22953"
"""316250 SAO JOAO DEL REI"";592;41073;180321;27;222013"
"""316255 SAO JOAO DO MANHUACU"";-;35;-;-;35"
"""316260 SAO JOAO DO ORIENTE"";5788;1559;-;1561;8908"
"""316265 SAO JOAO DO PACUI"";992;758;-;1442;3192"
"""316270 SAO JOAO DO PARAISO"";4773;9438;-;10014;24225"
"""316280 SAO JOAO EVANGELISTA"";58;17383;96;170;17707"
"""316290 SAO JOAO NEPOMUCENO"";592;25916;319;6;26833"
"""316292 SAO JOAQUIM DE BICAS"";12319;49221;19;338;61897"
"""316294 SAO JOSE DA BARRA"";3347;2502;-;1176;7025"
"""316295 SAO JOSE DA LAPA"";7774;17907;-;303;25984"
"""316300 SAO JOSE DA SAFIRA"";-;1063;-;264;1327"
"""316310 SAO JOSE DA VARGINHA"";3782;179;-;87;4048"
"""316330 SAO JOSE DO DIVINO"";-;871;-;545;1416"
"""316340 SAO JOSE DO GOIABAL"";-;24;-;-;24"
"""316370 SAO LOURENCO"";5936;49112;1496;2802;59346"
"""316380 SAO MIGUEL DO ANTA"";-;3320;-;1261;4581"
"""316390 SAO PEDRO DA UNIAO"";1324;3273;-;1148;5745"
"""316400 SAO PEDRO DOS FERROS"";-;8210;-;3469;11679"
"""316410 SAO PEDRO DO SUACUI"";-;882;-;431;1313"
"""316420 SAO ROMAO"";115;6120;-;753;6988"
"""316430 SAO ROQUE DE MINAS"";-;16;-;-;16"
"""316443 SAO SEBASTIAO DA VARGEM ALEGRE"";-;746;-;1063;1809"
"""316447 SAO SEBASTIAO DO ANTA"";-;232;-;1200;1432"
"""316450 SAO SEBASTIAO DO MARANHAO"";388;2162;-;2990;5540"
"""316470 SAO SEBASTIAO DO PARAISO"";8130;98710;2369;6394;115603"
"""316480 SAO SEBASTIAO DO RIO PRETO"";-;434;-;1182;1616"
"""316490 SAO SEBASTIAO DO RIO VERDE"";537;1328;-;866;2731"
"""316500 SAO TIAGO"";22;3253;-;5372;8647"
"""316510 SAO TOMAS DE AQUINO"";2619;6627;-;815;10061"
"""316520 SAO THOME DAS LETRAS"";3412;2195;-;436;6043"
"""316550 SARDOA"";-;12;-;-;12"
"""316553 SARZEDO"";56521;47455;109;2508;106593"
"""316555 SETUBINHA"";-;21;-;2755;2776"
"""316560 SENADOR CORTES"";294;545;-;72;911"
"""316570 SENADOR FIRMINO"";1;9217;-;391;9609"
"""316590 SENADOR MODESTINO GONCALVES"";-;2221;-;3982;6203"
"""316610 SENHORA DO PORTO"";1;712;-;893;1606"
"""316620 SENHORA DOS REMEDIOS"";500;1632;-;4158;6290"
"""316640 SERITINGA"";14;3505;-;145;3664"
"""316650 SERRA AZUL DE MINAS"";40;-;-;2094;2134"
"""316660 SERRA DA SAUDADE"";3801;248;-;29;4078"
"""316670 SERRA DOS AIMORES"";23;96;-;234;353"
"""316680 SERRA DO SALITRE"";3137;21729;-;3143;28009"
"""316690 SERRANIA"";8962;13610;-;495;23067"
"""316695 SERRANOPOLIS DE MINAS"";42;42;-;1960;2044"
"""316700 SERRANOS"";568;2096;-;38;2702"
"""316710 SERRO"";3109;14454;-;3282;20845"
"""316720 SETE LAGOAS"";19855;169734;458079;8674;656342"
"""316730 SILVEIRANIA"";-;2486;-;615;3101"
"""316750 SIMAO PEREIRA"";-;630;-;115;745"
"""316760 SIMONESIA"";-;3745;-;3057;6802"
"""316770 SOBRALIA"";70;1927;-;939;2936"
"""316790 TABULEIRO"";43;1458;-;1622;3123"
"""316800 TAIOBEIRAS"";1258;38254;277;3212;43001"
"""316805 TAPARUBA"";437;395;-;1621;2453"
"""316840 TARUMIRIM"";-;38;-;-;38"
"""316850 TEIXEIRAS"";27;15033;-;1755;16815"
"""316860 TEOFILO OTONI"";22297;208718;215915;19778;466708"
"""316870 TIMOTEO"";14337;50673;1886;2468;69364"
"""316880 TIRADENTES"";5764;8269;-;901;14934"
"""316890 TIROS"";3699;4899;-;2259;10857"
"""316900 TOCANTINS"";5277;6907;-;1216;13400"
"""316920 TOMBOS"";31;7374;-;154;7559"
"""316930 TRES CORACOES"";899;65829;1474;9969;78171"
"""316935 TRES MARIAS"";8962;19462;-;959;29383"
"""316940 TRES PONTAS"";58753;41400;2139;5115;107407"
"""316950 TUMIRITINGA"";-;-;-;33;33"
"""316960 TUPACIGUARA"";13367;55167;-;2009;70543"
"""316970 TURMALINA"";6;17410;-;4997;22413"
"""316990 UBA"";7248;111932;346051;10243;475474"
"""317010 UBERABA"";5443;269322;449092;2537;726394"
"""317020 UBERLANDIA"";127965;1194948;752926;11812;2087651"
"""317030 UMBURATIBA"";-;150;-;2019;2169"
"""317040 UNAI"";1648;55277;143991;8144;209060"
"""317043 UNIAO DE MINAS"";648;1792;-;658;3098"
"""317047 URUANA DE MINAS"";1037;2261;-;341;3639"
"""317050 URUCANIA"";453;2996;-;929;4378"
"""317052 URUCUIA"";652;85363;-;13789;99804"
"""317057 VARGEM ALEGRE"";-;1013;-;518;1531"
"""317060 VARGEM BONITA"";23;272;-;3;298"
"""317065 VARGEM GRANDE DO RIO PARDO"";73;628;5;44;750"
"""317070 VARGINHA"";18381;165392;622570;22643;828986"
"""317075 VARJAO DE MINAS"";-;35;-;-;35"
"""317080 VARZEA DA PALMA"";14412;41771;-;7396;63579"
"""317090 VARZELANDIA"";-;48;-;-;48"
"""317100 VAZANTE"";200;21892;-;2088;24180"
"""317103 VERDELANDIA"";1096;2677;-;391;4164"
"""317107 VEREDINHA"";2678;1228;-;3766;7672"
"""317115 VERMELHO NOVO"";-;9;-;-;9"
"""317120 VESPASIANO"";18274;108986;23;2166;129449"
"""317130 VICOSA"";11160;54262;2719;3258;71399"
"""317140 VIEIRAS"";15;2136;-;223;2374"
"""317170 VIRGINIA"";2896;6628;-;3641;13165"
"""317190 VIRGOLANDIA"";-;2208;-;125;2333"
"""317200 VISCONDE DO RIO BRANCO"";1152;42917;222;4038;48329"
"""320010 AFONSO CLAUDIO"";6976;18210;7;11563;36756"
"""320020 ALEGRE"";-;7758;413;-;8171"
"""320040 ANCHIETA"";-;67;-;-;67"
"""320060 ARACRUZ"";14758;114524;163364;425;293071"
"""320080 BAIXO GUANDU"";138;19698;2;8134;27972"
"""320090 BARRA DE SAO FRANCISCO"";-;1966;-;-;1966"
"""320100 BOA ESPERANCA"";4170;15988;-;11659;31817"
"""320115 BREJETUBA"";-;25;-;-;25"
"""320120 CACHOEIRO DE ITAPEMIRIM"";75945;133799;340653;11274;561671"
"""320130 CARIACICA"";21561;341232;611287;17560;991640"
"""320140 CASTELO"";-;-;54595;-;54595"
"""320150 COLATINA"";7887;78697;344929;10661;442174"
"""320160 CONCEICAO DA BARRA"";-;1141;1;-;1142"
"""320170 CONCEICAO DO CASTELO"";-;74;-;-;74"
"""320180 DIVINO DE SAO LOURENCO"";1154;2745;-;1231;5130"
"""320190 DOMINGOS MARTINS"";726;29800;66;627;31219"
"""320200 DORES DO RIO PRETO"";-;6643;-;409;7052"
"""320220 FUNDAO"";-;47;-;-;47"
"""320225 GOVERNADOR LINDENBERG"";8;5319;3;3634;8964"
"""320230 GUACUI"";-;18603;139126;15;157744"
"""320240 GUARAPARI"";25762;80012;2030;419;108223"
"""320245 IBATIBA"";-;45;-;-;45"
"""320250 IBIRACU"";5050;8248;-;589;13887"
"""320260 ICONHA"";38;11821;5;1002;12866"
"""320270 ITAGUACU"";3047;11138;5;2487;16677"
"""320280 ITAPEMIRIM"";-;2408;7;-;2415"
"""320290 ITARANA"";2348;5082;1;46;7477"
"""320300 IUNA"";186;18866;-;-;19052"
"""320305 JAGUARE"";6818;25953;2;14450;47223"
"""320310 JERONIMO MONTEIRO"";1198;9628;1;610;11437"
"""320316 LARANJA DA TERRA"";4748;6567;-;-;11315"
"""320320 LINHARES"";13067;96633;212790;202;322692"
"""320330 MANTENOPOLIS"";2172;8608;2;8190;18972"
"""320332 MARATAIZES"";14004;29043;-;28;43075"
"""320334 MARECHAL FLORIANO"";3690;3116;-;2814;9620"
"""320335 MARILANDIA"";5521;22687;-;1099;29307"
"""320340 MIMOSO DO SUL"";2643;16463;57;932;20095"
"""320360 MUCURICI"";1;7125;-;5088;12214"
"""320390 NOVA VENECIA"";8209;22787;220780;10936;262712"
"""320400 PANCAS"";358;15863;1;6895;23117"
"""320410 PINHEIROS"";7082;9006;-;11581;27669"
"""320420 PIUMA"";10044;19061;-;4565;33670"
"""320425 PONTO BELO"";-;5751;-;8546;14297"
"""320430 PRESIDENTE KENNEDY"";5914;8996;14;6331;21255"
"""320450 SANTA LEOPOLDINA"";4009;12989;15;1746;18759"
"""320455 SANTA MARIA DE JETIBA"";11182;38106;2;554;49844"
"""320460 SANTA TERESA"";5394;30149;336;11720;47599"
"""320470 SAO GABRIEL DA PALHA"";13884;20026;9;13385;47304"
"""320480 SAO JOSE DO CALCADO"";852;544;-;1243;2639"
"""320490 SAO MATEUS"";145;32211;212025;9129;253510"
"""320495 SAO ROQUE DO CANAA"";12832;11222;-;-;24054"
"""320500 SERRA"";5678;558027;1079597;55178;1698480"
"""320501 SOORETAMA"";5030;26879;37;1962;33908"
"""320503 VARGEM ALTA"";9883;17695;-;1155;28733"
"""320506 VENDA NOVA DO IMIGRANTE"";10600;29498;161719;5699;207516"
"""320510 VIANA"";23043;57978;-;74;81095"
"""320517 VILA VALERIO"";1198;2710;-;3069;6977"
"""320520 VILA VELHA"";70084;644668;725035;1415;1441202"
"""320530 VITORIA"";18414;540443;665698;359;1224914"
"""330010 ANGRA DOS REIS"";135714;240650;6888;16041;399293"
"""330020 ARARUAMA"";45445;279351;4218;427;329441"
"""330022 AREAL"";2042;27070;31;242;29385"
"""330023 ARMACAO DOS BUZIOS"";13321;73869;2158;199;89547"
"""330025 ARRAIAL DO CABO"";45854;108007;1056;1627;156544"
"""330030 BARRA DO PIRAI"";7675;69416;11;178;77280"
"""330045 BELFORD ROXO"";97363;1753430;16513;3444;1870750"
"""330060 BOM JESUS DO ITABAPOANA"";74062;80347;2794;742;157945"
"""330070 CABO FRIO"";287231;559003;11431;3698;861363"
"""330080 CACHOEIRAS DE MACACU"";47910;96595;720;475;145700"
"""330093 CARAPEBUS"";43731;33694;161;4069;81655"
"""330095 COMENDADOR LEVY GASPARIAN"";5794;9095;4;2702;17595"
"""330100 CAMPOS DOS GOYTACAZES"";113924;448876;14575;16542;593917"
"""330110 CANTAGALO"";5723;22834;221;122;28900"
"""330115 CARDOSO MOREIRA"";1264;13401;14;3;14682"
"""330140 CONCEICAO DE MACABU"";5443;9667;-;44;15154"
"""330150 CORDEIRO"";3291;25555;234;4643;33723"
"""330170 DUQUE DE CAXIAS"";466947;2842878;23902;37420;3371147"
"""330180 ENGENHEIRO PAULO DE FRONTIN"";2624;37175;-;74;39873"
"""330185 GUAPIMIRIM"";22285;127614;364;7622;157885"
"""330187 IGUABA GRANDE"";22617;79646;-;3467;105730"
"""330190 ITABORAI"";67312;292281;7326;3846;370765"
"""330200 ITAGUAI"";48897;181332;115;2420;232764"
"""330205 ITALVA"";580;18486;-;35;19101"
"""330220 ITAPERUNA"";11827;121711;5133;1524;140195"
"""330225 ITATIAIA"";20162;44330;266;370;65128"
"""330227 JAPERI"";12499;118249;2189;3629;136566"
"""330230 LAJE DO MURIAE"";-;22874;-;-;22874"
"""330240 MACAE"";60371;493014;4010;2135;559530"
"""330245 MACUCO"";-;7806;-;52;7858"
"""330250 MAGE"";141808;426101;4103;15368;587380"
"""330260 MANGARATIBA"";25525;99126;229;1547;126427"
"""330270 MARICA"";207022;328642;5544;1742;542950"
"""330280 MENDES"";4383;33417;123;294;38217"
"""330285 MESQUITA"";37310;65040;-;-;102350"
"""330290 MIGUEL PEREIRA"";11528;44429;619;5;56581"
"""330310 NATIVIDADE"";2506;15986;174;319;18985"
"""330320 NILOPOLIS"";233;16702;49;3;16987"
"""330330 NITEROI"";75974;558694;20864;14160;669692"
"""330340 NOVA FRIBURGO"";19934;88533;5749;1223;115439"
"""330350 NOVA IGUACU"";115147;1893085;15251;15748;2039231"
"""330360 PARACAMBI"";49119;168077;362;4370;221928"
"""330370 PARAIBA DO SUL"";6764;45161;344;157;52426"
"""330380 PARATY"";29886;66340;460;20748;117434"
"""330385 PATY DO ALFERES"";996;132489;348;1076;134909"
"""330390 PETROPOLIS"";116434;366431;7158;4513;494536"
"""330395 PINHEIRAL"";7123;44308;384;40;51855"
"""330400 PIRAI"";5271;55148;520;144;61083"
"""330410 PORCIUNCULA"";5412;28024;-;4553;37989"
"""330411 PORTO REAL"";36010;39841;138;2401;78390"
"""330412 QUATIS"";8843;12277;23;61;21204"
"""330414 QUEIMADOS"";86333;230376;4669;207;321585"
"""330420 RESENDE"";36054;207847;3077;9016;255994"
"""330430 RIO BONITO"";23527;104312;3716;19;131574"
"""330440 RIO CLARO"";2490;32024;13;2413;36940"
"""330450 RIO DAS FLORES"";10457;8274;-;-;18731"
"""330452 RIO DAS OSTRAS"";30987;266930;1049;9383;308349"
"""330455 RIO DE JANEIRO"";4726066;4896967;5058812;239996;14921841"
"""330460 SANTA MARIA MADALENA"";1601;20014;168;7;21790"
"""330470 SANTO ANTONIO DE PADUA"";2113;34065;1712;86;37976"
"""330480 SAO FIDELIS"";8444;28052;-;3;36499"
"""330490 SAO GONCALO"";144003;1090990;17682;9256;1261931"
"""330500 SAO JOAO DA BARRA"";9313;105492;1067;1068;116940"
"""330510 SAO JOAO DE MERITI"";53497;578473;9732;6216;647918"
"""330513 SAO JOSE DE UBA"";367;7902;-;192;8461"
"""330520 SAO PEDRO DA ALDEIA"";8566;12199;-;-;20765"
"""330530 SAO SEBASTIAO DO ALTO"";7876;27922;-;5;35803"
"""330540 SAPUCAIA"";13517;32318;126;1568;47529"
"""330550 SAQUAREMA"";61185;251915;2451;1694;317245"
"""330555 SEROPEDICA"";4343;17747;-;1513;23603"
"""330575 TANGUA"";5461;40343;3;1032;46839"
"""330580 TERESOPOLIS"";132250;541309;5797;3574;682930"
"""330600 TRES RIOS"";27147;126801;2293;4571;160812"
"""330610 VALENCA"";8936;101975;2173;1915;114999"
"""330615 VARRE-SAI"";398;12927;-;68;13393"
"""330620 VASSOURAS"";43050;54063;2898;129;100140"
"""330630 VOLTA REDONDA"";59728;459332;11963;23705;554728"
"""350010 ADAMANTINA"";35400;55380;1647;11526;103953"
"""350020 ADOLFO"";19773;18;-;2295;22086"
"""350030 AGUAI"";40374;37149;-;101;77624"
"""350050 AGUAS DE LINDOIA"";45;5682;-;-;5727"
"""350055 AGUAS DE SANTA BARBARA"";5039;4896;-;-;9935"
"""350060 AGUAS DE SAO PEDRO"";4588;10064;-;9547;24199"
"""350070 AGUDOS"";26688;28656;-;119;55463"
"""350075 ALAMBARI"";10967;3127;-;542;14636"
"""350100 ALTINOPOLIS"";21047;24993;-;2284;48324"
"""350110 ALTO ALEGRE"";6250;233;-;135;6618"
"""350115 ALUMINIO"";6055;14959;-;26;21040"
"""350120 ALVARES FLORENCE"";12;698;-;65;775"
"""350130 ALVARES MACHADO"";1111;40328;-;93;41532"
"""350140 ALVARO DE CARVALHO"";7677;627;-;-;8304"
"""350160 AMERICANA"";38818;222662;2661;671;264812"
"""350170 AMERICO BRASILIENSE"";8773;31658;297;-;40728"
"""350180 AMERICO DE CAMPOS"";4545;3708;-;743;8996"
"""350190 AMPARO"";8295;92873;3190;879;105237"
"""350210 ANDRADINA"";-;17952;455;-;18407"
"""350220 ANGATUBA"";545;34425;-;52;35022"
"""350230 ANHEMBI"";10395;5344;-;40;15779"
"""350240 ANHUMAS"";4095;3981;-;148;8224"
"""350250 APARECIDA"";7407;86852;850;-;95109"
"""350260 APARECIDA D'OESTE"";3073;2068;-;409;5550"
"""350270 APIAI"";1020;16076;-;-;17096"
"""350280 ARACATUBA"";34086;216195;1257676;22534;1530491"
"""350290 ARACOIABA DA SERRA"";7771;39031;-;50;46852"
"""350300 ARAMINA"";-;2748;21;163;2932"
"""350310 ARANDU"";4132;1458;-;61;5651"
"""350320 ARARAQUARA"";79128;283583;1215035;8552;1586298"
"""350330 ARARAS"";45666;107625;3066;2047;158404"
"""350335 ARCO-IRIS"";1861;70;-;3;1934"
"""350340 AREALVA"";2995;5295;-;84;8374"
"""350350 AREIAS"";1219;1403;-;751;3373"
"""350360 AREIOPOLIS"";18860;3937;-;223;23020"
"""350370 ARIRANHA"";8862;6771;-;22;15655"
"""350380 ARTUR NOGUEIRA"";28629;37804;-;-;66433"
"""350390 ARUJA"";48832;52962;171;7722;109687"
"""350395 ASPASIA"";-;195;-;14;209"
"""350400 ASSIS"";18729;125732;645803;1920;792184"
"""350410 ATIBAIA"";12637;167843;2465;7247;190192"
"""350420 AURIFLAMA"";3890;11341;-;4613;19844"
"""350430 AVAI"";390;37;-;48;475"
"""350450 AVARE"";19603;116524;3242;5052;144421"
"""350460 BADY BASSITT"";12269;41272;-;130;53671"
"""350470 BALBINOS"";3356;1348;-;5;4709"
"""350480 BALSAMO"";15305;7434;-;42;22781"
"""350490 BANANAL"";1349;10369;-;5615;17333"
"""350510 BARBOSA"";990;616;-;99;1705"
"""350520 BARIRI"";33937;24151;-;8182;66270"
"""350530 BARRA BONITA"";23413;23303;100;81;46897"
"""350535 BARRA DO CHAPEU"";46;2809;-;-;2855"
"""350550 BARRETOS"";106502;308815;1007576;6905;1429798"
"""350560 BARRINHA"";16862;16169;-;774;33805"
"""350570 BARUERI"";328460;695862;9840;1046;1035208"
"""350580 BASTOS"";4192;26068;-;1808;32068"
"""350590 BATATAIS"";66588;39570;2137;190;108485"
"""350600 BAURU"";97536;455371;1806692;6911;2366510"
"""350610 BEBEDOURO"";26018;109043;3669;1725;140455"
"""350620 BENTO DE ABREU"";-;174;-;162;336"
"""350630 BERNARDINO DE CAMPOS"";2900;6422;-;98;9420"
"""350635 BERTIOGA"";66273;107963;272;223;174731"
"""350640 BILAC"";7889;5249;-;3490;16628"
"""350650 BIRIGUI"";119273;99001;888;377;219539"
"""350670 BOA ESPERANCA DO SUL"";3977;8994;-;163;13134"
"""350680 BOCAINA"";11803;4685;-;3374;19862"
"""350690 BOFETE"";9702;5231;-;54;14987"
"""350700 BOITUVA"";48089;68681;411;6801;123982"
"""350710 BOM JESUS DOS PERDOES"";6055;34935;-;-;40990"
"""350715 BOM SUCESSO DE ITARARE"";9934;59;-;13;10006"
"""350730 BORACEIA"";5853;890;-;1036;7779"
"""350740 BORBOREMA"";25675;16397;9;6193;48274"
"""350745 BOREBI"";3060;369;-;-;3429"
"""350750 BOTUCATU"";67091;395734;1300765;3270;1766860"
"""350760 BRAGANCA PAULISTA"";22058;246925;7765;8380;285128"
"""350790 BROTAS"";13510;18133;-;139;31782"
"""350800 BURI"";3784;17566;-;2188;23538"
"""350810 BURITAMA"";30360;22725;-;6442;59527"
"""350820 BURITIZAL"";5107;407;-;12;5526"
"""350830 CABRALIA PAULISTA"";15015;721;-;336;16072"
"""350840 CABREUVA"";53076;131288;68;717;185149"
"""350860 CACHOEIRA PAULISTA"";9510;29780;-;4608;43898"
"""350870 CACONDE"";6165;3380;-;200;9745"
"""350880 CAFELANDIA"";16948;10292;-;-;27240"
"""350890 CAIABU"";-;461;-;8;469"
"""350900 CAIEIRAS"";39294;144707;-;639;184640"
"""350910 CAIUA"";6032;133;-;21;6186"
"""350920 CAJAMAR"";37687;153321;1173;2783;194964"
"""350930 CAJOBI"";3232;13936;-;1201;18369"
"""350940 CAJURU"";6492;30541;123;122;37278"
"""350945 CAMPINA DO MONTE ALEGRE"";4370;2789;-;24;7183"
"""350950 CAMPINAS"";94572;1274859;3847974;18800;5236205"
"""350960 CAMPO LIMPO PAULISTA"";62800;120246;3167;100;186313"
"""350970 CAMPOS DO JORDAO"";52624;49937;281;2305;105147"
"""350980 CAMPOS NOVOS PAULISTA"";32984;4057;-;423;37464"
"""351015 CANITAR"";-;3419;-;82;3501"
"""351020 CAPAO BONITO"";31207;38348;359;-;69914"
"""351030 CAPELA DO ALTO"";14649;36856;-;1534;53039"
"""351040 CAPIVARI"";23832;48268;228;7783;80111"
"""351050 CARAGUATATUBA"";39026;273161;6086;910;319183"
"""351060 CARAPICUIBA"";55718;196223;2302;3154;257397"
"""351070 CARDOSO"";-;16915;221;-;17136"
"""351080 CASA BRANCA"";882;65334;47;199;66462"
"""351110 CATANDUVA"";13119;195655;6138;15784;230696"
"""351120 CATIGUA"";-;480;-;39;519"
"""351130 CEDRAL"";6634;12123;-;26;18783"
"""351140 CERQUEIRA CESAR"";4504;21797;-;3078;29379"
"""351150 CERQUILHO"";57211;47716;420;801;106148"
"""351160 CESARIO LANGE"";-;11973;80;-;12053"
"""351170 CHARQUEADA"";21240;19932;22;1554;42748"
"""351190 CLEMENTINA"";-;6698;-;57;6755"
"""351200 COLINA"";18664;26079;296;142;45181"
"""351210 COLOMBIA"";9182;2773;-;40;11995"
"""351220 CONCHAL"";13991;127237;309;2303;143840"
"""351230 CONCHAS"";9678;30605;-;58;40341"
"""351250 COROADOS"";25331;552;-;26;25909"
"""351270 CORUMBATAI"";4584;2258;-;910;7752"
"""351280 COSMOPOLIS"";3157;40687;103;4441;48388"
"""351300 COTIA"";83523;195611;385;178;279697"
"""351320 CRISTAIS PAULISTA"";45;9381;-;88;9514"
"""351340 CRUZEIRO"";4135;61212;2024;12838;80209"
"""351350 CUBATAO"";33505;187555;1743;2613;225416"
"""351360 CUNHA"";558;19909;-;6226;26693"
"""351370 DESCALVADO"";17966;33595;-;4648;56209"
"""351380 DIADEMA"";58829;453085;272719;5914;790547"
"""351385 DIRCE REIS"";-;-;-;1000;1000"
"""351390 DIVINOLANDIA"";-;42943;850;1528;45321"
"""351400 DOBRADA"";-;946;-;-;946"
"""351410 DOIS CORREGOS"";49387;11272;-;1027;61686"
"""351420 DOLCINOPOLIS"";404;206;-;1;611"
"""351430 DOURADO"";9551;7332;-;-;16883"
"""351440 DRACENA"";14157;94523;2005;5769;116454"
"""351450 DUARTINA"";21172;14057;-;236;35465"
"""351460 DUMONT"";290;514;-;319;1123"
"""351470 ECHAPORA"";44;2183;-;1115;3342"
"""351492 ELISIARIO"";1686;76;-;515;2277"
"""351495 EMBAUBA"";4468;1798;-;455;6721"
"""351500 EMBU DAS ARTES"";36652;35607;2854;5157;80270"
"""351510 EMBU-GUACU"";23343;39010;-;250;62603"
"""351512 EMILIANOPOLIS"";16;1357;5;431;1809"
"""351518 ESPIRITO SANTO DO PINHAL"";44684;37917;185;380;83166"
"""351519 ESPIRITO SANTO DO TURVO"";1119;651;-;81;1851"
"""351520 ESTRELA D'OESTE"";2142;12269;-;3448;17859"
"""351535 EUCLIDES DA CUNHA PAULISTA"";9395;8125;-;660;18180"
"""351540 FARTURA"";21433;25396;-;139;46968"
"""351550 FERNANDOPOLIS"";23929;109897;3395;9319;146540"
"""351570 FERRAZ DE VASCONCELOS"";15241;147903;121;1364;164629"
"""351580 FLORA RICA"";118;241;-;451;810"
"""351590 FLOREAL"";-;2718;-;1484;4202"
"""351600 FLORIDA PAULISTA"";-;4520;-;-;4520"
"""351610 FLORINEA"";6804;10205;-;362;17371"
"""351620 FRANCA"";197913;476264;1180685;19322;1874184"
"""351630 FRANCISCO MORATO"";31612;175808;2926;103;210449"
"""351640 FRANCO DA ROCHA"";16895;185817;401949;232;604893"
"""351650 GABRIEL MONTEIRO"";5618;425;-;518;6561"
"""351660 GALIA"";11502;7041;-;14;18557"
"""351670 GARCA"";69485;40820;333;243;110881"
"""351690 GENERAL SALGADO"";1452;8121;-;19;9592"
"""351700 GETULINA"";21048;15765;-;58;36871"
"""351720 GUAICARA"";14488;1090;-;1300;16878"
"""351730 GUAIMBE"";2;3133;-;35;3170"
"""351740 GUAIRA"";59751;43689;507;1384;105331"
"""351750 GUAPIACU"";48489;12423;-;797;61709"
"""351760 GUAPIARA"";65;4386;-;3973;8424"
"""351770 GUARA"";868;6392;99;25;7384"
"""351780 GUARACAI"";10384;4453;-;25;14862"
"""351790 GUARACI"";15010;8240;10;64;23324"
"""351810 GUARANTA"";7515;-;-;-;7515"
"""351820 GUARARAPES"";36484;23650;-;2008;62142"
"""351830 GUARAREMA"";15907;45377;-;169;61453"
"""351840 GUARATINGUETA"";2988;59636;3152;5571;71347"
"""351850 GUAREI"";22767;14950;-;64;37781"
"""351860 GUARIBA"";20571;41554;166;2656;64947"
"""351870 GUARUJA"";127720;365213;5189;151;498273"
"""351880 GUARULHOS"";52313;1262629;818754;35452;2169148"
"""351885 GUATAPARA"";4352;11642;-;2323;18317"
"""351900 HERCULANDIA"";11402;11010;-;957;23369"
"""351905 HOLAMBRA"";15627;3212;-;49;18888"
"""351907 HORTOLANDIA"";58120;190601;3712;3678;256111"
"""351910 IACANGA"";6211;7871;-;40;14122"
"""351920 IACRI"";9652;2405;-;76;12133"
"""351925 IARAS"";6809;2050;-;34;8893"
"""351930 IBATE"";27827;37737;388;816;66768"
"""351940 IBIRA"";5716;9137;-;3712;18565"
"""351960 IBITINGA"";44166;62753;154;7146;114219"
"""351980 ICEM"";3621;2002;-;30;5653"
"""351990 IEPE"";7386;12658;-;1007;21051"
"""352000 IGARACU DO TIETE"";15443;10479;-;18;25940"
"""352010 IGARAPAVA"";13501;22277;150;155;36083"
"""352020 IGARATA"";5269;9051;-;3101;17421"
"""352030 IGUAPE"";6865;15340;-;106;22311"
"""352042 ILHA COMPRIDA"";2379;16993;-;381;19753"
"""352044 ILHA SOLTEIRA"";-;9764;1626;9;11399"
"""352050 INDAIATUBA"";40730;356954;4613;11498;413795"
"""352060 INDIANA"";28;1937;-;825;2790"
"""352070 INDIAPORA"";2131;8952;-;2111;13194"
"""352080 INUBIA PAULISTA"";8173;755;-;6;8934"
