"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""315440 RESSAQUINHA"";520;27272;-;6198;33990"
"""315445 RIACHINHO"";26571;59670;-;21994;108235"
"""315450 RIACHO DOS MACHADOS"";-;25663;-;695;26358"
"""315460 RIBEIRAO DAS NEVES"";1048866;1941665;4086;39849;3034466"
"""315470 RIBEIRAO VERMELHO"";9743;9043;-;-;18786"
"""315480 RIO ACIMA"";921;105797;-;7236;113954"
"""315490 RIO CASCA"";5166;56547;-;8882;70595"
"""315500 RIO DOCE"";169563;1521;-;13548;184632"
"""315510 RIO DO PRADO"";5371;28710;-;8807;42888"
"""315520 RIO ESPERA"";7421;31140;-;12488;51049"
"""315530 RIO MANSO"";2682;17673;-;-;20355"
"""315540 RIO NOVO"";17469;4819;-;58;22346"
"""315550 RIO PARANAIBA"";27820;77808;-;22889;128517"
"""315560 RIO PARDO DE MINAS"";10552;142654;-;24527;177733"
"""315570 RIO PIRACICABA"";5865;102626;72;502;109065"
"""315580 RIO POMBA"";24718;221861;-;14536;261115"
"""315590 RIO PRETO"";3441;44959;-;5725;54125"
"""315600 RIO VERMELHO"";-;31283;-;10604;41887"
"""315610 RITAPOLIS"";55537;48664;-;7247;111448"
"""315620 ROCHEDO DE MINAS"";240;2857;-;1116;4213"
"""315630 RODEIRO"";-;6880;-;4030;10910"
"""315640 ROMARIA"";447;757;-;2977;4181"
"""315645 ROSARIO DA LIMEIRA"";-;11837;-;2030;13867"
"""315650 RUBELITA"";954;30924;-;9639;41517"
"""315660 RUBIM"";30154;39452;-;42750;112356"
"""315670 SABARA"";1211363;929302;-;2481;2143146"
"""315680 SABINOPOLIS"";35667;96422;1688;76696;210473"
"""315690 SACRAMENTO"";89987;379812;1936;42810;514545"
"""315700 SALINAS"";37835;454422;22544;89078;603879"
"""315710 SALTO DA DIVISA"";16573;79697;-;15815;112085"
"""315720 SANTA BARBARA"";12491;376598;715;58533;448337"
"""315725 SANTA BARBARA DO LESTE"";47;-;-;-;47"
"""315727 SANTA BARBARA DO MONTE VERDE"";395;5555;-;20507;26457"
"""315730 SANTA BARBARA DO TUGURIO"";919;1672;-;255;2846"
"""315733 SANTA CRUZ DE MINAS"";67595;52368;-;19036;138999"
"""315737 SANTA CRUZ DE SALINAS"";21;40091;-;20454;60566"
"""315740 SANTA CRUZ DO ESCALVADO"";9;2308;-;2603;4920"
"""315750 SANTA EFIGENIA DE MINAS"";-;-;-;2088;2088"
"""315760 SANTA FE DE MINAS"";1977;9351;-;59756;71084"
"""315765 SANTA HELENA DE MINAS"";6729;18150;14;22570;47463"
"""315770 SANTA JULIANA"";-;106774;-;1635;108409"
"""315780 SANTA LUZIA"";18085;2535810;6510;39409;2599814"
"""315790 SANTA MARGARIDA"";5158;27362;-;21728;54248"
"""315800 SANTA MARIA DE ITABIRA"";-;103859;-;71;103930"
"""315810 SANTA MARIA DO SALTO"";-;18980;-;11909;30889"
"""315820 SANTA MARIA DO SUACUI"";225;137836;676;30239;168976"
"""315830 SANTANA DA VARGEM"";42532;6521;-;3723;52776"
"""315840 SANTANA DE CATAGUASES"";834;2660;-;15165;18659"
"""315850 SANTANA DE PIRAPAMA"";7417;2592;-;22734;32743"
"""315860 SANTANA DO DESERTO"";37;587;-;400;1024"
"""315870 SANTANA DO GARAMBEU"";-;3192;-;23513;26705"
"""315890 SANTANA DO MANHUACU"";66992;7281;-;14808;89081"
"""315895 SANTANA DO PARAISO"";32679;186840;563;23468;243550"
"""315900 SANTANA DO RIACHO"";160;352;-;11898;12410"
"""315910 SANTANA DOS MONTES"";-;9612;-;2253;11865"
"""315920 SANTA RITA DE CALDAS"";-;9048;-;3317;12365"
"""315930 SANTA RITA DE JACUTINGA"";2901;30264;-;2207;35372"
"""315935 SANTA RITA DE MINAS"";348;79;-;4891;5318"
"""315940 SANTA RITA DE IBITIPOCA"";353;6757;-;8821;15931"
"""315950 SANTA RITA DO ITUETO"";4120;16136;-;9914;30170"
"""315960 SANTA RITA DO SAPUCAI"";490125;415545;44;25833;931547"
"""315970 SANTA ROSA DA SERRA"";78640;10856;-;87;89583"
"""315980 SANTA VITORIA"";118116;221314;-;18002;357432"
"""315990 SANTO ANTONIO DO AMPARO"";43643;256292;1023;92221;393179"
"""316000 SANTO ANTONIO DO AVENTUREIRO"";-;5074;-;13294;18368"
"""316010 SANTO ANTONIO DO GRAMA"";-;1832;-;3258;5090"
"""316020 SANTO ANTONIO DO ITAMBE"";-;12482;-;27273;39755"
"""316030 SANTO ANTONIO DO JACINTO"";15914;4275;-;55657;75846"
"""316040 SANTO ANTONIO DO MONTE"";5893;599153;2214;51192;658452"
"""316045 SANTO ANTONIO DO RETIRO"";605;25195;-;5476;31276"
"""316050 SANTO ANTONIO DO RIO ABAIXO"";-;3704;-;48;3752"
"""316060 SANTO HIPOLITO"";15372;20093;-;45446;80911"
"""316070 SANTOS DUMONT"";14757;179430;12;3829;198028"
"""316080 SAO BENTO ABADE"";5804;10818;-;9588;26210"
"""316090 SAO BRAS DO SUACUI"";-;74299;-;2346;76645"
"""316095 SAO DOMINGOS DAS DORES"";35;9090;-;12493;21618"
"""316100 SAO DOMINGOS DO PRATA"";928;187701;459;68350;257438"
"""316105 SAO FELIX DE MINAS"";15488;18092;-;22823;56403"
"""316110 SAO FRANCISCO"";20209;419262;269;83587;523327"
"""316120 SAO FRANCISCO DE PAULA"";-;3186;-;20905;24091"
"""316130 SAO FRANCISCO DE SALES"";22137;22231;-;22494;66862"
"""316140 SAO FRANCISCO DO GLORIA"";1892;55398;-;18825;76115"
"""316150 SAO GERALDO"";-;43551;-;13168;56719"
"""316160 SAO GERALDO DA PIEDADE"";-;5795;-;5599;11394"
"""316165 SAO GERALDO DO BAIXIO"";-;4253;-;3978;8231"
"""316170 SAO GONCALO DO ABAETE"";20620;1731;-;2401;24752"
"""316180 SAO GONCALO DO PARA"";70755;81899;-;7849;160503"
"""316190 SAO GONCALO DO RIO ABAIXO"";13043;159208;-;2941;175192"
"""316200 SAO GONCALO DO SAPUCAI"";87622;170560;-;22457;280639"
"""316210 SAO GOTARDO"";169294;421500;5372;76808;672974"
"""316220 SAO JOAO BATISTA DO GLORIA"";19121;188452;-;6956;214529"
"""316225 SAO JOAO DA LAGOA"";9973;7277;-;19261;36511"
"""316230 SAO JOAO DA MATA"";54;157;-;5915;6126"
"""316240 SAO JOAO DA PONTE"";1664;278605;194;54750;335213"
"""316245 SAO JOAO DAS MISSOES"";158109;35044;-;26752;219905"
"""316250 SAO JOAO DEL REI"";17419;552785;1734925;11034;2316163"
"""316255 SAO JOAO DO MANHUACU"";30;33150;-;5668;38848"
"""316257 SAO JOAO DO MANTENINHA"";9155;61863;-;8453;79471"
"""316260 SAO JOAO DO ORIENTE"";7;30146;-;4875;35028"
"""316265 SAO JOAO DO PACUI"";15269;11322;-;5661;32252"
"""316270 SAO JOAO DO PARAISO"";18743;139848;-;85454;244045"
"""316280 SAO JOAO EVANGELISTA"";176;46121;-;8839;55136"
"""316290 SAO JOAO NEPOMUCENO"";18906;314854;2199;18146;354105"
"""316292 SAO JOAQUIM DE BICAS"";170214;510758;1;8951;689924"
"""316294 SAO JOSE DA BARRA"";7506;58889;-;15689;82084"
"""316295 SAO JOSE DA LAPA"";137234;91333;-;2166;230733"
"""316300 SAO JOSE DA SAFIRA"";4;6654;-;4654;11312"
"""316310 SAO JOSE DA VARGINHA"";49681;2051;-;1290;53022"
"""316320 SAO JOSE DO ALEGRE"";1641;2815;-;2153;6609"
"""316330 SAO JOSE DO DIVINO"";93;37780;-;7315;45188"
"""316340 SAO JOSE DO GOIABAL"";-;21736;-;2473;24209"
"""316350 SAO JOSE DO JACURI"";382;-;-;6959;7341"
"""316360 SAO JOSE DO MANTIMENTO"";-;4361;-;3371;7732"
"""316370 SAO LOURENCO"";561513;662596;30578;19844;1274531"
"""316380 SAO MIGUEL DO ANTA"";-;26337;-;12899;39236"
"""316390 SAO PEDRO DA UNIAO"";705;30292;-;17511;48508"
"""316400 SAO PEDRO DOS FERROS"";-;29341;-;36415;65756"
"""316410 SAO PEDRO DO SUACUI"";635;17425;-;-;18060"
"""316420 SAO ROMAO"";10101;71337;-;5791;87229"
"""316430 SAO ROQUE DE MINAS"";19753;57428;-;27036;104217"
"""316440 SAO SEBASTIAO DA BELA VISTA"";69;-;-;3814;3883"
"""316443 SAO SEBASTIAO DA VARGEM ALEGRE"";-;8427;-;16726;25153"
"""316447 SAO SEBASTIAO DO ANTA"";-;3619;-;6228;9847"
"""316450 SAO SEBASTIAO DO MARANHAO"";2016;25256;-;37387;64659"
"""316460 SAO SEBASTIAO DO OESTE"";36;32552;-;2324;34912"
"""316470 SAO SEBASTIAO DO PARAISO"";147580;1232959;28537;83501;1492577"
"""316480 SAO SEBASTIAO DO RIO PRETO"";302;2419;-;-;2721"
"""316490 SAO SEBASTIAO DO RIO VERDE"";27415;18451;-;6297;52163"
"""316500 SAO TIAGO"";29;50236;-;33316;83581"
"""316510 SAO TOMAS DE AQUINO"";48538;89483;-;7651;145672"
"""316520 SAO THOME DAS LETRAS"";70092;27437;-;3867;101396"
"""316530 SAO VICENTE DE MINAS"";13973;48787;-;4052;66812"
"""316540 SAPUCAI-MIRIM"";23097;1988;-;786;25871"
"""316550 SARDOA"";136;40833;-;728;41697"
"""316553 SARZEDO"";785951;649488;584;21611;1457634"
"""316555 SETUBINHA"";-;19369;-;19549;38918"
"""316556 SEM-PEIXE"";11724;180;-;3270;15174"
"""316557 SENADOR AMARAL"";-;3070;-;7101;10171"
"""316560 SENADOR CORTES"";741;2657;-;903;4301"
"""316570 SENADOR FIRMINO"";-;62642;-;14884;77526"
"""316580 SENADOR JOSE BENTO"";273;1682;-;7234;9189"
"""316590 SENADOR MODESTINO GONCALVES"";-;38092;-;40568;78660"
"""316600 SENHORA DE OLIVEIRA"";136;2986;-;994;4116"
"""316610 SENHORA DO PORTO"";155;3750;-;872;4777"
"""316620 SENHORA DOS REMEDIOS"";-;37423;-;29951;67374"
"""316630 SERICITA"";-;32745;-;16365;49110"
"""316640 SERITINGA"";325;8049;-;1965;10339"
"""316650 SERRA AZUL DE MINAS"";218;15333;37;23370;38958"
"""316660 SERRA DA SAUDADE"";32579;2131;-;153;34863"
"""316670 SERRA DOS AIMORES"";896;1055;-;914;2865"
"""316680 SERRA DO SALITRE"";34096;192187;-;31526;257809"
"""316690 SERRANIA"";4400;188172;-;166;192738"
"""316695 SERRANOPOLIS DE MINAS"";502;476;-;21324;22302"
"""316700 SERRANOS"";8540;3463;-;116;12119"
"""316710 SERRO"";24594;183163;-;41849;249606"
"""316720 SETE LAGOAS"";184009;1797586;3787605;131663;5900863"
"""316730 SILVEIRANIA"";-;13759;-;14820;28579"
"""316740 SILVIANOPOLIS"";599;16986;-;12806;30391"
"""316750 SIMAO PEREIRA"";-;6768;-;823;7591"
"""316760 SIMONESIA"";520;25433;-;25444;51397"
"""316770 SOBRALIA"";1352;13660;-;13426;28438"
"""316780 SOLEDADE DE MINAS"";1395;8355;-;360;10110"
"""316790 TABULEIRO"";2161;11782;-;20179;34122"
"""316800 TAIOBEIRAS"";10096;460975;2463;25712;499246"
"""316805 TAPARUBA"";-;11860;-;8975;20835"
"""316810 TAPIRA"";-;31010;-;2793;33803"
"""316830 TAQUARACU DE MINAS"";7430;1041;-;1196;9667"
"""316840 TARUMIRIM"";-;25499;-;672;26171"
"""316850 TEIXEIRAS"";274;136011;-;15076;151361"
"""316860 TEOFILO OTONI"";322970;2467597;2162093;150587;5103247"
"""316870 TIMOTEO"";224705;575317;20587;6466;827075"
"""316880 TIRADENTES"";75495;111799;-;4393;191687"
"""316890 TIROS"";51786;34037;-;15003;100826"
"""316900 TOCANTINS"";54117;76555;-;9911;140583"
"""316905 TOCOS DO MOJI"";445;4073;-;7370;11888"
"""316910 TOLEDO"";-;3787;-;7616;11403"
"""316920 TOMBOS"";29050;101253;-;2448;132751"
"""316930 TRES CORACOES"";81731;738624;19504;63001;902860"
"""316935 TRES MARIAS"";112479;264189;-;179690;556358"
"""316940 TRES PONTAS"";590663;542414;17247;42817;1193141"
"""316950 TUMIRITINGA"";-;-;-;356;356"
"""316960 TUPACIGUARA"";173512;499525;20;6669;679726"
"""316970 TURMALINA"";-;184297;115;57344;241756"
"""316980 TURVOLANDIA"";160;326;-;30438;30924"
"""316990 UBA"";91752;1255074;3475023;98294;4920143"
"""317000 UBAI"";950;6599;-;5025;12574"
"""317005 UBAPORANGA"";-;25036;-;865;25901"
"""317010 UBERABA"";118644;3275039;4480089;26171;7899943"
"""317020 UBERLANDIA"";1839776;13127167;7913946;187063;23067952"
"""317030 UMBURATIBA"";-;6242;-;36863;43105"
"""317040 UNAI"";37934;781647;1258977;85561;2164119"
"""317043 UNIAO DE MINAS"";830;23968;-;12794;37592"
"""317047 URUANA DE MINAS"";6036;1570;-;108;7714"
"""317050 URUCANIA"";103388;27537;-;15981;146906"
"""317052 URUCUIA"";1731;73576;82;2338;77727"
"""317057 VARGEM ALEGRE"";38;10608;-;4828;15474"
"""317060 VARGEM BONITA"";-;2939;-;74;3013"
"""317065 VARGEM GRANDE DO RIO PARDO"";2472;17897;150;18622;39141"
"""317070 VARGINHA"";168329;2627807;6812830;363967;9972933"
"""317075 VARJAO DE MINAS"";12678;13117;-;5251;31046"
"""317080 VARZEA DA PALMA"";119776;480618;-;41776;642170"
"""317090 VARZELANDIA"";-;46375;-;1748;48123"
"""317100 VAZANTE"";1806;156758;-;20395;178959"
"""317103 VERDELANDIA"";12649;26546;-;7253;46448"
"""317107 VEREDINHA"";2319;26349;-;15557;44225"
"""317110 VERISSIMO"";16695;15692;-;104;32491"
"""317115 VERMELHO NOVO"";-;2429;-;6422;8851"
"""317120 VESPASIANO"";436327;1501671;97;22852;1960947"
"""317130 VICOSA"";227164;785144;44387;37393;1094088"
"""317140 VIEIRAS"";87;8767;-;3478;12332"
"""317150 MATHIAS LOBATO"";126;1520;-;770;2416"
"""317160 VIRGEM DA LAPA"";55064;61618;-;19411;136093"
"""317170 VIRGINIA"";9022;23883;-;23161;56066"
"""317180 VIRGINOPOLIS"";8742;52487;-;25321;86550"
"""317190 VIRGOLANDIA"";17;27336;-;5870;33223"
"""317200 VISCONDE DO RIO BRANCO"";7096;371428;2696;37380;418600"
"""317210 VOLTA GRANDE"";-;25066;-;2224;27290"
"""317220 WENCESLAU BRAZ"";184;900;-;4445;5529"
"""320010 AFONSO CLAUDIO"";81222;218565;6;74613;374406"
"""320013 AGUIA BRANCA"";17620;129860;421;1164;149065"
"""320016 AGUA DOCE DO NORTE"";93;75189;15;328;75625"
"""320020 ALEGRE"";65876;488623;5747;1458;561704"
"""320030 ALFREDO CHAVES"";31015;195744;62;2328;229149"
"""320040 ANCHIETA"";17417;484440;-;22963;524820"
"""320050 APIACA"";3841;70485;641;24254;99221"
"""320060 ARACRUZ"";106828;1286183;1741383;2749;3137143"
"""320070 ATILIO VIVACQUA"";31711;135377;19;462;167569"
"""320080 BAIXO GUANDU"";774;259752;5462;4165;270153"
"""320090 BARRA DE SAO FRANCISCO"";135668;466779;1837;264145;868429"
"""320100 BOA ESPERANCA"";48440;89330;-;103859;241629"
"""320110 BOM JESUS DO NORTE"";21707;200617;519;36185;259028"
"""320115 BREJETUBA"";223;199140;94;74979;274436"
"""320120 CACHOEIRO DE ITAPEMIRIM"";461513;1793417;2965523;85851;5306304"
"""320130 CARIACICA"";685325;3169212;7161327;178972;11194836"
"""320140 CASTELO"";113733;584181;573313;70379;1341606"
"""320150 COLATINA"";65137;1461173;4082306;117505;5726121"
"""320160 CONCEICAO DA BARRA"";17022;95770;6479;61724;180995"
"""320170 CONCEICAO DO CASTELO"";3436;172291;145;39069;214941"
"""320180 DIVINO DE SAO LOURENCO"";36450;39393;-;6917;82760"
"""320190 DOMINGOS MARTINS"";27672;313539;1320;5872;348403"
"""320200 DORES DO RIO PRETO"";-;58523;-;2203;60726"
"""320210 ECOPORANGA"";2;61956;41;712;62711"
"""320220 FUNDAO"";153623;169753;-;110;323486"
"""320225 GOVERNADOR LINDENBERG"";1673;106935;256;34123;142987"
"""320230 GUACUI"";17188;429059;1472208;18873;1937328"
"""320240 GUARAPARI"";282932;844882;19761;4781;1152356"
"""320245 IBATIBA"";45365;320250;350;110473;476438"
"""320250 IBIRACU"";29280;82761;-;6957;118998"
"""320255 IBITIRAMA"";11901;123547;117;22486;158051"
"""320260 ICONHA"";32248;169399;13;7260;208920"
"""320265 IRUPI"";44128;132116;74;35626;211944"
"""320270 ITAGUACU"";26440;140405;182;1314;168341"
"""320280 ITAPEMIRIM"";145641;260415;1460257;68286;1934599"
"""320290 ITARANA"";25730;157400;-;469;183599"
"""320300 IUNA"";1266;365382;-;27236;393884"
"""320305 JAGUARE"";35711;414890;15;185940;636556"
"""320310 JERONIMO MONTEIRO"";3543;133303;18;31;136895"
"""320313 JOAO NEIVA"";28534;224982;293;72686;326495"
"""320316 LARANJA DA TERRA"";4644;70557;11;1826;77038"
"""320320 LINHARES"";271294;1176993;2375051;2347;3825685"
"""320330 MANTENOPOLIS"";7017;114080;18;60292;181407"
"""320332 MARATAIZES"";178328;385320;3;1874;565525"
"""320334 MARECHAL FLORIANO"";76501;128930;13;48526;253970"
"""320335 MARILANDIA"";206;289081;13;196;289496"
"""320340 MIMOSO DO SUL"";45406;310579;908;31026;387919"
"""320350 MONTANHA"";8300;160110;-;684;169094"
"""320360 MUCURICI"";454;98073;6;2202;100735"
"""320370 MUNIZ FREIRE"";10199;97785;-;52;108036"
"""320380 MUQUI"";7316;167007;2;1309;175634"
"""320390 NOVA VENECIA"";43374;374248;2456972;911;2875505"
"""320400 PANCAS"";66;250102;184;97128;347480"
"""320405 PEDRO CANARIO"";64974;132838;-;63256;261068"
"""320410 PINHEIROS"";180763;219212;11;1779;401765"
"""320420 PIUMA"";82066;259079;-;45238;386383"
"""320425 PONTO BELO"";-;82119;-;86483;168602"
"""320430 PRESIDENTE KENNEDY"";80055;306347;1232;76959;464593"
"""320435 RIO BANANAL"";58756;209118;-;140;268014"
"""320440 RIO NOVO DO SUL"";36345;98460;6;-;134811"
"""320450 SANTA LEOPOLDINA"";8561;152428;226;33571;194786"
"""320455 SANTA MARIA DE JETIBA"";62678;416384;51;24175;503288"
"""320460 SANTA TERESA"";53517;347841;2910;144798;549066"
"""320465 SAO DOMINGOS DO NORTE"";20875;129297;605;10302;161079"
"""320470 SAO GABRIEL DA PALHA"";151310;344190;1452;122773;619725"
"""320490 SAO MATEUS"";69831;1180028;2322906;268630;3841395"
"""320495 SAO ROQUE DO CANAA"";135146;185447;58;184;320835"
"""320500 SERRA"";291135;5855972;5541795;667495;12356397"
"""320501 SOORETAMA"";30367;298011;167;4524;333069"
"""320503 VARGEM ALTA"";109196;234215;1;15155;358567"
"""320506 VENDA NOVA DO IMIGRANTE"";5189;356838;1531741;69344;1963112"
"""320510 VIANA"";345193;1325590;61;322;1671166"
"""320515 VILA PAVAO"";6880;89127;-;29322;125329"
"""320517 VILA VALERIO"";30959;57108;-;19348;107415"
"""320520 VILA VELHA"";543978;6014947;7946595;16427;14521947"
"""320530 VITORIA"";276973;6977533;5756440;6027;13016973"
"""330010 ANGRA DOS REIS"";2733795;3236085;68904;147236;6186020"
"""330015 APERIBE"";61677;261848;2731;269;326525"
"""330020 ARARUAMA"";440609;5812537;30029;3701;6286876"
"""330022 AREAL"";289899;294813;18;1842;586572"
"""330023 ARMACAO DOS BUZIOS"";107916;425980;2933;7902;544731"
"""330025 ARRAIAL DO CABO"";284342;994965;7257;8835;1295399"
"""330030 BARRA DO PIRAI"";31953;739796;993;189;772931"
"""330040 BARRA MANSA"";321156;1951785;30968;10363;2314272"
"""330045 BELFORD ROXO"";2030426;66950522;156898;12252;69150098"
"""330050 BOM JARDIM"";7603;151209;-;592;159404"
"""330060 BOM JESUS DO ITABAPOANA"";628990;949268;24272;12464;1614994"
"""330070 CABO FRIO"";2086670;8776980;101050;169390;11134090"
"""330080 CACHOEIRAS DE MACACU"";1289714;1391186;6477;85743;2773120"
"""330090 CAMBUCI"";24466;51452;-;-;75918"
"""330093 CARAPEBUS"";134598;448046;1723;1397;585764"
"""330095 COMENDADOR LEVY GASPARIAN"";123482;71088;-;7179;201749"
"""330100 CAMPOS DOS GOYTACAZES"";2514419;7245751;170378;216944;10147492"
"""330110 CANTAGALO"";82199;299111;2267;1397;384974"
"""330115 CARDOSO MOREIRA"";14767;162028;-;180;176975"
"""330120 CARMO"";214311;277810;-;7143;499264"
"""330130 CASIMIRO DE ABREU"";665212;460573;330;5104;1131219"
"""330140 CONCEICAO DE MACABU"";114786;183605;-;413;298804"
"""330150 CORDEIRO"";18883;249683;2955;12383;283904"
"""330160 DUAS BARRAS"";84198;117381;1592;3030;206201"
"""330170 DUQUE DE CAXIAS"";3090680;37472860;436346;629598;41629484"
"""330180 ENGENHEIRO PAULO DE FRONTIN"";85878;323227;37;705;409847"
"""330185 GUAPIMIRIM"";375833;1425512;3810;18515;1823670"
"""330187 IGUABA GRANDE"";425781;985033;-;53561;1464375"
"""330190 ITABORAI"";1131048;3247480;65808;69917;4514253"
"""330200 ITAGUAI"";381789;2032569;2321;12344;2429023"
"""330205 ITALVA"";52604;335921;-;202;388727"
"""330210 ITAOCARA"";-;286250;2454;214;288918"
"""330220 ITAPERUNA"";229636;1730357;59589;53366;2072948"
"""330225 ITATIAIA"";95726;554008;54;4498;654286"
"""330227 JAPERI"";150215;1101934;28626;25481;1306256"
"""330230 LAJE DO MURIAE"";23376;219769;-;169;243314"
"""330240 MACAE"";1089189;4834779;47243;14659;5985870"
"""330245 MACUCO"";997;96416;-;358;97771"
"""330250 MAGE"";2424810;4560060;43083;134323;7162276"
"""330260 MANGARATIBA"";602259;1123385;1325;17284;1744253"
"""330270 MARICA"";319133;3391706;49076;89761;3849676"
"""330280 MENDES"";354235;447236;1571;1112;804154"
"""330285 MESQUITA"";461149;3934763;11774;1370;4409056"
"""330290 MIGUEL PEREIRA"";128629;436355;4829;894;570707"
"""330300 MIRACEMA"";44045;382370;63;972;427450"
"""330310 NATIVIDADE"";34804;236065;2184;4706;277759"
"""330320 NILOPOLIS"";79087;5497880;26969;924;5604860"
"""330330 NITEROI"";699631;5782816;255419;111214;6849080"
"""330340 NOVA FRIBURGO"";728112;2103223;64326;21459;2917120"
"""330350 NOVA IGUACU"";1525016;10127580;176471;445615;12274682"
"""330360 PARACAMBI"";352048;1109065;2900;9543;1473556"
"""330370 PARAIBA DO SUL"";71812;496967;1297;6598;576674"
"""330380 PARATY"";146173;891660;4249;216719;1258801"
"""330385 PATY DO ALFERES"";11342;206817;184;272;218615"
"""330390 PETROPOLIS"";1551863;4274064;94731;93360;6014018"
"""330395 PINHEIRAL"";94437;512897;976;394;608704"
"""330400 PIRAI"";75377;670563;1369;1901;749210"
"""330410 PORCIUNCULA"";97841;516207;423;51729;666200"
"""330411 PORTO REAL"";422112;446046;304;27877;896339"
"""330412 QUATIS"";20829;181292;-;536;202657"
"""330414 QUEIMADOS"";422139;2638045;65901;35748;3161833"
"""330415 QUISSAMA"";526614;689042;-;1517;1217173"
"""330420 RESENDE"";450532;2498618;38979;133076;3121205"
"""330430 RIO BONITO"";264925;1310171;45928;305;1621329"
"""330440 RIO CLARO"";32193;419004;10;29412;480619"
"""330450 RIO DAS FLORES"";195949;125166;-;53;321168"
"""330452 RIO DAS OSTRAS"";271932;1508205;8110;42249;1830496"
"""330455 RIO DE JANEIRO"";65445007;64655322;60619739;1613262;192333330"
"""330460 SANTA MARIA MADALENA"";9511;200160;1908;69;211648"
"""330470 SANTO ANTONIO DE PADUA"";110145;479345;20273;1508;611271"
"""330475 SAO FRANCISCO DE ITABAPOANA"";285374;503258;1604;380;790616"
"""330480 SAO FIDELIS"";135177;419632;-;383;555192"
"""330490 SAO GONCALO"";1761039;13071883;197304;92855;15123081"
"""330500 SAO JOAO DA BARRA"";126105;1116731;7348;6839;1257023"
"""330510 SAO JOAO DE MERITI"";1759671;5088417;76170;72659;6996917"
"""330513 SAO JOSE DE UBA"";24797;123146;-;1986;149929"
"""330515 SAO JOSE DO VALE DO RIO PRETO"";41999;402884;1;944;445828"
"""330520 SAO PEDRO DA ALDEIA"";165252;1064045;1801;63628;1294726"
"""330530 SAO SEBASTIAO DO ALTO"";142894;454847;1879;254;599874"
"""330540 SAPUCAIA"";190628;267830;-;2207;460665"
"""330550 SAQUAREMA"";426788;2197130;16595;18437;2658950"
"""330555 SEROPEDICA"";174341;888359;-;21271;1083971"
"""330560 SILVA JARDIM"";79038;326927;-;5881;411846"
"""330570 SUMIDOURO"";43985;194318;-;994;239297"
"""330575 TANGUA"";215366;548699;110;-;764175"
"""330580 TERESOPOLIS"";1950587;3107974;68223;73232;5200016"
"""330590 TRAJANO DE MORAES"";35573;138445;94;18747;192859"
"""330600 TRES RIOS"";355872;1736047;30360;45365;2167644"
"""330610 VALENCA"";147224;1184596;22943;23419;1378182"
"""330615 VARRE-SAI"";2728;138779;28;491;142026"
"""330620 VASSOURAS"";141397;591527;30337;1466;764727"
"""330630 VOLTA REDONDA"";1115679;5230562;132327;303262;6781830"
"""350010 ADAMANTINA"";6151;705709;15601;142122;869583"
"""350020 ADOLFO"";177937;4942;-;20026;202905"
"""350030 AGUAI"";338659;462668;-;537;801864"
"""350040 AGUAS DA PRATA"";45438;62068;-;181;107687"
"""350050 AGUAS DE LINDOIA"";-;94262;-;-;94262"
"""350055 AGUAS DE SANTA BARBARA"";58095;49782;-;-;107877"
"""350060 AGUAS DE SAO PEDRO"";60319;123440;-;-;183759"
"""350070 AGUDOS"";461647;430592;-;1430;893669"
"""350075 ALAMBARI"";150010;41725;-;9224;200959"
"""350080 ALFREDO MARCONDES"";5745;17096;-;2100;24941"
"""350090 ALTAIR"";90352;10879;27;145;101403"
"""350100 ALTINOPOLIS"";289792;309346;-;21849;620987"
"""350110 ALTO ALEGRE"";3568;58505;-;1449;63522"
"""350115 ALUMINIO"";14377;113709;31;7559;135676"
"""350120 ALVARES FLORENCE"";24786;27972;-;4387;57145"
"""350130 ALVARES MACHADO"";25523;262570;-;1158;289251"
"""350140 ALVARO DE CARVALHO"";93602;10944;-;1231;105777"
"""350150 ALVINLANDIA"";47525;477;-;111;48113"
"""350160 AMERICANA"";403687;2570969;35516;9814;3019986"
"""350170 AMERICO BRASILIENSE"";131588;497029;10767;2827;642211"
"""350180 AMERICO DE CAMPOS"";-;25575;1;591;26167"
"""350190 AMPARO"";104910;991888;30104;7601;1134503"
"""350200 ANALANDIA"";118933;28345;-;394;147672"
"""350210 ANDRADINA"";202550;474948;6001;16211;699710"
"""350220 ANGATUBA"";6856;419471;-;671;426998"
"""350230 ANHEMBI"";127330;58153;-;313;185796"
"""350240 ANHUMAS"";41882;38629;-;3032;83543"
"""350250 APARECIDA"";114323;795330;72;30;909755"
"""350260 APARECIDA D'OESTE"";259124;30389;-;281;289794"
"""350270 APIAI"";7772;214844;-;4988;227604"
"""350275 ARACARIGUAMA"";225406;677205;-;694;903305"
"""350280 ARACATUBA"";457117;2645257;14306735;208317;17617426"
"""350290 ARACOIABA DA SERRA"";102297;595400;-;1123;698820"
"""350300 ARAMINA"";11736;33542;248;13963;59489"
"""350310 ARANDU"";36185;404;-;628;37217"
"""350315 ARAPEI"";12009;45099;-;40444;97552"
"""350320 ARARAQUARA"";878321;3159825;12307164;62264;16407574"
"""350330 ARARAS"";522264;747039;28833;24603;1322739"
"""350335 ARCO-IRIS"";26163;730;-;35;26928"
"""350340 AREALVA"";65842;123063;1527;636;191068"
"""350350 AREIAS"";16100;19522;-;5795;41417"
"""350360 AREIOPOLIS"";202090;41018;-;1326;244434"
