"""Munic¡pio"";""02 Assistˆncia Farmacˆutica"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""07 Vigilƒncia em Sa£de"";""Total"""
"""250720 ITATUBA"";-;-;-;192305,17;-;192305,17"
"""250730 JACARAU"";-;-;-;616585,90;-;616585,90"
"""250740 JERICO"";-;-;-;528197,71;-;528197,71"
"""250750 JOAO PESSOA"";15374508,21;33443657,73;-;151872421,68;-;200690587,62"
"""250770 JUAZEIRINHO"";-;-;-;681087,52;-;681087,52"
"""250780 JUNCO DO SERIDO"";-;-;-;419135,06;-;419135,06"
"""250790 JURIPIRANGA"";-;-;-;506733,79;-;506733,79"
"""250800 JURU"";-;-;-;374705,17;-;374705,17"
"""250810 LAGOA"";-;-;-;73301,99;-;73301,99"
"""250820 LAGOA DE DENTRO"";-;-;-;339380,29;-;339380,29"
"""250830 LAGOA SECA"";-;-;-;851615,53;-;851615,53"
"""250840 LASTRO"";-;-;-;10433,28;-;10433,28"
"""250850 LIVRAMENTO"";-;-;-;64392,73;-;64392,73"
"""250855 LOGRADOURO"";-;-;-;94717,88;-;94717,88"
"""250860 LUCENA"";-;-;-;583297,40;-;583297,40"
"""250870 MAE D'AGUA"";-;-;-;24968,06;-;24968,06"
"""250880 MALTA"";-;-;-;120843,30;-;120843,30"
"""250890 MAMANGUAPE"";-;726847,20;-;1551685,35;-;2278532,55"
"""250900 MANAIRA"";-;-;-;489908,76;-;489908,76"
"""250905 MARCACAO"";-;-;-;137565,75;-;137565,75"
"""250910 MARI"";-;-;-;563939,53;-;563939,53"
"""250915 MARIZOPOLIS"";-;-;-;72772,27;-;72772,27"
"""250920 MASSARANDUBA"";-;-;-;356662,79;-;356662,79"
"""250930 MATARACA"";-;-;-;315736,97;-;315736,97"
"""250933 MATINHAS"";-;-;-;59874,16;-;59874,16"
"""250937 MATO GROSSO"";-;-;-;44357,74;-;44357,74"
"""250939 MATUREIA"";-;-;-;84510,25;-;84510,25"
"""250940 MOGEIRO"";-;-;-;221047,96;-;221047,96"
"""250950 MONTADAS"";-;-;-;118078,53;-;118078,53"
"""250960 MONTE HOREBE"";-;-;-;77650,59;-;77650,59"
"""250970 MONTEIRO"";-;539668,10;-;3761596,89;-;4301264,99"
"""250980 MULUNGU"";-;-;-;171426,10;-;171426,10"
"""250990 NATUBA"";-;-;-;158142,11;-;158142,11"
"""251000 NAZAREZINHO"";-;-;-;94864,62;-;94864,62"
"""251020 NOVA OLINDA"";-;-;-;100152,57;-;100152,57"
"""251030 NOVA PALMEIRA"";-;-;-;20368,30;-;20368,30"
"""251040 OLHO D'AGUA"";-;-;-;83,00;-;83,00"
"""251050 OLIVEDOS"";-;-;-;114059,14;-;114059,14"
"""251060 OURO VELHO"";-;-;-;183276,86;-;183276,86"
"""251065 PARARI"";-;-;-;88079,99;-;88079,99"
"""251070 PASSAGEM"";-;-;-;55038,10;-;55038,10"
"""251080 PATOS"";-;7832649,26;6907500,00;30387119,93;-;45127269,19"
"""251090 PAULISTA"";-;-;-;487753,63;-;487753,63"
"""251100 PEDRA BRANCA"";-;-;-;81201,11;-;81201,11"
"""251110 PEDRA LAVRADA"";-;-;-;330968,68;-;330968,68"
"""251120 PEDRAS DE FOGO"";-;-;715,92;1599019,61;1271,50;1601007,03"
"""251130 PIANCO"";-;243825,60;-;2183062,69;-;2426888,29"
"""251140 PICUI"";-;504626,40;-;1761479,28;-;2266105,68"
"""251150 PILAR"";-;-;-;477239,02;-;477239,02"
"""251160 PILOES"";-;-;-;54268,80;-;54268,80"
"""251170 PILOEZINHOS"";-;-;-;30909,49;-;30909,49"
"""251180 PIRPIRITUBA"";-;-;-;362518,04;-;362518,04"
"""251190 PITIMBU"";-;-;-;864914,20;-;864914,20"
"""251200 POCINHOS"";-;-;-;887916,72;-;887916,72"
"""251203 POCO DANTAS"";-;-;-;164894,30;-;164894,30"
"""251207 POCO DE JOSE DE MOURA"";-;-;-;102475,37;-;102475,37"
"""251210 POMBAL"";-;300,78;-;3937816,78;-;3938117,56"
"""251220 PRATA"";-;1236,33;-;103729,36;-;104965,69"
"""251230 PRINCESA ISABEL"";-;-;-;2892868,38;-;2892868,38"
"""251240 PUXINANA"";-;-;-;162372,26;-;162372,26"
"""251250 QUEIMADAS"";-;233023,20;-;2410739,87;-;2643763,07"
"""251260 QUIXABA"";-;-;-;22497,66;-;22497,66"
"""251270 REMIGIO"";-;-;-;621247,66;-;621247,66"
"""251272 PEDRO REGIS"";-;-;-;266120,81;-;266120,81"
"""251274 RIACHAO"";-;-;-;38830,19;-;38830,19"
"""251275 RIACHAO DO BACAMARTE"";-;-;-;16945,00;-;16945,00"
"""251276 RIACHAO DO POCO"";-;-;-;79617,46;-;79617,46"
"""251278 RIACHO DE SANTO ANTONIO"";-;-;-;75574,28;-;75574,28"
"""251280 RIACHO DOS CAVALOS"";-;-;-;17434,81;-;17434,81"
"""251290 RIO TINTO"";-;-;-;1179143,64;-;1179143,64"
"""251300 SALGADINHO"";-;-;-;56683,95;-;56683,95"
"""251310 SALGADO DE SAO FELIX"";-;-;-;281474,61;-;281474,61"
"""251315 SANTA CECILIA"";-;-;-;123484,85;-;123484,85"
"""251320 SANTA CRUZ"";-;-;-;111941,73;-;111941,73"
"""251330 SANTA HELENA"";-;-;-;116285,83;-;116285,83"
"""251335 SANTA INES"";-;-;-;81089,92;-;81089,92"
"""251340 SANTA LUZIA"";-;-;-;784315,41;-;784315,41"
"""251350 SANTANA DE MANGUEIRA"";-;-;-;32176,20;-;32176,20"
"""251360 SANTANA DOS GARROTES"";-;-;-;85378,01;-;85378,01"
"""251365 JOCA CLAUDINO"";-;-;-;2507,90;-;2507,90"
"""251370 SANTA RITA"";-;183085,21;-;10530244,67;-;10713329,88"
"""251380 SANTA TERESINHA"";-;-;-;20918,45;-;20918,45"
"""251385 SANTO ANDRE"";-;-;-;108298,18;-;108298,18"
"""251390 SAO BENTO"";-;23148,00;-;1253547,66;-;1276695,66"
"""251392 SAO BENTINHO"";-;-;-;75541,88;-;75541,88"
"""251394 SAO DOMINGOS DO CARIRI"";-;-;-;157949,99;-;157949,99"
"""251396 SAO DOMINGOS"";-;-;-;125992,30;-;125992,30"
"""251398 SAO FRANCISCO"";-;-;-;215704,11;-;215704,11"
"""251400 SAO JOAO DO CARIRI"";-;-;-;114560,50;-;114560,50"
"""251410 SAO JOAO DO TIGRE"";-;-;-;50917,33;-;50917,33"
"""251420 SAO JOSE DA LAGOA TAPADA"";-;-;-;645775,45;-;645775,45"
"""251430 SAO JOSE DE CAIANA"";-;-;-;127982,29;-;127982,29"
"""251440 SAO JOSE DE ESPINHARAS"";-;-;-;46993,40;-;46993,40"
"""251445 SAO JOSE DOS RAMOS"";-;-;-;99865,15;-;99865,15"
"""251450 SAO JOSE DE PIRANHAS"";-;-;-;496411,40;-;496411,40"
"""251455 SAO JOSE DE PRINCESA"";-;-;-;105321,77;-;105321,77"
"""251460 SAO JOSE DO BONFIM"";-;-;-;47,00;-;47,00"
"""251465 SAO JOSE DO BREJO DO CRUZ"";-;-;-;84755,47;-;84755,47"
"""251470 SAO JOSE DO SABUGI"";-;-;-;145920,22;-;145920,22"
"""251480 SAO JOSE DOS CORDEIROS"";-;-;-;148110,47;-;148110,47"
"""251490 SAO MAMEDE"";-;-;-;169430,16;-;169430,16"
"""251500 SAO MIGUEL DE TAIPU"";-;-;-;246364,02;-;246364,02"
"""251510 SAO SEBASTIAO DE LAGOA DE ROCA"";-;-;-;380147,38;-;380147,38"
"""251520 SAO SEBASTIAO DO UMBUZEIRO"";-;-;-;53871,17;-;53871,17"
"""251530 SAPE"";-;-;-;2773509,87;-;2773509,87"
"""251540 SAO VICENTE DO SERIDO"";-;-;-;363875,28;-;363875,28"
"""251550 SERRA BRANCA"";-;-;-;527584,04;-;527584,04"
"""251560 SERRA DA RAIZ"";-;-;-;35280,80;-;35280,80"
"""251570 SERRA GRANDE"";-;-;-;89578,24;-;89578,24"
"""251580 SERRA REDONDA"";-;-;-;98035,39;-;98035,39"
"""251590 SERRARIA"";-;-;-;447753,29;-;447753,29"
"""251593 SERTAOZINHO"";-;-;-;46378,20;-;46378,20"
"""251597 SOBRADO"";-;-;-;97587,32;-;97587,32"
"""251600 SOLANEA"";-;882710,40;-;1078332,99;-;1961043,39"
"""251610 SOLEDADE"";-;-;-;605174,02;-;605174,02"
"""251615 SOSSEGO"";-;-;-;62520,78;-;62520,78"
"""251620 SOUSA"";-;4549698,90;-;5619497,85;-;10169196,75"
"""251630 SUME"";-;-;-;1182651,21;-;1182651,21"
"""251640 TACIMA"";-;-;-;159726,41;-;159726,41"
"""251650 TAPEROA"";-;178613,06;-;1389560,86;-;1568173,92"
"""251660 TAVARES"";-;-;-;918499,50;-;918499,50"
"""251670 TEIXEIRA"";-;-;-;297283,67;-;297283,67"
"""251675 TENORIO"";-;-;-;97632,97;-;97632,97"
"""251680 TRIUNFO"";-;-;-;359548,64;-;359548,64"
"""251690 UIRAUNA"";-;-;-;365599,59;-;365599,59"
"""251700 UMBUZEIRO"";-;-;-;542298,91;-;542298,91"
"""251710 VARZEA"";-;-;-;135994,82;-;135994,82"
"""251720 VIEIROPOLIS"";-;-;-;45690,00;-;45690,00"
"""251740 ZABELE"";-;-;-;7548,28;-;7548,28"
"""260005 ABREU E LIMA"";-;-;-;2315899,72;-;2315899,72"
"""260010 AFOGADOS DA INGAZEIRA"";-;-;-;6458748,82;-;6458748,82"
"""260020 AFRANIO"";-;-;-;1092220,39;-;1092220,39"
"""260030 AGRESTINA"";-;-;-;1254758,45;-;1254758,45"
"""260040 AGUA PRETA"";-;-;-;505577,84;-;505577,84"
"""260050 AGUAS BELAS"";-;-;-;763275,48;-;763275,48"
"""260060 ALAGOINHA"";-;-;-;69202,07;-;69202,07"
"""260070 ALIANCA"";-;-;-;886764,16;984,00;887748,16"
"""260080 ALTINHO"";-;-;-;657008,24;-;657008,24"
"""260090 AMARAJI"";-;-;-;725436,45;-;725436,45"
"""260100 ANGELIM"";-;-;-;287361,26;-;287361,26"
"""260105 ARACOIABA"";-;-;-;1115289,39;-;1115289,39"
"""260110 ARARIPINA"";-;5547241,87;-;6757005,26;-;12304247,13"
"""260120 ARCOVERDE"";-;10815151,67;-;12162860,13;9786,00;22987797,80"
"""260130 BARRA DE GUABIRABA"";-;-;-;354026,93;-;354026,93"
"""260140 BARREIROS"";-;-;-;1593714,90;-;1593714,90"
"""260150 BELEM DE MARIA"";-;-;-;232290,52;-;232290,52"
"""260160 BELEM DO SAO FRANCISCO"";-;-;-;190918,70;-;190918,70"
"""260170 BELO JARDIM"";-;-;-;3488851,33;-;3488851,33"
"""260180 BETANIA"";-;-;-;129673,39;-;129673,39"
"""260190 BEZERROS"";-;-;-;1800370,30;-;1800370,30"
"""260200 BODOCO"";-;-;-;1798860,26;-;1798860,26"
"""260210 BOM CONSELHO"";-;-;-;2178155,25;-;2178155,25"
"""260220 BOM JARDIM"";-;-;-;1642486,14;-;1642486,14"
"""260230 BONITO"";-;-;-;1044082,75;-;1044082,75"
"""260240 BREJAO"";-;-;-;522337,67;-;522337,67"
"""260250 BREJINHO"";-;-;-;463811,50;-;463811,50"
"""260260 BREJO DA MADRE DE DEUS"";-;-;-;2093778,65;-;2093778,65"
"""260270 BUENOS AIRES"";-;-;604,00;413108,55;114,00;413826,55"
"""260280 BUIQUE"";-;-;-;820054,84;-;820054,84"
"""260290 CABO DE SANTO AGOSTINHO"";-;11805584,21;-;17597167,32;-;29402751,53"
"""260300 CABROBO"";-;-;-;459550,74;-;459550,74"
"""260310 CACHOEIRINHA"";-;-;-;733528,35;-;733528,35"
"""260320 CAETES"";-;-;-;747280,03;-;747280,03"
"""260330 CALCADO"";-;-;-;423392,48;-;423392,48"
"""260340 CALUMBI"";-;-;-;398218,31;-;398218,31"
"""260345 CAMARAGIBE"";-;-;-;11198498,44;-;11198498,44"
"""260350 CAMOCIM DE SAO FELIX"";-;-;-;748555,72;-;748555,72"
"""260360 CAMUTANGA"";-;-;-;331251,14;-;331251,14"
"""260370 CANHOTINHO"";-;-;-;708533,03;-;708533,03"
"""260380 CAPOEIRAS"";-;-;-;776498,23;-;776498,23"
"""260390 CARNAIBA"";-;-;-;1266560,11;-;1266560,11"
"""260392 CARNAUBEIRA DA PENHA"";-;-;-;425224,08;-;425224,08"
"""260400 CARPINA"";-;22964610,78;3050,00;5896272,39;-;28863933,17"
"""260410 CARUARU"";-;18388006,27;-;48335511,42;-;66723517,69"
"""260415 CASINHAS"";-;-;816,00;952992,31;376,00;954184,31"
"""260420 CATENDE"";-;-;-;872168,31;-;872168,31"
"""260430 CEDRO"";-;-;-;421571,17;-;421571,17"
"""260440 CHA DE ALEGRIA"";-;-;616,00;534158,48;156,00;534930,48"
"""260450 CHA GRANDE"";-;-;-;1131569,54;-;1131569,54"
"""260460 CONDADO"";-;-;-;483393,65;-;483393,65"
"""260470 CORRENTES"";-;-;-;307952,58;-;307952,58"
"""260480 CORTES"";-;-;-;341756,31;-;341756,31"
"""260490 CUMARU"";-;-;-;483135,66;-;483135,66"
"""260500 CUPIRA"";-;-;-;922185,51;-;922185,51"
"""260510 CUSTODIA"";-;-;-;1341985,99;-;1341985,99"
"""260515 DORMENTES"";-;-;-;1189466,77;-;1189466,77"
"""260520 ESCADA"";-;6445,00;-;2945083,38;-;2951528,38"
"""260530 EXU"";-;-;-;779956,61;-;779956,61"
"""260540 FEIRA NOVA"";-;-;1120,00;768659,06;-;769779,06"
"""260545 FERNANDO DE NORONHA"";-;-;-;1047862,58;-;1047862,58"
"""260550 FERREIROS"";-;-;-;380531,84;-;380531,84"
"""260560 FLORES"";-;-;-;584746,68;-;584746,68"
"""260570 FLORESTA"";-;-;-;605945,48;-;605945,48"
"""260580 FREI MIGUELINHO"";-;-;700,00;386842,76;-;387542,76"
"""260590 GAMELEIRA"";-;-;-;559934,76;-;559934,76"
"""260600 GARANHUNS"";-;12826681,58;-;35351627,56;-;48178309,14"
"""260610 GLORIA DO GOITA"";-;-;-;678349,51;-;678349,51"
"""260620 GOIANA"";-;-;-;5227462,01;-;5227462,01"
"""260630 GRANITO"";-;-;-;384385,36;-;384385,36"
"""260640 GRAVATA"";-;-;-;2961469,54;-;2961469,54"
"""260650 IATI"";-;-;-;740345,05;-;740345,05"
"""260660 IBIMIRIM"";-;-;-;622209,99;-;622209,99"
"""260670 IBIRAJUBA"";-;-;-;142675,95;-;142675,95"
"""260680 IGARASSU"";-;338,05;-;7504651,53;-;7504989,58"
"""260690 IGUARACY"";-;-;-;611072,68;-;611072,68"
"""260700 INAJA"";-;-;-;564867,43;-;564867,43"
"""260710 INGAZEIRA"";-;-;-;172387,33;-;172387,33"
"""260720 IPOJUCA"";-;-;-;10764466,59;-;10764466,59"
"""260730 IPUBI"";-;-;-;193763,31;-;193763,31"
"""260740 ITACURUBA"";-;-;-;232237,87;-;232237,87"
"""260750 ITAIBA"";-;-;-;583053,30;-;583053,30"
"""260760 ILHA DE ITAMARACA"";-;-;-;734004,52;-;734004,52"
"""260765 ITAMBE"";-;-;-;868166,00;-;868166,00"
"""260770 ITAPETIM"";-;-;-;775562,20;-;775562,20"
"""260775 ITAPISSUMA"";-;110,00;-;1397354,57;-;1397464,57"
"""260780 ITAQUITINGA"";-;-;-;435224,45;-;435224,45"
"""260790 JABOATAO DOS GUARARAPES"";-;15142501,08;-;50101978,53;-;65244479,61"
"""260795 JAQUEIRA"";-;-;-;746873,55;-;746873,55"
"""260800 JATAUBA"";-;-;-;573658,46;-;573658,46"
"""260805 JATOBA"";-;-;-;406917,14;-;406917,14"
"""260810 JOAO ALFREDO"";-;-;468,00;1275461,35;208,00;1276137,35"
"""260820 JOAQUIM NABUCO"";-;-;-;197164,63;-;197164,63"
"""260825 JUCATI"";-;-;-;329537,09;-;329537,09"
"""260830 JUPI"";-;-;-;597312,89;-;597312,89"
"""260840 JUREMA"";-;-;-;291332,41;-;291332,41"
"""260845 LAGOA DO CARRO"";-;-;-;944021,08;-;944021,08"
"""260850 LAGOA DE ITAENGA"";-;-;-;850342,65;-;850342,65"
"""260860 LAGOA DO OURO"";-;-;-;607722,46;-;607722,46"
"""260870 LAGOA DOS GATOS"";-;-;-;227509,53;-;227509,53"
"""260875 LAGOA GRANDE"";-;-;-;179397,70;-;179397,70"
"""260880 LAJEDO"";-;-;-;1210004,41;-;1210004,41"
"""260890 LIMOEIRO"";-;37898,28;-;9595697,79;2598,00;9636194,07"
"""260900 MACAPARANA"";-;-;758,00;893302,96;315,00;894375,96"
"""260910 MACHADOS"";-;-;-;520088,51;-;520088,51"
"""260915 MANARI"";-;-;-;492523,38;-;492523,38"
"""260920 MARAIAL"";-;-;-;782082,98;-;782082,98"
"""260930 MIRANDIBA"";-;-;-;275529,45;-;275529,45"
"""260940 MORENO"";-;1000,00;2262,00;5467112,33;-;5470374,33"
"""260950 NAZARE DA MATA"";-;-;13080,00;1596873,36;350,00;1610303,36"
"""260960 OLINDA"";-;3592725,01;-;18067906,02;-;21660631,03"
"""260970 OROBO"";-;-;1006,00;1161461,94;450,84;1162918,78"
"""260980 OROCO"";-;-;-;420578,11;-;420578,11"
"""260990 OURICURI"";-;-;-;3229391,62;-;3229391,62"
"""261000 PALMARES"";-;9676162,22;-;8202792,13;-;17878954,35"
"""261010 PALMEIRINA"";-;-;-;142707,72;-;142707,72"
"""261020 PANELAS"";-;-;-;575636,91;-;575636,91"
"""261030 PARANATAMA"";-;-;-;489961,83;-;489961,83"
"""261040 PARNAMIRIM"";-;-;-;694213,33;-;694213,33"
"""261050 PASSIRA"";-;-;-;637159,57;-;637159,57"
"""261060 PAUDALHO"";-;-;-;3464967,72;-;3464967,72"
"""261070 PAULISTA"";-;8605551,96;-;15848280,80;-;24453832,76"
"""261080 PEDRA"";-;-;-;650500,91;-;650500,91"
"""261090 PESQUEIRA"";-;-;-;2816072,09;-;2816072,09"
"""261100 PETROLANDIA"";-;-;-;2503967,13;-;2503967,13"
"""261110 PETROLINA"";-;5238012,05;-;32955142,88;-;38193154,93"
"""261120 POCAO"";-;-;-;636221,41;-;636221,41"
"""261130 POMBOS"";-;-;-;356109,94;-;356109,94"
"""261140 PRIMAVERA"";-;-;-;491519,64;-;491519,64"
"""261150 QUIPAPA"";-;-;-;481588,78;-;481588,78"
"""261153 QUIXABA"";-;-;-;469379,24;-;469379,24"
"""261160 RECIFE"";26064590,03;162984697,52;-;467220452,04;-;656269739,59"
"""261170 RIACHO DAS ALMAS"";-;-;-;826913,81;-;826913,81"
"""261180 RIBEIRAO"";-;-;-;932574,10;-;932574,10"
"""261190 RIO FORMOSO"";-;-;-;605587,47;-;605587,47"
"""261200 SAIRE"";-;-;-;343212,86;-;343212,86"
"""261210 SALGADINHO"";-;-;-;250131,40;48,00;250179,40"
"""261220 SALGUEIRO"";-;5224889,58;-;4023578,44;-;9248468,02"
"""261230 SALOA"";-;-;-;382157,10;-;382157,10"
"""261240 SANHARO"";-;-;-;900840,70;-;900840,70"
"""261245 SANTA CRUZ"";-;-;-;882501,72;-;882501,72"
"""261247 SANTA CRUZ DA BAIXA VERDE"";-;-;-;715846,36;-;715846,36"
"""261250 SANTA CRUZ DO CAPIBARIBE"";-;-;-;3764954,99;-;3764954,99"
"""261255 SANTA FILOMENA"";-;-;-;336333,31;-;336333,31"
"""261260 SANTA MARIA DA BOA VISTA"";-;-;-;1374803,54;-;1374803,54"
"""261270 SANTA MARIA DO CAMBUCA"";-;-;-;396034,25;699,70;396733,95"
"""261280 SANTA TEREZINHA"";-;-;-;512273,15;-;512273,15"
"""261290 SAO BENEDITO DO SUL"";-;-;-;310038,41;-;310038,41"
"""261300 SAO BENTO DO UNA"";-;-;-;2162206,90;-;2162206,90"
"""261310 SAO CAITANO"";-;-;-;1035988,03;-;1035988,03"
"""261320 SAO JOAO"";-;-;-;872113,69;-;872113,69"
"""261330 SAO JOAQUIM DO MONTE"";-;-;-;724373,04;-;724373,04"
"""261340 SAO JOSE DA COROA GRANDE"";-;-;-;783663,96;-;783663,96"
"""261350 SAO JOSE DO BELMONTE"";-;-;-;320115,13;-;320115,13"
"""261360 SAO JOSE DO EGITO"";-;-;-;1570896,15;-;1570896,15"
"""261370 SAO LOURENCO DA MATA"";-;-;-;4603325,78;-;4603325,78"
"""261380 SAO VICENTE FERRER"";-;-;224,00;609382,22;1222,84;610829,06"
"""261390 SERRA TALHADA"";-;4002037,66;-;8782884,01;-;12784921,67"
"""261400 SERRITA"";-;-;-;181774,15;-;181774,15"
"""261410 SERTANIA"";-;-;-;1948346,08;-;1948346,08"
"""261420 SIRINHAEM"";-;-;-;1185203,15;-;1185203,15"
"""261430 MOREILANDIA"";-;-;-;729762,95;-;729762,95"
"""261440 SOLIDAO"";-;-;-;240686,66;-;240686,66"
"""261450 SURUBIM"";-;-;2038,00;4066766,82;1805,50;4070610,32"
"""261460 TABIRA"";-;-;-;1777231,68;-;1777231,68"
"""261470 TACAIMBO"";-;-;-;404369,69;-;404369,69"
"""261480 TACARATU"";-;-;-;1072824,40;-;1072824,40"
"""261485 TAMANDARE"";-;-;-;1056577,83;-;1056577,83"
"""261500 TAQUARITINGA DO NORTE"";-;-;-;452961,18;-;452961,18"
"""261510 TEREZINHA"";-;-;-;231613,71;-;231613,71"
"""261520 TERRA NOVA"";-;-;-;193410,89;-;193410,89"
"""261530 TIMBAUBA"";-;-;-;1481231,53;-;1481231,53"
"""261540 TORITAMA"";-;-;-;1130523,92;-;1130523,92"
"""261550 TRACUNHAEM"";-;-;-;421155,57;892,00;422047,57"
"""261560 TRINDADE"";-;-;-;1149119,96;-;1149119,96"
"""261570 TRIUNFO"";-;-;-;428533,30;-;428533,30"
"""261580 TUPANATINGA"";-;-;-;629289,14;-;629289,14"
"""261590 TUPARETAMA"";-;-;-;601312,15;-;601312,15"
"""261600 VENTUROSA"";-;-;-;1297789,35;-;1297789,35"
"""261610 VERDEJANTE"";-;-;-;59246,88;-;59246,88"
"""261618 VERTENTE DO LERIO"";-;-;-;164534,26;534,00;165068,26"
"""261620 VERTENTES"";-;-;-;1280416,14;172,56;1280588,70"
"""261630 VICENCIA"";-;-;1044,00;590936,48;-;591980,48"
"""261640 VITORIA DE SANTO ANTAO"";-;12964754,76;-;8394864,02;-;21359618,78"
"""261650 XEXEU"";-;-;-;463072,43;-;463072,43"
"""270010 AGUA BRANCA"";-;-;-;925297,88;-;925297,88"
"""270020 ANADIA"";-;-;-;433425,41;-;433425,41"
"""270030 ARAPIRACA"";-;17819958,54;-;45503109,04;-;63323067,58"
"""270040 ATALAIA"";-;-;-;2017243,29;-;2017243,29"
"""270050 BARRA DE SANTO ANTONIO"";-;-;-;604772,88;-;604772,88"
"""270060 BARRA DE SAO MIGUEL"";-;-;-;503072,67;-;503072,67"
"""270070 BATALHA"";-;-;-;843546,41;-;843546,41"
"""270080 BELEM"";-;-;-;74631,90;-;74631,90"
"""270090 BELO MONTE"";-;-;-;98545,40;-;98545,40"
"""270100 BOCA DA MATA"";-;-;-;752654,31;-;752654,31"
"""270110 BRANQUINHA"";-;-;-;313710,31;-;313710,31"
"""270120 CACIMBINHAS"";-;-;-;258721,53;-;258721,53"
"""270130 CAJUEIRO"";-;-;-;861833,31;-;861833,31"
"""270135 CAMPESTRE"";-;-;-;148260,78;-;148260,78"
"""270140 CAMPO ALEGRE"";-;-;-;2034703,58;-;2034703,58"
"""270150 CAMPO GRANDE"";-;-;-;32530,52;-;32530,52"
"""270160 CANAPI"";-;-;-;393544,10;-;393544,10"
"""270170 CAPELA"";-;-;-;1137075,84;-;1137075,84"
"""270180 CARNEIROS"";-;-;-;177264,29;-;177264,29"
"""270190 CHA PRETA"";-;-;-;153210,29;-;153210,29"
"""270200 COITE DO NOIA"";-;-;-;258158,58;-;258158,58"
"""270210 COLONIA LEOPOLDINA"";-;-;-;868378,90;-;868378,90"
"""270220 COQUEIRO SECO"";-;-;-;171603,24;-;171603,24"
"""270230 CORURIPE"";-;257264,60;-;3060515,08;-;3317779,68"
"""270235 CRAIBAS"";-;-;-;826061,99;-;826061,99"
"""270240 DELMIRO GOUVEIA"";-;13426,11;-;5313099,40;-;5326525,51"
"""270250 DOIS RIACHOS"";-;-;-;331671,62;-;331671,62"
"""270255 ESTRELA DE ALAGOAS"";-;-;-;79161,80;-;79161,80"
"""270260 FEIRA GRANDE"";-;-;-;1009329,43;-;1009329,43"
"""270270 FELIZ DESERTO"";-;-;-;94782,81;-;94782,81"
"""270280 FLEXEIRAS"";-;-;-;355181,62;-;355181,62"
"""270290 GIRAU DO PONCIANO"";-;-;-;745667,56;-;745667,56"
"""270300 IBATEGUARA"";-;-;-;408758,72;-;408758,72"
"""270310 IGACI"";-;-;-;796239,70;-;796239,70"
"""270320 IGREJA NOVA"";-;-;-;845681,45;-;845681,45"
"""270330 INHAPI"";-;-;-;1185683,58;-;1185683,58"
"""270340 JACARE DOS HOMENS"";-;-;-;219422,78;-;219422,78"
"""270350 JACUIPE"";-;-;-;5957,56;-;5957,56"
"""270360 JAPARATINGA"";-;1192,95;-;189294,57;-;190487,52"
"""270370 JARAMATAIA"";-;-;-;358561,48;-;358561,48"
"""270375 JEQUIA DA PRAIA"";-;-;-;333135,10;-;333135,10"
"""270380 JOAQUIM GOMES"";-;-;-;536855,68;-;536855,68"
"""270390 JUNDIA"";-;-;-;72071,25;-;72071,25"
"""270400 JUNQUEIRO"";-;-;-;1153727,05;-;1153727,05"
"""270410 LAGOA DA CANOA"";-;-;-;1290590,97;-;1290590,97"
"""270420 LIMOEIRO DE ANADIA"";-;-;-;589482,87;-;589482,87"
"""270430 MACEIO"";4012826,97;50666398,06;-;162186605,57;-;216865830,60"
"""270440 MAJOR ISIDORO"";-;-;-;287486,92;-;287486,92"
"""270450 MARAGOGI"";-;-;-;1180991,22;-;1180991,22"
"""270460 MARAVILHA"";-;1713,51;-;166443,65;-;168157,16"
"""270470 MARECHAL DEODORO"";-;-;-;2190353,67;-;2190353,67"
"""270480 MARIBONDO"";-;-;-;1744449,56;-;1744449,56"
"""270490 MAR VERMELHO"";-;-;-;103676,94;-;103676,94"
"""270500 MATA GRANDE"";-;-;-;596020,34;-;596020,34"
"""270510 MATRIZ DE CAMARAGIBE"";-;-;-;942216,88;-;942216,88"
"""270520 MESSIAS"";-;-;-;946101,52;-;946101,52"
"""270530 MINADOR DO NEGRAO"";-;-;-;92532,00;-;92532,00"
"""270540 MONTEIROPOLIS"";-;-;-;315728,29;-;315728,29"
"""270550 MURICI"";-;-;-;1353227,44;-;1353227,44"
"""270560 NOVO LINO"";-;-;-;323800,61;-;323800,61"
"""270570 OLHO D'AGUA DAS FLORES"";-;-;-;849555,38;-;849555,38"
"""270580 OLHO D'AGUA DO CASADO"";-;-;-;44428,34;-;44428,34"
"""270590 OLHO D'AGUA GRANDE"";-;-;-;13803,30;-;13803,30"
"""270600 OLIVENCA"";-;-;-;126566,20;-;126566,20"
"""270610 OURO BRANCO"";-;-;-;253055,48;-;253055,48"
"""270620 PALESTINA"";-;-;-;68920,05;-;68920,05"
"""270630 PALMEIRA DOS INDIOS"";-;4961073,14;-;5137708,45;-;10098781,59"
"""270640 PAO DE ACUCAR"";-;-;-;1685738,86;-;1685738,86"
"""270642 PARICONHA"";-;-;-;148367,45;-;148367,45"
"""270644 PARIPUEIRA"";-;-;-;473071,52;-;473071,52"
"""270650 PASSO DE CAMARAGIBE"";-;-;-;601649,38;-;601649,38"
"""270660 PAULO JACINTO"";-;-;-;587869,25;-;587869,25"
"""270670 PENEDO"";-;642933,45;-;7957350,04;-;8600283,49"
"""270680 PIACABUCU"";-;-;-;399850,60;-;399850,60"
