"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acidente no local trabalho ou a servi‡o da empresa"";""Acidente no trajeto para o trabalho"";""Outros tipos de acidente de trƒnsito"";""Outros tipos lesäes/envenenament(agent.fis./quim.)"";""Informa‡Æo inexistente  (BPA-C)"";""Total"""
"""350760 BRAGANCA PAULISTA"";159141;83208;25;18;9;22;2859222;3101645"
"""350770 BRAUNA"";11920;-;-;-;-;-;93983;105903"
"""350775 BREJO ALEGRE"";12227;14;-;-;-;-;36048;48289"
"""350780 BRODOWSKI"";34676;17;-;-;-;-;550262;584955"
"""350790 BROTAS"";28850;23614;20;8;28;2;244311;296833"
"""350800 BURI"";38959;-;2;-;-;-;214622;253583"
"""350810 BURITAMA"";107850;9826;-;-;-;-;464932;582608"
"""350820 BURITIZAL"";7779;49;-;-;-;-;53575;61403"
"""350830 CABRALIA PAULISTA"";21465;-;-;-;-;-;118520;139985"
"""350840 CABREUVA"";27304;12411;4;1;-;-;1190669;1230389"
"""350850 CACAPAVA"";103310;6229;-;18;-;-;1992321;2101878"
"""350860 CACHOEIRA PAULISTA"";8610;12078;2;-;-;-;285308;305998"
"""350870 CACONDE"";24782;-;-;-;-;-;208235;233017"
"""350880 CAFELANDIA"";18265;11168;-;-;-;-;325875;355308"
"""350890 CAIABU"";3310;-;-;-;-;-;18;3328"
"""350900 CAIEIRAS"";45274;763323;9448;2;-;6;733121;1551174"
"""350910 CAIUA"";7568;-;-;-;-;-;66998;74566"
"""350920 CAJAMAR"";83973;43490;2;5;-;1;1595678;1723149"
"""350925 CAJATI"";19171;-;2;-;-;-;397749;416922"
"""350930 CAJOBI"";4086;-;-;-;26;257;134309;138678"
"""350940 CAJURU"";4362;2488;-;-;-;-;1234219;1241069"
"""350945 CAMPINA DO MONTE ALEGRE"";2428;-;-;-;-;-;29975;32403"
"""350950 CAMPINAS"";42033274;222386;40;14;12;10;12192561;54448297"
"""350960 CAMPO LIMPO PAULISTA"";122012;24685;1;1;-;2;2584802;2731503"
"""350970 CAMPOS DO JORDAO"";48178;2721;16;67;163;16;647875;699036"
"""350980 CAMPOS NOVOS PAULISTA"";24480;-;-;-;-;-;147900;172380"
"""350990 CANANEIA"";1673;-;-;-;-;-;88682;90355"
"""350995 CANAS"";1634;-;-;-;-;-;4236;5870"
"""351000 CANDIDO MOTA"";45310;3154;2;-;-;-;504085;552551"
"""351010 CANDIDO RODRIGUES"";334;-;-;-;-;-;1192;1526"
"""351015 CANITAR"";2565;-;-;-;-;1;16663;19229"
"""351020 CAPAO BONITO"";11533;1623;-;-;-;-;425003;438159"
"""351030 CAPELA DO ALTO"";26417;3;-;1;-;-;243857;270278"
"""351040 CAPIVARI"";44847;9360;34;-;-;-;679503;733744"
"""351050 CARAGUATATUBA"";324140;726989;2;8;-;1;2383506;3434646"
"""351060 CARAPICUIBA"";179041;5187;-;-;-;-;3168249;3352477"
"""351070 CARDOSO"";47900;-;-;-;-;-;60524;108424"
"""351080 CASA BRANCA"";56941;1786;-;-;-;-;474400;533127"
"""351090 CASSIA DOS COQUEIROS"";56;-;-;-;-;-;330;386"
"""351100 CASTILHO"";21443;1886;-;-;1;-;391181;414511"
"""351110 CATANDUVA"";407273;14155;87;-;9;2;2958029;3379555"
"""351120 CATIGUA"";5881;-;-;-;-;-;604;6485"
"""351130 CEDRAL"";2345;-;-;-;-;-;150147;152492"
"""351140 CERQUEIRA CESAR"";8075;703;-;-;-;-;95359;104137"
"""351150 CERQUILHO"";51425;3450;-;-;-;-;815145;870020"
"""351160 CESARIO LANGE"";4572;5;-;3;-;-;144375;148955"
"""351170 CHARQUEADA"";24919;34951;3;-;-;-;218508;278381"
"""351190 CLEMENTINA"";4789;160;-;-;-;-;61302;66251"
"""351200 COLINA"";17236;275;1;-;-;-;379398;396910"
"""351210 COLOMBIA"";11364;-;-;-;-;-;79308;90672"
"""351220 CONCHAL"";25978;2542;-;-;-;-;409483;438003"
"""351230 CONCHAS"";9991;1294;-;-;-;-;324511;335796"
"""351240 CORDEIROPOLIS"";27328;-;-;-;-;-;429706;457034"
"""351250 COROADOS"";21099;-;-;-;-;-;118417;139516"
"""351260 CORONEL MACEDO"";-;-;-;-;-;-;7317;7317"
"""351270 CORUMBATAI"";14813;8585;1;-;-;-;65362;88761"
"""351280 COSMOPOLIS"";93926;4000;6;-;-;-;536072;634004"
"""351290 COSMORAMA"";747;-;-;-;-;-;29624;30371"
"""351300 COTIA"";106620;7092;-;-;-;-;3224918;3338630"
"""351310 CRAVINHOS"";9995;868;4;-;-;7;982431;993305"
"""351320 CRISTAIS PAULISTA"";4389;16;-;5;4;-;57940;62354"
"""351330 CRUZALIA"";15205;-;-;-;-;-;71840;87045"
"""351340 CRUZEIRO"";224849;12510;8;-;-;-;877631;1114998"
"""351350 CUBATAO"";467756;21653;21;6;20;6;1481895;1971357"
"""351360 CUNHA"";18593;8336;-;-;-;-;296255;323184"
"""351370 DESCALVADO"";73463;128793;107;203;69;1886;309047;513568"
"""351380 DIADEMA"";376142;112784;42;-;51;1;4073072;4562092"
"""351385 DIRCE REIS"";-;-;-;-;-;-;69;69"
"""351390 DIVINOLANDIA"";101679;2137;10;-;-;-;264073;367899"
"""351400 DOBRADA"";607;-;-;-;-;-;12697;13304"
"""351410 DOIS CORREGOS"";106492;80819;-;-;-;-;324052;511363"
"""351420 DOLCINOPOLIS"";2048;-;-;-;-;-;2442;4490"
"""351430 DOURADO"";1;-;-;-;-;-;84390;84391"
"""351440 DRACENA"";187721;1235;3;2;-;-;959393;1148354"
"""351450 DUARTINA"";44003;5391;-;-;-;-;403717;453111"
"""351460 DUMONT"";4328;16;-;-;-;6;23599;27949"
"""351470 ECHAPORA"";4545;1;-;-;-;-;5561;10107"
"""351480 ELDORADO"";4196;58;-;-;-;-;129221;133475"
"""351490 ELIAS FAUSTO"";35319;20466;16;-;-;2;289657;345460"
"""351492 ELISIARIO"";6410;-;-;-;-;-;1551;7961"
"""351495 EMBAUBA"";2988;1;-;-;-;-;56026;59015"
"""351500 EMBU DAS ARTES"";182250;205380;64;3;9;2;2737696;3125404"
"""351510 EMBU-GUACU"";64490;12;-;-;-;-;604998;669500"
"""351512 EMILIANOPOLIS"";2279;-;-;-;-;-;1049;3328"
"""351515 ENGENHEIRO COELHO"";6284;1;-;-;-;-;182144;188429"
"""351518 ESPIRITO SANTO DO PINHAL"";79176;14879;1;1;-;2;596316;690375"
"""351519 ESPIRITO SANTO DO TURVO"";2770;-;1;-;-;-;65145;67916"
"""351520 ESTRELA D'OESTE"";3441;1583;-;-;-;-;101914;106938"
"""351530 ESTRELA DO NORTE"";517;-;-;-;-;-;4421;4938"
"""351535 EUCLIDES DA CUNHA PAULISTA"";13167;321;-;-;-;-;196630;210118"
"""351540 FARTURA"";8099;878;-;-;-;-;60519;69496"
"""351550 FERNANDOPOLIS"";229618;150565;9;1;6;3;1005075;1385277"
"""351560 FERNANDO PRESTES"";17218;-;-;-;-;-;21496;38714"
"""351565 FERNAO"";1099;-;-;-;-;-;811;1910"
"""351570 FERRAZ DE VASCONCELOS"";53061;14;-;3;1;-;1947133;2000212"
"""351580 FLORA RICA"";9128;-;-;-;-;-;22059;31187"
"""351590 FLOREAL"";17622;86;-;-;-;-;16719;34427"
"""351600 FLORIDA PAULISTA"";12126;123;1;-;-;-;229169;241419"
"""351610 FLORINEA"";11782;-;-;-;-;-;122894;134676"
"""351620 FRANCA"";10311903;13319;7;11;-;-;6328624;16653864"
"""351630 FRANCISCO MORATO"";82758;39646;26;1;1;-;2078946;2201378"
"""351640 FRANCO DA ROCHA"";3367284;11986;11;7;6;29;2192933;5572256"
"""351650 GABRIEL MONTEIRO"";-;-;-;-;-;-;310;310"
"""351660 GALIA"";21678;1193;-;-;-;-;153805;176676"
"""351670 GARCA"";59280;14378;1;-;-;-;1010309;1083968"
"""351680 GASTAO VIDIGAL"";60;-;-;-;-;-;8006;8066"
"""351685 GAVIAO PEIXOTO"";3196;10580;-;-;-;-;53702;67478"
"""351690 GENERAL SALGADO"";5782;3;-;-;-;-;81765;87550"
"""351700 GETULINA"";13521;768;-;-;-;-;247304;261593"
"""351710 GLICERIO"";25031;-;-;-;-;-;105776;130807"
"""351720 GUAICARA"";10953;-;-;-;-;-;169809;180762"
"""351730 GUAIMBE"";5117;-;-;-;-;-;45471;50588"
"""351740 GUAIRA"";121216;9525;1;-;-;-;954123;1084865"
"""351750 GUAPIACU"";56367;54395;-;-;-;-;545340;656102"
"""351760 GUAPIARA"";6864;2;-;1;-;-;80679;87546"
"""351770 GUARA"";8300;302;-;-;-;-;1459801;1468403"
"""351780 GUARACAI"";5503;91;-;-;-;-;173380;178974"
"""351790 GUARACI"";26864;234;-;-;-;-;470997;498095"
"""351800 GUARANI D'OESTE"";28908;126;4;29;15;41;2954;32077"
"""351810 GUARANTA"";7424;-;-;-;-;-;69891;77315"
"""351820 GUARARAPES"";34963;522;-;-;-;-;450315;485800"
"""351830 GUARAREMA"";52384;2442;-;-;-;-;540392;595218"
"""351840 GUARATINGUETA"";128435;423;6;-;-;-;844030;972894"
"""351850 GUAREI"";19902;194;-;-;-;-;459923;480019"
"""351860 GUARIBA"";373695;166746;-;-;-;-;66298;606739"
"""351870 GUARUJA"";218993;548198;105;7;12;4;3986931;4754250"
"""351880 GUARULHOS"";8000919;2014749;91;1;5;5810;9055394;19076969"
"""351885 GUATAPARA"";15438;2;-;3;-;-;108990;124433"
"""351890 GUZOLANDIA"";3102;-;-;-;-;-;57728;60830"
"""351900 HERCULANDIA"";4962;91;-;-;-;-;121609;126662"
"""351905 HOLAMBRA"";2659;-;-;-;-;-;138685;141344"
"""351907 HORTOLANDIA"";152421;29012;1;1;33;7;3049174;3230649"
"""351910 IACANGA"";139;-;-;-;-;-;58293;58432"
"""351920 IACRI"";14659;-;-;-;-;-;113144;127803"
"""351925 IARAS"";-;-;-;-;-;-;14078;14078"
"""351930 IBATE"";18473;5613;1;-;-;-;428674;452761"
"""351940 IBIRA"";1635;3;-;-;-;-;140857;142495"
"""351950 IBIRAREMA"";55852;4;-;-;-;-;302388;358244"
"""351960 IBITINGA"";30639;34184;1;-;-;-;833616;898440"
"""351970 IBIUNA"";-;-;-;-;-;-;2102329;2102329"
"""351980 ICEM"";25716;-;-;-;-;-;69420;95136"
"""351990 IEPE"";3909;19145;-;-;1;-;143733;166788"
"""352000 IGARACU DO TIETE"";48372;-;-;-;-;-;285860;334232"
"""352010 IGARAPAVA"";9641;3576;-;1;-;-;575877;589095"
"""352020 IGARATA"";26382;55606;-;-;-;-;24252;106240"
"""352030 IGUAPE"";4668;-;-;-;-;-;254666;259334"
"""352040 ILHABELA"";103414;2098;-;-;-;-;1067097;1172609"
"""352042 ILHA COMPRIDA"";60772;-;-;-;-;-;254835;315607"
"""352044 ILHA SOLTEIRA"";63456;5785;3;-;1;-;451521;520766"
"""352050 INDAIATUBA"";385595;388426;20;8;2;1;3183678;3957730"
"""352060 INDIANA"";4166;-;-;-;-;-;8512;12678"
"""352070 INDIAPORA"";25966;55;-;-;-;-;50183;76204"
"""352080 INUBIA PAULISTA"";5905;-;-;-;-;-;77706;83611"
"""352090 IPAUSSU"";21490;245;-;-;-;-;197641;219376"
"""352100 IPERO"";3451;2;-;-;-;-;358280;361733"
"""352110 IPEUNA"";28656;318;-;-;-;-;120552;149526"
"""352115 IPIGUA"";491;-;-;-;-;-;660;1151"
"""352120 IPORANGA"";763;-;-;-;-;-;10554;11317"
"""352130 IPUA"";908;976;-;-;-;-;86308;88192"
"""352140 IRACEMAPOLIS"";10334;24559;-;-;-;-;121023;155916"
"""352150 IRAPUA"";68105;-;-;-;-;-;900531;968636"
"""352160 IRAPURU"";4297;323;-;-;-;-;89247;93867"
"""352170 ITABERA"";6843;-;-;-;-;1;360075;366919"
"""352180 ITAI"";11912;-;-;-;-;-;89755;101667"
"""352190 ITAJOBI"";72276;55;15;-;-;-;444275;516621"
"""352200 ITAJU"";17038;27;-;-;-;-;121353;138418"
"""352210 ITANHAEM"";144776;1037;-;-;-;-;1819463;1965276"
"""352215 ITAOCA"";1476;-;-;-;-;-;1388;2864"
"""352220 ITAPECERICA DA SERRA"";132813;9866;17;2;1;-;2686377;2829076"
"""352230 ITAPETININGA"";138861;31449;3;-;-;-;1488058;1658371"
"""352240 ITAPEVA"";194219;220831;-;10;-;-;2422532;2837592"
"""352250 ITAPEVI"";156979;7550;3;2;-;-;3270671;3435205"
"""352260 ITAPIRA"";175167;20848;1;-;3;-;1179686;1375705"
"""352265 ITAPIRAPUA PAULISTA"";3553;116;-;-;-;-;16223;19892"
"""352270 ITAPOLIS"";94920;4519;2;8;-;-;644696;744145"
"""352280 ITAPORANGA"";2078;478;-;-;-;-;217966;220522"
"""352290 ITAPUI"";78004;1840;-;-;-;-;4117882;4197726"
"""352300 ITAPURA"";87514;-;-;-;-;1;20353;107868"
"""352310 ITAQUAQUECETUBA"";509467;43898;35;24;1;51;3591561;4145037"
"""352320 ITARARE"";5885;2052;-;-;-;-;269748;277685"
"""352340 ITATIBA"";240600;11452;-;-;3;1;1798736;2050792"
"""352350 ITATINGA"";31543;2;-;-;-;-;89535;121080"
"""352360 ITIRAPINA"";37985;44326;1;-;-;-;376144;458456"
"""352370 ITIRAPUA"";10739;-;-;-;-;-;43810;54549"
"""352380 ITOBI"";4303;-;-;-;-;-;106472;110775"
"""352390 ITU"";258510;67399;-;1;1;1;2505325;2831237"
"""352400 ITUPEVA"";159403;16451;4;6;10;-;1188602;1364476"
"""352410 ITUVERAVA"";141348;8840;86;-;2;1;509249;659526"
"""352420 JABORANDI"";9466;-;-;-;-;-;188715;198181"
"""352430 JABOTICABAL"";193841;10623;2;1;-;-;1356453;1560920"
"""352440 JACAREI"";434760;828426;-;23;1;16;2224161;3487387"
"""352450 JACI"";1509;-;-;-;-;-;100362;101871"
"""352460 JACUPIRANGA"";11483;579;-;-;-;-;264770;276832"
"""352470 JAGUARIUNA"";147595;151164;-;43;1;-;872446;1171249"
"""352480 JALES"";116528;5853;7;-;-;-;963037;1085425"
"""352490 JAMBEIRO"";-;-;-;-;-;-;10505;10505"
"""352500 JANDIRA"";35455;2337;6;2;-;1;1439465;1477266"
"""352510 JARDINOPOLIS"";39556;3799;-;-;-;-;768197;811552"
"""352520 JARINU"";11939;1014;-;-;-;-;567998;580951"
"""352530 JAU"";383919;24062;6;6;1;-;1809382;2217376"
"""352540 JERIQUARA"";417;-;-;-;-;-;28063;28480"
"""352550 JOANOPOLIS"";501;579;1;-;-;-;183584;184665"
"""352560 JOAO RAMALHO"";1316;-;1;-;-;-;38585;39902"
"""352570 JOSE BONIFACIO"";33372;150;-;-;1;-;552082;585605"
"""352580 JULIO MESQUITA"";1546;-;-;-;-;-;1679;3225"
"""352585 JUMIRIM"";15190;-;-;-;-;-;20709;35899"
"""352590 JUNDIAI"";1057120;62781;60;29;1054;286;6127841;7249171"
"""352600 JUNQUEIROPOLIS"";112810;-;-;-;-;-;217249;330059"
"""352610 JUQUIA"";7380;-;-;-;-;-;288531;295911"
"""352620 JUQUITIBA"";5467;145;-;4;-;-;198631;204247"
"""352630 LAGOINHA"";38;-;-;-;-;-;16738;16776"
"""352640 LARANJAL PAULISTA"";45236;2251;-;-;1;-;394887;442375"
"""352650 LAVINIA"";11865;-;-;-;-;-;49711;61576"
"""352660 LAVRINHAS"";9139;-;-;-;-;-;840;9979"
"""352670 LEME"";191705;3057;10;-;-;-;2026719;2221491"
"""352680 LENCOIS PAULISTA"";227228;45484;11;1;-;5;1680715;1953444"
"""352690 LIMEIRA"";652844;288324;102;17;16;-;2690496;3631799"
"""352700 LINDOIA"";31698;5;-;1;-;-;530926;562630"
"""352710 LINS"";23137;7074;3;1;-;-;420896;451111"
"""352720 LORENA"";85058;19162;21;5;-;1;1076027;1180274"
"""352725 LOURDES"";12498;-;1;-;-;-;122143;134642"
"""352730 LOUVEIRA"";51257;6945;-;-;-;1;599505;657708"
"""352740 LUCELIA"";61359;-;-;-;-;-;358027;419386"
"""352750 LUCIANOPOLIS"";3997;-;-;-;-;-;51803;55800"
"""352760 LUIS ANTONIO"";-;-;-;-;-;-;261008;261008"
"""352770 LUIZIANIA"";17828;4;-;-;-;-;118201;136033"
"""352780 LUPERCIO"";-;-;-;-;-;-;20771;20771"
"""352790 LUTECIA"";-;-;-;-;-;-;28862;28862"
"""352800 MACATUBA"";36193;403;-;-;-;-;1026327;1062923"
"""352810 MACAUBAL"";3890;264;-;3;-;-;45978;50135"
"""352820 MACEDONIA"";1644;7;-;-;-;-;24843;26494"
"""352830 MAGDA"";2372;-;-;-;-;-;13412;15784"
"""352840 MAIRINQUE"";8197;153536;-;1;-;-;83514;245248"
"""352850 MAIRIPORA"";36991;7543;-;-;-;-;1317418;1361952"
"""352860 MANDURI"";1870;6962;-;-;1;-;87159;95992"
"""352870 MARABA PAULISTA"";-;-;-;-;-;-;9789;9789"
"""352880 MARACAI"";13550;17129;-;-;-;-;317608;348287"
"""352885 MARAPOAMA"";21136;-;-;-;-;-;86166;107302"
"""352890 MARIAPOLIS"";6025;-;-;-;-;-;74927;80952"
"""352900 MARILIA"";9121348;295095;5;-;-;-;2777825;12194273"
"""352910 MARINOPOLIS"";1658;-;-;-;-;-;20510;22168"
"""352920 MARTINOPOLIS"";59534;-;-;-;-;-;149707;209241"
"""352930 MATAO"";160885;2249;2;12;1;-;703945;867094"
"""352940 MAUA"";124426;842006;503;142;24;1;3516524;4483626"
"""352950 MENDONCA"";33815;-;-;1;-;-;129790;163606"
"""352960 MERIDIANO"";2233;-;-;-;1;-;2786;5020"
"""352965 MESOPOLIS"";-;-;-;-;-;-;77;77"
"""352970 MIGUELOPOLIS"";11251;160220;-;-;-;-;3829;175300"
"""352980 MINEIROS DO TIETE"";15888;73;-;-;-;-;146480;162441"
"""352990 MIRACATU"";6520;1;-;-;-;-;452684;459205"
"""353000 MIRA ESTRELA"";3294;-;-;-;-;-;37937;41231"
"""353010 MIRANDOPOLIS"";59469;1;1;-;-;-;468077;527548"
"""353020 MIRANTE DO PARANAPANEMA"";38313;2328;-;-;-;-;304586;345227"
"""353030 MIRASSOL"";103130;7;-;-;1;-;649934;753072"
"""353040 MIRASSOLANDIA"";-;-;-;-;-;140;79542;79682"
"""353050 MOCOCA"";105174;2300;-;-;-;-;901353;1008827"
"""353060 MOGI DAS CRUZES"";8401895;23233;263;31;222;298;5174535;13600477"
"""353070 MOGI GUACU"";116069;8065;4;23;-;-;1722153;1846314"
"""353080 MOGI MIRIM"";202344;78374;9;-;25;1;1083858;1364611"
"""353090 MOMBUCA"";6629;-;-;1;-;-;76836;83466"
"""353100 MONCOES"";4116;45;-;12;-;-;5125;9298"
"""353110 MONGAGUA"";102651;3026;4;4;1;-;1108824;1214510"
"""353120 MONTE ALEGRE DO SUL"";17030;-;-;-;-;-;234202;251232"
"""353130 MONTE ALTO"";60942;2942;-;1;-;6;1661008;1724899"
"""353140 MONTE APRAZIVEL"";15698;205;-;10;-;1;138091;154005"
"""353150 MONTE AZUL PAULISTA"";31481;-;1;-;-;-;442389;473871"
"""353160 MONTE CASTELO"";8021;-;-;-;-;-;129815;137836"
"""353170 MONTEIRO LOBATO"";863;21;-;-;-;-;32958;33842"
"""353180 MONTE MOR"";24501;1188;-;-;-;-;763550;789239"
"""353190 MORRO AGUDO"";23988;8102;1;-;-;-;557127;589218"
"""353200 MORUNGABA"";9148;-;-;-;4;-;169663;178815"
"""353205 MOTUCA"";5201;242;1;-;-;-;61647;67091"
"""353210 MURUTINGA DO SUL"";12548;-;-;-;-;-;27544;40092"
"""353215 NANTES"";1944;-;-;-;-;-;6372;8316"
"""353220 NARANDIBA"";10852;-;-;-;-;-;57800;68652"
"""353230 NATIVIDADE DA SERRA"";-;-;-;-;-;-;10012;10012"
"""353240 NAZARE PAULISTA"";280;1837;-;1;-;-;130974;133092"
"""353250 NEVES PAULISTA"";22393;376;1;1;-;-;71658;94429"
"""353260 NHANDEARA"";16780;840;-;-;-;-;140124;157744"
"""353270 NIPOA"";5741;-;-;-;-;-;39395;45136"
"""353280 NOVA ALIANCA"";6824;6;-;-;9;-;70840;77679"
"""353282 NOVA CAMPINA"";-;-;-;-;-;-;388227;388227"
"""353284 NOVA CANAA PAULISTA"";16946;1;-;-;-;-;52;16999"
"""353286 NOVA CASTILHO"";14246;13;3;-;-;15;4839;19116"
"""353290 NOVA EUROPA"";18047;336;-;-;-;-;76681;95064"
"""353300 NOVA GRANADA"";3942;3841;-;-;-;-;256061;263844"
"""353310 NOVA GUATAPORANGA"";9673;-;-;-;-;-;42365;52038"
"""353320 NOVA INDEPENDENCIA"";46;-;-;-;-;-;368;414"
"""353325 NOVAIS"";10125;-;-;-;-;-;55367;65492"
"""353330 NOVA LUZITANIA"";6956;66;-;-;-;-;49085;56107"
"""353340 NOVA ODESSA"";39280;23103;-;-;-;-;585060;647443"
"""353350 NOVO HORIZONTE"";72381;5043;-;-;1;-;733142;810567"
"""353360 NUPORANGA"";17945;-;-;-;-;-;98060;116005"
"""353370 OCAUCU"";1132;1;-;-;-;-;1706;2839"
"""353380 OLEO"";2830;-;-;-;-;-;14900;17730"
"""353390 OLIMPIA"";93858;12659;12;-;4;15;2226840;2333388"
"""353400 ONDA VERDE"";8344;-;-;-;-;-;69018;77362"
"""353410 ORIENTE"";5566;-;-;1;-;-;54721;60288"
"""353420 ORINDIUVA"";16564;-;-;-;-;-;45339;61903"
"""353430 ORLANDIA"";21409;7189;-;-;-;-;178119;206717"
"""353440 OSASCO"";20955138;746435;16;19;22;5;9570944;31272579"
"""353450 OSCAR BRESSANE"";16001;-;1;-;-;-;56491;72493"
"""353460 OSVALDO CRUZ"";92247;3609;-;-;-;-;276674;372530"
"""353470 OURINHOS"";219766;77535;1;1;-;-;1389154;1686457"
"""353475 OUROESTE"";2505;11;-;-;-;-;227421;229937"
"""353480 OURO VERDE"";16971;-;-;-;-;-;17095;34066"
"""353490 PACAEMBU"";21488;-;5;-;-;-;242065;263558"
"""353500 PALESTINA"";97072;10;-;-;2;-;133510;230594"
"""353510 PALMARES PAULISTA"";31630;1;1;-;-;2;198222;229856"
"""353520 PALMEIRA D'OESTE"";12485;-;1;-;-;1;74269;86756"
"""353530 PALMITAL"";65349;2632;1;-;1;-;505409;573392"
"""353540 PANORAMA"";63277;-;-;-;2;-;64905;128184"
"""353550 PARAGUACU PAULISTA"";24049;27156;7;-;-;-;325365;376577"
"""353560 PARAIBUNA"";2786;26830;13;-;2;-;88128;117759"
"""353570 PARAISO"";3641;22;-;-;-;-;111548;115211"
"""353580 PARANAPANEMA"";4560;5691;5;1;3;3;220466;230729"
"""353590 PARANAPUA"";6600;-;-;-;-;-;104;6704"
"""353600 PARAPUA"";-;-;-;-;-;-;14596;14596"
"""353610 PARDINHO"";8904;8789;-;-;-;-;115132;132825"
"""353620 PARIQUERA-ACU"";240091;4114;-;-;1;-;616960;861166"
"""353625 PARISI"";6235;-;-;-;-;-;181006;187241"
"""353630 PATROCINIO PAULISTA"";18110;218;-;-;-;-;223254;241582"
"""353640 PAULICEIA"";16998;-;-;-;-;-;12217;29215"
"""353650 PAULINIA"";59952;7915;7;2;435;-;1844441;1912752"
"""353657 PAULISTANIA"";2011;1;-;-;-;-;1271;3283"
"""353660 PAULO DE FARIA"";7512;-;-;-;-;-;144555;152067"
"""353670 PEDERNEIRAS"";91709;1048;-;2;-;-;712174;804933"
"""353680 PEDRA BELA"";13064;-;-;-;-;-;36616;49680"
"""353690 PEDRANOPOLIS"";-;-;-;-;-;-;299;299"
"""353700 PEDREGULHO"";276;37;-;-;-;-;74146;74459"
"""353710 PEDREIRA"";43419;11643;2;-;-;-;740640;795704"
"""353715 PEDRINHAS PAULISTA"";18030;-;-;-;-;-;136790;154820"
"""353720 PEDRO DE TOLEDO"";2075;-;-;-;-;-;110297;112372"
"""353730 PENAPOLIS"";241308;36873;-;48;-;-;1279323;1557552"
"""353740 PEREIRA BARRETO"";8804;507;-;-;-;-;176644;185955"
"""353750 PEREIRAS"";7537;-;-;-;-;-;38323;45860"
"""353760 PERUIBE"";35457;28005;-;-;-;-;1402307;1465769"
"""353770 PIACATU"";8599;-;-;-;-;-;107228;115827"
"""353780 PIEDADE"";12489;9680;-;1;-;-;472931;495101"
"""353790 PILAR DO SUL"";27626;2766;-;3;1;-;430526;460922"
"""353800 PINDAMONHANGABA"";128392;274278;44;-;3;-;2197313;2600030"
"""353810 PINDORAMA"";26719;250;-;-;-;-;74139;101108"
"""353820 PINHALZINHO"";14156;44;1;-;-;-;277875;292076"
"""353830 PIQUEROBI"";7209;-;-;-;-;-;59416;66625"
"""353850 PIQUETE"";40675;156;11;-;-;-;69973;110815"
"""353860 PIRACAIA"";214;1160;-;-;-;-;181056;182430"
"""353870 PIRACICABA"";18052413;194549;5;-;-;-;5327214;23574181"
"""353880 PIRAJU"";28097;469;-;10;-;-;238603;267179"
"""353890 PIRAJUI"";28006;2442;-;-;-;-;199681;230129"
"""353900 PIRANGI"";23065;2;-;-;-;-;78412;101479"
"""353910 PIRAPORA DO BOM JESUS"";4897;484;-;2;-;-;209008;214391"
"""353920 PIRAPOZINHO"";38754;15;2;48;-;2;204835;243656"
"""353930 PIRASSUNUNGA"";152038;6908;-;3;-;-;665613;824562"
"""353940 PIRATININGA"";24;4152;-;-;-;-;149975;154151"
"""353950 PITANGUEIRAS"";34648;9842;7;2;-;-;714924;759423"
"""353960 PLANALTO"";37642;9;2;-;-;-;1649;39302"
"""353970 PLATINA"";6688;-;-;-;-;-;96068;102756"
"""353980 POA"";38856;16;3;-;-;-;1318946;1357821"
"""353990 POLONI"";39942;-;-;1;-;1;79146;119090"
"""354000 POMPEIA"";43826;790;-;1;-;6;101313;145936"
"""354010 PONGAI"";-;-;-;-;-;-;3370;3370"
"""354020 PONTAL"";31908;1909;1;1;-;-;359087;392906"
"""354025 PONTALINDA"";-;-;-;-;-;-;79;79"
"""354030 PONTES GESTAL"";434;710;-;-;-;-;7639;8783"
"""354040 POPULINA"";181;69;-;-;-;-;44669;44919"
"""354050 PORANGABA"";190;-;-;-;-;-;47888;48078"
"""354060 PORTO FELIZ"";61613;7978;2;10;8;1;1232272;1301884"
"""354070 PORTO FERREIRA"";135030;1066;-;-;-;-;580914;717010"
"""354075 POTIM"";41820;1;-;-;-;2;95305;137128"
"""354080 POTIRENDABA"";8525;392;-;-;-;-;173225;182142"
"""354085 PRACINHA"";4606;-;-;-;-;-;12225;16831"
"""354090 PRADOPOLIS"";12111;8;-;-;-;-;137455;149574"
"""354100 PRAIA GRANDE"";394659;161661;12;-;2;-;4199155;4755489"
"""354105 PRATANIA"";-;-;-;-;-;-;28679;28679"
"""354110 PRESIDENTE ALVES"";3028;-;-;-;-;-;63745;66773"
"""354120 PRESIDENTE BERNARDES"";39539;1;20;-;-;-;391403;430963"
"""354130 PRESIDENTE EPITACIO"";10360;2442;-;-;-;-;455283;468085"
"""354140 PRESIDENTE PRUDENTE"";12161468;86;9;3;2;-;3160779;15322347"
"""354150 PRESIDENTE VENCESLAU"";191581;2380;1;10;1;-;521663;715636"
"""354160 PROMISSAO"";49348;7867;1;44;-;2;484849;542111"
"""354165 QUADRA"";1247;6;-;-;-;-;28426;29679"
"""354170 QUATA"";10198;-;-;-;-;-;146956;157154"
"""354180 QUEIROZ"";1917;1;-;-;-;-;60966;62884"
"""354190 QUELUZ"";4729;605;-;-;-;-;146535;151869"
"""354200 QUINTANA"";31705;-;-;-;-;-;224651;256356"
"""354210 RAFARD"";82228;-;-;-;-;-;1821;84049"
"""354220 RANCHARIA"";63012;2347;18;-;-;-;435667;501044"
"""354230 REDENCAO DA SERRA"";2321;2068;13;-;-;-;62740;67142"
