"""Munic¡pio"";""2021/Ago"";""2021/Set"";""2021/Out"";""2021/Nov"";""2021/Dez"";""2022/Jan"";""2022/Fev"";""2022/Mar"";""2022/Abr"";""2022/Mai"";""2022/Jun"";""2022/Jul"";""2022/Ago"";""2022/Set"";""2022/Out"";""2022/Nov"";""2022/Dez"";""2023/Jan"";""2023/Fev"";""2023/Mar"";""2023/Abr"";""2023/Mai"";""2023/Jun"";""2023/Jul"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""354120 PRESIDENTE BERNARDES"";-;-;3,00;-;5922,35;33001,61;51851,75;40437,06;24193,65;45680,80;30609,72;1565102,10;35961,61;45867,52;38873,24;31024,17;22891,17;25706,88;31466,12;49879,26;40335,12;33364,58;143889,82;23257,85;25006,01;23689,51;21233,49;28622,71;30431,02;54298,32;31202,33;49970,09;72065,23;46454,11;52871,10;46465,92;56952,58;70002,61;74934,31;77131,35;61555,47;88109,88;72300,04;96303,06;108849,70;105104,59;126990,30;135459,18;128309,83;157743,10;176787,08;152636,06;136064,73;129098,88;4755961,97"
"""354130 PRESIDENTE EPITACIO"";-;-;-;-;-;179220,63;101141,47;106191,98;105680,50;102754,03;97161,17;100992,74;91141,59;91970,01;100534,84;191226,59;324961,51;205199,62;192944,95;258334,28;268845,80;275065,68;270287,18;267867,67;305374,85;301932,52;306263,59;309770,42;375004,66;404354,65;356915,64;331564,08;342974,31;364976,13;344785,20;375575,24;375305,39;369315,92;402334,01;364903,69;366262,99;403293,80;332472,06;344778,80;400974,63;345036,02;387147,62;418848,15;368563,37;386749,51;383002,62;356621,90;394240,63;394101,16;14244965,80"
"""354140 PRESIDENTE PRUDENTE"";-;-;776,75;643,15;27680,45;4976823,02;4743177,81;5197020,08;5099004,33;5450629,75;5320105,98;5307971,48;5619853,55;5101536,56;5377436,71;5419340,53;5305239,03;5943276,87;5729889,12;6750692,80;6166764,31;6384100,83;6182031,89;6443582,70;6820484,90;6561395,42;6718503,15;6723680,06;6553864,91;6920127,54;6739354,36;6746999,58;7449088,51;7438425,16;7118736,64;7186304,03;7382838,20;6936467,17;7813874,00;7547581,76;7379364,99;7591137,52;8083889,38;8060129,27;7929566,65;8279303,76;8231963,28;8348882,97;8411535,99;8823038,33;9039221,76;8469070,69;8551143,20;8530594,01;334934144,89"
"""354150 PRESIDENTE VENCESLAU"";-;-;-;-;-;184159,21;181874,36;205380,19;216265,65;210438,37;225773,37;244506,78;216440,99;218122,58;227587,47;216440,31;239195,99;190286,94;201067,66;243884,68;250409,16;263476,01;249252,45;226891,56;252318,30;240958,25;237505,63;230968,51;256995,28;227914,81;220183,03;243599,37;259806,25;234140,13;246161,67;214796,75;251719,45;282073,21;341568,01;254775,01;232599,07;216219,17;247133,51;291118,25;279057,49;285655,50;313352,08;250626,33;303795,47;328826,22;340541,91;320442,62;308151,98;227578,76;12152035,75"
"""354160 PROMISSAO"";-;-;-;2550,00;45,00;670665,02;657175,28;666957,58;706301,60;740886,65;753520,52;788789,81;826236,41;754627,77;791748,64;739464,87;782707,65;773323,01;749181,36;825882,39;775434,92;852186,94;765960,16;809705,86;837691,79;827984,27;799685,88;943677,60;790246,07;842352,96;815268,11;839286,55;914085,36;947709,53;890522,96;895164,68;953640,32;947240,91;975146,00;915076,40;873357,19;952042,47;979335,99;971687,14;980612,88;1025474,36;975871,22;1062770,32;1033348,77;997653,98;1050944,92;944617,76;968660,42;995990,17;42380498,42"
"""354165 QUADRA"";-;-;-;-;-;17441,63;18638,94;20261,85;22719,69;25296,80;11875,92;14004,55;12409,61;13446,50;9777,17;12158,87;14535,91;14476,65;17716,61;22399,71;14291,04;19744,82;17188,12;24337,54;23243,62;21877,13;21836,56;19678,38;16824,83;1787757,33;20875,72;18444,63;24462,17;17225,16;23338,64;18456,30;23047,51;25143,11;30699,14;25580,83;10524,59;32692,12;29145,89;26659,96;30966,27;32713,53;26385,34;36088,90;34246,04;36094,02;26459,59;24219,85;15159,55;33062,21;2835630,85"
"""354170 QUATA"";-;-;-;-;-;30949,74;50486,30;66433,29;70716,18;61935,54;47882,25;47979,27;29521,50;61682,91;57991,53;55974,41;54626,10;48631,09;61520,60;77705,35;61905,23;83159,76;67805,33;53190,25;59730,76;55353,19;57402,28;52518,78;45842,82;47216,23;56975,04;74238,20;80557,97;77833,48;71655,63;67781,80;74338,17;82485,31;73593,58;76341,44;66210,94;69146,70;79130,99;68069,57;48037,85;82279,87;75613,26;80362,71;88390,31;81772,45;88248,32;51531,45;49118,16;38537,13;3110411,02"
"""354180 QUEIROZ"";-;-;-;-;-;2413,27;3285,89;3906,63;3727,13;5368,30;5359,06;3475,52;4923,27;3681,51;3854,64;4761,85;3540,55;4329,06;3628,71;3858,73;2573,25;3799,08;4260,72;4814,13;3985,78;4562,88;5407,19;4317,66;4475,77;4736,85;3554,21;4417,25;5393,58;4000,79;5292,79;4455,51;5187,10;3795,89;5001,70;3716,51;2977,70;3684,42;4623,51;3058,82;3659,69;2851,67;2323,09;3300,42;3670,79;3965,78;3895,40;4554,51;4345,19;2916,64;197690,39"
"""354190 QUELUZ"";-;-;-;-;-;63022,38;40972,19;60086,02;62969,18;60302,44;69632,56;54936,12;52994,29;47765,74;49737,32;47941,30;60090,70;50868,61;62414,77;74938,45;69825,82;63858,39;69316,38;56002,68;72180,59;57864,73;54721,24;61796,74;54653,58;60980,56;64831,22;76979,45;71407,68;78546,70;72544,44;71603,52;74457,05;58884,49;61047,33;158913,50;51853,57;63948,47;65268,62;58151,46;67095,55;77101,86;77099,07;75387,49;85483,94;91079,50;114053,64;85622,24;74651,20;-;3255884,77"
"""354200 QUINTANA"";-;-;-;-;-;11613,90;11912,86;14726,01;14010,77;16139,65;15244,92;11726,18;16288,14;23125,26;27934,40;26059,41;23299,23;26813,81;30024,80;36411,41;34998,18;37243,08;28560,56;27636,29;32807,34;30684,64;37336,70;30598,23;29437,98;32526,18;31613,75;27048,61;37686,50;37710,09;36886,45;30753,80;33861,72;37350,95;39724,51;35171,32;29352,02;50619,83;42185,45;42840,81;69495,96;62231,26;54115,60;49235,15;48457,55;51588,09;54764,09;53200,04;41857,55;41085,35;1665996,38"
"""354210 RAFARD"";-;-;-;-;-;28017,27;25082,17;27307,10;30107,55;36977,57;25282,68;28288,26;29286,96;24858,37;26447,63;33860,98;15021,75;35536,39;35550,32;39951,59;34373,40;45015,40;38782,38;34544,80;25559,02;36033,33;44505,10;37810,44;38396,00;67499,65;52451,80;64974,90;68430,64;61661,11;30703,82;42421,17;54918,91;34156,78;37614,04;43250,05;23849,54;29422,36;32278,80;37892,86;36046,05;38964,15;28397,25;56068,51;58954,44;59153,85;55942,22;30213,67;25034,46;64017,78;1910915,27"
"""354220 RANCHARIA"";-;-;-;-;45,00;237483,95;500467,43;325458,11;319598,43;353823,05;311261,65;326542,82;307589,26;319199,11;283503,48;306962,34;278418,75;338923,74;362576,15;362087,05;315744,04;393485,13;290876,33;364856,33;386659,14;366211,31;353558,02;363127,74;343521,97;355404,17;375065,93;386439,09;416170,52;445258,33;357248,65;371261,29;369805,23;414870,92;386824,07;444280,95;522500,35;503167,56;519039,93;519212,15;532476,12;555264,21;562211,95;574530,53;592125,53;651021,71;634255,15;2236116,40;609802,78;567570,61;22013904,46"
"""354230 REDENCAO DA SERRA"";-;-;-;-;-;2353,32;7938,71;20341,90;21164,80;28625,37;12598,03;14830,70;16059,00;11993,47;11712,84;19246,07;8254,82;12676,26;1968,81;2559,88;6201,80;25093,78;19195,79;24738,62;21260,20;19309,52;21574,82;20564,13;13397,99;20137,80;17150,61;23047,45;11406,90;2526,02;2442,38;2662,39;3265,67;2812,32;2565,25;2275,01;18566,23;27966,06;26749,98;25918,28;25271,76;26364,29;31394,01;30133,25;2864,56;2764,07;38613,13;17639,00;6235,84;2235,00;736667,89"
"""354240 REGENTE FEIJO"";-;-;-;-;-;56038,89;73297,86;64698,53;68080,93;71554,82;59881,19;60611,24;56695,97;61019,65;66053,01;26339,52;55303,10;91574,83;37913,39;81030,71;84643,26;97557,97;93276,03;83861,35;85982,34;69786,83;77517,35;86330,09;77236,62;78982,94;78463,91;77173,36;83923,97;87988,15;90150,24;92370,79;97137,35;97707,56;100937,41;95783,03;85287,21;87336,77;95070,26;124100,97;98081,10;99872,81;92073,65;83803,82;92613,04;48030,25;87754,98;86381,58;230057,32;38620,42;4015988,37"
"""354250 REGINOPOLIS"";-;-;-;-;-;3100,12;3227,37;6219,88;16836,99;24024,35;21122,39;17954,44;167357,79;17571,76;21282,24;19216,67;21603,14;21344,42;23155,45;31572,70;40201,29;36201,12;29619,31;26253,93;30019,01;31955,34;33341,16;31233,77;28320,68;27647,62;30737,72;43513,64;40319,23;36844,50;31977,16;29057,63;32578,42;34525,58;33388,41;30974,73;27811,72;24662,91;29516,31;1814268,87;34989,79;37738,83;32578,04;29892,13;34413,65;34248,26;30819,42;30508,73;28914,94;25763,14;3290426,70"
"""354260 REGISTRO"";-;-;10,00;11596,22;15089,60;988904,42;683448,28;880759,75;832579,34;872714,34;812925,28;871890,46;925484,54;892220,93;888705,87;925835,76;837623,16;810021,14;931264,95;1143912,66;983864,25;1162023,76;1072619,96;1094491,87;1164460,83;1116434,38;1155942,41;1053610,85;1130480,20;1103072,52;1089610,44;1524564,76;1313512,86;1237098,07;1313573,30;1157246,42;1231051,65;1411584,44;1183094,79;1048777,49;959666,89;1020354,03;1072834,04;1089909,00;1034528,93;1110061,62;1186803,44;1542313,43;1783305,98;1756732,80;1518110,82;1189873,56;1269226,70;1373741,10;54779564,29"
"""354270 RESTINGA"";-;-;-;-;-;9371,86;16581,82;24825,20;16191,71;40531,14;45523,11;40818,96;16261,24;16700,17;29451,05;30061,86;23265,12;2815,92;27336,52;33366,08;28706,55;37465,93;32754,07;31581,58;29877,47;29359,49;28318,99;25308,52;17197,75;7364,08;28459,49;31616,96;29641,37;34074,25;26492,65;27215,34;30587,84;27994,74;26439,88;22051,89;-;23440,30;34082,04;47973,27;40145,68;4284,20;5222,48;4172,65;3374,59;10428,29;8833,90;9207,59;8181,95;3089,79;1128047,33"
"""354280 RIBEIRA"";-;-;-;-;-;4581,89;4642,00;4500,25;4710,94;4705,77;13866,15;12249,15;7734,50;8177,38;23217,62;22708,74;9906,13;26296,07;20988,93;27737,66;27836,35;39304,26;21020,79;23268,06;35685,43;35955,11;34449,98;46656,62;71130,31;48939,79;50522,48;57218,65;61912,30;43848,02;44728,98;62497,30;56767,46;53803,11;60820,88;51502,90;38988,04;6251,50;29182,84;-;25616,47;3764,30;17353,69;23681,41;379,50;20925,00;20643,32;11673,48;11738,00;15064,25;1349153,76"
"""354290 RIBEIRAO BONITO"";-;-;-;-;-;42937,08;32003,69;33599,66;47458,04;50822,76;39148,26;34082,80;36281,49;20963,96;21592,30;22588,56;12415,49;8064,98;5971,85;9757,73;8578,97;7949,12;5391,87;4622,00;5222,88;5819,15;5767,37;11356,38;9585,32;12668,55;10964,09;13764,41;14834,38;11852,52;13430,01;14556,78;12311,14;13730,52;29967,25;29120,14;28527,94;31911,34;33526,05;45199,50;45140,63;53383,66;47345,81;41446,61;46240,30;65596,51;68665,79;61560,29;58150,71;59912,01;1345788,65"
"""354300 RIBEIRAO BRANCO"";-;-;-;-;-;44819,74;39452,91;41100,26;42698,08;48032,36;45469,27;37258,95;40219,04;41324,65;44084,74;43818,68;39284,20;34569,27;20261,87;57025,92;46157,25;32078,43;36388,22;20602,85;44480,81;37630,52;60588,58;59042,65;53935,30;44334,69;44486,91;51957,81;76253,58;75973,36;73902,54;71451,54;84354,00;63340,65;76601,08;70708,28;64610,54;71559,14;77444,27;89654,78;86933,77;98523,02;98357,81;99360,63;120433,01;108171,62;107017,54;82772,82;47408,03;-;2895935,97"
"""354310 RIBEIRAO CORRENTE"";-;-;-;-;-;573,74;635,81;687,53;687,16;837,43;838,27;694,74;1002,56;947,00;1041,06;482,18;946,86;931,35;916,09;1354,91;1008,49;1182,22;843,21;928,76;1952,46;1317,21;683,30;1434,88;1332,71;1031,96;691,37;1077,82;1234,18;1021,79;1058,19;746,61;1154,67;1232,73;739,24;984,77;827,77;1099,27;1023,75;697,03;746,49;549,53;345,70;519,87;681,05;711,36;2654,90;2310,49;2303,19;2265,45;50969,11"
"""354320 RIBEIRAO DO SUL"";-;-;-;-;-;3824,76;7710,74;1998,20;3059,31;5488,52;7812,95;2996,62;5791,94;11613,70;5726,20;9649,44;7561,75;9328,18;10719,83;5382,36;8121,40;7382,00;8004,30;6777,34;5086,58;7168,42;8456,38;12226,49;6228,12;3621,48;1689,77;7454,12;9906,08;11918,63;14014,85;6402,50;1842,88;2753,34;2105,10;582,94;851,83;334,78;61,12;1746,23;2335,34;2350,87;3506,96;4641,51;3829,16;4179,65;7740,38;6137,84;7349,40;8987,73;284460,02"
"""354323 RIBEIRAO DOS INDIOS"";-;-;-;-;-;-;-;-;-;3000,00;2850,00;3300,00;3681,10;4270,80;200,85;164,80;4013,30;3900,00;2983,90;1928,75;103,00;-;-;1443,03;77,25;1826,84;1953,76;1647,46;-;1039,40;3240,98;3108,43;3318,01;3098,52;-;2402,43;2241,60;2454,89;2844,03;1760,98;1412,26;2839,01;3152,16;2403,30;3236,48;2570,68;3223,04;3247,13;1018,06;139,05;154,50;139,05;175,10;-;86563,93"
"""354325 RIBEIRAO GRANDE"";-;-;-;-;-;1746,41;2186,96;2203,88;3665,25;2298,68;1586,90;1734,45;2754,68;3467,78;2612,68;3627,69;3384,05;3962,02;2842,30;1323,54;5336,14;2780,96;3249,66;2555,57;3132,28;19842,12;22772,77;3940,10;15134,31;23980,42;23405,45;26627,09;29449,75;26921,99;27221,44;-;-;32494,76;5478,22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;313720,30"
"""354330 RIBEIRAO PIRES"";-;-;2714,37;114322,01;4109,37;769297,67;771030,19;781404,79;833660,24;996749,35;905036,55;972636,10;1003745,84;961623,90;976988,21;924041,82;912373,99;940871,15;930329,58;1059374,13;879159,54;1031700,85;1008138,76;957315,93;1031134,02;1147932,25;1023885,13;996769,47;873697,02;942782,40;962713,24;974503,91;1134421,94;886912,86;1241446,04;874205,11;1005497,29;979215,85;1019690,86;875819,35;800142,42;830619,91;845253,62;912188,96;940873,21;938068,16;952196,25;919942,94;944776,94;1029819,44;1067255,97;944258,33;859763,44;884536,15;46576946,82"
"""354340 RIBEIRAO PRETO"";-;-;92974,72;557208,96;2400145,92;11889872,44;12214118,32;14087322,29;13342629,80;14694522,93;14090651,31;15219642,06;17024172,48;16826501,20;15947955,33;14746407,31;17698231,46;16642810,20;15845946,35;17730186,18;16321989,92;16734276,78;17296133,79;18061986,83;19247168,15;17736306,33;17485319,97;16728657,42;16193426,77;18126410,22;17229540,43;18282536,49;19212986,15;19153175,88;19068440,05;19399804,47;20056081,69;19119034,24;20559818,93;19018332,68;17560803,11;19442408,20;19798136,75;20317032,72;20464931,31;20933022,56;20554409,83;21552671,21;21838918,99;22735872,67;23177538,80;21694766,82;22332011,32;18720016,08;887205266,82"
"""354350 RIVERSUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;345,05;345,05"
"""354360 RIFAINA"";-;-;-;-;-;12689,70;8471,66;9472,33;10103,18;11914,83;11965,55;11071,72;10044,06;10428,43;9834,58;11520,32;10431,90;11228,74;10484,50;12877,35;10348,75;11786,78;11693,54;9902,57;12414,94;10342,92;11153,99;9618,87;9599,11;9535,96;7185,10;4570,32;9855,80;9848,76;8956,80;10564,95;8446,19;11950,53;8447,54;10113,05;7458,70;9934,11;9651,67;8064,67;5379,81;7657,69;5847,58;8960,59;9220,42;8947,05;3126,67;5531,36;737,34;8722,22;458115,20"
"""354370 RINCAO"";-;-;-;-;-;5542,73;11868,26;16922,31;20447,58;12361,01;19088,37;4523,13;18328,31;13379,93;16535,23;15362,23;9867,46;7460,07;2070,53;2149,93;7116,55;7838,99;9515,04;11483,74;16802,71;13799,36;12532,60;13928,35;33562,74;23644,62;21050,90;27098,78;18178,89;18381,47;14518,20;16321,36;18852,02;14742,81;24898,05;14216,06;3870,30;11585,15;21678,38;13211,93;16195,22;11968,20;7789,60;15939,95;19613,45;60470,35;25138,49;22405,90;16269,28;10300,11;770826,63"
"""354380 RINOPOLIS"";-;-;-;-;-;28649,89;28179,84;25430,89;32774,51;32849,20;25233,25;25456,92;47610,13;44315,40;43092,84;43051,03;40523,21;37465,71;43871,21;47612,87;46034,76;52050,15;47231,04;42736,29;50790,18;52348,03;44972,07;40005,33;40442,03;41946,44;44729,85;49993,19;49615,63;48938,99;47360,50;47413,07;50798,43;54484,18;49136,07;47782,51;38074,25;43880,83;43156,40;47508,40;52885,32;54830,76;53133,96;52241,42;50794,23;55272,32;58468,97;53799,68;48372,59;-;2147344,77"
"""354390 RIO CLARO"";-;-;-;84,37;384750,38;2198407,68;2003548,05;2350512,70;2370314,56;2456474,86;2328935,34;2386512,51;2859863,44;2553197,28;2408659,21;2219831,96;2278925,64;2233518,27;2233170,49;2685949,14;2570868,07;2387574,71;2544183,28;2434822,12;2651435,71;2609527,17;3238044,97;2669423,10;2336589,41;2399558,71;2386159,02;2535470,11;2729971,22;2758865,97;3259319,69;2658502,99;2691924,80;2638974,12;2731476,35;2498520,35;2396045,84;2536196,31;2326574,22;2629558,54;2524203,65;2487452,56;2132989,00;2695024,33;2572387,22;2634177,96;2703921,39;2254264,28;2421466,72;2671823,67;123669953,44"
"""354400 RIO DAS PEDRAS"";-;-;-;-;-;143226,81;112114,38;309271,57;305718,41;159827,08;903411,65;205201,31;170587,90;164641,67;160661,96;370868,06;125716,05;172536,15;148979,48;139503,33;170802,23;754069,30;173460,39;158340,49;186150,62;161800,42;163538,41;161946,83;175716,21;151971,70;156651,46;137894,21;171587,14;160270,74;194977,30;140644,58;138707,87;140217,77;130849,80;127082,84;143922,47;127069,04;111372,58;115418,90;117216,73;137223,11;127342,98;124673,00;142733,01;138046,67;145335,94;172709,09;124980,21;130313,85;9207303,70"
"""354410 RIO GRANDE DA SERRA"";-;-;-;-;28753,63;18347,94;12751,81;62426,86;83798,07;112805,46;100290,26;85533,34;96994,70;107624,87;-;105068,89;74579,06;85026,98;55957,66;109765,43;99294,01;45126,89;109140,14;83372,86;88963,42;80632,67;21837,75;91055,27;78968,50;82121,59;120119,25;119433,53;142387,78;80656,40;170460,62;104499,48;78395,29;142676,33;125744,67;110620,95;118327,95;117758,10;215971,15;227955,95;208307,01;212634,07;205738,50;172919,97;187578,46;148653,27;218419,18;201151,67;182769,67;170434,58;5703851,89"
"""354420 RIOLANDIA"";-;-;-;-;-;72230,02;32554,03;91707,28;99937,24;33441,10;67438,58;67345,71;24464,45;62603,66;59743,27;60230,46;61751,21;66977,63;64423,15;82597,68;65810,62;26091,23;57438,83;80287,80;100354,66;100332,96;107703,71;81056,08;90379,93;77489,78;55002,10;53566,32;84657,49;134306,43;87999,35;109917,03;123954,28;117252,37;125742,38;103518,17;80407,21;82128,21;122844,00;104946,93;102602,67;121486,73;110049,34;118211,00;118370,54;112907,08;94393,44;106349,18;92659,68;107121,47;4204784,47"
"""354425 ROSANA"";-;-;-;-;-;136246,49;147157,76;155809,53;230027,60;182319,37;171046,80;159982,12;167292,23;165820,22;168925,20;167034,63;147992,66;148180,33;162813,03;190437,20;186344,89;184294,71;146235,91;160067,11;139513,40;126255,29;132095,20;120785,89;113607,77;102487,62;102567,52;104964,77;203222,62;136439,92;139927,84;123580,41;142380,34;143771,38;188181,22;125060,81;149097,41;148692,27;188449,49;179033,37;190910,43;151481,79;155162,74;201624,76;193739,01;210280,55;185521,02;176540,39;101729,44;104832,16;7659964,62"
"""354430 ROSEIRA"";-;-;-;-;-;19212,63;18444,78;26175,65;21866,16;23892,02;22736,92;20623,45;27161,47;25561,78;25580,31;23737,27;22866,79;46342,73;54542,89;73295,58;70969,30;91539,85;79969,87;78100,55;85992,43;83325,75;90981,56;77046,43;81589,59;78038,50;87425,90;98004,41;99310,67;94484,68;84509,38;83141,28;93963,63;93568,60;79095,26;70160,55;67709,98;72236,39;70109,04;73295,68;71578,57;95322,17;84094,75;86490,98;90642,77;94030,34;91983,15;86952,85;15402,81;84860,32;3237968,42"
"""354440 RUBIACEA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3855,96;3089,07;2982,31;3852,18;3456,05;5930,89;5748,08;-;-;-;-;7116,48;4694,97;1874,80;1558,34;5147,36;6080,82;5061,90;5152,53;4350,24;6955,58;5168,22;7246,94;6070,80;1433,39;3972,64;5358,21;106157,76"
"""354450 RUBINEIA"";-;-;-;-;-;3232,38;3741,41;3918,87;2988,57;1083,44;3531,42;3748,16;3415,50;3757,30;2940,29;2833,42;-;-;-;-;-;8636,95;39610,00;32138,03;32707,87;29709,08;38304,90;94736,45;88729,74;61648,87;65056,28;52408,85;82264,65;55123,80;13746,22;5779,39;72981,20;74622,16;79708,51;67537,72;33693,15;45173,45;32140,91;33620,07;41195,21;46126,42;33006,10;44734,36;52302,24;44702,61;53551,71;26224,60;38863,21;40770,43;1596745,90"
"""354460 SABINO"";-;-;-;-;-;-;12,98;-;-;-;-;11403,65;18380,94;23644,98;28228,69;45238,76;31830,00;27278,32;22169,15;39770,97;37145,14;39884,59;30147,01;28561,13;38331,92;27159,09;24857,65;21972,82;17831,24;10990,59;3999,17;2308,64;2458,13;3112,98;2334,46;12795,62;4187,66;3574,55;3486,66;3541,37;3840,81;5814,70;3619,06;3060,53;4068,05;11246,52;4143,14;4565,89;4487,97;3888,40;5688,48;2649,56;1681,05;-;625393,02"
"""354470 SAGRES"";-;-;-;-;-;-;-;-;-;-;-;5948,80;7741,20;6654,30;5097,90;7520,50;6424,10;7622,10;7367,47;9616,93;11695,13;12101,08;13531,99;8962,74;11950,32;9283,02;9790,15;12163,95;10960,55;14373,00;13366,90;16389,67;12519,95;16078,66;15214,42;15823,69;15242,40;17016,36;11946,96;9832,96;8415,84;11942,28;16939,41;11709,16;20596,57;8252,91;10259,34;14732,89;10123,29;11968,15;11014,91;10612,44;14956,11;9815,74;493576,24"
"""354480 SALES"";-;-;-;-;-;12621,52;11915,62;14655,16;11004,16;15830,19;15062,45;15356,08;19082,78;16095,63;13879,10;16891,03;13051,97;16522,42;16649,44;22783,16;17540,10;21339,34;16268,84;24541,52;24266,46;25182,12;25604,75;27201,63;22536,81;33007,59;32610,00;25452,93;25619,63;27635,74;23927,36;22335,56;22478,59;24455,23;28919,55;25918,88;24082,89;30520,07;33613,50;54216,22;70828,80;76117,74;62580,75;46063,36;45157,02;47691,32;49926,31;40127,47;37071,16;38246,04;1384485,99"
"""354490 SALES OLIVEIRA"";-;-;-;-;-;31227,83;51925,97;47645,86;45359,31;48911,62;48859,71;45540,90;55874,42;37304,24;48874,10;42621,22;38391,69;49980,38;13587,92;54917,59;44222,98;50255,75;40701,90;49323,15;46131,63;52706,32;49770,50;46337,91;33078,45;56976,18;65213,00;68503,73;77812,77;50101,85;22627,94;34398,78;90469,12;96467,95;95909,19;49060,82;97306,36;98449,54;86544,35;50963,10;97826,38;98606,37;116459,74;103881,87;98500,64;114095,16;99007,52;91587,34;85452,46;73902,43;3093675,94"
"""354500 SALESOPOLIS"";-;-;-;-;-;73544,50;59474,05;71371,58;61762,78;70280,66;89050,08;84481,63;80571,38;78809,03;83358,20;81770,85;67120,74;74392,78;78798,89;100622,49;85281,64;82363,60;70382,40;72040,51;74370,37;66691,45;113733,51;91785,39;77183,44;80578,21;80900,29;91259,41;102785,38;96170,35;99598,65;95643,74;99398,87;109670,38;102200,69;100654,19;80769,31;90476,47;84503,61;91619,04;93305,54;104574,17;88503,67;56675,09;95694,78;89482,86;97827,31;85251,84;104797,44;93436,97;4205020,21"
"""354515 SALTINHO"";-;-;-;-;-;56253,38;44191,68;48435,67;46226,24;42440,20;47404,73;46975,60;51315,05;51075,15;46602,22;48896,54;30405,31;42143,24;38271,72;52318,07;49195,46;52137,98;51632,81;47330,31;51175,97;55566,79;71996,61;72326,86;71987,51;76219,31;87115,40;84010,62;108027,21;102094,18;89491,04;89156,86;92214,21;93824,66;95841,55;88033,01;80698,45;104486,73;89175,61;90672,79;103367,07;105954,25;94230,32;96253,01;104955,37;108488,34;109356,25;102295,03;105609,74;98980,09;3616856,20"
"""354520 SALTO"";-;-;45,00;90,00;7293,14;431987,26;343082,63;383577,51;359604,18;652142,19;559319,79;604261,64;600848,26;587405,98;640320,38;643584,35;699247,01;670604,94;742913,14;823311,42;681168,58;898128,12;810192,66;815254,75;883834,53;819507,43;854824,88;750900,92;704774,05;742011,41;661876,31;895920,63;902518,99;865318,84;896783,27;793039,13;763922,67;676917,10;743064,07;575170,58;545097,76;583958,85;706785,50;609543,96;701145,96;1207502,01;785076,47;888433,21;990916,97;1072438,97;978194,05;923188,42;1088544,20;1030408,23;36596002,30"
"""354530 SALTO DE PIRAPORA"";-;-;-;-;-;279044,82;220686,67;241621,44;260092,50;283975,22;293996,84;283638,92;272728,89;274485,61;292442,89;302293,34;306043,13;258651,52;147686,13;335725,03;423759,47;189315,49;142824,10;192132,05;201485,30;188646,79;200559,58;157225,41;156229,90;251462,57;170357,40;1781328,01;2222069,43;364923,26;356810,26;195466,19;1724512,44;1712443,88;1775896,05;163172,22;176023,23;174363,69;258247,78;349042,55;250927,62;230191,89;205611,57;217378,37;257990,49;230119,68;258318,53;169370,02;185694,28;224461,24;19811473,69"
"""354540 SALTO GRANDE"";-;-;-;-;-;57153,27;50724,55;61383,47;59210,25;69216,08;60796,70;86733,77;82231,28;79432,89;9177,15;92312,30;79922,93;58311,59;90567,21;113925,76;92883,48;85648,80;75410,29;79879,50;78586,33;51317,42;55216,65;63941,19;56537,94;29626,85;70443,12;67312,11;88221,18;65554,82;60829,67;67914,95;70547,36;79848,86;76623,27;72365,22;60724,12;62601,95;60311,05;77537,62;80300,93;71160,43;64716,46;68129,57;76961,88;74191,05;78161,50;74971,17;64534,51;76138,81;3430249,26"
"""354550 SANDOVALINA"";-;-;-;-;-;-;1205,51;2052,43;1552,57;608,55;1132,13;228,80;1829,72;2129,54;1739,28;1184,38;241,30;1106,73;2704,38;4123,67;2098,94;5638,68;2250,56;3620,08;4395,82;5705,52;4661,49;3916,98;3164,92;3038,08;2399,98;3732,44;4743,58;4378,09;1475,43;2357,83;-;2450,72;3612,17;179,68;3942,11;1404,31;790,11;3762,23;4023,30;5117,82;6338,29;1864,82;-;-;-;-;5728,15;-;118631,12"
"""354560 SANTA ADELIA"";-;-;-;-;-;58096,61;57742,36;62755,30;72322,35;82118,87;73582,52;68365,39;76953,67;72051,33;76153,89;72437,18;67775,98;66875,74;74154,21;97414,27;79292,52;95005,45;79679,16;80060,69;93353,10;74075,73;88495,00;81445,46;68521,39;79635,20;86611,33;94078,17;101939,53;95792,63;94214,92;95034,47;105621,98;98304,68;101200,41;88943,66;76675,69;88266,83;99802,95;114463,14;117591,34;108380,53;102992,45;100932,15;104103,90;126056,62;123507,08;102925,12;84590,57;108776,88;4319170,40"
