"""Munic¡pio"";""02 Assistˆncia Farmacˆutica"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""07 Vigilƒncia em Sa£de"";""Total"""
"""317120 VESPASIANO"";-;17746,80;-;774851,24;-;792598,04"
"""317130 VICOSA"";-;520838,93;-;519930,53;-;1040769,46"
"""317140 VIEIRAS"";-;21226,74;-;15220,67;-;36447,41"
"""317170 VIRGINIA"";-;-;-;67537,09;-;67537,09"
"""317190 VIRGOLANDIA"";-;-;-;12325,01;-;12325,01"
"""317200 VISCONDE DO RIO BRANCO"";-;-;-;433726,88;-;433726,88"
"""320010 AFONSO CLAUDIO"";-;-;-;181673,87;-;181673,87"
"""320020 ALEGRE"";-;49776,00;-;556458,19;-;606234,19"
"""320060 ARACRUZ"";212231,11;300900,32;-;742585,27;-;1255716,70"
"""320080 BAIXO GUANDU"";-;-;-;205178,33;-;205178,33"
"""320090 BARRA DE SAO FRANCISCO"";-;-;-;17699,00;-;17699,00"
"""320100 BOA ESPERANCA"";-;-;-;137389,01;-;137389,01"
"""320120 CACHOEIRO DE ITAPEMIRIM"";224757,44;1486439,76;-;3124408,43;-;4835605,63"
"""320130 CARIACICA"";566951,95;897952,23;-;2092521,53;-;3557425,71"
"""320140 CASTELO"";43238,77;-;-;-;-;43238,77"
"""320150 COLATINA"";204039,49;1171363,94;-;1388470,60;-;2763874,03"
"""320160 CONCEICAO DA BARRA"";-;343189,98;-;771,60;-;343961,58"
"""320180 DIVINO DE SAO LOURENCO"";-;-;-;21648,77;-;21648,77"
"""320190 DOMINGOS MARTINS"";-;-;-;161806,85;-;161806,85"
"""320200 DORES DO RIO PRETO"";-;-;-;44779,57;-;44779,57"
"""320225 GOVERNADOR LINDENBERG"";-;-;-;57667,81;-;57667,81"
"""320230 GUACUI"";94802,54;288312,50;-;213502,40;-;596617,44"
"""320240 GUARAPARI"";-;452567,83;-;620078,47;-;1072646,30"
"""320250 IBIRACU"";-;-;-;43976,41;-;43976,41"
"""320260 ICONHA"";-;-;-;83321,32;-;83321,32"
"""320270 ITAGUACU"";-;-;-;61190,48;-;61190,48"
"""320280 ITAPEMIRIM"";-;-;-;25925,63;-;25925,63"
"""320290 ITARANA"";-;-;-;28209,33;-;28209,33"
"""320300 IUNA"";-;-;-;86102,43;-;86102,43"
"""320305 JAGUARE"";-;-;-;203847,49;-;203847,49"
"""320310 JERONIMO MONTEIRO"";-;-;-;55971,78;-;55971,78"
"""320316 LARANJA DA TERRA"";-;-;-;23710,79;-;23710,79"
"""320320 LINHARES"";184722,78;647635,10;-;1430342,25;-;2262700,13"
"""320330 MANTENOPOLIS"";-;-;-;90759,68;-;90759,68"
"""320332 MARATAIZES"";-;-;-;144713,22;-;144713,22"
"""320334 MARECHAL FLORIANO"";-;-;-;38292,54;-;38292,54"
"""320335 MARILANDIA"";-;-;-;115253,26;-;115253,26"
"""320340 MIMOSO DO SUL"";-;-;-;139918,48;-;139918,48"
"""320360 MUCURICI"";-;-;-;59903,09;-;59903,09"
"""320390 NOVA VENECIA"";105253,31;-;-;217587,95;-;322841,26"
"""320400 PANCAS"";-;-;-;110788,72;-;110788,72"
"""320410 PINHEIROS"";-;-;-;117618,57;-;117618,57"
"""320420 PIUMA"";-;-;-;84422,89;-;84422,89"
"""320425 PONTO BELO"";-;-;-;65850,02;-;65850,02"
"""320430 PRESIDENTE KENNEDY"";-;-;-;116060,57;-;116060,57"
"""320450 SANTA LEOPOLDINA"";-;-;-;103142,19;-;103142,19"
"""320455 SANTA MARIA DE JETIBA"";-;-;-;261009,54;-;261009,54"
"""320460 SANTA TERESA"";-;185,00;-;331304,16;-;331489,16"
"""320470 SAO GABRIEL DA PALHA"";-;-;-;172002,18;-;172002,18"
"""320480 SAO JOSE DO CALCADO"";-;-;-;13797,50;-;13797,50"
"""320490 SAO MATEUS"";159859,00;701174,06;-;682274,58;-;1543307,64"
"""320495 SAO ROQUE DO CANAA"";-;-;-;70502,10;-;70502,10"
"""320500 SERRA"";1113816,10;887947,97;-;3647368,12;-;5649132,19"
"""320501 SOORETAMA"";-;-;-;145835,96;-;145835,96"
"""320503 VARGEM ALTA"";-;-;-;93345,54;-;93345,54"
"""320506 VENDA NOVA DO IMIGRANTE"";187720,73;-;-;189428,87;-;377149,60"
"""320510 VIANA"";-;-;-;375608,89;-;375608,89"
"""320517 VILA VALERIO"";-;-;-;41872,21;-;41872,21"
"""320520 VILA VELHA"";708115,39;1930291,06;-;6788535,86;-;9426942,31"
"""320530 VITORIA"";565497,79;3383019,51;-;10016461,44;-;13964978,74"
"""330010 ANGRA DOS REIS"";-;721592,73;-;2460375,22;-;3181967,95"
"""330020 ARARUAMA"";-;653561,98;-;2241655,72;-;2895217,70"
"""330022 AREAL"";-;11570,00;-;169833,66;-;181403,66"
"""330023 ARMACAO DOS BUZIOS"";-;526377,13;-;419394,95;-;945772,08"
"""330025 ARRAIAL DO CABO"";-;31200,00;-;783143,06;-;814343,06"
"""330030 BARRA DO PIRAI"";-;18539,20;-;482232,99;-;500772,19"
"""330045 BELFORD ROXO"";-;1458529,91;-;11780647,03;-;13239176,94"
"""330060 BOM JESUS DO ITABAPOANA"";-;278593,59;-;717303,42;-;995897,01"
"""330070 CABO FRIO"";-;1200079,60;-;5313214,49;-;6513294,09"
"""330080 CACHOEIRAS DE MACACU"";-;2920,00;-;701229,83;-;704149,83"
"""330093 CARAPEBUS"";-;169,68;-;282585,54;-;282755,22"
"""330095 COMENDADOR LEVY GASPARIAN"";-;46780,00;-;110737,06;-;157517,06"
"""330100 CAMPOS DOS GOYTACAZES"";-;1931384,61;-;6210781,50;-;8142166,11"
"""330110 CANTAGALO"";-;-;-;197928,88;-;197928,88"
"""330115 CARDOSO MOREIRA"";-;-;-;125515,01;-;125515,01"
"""330140 CONCEICAO DE MACABU"";-;-;-;69748,57;-;69748,57"
"""330150 CORDEIRO"";-;220,00;-;221970,32;15,00;222205,32"
"""330170 DUQUE DE CAXIAS"";-;1750010,20;-;15376259,54;-;17126269,74"
"""330180 ENGENHEIRO PAULO DE FRONTIN"";-;-;-;229215,83;-;229215,83"
"""330185 GUAPIMIRIM"";-;-;-;871649,53;-;871649,53"
"""330187 IGUABA GRANDE"";-;74777,20;-;487565,91;-;562343,11"
"""330190 ITABORAI"";-;948809,82;-;2280663,63;-;3229473,45"
"""330200 ITAGUAI"";-;34210,00;-;993684,71;-;1027894,71"
"""330205 ITALVA"";-;-;-;113514,37;-;113514,37"
"""330220 ITAPERUNA"";-;849059,98;-;1953565,31;-;2802625,29"
"""330225 ITATIAIA"";-;36179,20;-;354054,95;-;390234,15"
"""330227 JAPERI"";-;598966,31;-;767483,37;-;1366449,68"
"""330230 LAJE DO MURIAE"";-;-;-;229207,41;-;229207,41"
"""330240 MACAE"";-;358126,40;-;3475791,68;-;3833918,08"
"""330245 MACUCO"";-;-;-;58035,51;-;58035,51"
"""330250 MAGE"";-;679291,15;-;2954469,89;-;3633761,04"
"""330260 MANGARATIBA"";-;29923,58;-;599049,16;-;628972,74"
"""330270 MARICA"";-;109558,82;-;2774424,45;-;2883983,27"
"""330280 MENDES"";-;23181,02;-;208835,54;-;232016,56"
"""330285 MESQUITA"";-;3447,60;-;385764,99;-;389212,59"
"""330290 MIGUEL PEREIRA"";-;19995,20;-;348343,56;-;368338,76"
"""330310 NATIVIDADE"";-;-;-;405248,56;-;405248,56"
"""330320 NILOPOLIS"";-;12730,00;-;128397,68;-;141127,68"
"""330330 NITEROI"";-;1438836,99;-;6216100,06;-;7654937,05"
"""330340 NOVA FRIBURGO"";-;561648,73;-;1091099,43;-;1652748,16"
"""330350 NOVA IGUACU"";-;1493936,37;-;7667673,74;-;9161610,11"
"""330360 PARACAMBI"";-;89516,80;-;970517,32;-;1060034,12"
"""330370 PARAIBA DO SUL"";-;9130,00;-;354386,03;-;363516,03"
"""330380 PARATY"";-;-;-;540125,77;-;540125,77"
"""330385 PATY DO ALFERES"";-;3660,00;-;809451,64;-;813111,64"
"""330390 PETROPOLIS"";-;787501,20;-;4319275,29;-;5106776,49"
"""330395 PINHEIRAL"";-;32308,61;-;342580,26;-;374888,87"
"""330400 PIRAI"";-;57105,24;-;468745,10;-;525850,34"
"""330410 PORCIUNCULA"";-;-;-;212469,04;-;212469,04"
"""330411 PORTO REAL"";-;28620,00;-;228235,22;-;256855,22"
"""330412 QUATIS"";-;430,00;-;52450,87;-;52880,87"
"""330414 QUEIMADOS"";-;1137190,80;-;1535226,55;-;2672417,35"
"""330420 RESENDE"";-;476147,27;-;1801952,88;-;2278100,15"
"""330430 RIO BONITO"";-;590521,30;-;1025535,38;-;1616056,68"
"""330440 RIO CLARO"";-;62658,60;-;185711,51;-;248370,11"
"""330450 RIO DAS FLORES"";-;4160,00;-;53311,75;-;57471,75"
"""330452 RIO DAS OSTRAS"";-;32132,00;-;1814054,17;-;1846186,17"
"""330455 RIO DE JANEIRO"";7844440,60;16403771,06;-;53750679,47;-;77998891,13"
"""330460 SANTA MARIA MADALENA"";-;-;-;150273,23;-;150273,23"
"""330470 SANTO ANTONIO DE PADUA"";-;422936,49;-;221144,28;-;644080,77"
"""330480 SAO FIDELIS"";-;-;-;179538,57;-;179538,57"
"""330490 SAO GONCALO"";-;2535696,38;-;8828146,92;-;11363843,30"
"""330500 SAO JOAO DA BARRA"";-;8421,84;-;937926,11;-;946347,95"
"""330510 SAO JOAO DE MERITI"";-;1282695,69;-;4861992,05;-;6144687,74"
"""330513 SAO JOSE DE UBA"";-;-;-;37084,32;-;37084,32"
"""330520 SAO PEDRO DA ALDEIA"";-;-;-;59156,56;-;59156,56"
"""330530 SAO SEBASTIAO DO ALTO"";-;-;-;195790,26;-;195790,26"
"""330540 SAPUCAIA"";-;330,00;-;299762,03;-;300092,03"
"""330550 SAQUAREMA"";24118,52;169149,42;-;1967774,79;-;2161042,73"
"""330555 SEROPEDICA"";-;20800,00;-;100908,16;-;121708,16"
"""330575 TANGUA"";-;-;-;262213,47;-;262213,47"
"""330580 TERESOPOLIS"";-;469145,83;-;4646853,01;2032,00;5118030,84"
"""330600 TRES RIOS"";-;417396,42;-;894364,66;-;1311761,08"
"""330610 VALENCA"";-;373813,17;-;657278,90;-;1031092,07"
"""330615 VARRE-SAI"";-;-;-;95416,22;-;95416,22"
"""330620 VASSOURAS"";-;298925,13;-;1342889,66;-;1641814,79"
"""330630 VOLTA REDONDA"";-;1400771,48;-;5352115,19;-;6752886,67"
"""350010 ADAMANTINA"";-;272756,50;-;514014,38;-;786770,88"
"""350020 ADOLFO"";-;-;-;13139,29;-;13139,29"
"""350030 AGUAI"";-;-;-;179111,40;-;179111,40"
"""350050 AGUAS DE LINDOIA"";-;-;-;43692,81;-;43692,81"
"""350055 AGUAS DE SANTA BARBARA"";-;-;-;28555,01;-;28555,01"
"""350060 AGUAS DE SAO PEDRO"";-;-;-;96369,33;-;96369,33"
"""350070 AGUDOS"";-;-;-;154124,49;-;154124,49"
"""350075 ALAMBARI"";-;-;-;22375,39;-;22375,39"
"""350100 ALTINOPOLIS"";-;-;-;146525,20;-;146525,20"
"""350110 ALTO ALEGRE"";-;-;-;1232,59;-;1232,59"
"""350115 ALUMINIO"";-;100,00;-;103234,14;-;103334,14"
"""350120 ALVARES FLORENCE"";-;-;-;8402,53;-;8402,53"
"""350130 ALVARES MACHADO"";-;15280,00;-;267979,62;-;283259,62"
"""350140 ALVARO DE CARVALHO"";-;-;-;4427,72;-;4427,72"
"""350160 AMERICANA"";-;498181,76;-;1794999,68;-;2293181,44"
"""350170 AMERICO BRASILIENSE"";-;6880,00;-;308600,17;-;315480,17"
"""350180 AMERICO DE CAMPOS"";-;-;-;24622,30;-;24622,30"
"""350190 AMPARO"";-;553517,56;-;847984,11;-;1401501,67"
"""350210 ANDRADINA"";-;33494,48;-;450225,71;-;483720,19"
"""350220 ANGATUBA"";-;-;-;200580,63;-;200580,63"
"""350230 ANHEMBI"";-;-;-;28093,61;-;28093,61"
"""350240 ANHUMAS"";-;-;-;35051,53;-;35051,53"
"""350250 APARECIDA"";-;-;-;902700,57;-;902700,57"
"""350260 APARECIDA D'OESTE"";-;-;-;18951,34;-;18951,34"
"""350270 APIAI"";-;-;-;89917,17;-;89917,17"
"""350280 ARACATUBA"";1299886,12;1415380,87;-;2806125,08;-;5521392,07"
"""350290 ARACOIABA DA SERRA"";-;2130,00;-;235250,86;-;237380,86"
"""350300 ARAMINA"";-;-;-;21702,47;-;21702,47"
"""350310 ARANDU"";-;-;-;7868,47;-;7868,47"
"""350320 ARARAQUARA"";2446073,05;1340939,64;-;3563031,61;-;7350044,30"
"""350330 ARARAS"";-;324248,33;-;1255840,18;-;1580088,51"
"""350335 ARCO-IRIS"";-;-;-;682,00;-;682,00"
"""350340 AREALVA"";-;-;-;22763,71;-;22763,71"
"""350350 AREIAS"";-;-;-;21395,31;-;21395,31"
"""350360 AREIOPOLIS"";-;-;-;41003,00;-;41003,00"
"""350370 ARIRANHA"";-;-;-;47505,74;-;47505,74"
"""350380 ARTUR NOGUEIRA"";-;-;-;209212,49;-;209212,49"
"""350390 ARUJA"";-;104320,00;-;303383,00;-;407703,00"
"""350395 ASPASIA"";-;-;-;1061,85;-;1061,85"
"""350400 ASSIS"";820937,71;456397,87;-;1180163,11;-;2457498,69"
"""350410 ATIBAIA"";-;17264,66;-;1590287,49;-;1607552,15"
"""350420 AURIFLAMA"";-;-;-;90409,62;-;90409,62"
"""350430 AVAI"";-;-;-;2711,40;-;2711,40"
"""350450 AVARE"";-;555696,51;-;971233,85;-;1526930,36"
"""350460 BADY BASSITT"";-;-;-;211662,01;-;211662,01"
"""350470 BALBINOS"";-;-;-;11966,10;-;11966,10"
"""350480 BALSAMO"";-;-;-;43176,53;-;43176,53"
"""350490 BANANAL"";-;-;-;98353,41;-;98353,41"
"""350510 BARBOSA"";-;-;-;11612,85;-;11612,85"
"""350520 BARIRI"";-;-;-;165575,83;-;165575,83"
"""350530 BARRA BONITA"";-;12859,78;-;150123,28;-;162983,06"
"""350535 BARRA DO CHAPEU"";-;-;-;19715,78;-;19715,78"
"""350550 BARRETOS"";1017735,75;2803482,99;-;9918180,36;-;13739399,10"
"""350560 BARRINHA"";-;-;-;120089,83;-;120089,83"
"""350570 BARUERI"";-;940634,84;-;5510982,43;-;6451617,27"
"""350580 BASTOS"";-;8040,00;-;164096,85;-;172136,85"
"""350590 BATATAIS"";-;434242,33;-;343213,23;-;777455,56"
"""350600 BAURU"";2200989,48;1916499,66;-;5778605,03;-;9896094,17"
"""350610 BEBEDOURO"";-;599085,26;-;963539,13;-;1562624,39"
"""350620 BENTO DE ABREU"";-;-;-;1898,10;-;1898,10"
"""350630 BERNARDINO DE CAMPOS"";-;-;-;52291,05;-;52291,05"
"""350635 BERTIOGA"";-;65050,00;-;688418,27;-;753468,27"
"""350640 BILAC"";-;-;-;43870,44;-;43870,44"
"""350650 BIRIGUI"";-;10240,00;-;619340,91;-;629580,91"
"""350670 BOA ESPERANCA DO SUL"";-;-;-;55224,41;-;55224,41"
"""350680 BOCAINA"";-;-;-;55438,61;-;55438,61"
"""350690 BOFETE"";-;-;-;1383,96;-;1383,96"
"""350700 BOITUVA"";-;-;-;408930,78;-;408930,78"
"""350710 BOM JESUS DOS PERDOES"";-;-;-;172710,25;-;172710,25"
"""350715 BOM SUCESSO DE ITARARE"";-;-;-;2,55;-;2,55"
"""350730 BORACEIA"";-;-;-;18824,20;-;18824,20"
"""350740 BORBOREMA"";-;2290,00;-;139768,47;-;142058,47"
"""350745 BOREBI"";-;-;-;1979,69;-;1979,69"
"""350750 BOTUCATU"";1134585,65;1719860,77;-;4495712,83;-;7350159,25"
"""350760 BRAGANCA PAULISTA"";-;960323,62;-;2668452,56;-;3628776,18"
"""350790 BROTAS"";-;-;-;103322,86;-;103322,86"
"""350800 BURI"";-;-;-;133558,11;-;133558,11"
"""350810 BURITAMA"";-;42868,80;-;376583,61;-;419452,41"
"""350820 BURITIZAL"";-;-;-;4653,16;-;4653,16"
"""350830 CABRALIA PAULISTA"";-;-;-;6339,46;-;6339,46"
"""350840 CABREUVA"";-;800,36;-;782400,00;-;783200,36"
"""350860 CACHOEIRA PAULISTA"";-;-;-;225684,49;-;225684,49"
"""350870 CACONDE"";-;20416,24;-;17255,37;-;37671,61"
"""350880 CAFELANDIA"";-;-;-;57085,59;-;57085,59"
"""350890 CAIABU"";-;-;-;2188,15;-;2188,15"
"""350900 CAIEIRAS"";-;13960,00;-;769576,86;-;783536,86"
"""350910 CAIUA"";-;-;-;2721,06;-;2721,06"
"""350920 CAJAMAR"";-;12412,00;-;1059248,50;-;1071660,50"
"""350930 CAJOBI"";-;-;-;61290,49;-;61290,49"
"""350940 CAJURU"";-;-;-;175829,57;-;175829,57"
"""350945 CAMPINA DO MONTE ALEGRE"";-;-;-;23870,47;-;23870,47"
"""350950 CAMPINAS"";5725823,92;6778161,26;-;15894315,59;-;28398300,77"
"""350960 CAMPO LIMPO PAULISTA"";-;642269,03;-;792094,44;-;1434363,47"
"""350970 CAMPOS DO JORDAO"";-;-;-;368497,05;-;368497,05"
"""350980 CAMPOS NOVOS PAULISTA"";-;2480,00;-;16768,23;-;19248,23"
"""351015 CANITAR"";-;-;-;21372,85;-;21372,85"
"""351020 CAPAO BONITO"";-;-;-;261073,41;-;261073,41"
"""351030 CAPELA DO ALTO"";-;-;-;187419,84;-;187419,84"
"""351040 CAPIVARI"";-;-;-;334807,78;-;334807,78"
"""351050 CARAGUATATUBA"";-;950811,05;-;2486137,01;-;3436948,06"
"""351060 CARAPICUIBA"";-;458618,17;-;1345820,81;-;1804438,98"
"""351070 CARDOSO"";-;-;-;520834,80;-;520834,80"
"""351080 CASA BRANCA"";-;15675,12;-;463124,07;-;478799,19"
"""351110 CATANDUVA"";-;440979,65;-;2639102,62;-;3080082,27"
"""351120 CATIGUA"";-;-;-;4784,84;-;4784,84"
"""351130 CEDRAL"";-;-;-;64148,42;-;64148,42"
"""351140 CERQUEIRA CESAR"";-;-;-;144734,35;-;144734,35"
"""351150 CERQUILHO"";-;-;-;461024,79;-;461024,79"
"""351160 CESARIO LANGE"";-;-;-;117279,88;-;117279,88"
"""351170 CHARQUEADA"";-;-;-;147102,51;-;147102,51"
"""351190 CLEMENTINA"";-;-;-;33092,53;-;33092,53"
"""351200 COLINA"";-;66673,48;-;182292,72;-;248966,20"
"""351210 COLOMBIA"";-;-;-;16036,60;-;16036,60"
"""351220 CONCHAL"";-;-;-;593058,49;-;593058,49"
"""351230 CONCHAS"";-;-;-;118897,55;-;118897,55"
"""351250 COROADOS"";-;-;-;9355,20;-;9355,20"
"""351270 CORUMBATAI"";-;-;-;11264,54;-;11264,54"
"""351280 COSMOPOLIS"";-;200,00;-;299078,20;-;299278,20"
"""351300 COTIA"";-;-;-;1165556,53;-;1165556,53"
"""351320 CRISTAIS PAULISTA"";-;-;-;55441,40;-;55441,40"
"""351340 CRUZEIRO"";-;340992,55;-;489827,38;-;830819,93"
"""351350 CUBATAO"";-;220163,17;-;1094304,94;-;1314468,11"
"""351360 CUNHA"";-;-;-;163597,34;-;163597,34"
"""351370 DESCALVADO"";-;16858,28;-;215511,26;-;232369,54"
"""351380 DIADEMA"";361639,41;1223224,44;-;2486295,42;-;4071159,27"
"""351385 DIRCE REIS"";-;-;-;4950,00;-;4950,00"
"""351390 DIVINOLANDIA"";-;81890,97;-;1049051,54;-;1130942,51"
"""351400 DOBRADA"";-;-;-;5176,40;-;5176,40"
"""351410 DOIS CORREGOS"";-;-;-;75828,95;-;75828,95"
"""351420 DOLCINOPOLIS"";-;-;-;1342,99;-;1342,99"
"""351430 DOURADO"";-;-;-;50389,45;-;50389,45"
"""351440 DRACENA"";-;534119,73;-;881243,24;-;1415362,97"
"""351450 DUARTINA"";-;-;-;67256,51;-;67256,51"
"""351460 DUMONT"";-;-;-;10290,16;-;10290,16"
"""351470 ECHAPORA"";-;-;-;28635,92;-;28635,92"
"""351492 ELISIARIO"";-;-;-;6115,54;-;6115,54"
"""351495 EMBAUBA"";-;-;-;15655,04;-;15655,04"
"""351500 EMBU DAS ARTES"";-;716322,95;-;241475,63;-;957798,58"
"""351510 EMBU-GUACU"";-;-;-;237863,05;-;237863,05"
"""351512 EMILIANOPOLIS"";-;-;-;12909,80;-;12909,80"
"""351518 ESPIRITO SANTO DO PINHAL"";-;-;-;221451,65;-;221451,65"
"""351519 ESPIRITO SANTO DO TURVO"";-;-;-;10089,77;-;10089,77"
"""351520 ESTRELA D'OESTE"";-;-;-;94883,20;-;94883,20"
"""351535 EUCLIDES DA CUNHA PAULISTA"";-;-;-;59952,62;-;59952,62"
"""351540 FARTURA"";-;-;-;151228,37;-;151228,37"
"""351550 FERNANDOPOLIS"";-;763742,45;-;764721,91;-;1528464,36"
"""351570 FERRAZ DE VASCONCELOS"";-;-;-;892571,18;-;892571,18"
"""351580 FLORA RICA"";-;-;-;3353,25;-;3353,25"
"""351590 FLOREAL"";-;-;-;23430,53;-;23430,53"
"""351600 FLORIDA PAULISTA"";-;-;-;28236,01;-;28236,01"
"""351610 FLORINEA"";-;-;-;55494,10;-;55494,10"
"""351620 FRANCA"";1626872,74;2251563,37;-;4599207,57;-;8477643,68"
"""351630 FRANCISCO MORATO"";-;562741,92;-;986373,60;-;1549115,52"
"""351640 FRANCO DA ROCHA"";372223,02;872781,95;-;1529241,61;-;2774246,58"
"""351650 GABRIEL MONTEIRO"";-;-;-;4174,71;-;4174,71"
"""351660 GALIA"";-;-;-;31117,26;-;31117,26"
"""351670 GARCA"";-;-;-;271160,71;-;271160,71"
"""351690 GENERAL SALGADO"";-;-;-;42963,75;-;42963,75"
"""351700 GETULINA"";-;49350,00;-;86343,54;-;135693,54"
"""351720 GUAICARA"";-;-;-;13315,01;-;13315,01"
"""351730 GUAIMBE"";-;-;-;25601,17;-;25601,17"
"""351740 GUAIRA"";-;1804,68;-;324752,38;-;326557,06"
"""351750 GUAPIACU"";-;-;-;100889,08;-;100889,08"
"""351760 GUAPIARA"";-;-;-;42950,70;-;42950,70"
"""351770 GUARA"";-;-;-;62698,47;-;62698,47"
"""351780 GUARACAI"";-;-;-;20532,41;-;20532,41"
"""351790 GUARACI"";-;-;-;169534,73;-;169534,73"
"""351820 GUARARAPES"";-;-;-;157128,80;-;157128,80"
"""351830 GUARAREMA"";-;300,00;-;307322,63;-;307622,63"
"""351840 GUARATINGUETA"";-;336100,58;-;779384,78;-;1115485,36"
"""351850 GUAREI"";-;-;-;61343,18;-;61343,18"
"""351860 GUARIBA"";-;25919,27;-;320146,75;-;346066,02"
"""351870 GUARUJA"";-;581454,99;-;3142775,58;-;3724230,57"
"""351880 GUARULHOS"";1562849,42;3052929,39;-;8733434,11;-;13349212,92"
"""351885 GUATAPARA"";-;300,00;-;81879,24;-;82179,24"
"""351900 HERCULANDIA"";-;80,00;-;108931,11;-;109011,11"
"""351905 HOLAMBRA"";-;-;-;30699,00;-;30699,00"
"""351907 HORTOLANDIA"";-;574098,39;-;1166788,38;-;1740886,77"
"""351910 IACANGA"";-;-;-;51223,20;-;51223,20"
"""351920 IACRI"";-;-;-;29988,92;-;29988,92"
"""351925 IARAS"";-;-;-;12148,05;-;12148,05"
"""351930 IBATE"";-;4210,92;-;232359,31;-;236570,23"
"""351940 IBIRA"";-;-;-;82656,23;-;82656,23"
"""351960 IBITINGA"";-;-;-;309596,86;-;309596,86"
"""351980 ICEM"";-;-;-;10734,89;-;10734,89"
"""351990 IEPE"";-;20278,40;-;77144,91;-;97423,31"
"""352000 IGARACU DO TIETE"";-;-;-;53538,24;-;53538,24"
"""352010 IGARAPAVA"";-;6580,00;-;156624,95;-;163204,95"
"""352020 IGARATA"";-;-;-;56867,14;-;56867,14"
"""352030 IGUAPE"";-;-;-;89472,14;-;89472,14"
"""352042 ILHA COMPRIDA"";-;-;-;78024,33;-;78024,33"
"""352044 ILHA SOLTEIRA"";-;254839,11;-;145997,46;-;400836,57"
"""352050 INDAIATUBA"";-;714285,91;-;2796666,16;-;3510952,07"
"""352060 INDIANA"";-;-;-;12453,54;-;12453,54"
"""352070 INDIAPORA"";-;-;-;56759,74;-;56759,74"
"""352080 INUBIA PAULISTA"";-;-;-;6665,03;-;6665,03"
"""352090 IPAUSSU"";-;-;-;124134,56;-;124134,56"
"""352100 IPERO"";-;-;-;172335,26;-;172335,26"
"""352110 IPEUNA"";-;-;-;76454,15;-;76454,15"
"""352115 IPIGUA"";-;-;-;16213,87;-;16213,87"
"""352120 IPORANGA"";-;-;-;23051,38;-;23051,38"
"""352130 IPUA"";-;-;-;45518,36;-;45518,36"
"""352150 IRAPUA"";-;-;-;9457,17;-;9457,17"
"""352160 IRAPURU"";-;-;-;4380,30;-;4380,30"
"""352180 ITAI"";-;700,00;-;72498,05;-;73198,05"
"""352190 ITAJOBI"";-;-;-;53859,01;-;53859,01"
"""352210 ITANHAEM"";-;-;-;77704,28;-;77704,28"
"""352215 ITAOCA"";-;-;-;4231,20;-;4231,20"
"""352220 ITAPECERICA DA SERRA"";-;606242,48;-;1433401,69;-;2039644,17"
"""352230 ITAPETININGA"";-;707225,11;-;1585009,25;-;2292234,36"
"""352240 ITAPEVA"";-;654555,71;-;1417108,01;-;2071663,72"
"""352250 ITAPEVI"";-;12567,06;-;527861,28;-;540428,34"
"""352260 ITAPIRA"";-;28616,80;-;491386,19;-;520002,99"
"""352270 ITAPOLIS"";-;32808,44;-;341864,32;-;374672,76"
"""352280 ITAPORANGA"";-;-;-;82637,39;-;82637,39"
"""352310 ITAQUAQUECETUBA"";-;415185,38;-;1594669,38;-;2009854,76"
"""352320 ITARARE"";-;220,00;-;320555,67;-;320775,67"
"""352330 ITARIRI"";-;-;-;52688,57;-;52688,57"
"""352340 ITATIBA"";-;282718,98;-;911820,46;-;1194539,44"
"""352350 ITATINGA"";-;-;-;118113,00;-;118113,00"
"""352370 ITIRAPUA"";-;-;-;10810,25;-;10810,25"
"""352390 ITU"";-;1041286,96;-;1312275,02;-;2353561,98"
"""352400 ITUPEVA"";-;7045,00;-;554936,83;-;561981,83"
"""352410 ITUVERAVA"";-;447115,59;-;599954,58;-;1047070,17"
"""352420 JABORANDI"";-;23949,82;-;60890,72;-;84840,54"
"""352430 JABOTICABAL"";-;459473,38;-;481819,56;-;941292,94"
"""352440 JACAREI"";-;793007,67;-;2541433,52;-;3334441,19"
"""352450 JACI"";-;-;-;132719,91;-;132719,91"
"""352460 JACUPIRANGA"";-;-;-;91012,74;-;91012,74"
"""352470 JAGUARIUNA"";-;250,00;-;519233,71;-;519483,71"
"""352480 JALES"";-;321840,60;-;2175433,04;-;2497273,64"
"""352500 JANDIRA"";-;-;-;711076,26;-;711076,26"
"""352520 JARINU"";-;-;-;305334,21;-;305334,21"
"""352530 JAU"";-;2209570,39;-;5165222,56;-;7374792,95"
"""352540 JERIQUARA"";-;-;-;4745,13;-;4745,13"
"""352560 JOAO RAMALHO"";-;-;-;20751,63;-;20751,63"
"""352570 JOSE BONIFACIO"";-;-;-;245270,48;-;245270,48"
"""352585 JUMIRIM"";-;-;-;7639,19;-;7639,19"
"""352590 JUNDIAI"";-;1292902,64;-;6929339,68;-;8222242,32"
"""352600 JUNQUEIROPOLIS"";-;560,00;-;98194,47;-;98754,47"
"""352610 JUQUIA"";-;-;-;115473,69;-;115473,69"
"""352620 JUQUITIBA"";-;-;-;4803,76;-;4803,76"
"""352640 LARANJAL PAULISTA"";-;-;-;152599,58;-;152599,58"
"""352670 LEME"";-;436319,86;-;1058900,33;-;1495220,19"
"""352680 LENCOIS PAULISTA"";-;3255,60;-;652738,85;-;655994,45"
