"""Munic¡pio"";""02 Assistˆncia Farmacˆutica"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""07 Vigilƒncia em Sa£de"";""Total"""
"""251100 PEDRA BRANCA"";-;-;-;4086,42;-;4086,42"
"""251120 PEDRAS DE FOGO"";-;-;-;172842,32;-;172842,32"
"""251130 PIANCO"";-;1125,00;-;210552,20;-;211677,20"
"""251140 PICUI"";-;-;-;198422,73;-;198422,73"
"""251150 PILAR"";-;-;-;20202,14;-;20202,14"
"""251170 PILOEZINHOS"";-;-;-;199,22;-;199,22"
"""251180 PIRPIRITUBA"";-;-;-;16258,09;-;16258,09"
"""251200 POCINHOS"";-;-;-;127944,57;-;127944,57"
"""251203 POCO DANTAS"";-;-;-;12997,39;-;12997,39"
"""251207 POCO DE JOSE DE MOURA"";-;-;-;18249,05;-;18249,05"
"""251210 POMBAL"";-;5460,00;-;263113,30;-;268573,30"
"""251220 PRATA"";-;-;-;23690,01;-;23690,01"
"""251230 PRINCESA ISABEL"";-;-;-;157276,58;-;157276,58"
"""251240 PUXINANA"";-;-;-;50732,30;-;50732,30"
"""251250 QUEIMADAS"";-;18400,00;-;248620,66;-;267020,66"
"""251270 REMIGIO"";-;-;-;26915,36;-;26915,36"
"""251272 PEDRO REGIS"";-;-;-;17342,03;-;17342,03"
"""251274 RIACHAO"";-;-;-;14439,07;-;14439,07"
"""251275 RIACHAO DO BACAMARTE"";-;-;-;1750,00;-;1750,00"
"""251278 RIACHO DE SANTO ANTONIO"";-;-;-;5182,95;-;5182,95"
"""251280 RIACHO DOS CAVALOS"";-;-;-;14392,75;-;14392,75"
"""251290 RIO TINTO"";-;-;-;24213,83;-;24213,83"
"""251310 SALGADO DE SAO FELIX"";-;-;-;9953,05;-;9953,05"
"""251320 SANTA CRUZ"";-;-;-;11909,44;-;11909,44"
"""251330 SANTA HELENA"";-;-;-;15106,86;-;15106,86"
"""251335 SANTA INES"";-;-;-;4096,76;-;4096,76"
"""251340 SANTA LUZIA"";-;-;-;73987,34;-;73987,34"
"""251350 SANTANA DE MANGUEIRA"";-;-;-;8955,38;-;8955,38"
"""251360 SANTANA DOS GARROTES"";-;-;-;11412,71;-;11412,71"
"""251370 SANTA RITA"";-;179260,39;-;914946,93;-;1094207,32"
"""251380 SANTA TERESINHA"";-;-;-;13638,80;-;13638,80"
"""251392 SAO BENTINHO"";-;-;-;28286,21;-;28286,21"
"""251394 SAO DOMINGOS DO CARIRI"";-;-;-;10773,96;-;10773,96"
"""251398 SAO FRANCISCO"";-;-;-;7556,54;-;7556,54"
"""251400 SAO JOAO DO CARIRI"";-;-;-;5650,70;-;5650,70"
"""251410 SAO JOAO DO TIGRE"";-;-;-;448,23;-;448,23"
"""251420 SAO JOSE DA LAGOA TAPADA"";-;-;-;41107,91;-;41107,91"
"""251430 SAO JOSE DE CAIANA"";-;-;-;11487,67;-;11487,67"
"""251440 SAO JOSE DE ESPINHARAS"";-;-;-;3270,33;-;3270,33"
"""251455 SAO JOSE DE PRINCESA"";-;-;-;21998,30;-;21998,30"
"""251465 SAO JOSE DO BREJO DO CRUZ"";-;-;-;1440,90;-;1440,90"
"""251470 SAO JOSE DO SABUGI"";-;-;-;42489,50;-;42489,50"
"""251480 SAO JOSE DOS CORDEIROS"";-;-;-;2020,68;-;2020,68"
"""251490 SAO MAMEDE"";-;-;-;15191,98;-;15191,98"
"""251500 SAO MIGUEL DE TAIPU"";-;-;-;20745,87;-;20745,87"
"""251510 SAO SEBASTIAO DE LAGOA DE ROCA"";-;-;-;28559,88;-;28559,88"
"""251520 SAO SEBASTIAO DO UMBUZEIRO"";-;-;-;5639,92;-;5639,92"
"""251540 SAO VICENTE DO SERIDO"";-;-;-;34616,18;-;34616,18"
"""251550 SERRA BRANCA"";-;-;-;24813,32;-;24813,32"
"""251560 SERRA DA RAIZ"";-;-;-;6170,44;-;6170,44"
"""251580 SERRA REDONDA"";-;-;-;8528,15;-;8528,15"
"""251590 SERRARIA"";-;-;-;42542,15;-;42542,15"
"""251600 SOLANEA"";-;25800,00;-;85421,62;-;111221,62"
"""251615 SOSSEGO"";-;-;-;4845,96;-;4845,96"
"""251620 SOUSA"";-;845995,06;-;984954,69;-;1830949,75"
"""251630 SUME"";-;-;-;111713,83;-;111713,83"
"""251640 TACIMA"";-;-;-;7577,91;-;7577,91"
"""251650 TAPEROA"";-;23226,72;-;105025,84;-;128252,56"
"""251670 TEIXEIRA"";-;-;-;44397,24;-;44397,24"
"""251700 UMBUZEIRO"";-;-;-;37889,79;-;37889,79"
"""251710 VARZEA"";-;-;-;4851,16;-;4851,16"
"""251720 VIEIROPOLIS"";-;-;-;8853,86;-;8853,86"
"""260005 ABREU E LIMA"";-;7760,00;-;814146,28;-;821906,28"
"""260010 AFOGADOS DA INGAZEIRA"";-;11280,00;-;260760,99;-;272040,99"
"""260020 AFRANIO"";-;9510,00;-;238329,51;-;247839,51"
"""260030 AGRESTINA"";-;4511,70;-;110601,21;-;115112,91"
"""260070 ALIANCA"";-;6110,00;-;117151,12;52,00;123313,12"
"""260090 AMARAJI"";-;-;-;46479,10;-;46479,10"
"""260105 ARACOIABA"";-;-;-;101354,33;-;101354,33"
"""260130 BARRA DE GUABIRABA"";-;-;-;74278,20;-;74278,20"
"""260140 BARREIROS"";-;-;-;177322,59;-;177322,59"
"""260150 BELEM DE MARIA"";-;-;-;14233,93;-;14233,93"
"""260160 BELEM DO SAO FRANCISCO"";-;-;-;37503,18;-;37503,18"
"""260200 BODOCO"";-;9520,00;-;218232,53;-;227752,53"
"""260210 BOM CONSELHO"";-;9927,94;-;52301,78;-;62229,72"
"""260220 BOM JARDIM"";-;-;-;98944,03;-;98944,03"
"""260230 BONITO"";-;15140,00;-;130861,02;-;146001,02"
"""260240 BREJAO"";-;1690,00;-;47836,79;-;49526,79"
"""260250 BREJINHO"";-;-;-;35471,32;-;35471,32"
"""260260 BREJO DA MADRE DE DEUS"";-;3900,00;-;298291,73;-;302191,73"
"""260270 BUENOS AIRES"";-;-;16,00;39901,07;44,00;39961,07"
"""260280 BUIQUE"";-;-;-;155476,75;-;155476,75"
"""260290 CABO DE SANTO AGOSTINHO"";-;2210,00;-;502812,55;-;505022,55"
"""260300 CABROBO"";-;10200,00;-;190692,07;-;200892,07"
"""260310 CACHOEIRINHA"";-;-;-;98334,17;-;98334,17"
"""260320 CAETES"";-;-;-;27459,41;-;27459,41"
"""260330 CALCADO"";-;-;-;33639,43;-;33639,43"
"""260340 CALUMBI"";-;-;-;20280,68;-;20280,68"
"""260345 CAMARAGIBE"";-;3187,60;-;1291605,24;-;1294792,84"
"""260360 CAMUTANGA"";-;-;-;29658,84;-;29658,84"
"""260370 CANHOTINHO"";-;-;-;28888,84;-;28888,84"
"""260380 CAPOEIRAS"";-;3728,00;-;76311,62;-;80039,62"
"""260390 CARNAIBA"";-;-;-;98783,01;-;98783,01"
"""260410 CARUARU"";-;367835,09;-;1344620,59;-;1712455,68"
"""260415 CASINHAS"";-;-;52,00;58924,21;60,00;59036,21"
"""260420 CATENDE"";-;-;-;218169,27;-;218169,27"
"""260440 CHA DE ALEGRIA"";-;-;36,00;54623,67;-;54659,67"
"""260450 CHA GRANDE"";-;5444,80;-;107603,28;-;113048,08"
"""260470 CORRENTES"";-;-;-;34547,82;-;34547,82"
"""260480 CORTES"";-;-;-;36093,52;-;36093,52"
"""260490 CUMARU"";-;-;-;38897,63;-;38897,63"
"""260500 CUPIRA"";-;-;-;72478,86;-;72478,86"
"""260510 CUSTODIA"";-;219,12;-;125708,34;-;125927,46"
"""260515 DORMENTES"";-;53445,10;-;75691,69;-;129136,79"
"""260530 EXU"";-;-;-;53114,13;-;53114,13"
"""260540 FEIRA NOVA"";-;-;62,00;85696,45;-;85758,45"
"""260560 FLORES"";-;-;-;81298,14;-;81298,14"
"""260580 FREI MIGUELINHO"";-;-;48,00;43610,97;-;43658,97"
"""260590 GAMELEIRA"";-;-;-;53357,20;-;53357,20"
"""260600 GARANHUNS"";-;-;-;805773,30;-;805773,30"
"""260610 GLORIA DO GOITA"";-;-;-;119607,64;-;119607,64"
"""260650 IATI"";-;2680,24;-;65523,39;-;68203,63"
"""260660 IBIMIRIM"";-;-;-;34811,99;-;34811,99"
"""260680 IGARASSU"";-;250,00;-;284460,65;-;284710,65"
"""260690 IGUARACY"";-;-;-;54237,83;-;54237,83"
"""260700 INAJA"";-;4550,00;-;34948,95;-;39498,95"
"""260710 INGAZEIRA"";-;11050,00;-;48537,12;-;59587,12"
"""260720 IPOJUCA"";-;-;-;1482891,47;-;1482891,47"
"""260760 ILHA DE ITAMARACA"";-;-;-;98558,67;-;98558,67"
"""260770 ITAPETIM"";-;219,12;-;73895,00;-;74114,12"
"""260775 ITAPISSUMA"";-;-;-;139467,05;-;139467,05"
"""260790 JABOATAO DOS GUARARAPES"";-;1456907,56;-;3703380,25;-;5160287,81"
"""260795 JAQUEIRA"";-;-;-;21354,61;-;21354,61"
"""260800 JATAUBA"";-;-;-;76908,31;-;76908,31"
"""260805 JATOBA"";-;-;-;47346,70;-;47346,70"
"""260810 JOAO ALFREDO"";-;-;-;90780,52;-;90780,52"
"""260825 JUCATI"";-;700,00;-;44392,77;-;45092,77"
"""260830 JUPI"";-;-;-;36901,20;-;36901,20"
"""260845 LAGOA DO CARRO"";-;-;-;84351,79;-;84351,79"
"""260850 LAGOA DE ITAENGA"";-;-;-;150743,22;-;150743,22"
"""260860 LAGOA DO OURO"";-;-;-;37305,73;-;37305,73"
"""260870 LAGOA DOS GATOS"";-;-;-;14992,47;-;14992,47"
"""260875 LAGOA GRANDE"";-;-;-;138402,52;-;138402,52"
"""260890 LIMOEIRO"";-;63950,40;-;725627,40;62,00;789639,80"
"""260900 MACAPARANA"";-;1430,00;74,00;74599,29;-;76103,29"
"""260915 MANARI"";-;-;-;37912,00;-;37912,00"
"""260920 MARAIAL"";-;-;-;20037,56;-;20037,56"
"""260940 MORENO"";-;10700,00;134,00;520718,03;-;531552,03"
"""260950 NAZARE DA MATA"";-;-;760,00;13301,79;-;14061,79"
"""260960 OLINDA"";-;13544,40;-;1210580,00;-;1224124,40"
"""260970 OROBO"";-;-;70,00;198513,75;38,76;198622,51"
"""260980 OROCO"";-;148736,40;-;69944,46;-;218680,86"
"""260990 OURICURI"";-;5260,00;-;110252,83;-;115512,83"
"""261000 PALMARES"";-;-;-;184971,31;-;184971,31"
"""261010 PALMEIRINA"";-;-;-;18217,93;-;18217,93"
"""261020 PANELAS"";-;3250,00;-;52236,92;-;55486,92"
"""261030 PARANATAMA"";-;1950,00;-;25185,88;-;27135,88"
"""261040 PARNAMIRIM"";-;-;-;77578,38;-;77578,38"
"""261050 PASSIRA"";-;-;-;43201,87;-;43201,87"
"""261070 PAULISTA"";-;23127,80;-;533509,42;-;556637,22"
"""261080 PEDRA"";-;-;-;37015,39;-;37015,39"
"""261100 PETROLANDIA"";-;32830,00;-;300357,88;-;333187,88"
"""261110 PETROLINA"";-;307552,38;-;1197073,65;-;1504626,03"
"""261120 POCAO"";-;-;-;79160,20;-;79160,20"
"""261140 PRIMAVERA"";-;-;12,00;60670,49;-;60682,49"
"""261150 QUIPAPA"";-;-;-;29814,29;-;29814,29"
"""261160 RECIFE"";-;1081624,65;-;7218153,44;-;8299778,09"
"""261170 RIACHO DAS ALMAS"";-;-;-;66061,94;-;66061,94"
"""261190 RIO FORMOSO"";-;-;-;98189,72;-;98189,72"
"""261200 SAIRE"";-;-;-;34682,74;-;34682,74"
"""261210 SALGADINHO"";-;-;-;37248,55;19,20;37267,75"
"""261220 SALGUEIRO"";-;-;-;125559,21;-;125559,21"
"""261230 SALOA"";-;8590,00;-;58298,56;-;66888,56"
"""261245 SANTA CRUZ"";-;79071,34;-;97473,26;-;176544,60"
"""261247 SANTA CRUZ DA BAIXA VERDE"";-;-;-;29957,78;-;29957,78"
"""261270 SANTA MARIA DO CAMBUCA"";-;-;-;49179,00;176,15;49355,15"
"""261280 SANTA TEREZINHA"";-;-;-;35581,36;-;35581,36"
"""261290 SAO BENEDITO DO SUL"";-;-;-;25684,62;-;25684,62"
"""261320 SAO JOAO"";-;4590,00;-;65295,80;-;69885,80"
"""261330 SAO JOAQUIM DO MONTE"";-;-;-;18982,52;-;18982,52"
"""261340 SAO JOSE DA COROA GRANDE"";-;-;-;99262,99;-;99262,99"
"""261350 SAO JOSE DO BELMONTE"";-;-;-;72427,67;-;72427,67"
"""261380 SAO VICENTE FERRER"";-;-;13,00;50492,21;13,36;50518,57"
"""261390 SERRA TALHADA"";-;-;-;187116,75;-;187116,75"
"""261410 SERTANIA"";-;657,36;-;167504,51;-;168161,87"
"""261420 SIRINHAEM"";-;-;-;87036,70;-;87036,70"
"""261430 MOREILANDIA"";-;-;-;55029,40;-;55029,40"
"""261440 SOLIDAO"";-;-;-;32616,22;-;32616,22"
"""261450 SURUBIM"";-;-;228,00;257132,56;200,00;257560,56"
"""261460 TABIRA"";-;1752,96;-;349957,26;-;351710,22"
"""261470 TACAIMBO"";-;-;-;26312,15;-;26312,15"
"""261480 TACARATU"";-;-;-;171625,34;-;171625,34"
"""261485 TAMANDARE"";-;-;-;135708,56;-;135708,56"
"""261500 TAQUARITINGA DO NORTE"";-;-;-;97988,80;-;97988,80"
"""261510 TEREZINHA"";-;-;-;32715,40;-;32715,40"
"""261540 TORITAMA"";-;7410,00;-;187058,45;-;194468,45"
"""261550 TRACUNHAEM"";-;-;-;28242,21;-;28242,21"
"""261570 TRIUNFO"";-;-;-;56116,21;-;56116,21"
"""261580 TUPANATINGA"";-;-;-;61205,86;-;61205,86"
"""261590 TUPARETAMA"";-;-;-;77910,19;-;77910,19"
"""261600 VENTUROSA"";-;67510,00;-;42836,47;-;110346,47"
"""261610 VERDEJANTE"";-;-;-;24372,88;-;24372,88"
"""261618 VERTENTE DO LERIO"";-;-;-;34308,46;64,00;34372,46"
"""261620 VERTENTES"";-;-;-;110283,38;-;110283,38"
"""261630 VICENCIA"";-;-;-;107368,61;-;107368,61"
"""261640 VITORIA DE SANTO ANTAO"";-;61105,00;-;577329,04;-;638434,04"
"""261650 XEXEU"";-;-;-;24438,20;-;24438,20"
"""270010 AGUA BRANCA"";-;-;-;61038,18;-;61038,18"
"""270030 ARAPIRACA"";-;2202673,37;-;4107975,31;-;6310648,68"
"""270040 ATALAIA"";-;-;-;212365,38;-;212365,38"
"""270060 BARRA DE SAO MIGUEL"";-;-;-;65893,07;-;65893,07"
"""270070 BATALHA"";-;-;-;45562,77;-;45562,77"
"""270090 BELO MONTE"";-;-;-;21233,81;-;21233,81"
"""270100 BOCA DA MATA"";-;-;-;64585,21;-;64585,21"
"""270110 BRANQUINHA"";-;-;-;21086,87;-;21086,87"
"""270120 CACIMBINHAS"";-;-;-;16839,86;-;16839,86"
"""270130 CAJUEIRO"";-;-;-;51738,23;-;51738,23"
"""270135 CAMPESTRE"";-;-;-;14372,65;-;14372,65"
"""270140 CAMPO ALEGRE"";-;-;-;144113,61;-;144113,61"
"""270160 CANAPI"";-;-;-;39238,42;-;39238,42"
"""270170 CAPELA"";-;-;-;36235,61;-;36235,61"
"""270180 CARNEIROS"";-;-;-;9500,60;-;9500,60"
"""270190 CHA PRETA"";-;-;-;12017,80;-;12017,80"
"""270210 COLONIA LEOPOLDINA"";-;-;-;76912,25;-;76912,25"
"""270220 COQUEIRO SECO"";-;-;-;17914,28;-;17914,28"
"""270235 CRAIBAS"";-;601,56;-;30569,48;-;31171,04"
"""270240 DELMIRO GOUVEIA"";-;-;-;314158,89;-;314158,89"
"""270255 ESTRELA DE ALAGOAS"";-;-;-;43096,87;-;43096,87"
"""270260 FEIRA GRANDE"";-;-;-;70094,32;-;70094,32"
"""270270 FELIZ DESERTO"";-;-;-;7003,80;-;7003,80"
"""270280 FLEXEIRAS"";-;-;-;39550,83;-;39550,83"
"""270300 IBATEGUARA"";-;-;-;23659,76;-;23659,76"
"""270310 IGACI"";-;-;-;46357,12;-;46357,12"
"""270320 IGREJA NOVA"";-;-;-;53625,23;-;53625,23"
"""270340 JACARE DOS HOMENS"";-;-;-;19930,96;-;19930,96"
"""270350 JACUIPE"";-;-;-;505,13;-;505,13"
"""270360 JAPARATINGA"";-;-;-;23390,33;-;23390,33"
"""270370 JARAMATAIA"";-;-;-;25412,50;-;25412,50"
"""270375 JEQUIA DA PRAIA"";-;-;-;26357,71;-;26357,71"
"""270380 JOAQUIM GOMES"";-;-;-;105888,53;-;105888,53"
"""270400 JUNQUEIRO"";-;-;-;87988,16;-;87988,16"
"""270430 MACEIO"";521839,15;6422361,99;-;14541700,17;-;21485901,31"
"""270440 MAJOR ISIDORO"";-;-;-;15540,30;-;15540,30"
"""270470 MARECHAL DEODORO"";-;-;-;193497,72;-;193497,72"
"""270490 MAR VERMELHO"";-;-;-;9047,43;-;9047,43"
"""270510 MATRIZ DE CAMARAGIBE"";-;-;-;90124,81;-;90124,81"
"""270520 MESSIAS"";-;-;-;63930,30;-;63930,30"
"""270530 MINADOR DO NEGRAO"";-;-;-;13877,05;-;13877,05"
"""270540 MONTEIROPOLIS"";-;-;-;16440,81;-;16440,81"
"""270550 MURICI"";-;-;-;139914,99;-;139914,99"
"""270560 NOVO LINO"";-;-;-;12564,61;-;12564,61"
"""270570 OLHO D'AGUA DAS FLORES"";-;-;-;65163,82;-;65163,82"
"""270590 OLHO D'AGUA GRANDE"";-;-;-;1603,25;-;1603,25"
"""270600 OLIVENCA"";-;-;-;10511,60;-;10511,60"
"""270610 OURO BRANCO"";-;-;-;20088,35;-;20088,35"
"""270620 PALESTINA"";-;-;-;2966,20;-;2966,20"
"""270630 PALMEIRA DOS INDIOS"";-;441156,25;-;427818,24;-;868974,49"
"""270644 PARIPUEIRA"";-;-;-;73821,43;-;73821,43"
"""270650 PASSO DE CAMARAGIBE"";-;-;-;35227,84;-;35227,84"
"""270660 PAULO JACINTO"";-;-;-;43856,40;-;43856,40"
"""270670 PENEDO"";-;-;-;1044493,72;-;1044493,72"
"""270690 PILAR"";-;-;-;246369,07;-;246369,07"
"""270710 PIRANHAS"";-;-;-;157680,44;-;157680,44"
"""270720 POCO DAS TRINCHEIRAS"";-;-;-;22701,06;-;22701,06"
"""270730 PORTO CALVO"";-;-;-;394425,32;-;394425,32"
"""270760 QUEBRANGULO"";-;-;-;50324,16;-;50324,16"
"""270770 RIO LARGO"";-;-;-;203138,99;-;203138,99"
"""270780 ROTEIRO"";-;-;-;21524,45;-;21524,45"
"""270800 SANTANA DO IPANEMA"";-;1203,12;-;533057,07;-;534260,19"
"""270810 SANTANA DO MUNDAU"";-;-;-;27036,23;-;27036,23"
"""270820 SAO BRAS"";-;-;-;14016,36;-;14016,36"
"""270840 SAO JOSE DA TAPERA"";-;-;-;82724,35;-;82724,35"
"""270850 SAO LUIS DO QUITUNDE"";-;-;-;108728,45;-;108728,45"
"""270860 SAO MIGUEL DOS CAMPOS"";-;641192,93;-;422255,91;-;1063448,84"
"""270890 SATUBA"";-;-;-;18652,58;-;18652,58"
"""270895 SENADOR RUI PALMEIRA"";-;-;-;28032,14;-;28032,14"
"""270910 TAQUARANA"";-;-;-;61928,17;-;61928,17"
"""270915 TEOTONIO VILELA"";-;-;-;162149,91;-;162149,91"
"""270920 TRAIPU"";-;-;-;30038,70;-;30038,70"
"""270930 UNIAO DOS PALMARES"";-;-;-;423532,56;-;423532,56"
"""270940 VICOSA"";-;-;-;114604,99;-;114604,99"
"""280020 AQUIDABA"";-;-;-;99996,11;-;99996,11"
"""280030 ARACAJU"";2123679,47;4316789,53;-;11074868,25;-;17515337,25"
"""280040 ARAUA"";-;-;-;37061,83;-;37061,83"
"""280050 AREIA BRANCA"";-;-;-;1950,97;-;1950,97"
"""280060 BARRA DOS COQUEIROS"";-;-;-;118421,30;-;118421,30"
"""280067 BOQUIM"";-;-;-;2928,54;-;2928,54"
"""280100 CAMPO DO BRITO"";-;-;-;31323,89;-;31323,89"
"""280130 CAPELA"";-;-;-;55688,44;-;55688,44"
"""280140 CARIRA"";-;-;-;51991,22;-;51991,22"
"""280150 CARMOPOLIS"";-;-;-;3960,50;-;3960,50"
"""280170 CRISTINAPOLIS"";-;-;-;14502,46;-;14502,46"
"""280210 ESTANCIA"";-;423596,59;-;803833,59;-;1227430,18"
"""280230 FREI PAULO"";-;-;-;74186,28;-;74186,28"
"""280270 ILHA DAS FLORES"";-;-;-;5240,18;-;5240,18"
"""280280 INDIAROBA"";-;-;-;56699,73;-;56699,73"
"""280290 ITABAIANA"";-;634754,22;-;1066767,93;-;1701522,15"
"""280300 ITABAIANINHA"";-;75,00;-;187980,42;-;188055,42"
"""280310 ITABI"";-;-;-;1075,20;-;1075,20"
"""280320 ITAPORANGA D'AJUDA"";-;-;-;130763,35;-;130763,35"
"""280330 JAPARATUBA"";-;-;-;23686,18;-;23686,18"
"""280340 JAPOATA"";-;-;-;20535,34;-;20535,34"
"""280350 LAGARTO"";-;398114,58;-;914658,94;-;1312773,52"
"""280360 LARANJEIRAS"";-;-;-;26816,14;-;26816,14"
"""280380 MALHADA DOS BOIS"";-;-;-;1526,64;-;1526,64"
"""280400 MARUIM"";-;-;-;71026,89;-;71026,89"
"""280430 MURIBECA"";-;-;-;11640,00;-;11640,00"
"""280440 NEOPOLIS"";-;-;-;53176,52;-;53176,52"
"""280450 NOSSA SENHORA DA GLORIA"";-;-;-;485708,88;-;485708,88"
"""280460 NOSSA SENHORA DAS DORES"";-;-;-;26945,22;-;26945,22"
"""280470 NOSSA SENHORA DE LOURDES"";-;-;-;1818,40;-;1818,40"
"""280480 NOSSA SENHORA DO SOCORRO"";-;-;-;891410,49;-;891410,49"
"""280490 PACATUBA"";-;-;-;10552,28;-;10552,28"
"""280500 PEDRA MOLE"";-;-;-;6052,19;-;6052,19"
"""280510 PEDRINHAS"";-;-;-;653,80;-;653,80"
"""280520 PINHAO"";-;-;-;11059,77;-;11059,77"
"""280540 POCO REDONDO"";-;-;-;41450,84;-;41450,84"
"""280550 POCO VERDE"";-;-;-;32018,02;-;32018,02"
"""280560 PORTO DA FOLHA"";-;-;-;75117,07;-;75117,07"
"""280570 PROPRIA"";-;-;-;452786,43;-;452786,43"
"""280590 RIACHUELO"";-;-;-;16152,68;-;16152,68"
"""280600 RIBEIROPOLIS"";-;-;-;6912,34;-;6912,34"
"""280620 SALGADO"";-;-;-;15921,32;-;15921,32"
"""280630 SANTA LUZIA DO ITANHY"";-;-;-;1919,65;-;1919,65"
"""280640 SANTANA DO SAO FRANCISCO"";-;-;-;3044,49;-;3044,49"
"""280660 SANTO AMARO DAS BROTAS"";-;-;-;11041,34;-;11041,34"
"""280670 SAO CRISTOVAO"";-;-;-;226131,88;-;226131,88"
"""280680 SAO DOMINGOS"";-;-;-;14886,38;-;14886,38"
"""280710 SIMAO DIAS"";-;-;-;171026,42;-;171026,42"
"""280720 SIRIRI"";-;-;-;602,43;-;602,43"
"""280740 TOBIAS BARRETO"";-;-;-;278931,63;-;278931,63"
"""280750 TOMAR DO GERU"";-;-;-;37022,82;-;37022,82"
"""280760 UMBAUBA"";-;-;-;77010,95;-;77010,95"
"""290010 ABAIRA"";-;-;-;3804,15;-;3804,15"
"""290020 ABARE"";-;-;-;44484,47;-;44484,47"
"""290030 ACAJUTIBA"";-;-;-;5225,49;-;5225,49"
"""290035 ADUSTINA"";-;96359,52;-;68088,22;-;164447,74"
"""290040 AGUA FRIA"";-;-;-;8003,48;-;8003,48"
"""290050 ERICO CARDOSO"";-;-;-;5988,15;-;5988,15"
"""290060 AIQUARA"";-;-;-;1087,80;-;1087,80"
"""290070 ALAGOINHAS"";69413,51;916449,69;-;1077214,26;-;2063077,46"
"""290090 ALMADINA"";-;-;-;1451,40;-;1451,40"
"""290100 AMARGOSA"";39628,61;7632,78;-;457579,15;-;504840,54"
"""290110 AMELIA RODRIGUES"";-;-;-;95059,46;-;95059,46"
"""290115 AMERICA DOURADA"";-;55455,94;-;55723,54;-;111179,48"
"""290130 ANDARAI"";-;-;-;31336,55;-;31336,55"
"""290135 ANDORINHA"";-;66123,26;-;18625,76;-;84749,02"
"""290150 ANGUERA"";-;-;-;6380,44;-;6380,44"
"""290160 ANTAS"";-;-;-;121429,49;-;121429,49"
"""290170 ANTONIO CARDOSO"";-;-;-;24443,66;-;24443,66"
"""290200 ARACATU"";-;-;-;16817,34;-;16817,34"
"""290205 ARACAS"";-;-;-;12710,42;-;12710,42"
"""290210 ARACI"";-;103259,06;-;217452,72;-;320711,78"
"""290240 AURELINO LEAL"";-;-;-;104081,35;-;104081,35"
"""290250 BAIANOPOLIS"";-;-;-;28836,24;-;28836,24"
"""290260 BAIXA GRANDE"";-;55159,68;-;68111,86;-;123271,54"
"""290270 BARRA"";-;-;-;26298,08;-;26298,08"
"""290280 BARRA DA ESTIVA"";-;-;-;42249,49;-;42249,49"
"""290290 BARRA DO CHOCA"";-;-;-;15214,81;-;15214,81"
"""290300 BARRA DO MENDES"";-;78409,24;-;85740,65;-;164149,89"
"""290310 BARRA DO ROCHA"";-;-;-;14822,98;-;14822,98"
"""290320 BARREIRAS"";27943,68;978766,48;-;3319398,43;-;4326108,59"
"""290323 BARRO ALTO"";-;86677,18;-;48188,53;-;134865,71"
"""290327 BARROCAS"";-;49470,12;-;75794,45;-;125264,57"
"""290330 BARRO PRETO"";-;-;-;31066,98;-;31066,98"
"""290340 BELMONTE"";-;-;-;45637,67;-;45637,67"
"""290350 BELO CAMPO"";-;32194,84;-;95217,93;-;127412,77"
"""290360 BIRITINGA"";-;62426,58;-;60775,53;-;123202,11"
"""290370 BOA NOVA"";-;-;-;673,20;-;673,20"
"""290380 BOA VISTA DO TUPIM"";-;-;-;7675,63;-;7675,63"
"""290390 BOM JESUS DA LAPA"";-;473255,12;-;356404,96;-;829660,08"
"""290395 BOM JESUS DA SERRA"";-;64440,20;-;26204,96;-;90645,16"
"""290405 BONITO"";-;-;-;60653,28;-;60653,28"
"""290410 BOQUIRA"";58982,95;-;-;40484,62;-;99467,57"
"""290420 BOTUPORA"";-;-;-;20768,72;-;20768,72"
"""290430 BREJOES"";-;-;-;13537,86;-;13537,86"
"""290440 BREJOLANDIA"";-;-;-;20817,60;-;20817,60"
"""290450 BROTAS DE MACAUBAS"";-;-;-;34032,33;-;34032,33"
"""290460 BRUMADO"";71140,42;799390,78;-;944414,97;-;1814946,17"
"""290470 BUERAREMA"";-;-;-;8178,00;-;8178,00"
"""290475 BURITIRAMA"";-;-;-;54397,01;-;54397,01"
"""290480 CAATIBA"";-;10600,74;-;21239,69;-;31840,43"
"""290490 CACHOEIRA"";-;-;-;59960,81;-;59960,81"
"""290500 CACULE"";-;-;-;54785,18;-;54785,18"
"""290510 CAEM"";-;-;-;39237,84;-;39237,84"
"""290520 CAETITE"";51144,36;-;-;303858,42;-;355002,78"
"""290540 CAIRU"";-;-;-;3381,60;-;3381,60"
"""290560 CAMACAN"";-;-;-;122445,23;-;122445,23"
"""290570 CAMACARI"";-;1029888,06;-;2681098,34;-;3710986,40"
"""290580 CAMAMU"";-;-;-;26943,06;-;26943,06"
"""290590 CAMPO ALEGRE DE LOURDES"";-;-;-;37052,52;-;37052,52"
"""290600 CAMPO FORMOSO"";-;-;-;402478,21;-;402478,21"
"""290620 CANARANA"";-;97420,28;-;85505,39;-;182925,67"
"""290630 CANAVIEIRAS"";-;-;-;46183,51;-;46183,51"
"""290640 CANDEAL"";-;-;-;10993,48;-;10993,48"
"""290650 CANDEIAS"";-;171639,24;-;26904,88;-;198544,12"
"""290670 CANDIDO SALES"";-;23164,58;-;52213,81;-;75378,39"
"""290680 CANSANCAO"";-;-;-;119115,83;-;119115,83"
