"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""312990 IBITIURA DE MINAS"";-;3;-;165;168"
"""313000 IBITURUNA"";27772;451;-;290;28513"
"""313005 ICARAI DE MINAS"";-;7571;-;2149;9720"
"""313010 IGARAPE"";181055;784980;367;7708;974110"
"""313020 IGARATINGA"";-;31252;-;8702;39954"
"""313030 IGUATAMA"";257;43583;-;17740;61580"
"""313040 IJACI"";20508;1496;-;-;22004"
"""313050 ILICINEA"";33764;23108;-;3369;60241"
"""313055 IMBE DE MINAS"";-;4391;-;5688;10079"
"""313060 INCONFIDENTES"";1439;1379;-;395;3213"
"""313065 INDAIABIRA"";-;20314;-;1873;22187"
"""313070 INDIANOPOLIS"";4210;11041;-;12436;27687"
"""313080 INGAI"";-;5057;-;-;5057"
"""313090 INHAPIM"";72821;161995;-;36098;270914"
"""313100 INHAUMA"";17186;11991;-;2476;31653"
"""313110 INIMUTABA"";6417;16727;-;24087;47231"
"""313115 IPABA"";255;117312;-;3535;121102"
"""313120 IPANEMA"";33115;150666;56;26451;210288"
"""313130 IPATINGA"";97503;2522024;86066;106002;2811595"
"""313140 IPIACU"";5056;5097;-;3073;13226"
"""313150 IPUIUNA"";10088;59982;299;3279;73648"
"""313160 IRAI DE MINAS"";21768;24075;-;2491;48334"
"""313170 ITABIRA"";384552;1184230;2972530;69657;4610969"
"""313180 ITABIRINHA"";9896;68418;-;24076;102390"
"""313190 ITABIRITO"";528039;564904;3536;25558;1122037"
"""313200 ITACAMBIRA"";-;7156;-;6043;13199"
"""313210 ITACARAMBI"";83742;168044;-;92294;344080"
"""313220 ITAGUARA"";99703;45835;18;15957;161513"
"""313230 ITAIPE"";-;23078;-;436;23514"
"""313240 ITAJUBA"";161307;756206;33617;14979;966109"
"""313250 ITAMARANDIBA"";974487;270864;1;35224;1280576"
"""313260 ITAMARATI DE MINAS"";34500;1147;-;133;35780"
"""313270 ITAMBACURI"";16238;200998;-;2982;220218"
"""313280 ITAMBE DO MATO DENTRO"";-;14045;-;-;14045"
"""313290 ITAMOGI"";1686;55881;81;15158;72806"
"""313300 ITAMONTE"";98737;69420;-;47436;215593"
"""313310 ITANHANDU"";41245;248030;1771;15274;306320"
"""313320 ITANHOMI"";-;44066;-;213;44279"
"""313330 ITAOBIM"";6607;177999;27213;17947;229766"
"""313340 ITAPAGIPE"";108428;111183;1;24195;243807"
"""313350 ITAPECERICA"";13168;100263;-;7673;121104"
"""313360 ITAPEVA"";9477;31248;-;4864;45589"
"""313370 ITATIAIUCU"";140133;14702;-;2320;157155"
"""313375 ITAU DE MINAS"";121035;90537;-;3828;215400"
"""313380 ITAUNA"";169289;685457;23630;35874;914250"
"""313390 ITAVERAVA"";-;1925;-;3018;4943"
"""313400 ITINGA"";47220;29603;-;38048;114871"
"""313410 ITUETA"";896;18896;-;14569;34361"
"""313420 ITUIUTABA"";1317864;993589;1458468;100225;3870146"
"""313430 ITUMIRIM"";-;2452;-;-;2452"
"""313440 ITURAMA"";270210;337605;2793;43738;654346"
"""313450 ITUTINGA"";65693;9227;-;11286;86206"
"""313460 JABOTICATUBAS"";121548;212281;-;7456;341285"
"""313470 JACINTO"";37349;101184;1110;26429;166072"
"""313480 JACUI"";8712;15419;-;14516;38647"
"""313490 JACUTINGA"";4839;238762;-;1115;244716"
"""313500 JAGUARACU"";1;4482;-;6252;10735"
"""313505 JAIBA"";379;187331;-;24206;211916"
"""313507 JAMPRUCA"";-;1072;-;45;1117"
"""313510 JANAUBA"";9186;893628;69232;74077;1046123"
"""313520 JANUARIA"";430274;517482;1428503;53944;2430203"
"""313530 JAPARAIBA"";114;5769;-;12268;18151"
"""313535 JAPONVAR"";12001;18840;-;6656;37497"
"""313540 JECEABA"";4;29924;-;2698;32626"
"""313545 JENIPAPO DE MINAS"";182;16089;-;27513;43784"
"""313550 JEQUERI"";276021;14349;-;14546;304916"
"""313560 JEQUITAI"";31563;16122;-;2807;50492"
"""313570 JEQUITIBA"";11030;13302;-;9178;33510"
"""313580 JEQUITINHONHA"";2680;159644;-;100178;262502"
"""313590 JESUANIA"";8665;18333;-;2467;29465"
"""313600 JOAIMA"";302;64782;-;17648;82732"
"""313610 JOANESIA"";12055;959;-;42566;55580"
"""313620 JOAO MONLEVADE"";7053;908706;35519;4507;955785"
"""313630 JOAO PINHEIRO"";191519;524519;4146;20987;741171"
"""313640 JOAQUIM FELICIO"";696;9822;-;7221;17739"
"""313650 JORDANIA"";8531;22825;-;2251;33607"
"""313652 JOSE GONCALVES DE MINAS"";4238;17337;-;21842;43417"
"""313655 JOSE RAYDAN"";-;-;-;4386;4386"
"""313657 JOSENOPOLIS"";884;12453;-;13543;26880"
"""313660 NOVA UNIAO"";106212;9535;-;1950;117697"
"""313665 JUATUBA"";75779;74431;-;1459;151669"
"""313670 JUIZ DE FORA"";472245;7165261;4973633;427729;13038868"
"""313680 JURAMENTO"";-;8186;-;1046;9232"
"""313690 JURUAIA"";5734;57616;64;7120;70534"
"""313695 JUVENILIA"";-;326;-;265;591"
"""313700 LADAINHA"";285;30127;-;14919;45331"
"""313710 LAGAMAR"";34181;23021;-;9095;66297"
"""313720 LAGOA DA PRATA"";2529;513866;-;68911;585306"
"""313730 LAGOA DOS PATOS"";7956;980;-;231;9167"
"""313740 LAGOA DOURADA"";126836;69029;-;152;196017"
"""313750 LAGOA FORMOSA"";42870;142632;5755;8997;200254"
"""313753 LAGOA GRANDE"";169358;40120;-;2388;211866"
"""313760 LAGOA SANTA"";6331;542260;2096;55183;605870"
"""313770 LAJINHA"";35988;41194;-;12896;90078"
"""313780 LAMBARI"";102287;61239;-;40036;203562"
"""313790 LAMIM"";12871;982;-;36;13889"
"""313800 LARANJAL"";3136;43978;-;2235;49349"
"""313810 LASSANCE"";34727;30286;-;15154;80167"
"""313820 LAVRAS"";96312;1068955;39491;14441;1219199"
"""313830 LEANDRO FERREIRA"";-;1077;-;70;1147"
"""313835 LEME DO PRADO"";37;12782;-;8273;21092"
"""313840 LEOPOLDINA"";2647;255014;1705263;12375;1975299"
"""313850 LIBERDADE"";204;7331;-;253;7788"
"""313860 LIMA DUARTE"";9868;7480;-;52;17400"
"""313862 LIMEIRA DO OESTE"";114144;24447;-;12354;150945"
"""313865 LONTRA"";23810;14921;-;2220;40951"
"""313867 LUISBURGO"";41;1523;-;9969;11533"
"""313868 LUISLANDIA"";2073;13280;-;12545;27898"
"""313870 LUMINARIAS"";47155;4591;-;15628;67374"
"""313880 LUZ"";3;74671;-;49370;124044"
"""313890 MACHACALIS"";24214;56584;-;10074;90872"
"""313900 MACHADO"";28518;338660;40;40962;408180"
"""313910 MADRE DE DEUS DE MINAS"";25931;1333;-;22414;49678"
"""313920 MALACACHETA"";890;50884;-;10085;61859"
"""313925 MAMONAS"";855;18674;-;12754;32283"
"""313930 MANGA"";1010;187572;673;42468;231723"
"""313940 MANHUACU"";92726;1277592;42167;182846;1595331"
"""313950 MANHUMIRIM"";77360;257114;2119789;33155;2487418"
"""313960 MANTENA"";87520;301522;5813;59537;454392"
"""313970 MARAVILHAS"";17173;40897;-;3628;61698"
"""313980 MAR DE ESPANHA"";-;23519;-;102;23621"
"""313990 MARIA DA FE"";4516;47646;-;6147;58309"
"""314000 MARIANA"";158438;550011;29328;414;738191"
"""314010 MARILAC"";26;5392;-;337;5755"
"""314015 MARIO CAMPOS"";382;55685;-;16026;72093"
"""314020 MARIPA DE MINAS"";6823;1065;-;2132;10020"
"""314030 MARLIERIA"";-;2261;-;943;3204"
"""314040 MARMELOPOLIS"";-;-;-;2646;2646"
"""314050 MARTINHO CAMPOS"";1407;51264;-;23902;76573"
"""314053 MARTINS SOARES"";25939;3307;-;181;29427"
"""314055 MATA VERDE"";18333;57587;-;23280;99200"
"""314060 MATERLANDIA"";-;8191;-;3255;11446"
"""314070 MATEUS LEME"";997664;412654;544;8274;1419136"
"""314080 MATIAS BARBOSA"";44140;42330;-;8;86478"
"""314085 MATIAS CARDOSO"";663;31658;-;16674;48995"
"""314090 MATIPO"";34;73202;724;3067;77027"
"""314100 MATO VERDE"";5705;49014;-;3482;58201"
"""314110 MATOZINHOS"";621262;164771;-;221;786254"
"""314120 MATUTINA"";5673;7439;-;8689;21801"
"""314130 MEDEIROS"";14713;9741;-;7029;31483"
"""314140 MEDINA"";46060;103484;197;40116;189857"
"""314150 MENDES PIMENTEL"";5154;36805;-;232;42191"
"""314160 MERCES"";1728;44618;-;34112;80458"
"""314170 MESQUITA"";344;14974;-;1637;16955"
"""314180 MINAS NOVAS"";18773;168199;9852;61444;258268"
"""314190 MINDURI"";8069;13659;-;69;21797"
"""314200 MIRABELA"";-;86244;-;3375;89619"
"""314210 MIRADOURO"";1284;34327;-;3460;39071"
"""314220 MIRAI"";56;57498;236;19179;76969"
"""314225 MIRAVANIA"";661;3747;-;6380;10788"
"""314230 MOEDA"";56690;13084;-;7620;77394"
"""314240 MOEMA"";91099;28293;-;10964;130356"
"""314250 MONJOLOS"";665;4560;-;13732;18957"
"""314260 MONSENHOR PAULO"";4873;34218;-;15453;54544"
"""314270 MONTALVANIA"";1074;71196;-;11421;83691"
"""314280 MONTE ALEGRE DE MINAS"";80731;80240;223;20235;181429"
"""314290 MONTE AZUL"";6312;192420;-;24295;223027"
"""314300 MONTE BELO"";53151;17529;-;30120;100800"
"""314310 MONTE CARMELO"";55354;625053;837;34098;715342"
"""314315 MONTE FORMOSO"";7588;17356;-;4456;29400"
"""314320 MONTE SANTO DE MINAS"";356823;283544;-;35780;676147"
"""314330 MONTES CLAROS"";1255213;4437846;6226194;338788;12258041"
"""314340 MONTE SIAO"";343;17007;-;9129;26479"
"""314345 MONTEZUMA"";1092;36981;-;10524;48597"
"""314350 MORADA NOVA DE MINAS"";17801;72057;-;11047;100905"
"""314360 MORRO DA GARCA"";19449;6736;-;2000;28185"
"""314370 MORRO DO PILAR"";40;3393;-;-;3433"
"""314380 MUNHOZ"";58369;1023;-;3523;62915"
"""314390 MURIAE"";87107;1206508;88333;48127;1430075"
"""314400 MUTUM"";2025;110910;-;35375;148310"
"""314410 MUZAMBINHO"";29738;91296;-;4606;125640"
"""314420 NACIP RAYDAN"";50;1576;-;5507;7133"
"""314430 NANUQUE"";13921;136944;283;12553;163701"
"""314435 NAQUE"";156;2403;-;2291;4850"
"""314437 NATALANDIA"";26;6677;-;13973;20676"
"""314440 NATERCIA"";10986;2454;-;26266;39706"
"""314450 NAZARENO"";48494;43837;-;366;92697"
"""314460 NEPOMUCENO"";264054;91641;-;44940;400635"
"""314465 NINHEIRA"";-;42228;-;5622;47850"
"""314467 NOVA BELEM"";1619;627;-;7838;10084"
"""314470 NOVA ERA"";54569;120307;-;29613;204489"
"""314480 NOVA LIMA"";943167;1135431;19409;6396;2104403"
"""314490 NOVA MODICA"";-;-;-;2927;2927"
"""314500 NOVA PONTE"";73564;16611;5;10577;100757"
"""314505 NOVA PORTEIRINHA"";-;18428;-;667;19095"
"""314510 NOVA RESENDE"";43895;39706;-;34801;118402"
"""314520 NOVA SERRANA"";49345;1035647;701;113142;1198835"
"""314530 NOVO CRUZEIRO"";54784;73368;-;24347;152499"
"""314535 NOVO ORIENTE DE MINAS"";1030;29054;-;1032;31116"
"""314537 NOVORIZONTE"";627;1085;-;3393;5105"
"""314540 OLARIA"";11118;1090;-;783;12991"
"""314545 OLHOS-D'AGUA"";-;2636;-;5507;8143"
"""314550 OLIMPIO NORONHA"";26510;11396;-;8394;46300"
"""314560 OLIVEIRA"";98728;269732;18501;78558;465519"
"""314570 OLIVEIRA FORTES"";-;746;-;3137;3883"
"""314580 ONCA DE PITANGUI"";-;-;-;2084;2084"
"""314585 ORATORIOS"";4;1658;-;4119;5781"
"""314587 ORIZANIA"";-;2927;-;7973;10900"
"""314590 OURO BRANCO"";148778;379277;71;1833;529959"
"""314600 OURO FINO"";22271;69605;74;14025;105975"
"""314610 OURO PRETO"";74045;697016;2553;12757;786371"
"""314620 OURO VERDE DE MINAS"";-;29770;-;2967;32737"
"""314625 PADRE CARVALHO"";-;16856;-;4469;21325"
"""314630 PADRE PARAISO"";666;54725;-;12744;68135"
"""314640 PAINEIRAS"";12412;14405;-;8112;34929"
"""314650 PAINS"";-;5970;-;-;5970"
"""314655 PAI PEDRO"";887;17103;-;16716;34706"
"""314660 PAIVA"";-;693;-;229;922"
"""314670 PALMA"";122;19697;-;1321;21140"
"""314675 PALMOPOLIS"";-;21703;-;9138;30841"
"""314690 PAPAGAIOS"";8691;37763;-;13055;59509"
"""314700 PARACATU"";67572;529817;7285;50174;654848"
"""314710 PARA DE MINAS"";189810;865843;25979;81216;1162848"
"""314720 PARAGUACU"";415258;142460;26;15927;573671"
"""314730 PARAISOPOLIS"";38019;216034;-;31849;285902"
"""314740 PARAOPEBA"";279612;65418;-;27396;372426"
"""314750 PASSABEM"";2806;7973;-;29;10808"
"""314760 PASSA QUATRO"";12420;103782;-;32260;148462"
"""314770 PASSA TEMPO"";144689;25766;-;2742;173197"
"""314780 PASSA VINTE"";5702;248;-;128;6078"
"""314790 PASSOS"";1541306;1364951;3299332;70087;6275676"
"""314795 PATIS"";11752;-;-;249;12001"
"""314800 PATOS DE MINAS"";286341;1997767;3552539;100820;5937467"
"""314810 PATROCINIO"";588849;1256436;39717;63586;1948588"
"""314820 PATROCINIO DO MURIAE"";315;7266;-;882;8463"
"""314830 PAULA CANDIDO"";13139;17304;-;28204;58647"
"""314840 PAULISTAS"";-;-;-;18946;18946"
"""314850 PAVAO"";27761;4830;-;11679;44270"
"""314860 PECANHA"";6187;88877;603;11330;106997"
"""314870 PEDRA AZUL"";48868;169174;991768;49077;1258887"
"""314875 PEDRA BONITA"";30;10433;-;4575;15038"
"""314880 PEDRA DO ANTA"";520;26261;-;3705;30486"
"""314890 PEDRA DO INDAIA"";-;25194;-;2644;27838"
"""314900 PEDRA DOURADA"";1391;1480;-;3498;6369"
"""314910 PEDRALVA"";199;26721;-;389;27309"
"""314915 PEDRAS DE MARIA DA CRUZ"";-;20488;-;4980;25468"
"""314920 PEDRINOPOLIS"";4886;19333;-;11370;35589"
"""314930 PEDRO LEOPOLDO"";16884;625591;1;2185;644661"
"""314940 PEDRO TEIXEIRA"";287;323;-;3087;3697"
"""314950 PEQUERI"";129;1035;-;134;1298"
"""314960 PEQUI"";54877;5869;-;3742;64488"
"""314970 PERDIGAO"";28714;12841;-;2967;44522"
"""314980 PERDIZES"";36110;120729;-;35466;192305"
"""314990 PERDOES"";38483;130866;-;385;169734"
"""314995 PERIQUITO"";40349;960;-;997;42306"
"""315000 PESCADOR"";12246;1497;-;28533;42276"
"""315010 PIAU"";-;2563;-;10033;12596"
"""315015 PIEDADE DE CARATINGA"";63655;27016;-;3431;94102"
"""315020 PIEDADE DE PONTE NOVA"";37652;5108;-;388;43148"
"""315030 PIEDADE DO RIO GRANDE"";71604;9160;-;26569;107333"
"""315040 PIEDADE DOS GERAIS"";3;87439;-;5803;93245"
"""315050 PIMENTA"";13796;54992;-;21000;89788"
"""315053 PINGO-D'AGUA"";-;4873;-;2952;7825"
"""315057 PINTOPOLIS"";27420;3010;-;1821;32251"
"""315060 PIRACEMA"";72894;7037;1;9554;89486"
"""315070 PIRAJUBA"";3616;17363;-;2196;23175"
"""315080 PIRANGA"";5921;128990;-;13967;148878"
"""315090 PIRANGUCU"";14153;984;-;285;15422"
"""315100 PIRANGUINHO"";310;320;-;3319;3949"
"""315110 PIRAPETINGA"";11529;29274;-;4432;45235"
"""315120 PIRAPORA"";74131;795920;811329;89844;1771224"
"""315130 PIRAUBA"";-;29989;-;2159;32148"
"""315140 PITANGUI"";6989;87605;1389;494;96477"
"""315150 PIUMHI"";85810;389778;1279;46292;523159"
"""315160 PLANURA"";60813;96402;-;2599;159814"
"""315170 POCO FUNDO"";247115;170912;916;14257;433200"
"""315180 POCOS DE CALDAS"";79065;2413373;52458;26426;2571322"
"""315190 POCRANE"";22487;18293;-;-;40780"
"""315200 POMPEU"";32476;186474;-;10319;229269"
"""315210 PONTE NOVA"";91917;880185;2097345;42348;3111795"
"""315213 PONTO CHIQUE"";11325;1400;-;10572;23297"
"""315217 PONTO DOS VOLANTES"";44784;77451;-;19978;142213"
"""315220 PORTEIRINHA"";17455;253022;73;19478;290028"
"""315230 PORTO FIRME"";130;14915;-;531;15576"
"""315240 POTE"";31679;42825;-;28196;102700"
"""315250 POUSO ALEGRE"";1237489;1271476;5483930;42800;8035695"
"""315260 POUSO ALTO"";16944;355640;-;8519;381103"
"""315270 PRADOS"";59722;28985;-;170;88877"
"""315280 PRATA"";146275;40313;-;6671;193259"
"""315290 PRATAPOLIS"";889;28507;-;1630;31026"
"""315300 PRATINHA"";656;11937;-;14762;27355"
"""315310 PRESIDENTE BERNARDES"";-;17249;-;2874;20123"
"""315320 PRESIDENTE JUSCELINO"";717;12585;-;6743;20045"
"""315330 PRESIDENTE KUBITSCHEK"";27168;3718;-;255;31141"
"""315340 PRESIDENTE OLEGARIO"";38909;67640;-;1300;107849"
"""315350 ALTO JEQUITIBA"";19015;18258;-;474;37747"
"""315360 PRUDENTE DE MORAIS"";16836;16791;-;8466;42093"
"""315370 QUARTEL GERAL"";3549;892;-;1324;5765"
"""315380 QUELUZITO"";-;384;-;1904;2288"
"""315390 RAPOSOS"";72283;37771;-;2767;112821"
"""315400 RAUL SOARES"";47;72098;424;19964;92533"
"""315410 RECREIO"";-;25227;923;548;26698"
"""315415 REDUTO"";-;2720;-;5138;7858"
"""315420 RESENDE COSTA"";134369;55623;-;360;190352"
"""315430 RESPLENDOR"";39352;181341;58;39003;259754"
"""315440 RESSAQUINHA"";504869;4805;-;1559;511233"
"""315445 RIACHINHO"";20749;50220;-;9969;80938"
"""315450 RIACHO DOS MACHADOS"";-;39639;-;358;39997"
"""315460 RIBEIRAO DAS NEVES"";816782;2148077;7484;82674;3055017"
"""315470 RIBEIRAO VERMELHO"";8264;14298;-;-;22562"
"""315480 RIO ACIMA"";322;27565;-;3542;31429"
"""315490 RIO CASCA"";4431;45633;-;2938;53002"
"""315500 RIO DOCE"";149999;1181;-;3082;154262"
"""315510 RIO DO PRADO"";4832;17214;-;15525;37571"
"""315520 RIO ESPERA"";6200;17877;-;3479;27556"
"""315530 RIO MANSO"";-;11969;-;-;11969"
"""315540 RIO NOVO"";25069;12097;-;267;37433"
"""315550 RIO PARANAIBA"";22024;67463;-;14958;104445"
"""315560 RIO PARDO DE MINAS"";12728;127525;1;14149;154403"
"""315570 RIO PIRACICABA"";5929;89975;109;476;96489"
"""315580 RIO POMBA"";26369;195434;-;4413;226216"
"""315590 RIO PRETO"";1933;26238;-;1257;29428"
"""315600 RIO VERMELHO"";2519;32133;-;1394;36046"
"""315610 RITAPOLIS"";63062;27965;-;1145;92172"
"""315620 ROCHEDO DE MINAS"";-;874;-;5;879"
"""315630 RODEIRO"";-;3624;-;2697;6321"
"""315640 ROMARIA"";668;1238;-;1791;3697"
"""315645 ROSARIO DA LIMEIRA"";20;7307;-;2546;9873"
"""315650 RUBELITA"";442;28577;-;6929;35948"
"""315660 RUBIM"";29684;36222;-;38967;104873"
"""315670 SABARA"";712463;1172692;691;1891;1887737"
"""315680 SABINOPOLIS"";27981;56158;3167;80817;168123"
"""315690 SACRAMENTO"";97115;312613;1852;71219;482799"
"""315700 SALINAS"";23586;328347;22053;89680;463666"
"""315710 SALTO DA DIVISA"";21117;66330;-;13381;100828"
"""315720 SANTA BARBARA"";10787;338126;606;27288;376807"
"""315727 SANTA BARBARA DO MONTE VERDE"";-;296;-;7728;8024"
"""315730 SANTA BARBARA DO TUGURIO"";1146;791;-;1208;3145"
"""315733 SANTA CRUZ DE MINAS"";46192;17954;-;8833;72979"
"""315737 SANTA CRUZ DE SALINAS"";-;15224;-;363;15587"
"""315740 SANTA CRUZ DO ESCALVADO"";111;1029;-;598;1738"
"""315750 SANTA EFIGENIA DE MINAS"";-;-;-;308;308"
"""315760 SANTA FE DE MINAS"";20557;2053;-;18840;41450"
"""315765 SANTA HELENA DE MINAS"";109;291;-;12112;12512"
"""315770 SANTA JULIANA"";-;72742;-;1052;73794"
"""315780 SANTA LUZIA"";92233;2695064;7461;9469;2804227"
"""315790 SANTA MARGARIDA"";2669;31597;-;10220;44486"
"""315800 SANTA MARIA DE ITABIRA"";40;77755;-;55;77850"
"""315810 SANTA MARIA DO SALTO"";-;12159;-;10694;22853"
"""315820 SANTA MARIA DO SUACUI"";2;116651;239;191;117083"
"""315830 SANTANA DA VARGEM"";490574;20095;-;-;510669"
"""315840 SANTANA DE CATAGUASES"";2343;1490;-;8419;12252"
"""315850 SANTANA DE PIRAPAMA"";6585;1714;-;16969;25268"
"""315860 SANTANA DO DESERTO"";186;1414;-;98;1698"
"""315870 SANTANA DO GARAMBEU"";-;5191;-;11716;16907"
"""315890 SANTANA DO MANHUACU"";75993;5924;-;6289;88206"
"""315895 SANTANA DO PARAISO"";33389;166449;5;20284;220127"
"""315900 SANTANA DO RIACHO"";696;956;-;3993;5645"
"""315910 SANTANA DOS MONTES"";34;720;-;1712;2466"
"""315920 SANTA RITA DE CALDAS"";-;5715;-;4407;10122"
"""315930 SANTA RITA DE JACUTINGA"";3765;9864;-;966;14595"
"""315935 SANTA RITA DE MINAS"";407;70;-;5780;6257"
"""315940 SANTA RITA DE IBITIPOCA"";7;3595;-;6101;9703"
"""315950 SANTA RITA DO ITUETO"";3485;8744;-;6023;18252"
"""315960 SANTA RITA DO SAPUCAI"";157853;319689;21;28668;506231"
"""315970 SANTA ROSA DA SERRA"";74337;8702;-;96;83135"
"""315980 SANTA VITORIA"";71723;84011;-;18079;173813"
"""315990 SANTO ANTONIO DO AMPARO"";40926;230340;255;74183;345704"
"""316000 SANTO ANTONIO DO AVENTUREIRO"";-;3316;-;8297;11613"
"""316010 SANTO ANTONIO DO GRAMA"";35;1090;-;8650;9775"
"""316020 SANTO ANTONIO DO ITAMBE"";-;6836;-;4213;11049"
"""316030 SANTO ANTONIO DO JACINTO"";13003;3997;-;20326;37326"
"""316040 SANTO ANTONIO DO MONTE"";8958;543225;2001;52403;606587"
"""316045 SANTO ANTONIO DO RETIRO"";509;23430;-;5198;29137"
"""316050 SANTO ANTONIO DO RIO ABAIXO"";-;5565;-;-;5565"
"""316060 SANTO HIPOLITO"";10959;9064;-;25556;45579"
"""316070 SANTOS DUMONT"";20768;181364;-;1873;204005"
"""316080 SAO BENTO ABADE"";-;3213;-;2865;6078"
"""316090 SAO BRAS DO SUACUI"";1406;5075;-;2127;8608"
"""316095 SAO DOMINGOS DAS DORES"";8;8197;-;7156;15361"
"""316100 SAO DOMINGOS DO PRATA"";2759;127117;-;40449;170325"
"""316105 SAO FELIX DE MINAS"";2585;18050;-;4533;25168"
"""316110 SAO FRANCISCO"";18465;340905;442;62811;422623"
"""316120 SAO FRANCISCO DE PAULA"";-;2206;-;16590;18796"
"""316130 SAO FRANCISCO DE SALES"";52981;14240;-;21969;89190"
"""316140 SAO FRANCISCO DO GLORIA"";2283;68439;-;5064;75786"
"""316150 SAO GERALDO"";-;13884;-;531;14415"
"""316160 SAO GERALDO DA PIEDADE"";-;-;-;3648;3648"
"""316165 SAO GERALDO DO BAIXIO"";-;737;-;414;1151"
"""316170 SAO GONCALO DO ABAETE"";10953;3238;-;1867;16058"
"""316180 SAO GONCALO DO PARA"";54305;8854;-;735;63894"
"""316190 SAO GONCALO DO RIO ABAIXO"";24121;132576;-;2308;159005"
"""316200 SAO GONCALO DO SAPUCAI"";220170;122428;-;21875;364473"
"""316210 SAO GOTARDO"";181062;281794;341;59387;522584"
"""316220 SAO JOAO BATISTA DO GLORIA"";18691;126601;-;5444;150736"
"""316225 SAO JOAO DA LAGOA"";1202;3286;-;8761;13249"
"""316230 SAO JOAO DA MATA"";-;1;-;5455;5456"
"""316240 SAO JOAO DA PONTE"";1851;252422;-;15954;270227"
"""316245 SAO JOAO DAS MISSOES"";190594;40583;-;7455;238632"
"""316250 SAO JOAO DEL REI"";216770;494050;1787367;47579;2545766"
"""316255 SAO JOAO DO MANHUACU"";-;5693;-;10956;16649"
"""316257 SAO JOAO DO MANTENINHA"";4545;33239;-;7001;44785"
"""316260 SAO JOAO DO ORIENTE"";-;15720;-;969;16689"
"""316265 SAO JOAO DO PACUI"";11194;3703;-;2480;17377"
"""316270 SAO JOAO DO PARAISO"";16537;140795;-;80085;237417"
"""316280 SAO JOAO EVANGELISTA"";-;29564;-;13348;42912"
"""316290 SAO JOAO NEPOMUCENO"";155720;308485;814;1460;466479"
"""316292 SAO JOAQUIM DE BICAS"";157091;444402;1;5528;607022"
"""316294 SAO JOSE DA BARRA"";14729;7340;-;3104;25173"
"""316295 SAO JOSE DA LAPA"";160348;50216;-;2191;212755"
"""316300 SAO JOSE DA SAFIRA"";-;761;-;3183;3944"
"""316310 SAO JOSE DA VARGINHA"";37560;3149;-;924;41633"
"""316320 SAO JOSE DO ALEGRE"";-;139;-;-;139"
"""316330 SAO JOSE DO DIVINO"";-;-;-;298;298"
"""316340 SAO JOSE DO GOIABAL"";-;7139;-;144;7283"
"""316350 SAO JOSE DO JACURI"";20;71;-;16;107"
"""316360 SAO JOSE DO MANTIMENTO"";-;3037;-;5363;8400"
"""316370 SAO LOURENCO"";499789;545575;29695;24488;1099547"
"""316380 SAO MIGUEL DO ANTA"";5006;9763;-;6236;21005"
"""316390 SAO PEDRO DA UNIAO"";97;11049;-;12890;24036"
"""316400 SAO PEDRO DOS FERROS"";-;17463;-;15784;33247"
"""316410 SAO PEDRO DO SUACUI"";-;5542;-;52;5594"
"""316420 SAO ROMAO"";36201;58314;-;8358;102873"
"""316430 SAO ROQUE DE MINAS"";22464;48648;-;23635;94747"
"""316440 SAO SEBASTIAO DA BELA VISTA"";168;-;-;6084;6252"
"""316443 SAO SEBASTIAO DA VARGEM ALEGRE"";-;9974;-;9240;19214"
"""316447 SAO SEBASTIAO DO ANTA"";-;961;-;5335;6296"
"""316450 SAO SEBASTIAO DO MARANHAO"";3424;19224;-;19851;42499"
"""316460 SAO SEBASTIAO DO OESTE"";15808;26900;-;3275;45983"
"""316470 SAO SEBASTIAO DO PARAISO"";106108;1133180;28241;69338;1336867"
"""316480 SAO SEBASTIAO DO RIO PRETO"";52;2125;-;-;2177"
"""316490 SAO SEBASTIAO DO RIO VERDE"";6834;15623;-;3947;26404"
"""316500 SAO TIAGO"";102;44470;-;412;44984"
"""316510 SAO TOMAS DE AQUINO"";41499;32040;-;7880;81419"
"""316520 SAO THOME DAS LETRAS"";69608;9442;-;2611;81661"
"""316530 SAO VICENTE DE MINAS"";21774;62117;1012;2550;87453"
"""316540 SAPUCAI-MIRIM"";19162;497;-;1374;21033"
"""316550 SARDOA"";-;40896;-;-;40896"
"""316553 SARZEDO"";602093;465369;-;17252;1084714"
"""316555 SETUBINHA"";-;19284;-;14785;34069"
"""316556 SEM-PEIXE"";12205;928;-;208;13341"
"""316557 SENADOR AMARAL"";2;1446;-;5089;6537"
"""316560 SENADOR CORTES"";-;556;-;-;556"
"""316570 SENADOR FIRMINO"";-;50477;-;14732;65209"
"""316580 SENADOR JOSE BENTO"";551;1;-;3133;3685"
"""316590 SENADOR MODESTINO GONCALVES"";202;22394;-;25366;47962"
"""316600 SENHORA DE OLIVEIRA"";463;2163;-;2959;5585"
"""316610 SENHORA DO PORTO"";104;2937;-;3559;6600"
"""316620 SENHORA DOS REMEDIOS"";-;6826;-;11516;18342"
"""316630 SERICITA"";-;22906;-;5162;28068"
"""316640 SERITINGA"";68;4915;-;166;5149"
"""316650 SERRA AZUL DE MINAS"";216;14598;3;13927;28744"
"""316660 SERRA DA SAUDADE"";28327;2083;-;633;31043"
"""316670 SERRA DOS AIMORES"";191;684;-;290;1165"
