"""Munic¡pio"";""Aten‡Æo B sica"";""M‚dia complexidade"";""Alta complexidade"";""NÆo se aplica"";""Total"""
"""241010 POCO BRANCO"";94950;93009;-;487;188446"
"""241020 PORTALEGRE"";1632;24839;-;446;26917"
"""241025 PORTO DO MANGUE"";12796;14927;-;124;27847"
"""241030 SERRA CAIADA"";69584;109580;-;449;179613"
"""241040 PUREZA"";3016;61837;-;70;64923"
"""241050 RAFAEL FERNANDES"";15422;26523;-;300;42245"
"""241060 RAFAEL GODEIRO"";5493;11959;-;230;17682"
"""241070 RIACHO DA CRUZ"";7073;22964;-;248;30285"
"""241080 RIACHO DE SANTANA"";6282;38917;-;191;45390"
"""241090 RIACHUELO"";27766;68614;37;816;97233"
"""241100 RODOLFO FERNANDES"";32927;5654;-;246;38827"
"""241105 TIBAU"";136380;25387;-;182;161949"
"""241110 RUY BARBOSA"";12874;31129;-;582;44585"
"""241120 SANTA CRUZ"";326328;704181;422977;24965;1478451"
"""241140 SANTANA DO MATOS"";28219;72944;-;271;101434"
"""241142 SANTANA DO SERIDO"";5538;48630;-;93;54261"
"""241150 SANTO ANTONIO"";215352;336076;335;3902;555665"
"""241160 SAO BENTO DO NORTE"";10377;24205;-;421;35003"
"""241170 SAO BENTO DO TRAIRI"";3310;9855;-;-;13165"
"""241180 SAO FERNANDO"";1;13439;-;18333;31773"
"""241190 SAO FRANCISCO DO OESTE"";3022;33283;-;105;36410"
"""241200 SAO GONCALO DO AMARANTE"";22933;193828;614;148;217523"
"""241210 SAO JOAO DO SABUGI"";11978;49827;-;332;62137"
"""241220 SAO JOSE DE MIPIBU"";81098;433937;1613;701;517349"
"""241230 SAO JOSE DO CAMPESTRE"";49542;70678;-;635;120855"
"""241240 SAO JOSE DO SERIDO"";25830;90882;-;357;117069"
"""241250 SAO MIGUEL"";50633;87362;-;251;138246"
"""241255 SAO MIGUEL DO GOSTOSO"";39010;185757;-;1096;225863"
"""241260 SAO PAULO DO POTENGI"";149878;217921;233;456;368488"
"""241270 SAO PEDRO"";11858;4916;-;383;17157"
"""241280 SAO RAFAEL"";15878;35550;-;1548;52976"
"""241290 SAO TOME"";663285;125006;-;504;788795"
"""241300 SAO VICENTE"";13508;61008;80;749;75345"
"""241310 SENADOR ELOI DE SOUZA"";27223;70664;-;122;98009"
"""241320 SENADOR GEORGINO AVELINO"";34593;4765;-;325;39683"
"""241330 SERRA DE SAO BENTO"";9826;29982;-;477;40285"
"""241335 SERRA DO MEL"";23803;84342;-;-;108145"
"""241340 SERRA NEGRA DO NORTE"";6714;46912;-;303;53929"
"""241350 SERRINHA"";25931;32599;-;424;58954"
"""241355 SERRINHA DOS PINTOS"";-;26127;-;83;26210"
"""241360 SEVERIANO MELO"";7736;13981;-;-;21717"
"""241370 SITIO NOVO"";4847;14073;-;-;18920"
"""241380 TABOLEIRO GRANDE"";398;14273;-;167;14838"
"""241390 TAIPU"";456514;139570;-;1099;597183"
"""241400 TANGARA"";35548;118838;-;62;154448"
"""241410 TENENTE ANANIAS"";28544;63098;-;601;92243"
"""241415 TENENTE LAURENTINO CRUZ"";-;36533;-;389;36922"
"""241420 TIBAU DO SUL"";84748;112220;-;713;197681"
"""241430 TIMBAUBA DOS BATISTAS"";-;10596;-;490;11086"
"""241440 TOUROS"";38460;174208;-;673;213341"
"""241445 TRIUNFO POTIGUAR"";9538;47407;-;247;57192"
"""241450 UMARIZAL"";13;68492;-;2149;70654"
"""241460 UPANEMA"";17720;89782;-;648;108150"
"""241470 VARZEA"";14280;6430;-;210;20920"
"""241475 VENHA-VER"";5207;46181;-;466;51854"
"""241480 VERA CRUZ"";243693;137576;-;496;381765"
"""241490 VICOSA"";-;16880;-;473;17353"
"""241500 VILA FLOR"";33265;45710;-;485;79460"
"""250010 AGUA BRANCA"";2612;48180;-;10176;60968"
"""250020 AGUIAR"";5189;12767;-;79;18035"
"""250030 ALAGOA GRANDE"";2761;183561;-;5177;191499"
"""250040 ALAGOA NOVA"";5307;72901;-;516;78724"
"""250050 ALAGOINHA"";14487;25209;-;430;40126"
"""250053 ALCANTIL"";690;22294;-;638;23622"
"""250057 ALGODAO DE JANDAIRA"";4626;7427;-;287;12340"
"""250060 ALHANDRA"";53999;216075;-;564;270638"
"""250070 SAO JOAO DO RIO DO PEIXE"";15718;83206;33;22674;121631"
"""250073 AMPARO"";533;994;-;140;1667"
"""250077 APARECIDA"";1878;13503;-;970;16351"
"""250080 ARACAGI"";35622;88001;-;510;124133"
"""250090 ARARA"";14293;42655;-;2626;59574"
"""250100 ARARUNA"";5633;80956;18;158;86765"
"""250110 AREIA"";2965;219599;-;15692;238256"
"""250115 AREIA DE BARAUNAS"";456;1666;13;427;2562"
"""250120 AREIAL"";3438;18987;168;869;23462"
"""250130 AROEIRAS"";44453;111963;-;842;157258"
"""250135 ASSUNCAO"";2965;6795;-;2190;11950"
"""250140 BAIA DA TRAICAO"";19618;18306;-;522;38446"
"""250150 BANANEIRAS"";108597;198455;5;1279;308336"
"""250153 BARAUNA"";772;15642;-;33;16447"
"""250157 BARRA DE SANTANA"";2754;33330;64;98;36246"
"""250160 BARRA DE SANTA ROSA"";5223;56350;-;1068;62641"
"""250170 BARRA DE SAO MIGUEL"";107;18493;51;1238;19889"
"""250180 BAYEUX"";21976;635088;1912;841;659817"
"""250190 BELEM"";8012;74884;-;1794;84690"
"""250200 BELEM DO BREJO DO CRUZ"";4131;36052;-;-;40183"
"""250205 BERNARDINO BATISTA"";11693;16573;-;462;28728"
"""250210 BOA VENTURA"";4145;6238;-;524;10907"
"""250215 BOA VISTA"";2653;50839;-;119;53611"
"""250220 BOM JESUS"";12947;9057;3;547;22554"
"""250230 BOM SUCESSO"";850;26580;-;313;27743"
"""250240 BONITO DE SANTA FE"";45183;46915;1;9383;101482"
"""250250 BOQUEIRAO"";5332;211936;-;737;218005"
"""250260 IGARACY"";10997;35355;-;204;46556"
"""250270 BORBOREMA"";-;227;-;495;722"
"""250280 BREJO DO CRUZ"";10268;159822;24;9842;179956"
"""250290 BREJO DOS SANTOS"";891;21383;-;796;23070"
"""250300 CAAPORA"";97058;150985;-;313;248356"
"""250310 CABACEIRAS"";2800;28986;-;477;32263"
"""250320 CABEDELO"";121256;615542;364;2766;739928"
"""250330 CACHOEIRA DOS INDIOS"";8582;23954;-;9985;42521"
"""250340 CACIMBA DE AREIA"";498;2426;-;8986;11910"
"""250350 CACIMBA DE DENTRO"";17505;54125;-;192;71822"
"""250355 CACIMBAS"";4477;6713;-;872;12062"
"""250360 CAICARA"";3497;19538;-;174;23209"
"""250370 CAJAZEIRAS"";19683;631586;31253;30785;713307"
"""250375 CAJAZEIRINHAS"";2877;9839;30;7560;20306"
"""250380 CALDAS BRANDAO"";9660;23481;-;704;33845"
"""250390 CAMALAU"";1169;24190;-;276;25635"
"""250400 CAMPINA GRANDE"";733848;3959313;4710998;321741;9725900"
"""250403 CAPIM"";5868;7222;-;238;13328"
"""250407 CARAUBAS"";95;7233;-;305;7633"
"""250410 CARRAPATEIRA"";220;7134;-;875;8229"
"""250415 CASSERENGUE"";598;6286;-;2416;9300"
"""250420 CATINGUEIRA"";977;1297;18;710;3002"
"""250430 CATOLE DO ROCHA"";5566;269693;244;47707;323210"
"""250435 CATURITE"";14056;29600;-;196;43852"
"""250440 CONCEICAO"";13962;57600;351;898;72811"
"""250450 CONDADO"";3229;7788;-;6712;17729"
"""250460 CONDE"";60033;295453;-;1996;357482"
"""250470 CONGO"";10747;41073;-;690;52510"
"""250480 COREMAS"";2105;29404;1233;43110;75852"
"""250485 COXIXOLA"";162;12355;-;50;12567"
"""250490 CRUZ DO ESPIRITO SANTO"";23990;86703;-;315;111008"
"""250510 CUITE"";3485;125468;-;4030;132983"
"""250520 CUITEGI"";477;3967;-;1174;5618"
"""250523 CUITE DE MAMANGUAPE"";5433;7364;-;379;13176"
"""250527 CURRAL DE CIMA"";15166;12137;-;573;27876"
"""250530 CURRAL VELHO"";298;1323;-;154;1775"
"""250535 DAMIAO"";10;17;-;811;838"
"""250540 DESTERRO"";12761;22756;-;1886;37403"
"""250550 VISTA SERRANA"";325;2210;3;926;3464"
"""250560 DIAMANTE"";5046;17694;-;387;23127"
"""250570 DONA INES"";14020;72939;-;719;87678"
"""250580 DUAS ESTRADAS"";116;2798;-;436;3350"
"""250590 EMAS"";651;5378;-;576;6605"
"""250600 ESPERANCA"";17951;231118;-;1630;250699"
"""250610 FAGUNDES"";3672;9102;-;321;13095"
"""250620 FREI MARTINHO"";23951;19081;-;205;43237"
"""250625 GADO BRAVO"";8;26822;-;890;27720"
"""250630 GUARABIRA"";58833;640413;19404;2742;721392"
"""250640 GURINHEM"";27222;89385;-;907;117514"
"""250650 GURJAO"";7823;30378;-;269;38470"
"""250660 IBIARA"";18007;10339;-;793;29139"
"""250670 IMACULADA"";23771;35073;-;778;59622"
"""250680 INGA"";75529;246743;-;323;322595"
"""250690 ITABAIANA"";26959;211811;457;1536;240763"
"""250700 ITAPORANGA"";3583;114446;-;5707;123736"
"""250710 ITAPOROROCA"";28952;89495;80;442;118969"
"""250720 ITATUBA"";7584;26882;-;317;34783"
"""250730 JACARAU"";14860;82029;-;749;97638"
"""250740 JERICO"";52272;67403;-;31766;151441"
"""250750 JOAO PESSOA"";3427213;9562578;20820601;337960;34148352"
"""250770 JUAZEIRINHO"";9173;83630;-;788;93591"
"""250780 JUNCO DO SERIDO"";32725;67888;-;552;101165"
"""250790 JURIPIRANGA"";44240;110580;-;755;155575"
"""250800 JURU"";644;54302;-;7107;62053"
"""250810 LAGOA"";1736;5613;-;351;7700"
"""250820 LAGOA DE DENTRO"";8947;27290;-;502;36739"
"""250830 LAGOA SECA"";14958;120862;-;1052;136872"
"""250840 LASTRO"";1113;2685;-;39;3837"
"""250850 LIVRAMENTO"";1183;1926;-;3223;6332"
"""250855 LOGRADOURO"";7967;5094;-;446;13507"
"""250860 LUCENA"";13202;101948;-;555;115705"
"""250870 MAE D'AGUA"";913;5125;-;206;6244"
"""250880 MALTA"";499;2045;-;627;3171"
"""250890 MAMANGUAPE"";61185;323125;646;1324;386280"
"""250900 MANAIRA"";14681;73343;1;2231;90256"
"""250905 MARCACAO"";8755;12519;-;733;22007"
"""250910 MARI"";27518;156924;-;523;184965"
"""250915 MARIZOPOLIS"";3053;3603;-;379;7035"
"""250920 MASSARANDUBA"";2035;40298;-;811;43144"
"""250930 MATARACA"";33909;59768;-;803;94480"
"""250933 MATINHAS"";3727;5902;-;342;9971"
"""250937 MATO GROSSO"";232;4682;-;371;5285"
"""250939 MATUREIA"";1165;1593;-;1857;4615"
"""250940 MOGEIRO"";32449;35096;-;445;67990"
"""250950 MONTADAS"";4995;20472;-;375;25842"
"""250960 MONTE HOREBE"";5711;6118;-;183;12012"
"""250970 MONTEIRO"";9044;346627;5461;76177;437309"
"""250980 MULUNGU"";4427;23127;-;382;27936"
"""250990 NATUBA"";33952;10107;-;823;44882"
"""251000 NAZAREZINHO"";5353;4306;-;416;10075"
"""251020 NOVA OLINDA"";1197;6223;-;556;7976"
"""251030 NOVA PALMEIRA"";2336;6058;-;117;8511"
"""251040 OLHO D'AGUA"";64;83;-;606;753"
"""251050 OLIVEDOS"";292;14472;-;415;15179"
"""251060 OURO VELHO"";7506;27944;-;4760;40210"
"""251065 PARARI"";2587;18901;-;203;21691"
"""251070 PASSAGEM"";598;2766;-;1572;4936"
"""251080 PATOS"";45589;1145712;57709;139706;1388716"
"""251090 PAULISTA"";18322;67114;-;1139;86575"
"""251100 PEDRA BRANCA"";2211;16337;-;505;19053"
"""251110 PEDRA LAVRADA"";6560;54450;-;389;61399"
"""251120 PEDRAS DE FOGO"";49968;342840;-;1393;394201"
"""251130 PIANCO"";50570;400998;1830;77278;530676"
"""251140 PICUI"";13610;136025;1304;40937;191876"
"""251150 PILAR"";27436;85423;-;518;113377"
"""251160 PILOES"";262;1055;-;472;1789"
"""251170 PILOEZINHOS"";64;3415;-;152;3631"
"""251180 PIRPIRITUBA"";26826;46428;-;516;73770"
"""251190 PITIMBU"";20627;114735;-;983;136345"
"""251200 POCINHOS"";4396;91231;-;3171;98798"
"""251203 POCO DANTAS"";111;11348;-;8346;19805"
"""251207 POCO DE JOSE DE MOURA"";20345;8131;-;577;29053"
"""251210 POMBAL"";18476;424391;801;128959;572627"
"""251220 PRATA"";2801;12246;-;441;15488"
"""251230 PRINCESA ISABEL"";46698;394123;2520;63278;506619"
"""251240 PUXINANA"";27558;17175;-;1202;45935"
"""251250 QUEIMADAS"";45162;385597;575;1449;432783"
"""251260 QUIXABA"";427;736;-;768;1931"
"""251270 REMIGIO"";31656;115207;-;602;147465"
"""251272 PEDRO REGIS"";15178;47360;-;659;63197"
"""251274 RIACHAO"";529;2182;-;424;3135"
"""251275 RIACHAO DO BACAMARTE"";214;1453;-;246;1913"
"""251276 RIACHAO DO POCO"";104;875;-;1127;2106"
"""251278 RIACHO DE SANTO ANTONIO"";15397;10466;-;260;26123"
"""251280 RIACHO DOS CAVALOS"";7071;5187;-;374;12632"
"""251290 RIO TINTO"";101437;287508;-;548;389493"
"""251300 SALGADINHO"";948;2430;-;480;3858"
"""251310 SALGADO DE SAO FELIX"";21033;35291;-;797;57121"
"""251315 SANTA CECILIA"";3506;18598;-;646;22750"
"""251320 SANTA CRUZ"";1656;10655;-;444;12755"
"""251330 SANTA HELENA"";6203;19900;-;324;26427"
"""251335 SANTA INES"";10239;12779;-;604;23622"
"""251340 SANTA LUZIA"";16848;115596;-;1221;133665"
"""251350 SANTANA DE MANGUEIRA"";7989;3914;-;1352;13255"
"""251360 SANTANA DOS GARROTES"";6297;15841;-;439;22577"
"""251365 JOCA CLAUDINO"";2857;558;-;134;3549"
"""251370 SANTA RITA"";180023;1243897;22228;516;1446664"
"""251380 SANTA TERESINHA"";4706;1544;-;1273;7523"
"""251385 SANTO ANDRE"";2481;18595;-;588;21664"
"""251390 SAO BENTO"";7416;163038;30;4511;174995"
"""251392 SAO BENTINHO"";3185;18219;-;320;21724"
"""251394 SAO DOMINGOS DO CARIRI"";528;24015;-;507;25050"
"""251396 SAO DOMINGOS"";657;7009;45;224;7935"
"""251398 SAO FRANCISCO"";2143;20268;60;398;22869"
"""251400 SAO JOAO DO CARIRI"";1067;9940;-;653;11660"
"""251410 SAO JOAO DO TIGRE"";661;4751;-;324;5736"
"""251420 SAO JOSE DA LAGOA TAPADA"";1891;13958;97;1049;16995"
"""251430 SAO JOSE DE CAIANA"";4987;14526;-;601;20114"
"""251440 SAO JOSE DE ESPINHARAS"";7408;2634;-;1365;11407"
"""251445 SAO JOSE DOS RAMOS"";15074;17268;-;349;32691"
"""251450 SAO JOSE DE PIRANHAS"";45142;49715;-;1261;96118"
"""251455 SAO JOSE DE PRINCESA"";1342;4535;-;917;6794"
"""251460 SAO JOSE DO BONFIM"";56;1096;-;52;1204"
"""251465 SAO JOSE DO BREJO DO CRUZ"";354;9259;-;533;10146"
"""251470 SAO JOSE DO SABUGI"";2037;28677;-;1377;32091"
"""251480 SAO JOSE DOS CORDEIROS"";949;21819;-;396;23164"
"""251490 SAO MAMEDE"";4796;9586;-;11538;25920"
"""251500 SAO MIGUEL DE TAIPU"";18748;36411;-;335;55494"
"""251510 SAO SEBASTIAO DE LAGOA DE ROCA"";4391;53504;-;1381;59276"
"""251520 SAO SEBASTIAO DO UMBUZEIRO"";1276;4023;-;494;5793"
"""251530 SAPE"";106623;452371;23;157;559174"
"""251540 SAO VICENTE DO SERIDO"";242;41170;-;748;42160"
"""251550 SERRA BRANCA"";155;66821;-;597;67573"
"""251560 SERRA DA RAIZ"";1331;576;-;295;2202"
"""251570 SERRA GRANDE"";3874;11918;-;589;16381"
"""251580 SERRA REDONDA"";5282;12547;-;122;17951"
"""251590 SERRARIA"";9121;64962;-;894;74977"
"""251593 SERTAOZINHO"";275;2884;-;91;3250"
"""251597 SOBRADO"";3562;7516;-;489;11567"
"""251600 SOLANEA"";4041;80579;1043;523;86186"
"""251610 SOLEDADE"";25323;80570;-;190;106083"
"""251615 SOSSEGO"";-;11507;-;416;11923"
"""251620 SOUSA"";16865;656230;21320;62798;757213"
"""251630 SUME"";23363;121517;267;23405;168552"
"""251640 TACIMA"";19370;22713;-;664;42747"
"""251650 TAPEROA"";2789;94805;1149;442;99185"
"""251660 TAVARES"";2566;128516;-;574;131656"
"""251670 TEIXEIRA"";18893;61226;-;762;80881"
"""251675 TENORIO"";1685;6801;-;723;9209"
"""251680 TRIUNFO"";1221;48337;-;1322;50880"
"""251690 UIRAUNA"";4349;47360;-;3096;54805"
"""251700 UMBUZEIRO"";34290;86887;-;5048;126225"
"""251710 VARZEA"";941;20581;-;327;21849"
"""251720 VIEIROPOLIS"";155;900;-;268;1323"
"""251740 ZABELE"";-;1580;-;-;1580"
"""260005 ABREU E LIMA"";8356;432925;-;1117;442398"
"""260010 AFOGADOS DA INGAZEIRA"";6634;619137;4357;133066;763194"
"""260020 AFRANIO"";19288;122106;1162;28603;171159"
"""260030 AGRESTINA"";83368;195637;152;14920;294077"
"""260040 AGUA PRETA"";17190;92579;-;433;110202"
"""260050 AGUAS BELAS"";78153;105253;-;5794;189200"
"""260060 ALAGOINHA"";23644;15107;-;96;38847"
"""260070 ALIANCA"";129736;141723;-;4373;275832"
"""260080 ALTINHO"";50678;123293;-;31474;205445"
"""260090 AMARAJI"";49986;120748;-;5801;176535"
"""260100 ANGELIM"";22035;52279;-;225;74539"
"""260105 ARACOIABA"";70877;264551;-;4009;339437"
"""260110 ARARIPINA"";1660;363777;24156;371675;761268"
"""260120 ARCOVERDE"";166380;1114588;74370;15210;1370548"
"""260130 BARRA DE GUABIRABA"";42366;44913;-;1844;89123"
"""260140 BARREIROS"";102663;170199;-;21828;294690"
"""260150 BELEM DE MARIA"";192321;27622;-;1079;221022"
"""260160 BELEM DO SAO FRANCISCO"";2425;65859;-;-;68284"
"""260170 BELO JARDIM"";369531;608584;239;24298;1002652"
"""260180 BETANIA"";20781;12201;-;736;33718"
"""260190 BEZERROS"";26109;306580;1088;2737;336514"
"""260200 BODOCO"";72723;297936;-;78792;449451"
"""260210 BOM CONSELHO"";128709;487853;-;7722;624284"
"""260220 BOM JARDIM"";191426;291835;-;11010;494271"
"""260230 BONITO"";154513;241633;-;8216;404362"
"""260240 BREJAO"";54669;80308;-;6000;140977"
"""260250 BREJINHO"";71;65179;-;12516;77766"
"""260260 BREJO DA MADRE DE DEUS"";266898;401112;40;166398;834448"
"""260270 BUENOS AIRES"";8639;55521;-;1006;65166"
"""260280 BUIQUE"";116482;142609;-;18225;277316"
"""260290 CABO DE SANTO AGOSTINHO"";206429;2850007;56074;2004;3114514"
"""260300 CABROBO"";7472;58955;-;13884;80311"
"""260310 CACHOEIRINHA"";80918;119651;-;9266;209835"
"""260320 CAETES"";36900;129310;-;3353;169563"
"""260330 CALCADO"";10958;88714;-;7862;107534"
"""260340 CALUMBI"";3044;41339;-;3195;47578"
"""260345 CAMARAGIBE"";773252;1835041;-;1898;2610191"
"""260350 CAMOCIM DE SAO FELIX"";82033;112229;-;1161;195423"
"""260360 CAMUTANGA"";14245;49484;-;1818;65547"
"""260370 CANHOTINHO"";5722;90845;450;1128;98145"
"""260380 CAPOEIRAS"";36888;174602;-;2238;213728"
"""260390 CARNAIBA"";35058;234434;-;52409;321901"
"""260392 CARNAUBEIRA DA PENHA"";18550;34931;-;19116;72597"
"""260400 CARPINA"";110624;778743;102041;9258;1000666"
"""260410 CARUARU"";1071691;4197505;135390;220720;5625306"
"""260415 CASINHAS"";14694;127615;-;7160;149469"
"""260420 CATENDE"";57833;265824;-;1106;324763"
"""260430 CEDRO"";13605;36994;-;32196;82795"
"""260440 CHA DE ALEGRIA"";21003;65544;-;2028;88575"
"""260450 CHA GRANDE"";58140;143152;-;15253;216545"
"""260460 CONDADO"";19421;65765;3;20997;106186"
"""260470 CORRENTES"";30244;52918;-;-;83162"
"""260480 CORTES"";5702;52544;8;3053;61307"
"""260490 CUMARU"";23435;51933;-;3016;78384"
"""260500 CUPIRA"";140850;199717;27;2594;343188"
"""260510 CUSTODIA"";122019;224403;6;63430;409858"
"""260515 DORMENTES"";49467;158333;253;62738;270791"
"""260520 ESCADA"";22925;384588;90;17804;425407"
"""260530 EXU"";43625;92636;-;418;136679"
"""260540 FEIRA NOVA"";5544;118058;-;440;124042"
"""260545 FERNANDO DE NORONHA"";21470;85038;-;3360;109868"
"""260550 FERREIROS"";23920;45601;-;2511;72032"
"""260560 FLORES"";6765;79722;8;26618;113113"
"""260570 FLORESTA"";23522;92579;-;2430;118531"
"""260580 FREI MIGUELINHO"";11025;84298;-;1343;96666"
"""260590 GAMELEIRA"";104503;94582;-;2428;201513"
"""260600 GARANHUNS"";387049;2769354;71340;4286;3232029"
"""260610 GLORIA DO GOITA"";63670;154962;-;3374;222006"
"""260620 GOIANA"";150535;890145;215;21795;1062690"
"""260630 GRANITO"";20827;40463;-;12519;73809"
"""260640 GRAVATA"";184381;568198;-;12558;765137"
"""260650 IATI"";61985;94561;-;4090;160636"
"""260660 IBIMIRIM"";19682;68122;-;1276;89080"
"""260670 IBIRAJUBA"";15419;24372;-;1655;41446"
"""260680 IGARASSU"";968341;1512717;-;2700;2483758"
"""260690 IGUARACY"";9125;61258;-;41765;112148"
"""260700 INAJA"";56309;102604;-;173;159086"
"""260710 INGAZEIRA"";14633;33068;-;4830;52531"
"""260720 IPOJUCA"";500254;1976444;-;3148;2479846"
"""260730 IPUBI"";9348;44413;-;1156;54917"
"""260740 ITACURUBA"";496;48916;-;205;49617"
"""260750 ITAIBA"";34733;56412;-;1045;92190"
"""260760 ILHA DE ITAMARACA"";101613;118397;-;2116;222126"
"""260765 ITAMBE"";21630;151023;-;392;173045"
"""260770 ITAPETIM"";24520;72511;9;33518;130558"
"""260775 ITAPISSUMA"";45768;216108;1442;2245;265563"
"""260780 ITAQUITINGA"";26533;77244;-;974;104751"
"""260790 JABOATAO DOS GUARARAPES"";2056318;4922805;67290;12823;7059236"
"""260795 JAQUEIRA"";16833;91488;-;13557;121878"
"""260800 JATAUBA"";60698;115696;-;9027;185421"
"""260805 JATOBA"";22625;69832;-;766;93223"
"""260810 JOAO ALFREDO"";24863;166161;-;5040;196064"
"""260820 JOAQUIM NABUCO"";2328;33281;-;894;36503"
"""260825 JUCATI"";19762;67459;-;468;87689"
"""260830 JUPI"";35386;74728;-;770;110884"
"""260840 JUREMA"";28951;65143;-;-;94094"
"""260845 LAGOA DO CARRO"";32111;118044;-;2622;152777"
"""260850 LAGOA DE ITAENGA"";30969;148946;-;5241;185156"
"""260860 LAGOA DO OURO"";32457;88235;116;651;121459"
"""260870 LAGOA DOS GATOS"";48424;48220;-;770;97414"
"""260875 LAGOA GRANDE"";52516;36648;-;612;89776"
"""260880 LAJEDO"";91703;195182;-;914;287799"
"""260890 LIMOEIRO"";113270;1023869;274;10286;1147699"
"""260900 MACAPARANA"";30000;149261;-;4127;183388"
"""260910 MACHADOS"";43456;107484;-;4122;155062"
"""260915 MANARI"";57316;82164;-;4040;143520"
"""260920 MARAIAL"";17060;110349;-;1117;128526"
"""260930 MIRANDIBA"";39260;26496;-;23111;88867"
"""260940 MORENO"";119094;516325;1;2596;638016"
"""260950 NAZARE DA MATA"";164615;395380;-;3592;563587"
"""260960 OLINDA"";222619;2869609;17238;7247;3116713"
"""260970 OROBO"";41391;92976;-;520;134887"
"""260980 OROCO"";15078;33297;-;45205;93580"
"""260990 OURICURI"";18251;362083;4284;37724;422342"
"""261000 PALMARES"";16707;831799;51518;2910;902934"
"""261010 PALMEIRINA"";5736;23448;-;53;29237"
"""261020 PANELAS"";74641;120498;-;11703;206842"
"""261030 PARANATAMA"";24448;90501;-;462;115411"
"""261040 PARNAMIRIM"";60998;65536;-;40819;167353"
"""261050 PASSIRA"";1980;92797;-;4352;99129"
"""261060 PAUDALHO"";114676;690046;-;2384;807106"
"""261070 PAULISTA"";550655;2130630;46587;11498;2739370"
"""261080 PEDRA"";42818;89127;-;14070;146015"
"""261090 PESQUEIRA"";152144;537253;201;116573;806171"
"""261100 PETROLANDIA"";126238;296756;171;173912;597077"
"""261110 PETROLINA"";1412905;2602935;66377;261251;4343468"
"""261120 POCAO"";47841;97000;-;8420;153261"
"""261130 POMBOS"";66079;66425;-;1726;134230"
"""261140 PRIMAVERA"";44649;74111;16;10133;128909"
"""261150 QUIPAPA"";32398;66531;24;3036;101989"
"""261153 QUIXABA"";25432;54549;-;19047;99028"
"""261160 RECIFE"";1679288;35386497;38954952;1143168;77163905"
"""261170 RIACHO DAS ALMAS"";84722;142015;2;25052;251791"
"""261180 RIBEIRAO"";32939;153574;-;1001;187514"
"""261190 RIO FORMOSO"";47762;79460;-;1572;128794"
"""261200 SAIRE"";43539;48695;-;2676;94910"
"""261210 SALGADINHO"";8138;29546;-;2450;40134"
"""261220 SALGUEIRO"";5259;475948;23390;20014;524611"
"""261230 SALOA"";20695;78414;-;1056;100165"
"""261240 SANHARO"";121050;137637;-;8298;266985"
"""261245 SANTA CRUZ"";3236;66268;251;37061;106816"
"""261247 SANTA CRUZ DA BAIXA VERDE"";31837;107464;-;12527;151828"
"""261250 SANTA CRUZ DO CAPIBARIBE"";332830;872864;647;91899;1298240"
"""261255 SANTA FILOMENA"";4876;44600;-;11161;60637"
"""261260 SANTA MARIA DA BOA VISTA"";117222;331461;-;94375;543058"
"""261270 SANTA MARIA DO CAMBUCA"";49741;73657;-;3598;126996"
"""261280 SANTA TEREZINHA"";32226;49445;-;12059;93730"
"""261290 SAO BENEDITO DO SUL"";14141;37811;-;2982;54934"
"""261300 SAO BENTO DO UNA"";15627;317660;-;35132;368419"
"""261310 SAO CAITANO"";151406;255362;-;14759;421527"
"""261320 SAO JOAO"";41798;183097;-;693;225588"
"""261330 SAO JOAQUIM DO MONTE"";105414;184360;-;10263;300037"
"""261340 SAO JOSE DA COROA GRANDE"";39050;160427;-;5057;204534"
"""261350 SAO JOSE DO BELMONTE"";71829;89439;-;622;161890"
"""261360 SAO JOSE DO EGITO"";13857;122645;-;148768;285270"
"""261370 SAO LOURENCO DA MATA"";206586;914270;-;2072;1122928"
"""261380 SAO VICENTE FERRER"";58961;99046;-;3545;161552"
"""261390 SERRA TALHADA"";108125;1103376;24383;168788;1404672"
"""261400 SERRITA"";35162;28047;-;2194;65403"
"""261410 SERTANIA"";51283;191692;-;148386;391361"
"""261420 SIRINHAEM"";52011;171421;-;2337;225769"
"""261430 MOREILANDIA"";31556;111348;-;12941;155845"
"""261440 SOLIDAO"";34718;59431;-;683;94832"
"""261450 SURUBIM"";24058;575865;371;33577;633871"
"""261460 TABIRA"";59717;258330;-;93227;411274"
"""261470 TACAIMBO"";29231;55996;-;2290;87517"
"""261480 TACARATU"";31395;174182;-;71023;276600"
"""261485 TAMANDARE"";109034;194525;-;6473;310032"
"""261500 TAQUARITINGA DO NORTE"";29699;38136;-;5649;73484"
"""261510 TEREZINHA"";15955;38430;-;2619;57004"
"""261520 TERRA NOVA"";39070;29479;-;3934;72483"
"""261530 TIMBAUBA"";156922;290039;-;9834;456795"
"""261540 TORITAMA"";62181;279452;-;145644;487277"
"""261550 TRACUNHAEM"";31622;53426;-;5149;90197"
"""261560 TRINDADE"";12143;88913;-;158996;260052"
"""261570 TRIUNFO"";27607;70538;-;8954;107099"
"""261580 TUPANATINGA"";24098;116906;-;2796;143800"
"""261590 TUPARETAMA"";808;88852;-;18856;108516"
"""261600 VENTUROSA"";139321;219501;263;15743;374828"
"""261610 VERDEJANTE"";23828;3514;-;7043;34385"
"""261618 VERTENTE DO LERIO"";54722;17201;-;2517;74440"
"""261620 VERTENTES"";10777;209827;-;6895;227499"
"""261630 VICENCIA"";2924;76336;-;1710;80970"
