"""Munic¡pio"";""02 Assistˆncia Farmacˆutica"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""07 Vigilƒncia em Sa£de"";""Total"""
"""313610 JOANESIA"";-;-;-;51123,82;-;51123,82"
"""313620 JOAO MONLEVADE"";-;7805342,23;-;10736877,97;-;18542220,20"
"""313630 JOAO PINHEIRO"";-;66357,60;-;3360149,51;-;3426507,11"
"""313640 JOAQUIM FELICIO"";-;-;-;182261,23;-;182261,23"
"""313650 JORDANIA"";-;-;-;301665,91;405,10;302071,01"
"""313652 JOSE GONCALVES DE MINAS"";-;-;-;327555,00;-;327555,00"
"""313655 JOSE RAYDAN"";-;-;-;22299,75;-;22299,75"
"""313657 JOSENOPOLIS"";-;-;-;261178,76;-;261178,76"
"""313660 NOVA UNIAO"";-;-;-;190955,83;-;190955,83"
"""313665 JUATUBA"";-;-;-;346253,79;-;346253,79"
"""313670 JUIZ DE FORA"";3358218,13;34983719,60;-;87907986,42;-;126249924,15"
"""313680 JURAMENTO"";-;-;-;112913,71;-;112913,71"
"""313690 JURUAIA"";-;141798,20;-;438670,85;-;580469,05"
"""313695 JUVENILIA"";-;-;-;59993,70;-;59993,70"
"""313700 LADAINHA"";-;-;-;324523,51;-;324523,51"
"""313710 LAGAMAR"";-;-;-;113406,95;-;113406,95"
"""313720 LAGOA DA PRATA"";-;-;-;4563437,37;-;4563437,37"
"""313730 LAGOA DOS PATOS"";-;-;-;68988,01;-;68988,01"
"""313740 LAGOA DOURADA"";-;-;-;262822,08;-;262822,08"
"""313750 LAGOA FORMOSA"";-;-;-;4415125,31;-;4415125,31"
"""313753 LAGOA GRANDE"";-;-;-;454568,79;-;454568,79"
"""313760 LAGOA SANTA"";-;-;-;3481970,29;-;3481970,29"
"""313770 LAJINHA"";-;-;-;714667,22;-;714667,22"
"""313780 LAMBARI"";-;-;-;1015210,47;-;1015210,47"
"""313790 LAMIM"";-;-;-;2065,50;-;2065,50"
"""313800 LARANJAL"";-;-;-;96793,71;-;96793,71"
"""313810 LASSANCE"";-;-;-;265731,36;-;265731,36"
"""313820 LAVRAS"";-;7508359,02;-;7680752,24;-;15189111,26"
"""313830 LEANDRO FERREIRA"";-;-;-;9247,62;-;9247,62"
"""313835 LEME DO PRADO"";-;-;-;130252,10;-;130252,10"
"""313840 LEOPOLDINA"";814693,48;5758717,18;-;3183187,73;-;9756598,39"
"""313850 LIBERDADE"";-;-;-;315928,87;-;315928,87"
"""313860 LIMA DUARTE"";-;-;-;509740,62;-;509740,62"
"""313862 LIMEIRA DO OESTE"";-;-;-;304409,21;-;304409,21"
"""313865 LONTRA"";-;-;-;196411,76;-;196411,76"
"""313867 LUISBURGO"";-;-;-;107899,25;-;107899,25"
"""313868 LUISLANDIA"";-;-;-;184379,45;-;184379,45"
"""313870 LUMINARIAS"";-;76303,78;-;260171,52;-;336475,30"
"""313880 LUZ"";-;-;-;816224,44;-;816224,44"
"""313890 MACHACALIS"";-;-;-;359640,01;-;359640,01"
"""313900 MACHADO"";-;34930,56;-;2798782,42;-;2833712,98"
"""313910 MADRE DE DEUS DE MINAS"";-;-;-;172383,92;-;172383,92"
"""313920 MALACACHETA"";-;12031,20;-;783888,98;-;795920,18"
"""313925 MAMONAS"";-;-;-;298647,34;-;298647,34"
"""313930 MANGA"";-;14755,65;-;1394226,30;-;1408981,95"
"""313940 MANHUACU"";-;9852095,68;-;12281735,20;-;22133830,88"
"""313950 MANHUMIRIM"";1415747,68;-;-;2149589,58;-;3565337,26"
"""313960 MANTENA"";-;960863,93;-;3152475,83;-;4113339,76"
"""313970 MARAVILHAS"";-;-;-;342967,73;-;342967,73"
"""313980 MAR DE ESPANHA"";-;-;-;356602,59;-;356602,59"
"""313990 MARIA DA FE"";-;-;-;457679,01;-;457679,01"
"""314000 MARIANA"";-;7532395,93;-;4571448,18;-;12103844,11"
"""314010 MARILAC"";-;-;-;173337,56;-;173337,56"
"""314015 MARIO CAMPOS"";-;-;-;521856,33;-;521856,33"
"""314020 MARIPA DE MINAS"";-;-;-;85166,07;-;85166,07"
"""314030 MARLIERIA"";-;-;-;61532,45;-;61532,45"
"""314040 MARMELOPOLIS"";-;-;-;31947,30;-;31947,30"
"""314050 MARTINHO CAMPOS"";-;-;-;598911,73;-;598911,73"
"""314053 MARTINS SOARES"";-;-;-;129804,45;-;129804,45"
"""314055 MATA VERDE"";-;-;-;484049,03;-;484049,03"
"""314060 MATERLANDIA"";-;-;-;208712,12;-;208712,12"
"""314070 MATEUS LEME"";-;4339436,96;-;4640868,89;-;8980305,85"
"""314080 MATIAS BARBOSA"";-;-;-;190928,09;-;190928,09"
"""314085 MATIAS CARDOSO"";-;-;-;408985,24;-;408985,24"
"""314090 MATIPO"";-;550922,40;-;806964,94;-;1357887,34"
"""314100 MATO VERDE"";-;-;-;445473,45;-;445473,45"
"""314110 MATOZINHOS"";-;-;-;955599,91;-;955599,91"
"""314120 MATUTINA"";-;-;-;196024,39;-;196024,39"
"""314130 MEDEIROS"";-;-;-;202792,53;-;202792,53"
"""314140 MEDINA"";-;275461,20;-;1239263,47;-;1514724,67"
"""314150 MENDES PIMENTEL"";-;-;-;283477,02;-;283477,02"
"""314160 MERCES"";-;-;-;680266,02;-;680266,02"
"""314170 MESQUITA"";-;-;-;136955,58;-;136955,58"
"""314180 MINAS NOVAS"";-;2888258,03;-;2112752,24;-;5001010,27"
"""314190 MINDURI"";-;-;-;91963,57;-;91963,57"
"""314200 MIRABELA"";-;-;-;522625,78;-;522625,78"
"""314210 MIRADOURO"";-;-;-;483213,43;-;483213,43"
"""314220 MIRAI"";-;197998,47;-;870512,46;-;1068510,93"
"""314225 MIRAVANIA"";-;-;-;297584,85;-;297584,85"
"""314230 MOEDA"";-;-;-;177023,04;-;177023,04"
"""314240 MOEMA"";-;-;-;456134,56;-;456134,56"
"""314250 MONJOLOS"";-;-;-;145252,83;-;145252,83"
"""314260 MONSENHOR PAULO"";-;1010603,88;-;529179,82;-;1539783,70"
"""314270 MONTALVANIA"";-;-;-;667882,76;-;667882,76"
"""314280 MONTE ALEGRE DE MINAS"";-;414349,20;-;987826,79;-;1402175,99"
"""314290 MONTE AZUL"";-;182869,20;-;1131181,46;-;1314050,66"
"""314300 MONTE BELO"";-;-;-;556110,38;-;556110,38"
"""314310 MONTE CARMELO"";-;191356,80;-;4339674,31;-;4531031,11"
"""314315 MONTE FORMOSO"";-;-;-;126147,19;-;126147,19"
"""314320 MONTE SANTO DE MINAS"";-;-;-;2253626,06;-;2253626,06"
"""314330 MONTES CLAROS"";6380021,65;24217115,85;-;88106598,96;-;118703736,46"
"""314340 MONTE SIAO"";-;-;-;164388,14;-;164388,14"
"""314345 MONTEZUMA"";-;-;-;405222,64;-;405222,64"
"""314350 MORADA NOVA DE MINAS"";-;-;-;841813,57;-;841813,57"
"""314360 MORRO DA GARCA"";-;-;-;163659,37;-;163659,37"
"""314370 MORRO DO PILAR"";-;-;-;116758,88;-;116758,88"
"""314380 MUNHOZ"";-;-;-;20556,30;-;20556,30"
"""314390 MURIAE"";-;10264297,86;-;50637438,25;-;60901736,11"
"""314400 MUTUM"";-;-;-;1610983,72;-;1610983,72"
"""314410 MUZAMBINHO"";-;-;-;906612,83;-;906612,83"
"""314420 NACIP RAYDAN"";-;-;-;52169,57;-;52169,57"
"""314430 NANUQUE"";-;69444,00;-;1075196,88;-;1144640,88"
"""314435 NAQUE"";-;-;-;76906,50;-;76906,50"
"""314437 NATALANDIA"";-;-;-;264461,84;-;264461,84"
"""314440 NATERCIA"";-;-;-;219325,45;-;219325,45"
"""314450 NAZARENO"";-;-;-;300481,16;-;300481,16"
"""314460 NEPOMUCENO"";-;1903537,20;-;989111,01;-;2892648,21"
"""314465 NINHEIRA"";-;-;-;449949,96;-;449949,96"
"""314467 NOVA BELEM"";-;-;-;100188,23;-;100188,23"
"""314470 NOVA ERA"";-;-;-;960127,91;-;960127,91"
"""314480 NOVA LIMA"";-;2639422,79;-;6254370,26;-;8893793,05"
"""314490 NOVA MODICA"";-;-;-;81832,95;-;81832,95"
"""314500 NOVA PONTE"";-;-;-;437637,88;-;437637,88"
"""314505 NOVA PORTEIRINHA"";-;-;-;157376,79;-;157376,79"
"""314510 NOVA RESENDE"";-;-;-;523694,05;-;523694,05"
"""314520 NOVA SERRANA"";-;2256129,95;-;6965025,13;-;9221155,08"
"""314530 NOVO CRUZEIRO"";-;-;-;831744,56;-;831744,56"
"""314535 NOVO ORIENTE DE MINAS"";-;-;-;201764,98;-;201764,98"
"""314537 NOVORIZONTE"";-;-;-;186221,64;-;186221,64"
"""314540 OLARIA"";-;-;-;143893,10;-;143893,10"
"""314545 OLHOS-D'AGUA"";-;-;-;157158,70;-;157158,70"
"""314550 OLIMPIO NORONHA"";-;-;-;145947,36;-;145947,36"
"""314560 OLIVEIRA"";-;4683434,97;-;3071183,06;-;7754618,03"
"""314570 OLIVEIRA FORTES"";-;-;-;22987,35;-;22987,35"
"""314580 ONCA DE PITANGUI"";-;-;-;47205,90;-;47205,90"
"""314585 ORATORIOS"";-;-;-;112350,89;-;112350,89"
"""314587 ORIZANIA"";-;-;-;167384,56;-;167384,56"
"""314590 OURO BRANCO"";-;-;-;3218847,33;-;3218847,33"
"""314600 OURO FINO"";-;-;-;921851,41;-;921851,41"
"""314610 OURO PRETO"";-;109632,36;-;5608526,86;-;5718159,22"
"""314620 OURO VERDE DE MINAS"";-;-;-;282706,24;-;282706,24"
"""314625 PADRE CARVALHO"";-;-;-;103057,47;-;103057,47"
"""314630 PADRE PARAISO"";-;103394,40;-;436228,72;-;539623,12"
"""314640 PAINEIRAS"";-;-;-;227259,56;-;227259,56"
"""314650 PAINS"";-;-;-;121333,48;-;121333,48"
"""314655 PAI PEDRO"";-;-;-;274677,20;-;274677,20"
"""314660 PAIVA"";-;-;-;130184,61;-;130184,61"
"""314670 PALMA"";-;-;-;152155,76;-;152155,76"
"""314675 PALMOPOLIS"";-;-;-;189278,59;-;189278,59"
"""314690 PAPAGAIOS"";-;-;-;712865,21;-;712865,21"
"""314700 PARACATU"";-;1732333,33;-;4193696,49;-;5926029,82"
"""314710 PARA DE MINAS"";-;5258098,47;-;9178833,36;-;14436931,83"
"""314720 PARAGUACU"";-;-;-;993081,88;-;993081,88"
"""314730 PARAISOPOLIS"";-;-;-;1544266,16;-;1544266,16"
"""314740 PARAOPEBA"";-;-;-;1568930,76;-;1568930,76"
"""314750 PASSABEM"";-;-;-;89738,40;-;89738,40"
"""314760 PASSA QUATRO"";-;-;-;852944,46;-;852944,46"
"""314770 PASSA TEMPO"";-;-;-;234640,45;-;234640,45"
"""314780 PASSA VINTE"";-;-;-;1152,75;-;1152,75"
"""314790 PASSOS"";1575253,98;14168553,40;-;30099116,24;-;45842923,62"
"""314795 PATIS"";-;-;-;82836,90;-;82836,90"
"""314800 PATOS DE MINAS"";1802377,59;7775534,27;-;29976225,06;-;39554136,92"
"""314810 PATROCINIO"";-;7233835,93;-;13725419,16;-;20959255,09"
"""314820 PATROCINIO DO MURIAE"";-;-;-;107430,22;-;107430,22"
"""314830 PAULA CANDIDO"";-;-;-;342837,13;-;342837,13"
"""314840 PAULISTAS"";-;-;-;149504,60;-;149504,60"
"""314850 PAVAO"";-;-;-;183639,67;-;183639,67"
"""314860 PECANHA"";-;-;-;920477,65;-;920477,65"
"""314870 PEDRA AZUL"";194675,71;124999,20;-;1306360,40;-;1626035,31"
"""314875 PEDRA BONITA"";-;-;-;97700,46;-;97700,46"
"""314880 PEDRA DO ANTA"";-;-;-;249404,20;-;249404,20"
"""314890 PEDRA DO INDAIA"";-;-;-;289642,51;-;289642,51"
"""314900 PEDRA DOURADA"";-;-;-;211039,07;-;211039,07"
"""314910 PEDRALVA"";-;-;-;296785,36;-;296785,36"
"""314915 PEDRAS DE MARIA DA CRUZ"";-;-;-;256359,77;-;256359,77"
"""314920 PEDRINOPOLIS"";-;-;-;214887,23;-;214887,23"
"""314930 PEDRO LEOPOLDO"";-;-;-;3147173,45;-;3147173,45"
"""314940 PEDRO TEIXEIRA"";-;-;-;138370,25;-;138370,25"
"""314950 PEQUERI"";-;-;-;38180,47;-;38180,47"
"""314960 PEQUI"";-;-;-;262157,46;-;262157,46"
"""314970 PERDIGAO"";-;-;-;722947,54;-;722947,54"
"""314980 PERDIZES"";-;-;-;1706908,14;-;1706908,14"
"""314990 PERDOES"";-;-;-;639257,62;-;639257,62"
"""314995 PERIQUITO"";-;-;-;60636,60;-;60636,60"
"""315000 PESCADOR"";-;-;-;204487,69;-;204487,69"
"""315010 PIAU"";-;-;-;113832,72;-;113832,72"
"""315015 PIEDADE DE CARATINGA"";-;-;-;214506,01;-;214506,01"
"""315020 PIEDADE DE PONTE NOVA"";-;-;-;36831,66;-;36831,66"
"""315030 PIEDADE DO RIO GRANDE"";-;235,00;-;542035,52;-;542270,52"
"""315040 PIEDADE DOS GERAIS"";-;-;-;796855,98;-;796855,98"
"""315050 PIMENTA"";-;-;-;742545,19;-;742545,19"
"""315053 PINGO-D'AGUA"";-;-;-;126491,40;-;126491,40"
"""315057 PINTOPOLIS"";-;-;-;86867,55;-;86867,55"
"""315060 PIRACEMA"";-;-;-;290914,44;-;290914,44"
"""315070 PIRAJUBA"";-;-;-;101158,58;-;101158,58"
"""315080 PIRANGA"";-;653,59;-;1062005,27;-;1062658,86"
"""315090 PIRANGUCU"";-;-;-;6489,55;-;6489,55"
"""315100 PIRANGUINHO"";-;-;-;1881,00;-;1881,00"
"""315110 PIRAPETINGA"";-;-;-;474146,47;-;474146,47"
"""315120 PIRAPORA"";110753,44;2956490,38;-;6937537,20;-;10004781,02"
"""315130 PIRAUBA"";-;-;-;475828,99;-;475828,99"
"""315140 PITANGUI"";-;52468,80;-;1051755,09;-;1104223,89"
"""315150 PIUMHI"";-;5401,20;-;3739222,33;-;3744623,53"
"""315160 PLANURA"";-;-;-;586938,65;-;586938,65"
"""315170 POCO FUNDO"";-;45027,12;-;2049009,32;-;2094036,44"
"""315180 POCOS DE CALDAS"";-;6170951,36;-;35226618,12;-;41397569,48"
"""315190 POCRANE"";-;-;-;332926,18;-;332926,18"
"""315200 POMPEU"";-;-;-;1622905,78;-;1622905,78"
"""315210 PONTE NOVA"";843838,40;6908502,25;-;19060809,14;-;26813149,79"
"""315213 PONTO CHIQUE"";-;-;-;241729,97;-;241729,97"
"""315217 PONTO DOS VOLANTES"";-;1255,00;-;648399,69;-;649654,69"
"""315220 PORTEIRINHA"";-;345676,80;-;1654881,09;-;2000557,89"
"""315230 PORTO FIRME"";-;-;-;139433,29;-;139433,29"
"""315240 POTE"";-;-;-;468890,63;-;468890,63"
"""315250 POUSO ALEGRE"";5774392,65;11241360,14;-;29438880,76;-;46454633,55"
"""315260 POUSO ALTO"";-;-;-;370744,74;-;370744,74"
"""315270 PRADOS"";-;-;-;212136,49;-;212136,49"
"""315280 PRATA"";-;-;-;301848,86;-;301848,86"
"""315290 PRATAPOLIS"";-;-;-;273336,35;-;273336,35"
"""315300 PRATINHA"";-;-;-;200199,48;-;200199,48"
"""315310 PRESIDENTE BERNARDES"";-;-;-;91592,91;-;91592,91"
"""315320 PRESIDENTE JUSCELINO"";-;-;-;285020,93;-;285020,93"
"""315330 PRESIDENTE KUBITSCHEK"";-;-;-;74779,82;-;74779,82"
"""315340 PRESIDENTE OLEGARIO"";-;-;-;679728,26;-;679728,26"
"""315350 ALTO JEQUITIBA"";-;-;-;246290,70;-;246290,70"
"""315360 PRUDENTE DE MORAIS"";-;-;-;472858,57;-;472858,57"
"""315370 QUARTEL GERAL"";-;-;-;26858,80;-;26858,80"
"""315380 QUELUZITO"";-;-;-;32176,15;-;32176,15"
"""315390 RAPOSOS"";-;-;-;508408,89;-;508408,89"
"""315400 RAUL SOARES"";-;-;-;2455928,34;-;2455928,34"
"""315410 RECREIO"";-;777001,20;-;235065,22;-;1012066,42"
"""315415 REDUTO"";-;-;-;85883,87;-;85883,87"
"""315420 RESENDE COSTA"";-;-;-;290782,37;-;290782,37"
"""315430 RESPLENDOR"";-;-;-;1210764,85;-;1210764,85"
"""315440 RESSAQUINHA"";-;-;-;296916,04;-;296916,04"
"""315445 RIACHINHO"";-;-;-;470471,76;-;470471,76"
"""315450 RIACHO DOS MACHADOS"";-;-;-;147456,38;-;147456,38"
"""315460 RIBEIRAO DAS NEVES"";-;9009,00;-;11790234,12;-;11799243,12"
"""315470 RIBEIRAO VERMELHO"";-;-;-;40768,02;-;40768,02"
"""315480 RIO ACIMA"";-;-;-;597525,12;-;597525,12"
"""315490 RIO CASCA"";-;-;-;318303,65;-;318303,65"
"""315500 RIO DOCE"";-;-;-;78646,93;-;78646,93"
"""315510 RIO DO PRADO"";-;-;-;177780,13;-;177780,13"
"""315520 RIO ESPERA"";-;-;-;202956,26;-;202956,26"
"""315530 RIO MANSO"";-;-;-;80835,45;-;80835,45"
"""315540 RIO NOVO"";-;-;-;39684,40;-;39684,40"
"""315550 RIO PARANAIBA"";-;-;-;492904,57;-;492904,57"
"""315560 RIO PARDO DE MINAS"";-;24813,18;-;1060763,85;-;1085577,03"
"""315570 RIO PIRACICABA"";-;55555,20;-;561843,16;-;617398,36"
"""315580 RIO POMBA"";-;-;-;1351972,05;-;1351972,05"
"""315590 RIO PRETO"";-;-;-;254201,47;-;254201,47"
"""315600 RIO VERMELHO"";-;-;-;213823,23;-;213823,23"
"""315610 RITAPOLIS"";-;-;-;552284,57;-;552284,57"
"""315620 ROCHEDO DE MINAS"";-;50,80;-;54082,00;-;54132,80"
"""315630 RODEIRO"";-;-;-;149380,63;-;149380,63"
"""315640 ROMARIA"";-;-;-;60672,56;-;60672,56"
"""315645 ROSARIO DA LIMEIRA"";-;-;-;120871,50;-;120871,50"
"""315650 RUBELITA"";-;-;-;200011,72;-;200011,72"
"""315660 RUBIM"";-;-;-;442890,09;-;442890,09"
"""315670 SABARA"";-;145338,72;-;5450513,38;-;5595852,10"
"""315680 SABINOPOLIS"";-;1302460,80;-;983770,69;-;2286231,49"
"""315690 SACRAMENTO"";-;74649,64;-;4922350,60;-;4997000,24"
"""315700 SALINAS"";-;5441927,54;-;3956111,37;-;9398038,91"
"""315710 SALTO DA DIVISA"";-;-;-;500653,89;-;500653,89"
"""315720 SANTA BARBARA"";-;-;-;2450114,97;-;2450114,97"
"""315727 SANTA BARBARA DO MONTE VERDE"";-;-;-;240554,86;-;240554,86"
"""315730 SANTA BARBARA DO TUGURIO"";-;-;-;43063,04;-;43063,04"
"""315733 SANTA CRUZ DE MINAS"";-;-;-;382439,01;-;382439,01"
"""315737 SANTA CRUZ DE SALINAS"";-;-;-;288998,56;-;288998,56"
"""315740 SANTA CRUZ DO ESCALVADO"";-;-;-;28597,63;-;28597,63"
"""315750 SANTA EFIGENIA DE MINAS"";-;-;-;9934,65;-;9934,65"
"""315760 SANTA FE DE MINAS"";-;-;-;345923,17;-;345923,17"
"""315765 SANTA HELENA DE MINAS"";-;-;-;281282,91;-;281282,91"
"""315770 SANTA JULIANA"";-;-;-;708568,47;-;708568,47"
"""315780 SANTA LUZIA"";-;158200,80;-;16277828,39;-;16436029,19"
"""315790 SANTA MARGARIDA"";-;-;-;350519,55;-;350519,55"
"""315800 SANTA MARIA DE ITABIRA"";-;-;-;613735,14;-;613735,14"
"""315810 SANTA MARIA DO SALTO"";-;-;-;204655,53;-;204655,53"
"""315820 SANTA MARIA DO SUACUI"";-;-;-;1032006,84;-;1032006,84"
"""315830 SANTANA DA VARGEM"";-;62033,96;-;110692,09;-;172726,05"
"""315840 SANTANA DE CATAGUASES"";-;-;-;93058,66;-;93058,66"
"""315850 SANTANA DE PIRAPAMA"";-;-;-;207741,10;-;207741,10"
"""315860 SANTANA DO DESERTO"";-;-;-;7125,24;-;7125,24"
"""315870 SANTANA DO GARAMBEU"";-;-;-;138053,89;-;138053,89"
"""315890 SANTANA DO MANHUACU"";-;-;-;172803,56;-;172803,56"
"""315895 SANTANA DO PARAISO"";-;-;-;3137714,11;-;3137714,11"
"""315900 SANTANA DO RIACHO"";-;-;-;59871,71;-;59871,71"
"""315910 SANTANA DOS MONTES"";-;-;-;100801,40;-;100801,40"
"""315920 SANTA RITA DE CALDAS"";-;-;-;63804,76;-;63804,76"
"""315930 SANTA RITA DE JACUTINGA"";-;-;-;223524,56;-;223524,56"
"""315935 SANTA RITA DE MINAS"";-;-;-;62629,00;-;62629,00"
"""315940 SANTA RITA DE IBITIPOCA"";-;-;-;135746,16;-;135746,16"
"""315950 SANTA RITA DO ITUETO"";-;-;-;149919,81;-;149919,81"
"""315960 SANTA RITA DO SAPUCAI"";-;-;-;2900649,84;-;2900649,84"
"""315970 SANTA ROSA DA SERRA"";-;-;-;49395,12;-;49395,12"
"""315980 SANTA VITORIA"";-;-;-;1465385,85;-;1465385,85"
"""315990 SANTO ANTONIO DO AMPARO"";-;103394,40;-;2090523,47;-;2193917,87"
"""316000 SANTO ANTONIO DO AVENTUREIRO"";-;-;-;89907,61;-;89907,61"
"""316010 SANTO ANTONIO DO GRAMA"";-;-;-;25432,97;-;25432,97"
"""316020 SANTO ANTONIO DO ITAMBE"";-;-;-;191144,37;-;191144,37"
"""316030 SANTO ANTONIO DO JACINTO"";-;-;-;484229,56;-;484229,56"
"""316040 SANTO ANTONIO DO MONTE"";-;-;-;4477038,47;-;4477038,47"
"""316045 SANTO ANTONIO DO RETIRO"";-;-;-;196848,76;-;196848,76"
"""316050 SANTO ANTONIO DO RIO ABAIXO"";-;-;-;20284,76;-;20284,76"
"""316060 SANTO HIPOLITO"";-;-;-;298750,79;-;298750,79"
"""316070 SANTOS DUMONT"";-;-;-;849337,90;-;849337,90"
"""316080 SAO BENTO ABADE"";-;-;-;115497,40;-;115497,40"
"""316090 SAO BRAS DO SUACUI"";-;-;-;430236,18;-;430236,18"
"""316095 SAO DOMINGOS DAS DORES"";-;-;-;136842,65;-;136842,65"
"""316100 SAO DOMINGOS DO PRATA"";-;354164,40;-;1234558,63;-;1588723,03"
"""316105 SAO FELIX DE MINAS"";-;-;-;260483,20;-;260483,20"
"""316110 SAO FRANCISCO"";-;-;-;3182269,35;-;3182269,35"
"""316120 SAO FRANCISCO DE PAULA"";-;-;-;132418,17;-;132418,17"
"""316130 SAO FRANCISCO DE SALES"";-;-;-;225839,92;-;225839,92"
"""316140 SAO FRANCISCO DO GLORIA"";-;-;-;193540,90;-;193540,90"
"""316150 SAO GERALDO"";-;-;-;336670,44;-;336670,44"
"""316160 SAO GERALDO DA PIEDADE"";-;-;-;127646,79;-;127646,79"
"""316165 SAO GERALDO DO BAIXIO"";-;-;-;44544,71;-;44544,71"
"""316170 SAO GONCALO DO ABAETE"";-;-;-;47397,25;-;47397,25"
"""316180 SAO GONCALO DO PARA"";-;-;-;617971,83;-;617971,83"
"""316190 SAO GONCALO DO RIO ABAIXO"";-;-;-;739396,43;-;739396,43"
"""316200 SAO GONCALO DO SAPUCAI"";-;-;-;1760440,00;-;1760440,00"
"""316210 SAO GOTARDO"";-;1003031,08;-;2651552,90;-;3654583,98"
"""316220 SAO JOAO BATISTA DO GLORIA"";-;-;-;1166902,40;-;1166902,40"
"""316225 SAO JOAO DA LAGOA"";-;-;-;193680,14;-;193680,14"
"""316230 SAO JOAO DA MATA"";-;-;-;79119,50;-;79119,50"
"""316240 SAO JOAO DA PONTE"";-;-;-;2031048,06;-;2031048,06"
"""316245 SAO JOAO DAS MISSOES"";-;-;-;322127,48;-;322127,48"
"""316250 SAO JOAO DEL REI"";564951,13;7061587,88;-;10664364,57;-;18290903,58"
"""316255 SAO JOAO DO MANHUACU"";-;-;-;206223,37;-;206223,37"
"""316257 SAO JOAO DO MANTENINHA"";-;-;-;318538,69;-;318538,69"
"""316260 SAO JOAO DO ORIENTE"";-;312,50;-;231028,11;-;231340,61"
"""316265 SAO JOAO DO PACUI"";-;-;-;153896,93;-;153896,93"
"""316270 SAO JOAO DO PARAISO"";-;-;-;1116541,05;-;1116541,05"
"""316280 SAO JOAO EVANGELISTA"";-;-;-;381697,89;-;381697,89"
"""316290 SAO JOAO NEPOMUCENO"";-;46939,92;-;2512944,48;-;2559884,40"
"""316292 SAO JOAQUIM DE BICAS"";-;4375,00;-;2568544,92;-;2572919,92"
"""316294 SAO JOSE DA BARRA"";-;-;-;527145,26;-;527145,26"
"""316295 SAO JOSE DA LAPA"";-;-;-;450556,19;-;450556,19"
"""316300 SAO JOSE DA SAFIRA"";-;-;-;117660,84;-;117660,84"
"""316310 SAO JOSE DA VARGINHA"";-;-;-;22797,10;-;22797,10"
"""316320 SAO JOSE DO ALEGRE"";-;-;-;35033,55;-;35033,55"
"""316330 SAO JOSE DO DIVINO"";-;-;-;230830,81;-;230830,81"
"""316340 SAO JOSE DO GOIABAL"";-;-;-;165030,15;-;165030,15"
"""316350 SAO JOSE DO JACURI"";-;-;-;34090,65;-;34090,65"
"""316360 SAO JOSE DO MANTIMENTO"";-;-;-;41463,06;-;41463,06"
"""316370 SAO LOURENCO"";-;6678900,84;-;4797814,69;-;11476715,53"
"""316380 SAO MIGUEL DO ANTA"";-;-;-;273133,69;-;273133,69"
"""316390 SAO PEDRO DA UNIAO"";-;-;-;236861,34;-;236861,34"
"""316400 SAO PEDRO DOS FERROS"";-;-;-;310923,51;-;310923,51"
"""316410 SAO PEDRO DO SUACUI"";-;-;-;56453,76;-;56453,76"
"""316420 SAO ROMAO"";-;-;-;331613,67;-;331613,67"
"""316430 SAO ROQUE DE MINAS"";-;-;-;427673,71;-;427673,71"
"""316440 SAO SEBASTIAO DA BELA VISTA"";-;-;-;18409,05;-;18409,05"
"""316443 SAO SEBASTIAO DA VARGEM ALEGRE"";-;-;-;159057,09;-;159057,09"
"""316447 SAO SEBASTIAO DO ANTA"";-;-;-;62413,45;-;62413,45"
"""316450 SAO SEBASTIAO DO MARANHAO"";-;-;-;321321,09;-;321321,09"
"""316460 SAO SEBASTIAO DO OESTE"";-;-;-;207938,18;-;207938,18"
"""316470 SAO SEBASTIAO DO PARAISO"";-;5724810,05;-;9631302,47;-;15356112,52"
"""316480 SAO SEBASTIAO DO RIO PRETO"";-;-;-;6839,54;-;6839,54"
"""316490 SAO SEBASTIAO DO RIO VERDE"";-;-;-;128701,53;-;128701,53"
"""316500 SAO TIAGO"";-;-;-;393536,33;-;393536,33"
"""316510 SAO TOMAS DE AQUINO"";-;-;-;606586,43;-;606586,43"
"""316520 SAO THOME DAS LETRAS"";-;-;-;272164,71;-;272164,71"
"""316530 SAO VICENTE DE MINAS"";-;-;-;293486,95;-;293486,95"
"""316540 SAPUCAI-MIRIM"";-;-;-;29936,40;-;29936,40"
"""316550 SARDOA"";-;-;-;155165,29;-;155165,29"
"""316553 SARZEDO"";-;775000,85;-;6499265,22;-;7274266,07"
"""316555 SETUBINHA"";-;-;-;213192,42;-;213192,42"
"""316556 SEM-PEIXE"";-;-;-;42818,55;-;42818,55"
"""316557 SENADOR AMARAL"";-;-;-;50335,10;-;50335,10"
"""316560 SENADOR CORTES"";-;-;-;19702,09;-;19702,09"
"""316570 SENADOR FIRMINO"";-;-;-;512538,90;-;512538,90"
"""316580 SENADOR JOSE BENTO"";-;-;-;106248,35;-;106248,35"
"""316590 SENADOR MODESTINO GONCALVES"";-;-;-;445532,77;-;445532,77"
"""316600 SENHORA DE OLIVEIRA"";-;-;-;51584,22;-;51584,22"
"""316610 SENHORA DO PORTO"";-;-;-;86591,43;-;86591,43"
"""316620 SENHORA DOS REMEDIOS"";-;-;-;459938,53;-;459938,53"
"""316630 SERICITA"";-;-;-;285812,40;-;285812,40"
"""316640 SERITINGA"";-;-;-;51417,43;-;51417,43"
