"""Munic¡pio"";""Cap 01"";""Cap 02"";""Cap 03"";""Cap 04"";""Cap 05"";""Cap 06"";""Cap 07"";""Cap 08"";""Cap 09"";""Cap 10"";""Cap 11"";""Cap 12"";""Cap 13"";""Cap 14"";""Cap 15"";""Cap 16"";""Cap 17"";""Cap 18"";""Cap 19"";""Cap 21"";""Total"""
"""351830 GUARAREMA"";155759,70;19968,71;29190,06;25385,73;2058,65;10792,70;879,74;4105,60;269518,94;418526,68;14127,70;19190,27;3659,07;114701,32;725568,45;11292,13;416,26;8441,98;46747,11;134178,15;2014508,95"
"""351840 GUARATINGUETA"";4351515,15;7890234,94;203007,09;1018975,28;22542,04;535418,18;1915,78;8526,12;6422035,61;4799896,72;3894814,09;313972,88;230789,75;3735903,50;2316191,72;1369876,57;131520,81;1641378,73;9546400,17;128014,80;48562929,93"
"""351860 GUARIBA"";159669,61;59587,17;10545,35;17038,12;3961,38;75271,19;-;1396,60;264522,45;417854,24;266114,59;42231,20;125654,35;230754,06;651938,68;144034,01;8339,27;34884,98;231136,97;302859,97;3047794,19"
"""351870 GUARUJA"";15078575,57;7912001,56;387372,62;1100559,59;55347,87;2786205,21;384691,96;10597,47;16831451,58;10255737,80;9544438,29;700178,98;3641461,12;5305773,23;7011378,98;6848569,87;256972,00;1195333,23;11296246,92;1096334,32;101699228,17"
"""351880 GUARULHOS"";21874855,12;13533319,45;1351273,68;2841642,00;2941072,38;59637992,70;3993369,85;91841,65;52881857,74;27645559,71;27146417,30;2869026,84;5912651,20;10568769,78;29630349,39;30726968,39;2140600,33;2828079,41;32112116,35;2772002,16;333499765,43"
"""351900 HERCULANDIA"";365257,94;-;3715,24;85564,02;-;2969,41;9850,23;-;188572,90;617390,19;17066,87;6432,75;-;59040,53;-;-;-;44,22;-;-;1355904,30"
"""351907 HORTOLANDIA"";1310870,06;320143,50;90728,71;388062,88;18266,55;171651,42;379,37;5944,75;3733029,95;2407049,73;2003451,76;261787,72;46054,88;924167,15;3850270,50;207069,10;8179,55;562453,99;2592656,66;92553,71;18994771,94"
"""351910 IACANGA"";11565,95;2233,23;12308,32;6471,41;3455,26;1451,27;88,44;283,42;36905,25;92194,36;13713,12;4298,90;1329,65;20203,90;203374,91;236,35;47,27;4708,38;16556,50;577,91;432003,80"
"""351930 IBATE"";183890,63;16574,28;2437,24;21003,17;9655,17;9462,59;-;-;207501,74;253561,78;515045,25;14366,95;1566,61;72518,80;682498,37;23154,34;14728,64;8886,52;14555,82;4204,53;2055612,43"
"""351940 IBIRA"";189100,64;13752,76;7497,88;29288,25;1411,42;3487,21;337,68;2455,98;43871,43;304395,80;17171,12;9389,05;2460,17;87414,65;1212,40;-;-;9346,38;1138,07;879,32;724610,21"
"""351960 IBITINGA"";2306774,73;514876,80;27481,62;220548,92;336357,22;200123,15;604,80;3145,60;2624369,48;2287997,65;1696186,92;228495,90;2157278,62;927611,98;1366622,20;10913,25;16613,18;317416,14;3377920,85;31980,81;18653319,82"
"""351970 IBIUNA"";3420014,03;58063,50;137690,35;55701,24;48119,40;18253,65;14919,80;5195,46;350250,55;1094441,24;1133765,41;86997,16;22124,27;514109,18;1409176,72;2571,21;5403,16;168619,49;217307,28;132083,29;8894806,39"
"""351990 IEPE"";235602,39;38906,31;35247,46;36150,72;7656,79;7988,66;308,62;1553,75;115990,73;312926,50;66527,12;26843,19;8030,47;159836,80;114980,84;9383,09;-;9234,49;43418,98;4212,06;1234798,97"
"""352010 IGARAPAVA"";104999,79;138178,89;26942,91;43685,60;2858,30;49791,81;454,06;672,93;207305,80;594226,37;559373,41;51305,29;139705,93;204588,69;357136,89;8147,18;810,60;16603,58;278468,94;123391,93;2908648,90"
"""352040 ILHABELA"";1063944,78;323123,62;138299,92;84174,86;71119,99;80549,88;-;5284,76;868661,77;1020063,01;1555684,56;80458,36;706929,90;615697,82;1129766,56;72761,59;34136,17;176172,51;984570,50;330829,17;9342229,73"
"""352044 ILHA SOLTEIRA"";841109,09;74368,02;107408,91;188744,65;49134,03;53142,65;44,22;6026,88;1747060,54;2934143,79;1166995,84;96422,68;42489,64;1098150,32;545068,22;40437,08;1943,34;482772,92;614105,17;192391,02;10281959,01"
"""352050 INDAIATUBA"";9220069,54;10276735,52;294617,05;664032,32;4539850,71;1829740,80;4140208,95;43780,65;12689512,72;8427511,18;11929382,76;904276,35;2029922,69;5173184,71;5007877,15;3981598,20;309345,45;857840,21;11482271,81;1288781,31;95090540,08"
"""352070 INDIAPORA"";52942,29;9283,88;7947,65;15332,45;227,86;15383,45;-;147,71;36788,16;179238,37;156157,14;9475,72;18056,41;72385,17;2227,15;330,89;258,61;1018,36;12089,10;1931,72;591222,09"
"""352090 IPAUSSU"";82125,72;4527,00;50643,83;60662,71;3445,40;2251,42;-;147,71;168563,58;276690,26;116226,86;2152,56;8395,80;76920,08;278689,11;26402,61;-;1547,46;2843,19;18189,32;1180424,62"
"""352130 IPUA"";153953,49;142292,53;23762,27;30170,38;86250,86;40341,87;-;527,31;71484,15;252962,86;164939,39;220630,42;15522,98;122214,31;232434,24;11280,03;14487,99;8954,62;30395,39;39525,26;1662130,35"
"""352170 ITABERA"";55704,41;71544,51;37581,63;17793,13;652,20;15123,27;-;12335,69;345190,97;534940,27;423957,16;24345,56;19802,35;143496,62;347156,10;6730,37;3064,26;7106,31;6386,75;15025,93;2087937,49"
"""352180 ITAI"";61132,65;1107,02;16369,50;32852,94;3109,13;3713,31;-;-;167236,67;356062,32;78674,55;5877,74;2733,14;60212,36;142540,03;1312,70;-;7339,50;15821,96;7703,74;963799,26"
"""352190 ITAJOBI"";149897,14;7351,56;12687,53;36115,48;14786,68;38030,35;-;-;71830,71;380556,64;41381,08;11609,45;18236,17;127623,10;-;-;-;415,02;4311,07;-;914831,98"
"""352210 ITANHAEM"";6734950,16;779775,44;954087,85;306514,08;5499,79;187929,22;9641,63;6100,80;7928915,13;5096938,75;6992857,02;310789,44;886201,36;2937249,81;7814032,94;7436364,03;85400,14;942111,51;5536721,69;1445548,38;56397629,17"
"""352220 ITAPECERICA DA SERRA"";7034334,93;2146654,43;219770,04;1405136,77;13064,08;616130,09;4595987,34;11785,34;9625909,02;8095047,13;7910237,59;584611,49;3191185,15;2943862,19;7166007,99;7136205,45;1116235,47;727075,18;10191839,22;964868,58;75695947,48"
"""352230 ITAPETININGA"";5771426,70;754514,30;154500,87;657148,78;37771,01;243843,69;1333,50;19089,70;5722946,47;5843901,85;4997651,96;801548,60;137288,19;2803080,61;5099349,42;187221,98;33318,69;469413,22;7208658,25;1120728,65;42064736,44"
"""352240 ITAPEVA"";8124858,64;4895168,44;247219,71;781581,49;68678,20;835646,09;1137,43;14038,76;7884105,47;4060263,62;3449836,13;197807,04;681367,75;1637147,18;6148221,99;8923352,13;368877,49;1013926,64;7448519,38;72660,10;56854413,68"
"""352250 ITAPEVI"";8349073,54;910912,00;157966,11;311010,47;579213,88;248334,04;63,27;13686,99;2304163,95;4820173,25;7938440,28;229850,74;496961,73;4202656,36;11976860,87;8827037,77;766499,97;1111545,21;6450593,89;2510436,81;62205481,13"
"""352260 ITAPIRA"";2772331,77;778690,92;67677,54;376035,30;29664347,34;330186,68;294,90;12089,46;3275852,72;3855478,43;3426764,51;459152,63;290666,39;1701807,81;1443370,33;747182,98;22172,39;201151,45;3791990,97;196216,16;53413460,68"
"""352270 ITAPOLIS"";1606496,96;294074,04;121037,25;307916,89;11110,34;165115,95;46260,24;5851,46;3223589,13;3335859,86;1509678,96;135397,33;136723,86;1353079,74;629052,52;31316,39;6262,00;273556,79;1152528,26;251292,94;14596200,91"
"""352280 ITAPORANGA"";101579,50;60604,35;40110,87;29166,40;41938,32;34308,07;68,22;934,16;176667,35;502657,56;253798,56;31109,31;36771,64;78661,57;408974,71;29517,07;-;23792,17;71024,76;54265,53;1975950,12"
"""352290 ITAPUI"";37866,68;6011,72;5704,55;9636,44;12308,37;1341,65;-;40,38;44836,05;148737,99;5458,29;6743,57;974,23;29985,96;-;-;-;1793,27;179,22;463,88;312082,25"
"""352310 ITAQUAQUECETUBA"";3583078,77;3257744,93;320750,67;885613,22;2565626,54;1460588,69;584,10;2779,46;8679336,96;3774487,38;11457459,86;469210,20;1062248,05;5664015,08;8234767,97;5482747,10;131734,90;205892,06;12495349,35;5753,01;69739768,30"
"""352320 ITARARE"";721461,64;248854,59;104299,56;82265,39;95479,67;69877,69;152588,66;8307,71;1634817,74;1546414,60;935804,28;375416,27;345445,29;443780,80;1488872,37;52079,19;23655,98;89129,35;1517986,64;199463,56;10136000,98"
"""352340 ITATIBA"";2464688,47;1957321,09;127946,44;394242,64;9120,34;322092,48;1248,25;8995,52;3361907,59;1982902,35;2141557,39;137608,08;889160,14;2054210,45;2538522,16;1546921,93;39316,59;464456,56;2995722,17;458567,36;23896508,00"
"""352350 ITATINGA"";59542,87;1429,97;5314,60;19300,16;7847,40;2987,35;-;615,22;72626,85;183773,46;13436,64;11985,32;434,25;20009,18;-;-;-;6287,95;10725,61;4071,53;420388,36"
"""352360 ITIRAPINA"";37453,24;702,55;5540,68;8879,29;747,61;2383,19;-;-;40871,27;129986,29;9516,07;5093,82;1281,02;17645,33;-;835,62;-;3002,17;1116,07;1731,82;266786,04"
"""352390 ITU"";5972686,53;881967,20;413905,91;443698,40;7284875,96;10473404,98;24838,12;128483,12;5693026,62;4161342,55;4954675,07;390534,14;717177,23;1785286,42;4150100,98;10308252,52;817556,88;837598,73;7572146,96;295467,33;67307025,65"
"""352400 ITUPEVA"";247812,79;51842,67;21160,40;51728,56;29049,33;38900,94;-;3944,24;457224,88;730330,57;167365,29;46739,47;13303,03;200517,60;939258,61;37366,56;-;8385,88;126255,81;155686,49;3326873,12"
"""352410 ITUVERAVA"";4261981,46;604223,54;105136,23;253600,42;154718,30;181197,66;16108,72;6304,22;3169468,01;3030418,46;2129750,86;275297,65;1194040,39;2922885,75;1001607,78;44417,74;37206,09;497096,26;1742772,44;173028,07;21801260,05"
"""352420 JABORANDI"";13211,54;690,64;437,41;5046,84;-;673,57;-;163,71;13076,07;65057,88;2932,50;1978,80;-;16426,90;-;-;-;774,88;1071,08;-;121541,82"
"""352430 JABOTICABAL"";589666,25;66725,61;45177,40;114063,50;1306,38;95614,77;3841,58;9374,12;1101983,39;1766968,68;1514152,09;96545,79;93525,13;690768,72;1056771,90;39528,75;3180,42;208279,85;1004988,65;137830,42;8640293,40"
"""352440 JACAREI"";12057233,60;19672374,89;307616,56;498864,61;951197,71;1225004,23;90410,49;17783,68;7089742,90;8173957,08;8396962,66;393092,80;379504,59;4192496,13;5885603,72;7769130,85;157327,03;1094826,96;7474165,96;460981,02;86288277,47"
"""352450 JACI"";72259,20;-;1338,79;196237,15;381129,58;15965810,60;-;88,44;767922,61;224899,55;214998,37;22787,03;3703,75;45154,29;-;-;-;10888,26;1162,46;-;17908380,08"
"""352470 JAGUARIUNA"";1984911,10;554529,42;30195,94;303528,49;54437,16;208079,62;807,63;10807,03;2706276,06;2253041,03;2678486,68;241350,44;343018,02;1250364,21;2155123,39;180719,53;29336,42;660483,18;1685754,14;662584,24;17993833,73"
"""352480 JALES"";5462224,82;20403013,31;180346,13;634779,42;7915,18;258050,44;5226,39;4153,76;4497958,27;3430630,45;3991541,55;293889,93;319955,70;2513876,37;1986162,52;1579589,68;20940,84;1150338,60;4266727,79;373983,78;51381304,93"
"""352520 JARINU"";50061,18;6536,47;8523,37;13625,78;5653,06;2858,47;132,66;140,66;105977,54;250954,02;13325,53;8323,61;1694,55;47640,68;-;52,22;-;6911,30;2712,46;12397,65;537521,21"
"""352530 JAU"";8466725,52;166402151,96;5761982,25;2328324,41;10699747,61;2528388,58;35239,42;25292,45;14832406,42;16445724,16;11214181,47;924812,95;1170453,52;12055257,98;4813484,00;5338840,32;293499,82;3896189,59;10459213,01;2605441,66;280297357,10"
"""352550 JOANOPOLIS"";41959,39;-;2840,90;16917,69;152,44;4043,07;-;171,71;49708,17;143001,53;4137,73;15380,67;502,66;38566,74;-;-;-;485,36;1145,59;14536,40;333550,05"
"""352570 JOSE BONIFACIO"";761350,48;48583,79;41450,92;84756,11;8014,64;43544,71;273,85;942,30;868468,21;1024083,25;735713,77;35330,56;73101,45;268892,97;-;-;-;72204,72;190973,62;3185,38;4260870,73"
"""352590 JUNDIAI"";12169399,72;23264234,57;599300,83;1563718,86;318453,45;5011642,07;6975054,24;122241,71;57525608,25;17033580,17;28254480,32;3133827,57;7014589,52;9742878,17;11629532,61;10574650,93;1473989,23;6147157,66;27077033,49;1923423,51;231554796,88"
"""352600 JUNQUEIROPOLIS"";140973,70;33347,20;50029,04;81847,67;215835,84;5428,91;44,22;855,28;137354,90;557164,76;243519,39;44959,13;21671,30;145811,11;418091,84;7709,66;55,27;34294,92;94782,40;19571,72;2253348,26"
"""352620 JUQUITIBA"";3000,00;-;-;-;-;-;-;-;699,46;-;186,06;-;-;-;-;-;-;-;199,33;-;4084,85"
"""352640 LARANJAL PAULISTA"";805694,85;36605,14;56649,21;108811,45;22236,12;6758,83;44,22;1754,70;478608,48;675770,54;429337,64;53014,42;3333,07;128375,23;787732,59;60500,40;-;3250,31;10639,04;70928,32;3740044,56"
"""352670 LEME"";1842000,56;1117774,13;207325,76;352428,89;38507,20;299820,40;2017,24;11687,20;3922994,32;2295047,26;2663490,55;205856,02;478886,73;1690876,05;2165339,63;196127,81;22438,12;488766,22;2820622,34;102017,15;20924023,58"
"""352680 LENCOIS PAULISTA"";2035919,62;115083,74;33859,40;235142,04;3409,27;182994,26;1848,41;2751,12;1748952,58;1946262,85;2716337,28;117370,33;919726,14;764745,12;1230917,24;45776,71;12373,32;258574,79;1492640,66;263603,97;14128288,85"
"""352690 LIMEIRA"";4877858,64;18269113,06;257457,25;1624829,85;48414,02;2396389,94;955910,20;174946,99;43786177,84;19485994,55;11904677,61;832030,86;5502601,42;6523881,96;7116048,79;10914664,84;1968917,70;1461386,59;21465043,89;2354261,69;161920607,69"
"""352710 LINS"";2761855,15;240054,31;196507,17;258758,30;5380134,48;9896419,43;230,82;2353,83;4524413,26;2763014,97;2001422,48;307545,33;226134,74;1358652,48;2918165,90;2999151,04;66705,19;296349,49;3715515,33;69433,49;39982817,19"
"""352720 LORENA"";2856973,01;151481,35;210850,71;797572,63;51126,49;217176,97;8240,15;13626,69;3959724,88;3315997,63;2283638,77;445152,95;138304,77;1887345,40;4763761,84;5927581,72;180633,95;2717109,88;2393025,14;289584,09;32608909,02"
"""352730 LOUVEIRA"";329810,66;107689,95;17873,74;41019,30;7893,47;67493,08;13480,61;6677,20;726809,53;984456,96;1038391,12;266130,32;68944,29;442064,69;797630,27;62182,77;39874,69;1340932,28;109462,86;245272,97;6714090,76"
"""352740 LUCELIA"";53989,48;38674,49;12053,15;32628,44;2785,07;4339,22;-;88,44;286281,57;375022,54;19429,57;7890,39;3064,07;56780,43;109,24;-;-;5733,02;6363,82;-;905232,94"
"""352800 MACATUBA"";80731,23;22249,09;17508,32;25972,52;13966,99;25528,88;309,54;953,38;199074,50;233749,45;160929,53;20476,33;7018,94;82109,95;202330,83;4770,32;-;13470,57;76028,39;417,02;1187595,78"
"""352810 MACAUBAL"";18460,17;5032,72;698,51;3977,40;171,00;192,83;-;-;11441,55;62181,83;1938,28;-;190,70;18042,27;-;-;-;545,58;369,77;-;123242,61"
"""352850 MAIRIPORA"";443270,94;46612,96;109829,37;109596,59;36560,68;48354,53;2767,53;11426,79;643473,99;1310677,91;239075,22;140758,66;23942,13;324943,18;18254,19;2429,45;3102,69;220035,30;274527,73;17067,89;4026707,73"
"""352880 MARACAI"";61172,80;211421,61;15222,92;42965,57;265,51;9754,76;-;375,66;251980,26;376412,13;391907,21;13306,67;3374,67;117907,57;225174,27;2015,38;368,07;3687,41;5965,95;39743,78;1773022,20"
"""352900 MARILIA"";25065118,16;27963277,61;640132,30;16401575,98;6413487,66;3921002,72;3016321,39;1390568,95;86095580,18;29022517,71;17277578,78;2099366,98;10848653,46;11105856,69;7353550,82;15437212,43;2337567,68;3955340,69;25066268,11;3521899,33;298932877,63"
"""352920 MARTINOPOLIS"";1659408,77;29095,93;50824,00;41273,21;40843,63;14391,60;475,53;2839,92;740944,25;403723,94;515758,96;37222,30;20198,19;174482,69;416778,33;13590,63;-;69793,33;131309,92;120849,71;4483804,84"
"""352930 MATAO"";3698680,81;397728,40;185474,11;700595,11;38606,39;920103,14;2225,85;10637,54;23213196,48;4702888,63;4026947,97;276450,71;5830130,47;1804746,08;2171775,27;4158085,45;180100,46;950416,35;5577255,53;351057,61;59197102,36"
"""352940 MAUA"";7439094,34;2086696,39;338314,67;1213862,47;1361995,39;606029,60;1599,93;14485,84;10407659,97;4990081,43;7945227,86;923015,72;239167,15;4405927,90;6961560,02;7171364,95;305525,20;1258760,72;7559863,02;1874862,13;67105094,70"
"""352970 MIGUELOPOLIS"";424608,61;11805,20;24546,20;36978,53;7127,73;6765,85;104,44;3220,15;195617,34;532201,51;162992,72;26382,23;12245,58;199934,54;304910,08;4168,82;974,18;82675,94;69708,38;36351,67;2143319,70"
"""353010 MIRANDOPOLIS"";767154,52;391602,91;110062,81;256419,09;6156,19;171865,26;115,49;8151,79;1973032,71;3543542,09;2089589,21;186532,24;53633,06;687552,50;1012880,82;35439,76;8693,58;287904,77;1842366,02;152691,42;13585386,24"
"""353030 MIRASSOL"";344811,01;54164,54;22277,81;60886,81;1005,27;68182,29;-;-;556661,88;551531,17;388589,34;166782,06;8152,26;269662,50;790719,43;11289,22;1019,20;31458,72;10328,94;197527,43;3535049,88"
"""353050 MOCOCA"";3085625,31;924285,95;225379,62;340509,50;149866,66;406098,09;8828,51;11688,26;4744347,08;3686045,50;2063160,70;175198,25;306115,11;1825979,59;2223090,30;84373,64;26533,58;1041007,31;3221542,52;194203,00;24743878,48"
"""353060 MOGI DAS CRUZES"";11421883,73;23009983,70;677258,29;1693926,25;1962425,07;24405865,58;919349,22;60461,30;56339608,74;23595740,86;15365825,29;935617,09;2180818,65;9946924,30;11620770,70;8834366,13;1238007,81;5711278,27;28977832,55;1954565,41;230852508,94"
"""353070 MOGI GUACU"";10288416,87;10980606,19;116480,80;493002,18;35286,45;1247721,82;7385,90;15213,64;10090698,75;4080210,87;4067011,82;517374,45;4397381,90;2427574,99;4139765,38;5899470,76;164540,71;1281966,07;9863154,34;309275,89;70422539,78"
"""353080 MOGI MIRIM"";2400121,63;1451271,33;30617,07;542213,95;396420,74;5232384,15;690751,83;6690,08;5517343,19;3675518,29;3266587,07;250523,86;1969400,62;1587228,84;1712400,83;2994093,79;180677,65;776661,94;5810208,16;622648,49;39113763,51"
"""353110 MONGAGUA"";77980,16;4117,43;31782,37;54386,28;1675,71;8714,89;9729,63;7415,07;117762,80;514794,80;31184,28;94430,80;52568,41;62740,95;37278,33;3073,37;102,54;46104,17;102,54;-;1155944,53"
"""353130 MONTE ALTO"";5354049,49;159704,95;66232,15;279945,62;35068,42;203606,70;377356,19;5159,07;3588348,42;4843879,79;1310194,97;121270,84;101621,88;1773489,21;564044,45;17967,68;4097,45;97974,24;947795,06;156380,60;20008187,18"
"""353140 MONTE APRAZIVEL"";823469,38;96813,83;23365,30;211457,32;-;29651,46;336,84;883,60;566198,12;1039316,99;1534170,25;16383,11;68013,89;363747,34;-;-;766,06;15198,03;24462,68;11733,75;4825967,95"
"""353150 MONTE AZUL PAULISTA"";146867,42;26684,68;17653,52;36862,04;96,44;2003,63;5606844,76;770,59;100445,75;527714,90;168018,45;16290,36;32495,16;367735,87;496025,19;1625,67;-;15249,25;119500,07;28086,87;7710970,62"
"""353180 MONTE MOR"";119581,97;4365,01;14057,60;19441,96;12190,55;6439,50;525,89;-;140469,70;249190,04;37473,06;7476,19;4028,69;52524,01;1082111,16;1602,89;152,21;4923,87;21173,93;311781,51;2089509,74"
"""353190 MORRO AGUDO"";897703,09;65716,51;55387,76;155782,88;47903,40;87887,03;2309,96;2829,08;1064499,53;1661566,88;879139,94;94158,03;424740,24;503049,97;563554,38;26802,45;4863,56;640621,82;617321,92;255735,06;8051573,49"
"""353200 MORUNGABA"";61448,79;4513,28;2151,15;15070,59;-;2252,53;-;-;63658,08;207595,82;19771,21;3058,31;206,70;19797,31;-;-;-;-;16113,99;182,57;415820,33"
"""353240 NAZARE PAULISTA"";84980,34;17229,44;6944,11;36506,09;1284,04;5684,47;-;384,81;105806,00;261504,92;19786,87;14500,32;3023,15;52576,40;7687,04;47,27;-;11661,11;4399,17;253,10;634258,65"
"""353250 NEVES PAULISTA"";21609,63;1617,98;765,55;9424,70;-;277,88;-;-;4846,88;28126,31;919,18;405,14;415,58;5407,34;487,62;-;-;1843,90;-;-;76147,69"
"""353260 NHANDEARA"";212060,77;173984,87;10971,07;61462,50;1218645,89;29897,13;-;541,47;1328006,00;1623299,05;708341,51;98122,33;20852,09;312017,22;9066,70;4646,45;3466,08;53722,89;123154,72;952,87;5993211,61"
"""353290 NOVA EUROPA"";36040,47;11297,81;11747,57;11364,65;2254,34;4321,02;-;791,45;76990,78;78769,99;111128,52;9867,64;2988,04;38754,65;19747,12;1331,26;615,26;19337,88;329,26;4646,14;442323,85"
"""353300 NOVA GRANADA"";589051,03;24427,11;54980,90;138791,20;1574,67;6522,75;-;8579,19;92425,84;1195888,13;94400,38;34862,13;26703,47;272350,33;13681,35;2498,86;783,76;4168,24;4237,63;55,27;2565982,24"
"""353340 NOVA ODESSA"";101495,96;46121,73;11598,35;59318,26;24615,81;13866,58;-;3573,60;325677,68;535516,26;261821,68;43514,91;50526,91;252892,09;549395,37;11925,66;4081,84;12905,01;379612,35;77877,94;2766337,99"
"""353350 NOVO HORIZONTE"";2061812,14;275757,17;117315,93;153085,82;1253,07;93418,83;-;2247,68;907702,28;2960707,99;2058272,32;187480,83;731767,88;1128712,40;644074,03;25591,68;1366,69;196861,50;1089050,82;23279,21;12659758,27"
"""353390 OLIMPIA"";1253518,63;256983,05;145260,65;203745,81;10601,85;107925,49;212,41;2832,68;1578615,01;3327816,46;1690812,70;308967,30;190712,03;1030114,54;1295927,34;29354,80;16676,87;461565,14;2317321,73;129340,48;14358304,97"
"""353430 ORLANDIA"";402248,75;89953,21;40164,02;123317,38;52747,64;62054,99;297,42;3452,06;434353,65;677952,84;351115,01;36720,04;40822,87;586353,43;999708,56;31711,54;7820,37;60142,92;700666,02;13264,42;4714867,14"
"""353440 OSASCO"";13039683,52;5443883,31;981274,10;1783278,23;247277,85;3008927,10;2979,00;43967,34;18197529,06;14190566,11;14405053,94;1005468,64;1742200,46;7173269,15;9894754,26;16568881,70;637179,85;2617047,13;21990888,46;2636653,11;135610762,32"
"""353460 OSVALDO CRUZ"";928017,80;36506,21;112166,92;128750,73;4806,25;75391,54;149,66;3991,65;925356,92;928032,13;865499,68;30911,32;26919,55;305505,49;585328,26;11863,61;10047,59;90211,45;580046,23;123537,46;5773040,45"
"""353470 OURINHOS"";4517409,02;6927915,08;410273,49;888740,72;30766,05;1589078,52;1577570,14;36582,08;23541420,10;6908963,79;6476066,71;703247,70;1078838,70;3064696,72;3671360,64;4716326,34;518133,04;364820,15;9446966,98;1001457,97;77470633,94"
"""353475 OUROESTE"";101679,91;20332,07;9559,35;11486,28;281,90;14265,19;-;630,84;62869,78;240423,46;118308,62;18610,22;72758,13;77369,24;104410,32;286,54;3082,08;2070,36;23041,65;-;881465,94"
"""353520 PALMEIRA D'OESTE"";168511,03;1469,76;15297,19;53501,32;44,22;3895,65;-;312,20;69368,48;330048,76;49293,21;11008,58;41983,35;82957,86;546,20;1027,88;-;4867,44;3379,92;-;837513,05"
"""353530 PALMITAL"";152659,18;41787,27;60755,23;187978,14;281,90;31096,59;-;1226,33;487556,00;616651,25;1730129,22;49434,88;20275,66;385844,40;401407,99;10450,48;16871,31;32656,78;141991,02;708468,99;5077522,62"
"""353540 PANORAMA"";22402,48;1121,29;5222,24;12580,82;270,38;796,94;-;-;20869,98;36417,27;7432,63;4795,68;224,91;11863,13;-;-;-;437,36;199,33;-;124634,44"
"""353550 PARAGUACU PAULISTA"";2280131,81;540631,58;129431,46;479511,48;44086,66;153865,70;701334,97;2273,73;6433109,88;5091105,68;2136369,66;579755,54;319451,08;1609534,96;793606,51;29636,59;9471,14;529552,93;1678571,03;289729,70;23831162,09"
"""353580 PARANAPANEMA"";62910,31;6470,18;104404,91;16437,62;44,22;11324,27;292,62;886,26;121458,09;335359,06;108979,79;21897,83;7781,10;63131,09;443860,24;1107,64;1143,13;7017,91;7046,97;32340,88;1353894,12"
"""353600 PARAPUA"";62134,79;10999,42;1502,94;11076,03;2535,48;19756,53;-;-;25338,33;123756,79;12147,68;864,33;1551,78;19725,10;3309,40;-;-;-;9473,74;-;304172,34"
"""353620 PARIQUERA-ACU"";1663528,57;6743957,87;207640,32;609723,73;29988,96;1341906,49;8125,06;910,64;4226003,82;5232981,49;6074088,26;363024,92;307407,64;5654416,69;5337653,98;6376155,67;89006,66;1322255,11;4208170,17;600873,04;50397819,09"
"""353630 PATROCINIO PAULISTA"";179554,35;90509,69;29956,98;36944,83;3250,70;41339,39;55,27;1647,34;70963,67;350055,37;146847,13;28575,91;18219,82;99366,80;466333,16;28900,66;1759,52;5268,58;163533,91;97654,03;1860737,11"
"""353650 PAULINIA"";4018382,64;1611923,97;61906,66;331528,50;172057,16;166498,79;9905,59;20687,79;3511419,02;3643787,76;3411985,30;282213,28;1359483,55;1792993,30;1754042,18;146885,77;43183,45;588131,89;2078058,32;173855,64;25178930,56"
"""353660 PAULO DE FARIA"";24863,12;88,44;2206,47;8283,28;88,44;338,49;-;44,22;16251,05;89497,58;3945,54;1692,84;1497,96;25543,77;1330,20;-;-;447,26;450,78;-;176569,44"
"""353670 PEDERNEIRAS"";817172,77;128323,74;30580,02;201236,29;18353,04;58458,41;622,74;3251,62;1386887,74;1332841,12;818198,84;71993,60;48237,10;555668,52;845912,42;24843,14;509,86;63673,93;720244,73;23037,42;7150047,05"
"""353700 PEDREGULHO"";173099,80;87690,14;16246,97;47399,18;4205,95;16286,46;176,88;2021,96;61765,88;305345,38;86678,85;26885,84;46618,54;191070,90;450009,49;19508,31;315,92;18521,16;132103,05;127734,51;1813685,17"
"""353710 PEDREIRA"";376175,14;64757,22;41376,64;94417,00;8597,12;76467,51;48,22;-;530533,41;634721,64;666906,70;83257,21;90813,01;115844,15;171,51;-;896,90;14085,40;527280,68;22381,25;3348730,71"
"""353730 PENAPOLIS"";2093244,01;462291,48;82664,78;237783,44;3244671,88;564690,90;353670,00;1722,58;3508248,69;3205581,71;2664615,05;218090,35;1509030,64;1132350,71;1901698,19;93792,35;10025,48;136951,14;2555114,43;546241,38;24522479,19"
"""353740 PEREIRA BARRETO"";251766,60;19086,92;54359,01;15819,84;289,90;68572,57;-;391,88;58793,81;372414,17;231447,66;33597,63;322842,48;136593,82;218290,02;1130,16;292,06;6387,33;93230,45;2268,51;1887574,82"
"""353760 PERUIBE"";6178,21;-;414,41;-;-;-;-;-;-;582,42;355,15;200,33;-;5641,52;643544,73;55460,02;751,26;546,80;-;-;713674,85"
"""353780 PIEDADE"";659954,41;81259,43;37736,20;67988,83;29621,45;46218,19;1339,62;8707,68;728549,36;1175029,25;564574,35;70476,41;26388,26;271226,74;1250749,97;52855,81;1707,64;42792,67;195266,36;25172,50;5337615,13"
"""353790 PILAR DO SUL"";94681,70;9590,78;61722,86;17290,71;1637,61;4311,02;507,60;2811,32;162827,81;369284,81;256302,34;73285,22;2679,93;70872,27;583996,87;8083,30;907,22;10972,75;32789,72;100762,99;1865318,83"
