"""Munic¡pio"";""Cap 01"";""Cap 02"";""Cap 03"";""Cap 04"";""Cap 05"";""Cap 06"";""Cap 07"";""Cap 08"";""Cap 09"";""Cap 10"";""Cap 11"";""Cap 12"";""Cap 13"";""Cap 14"";""Cap 15"";""Cap 16"";""Cap 17"";""Cap 18"";""Cap 19"";""Cap 21"";""Total"""
"""353800 PINDAMONHANGABA"";1933376,27;634022,19;221397,93;444172,09;47059,73;333666,52;29699,00;45170,89;4874294,48;5482472,46;3398497,08;398193,12;150918,06;3079362,72;5072621,34;5105979,36;372238,40;1264408,35;4933651,67;255874,38;38077076,04"
"""353860 PIRACAIA"";73699,83;26841,19;14400,74;24181,58;4451,83;996,98;-;104,44;95492,40;291604,67;34476,71;15706,66;1369,00;65449,23;48734,33;338,76;936,27;3875,16;10710,89;49400,56;762771,23"
"""353870 PIRACICABA"";11435592,78;27608586,24;932763,46;13449564,64;55458,02;5470052,53;13781431,95;282018,82;74988115,95;22239112,63;27669257,86;2500350,66;11037081,72;15814496,07;10532858,91;14187231,45;1861916,12;1787452,31;26878146,00;1841540,60;284353028,72"
"""353880 PIRAJU"";448821,95;34571,32;53322,73;76204,84;2567,12;65521,81;44,22;2673,88;761310,44;887255,37;595701,52;12228,93;26692,71;216747,06;850373,54;57095,86;2369,81;63823,72;88664,31;25266,05;4271257,19"
"""353890 PIRAJUI"";169247,45;53612,70;52323,78;33550,74;444529,25;3968175,25;473,15;391,86;148740,11;539098,67;1518587,39;29127,21;2402,25;105296,47;21072,32;651,62;1018,28;14511,05;63454,86;296946,98;7463211,39"
"""353900 PIRANGI"";141221,33;75351,97;3080,48;24085,63;904,00;671,05;163296,70;187,71;201542,96;864097,47;1173253,17;18146,15;8862,06;83921,63;39026,09;165,81;36714,01;3042,41;3166,25;4653,22;2845390,10"
"""353930 PIRASSUNUNGA"";753156,70;307625,66;119047,53;178095,35;8822,31;183365,94;498,28;907,47;2710391,34;2583518,81;1024572,49;84923,77;61685,91;859416,63;1104114,67;105904,48;18424,85;294539,13;2165721,64;28335,16;12593068,12"
"""353940 PIRATININGA"";20238,29;1192,40;4464,88;7211,40;161,44;1440,92;-;303,42;49508,99;114618,32;16753,31;8428,05;1709,77;66377,83;-;-;-;1578,26;12222,86;44,22;306254,36"
"""353950 PITANGUEIRAS"";156079,96;44867,00;42431,86;49730,10;28920,96;16154,82;898839,72;2111,49;321089,50;456118,34;621878,78;64611,65;109395,69;233089,74;587838,74;18591,15;1034,31;73204,99;251540,28;188850,16;4166379,24"
"""354000 POMPEIA"";102450,62;48988,08;48093,14;23741,58;88,44;18453,02;9108,43;5096,93;259096,10;279352,07;37540,28;41746,12;11366,20;76404,70;1659,04;-;5277,36;10500,80;7221,90;113455,90;1099640,71"
"""354020 PONTAL"";117440,33;21567,40;16561,31;17762,18;-;11874,69;616508,40;236,93;1225108,45;419724,53;65035,56;20088,56;21619,21;79413,92;497245,50;10177,58;440,47;241491,23;169466,34;167118,06;3718880,65"
"""354040 POPULINA"";40203,85;6856,26;935,40;16192,06;1506,45;537,65;-;607,60;10802,11;113686,84;16389,78;3995,56;366,67;20819,22;-;-;-;1231,52;1966,29;1312,69;237409,95"
"""354060 PORTO FELIZ"";871067,71;388541,72;86800,42;163259,53;19852,34;138182,07;984057,57;6228,47;1444356,20;1289149,83;1584053,60;225195,24;248349,30;916911,76;1085805,37;25861,20;28274,30;221996,20;1610695,27;182855,78;11521493,88"
"""354070 PORTO FERREIRA"";574039,91;109701,86;102802,91;145916,69;912,41;120035,09;818,87;3127,73;1082696,09;1460159,79;950117,20;119992,99;129682,80;1011101,96;769567,65;60821,44;6237,57;118866,87;1123395,66;144690,93;8034686,42"
"""354080 POTIRENDABA"";291409,62;6425,99;1974,12;33857,62;655,95;4021,57;-;2754,47;46430,65;430374,69;172097,04;15899,63;5790,86;170496,50;6932,69;-;-;2415,53;20404,68;645,14;1212586,75"
"""354100 PRAIA GRANDE"";5936113,79;1023588,24;311073,18;473384,99;724305,35;540090,75;2875,53;6260,47;5245717,15;6270495,05;4230367,28;527346,11;551119,66;3904349,21;4348767,73;8467568,10;315847,97;984757,86;3355910,82;738194,17;47958133,41"
"""354120 PRESIDENTE BERNARDES"";413760,88;-;21432,45;329629,76;44,22;53545,38;-;-;129192,37;577962,36;91000,30;-;1259,04;127655,60;44,22;-;-;456,96;273,90;-;1746257,44"
"""354130 PRESIDENTE EPITACIO"";1131215,18;281770,44;50322,30;165659,09;14550,05;21614,19;380,76;2078,71;691618,02;801473,80;888655,12;47466,91;20840,13;352078,60;692025,51;10272,66;5858,11;79795,22;429929,77;110827,02;5798431,59"
"""354140 PRESIDENTE PRUDENTE"";32443991,07;44565712,64;1026889,24;3722214,31;15299478,64;4014053,38;12012161,04;265192,86;71732939,25;12813508,33;20272996,03;1229797,45;16706259,75;13040519,73;10631733,19;9461897,00;1215094,83;3577583,87;22989131,68;1897743,80;298918898,09"
"""354150 PRESIDENTE VENCESLAU"";958875,24;216873,54;208090,45;300570,24;60451,96;96097,85;835,52;3828,24;3016994,84;2952173,70;847794,30;183483,02;105146,15;637522,78;583680,49;18422,39;6597,98;164427,43;745688,29;11563,01;11119117,42"
"""354160 PROMISSAO"";1621930,74;799594,89;46377,37;354005,41;16128,76;141599,21;2150,29;1147,45;2046907,06;2483484,62;4317469,21;157808,85;204691,11;1577020,21;7982,97;-;22865,90;400551,74;1285483,66;395594,77;15882794,22"
"""354190 QUELUZ"";68160,58;8604,26;1325,53;10131,65;8773,61;1795,36;324,62;248,01;34974,73;141125,92;8355,44;7551,16;134,39;44909,63;109,24;-;-;52,22;2616,89;-;339193,24"
"""354220 RANCHARIA"";1644690,99;288285,05;110169,35;415834,49;217288,80;124618,89;-;6392,57;3399267,25;3365453,18;2662216,41;147909,42;64624,03;896532,01;752680,01;10926,63;4482,65;271353,12;2033281,89;284458,66;16700465,40"
"""354240 REGENTE FEIJO"";204999,89;26852,02;49231,30;98327,31;4172,85;10017,12;-;147,71;197223,76;342618,71;78860,86;20160,10;1144,20;152765,60;2872,44;-;571,92;4495,62;199,33;-;1194660,74"
"""354260 REGISTRO"";1751479,74;511728,31;348382,44;265332,02;180192,64;1066091,81;70726,80;62031,61;6119037,39;9033742,82;7952554,10;1371387,10;2156796,39;1189297,66;2353612,01;55192,68;224944,77;397550,90;7872557,29;1013784,51;43996422,99"
"""354290 RIBEIRAO BONITO"";23503,49;42663,94;2311,60;14396,03;96,44;1023,26;9551,45;52,22;24193,59;128019,85;112267,98;7260,58;15075,72;36647,85;173967,72;5336,19;-;1926,71;218,03;25040,92;623553,57"
"""354300 RIBEIRAO BRANCO"";57176,46;8204,25;39625,99;28214,30;252,44;835,55;-;1105,97;98462,79;296680,46;34309,56;15270,39;1067,16;55158,03;5458,15;11044,76;452,39;9255,79;9105,23;175,71;671855,38"
"""354330 RIBEIRAO PIRES"";1035462,36;51527,02;27053,16;36853,42;2982,41;20994,41;-;1198,07;891977,92;963277,11;72559,04;37162,26;3617,79;249881,84;1502230,30;31598,31;1031,61;10455,73;22061,66;366943,99;5328868,41"
"""354340 RIBEIRAO PRETO"";76250075,61;101893763,06;8127578,33;7292650,25;7838357,92;26028917,45;22153296,02;16069283,11;192595239,77;48521972,00;62608569,89;6313005,77;20223587,94;33330935,24;21623376,05;30120627,46;22705769,67;8416241,27;61342211,72;4034676,82;777490135,35"
"""354380 RINOPOLIS"";50678,26;397,10;14982,23;24745,40;976,39;2204,84;-;60,22;49304,81;179106,34;15278,13;2151,69;545,62;47522,95;274,48;1733,05;-;1648,77;6425,82;-;398036,10"
"""354390 RIO CLARO"";8799280,77;9471741,09;183750,55;570752,34;10367998,71;981819,18;8943,18;15245,35;9199168,93;4293729,56;3257944,82;242898,47;2207221,21;2042930,67;5002793,70;3076233,86;237723,64;419723,13;7397463,12;901496,69;68678858,97"
"""354400 RIO DAS PEDRAS"";65937,60;16547,97;5408,44;35599,85;3975,46;14144,35;148,66;627,81;127519,74;263490,49;156650,75;77008,26;2670,06;233514,47;-;-;5320,03;10173,16;15889,00;1382,35;1036008,45"
"""354420 RIOLANDIA"";34133,73;233,85;9842,69;12896,59;684,75;597,40;-;-;11635,03;71886,39;3832,04;4083,77;1333,15;21559,84;109,24;-;-;857,96;514,64;-;174201,07"
"""354425 ROSANA"";581555,04;76448,06;31231,49;100781,25;115233,69;611139,58;841,54;4393,72;939628,15;854149,98;1757780,66;167607,24;81722,92;450904,24;442335,60;21390,88;12269,15;125438,05;564263,23;182509,20;7121623,67"
"""354490 SALES OLIVEIRA"";48724,68;34039,56;3764,80;8682,12;2653,20;2137,22;-;44,22;62720,15;83648,08;20784,26;2659,24;1330,56;39522,81;189095,97;3282,69;-;5563,31;490,71;8906,06;518049,64"
"""354500 SALESOPOLIS"";106736,87;18118,17;10089,41;12206,40;1009,44;27403,51;-;428,08;132834,36;212970,45;30612,81;8816,81;646,72;42974,05;1753,47;-;-;6971,02;26685,32;88,44;640345,33"
"""354520 SALTO"";730788,82;513756,91;57329,30;392856,25;172914,34;122415,67;4290,34;16506,70;2419149,66;3130572,94;2258207,00;571664,11;119246,06;1347486,99;2004654,00;160711,25;20724,85;1214035,57;1972988,21;521334,99;17751633,96"
"""354530 SALTO DE PIRAPORA"";140302,68;474180,90;15351,35;50173,91;27821,77;17781,58;3380,68;1924,36;1116093,95;622127,21;1941892,50;91736,19;17701,09;275619,77;627147,72;2238,11;119,35;12787,77;95608,45;913394,23;6447383,57"
"""354540 SALTO GRANDE"";77026,09;26395,88;14200,73;27183,22;27915,09;9584,72;44,22;1081,97;105682,45;209167,70;110559,65;11952,64;4650,20;80617,43;112152,37;5305,72;-;18223,18;13771,15;60923,95;916438,36"
"""354560 SANTA ADELIA"";127799,59;267488,05;17829,27;13464,03;417,90;27706,32;-;-;895123,83;308850,36;495793,56;9359,90;161963,95;90922,40;1548,63;3971,56;850,78;1999,95;273,90;896,12;2426260,10"
"""354580 SANTA BARBARA D'OESTE"";2981497,56;2438755,66;530330,40;472963,98;-;807821,38;1889838,22;15703,36;5332004,31;6580326,01;5908926,21;498948,39;975183,55;3718480,52;2898636,07;231567,06;70240,11;857953,30;3383785,12;2405001,92;41997963,13"
"""354630 SANTA CRUZ DAS PALMEIRAS"";95321,80;30364,05;25538,46;52922,55;662,13;10279,94;-;244,15;113870,97;613688,96;336755,99;22990,41;50184,42;108213,64;585090,12;12840,59;7766,86;63913,74;334811,55;29374,14;2494834,47"
"""354640 SANTA CRUZ DO RIO PARDO"";1433018,82;563574,39;140573,54;139226,77;2211,37;280748,30;184,88;9513,70;1864764,13;2463323,12;2173120,53;118927,60;656825,72;954370,39;1572612,55;3615509,28;29110,28;156111,09;1802224,36;234932,45;18210883,27"
"""354660 SANTA FE DO SUL"";1252834,28;97999,00;155306,30;330751,52;152829,62;326332,45;96,44;5393,89;3485226,03;2220707,54;1899798,92;164664,62;378837,01;972517,49;897402,38;30060,01;4878,70;603836,63;1421562,19;147417,65;14548452,67"
"""354680 SANTA ISABEL"";911531,07;461438,82;148751,95;325826,20;1351,01;568548,37;-;3868,90;1991693,58;2377515,49;1289792,84;156396,56;24511,15;499058,52;1043675,71;73385,94;1093,69;245093,90;324245,01;330290,21;10778068,92"
"""354730 SANTANA DE PARNAIBA"";183331,41;23518,83;53415,08;64607,70;6839,86;127789,69;786,63;1370,63;925010,20;1326786,75;116888,63;126307,87;54336,01;267035,52;2131237,77;29805,22;1821,28;40501,33;72502,51;16041,92;5569934,84"
"""354750 SANTA RITA DO PASSA QUATRO"";223404,77;114724,02;25863,49;19329,79;2982791,38;952279,28;96,44;296,05;605684,08;527212,03;228256,60;82222,14;75307,31;161423,58;289303,00;2900,32;1653,96;13022,90;852651,53;10586,47;7169009,14"
"""354760 SANTA ROSA DE VITERBO"";121849,87;10706,33;11578,69;19530,37;14033,89;17012,79;397758,98;1230,63;143025,97;416650,85;67965,99;36488,50;18329,65;158050,53;21521,14;47,27;1290,58;12885,25;32834,31;1016,98;1503808,57"
"""354770 SANTO ANASTACIO"";308337,85;163364,16;27912,41;287115,48;12979,83;22057,72;44,22;3697,04;553274,88;439532,76;315727,33;18132,90;48404,74;252759,95;182086,56;-;426,39;7468,16;58041,65;365,82;2701729,85"
"""354780 SANTO ANDRE"";27593584,52;42727334,98;1702531,19;6845437,29;1853215,02;8651904,43;7618672,66;505475,32;81393841,02;31587951,74;31106052,79;3393167,41;11345624,41;17052542,87;12310789,06;12151063,47;2594935,43;6717181,97;40592151,43;2765238,98;350508695,99"
"""354790 SANTO ANTONIO DA ALEGRIA"";31101,90;224,52;543,97;4261,65;1061,28;201,27;-;-;29869,66;116065,21;8361,27;1507,32;840,97;8215,17;44,22;-;88,44;1285,64;707,52;88,44;204468,45"
"""354850 SANTOS"";22435329,76;39359041,76;1622181,97;4269134,97;2344105,52;5577273,24;1679344,57;54124,61;64088091,30;29625177,15;22734665,64;2273739,61;4460714,00;17025953,25;14246496,94;12700903,08;2472940,25;2551029,45;29264127,43;1587632,04;280372006,54"
"""354860 SAO BENTO DO SAPUCAI"";77338,17;7397,33;34870,22;64292,93;808,09;18051,91;-;1270,94;99804,26;303777,37;74363,23;4073,11;2243,59;39684,93;43802,42;21822,46;-;4643,64;23025,45;-;821270,05"
"""354870 SAO BERNARDO DO CAMPO"";50574807,92;50487914,25;1075805,59;2810814,86;1458219,26;5867622,95;130269,13;144655,13;69256422,76;22959022,09;24554385,74;1673808,46;4903731,40;23604535,93;13078198,61;18090319,31;20087842,11;7186500,33;31979043,58;5380436,98;355304356,39"
"""354880 SAO CAETANO DO SUL"";8790696,90;9212185,84;899118,68;1097722,54;338862,37;987040,00;1214198,95;34215,92;10938898,99;9941930,78;10591214,76;548298,38;730289,29;7019200,25;1767880,89;2508209,44;290095,88;1729227,20;4417405,30;886177,81;73942870,17"
"""354890 SAO CARLOS"";8547588,29;18334615,67;463292,84;956167,01;258036,50;2917735,15;95280,63;76728,09;40315206,73;11465675,27;10529277,88;891719,90;3874459,22;6619882,93;5820007,32;5427803,86;1134373,61;4057157,82;13032998,47;1025961,21;135843968,40"
"""354910 SAO JOAO DA BOA VISTA"";3307113,27;7542525,25;84003,79;458962,99;72986,98;569153,57;395,84;3185,45;5706407,48;3769089,38;3285281,44;179075,50;1400737,07;2175626,80;2554683,48;56621,88;4692,24;1337855,22;6202380,80;135791,94;38846570,37"
"""354940 SAO JOAQUIM DA BARRA"";1693823,92;441289,94;85459,88;346821,28;7173,59;596219,77;1572,58;5140,57;2562461,69;2832350,36;1347781,33;69217,20;824491,44;2387150,08;1022231,00;42949,57;29411,33;748123,82;1751574,55;187869,72;16983113,62"
"""354970 SAO JOSE DO RIO PARDO"";1022288,47;623685,79;156973,48;249805,45;15661,73;244000,54;339,32;228,93;3489011,71;2684776,84;2494545,38;109313,51;2595317,71;956770,06;1572122,97;40950,33;8274,62;375820,34;2481977,35;211067,06;19332931,59"
"""354980 SAO JOSE DO RIO PRETO"";69876949,64;102897562,68;3050086,28;22587949,13;16795887,07;18421264,18;18018092,24;8344879,86;235369801,90;74885046,99;88085153,23;6423363,72;26400574,16;65964477,44;23112065,87;32391084,93;67027249,26;4316344,15;87148600,34;50810870,80;1021927303,87"
"""354990 SAO JOSE DOS CAMPOS"";21622118,29;61430041,24;1959301,70;8560412,17;9611518,34;9138839,78;7863940,59;276495,33;110782562,16;28740706,45;47913212,18;2517245,90;11258787,61;18312524,49;15513975,30;16850170,40;2890200,38;6544173,65;50776411,03;5981976,14;438544613,13"
"""355000 SAO LUIS DO PARAITINGA"";29017,97;45,93;3124,91;26185,87;373,31;935,95;-;-;40030,45;91166,20;7079,38;2202,58;231,66;33011,56;1330,20;-;-;2166,48;517,45;44,22;237464,12"
"""355010 SAO MANUEL"";1913688,50;18277,89;27364,49;73802,23;45002,41;36931,49;778,14;1261,05;666254,62;950095,86;286177,91;35431,21;23161,49;174232,34;423079,39;17965,80;-;44809,78;48870,12;1961,90;4789146,62"
"""355020 SAO MIGUEL ARCANJO"";103849,14;253084,35;11757,41;56155,55;29815,15;30363,17;400,84;496,02;468158,32;451227,12;1180817,63;57410,33;9454,01;250531,42;-;-;626,41;23800,73;54149,70;192083,04;3174180,34"
"""355030 SAO PAULO"";527694851,70;747956379,86;44473420,35;78816579,92;62158836,92;162353895,62;123148979,49;24910675,05;1511948214,46;401522558,03;488211566,20;44629188,98;124813174,98;455775326,16;244788431,08;243119926,72;255043899,58;72606304,27;483589597,13;117589146,72;6215150953,22"
"""355040 SAO PEDRO"";1118850,70;1853739,78;27412,25;179814,48;25035,57;121483,06;1274738,27;42976,75;3368832,02;2494336,61;2114720,46;93746,03;786666,68;1519765,06;900653,30;659,49;26451,77;374147,41;940798,53;805363,49;18070191,71"
"""355060 SAO ROQUE"";1617857,44;391832,97;162791,79;450065,16;44711,30;198919,30;828,65;13495,89;1674437,43;2561621,25;2077482,43;179924,32;49305,22;994337,83;2885851,24;190528,77;8551,67;297641,74;480572,00;531258,96;14812015,36"
"""355070 SAO SEBASTIAO"";5162391,08;1310747,73;150747,28;348026,17;26173,34;819327,05;24678,34;11877,67;1243585,85;1328796,37;1619890,06;173215,91;532121,02;1698223,41;2743820,10;113351,51;13855,15;605120,48;1180831,63;426403,29;19533183,44"
"""355080 SAO SEBASTIAO DA GRAMA"";68006,57;57323,97;20277,67;14815,16;12909,30;5316,81;44,22;520,93;103153,86;245480,82;194474,88;37825,38;5193,81;86436,44;1064,26;1130,16;1083,53;12615,95;21571,99;5349,04;894594,75"
"""355090 SAO SIMAO"";166529,13;-;10026,21;61267,90;-;257,66;-;-;87692,13;221826,29;46445,47;-;10750,04;49231,57;1992,08;-;-;479,19;547,80;176,88;657222,35"
"""355100 SAO VICENTE"";5839745,82;740861,71;404755,54;789084,66;454200,39;474078,42;3205906,95;5247,90;7000065,35;2848292,05;3604000,47;406340,74;314784,96;2843783,89;4254549,12;916930,03;88829,43;974644,64;6806918,50;696185,93;42669206,50"
"""355150 SERRANA"";2305635,62;593950,83;135857,82;564694,79;820395,20;232342,92;889,14;1886,57;3007107,81;4174919,12;3925305,27;116019,65;295077,45;597755,95;41431,80;153,46;28454,96;214216,20;1744799,98;8621,24;18809515,78"
"""355160 SERRA NEGRA"";150100,74;126474,29;32704,39;57172,14;21942,80;25619,67;58421,80;1955,30;422232,15;408818,59;436081,68;26795,21;522398,37;179082,24;429813,42;9873,17;3690,68;61009,19;318566,30;42433,10;3335185,23"
"""355170 SERTAOZINHO"";1621079,66;729050,40;167017,65;491825,97;2117,44;1340458,46;1440,31;10632,43;3856486,80;3391822,09;3214713,01;299709,26;5021496,07;2075742,28;2888975,55;4636055,69;246137,92;1457675,16;11068073,31;353001,20;42873510,66"
"""355200 SILVEIRAS"";4889,81;3169,17;-;4297,08;1105,50;359,91;-;147,71;3694,18;24856,98;540,81;2642,98;1000,46;7555,22;-;-;-;363,20;-;-;54623,01"
"""355210 SOCORRO"";1449991,62;1369757,79;27686,43;102957,18;19606,25;66223,82;107868,31;5438,15;1623405,42;1846291,80;516323,13;42546,26;335629,49;521177,63;714495,80;14052,95;4138,45;474619,21;1015069,91;117709,17;10374988,77"
"""355220 SOROCABA"";15192773,88;52888138,97;2951864,21;4089921,27;1200586,80;10048436,35;19324787,52;644932,04;95101069,78;43464398,01;59072773,32;3077850,40;15672650,02;22766785,37;17404539,65;29767968,65;5814678,20;3889805,59;58112911,08;2043310,60;462530181,71"
"""355230 SUD MENNUCCI"";26093,93;22432,63;25209,64;7097,78;-;6998,84;-;147,71;21267,95;167182,33;105342,75;3996,08;3841,81;34715,97;130188,12;-;358,05;7290,77;1049,28;826,34;564039,98"
"""355240 SUMARE"";5114498,57;3447003,30;176538,31;722602,97;13416,26;2956220,88;3288,02;43802,50;7862878,87;10422136,74;13067151,23;1031053,82;3776376,51;3511480,56;7169592,52;21784690,61;2016748,67;1083506,01;17449847,22;1789266,25;103442099,82"
"""355250 SUZANO"";2195633,87;147630,78;32621,91;226767,02;6515,35;253475,69;546,55;931,75;2908602,75;2870062,05;2630912,61;233544,92;862160,46;500935,65;5700712,61;8068998,65;301330,86;366669,19;4827001,02;677329,97;32812383,66"
"""355260 TABAPUA"";498190,04;7612,20;8562,04;41597,70;427,24;1835,39;-;1526,11;55574,29;451135,66;388738,16;27083,47;11584,20;132073,20;2685,43;-;281,72;5899,59;1672,99;20340,21;1656819,64"
"""355270 TABATINGA"";317750,59;1194,32;13987,23;30107,06;-;2472,46;-;983,70;158107,60;597191,92;315277,41;27596,35;174,84;218244,54;276117,90;-;178,01;1302,12;1866,79;67332,43;2029885,27"
"""355280 TABOAO DA SERRA"";4655522,54;5618763,89;235886,24;552971,80;934709,80;2123159,10;51705,85;54923,66;37331410,00;10938803,48;16421070,30;742255,81;1758601,51;4439962,25;10344422,85;11775994,50;5551594,10;2027549,52;16528265,14;724211,74;132811784,08"
"""355300 TAGUAI"";96812,34;19975,09;14285,93;22048,03;27569,94;2063,36;-;437,08;54459,30;232409,32;156125,18;18745,60;2801,40;76787,19;393634,39;13602,72;1665,61;7280,84;5057,64;16510,21;1162271,17"
"""355330 TAMBAU"";75123,13;107927,11;27848,79;29333,64;4312,63;19408,72;-;320,49;316726,25;289773,48;434303,16;14409,69;12914,27;301503,59;431510,09;7379,70;6490,20;12818,71;108063,30;2489,24;2202656,19"
"""355340 TANABI"";1097350,79;-;10420,43;75708,76;1349309,00;7896,93;-;-;248464,78;661101,49;42970,16;992,08;-;170634,90;-;-;-;268,71;1206,99;-;3666325,02"
"""355360 TAPIRATIBA"";168136,87;35865,09;11217,56;8643,21;273,90;2150,25;300,62;319,42;86308,99;189865,05;169936,29;3838,31;-;76717,70;-;3813,26;-;214,81;11039,16;52,22;768692,71"
"""355370 TAQUARITINGA"";884691,95;259198,13;58598,36;202812,68;38883,87;340394,19;88,44;6863,55;1189376,36;1917279,19;1283157,66;116638,49;911531,46;757556,25;1054069,88;1822610,35;68051,06;331025,54;1073836,50;311487,85;12628151,76"
"""355380 TAQUARITUBA"";159872,88;29024,55;38477,33;92487,25;30372,65;52610,89;-;2130,18;210523,57;700151,38;330189,77;84108,79;48967,11;218005,30;551508,84;17200,59;2499,42;98732,66;380104,79;170064,04;3217031,99"
"""355400 TATUI"";976014,87;670054,77;59623,54;275469,27;422426,06;113321,59;357,19;4733,78;2499544,03;3037774,64;2787472,56;144288,57;128713,48;889662,68;3975171,04;199147,29;28661,62;334104,39;2181294,82;412829,25;19140665,44"
"""355410 TAUBATE"";7934612,19;39108503,18;1340282,22;1769182,19;129426,60;3369297,84;11404621,02;362922,25;60214526,96;19660645,00;14313429,41;960060,37;3287446,83;10250044,24;9795726,59;14441903,48;1408127,25;4061558,93;19118590,80;1125579,15;224056486,50"
"""355430 TEODORO SAMPAIO"";124705,97;2931,56;26745,58;66094,73;8731,47;6004,30;-;1751,66;149234,22;451213,70;101915,87;43871,97;6937,09;127939,21;309137,82;8044,20;-;13987,10;29100,27;620,96;1478967,68"
"""355440 TERRA ROXA"";32404,32;-;467,70;5666,90;-;-;-;147,71;3261,05;96817,93;5672,44;182,57;512,38;9038,17;-;-;-;851,86;-;91,86;155114,89"
"""355450 TIETE"";131810,05;270670,84;36893,66;123572,57;3942,90;66440,48;-;2737,27;505341,79;572398,14;275563,87;18095,43;101354,36;139674,62;1480308,33;95052,16;6151,60;81437,90;68250,34;47428,75;4027125,06"
"""355470 TORRINHA"";4507,45;3626,76;2409,48;13274,32;88,44;3033,99;189,67;88,44;13671,09;77482,78;4706,22;1048,60;265,32;5585,10;-;-;-;2492,16;379,05;949,86;133798,73"
"""355500 TUPA"";11214064,28;4537141,03;117146,50;509676,36;1136679,34;17675461,94;3355,41;2122,94;8363849,83;4230274,54;4346739,81;438931,46;749615,72;1944332,78;2261520,97;16887,41;36505,15;478698,30;4001653,12;664379,08;62729035,97"
"""355510 TUPI PAULISTA"";594275,66;65688,02;94630,75;28282,55;-;19283,98;-;3340,90;261271,78;655044,98;344201,59;28360,43;2445,97;143088,42;208320,20;10841,93;4327,60;7565,99;19375,66;55,27;2490401,68"
"""355540 UBATUBA"";919855,03;228862,94;158679,86;198584,15;203335,16;59803,23;21108,43;5579,18;2068935,40;1221696,16;1515683,76;425219,93;98183,41;629603,15;2595192,17;75555,00;21609,46;79703,76;1615956,75;60382,36;12203529,29"
"""355580 URANIA"";51271,71;-;625,53;15517,01;-;116,71;-;116,71;6770,91;190473,20;1053,14;9071,05;3716,70;63802,23;-;-;-;270,38;381,90;-;343187,18"
"""355600 URUPES"";250062,15;134368,32;17108,64;43072,49;-;4698,30;-;1075,31;158080,20;395850,26;195209,92;62717,54;1305,92;85464,12;5910,52;-;-;9258,13;3342,88;4294,47;1371819,17"
"""355620 VALINHOS"";5301909,73;772450,42;264943,30;395597,70;7012,84;261185,98;-;4023,04;5008080,05;2550865,49;3226390,59;470568,51;350026,77;1593993,62;1584898,10;62242,76;43893,86;296825,41;3941544,32;40213,05;26176665,54"
"""355630 VALPARAISO"";131331,23;90139,42;5167,39;19229,59;4955,01;5063,49;-;163,71;85028,89;380504,08;272970,67;9988,26;2120,67;157897,69;384721,88;3555,07;1260,61;5395,37;6715,34;98443,86;1664652,23"
"""355640 VARGEM GRANDE DO SUL"";189477,00;268499,89;40218,34;160528,46;44,22;6997,80;-;2419,18;788161,92;707194,78;524933,78;37948,42;17077,28;603603,48;943389,08;14154,58;9290,98;56020,63;593356,53;83124,60;5046440,95"
"""355650 VARZEA PAULISTA"";49375,85;10461,99;8208,11;21411,14;105380,72;5046,36;44,22;331,98;126107,24;319434,16;14832,43;11368,46;1769,65;65617,63;-;-;-;33760,03;8232,35;3231,58;784613,90"
"""355670 VINHEDO"";1701366,44;967657,28;65681,54;119251,13;29243,48;186237,23;8092,12;7415,36;1525289,55;1456206,44;3310768,61;953984,25;801112,07;2224058,13;1150129,44;62899,09;52633,21;465494,47;2089623,94;615679,22;17792823,00"
"""355680 VIRADOURO"";99175,12;9786,20;32596,46;4356,95;2767,23;1263,47;978,35;215,93;28151,65;305698,27;38598,93;19495,85;2156,40;78629,65;-;-;-;697,59;1839,92;52,22;626460,19"
"""355700 VOTORANTIM"";2008974,84;420386,14;62403,01;310920,00;32406,23;158029,39;602024,85;2715,98;3005873,06;2353822,55;1455972,63;67749,82;37543,21;1387617,67;2599328,22;172115,27;17125,09;168262,71;338146,60;652991,89;15854409,16"
"""355710 VOTUPORANGA"";2634658,11;268563,22;123555,28;553479,92;68436,92;773860,81;27809,35;22199,99;28278546,16;3242161,72;3917021,58;345197,13;3645491,28;5048774,46;3581578,61;4837081,93;433638,00;6965423,19;8807413,89;766874,94;74341766,49"
"""355720 CHAVANTES"";204808,37;86395,93;23998,24;211027,74;14883,07;7376,90;-;841,84;298089,18;379352,44;345871,48;3984,19;6337,32;262960,02;239957,44;14226,62;284,06;688,93;14612,22;-;2115695,99"
"""Total"";1631580389,60;2265940270,71;112884299,91;269812383,01;346471822,55;562116142,33;366621399,90;93940909,81;4207410409,00;1647323824,13;1693921201,26;151921691,12;469232369,99;1165205370,18;946511710,01;960688993,83;470942655,42;295886203,22;1823099577,01;324362346,04;19805873969,03"
&
