"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""320380 MUQUI"";-;119080,01;119080,01"
"""320390 NOVA VENECIA"";-;1138829,19;1138829,19"
"""320400 PANCAS"";-;34838,28;34838,28"
"""320405 PEDRO CANARIO"";-;567154,53;567154,53"
"""320410 PINHEIROS"";-;215031,58;215031,58"
"""320435 RIO BANANAL"";-;39681,52;39681,52"
"""320450 SANTA LEOPOLDINA"";2742416,59;244475,17;2986891,76"
"""320455 SANTA MARIA DE JETIBA"";9150,90;870024,65;879175,55"
"""320460 SANTA TERESA"";-;4849417,26;4849417,26"
"""320470 SAO GABRIEL DA PALHA"";-;215892,15;215892,15"
"""320480 SAO JOSE DO CALCADO"";619092,56;4159324,30;4778416,86"
"""320490 SAO MATEUS"";822189,27;18499713,94;19321903,21"
"""320500 SERRA"";3639488,83;48557125,20;52196614,03"
"""320503 VARGEM ALTA"";-;158353,83;158353,83"
"""320506 VENDA NOVA DO IMIGRANTE"";-;5815999,14;5815999,14"
"""320520 VILA VELHA"";28185538,67;57597647,47;85783186,14"
"""320530 VITORIA"";31958130,14;114123754,99;146081885,13"
"""330010 ANGRA DOS REIS"";612698,41;13520200,53;14132898,94"
"""330015 APERIBE"";234098,50;463540,11;697638,61"
"""330020 ARARUAMA"";15108,83;9315857,25;9330966,08"
"""330022 AREAL"";-;114606,15;114606,15"
"""330023 ARMACAO DOS BUZIOS"";288557,37;2894727,64;3183285,01"
"""330025 ARRAIAL DO CABO"";153382,00;1486867,43;1640249,43"
"""330030 BARRA DO PIRAI"";182983,08;3688165,96;3871149,04"
"""330040 BARRA MANSA"";14933403,29;27098355,07;42031758,36"
"""330045 BELFORD ROXO"";348856,92;8998595,86;9347452,78"
"""330050 BOM JARDIM"";-;750553,72;750553,72"
"""330060 BOM JESUS DO ITABAPOANA"";2274858,19;11811690,36;14086548,55"
"""330070 CABO FRIO"";7691964,43;12840747,64;20532712,07"
"""330080 CACHOEIRAS DE MACACU"";-;2107168,10;2107168,10"
"""330090 CAMBUCI"";31565,17;1549268,32;1580833,49"
"""330100 CAMPOS DOS GOYTACAZES"";11508302,68;85787779,20;97296081,88"
"""330110 CANTAGALO"";-;2582195,27;2582195,27"
"""330120 CARMO"";59902,90;485974,02;545876,92"
"""330130 CASIMIRO DE ABREU"";103085,72;1857239,88;1960325,60"
"""330140 CONCEICAO DE MACABU"";-;128297,00;128297,00"
"""330150 CORDEIRO"";-;324857,32;324857,32"
"""330160 DUAS BARRAS"";-;195683,82;195683,82"
"""330170 DUQUE DE CAXIAS"";17205653,77;54256838,84;71462492,61"
"""330180 ENGENHEIRO PAULO DE FRONTIN"";-;222317,53;222317,53"
"""330185 GUAPIMIRIM"";336906,67;2354335,65;2691242,32"
"""330190 ITABORAI"";427495,22;7281718,09;7709213,31"
"""330200 ITAGUAI"";591608,80;3709917,52;4301526,32"
"""330210 ITAOCARA"";260166,12;675219,84;935385,96"
"""330220 ITAPERUNA"";9892104,77;50411360,21;60303464,98"
"""330225 ITATIAIA"";104343,63;846952,02;951295,65"
"""330227 JAPERI"";-;385251,38;385251,38"
"""330230 LAJE DO MURIAE"";-;92647,68;92647,68"
"""330240 MACAE"";5803616,14;22561632,88;28365249,02"
"""330250 MAGE"";979689,49;4300062,68;5279752,17"
"""330260 MANGARATIBA"";134049,69;1151460,59;1285510,28"
"""330270 MARICA"";1482107,25;11858772,15;13340879,40"
"""330280 MENDES"";-;229977,81;229977,81"
"""330285 MESQUITA"";-;5349417,58;5349417,58"
"""330290 MIGUEL PEREIRA"";186944,62;1469874,63;1656819,25"
"""330300 MIRACEMA"";-;827226,60;827226,60"
"""330310 NATIVIDADE"";-;473284,54;473284,54"
"""330320 NILOPOLIS"";-;6589511,21;6589511,21"
"""330330 NITEROI"";4930268,07;54593518,54;59523786,61"
"""330340 NOVA FRIBURGO"";4387642,35;21408978,37;25796620,72"
"""330350 NOVA IGUACU"";3153795,52;48985159,75;52138955,27"
"""330360 PARACAMBI"";-;682480,51;682480,51"
"""330370 PARAIBA DO SUL"";-;4829855,49;4829855,49"
"""330380 PARATY"";359679,34;1484083,56;1843762,90"
"""330390 PETROPOLIS"";8789127,77;41454271,30;50243399,07"
"""330395 PINHEIRAL"";30139,67;201972,20;232111,87"
"""330400 PIRAI"";169943,51;2736743,28;2906686,79"
"""330411 PORTO REAL"";77498,23;564251,01;641749,24"
"""330412 QUATIS"";-;175852,67;175852,67"
"""330414 QUEIMADOS"";-;6138453,33;6138453,33"
"""330415 QUISSAMA"";40412,18;2259037,55;2299449,73"
"""330420 RESENDE"";738255,34;11162082,73;11900338,07"
"""330430 RIO BONITO"";-;5252457,69;5252457,69"
"""330440 RIO CLARO"";-;325099,30;325099,30"
"""330450 RIO DAS FLORES"";-;184880,11;184880,11"
"""330452 RIO DAS OSTRAS"";243545,57;3000983,97;3244529,54"
"""330455 RIO DE JANEIRO"";194441732,38;524116709,94;718558442,32"
"""330460 SANTA MARIA MADALENA"";-;344653,45;344653,45"
"""330470 SANTO ANTONIO DE PADUA"";636583,20;2299500,80;2936084,00"
"""330475 SAO FRANCISCO DE ITABAPOANA"";31855,16;655075,25;686930,41"
"""330480 SAO FIDELIS"";124906,90;4509344,32;4634251,22"
"""330490 SAO GONCALO"";2680851,69;51563907,25;54244758,94"
"""330500 SAO JOAO DA BARRA"";74766,75;1978711,76;2053478,51"
"""330510 SAO JOAO DE MERITI"";-;11953676,55;11953676,55"
"""330515 SAO JOSE DO VALE DO RIO PRETO"";9649,09;294499,49;304148,58"
"""330520 SAO PEDRO DA ALDEIA"";208086,83;1428719,18;1636806,01"
"""330530 SAO SEBASTIAO DO ALTO"";-;410394,53;410394,53"
"""330540 SAPUCAIA"";-;79087,22;79087,22"
"""330550 SAQUAREMA"";570359,90;5825472,40;6395832,30"
"""330555 SEROPEDICA"";-;616626,87;616626,87"
"""330560 SILVA JARDIM"";-;136946,55;136946,55"
"""330570 SUMIDOURO"";-;112829,01;112829,01"
"""330575 TANGUA"";-;317287,01;317287,01"
"""330580 TERESOPOLIS"";5622261,63;17628776,21;23251037,84"
"""330590 TRAJANO DE MORAES"";-;263071,97;263071,97"
"""330600 TRES RIOS"";228360,87;6595034,49;6823395,36"
"""330610 VALENCA"";1526297,16;12827590,65;14353887,81"
"""330615 VARRE-SAI"";2011,57;133543,53;135555,10"
"""330620 VASSOURAS"";6039521,76;18597928,00;24637449,76"
"""330630 VOLTA REDONDA"";18358841,22;50613586,42;68972427,64"
"""350010 ADAMANTINA"";104994,10;7004599,36;7109593,46"
"""350030 AGUAI"";-;191222,32;191222,32"
"""350050 AGUAS DE LINDOIA"";-;572430,18;572430,18"
"""350070 AGUDOS"";81930,05;451562,30;533492,35"
"""350100 ALTINOPOLIS"";221062,01;495970,82;717032,83"
"""350110 ALTO ALEGRE"";-;11040,57;11040,57"
"""350130 ALVARES MACHADO"";-;258843,79;258843,79"
"""350160 AMERICANA"";38263,51;11283739,62;11322003,13"
"""350170 AMERICO BRASILIENSE"";946820,48;7425235,63;8372056,11"
"""350190 AMPARO"";826788,99;7726625,24;8553414,23"
"""350210 ANDRADINA"";33564,28;3332249,52;3365813,80"
"""350220 ANGATUBA"";-;627628,96;627628,96"
"""350250 APARECIDA"";1131937,20;5125778,79;6257715,99"
"""350260 APARECIDA D'OESTE"";-;27204,09;27204,09"
"""350270 APIAI"";-;1667442,65;1667442,65"
"""350280 ARACATUBA"";3408561,68;37960032,37;41368594,05"
"""350310 ARANDU"";-;41125,40;41125,40"
"""350320 ARARAQUARA"";20409987,03;30128503,09;50538490,12"
"""350330 ARARAS"";2200550,27;11554633,85;13755184,12"
"""350340 AREALVA"";-;35718,44;35718,44"
"""350390 ARUJA"";-;875601,72;875601,72"
"""350400 ASSIS"";1293038,98;15626160,97;16919199,95"
"""350410 ATIBAIA"";196071,44;3220367,29;3416438,73"
"""350420 AURIFLAMA"";1212674,66;1363890,97;2576565,63"
"""350450 AVARE"";1167698,94;12657040,90;13824739,84"
"""350520 BARIRI"";-;806501,91;806501,91"
"""350530 BARRA BONITA"";294582,58;1104591,80;1399174,38"
"""350550 BARRETOS"";21251692,39;69260753,69;90512446,08"
"""350570 BARUERI"";146055,59;29912443,16;30058498,75"
"""350580 BASTOS"";-;501966,25;501966,25"
"""350590 BATATAIS"";22183,50;5042421,34;5064604,84"
"""350600 BAURU"";11043440,55;61240545,80;72283986,35"
"""350610 BEBEDOURO"";245918,51;6419125,16;6665043,67"
"""350630 BERNARDINO DE CAMPOS"";-;342945,32;342945,32"
"""350635 BERTIOGA"";20944,17;1429934,60;1450878,77"
"""350640 BILAC"";-;63109,59;63109,59"
"""350650 BIRIGUI"";6355,89;4625051,68;4631407,57"
"""350670 BOA ESPERANCA DO SUL"";-;15006,81;15006,81"
"""350680 BOCAINA"";-;78000,52;78000,52"
"""350700 BOITUVA"";-;1411112,16;1411112,16"
"""350710 BOM JESUS DOS PERDOES"";-;96395,72;96395,72"
"""350740 BORBOREMA"";20216,02;346818,35;367034,37"
"""350750 BOTUCATU"";23360152,33;60320780,46;83680932,79"
"""350760 BRAGANCA PAULISTA"";5361730,06;29789283,88;35151013,94"
"""350790 BROTAS"";-;461176,26;461176,26"
"""350810 BURITAMA"";-;333099,09;333099,09"
"""350840 CABREUVA"";-;263996,18;263996,18"
"""350850 CACAPAVA"";-;3627676,39;3627676,39"
"""350860 CACHOEIRA PAULISTA"";-;33613,64;33613,64"
"""350870 CACONDE"";1452727,01;1290786,96;2743513,97"
"""350880 CAFELANDIA"";-;357794,89;357794,89"
"""350900 CAIEIRAS"";-;2393935,66;2393935,66"
"""350920 CAJAMAR"";17267,12;1252464,33;1269731,45"
"""350930 CAJOBI"";-;217506,95;217506,95"
"""350940 CAJURU"";78690,28;1633142,40;1711832,68"
"""350950 CAMPINAS"";60366693,06;165898427,79;226265120,85"
"""350960 CAMPO LIMPO PAULISTA"";172453,46;3865496,80;4037950,26"
"""350970 CAMPOS DO JORDAO"";4571,81;5313174,76;5317746,57"
"""351000 CANDIDO MOTA"";639107,19;1145327,46;1784434,65"
"""351020 CAPAO BONITO"";128150,37;2547379,01;2675529,38"
"""351040 CAPIVARI"";-;2901242,52;2901242,52"
"""351050 CARAGUATATUBA"";1526310,49;25239159,09;26765469,58"
"""351060 CARAPICUIBA"";33744,61;18637019,10;18670763,71"
"""351070 CARDOSO"";-;183200,28;183200,28"
"""351080 CASA BRANCA"";275028,92;2048770,69;2323799,61"
"""351100 CASTILHO"";-;194989,56;194989,56"
"""351110 CATANDUVA"";4484594,35;35215846,84;39700441,19"
"""351140 CERQUEIRA CESAR"";188802,75;673455,64;862258,39"
"""351150 CERQUILHO"";-;181903,58;181903,58"
"""351160 CESARIO LANGE"";-;293246,63;293246,63"
"""351170 CHARQUEADA"";-;92124,17;92124,17"
"""351190 CLEMENTINA"";-;114001,67;114001,67"
"""351200 COLINA"";32649,86;1509200,34;1541850,20"
"""351210 COLOMBIA"";-;3196,92;3196,92"
"""351220 CONCHAL"";-;1116642,91;1116642,91"
"""351230 CONCHAS"";-;154250,72;154250,72"
"""351280 COSMOPOLIS"";-;1599839,44;1599839,44"
"""351300 COTIA"";1731477,23;14233237,35;15964714,58"
"""351310 CRAVINHOS"";-;8324,76;8324,76"
"""351340 CRUZEIRO"";277786,41;7936969,21;8214755,62"
"""351350 CUBATAO"";104166,53;7699455,12;7803621,65"
"""351360 CUNHA"";-;748270,83;748270,83"
"""351370 DESCALVADO"";993996,37;749874,53;1743870,90"
"""351380 DIADEMA"";1731049,02;26967600,07;28698649,09"
"""351390 DIVINOLANDIA"";1517057,01;6121228,47;7638285,48"
"""351410 DOIS CORREGOS"";-;623388,20;623388,20"
"""351440 DRACENA"";5071,26;6193885,80;6198957,06"
"""351450 DUARTINA"";-;614815,55;614815,55"
"""351500 EMBU DAS ARTES"";215112,46;1702846,46;1917958,92"
"""351510 EMBU-GUACU"";-;612404,40;612404,40"
"""351518 ESPIRITO SANTO DO PINHAL"";23461,97;9507021,24;9530483,21"
"""351520 ESTRELA D'OESTE"";-;308422,61;308422,61"
"""351540 FARTURA"";-;329313,46;329313,46"
"""351550 FERNANDOPOLIS"";178491,75;6244525,07;6423016,82"
"""351570 FERRAZ DE VASCONCELOS"";-;4749218,87;4749218,87"
"""351600 FLORIDA PAULISTA"";-;323422,76;323422,76"
"""351620 FRANCA"";7758051,01;49008322,60;56766373,61"
"""351630 FRANCISCO MORATO"";-;11188024,20;11188024,20"
"""351640 FRANCO DA ROCHA"";1186463,64;9805766,48;10992230,12"
"""351660 GALIA"";-;50021,87;50021,87"
"""351670 GARCA"";235332,53;6406697,19;6642029,72"
"""351690 GENERAL SALGADO"";-;235975,67;235975,67"
"""351700 GETULINA"";-;111698,80;111698,80"
"""351740 GUAIRA"";490047,91;3641664,02;4131711,93"
"""351760 GUAPIARA"";-;34868,86;34868,86"
"""351770 GUARA"";36477,53;480150,45;516627,98"
"""351780 GUARACAI"";44279,07;239891,54;284170,61"
"""351820 GUARARAPES"";-;793582,18;793582,18"
"""351830 GUARAREMA"";-;515576,45;515576,45"
"""351840 GUARATINGUETA"";6071,69;11232992,37;11239064,06"
"""351860 GUARIBA"";74290,87;695385,93;769676,80"
"""351870 GUARUJA"";261333,46;25824745,84;26086079,30"
"""351880 GUARULHOS"";1715474,18;82672683,12;84388157,30"
"""351900 HERCULANDIA"";-;339815,99;339815,99"
"""351907 HORTOLANDIA"";-;4958539,19;4958539,19"
"""351910 IACANGA"";-;100377,19;100377,19"
"""351930 IBATE"";64950,65;380099,64;445050,29"
"""351940 IBIRA"";-;173844,09;173844,09"
"""351960 IBITINGA"";441448,01;4123685,90;4565133,91"
"""351970 IBIUNA"";96680,34;1990136,37;2086816,71"
"""351990 IEPE"";-;212726,29;212726,29"
"""352010 IGARAPAVA"";-;738158,55;738158,55"
"""352040 ILHABELA"";-;2737340,94;2737340,94"
"""352044 ILHA SOLTEIRA"";23814,20;2863377,03;2887191,23"
"""352050 INDAIATUBA"";1988086,51;23455613,11;25443699,62"
"""352070 INDIAPORA"";-;161882,91;161882,91"
"""352090 IPAUSSU"";-;236289,26;236289,26"
"""352130 IPUA"";90552,17;372381,04;462933,21"
"""352170 ITABERA"";-;597502,61;597502,61"
"""352180 ITAI"";-;217675,64;217675,64"
"""352190 ITAJOBI"";-;248487,71;248487,71"
"""352210 ITANHAEM"";1242175,51;14622729,54;15864905,05"
"""352220 ITAPECERICA DA SERRA"";468720,48;18013231,07;18481951,55"
"""352230 ITAPETININGA"";135630,87;10785211,33;10920842,20"
"""352240 ITAPEVA"";49984,93;13669181,19;13719166,12"
"""352250 ITAPEVI"";1772,38;15323474,29;15325246,67"
"""352260 ITAPIRA"";1037035,61;12392790,54;13429826,15"
"""352270 ITAPOLIS"";542064,86;3160790,89;3702855,75"
"""352280 ITAPORANGA"";48328,47;453237,32;501565,79"
"""352290 ITAPUI"";-;89722,34;89722,34"
"""352310 ITAQUAQUECETUBA"";1085552,65;16742763,15;17828315,80"
"""352320 ITARARE"";17684,84;2610095,76;2627780,60"
"""352340 ITATIBA"";4857,26;5555627,06;5560484,32"
"""352350 ITATINGA"";-;88045,64;88045,64"
"""352360 ITIRAPINA"";-;51673,80;51673,80"
"""352390 ITU"";6550,89;15794478,53;15801029,42"
"""352400 ITUPEVA"";41705,73;903497,78;945203,51"
"""352410 ITUVERAVA"";235483,65;4843272,05;5078755,70"
"""352420 JABORANDI"";-;27739,07;27739,07"
"""352430 JABOTICABAL"";78085,12;2048722,16;2126807,28"
"""352440 JACAREI"";112119,65;20269765,98;20381885,63"
"""352450 JACI"";221232,54;4401197,60;4622430,14"
"""352470 JAGUARIUNA"";1134816,46;3742546,81;4877363,27"
"""352480 JALES"";167077,86;13396317,20;13563395,06"
"""352520 JARINU"";-;125520,76;125520,76"
"""352530 JAU"";18914329,10;52531795,51;71446124,61"
"""352550 JOANOPOLIS"";-;80916,98;80916,98"
"""352570 JOSE BONIFACIO"";619845,03;861319,27;1481164,30"
"""352590 JUNDIAI"";5683122,21;54557886,77;60241008,98"
"""352600 JUNQUEIROPOLIS"";-;511176,02;511176,02"
"""352640 LARANJAL PAULISTA"";-;774528,19;774528,19"
"""352670 LEME"";65683,78;5028182,20;5093865,98"
"""352680 LENCOIS PAULISTA"";43365,50;3355642,43;3399007,93"
"""352690 LIMEIRA"";8013854,22;34697965,63;42711819,85"
"""352710 LINS"";7709,47;9563477,99;9571187,46"
"""352720 LORENA"";65290,14;8545717,82;8611007,96"
"""352730 LOUVEIRA"";23680,32;1747681,31;1771361,63"
"""352740 LUCELIA"";-;204852,44;204852,44"
"""352800 MACATUBA"";5954,70;267759,56;273714,26"
"""352810 MACAUBAL"";-;24407,01;24407,01"
"""352850 MAIRIPORA"";-;1213275,75;1213275,75"
"""352880 MARACAI"";262664,91;367435,86;630100,77"
"""352900 MARILIA"";21829990,92;55775464,68;77605455,60"
"""352920 MARTINOPOLIS"";8225,51;1115467,03;1123692,54"
"""352930 MATAO"";5794385,72;9680622,40;15475008,12"
"""352940 MAUA"";542365,62;17616627,45;18158993,07"
"""352970 MIGUELOPOLIS"";-;507524,64;507524,64"
"""353010 MIRANDOPOLIS"";2530,00;3679335,00;3681865,00"
"""353030 MIRASSOL"";22563,28;933607,54;956170,82"
"""353050 MOCOCA"";909893,86;4897535,68;5807429,54"
"""353060 MOGI DAS CRUZES"";2132263,42;53955253,89;56087517,31"
"""353070 MOGI GUACU"";2091041,83;15779322,07;17870363,90"
"""353080 MOGI MIRIM"";1532539,84;9063676,74;10596216,58"
"""353110 MONGAGUA"";-;247710,80;247710,80"
"""353130 MONTE ALTO"";338273,07;4614179,35;4952452,42"
"""353140 MONTE APRAZIVEL"";408172,11;994270,27;1402442,38"
"""353150 MONTE AZUL PAULISTA"";1600551,97;1320614,56;2921166,53"
"""353180 MONTE MOR"";-;489921,57;489921,57"
"""353190 MORRO AGUDO"";330633,10;2031696,22;2362329,32"
"""353200 MORUNGABA"";-;75464,12;75464,12"
"""353240 NAZARE PAULISTA"";-;228832,00;228832,00"
"""353250 NEVES PAULISTA"";-;15012,21;15012,21"
"""353260 NHANDEARA"";224820,49;1338213,09;1563033,58"
"""353290 NOVA EUROPA"";-;95510,16;95510,16"
"""353300 NOVA GRANADA"";-;635813,40;635813,40"
"""353340 NOVA ODESSA"";-;614103,13;614103,13"
"""353350 NOVO HORIZONTE"";312611,77;2671794,88;2984406,65"
"""353390 OLIMPIA"";2001,71;3516381,84;3518383,55"
"""353430 ORLANDIA"";-;1108967,55;1108967,55"
"""353440 OSASCO"";1413664,66;34581605,93;35995270,59"
"""353460 OSVALDO CRUZ"";118694,39;1230392,45;1349086,84"
"""353470 OURINHOS"";2781269,26;21946847,17;24728116,43"
"""353475 OUROESTE"";-;269256,58;269256,58"
"""353520 PALMEIRA D'OESTE"";-;278966,36;278966,36"
"""353530 PALMITAL"";1076017,78;770225,03;1846242,81"
"""353550 PARAGUACU PAULISTA"";408522,59;6214662,20;6623184,79"
"""353580 PARANAPANEMA"";-;346482,23;346482,23"
"""353620 PARIQUERA-ACU"";1441063,72;11216703,48;12657767,20"
"""353630 PATROCINIO PAULISTA"";-;447413,07;447413,07"
"""353650 PAULINIA"";815,00;7238826,76;7239641,76"
"""353660 PAULO DE FARIA"";-;39369,74;39369,74"
"""353670 PEDERNEIRAS"";54384,75;2154407,93;2208792,68"
"""353700 PEDREGULHO"";-;462323,91;462323,91"
"""353710 PEDREIRA"";-;591639,45;591639,45"
"""353730 PENAPOLIS"";-;6193213,48;6193213,48"
"""353740 PEREIRA BARRETO"";15811,94;378906,44;394718,38"
"""353780 PIEDADE"";-;1347489,39;1347489,39"
"""353790 PILAR DO SUL"";-;441903,64;441903,64"
"""353800 PINDAMONHANGABA"";-;10112070,32;10112070,32"
"""353860 PIRACAIA"";-;217090,42;217090,42"
"""353870 PIRACICABA"";19528657,43;60418603,91;79947261,34"
"""353880 PIRAJU"";100295,24;1020213,98;1120509,22"
"""353890 PIRAJUI"";32383,08;1789944,40;1822327,48"
"""353900 PIRANGI"";392867,49;417702,72;810570,21"
"""353930 PIRASSUNUNGA"";-;3156016,49;3156016,49"
"""353940 PIRATININGA"";-;61276,62;61276,62"
"""353950 PITANGUEIRAS"";915214,99;710422,46;1625637,45"
"""354000 POMPEIA"";54096,41;253797,79;307894,20"
"""354020 PONTAL"";-;982337,93;982337,93"
"""354040 POPULINA"";-;81615,03;81615,03"
"""354060 PORTO FELIZ"";9215,52;3341284,04;3350499,56"
"""354070 PORTO FERREIRA"";1750,00;1896977,04;1898727,04"
"""354080 POTIRENDABA"";24974,99;329983,29;354958,28"
"""354100 PRAIA GRANDE"";52549,67;11104008,27;11156557,94"
"""354120 PRESIDENTE BERNARDES"";-;473461,46;473461,46"
"""354130 PRESIDENTE EPITACIO"";53471,90;1307788,40;1361260,30"
"""354140 PRESIDENTE PRUDENTE"";8599452,26;63199396,29;71798848,55"
"""354150 PRESIDENTE VENCESLAU"";-;2801912,74;2801912,74"
"""354160 PROMISSAO"";-;3667805,31;3667805,31"
"""354190 QUELUZ"";-;84874,62;84874,62"
"""354220 RANCHARIA"";778019,10;3719676,82;4497695,92"
"""354240 REGENTE FEIJO"";-;278240,43;278240,43"
"""354260 REGISTRO"";2125964,54;10298571,40;12424535,94"
"""354290 RIBEIRAO BONITO"";3519,35;93448,49;96967,84"
"""354300 RIBEIRAO BRANCO"";-;137504,80;137504,80"
"""354330 RIBEIRAO PIRES"";91732,50;1245904,30;1337636,80"
"""354340 RIBEIRAO PRETO"";51532739,58;156890238,87;208422978,45"
"""354380 RINOPOLIS"";-;99870,23;99870,23"
"""354390 RIO CLARO"";2071445,49;15614377,18;17685822,67"
"""354400 RIO DAS PEDRAS"";-;253547,38;253547,38"
"""354420 RIOLANDIA"";-;49277,96;49277,96"
"""354425 ROSANA"";-;1734477,98;1734477,98"
"""354490 SALES OLIVEIRA"";-;128135,23;128135,23"
"""354500 SALESOPOLIS"";-;187001,11;187001,11"
"""354520 SALTO"";-;3890353,86;3890353,86"
"""354530 SALTO DE PIRAPORA"";794500,86;749588,41;1544089,27"
"""354540 SALTO GRANDE"";-;175922,78;175922,78"
"""354560 SANTA ADELIA"";380447,95;345664,72;726112,67"
"""354580 SANTA BARBARA D'OESTE"";629633,06;9895052,18;10524685,24"
"""354630 SANTA CRUZ DAS PALMEIRAS"";-;597434,04;597434,04"
"""354640 SANTA CRUZ DO RIO PARDO"";342910,99;4604587,90;4947498,89"
"""354660 SANTA FE DO SUL"";8884,16;3600265,60;3609149,76"
"""354680 SANTA ISABEL"";-;2707856,10;2707856,10"
"""354730 SANTANA DE PARNAIBA"";-;1491476,16;1491476,16"
"""354750 SANTA RITA DO PASSA QUATRO"";-;1564659,08;1564659,08"
"""354760 SANTA ROSA DE VITERBO"";-;442536,63;442536,63"
"""354770 SANTO ANASTACIO"";3294,71;617563,49;620858,20"
"""354780 SANTO ANDRE"";16253839,47;72985022,00;89238861,47"
"""354790 SANTO ANTONIO DA ALEGRIA"";-;43640,76;43640,76"
"""354850 SANTOS"";5801771,99;63464114,22;69265886,21"
"""354860 SAO BENTO DO SAPUCAI"";-;217847,32;217847,32"
"""354870 SAO BERNARDO DO CAMPO"";40930735,58;52578892,15;93509627,73"
"""354880 SAO CAETANO DO SUL"";4570000,67;14228772,14;18798772,81"
"""354890 SAO CARLOS"";4623177,86;29237999,55;33861177,41"
"""354910 SAO JOAO DA BOA VISTA"";271243,24;9220974,01;9492217,25"
"""354940 SAO JOAQUIM DA BARRA"";971204,44;3740653,40;4711857,84"
"""354970 SAO JOSE DO RIO PARDO"";88436,65;4475044,60;4563481,25"
"""354980 SAO JOSE DO RIO PRETO"";87073217,74;175678907,16;262752124,90"
"""354990 SAO JOSE DOS CAMPOS"";20045278,45;92976466,00;113021744,45"
"""355000 SAO LUIS DO PARAITINGA"";-;68040,06;68040,06"
"""355010 SAO MANUEL"";-;1213193,66;1213193,66"
"""355020 SAO MIGUEL ARCANJO"";-;731044,07;731044,07"
"""355030 SAO PAULO"";509222109,78;1107710457,54;1616932567,32"
"""355040 SAO PEDRO"";2541206,90;2975783,49;5516990,39"
"""355060 SAO ROQUE"";-;3620348,96;3620348,96"
"""355070 SAO SEBASTIAO"";24353,17;5145280,13;5169633,30"
"""355080 SAO SEBASTIAO DA GRAMA"";2854,48;215819,36;218673,84"
"""355090 SAO SIMAO"";-;173149,69;173149,69"
"""355100 SAO VICENTE"";2235548,84;9678165,81;11913714,65"
"""355150 SERRANA"";333832,97;4636952,03;4970785,00"
"""355160 SERRA NEGRA"";-;578393,00;578393,00"
"""355170 SERTAOZINHO"";20777,43;10079224,71;10100002,14"
"""355200 SILVEIRAS"";-;15029,86;15029,86"
"""355210 SOCORRO"";-;2359087,46;2359087,46"
"""355220 SOROCABA"";19535025,29;96462333,68;115997358,97"
"""355230 SUD MENNUCCI"";-;136203,73;136203,73"
"""355240 SUMARE"";208024,90;24867275,76;25075300,66"
"""355250 SUZANO"";-;8653431,42;8653431,42"
"""355260 TABAPUA"";24795,66;389295,27;414090,93"
"""355270 TABATINGA"";179015,67;403460,54;582476,21"
"""355280 TABOAO DA SERRA"";8343965,23;28816817,60;37160782,83"
"""355300 TAGUAI"";58141,42;247974,20;306115,62"
"""355330 TAMBAU"";15979,17;544662,34;560641,51"
"""355340 TANABI"";-;930197,80;930197,80"
"""355360 TAPIRATIBA"";-;191664,86;191664,86"
"""355370 TAQUARITINGA"";126750,02;2680546,27;2807296,29"
"""355380 TAQUARITUBA"";-;787666,89;787666,89"
"""355400 TATUI"";95390,24;4611222,59;4706612,83"
"""355410 TAUBATE"";11566031,68;45219862,16;56785893,84"
"""355430 TEODORO SAMPAIO"";-;267195,55;267195,55"
"""355440 TERRA ROXA"";-;24631,98;24631,98"
"""355450 TIETE"";7901,37;964733,36;972634,73"
"""355470 TORRINHA"";-;34488,79;34488,79"
"""355500 TUPA"";236550,25;15865915,13;16102465,38"
"""355510 TUPI PAULISTA"";-;588653,08;588653,08"
"""355540 UBATUBA"";50762,74;3185565,61;3236328,35"
"""355580 URANIA"";-;79791,84;79791,84"
"""355600 URUPES"";-;215807,39;215807,39"
"""355620 VALINHOS"";3228,45;6605861,22;6609089,67"
"""355630 VALPARAISO"";-;415419,19;415419,19"
"""355640 VARGEM GRANDE DO SUL"";111819,35;1018376,14;1130195,49"
"""355650 VARZEA PAULISTA"";-;281054,72;281054,72"
"""355670 VINHEDO"";155273,45;4721975,42;4877248,87"
"""355680 VIRADOURO"";-;155307,92;155307,92"
"""355700 VOTORANTIM"";-;3840073,11;3840073,11"
"""355710 VOTUPORANGA"";4689259,44;14948422,80;19637682,24"
"""355720 CHAVANTES"";156391,66;420861,88;577253,54"
"""410050 ALTONIA"";174854,60;239430,42;414285,02"
"""410060 ALTO PARANA"";-;419580,38;419580,38"
"""410080 ALVORADA DO SUL"";-;31953,86;31953,86"
"""410090 AMAPORA"";-;34212,13;34212,13"
"""410100 AMPERE"";-;834456,47;834456,47"
"""410110 ANDIRA"";-;421509,78;421509,78"
"""410120 ANTONINA"";-;163350,32;163350,32"
"""410140 APUCARANA"";310660,29;25000142,61;25310802,90"
"""410150 ARAPONGAS"";45873225,76;58424548,30;104297774,06"
"""410160 ARAPOTI"";429002,54;5118345,55;5547348,09"
"""410170 ARARUNA"";27780,37;143459,01;171239,38"
"""410180 ARAUCARIA"";41453,66;7784794,40;7826248,06"
"""410190 ASSAI"";-;85633,62;85633,62"
"""410200 ASSIS CHATEAUBRIAND"";650190,20;5350680,40;6000870,60"
"""410210 ASTORGA"";260856,19;1740452,72;2001308,91"
