"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""315430 RESPLENDOR"";168311,81;-;1997796,31;2166108,12"
"""315460 RIBEIRAO DAS NEVES"";376420,85;-;2996209,45;3372630,30"
"""315470 RIBEIRAO VERMELHO"";-;-;69605,47;69605,47"
"""315490 RIO CASCA"";-;-;330316,96;330316,96"
"""315520 RIO ESPERA"";-;-;26183,35;26183,35"
"""315550 RIO PARANAIBA"";442,99;-;127301,09;127744,08"
"""315560 RIO PARDO DE MINAS"";83937,07;-;549236,02;633173,09"
"""315570 RIO PIRACICABA"";8839,81;-;116766,14;125605,95"
"""315580 RIO POMBA"";529484,03;-;606394,89;1135878,92"
"""315590 RIO PRETO"";-;-;125391,88;125391,88"
"""315600 RIO VERMELHO"";-;-;154219,24;154219,24"
"""315640 ROMARIA"";-;-;8184,72;8184,72"
"""315660 RUBIM"";1061,84;-;205930,97;206992,81"
"""315670 SABARA"";-;-;1551536,57;1551536,57"
"""315680 SABINOPOLIS"";26883,50;-;557018,13;583901,63"
"""315690 SACRAMENTO"";589568,39;-;1025119,97;1614688,36"
"""315700 SALINAS"";307543,71;-;5135875,35;5443419,06"
"""315710 SALTO DA DIVISA"";-;-;130985,12;130985,12"
"""315720 SANTA BARBARA"";-;-;793607,31;793607,31"
"""315770 SANTA JULIANA"";-;-;120648,48;120648,48"
"""315780 SANTA LUZIA"";235295,07;-;4284147,49;4519442,56"
"""315790 SANTA MARGARIDA"";-;-;384373,05;384373,05"
"""315800 SANTA MARIA DE ITABIRA"";-;-;55103,36;55103,36"
"""315820 SANTA MARIA DO SUACUI"";-;-;1122996,77;1122996,77"
"""315930 SANTA RITA DE JACUTINGA"";-;-;130185,54;130185,54"
"""315960 SANTA RITA DO SAPUCAI"";1660135,32;-;3892767,44;5552902,76"
"""315980 SANTA VITORIA"";89179,56;-;363594,26;452773,82"
"""315990 SANTO ANTONIO DO AMPARO"";1018185,65;-;3936136,74;4954322,39"
"""316040 SANTO ANTONIO DO MONTE"";541713,10;-;4848358,88;5390071,98"
"""316070 SANTOS DUMONT"";1355722,83;-;2584832,10;3940554,93"
"""316100 SAO DOMINGOS DO PRATA"";64676,55;-;292124,32;356800,87"
"""316110 SAO FRANCISCO"";257580,65;-;1934706,42;2192287,07"
"""316200 SAO GONCALO DO SAPUCAI"";-;-;639972,81;639972,81"
"""316210 SAO GOTARDO"";956860,12;-;978611,67;1935471,79"
"""316220 SAO JOAO BATISTA DO GLORIA"";-;-;99380,89;99380,89"
"""316240 SAO JOAO DA PONTE"";940431,10;-;941279,62;1881710,72"
"""316250 SAO JOAO DEL REI"";2961009,99;-;21979276,14;24940286,13"
"""316257 SAO JOAO DO MANTENINHA"";123452,95;-;109144,20;232597,15"
"""316270 SAO JOAO DO PARAISO"";105131,32;-;674618,62;779749,94"
"""316280 SAO JOAO EVANGELISTA"";2946,90;-;1380164,23;1383111,13"
"""316290 SAO JOAO NEPOMUCENO"";65614,10;-;723578,64;789192,74"
"""316370 SAO LOURENCO"";14575604,50;-;13209703,19;27785307,69"
"""316390 SAO PEDRO DA UNIAO"";-;-;46976,48;46976,48"
"""316420 SAO ROMAO"";-;-;113955,68;113955,68"
"""316430 SAO ROQUE DE MINAS"";-;-;20266,66;20266,66"
"""316470 SAO SEBASTIAO DO PARAISO"";13598654,44;-;18165548,58;31764203,02"
"""316500 SAO TIAGO"";-;-;227489,18;227489,18"
"""316530 SAO VICENTE DE MINAS"";-;-;174825,40;174825,40"
"""316570 SENADOR FIRMINO"";-;-;82721,54;82721,54"
"""316680 SERRA DO SALITRE"";608819,61;-;408259,17;1017078,78"
"""316690 SERRANIA"";-;-;51362,77;51362,77"
"""316710 SERRO"";605415,16;-;3274852,49;3880267,65"
"""316720 SETE LAGOAS"";8048949,06;-;29168264,58;37217213,64"
"""316800 TAIOBEIRAS"";2047625,10;-;11281922,29;13329547,39"
"""316840 TARUMIRIM"";782299,66;-;7587400,02;8369699,68"
"""316860 TEOFILO OTONI"";27047017,77;-;37905100,64;64952118,41"
"""316870 TIMOTEO"";-;-;5566363,63;5566363,63"
"""316890 TIROS"";-;-;143466,69;143466,69"
"""316920 TOMBOS"";-;-;159822,91;159822,91"
"""316930 TRES CORACOES"";634005,64;-;7442278,01;8076283,65"
"""316935 TRES MARIAS"";89567,06;-;820581,31;910148,37"
"""316940 TRES PONTAS"";990814,66;-;7511401,80;8502216,46"
"""316960 TUPACIGUARA"";107727,02;-;655041,58;762768,60"
"""316970 TURMALINA"";414950,48;-;1147020,57;1561971,05"
"""316990 UBA"";903363,88;-;15877341,41;16780705,29"
"""317010 UBERABA"";9382720,08;-;70673521,67;80056241,75"
"""317020 UBERLANDIA"";44788348,85;-;91639493,87;136427842,72"
"""317040 UNAI"";375092,10;-;5358708,22;5733800,32"
"""317043 UNIAO DE MINAS"";-;-;15381,67;15381,67"
"""317052 URUCUIA"";-;-;235942,14;235942,14"
"""317070 VARGINHA"";38561658,98;-;22206963,24;60768622,22"
"""317080 VARZEA DA PALMA"";147720,13;-;858883,31;1006603,44"
"""317090 VARZELANDIA"";-;-;303544,77;303544,77"
"""317100 VAZANTE"";392309,50;-;462737,93;855047,43"
"""317120 VESPASIANO"";94703,48;-;1277567,09;1372270,57"
"""317130 VICOSA"";1056459,43;-;10907175,43;11963634,86"
"""317160 VIRGEM DA LAPA"";-;-;104972,42;104972,42"
"""317170 VIRGINIA"";-;-;144568,94;144568,94"
"""317180 VIRGINOPOLIS"";-;-;539519,72;539519,72"
"""317200 VISCONDE DO RIO BRANCO"";385554,43;-;4021140,75;4406695,18"
"""320010 AFONSO CLAUDIO"";7759,30;-;709389,55;717148,85"
"""320020 ALEGRE"";-;-;512601,71;512601,71"
"""320040 ANCHIETA"";23933,00;-;299384,36;323317,36"
"""320050 APIACA"";-;-;641349,98;641349,98"
"""320060 ARACRUZ"";-;-;9194292,93;9194292,93"
"""320080 BAIXO GUANDU"";121985,38;-;842855,45;964840,83"
"""320090 BARRA DE SAO FRANCISCO"";-;-;1673652,76;1673652,76"
"""320100 BOA ESPERANCA"";-;-;199095,95;199095,95"
"""320120 CACHOEIRO DE ITAPEMIRIM"";11327196,25;-;57502478,03;68829674,28"
"""320130 CARIACICA"";8483756,16;-;5168585,43;13652341,59"
"""320140 CASTELO"";-;-;579681,83;579681,83"
"""320150 COLATINA"";7315136,94;-;48105217,65;55420354,59"
"""320190 DOMINGOS MARTINS"";-;-;989824,48;989824,48"
"""320210 ECOPORANGA"";-;-;161276,48;161276,48"
"""320230 GUACUI"";-;-;7128995,63;7128995,63"
"""320240 GUARAPARI"";-;-;3539273,77;3539273,77"
"""320245 IBATIBA"";-;-;347610,85;347610,85"
"""320280 ITAPEMIRIM"";-;-;7647805,77;7647805,77"
"""320290 ITARANA"";-;-;94116,28;94116,28"
"""320300 IUNA"";-;-;715251,87;715251,87"
"""320305 JAGUARE"";-;-;267025,04;267025,04"
"""320310 JERONIMO MONTEIRO"";4701,80;-;2107981,77;2112683,57"
"""320313 JOAO NEIVA"";-;-;192319,00;192319,00"
"""320316 LARANJA DA TERRA"";-;-;100606,42;100606,42"
"""320320 LINHARES"";9107407,99;-;21264852,95;30372260,94"
"""320340 MIMOSO DO SUL"";-;-;645507,36;645507,36"
"""320350 MONTANHA"";-;-;240861,67;240861,67"
"""320360 MUCURICI"";-;-;85953,30;85953,30"
"""320370 MUNIZ FREIRE"";-;-;188604,41;188604,41"
"""320380 MUQUI"";-;-;24104,91;24104,91"
"""320390 NOVA VENECIA"";-;-;1178963,46;1178963,46"
"""320400 PANCAS"";-;-;28248,33;28248,33"
"""320405 PEDRO CANARIO"";-;-;454552,58;454552,58"
"""320410 PINHEIROS"";-;-;153924,63;153924,63"
"""320435 RIO BANANAL"";-;-;35369,63;35369,63"
"""320450 SANTA LEOPOLDINA"";2606358,04;-;459032,79;3065390,83"
"""320455 SANTA MARIA DE JETIBA"";-;-;918818,56;918818,56"
"""320460 SANTA TERESA"";-;-;4796400,66;4796400,66"
"""320470 SAO GABRIEL DA PALHA"";-;-;102113,03;102113,03"
"""320480 SAO JOSE DO CALCADO"";2031,53;-;2877968,88;2880000,41"
"""320490 SAO MATEUS"";15385,00;-;19765486,49;19780871,49"
"""320500 SERRA"";519109,56;-;58317375,27;58836484,83"
"""320503 VARGEM ALTA"";-;-;150147,34;150147,34"
"""320506 VENDA NOVA DO IMIGRANTE"";-;-;5848734,82;5848734,82"
"""320520 VILA VELHA"";27611325,35;-;63331060,50;90942385,85"
"""320530 VITORIA"";28039670,95;-;138093846,90;166133517,85"
"""330010 ANGRA DOS REIS"";554421,81;-;14066685,50;14621107,31"
"""330015 APERIBE"";167110,21;-;519220,25;686330,46"
"""330020 ARARUAMA"";63672,39;-;9466137,36;9529809,75"
"""330022 AREAL"";-;-;110131,21;110131,21"
"""330023 ARMACAO DOS BUZIOS"";178498,00;-;3134258,62;3312756,62"
"""330025 ARRAIAL DO CABO"";11711,56;-;1617665,99;1629377,55"
"""330030 BARRA DO PIRAI"";38847,39;-;3855784,40;3894631,79"
"""330040 BARRA MANSA"";13687291,03;-;31507837,01;45195128,04"
"""330045 BELFORD ROXO"";125131,96;-;3286978,81;3412110,77"
"""330050 BOM JARDIM"";4201,31;-;674027,90;678229,21"
"""330060 BOM JESUS DO ITABAPOANA"";2497763,83;-;12677397,54;15175161,37"
"""330070 CABO FRIO"";3850158,05;-;17115278,36;20965436,41"
"""330080 CACHOEIRAS DE MACACU"";160924,20;-;2521844,36;2682768,56"
"""330090 CAMBUCI"";57609,28;-;1379134,44;1436743,72"
"""330100 CAMPOS DOS GOYTACAZES"";9504565,41;-;85608977,94;95113543,35"
"""330110 CANTAGALO"";-;-;2230824,98;2230824,98"
"""330120 CARMO"";79456,95;-;419465,97;498922,92"
"""330130 CASIMIRO DE ABREU"";-;-;2116995,68;2116995,68"
"""330140 CONCEICAO DE MACABU"";-;-;143300,26;143300,26"
"""330150 CORDEIRO"";83762,00;-;650867,90;734629,90"
"""330160 DUAS BARRAS"";-;-;178262,05;178262,05"
"""330170 DUQUE DE CAXIAS"";10728963,95;-;63681558,78;74410522,73"
"""330180 ENGENHEIRO PAULO DE FRONTIN"";-;-;259542,25;259542,25"
"""330185 GUAPIMIRIM"";84029,34;-;2428422,61;2512451,95"
"""330190 ITABORAI"";343698,51;-;8597414,82;8941113,33"
"""330200 ITAGUAI"";282891,24;-;3693380,39;3976271,63"
"""330210 ITAOCARA"";270575,26;-;759627,50;1030202,76"
"""330220 ITAPERUNA"";11722612,68;-;52716549,85;64439162,53"
"""330225 ITATIAIA"";342154,09;-;699143,88;1041297,97"
"""330227 JAPERI"";-;-;364321,66;364321,66"
"""330230 LAJE DO MURIAE"";-;-;103398,48;103398,48"
"""330240 MACAE"";6354885,82;-;20005554,81;26360440,63"
"""330250 MAGE"";33824,59;-;4838578,98;4872403,57"
"""330260 MANGARATIBA"";122066,21;-;1253645,64;1375711,85"
"""330270 MARICA"";952056,96;-;13546143,90;14498200,86"
"""330280 MENDES"";-;-;259710,04;259710,04"
"""330285 MESQUITA"";256325,72;-;7200539,83;7456865,55"
"""330290 MIGUEL PEREIRA"";309688,58;-;1423616,86;1733305,44"
"""330300 MIRACEMA"";-;-;466952,84;466952,84"
"""330310 NATIVIDADE"";-;-;448277,36;448277,36"
"""330320 NILOPOLIS"";1484527,47;-;8643666,35;10128193,82"
"""330330 NITEROI"";10871055,51;-;59309367,72;70180423,23"
"""330340 NOVA FRIBURGO"";4085964,30;-;21752068,06;25838032,36"
"""330350 NOVA IGUACU"";3390487,63;-;46988869,21;50379356,84"
"""330360 PARACAMBI"";-;-;675172,76;675172,76"
"""330370 PARAIBA DO SUL"";-;-;10115678,67;10115678,67"
"""330380 PARATY"";261557,49;-;1645651,33;1907208,82"
"""330390 PETROPOLIS"";4184959,35;-;39858304,99;44043264,34"
"""330395 PINHEIRAL"";75393,51;-;221004,88;296398,39"
"""330400 PIRAI"";117681,23;-;3244526,13;3362207,36"
"""330411 PORTO REAL"";139829,45;-;1273133,99;1412963,44"
"""330412 QUATIS"";-;-;83843,28;83843,28"
"""330414 QUEIMADOS"";-;-;5180093,52;5180093,52"
"""330415 QUISSAMA"";65716,42;-;2208691,06;2274407,48"
"""330420 RESENDE"";505886,58;-;12474497,03;12980383,61"
"""330430 RIO BONITO"";-;-;6703952,20;6703952,20"
"""330440 RIO CLARO"";101524,91;-;308652,79;410177,70"
"""330450 RIO DAS FLORES"";-;-;159018,22;159018,22"
"""330452 RIO DAS OSTRAS"";124841,26;-;2732393,51;2857234,77"
"""330455 RIO DE JANEIRO"";204083341,69;-;568352694,50;772436036,19"
"""330460 SANTA MARIA MADALENA"";-;-;366898,20;366898,20"
"""330470 SANTO ANTONIO DE PADUA"";549701,24;-;1943994,88;2493696,12"
"""330475 SAO FRANCISCO DE ITABAPOANA"";-;-;705976,88;705976,88"
"""330480 SAO FIDELIS"";172992,07;-;4220795,27;4393787,34"
"""330490 SAO GONCALO"";7801840,41;-;53507909,79;61309750,20"
"""330500 SAO JOAO DA BARRA"";14008,75;-;2560663,08;2574671,83"
"""330510 SAO JOAO DE MERITI"";-;-;14268448,17;14268448,17"
"""330515 SAO JOSE DO VALE DO RIO PRETO"";-;-;253130,60;253130,60"
"""330520 SAO PEDRO DA ALDEIA"";701681,20;-;1250380,91;1952062,11"
"""330530 SAO SEBASTIAO DO ALTO"";-;-;293934,73;293934,73"
"""330540 SAPUCAIA"";-;-;233728,72;233728,72"
"""330550 SAQUAREMA"";713744,36;-;11514619,04;12228363,40"
"""330555 SEROPEDICA"";-;-;166313,77;166313,77"
"""330560 SILVA JARDIM"";-;-;70252,34;70252,34"
"""330570 SUMIDOURO"";-;-;110727,26;110727,26"
"""330575 TANGUA"";-;-;217433,42;217433,42"
"""330580 TERESOPOLIS"";2182769,81;-;18103386,43;20286156,24"
"""330590 TRAJANO DE MORAES"";-;-;184988,97;184988,97"
"""330600 TRES RIOS"";380517,34;-;6851215,79;7231733,13"
"""330610 VALENCA"";2865451,49;-;13093799,53;15959251,02"
"""330615 VARRE-SAI"";-;-;162623,67;162623,67"
"""330620 VASSOURAS"";15001981,23;-;16512772,20;31514753,43"
"""330630 VOLTA REDONDA"";17176065,34;-;52177638,37;69353703,71"
"""350010 ADAMANTINA"";129769,94;-;7688657,81;7818427,75"
"""350030 AGUAI"";-;-;265222,02;265222,02"
"""350050 AGUAS DE LINDOIA"";-;-;534672,16;534672,16"
"""350070 AGUDOS"";2557,21;-;603570,77;606127,98"
"""350100 ALTINOPOLIS"";-;-;639799,47;639799,47"
"""350110 ALTO ALEGRE"";-;-;31817,43;31817,43"
"""350130 ALVARES MACHADO"";-;-;297776,45;297776,45"
"""350160 AMERICANA"";705422,63;-;11348190,14;12053612,77"
"""350170 AMERICO BRASILIENSE"";92799,01;-;7499131,18;7591930,19"
"""350190 AMPARO"";346269,53;-;8245776,41;8592045,94"
"""350210 ANDRADINA"";83023,68;-;3535361,27;3618384,95"
"""350220 ANGATUBA"";-;-;738462,56;738462,56"
"""350250 APARECIDA"";611967,63;-;6176520,03;6788487,66"
"""350260 APARECIDA D'OESTE"";-;-;39603,29;39603,29"
"""350270 APIAI"";30809,34;-;1710351,51;1741160,85"
"""350280 ARACATUBA"";6051822,22;-;45892431,48;51944253,70"
"""350310 ARANDU"";-;-;43921,38;43921,38"
"""350320 ARARAQUARA"";7304718,20;-;38958466,42;46263184,62"
"""350330 ARARAS"";5709117,75;-;11445472,48;17154590,23"
"""350340 AREALVA"";-;-;62712,47;62712,47"
"""350390 ARUJA"";-;-;212282,80;212282,80"
"""350400 ASSIS"";1521068,72;-;16436308,89;17957377,61"
"""350410 ATIBAIA"";168312,86;-;4250554,20;4418867,06"
"""350420 AURIFLAMA"";613001,46;-;2158361,73;2771363,19"
"""350450 AVARE"";540120,94;7386,54;11541141,26;12088648,74"
"""350520 BARIRI"";-;-;1000755,08;1000755,08"
"""350530 BARRA BONITA"";501277,99;-;1225409,14;1726687,13"
"""350550 BARRETOS"";26363476,73;-;75690728,81;102054205,54"
"""350570 BARUERI"";200950,17;-;32859056,77;33060006,94"
"""350580 BASTOS"";-;-;505194,06;505194,06"
"""350590 BATATAIS"";67030,23;-;5182639,63;5249669,86"
"""350600 BAURU"";7127267,48;44401,26;67284018,20;74455686,94"
"""350610 BEBEDOURO"";883820,41;-;7789854,98;8673675,39"
"""350630 BERNARDINO DE CAMPOS"";3985,36;-;402132,86;406118,22"
"""350635 BERTIOGA"";191890,91;-;1411500,18;1603391,09"
"""350640 BILAC"";-;-;106474,56;106474,56"
"""350650 BIRIGUI"";62494,83;-;5353213,42;5415708,25"
"""350670 BOA ESPERANCA DO SUL"";-;-;38239,16;38239,16"
"""350680 BOCAINA"";-;-;72551,48;72551,48"
"""350700 BOITUVA"";-;-;1348920,70;1348920,70"
"""350710 BOM JESUS DOS PERDOES"";-;-;81040,89;81040,89"
"""350740 BORBOREMA"";27788,32;-;388128,11;415916,43"
"""350750 BOTUCATU"";23825067,91;-;67558179,10;91383247,01"
"""350760 BRAGANCA PAULISTA"";6029555,41;-;31046609,34;37076164,75"
"""350790 BROTAS"";-;-;427248,03;427248,03"
"""350810 BURITAMA"";-;-;789601,03;789601,03"
"""350840 CABREUVA"";135,00;-;338576,51;338711,51"
"""350850 CACAPAVA"";-;-;3516479,09;3516479,09"
"""350870 CACONDE"";1991072,52;-;1294233,12;3285305,64"
"""350880 CAFELANDIA"";-;-;405232,49;405232,49"
"""350900 CAIEIRAS"";-;-;2682332,64;2682332,64"
"""350920 CAJAMAR"";114921,28;-;1159540,78;1274462,06"
"""350930 CAJOBI"";-;-;231544,28;231544,28"
"""350940 CAJURU"";14829,42;-;1908704,53;1923533,95"
"""350950 CAMPINAS"";63199184,40;-;177858019,18;241057203,58"
"""350960 CAMPO LIMPO PAULISTA"";115030,21;-;3799154,22;3914184,43"
"""350970 CAMPOS DO JORDAO"";84755,46;-;5447375,88;5532131,34"
"""351000 CANDIDO MOTA"";254197,51;-;1596346,53;1850544,04"
"""351020 CAPAO BONITO"";297314,56;-;2728005,95;3025320,51"
"""351040 CAPIVARI"";11412,54;-;3018582,56;3029995,10"
"""351050 CARAGUATATUBA"";1055884,81;-;28705371,28;29761256,09"
"""351060 CARAPICUIBA"";674998,62;-;19457128,03;20132126,65"
"""351070 CARDOSO"";-;-;197646,80;197646,80"
"""351080 CASA BRANCA"";367515,61;-;2278037,78;2645553,39"
"""351100 CASTILHO"";-;-;664968,61;664968,61"
"""351110 CATANDUVA"";3854338,10;-;38687994,80;42542332,90"
"""351140 CERQUEIRA CESAR"";-;-;836496,54;836496,54"
"""351150 CERQUILHO"";-;-;430345,65;430345,65"
"""351160 CESARIO LANGE"";-;-;287217,93;287217,93"
"""351170 CHARQUEADA"";-;-;81714,13;81714,13"
"""351190 CLEMENTINA"";-;-;108844,21;108844,21"
"""351200 COLINA"";103673,07;-;1760702,19;1864375,26"
"""351210 COLOMBIA"";-;-;2338,17;2338,17"
"""351220 CONCHAL"";560465,36;-;1145316,71;1705782,07"
"""351230 CONCHAS"";-;-;153713,37;153713,37"
"""351280 COSMOPOLIS"";-;-;1774782,86;1774782,86"
"""351300 COTIA"";19855,20;-;14011031,75;14030886,95"
"""351310 CRAVINHOS"";-;-;148147,88;148147,88"
"""351340 CRUZEIRO"";123278,14;-;7915256,49;8038534,63"
"""351350 CUBATAO"";483745,70;-;7805955,77;8289701,47"
"""351360 CUNHA"";81479,00;-;765152,27;846631,27"
"""351370 DESCALVADO"";430292,46;-;1068834,61;1499127,07"
"""351380 DIADEMA"";1367638,50;-;34069048,59;35436687,09"
"""351390 DIVINOLANDIA"";321851,18;-;9018348,30;9340199,48"
"""351410 DOIS CORREGOS"";-;-;605820,70;605820,70"
"""351440 DRACENA"";-;-;6344061,76;6344061,76"
"""351450 DUARTINA"";-;-;513287,04;513287,04"
"""351500 EMBU DAS ARTES"";85324,06;-;1380532,77;1465856,83"
"""351510 EMBU-GUACU"";-;-;504975,14;504975,14"
"""351518 ESPIRITO SANTO DO PINHAL"";-;-;10185993,88;10185993,88"
"""351520 ESTRELA D'OESTE"";-;-;413452,45;413452,45"
"""351540 FARTURA"";23578,36;-;393595,24;417173,60"
"""351550 FERNANDOPOLIS"";54269,20;-;8135138,94;8189408,14"
"""351570 FERRAZ DE VASCONCELOS"";-;-;6676235,38;6676235,38"
"""351600 FLORIDA PAULISTA"";-;-;331904,46;331904,46"
"""351620 FRANCA"";7351183,55;-;54949334,34;62300517,89"
"""351630 FRANCISCO MORATO"";-;-;12339848,45;12339848,45"
"""351640 FRANCO DA ROCHA"";780527,53;-;10768599,75;11549127,28"
"""351660 GALIA"";-;-;65320,26;65320,26"
"""351670 GARCA"";20354,32;-;6418552,49;6438906,81"
"""351690 GENERAL SALGADO"";-;-;259139,29;259139,29"
"""351700 GETULINA"";-;-;137904,11;137904,11"
"""351740 GUAIRA"";1004008,19;-;4107926,89;5111935,08"
"""351760 GUAPIARA"";-;-;103983,83;103983,83"
"""351770 GUARA"";21703,01;-;460568,27;482271,28"
"""351780 GUARACAI"";16397,67;-;264301,82;280699,49"
"""351820 GUARARAPES"";8208,92;-;805385,30;813594,22"
"""351830 GUARAREMA"";-;-;527388,89;527388,89"
"""351840 GUARATINGUETA"";35203,43;-;11258117,87;11293321,30"
"""351860 GUARIBA"";85219,21;-;683553,13;768772,34"
"""351870 GUARUJA"";1250506,27;-;26519628,21;27770134,48"
"""351880 GUARULHOS"";2116158,84;-;90404920,54;92521079,38"
"""351900 HERCULANDIA"";-;-;297497,80;297497,80"
"""351907 HORTOLANDIA"";2955,06;-;4983695,36;4986650,42"
"""351910 IACANGA"";-;-;193988,21;193988,21"
"""351930 IBATE"";157920,36;-;457915,89;615836,25"
"""351940 IBIRA"";-;-;200680,50;200680,50"
"""351960 IBITINGA"";361883,45;-;5410825,43;5772708,88"
"""351970 IBIUNA"";-;-;2225309,51;2225309,51"
"""351990 IEPE"";-;-;296780,81;296780,81"
"""352010 IGARAPAVA"";62143,40;-;805465,13;867608,53"
"""352040 ILHABELA"";-;-;1907200,03;1907200,03"
"""352044 ILHA SOLTEIRA"";-;-;3185422,53;3185422,53"
"""352050 INDAIATUBA"";1947331,16;-;25836232,49;27783563,65"
"""352070 INDIAPORA"";-;-;147407,11;147407,11"
"""352090 IPAUSSU"";60574,39;-;314481,54;375055,93"
"""352130 IPUA"";8004,54;-;474513,24;482517,78"
"""352170 ITABERA"";-;-;611114,52;611114,52"
"""352180 ITAI"";-;-;385097,91;385097,91"
"""352190 ITAJOBI"";-;-;293213,38;293213,38"
"""352210 ITANHAEM"";70241,90;-;14930580,10;15000822,00"
"""352220 ITAPECERICA DA SERRA"";280551,21;-;19636085,41;19916636,62"
"""352230 ITAPETININGA"";1803,63;-;11213223,76;11215027,39"
"""352240 ITAPEVA"";28375,89;-;15096692,74;15125068,63"
"""352250 ITAPEVI"";3792,00;-;15653626,94;15657418,94"
"""352260 ITAPIRA"";688355,95;-;13351695,77;14040051,72"
"""352270 ITAPOLIS"";96016,30;-;3858155,99;3954172,29"
"""352280 ITAPORANGA"";35852,14;-;449457,98;485310,12"
"""352290 ITAPUI"";-;-;20862,92;20862,92"
"""352310 ITAQUAQUECETUBA"";469053,06;-;16901532,99;17370586,05"
"""352320 ITARARE"";-;-;2717211,44;2717211,44"
"""352340 ITATIBA"";128846,37;-;7844128,73;7972975,10"
"""352350 ITATINGA"";-;-;115031,36;115031,36"
"""352360 ITIRAPINA"";-;-;68932,80;68932,80"
"""352390 ITU"";122135,08;-;17214552,23;17336687,31"
"""352400 ITUPEVA"";23725,32;-;881667,09;905392,41"
"""352410 ITUVERAVA"";797036,12;-;5215627,67;6012663,79"
"""352420 JABORANDI"";-;-;23121,40;23121,40"
"""352430 JABOTICABAL"";-;-;2150682,87;2150682,87"
"""352440 JACAREI"";3057094,14;17982,98;20367130,48;23442207,60"
"""352450 JACI"";11329,76;-;4833895,84;4845225,60"
"""352470 JAGUARIUNA"";1054026,30;-;3751841,82;4805868,12"
"""352480 JALES"";674309,43;-;14332090,87;15006400,30"
"""352520 JARINU"";-;-;144002,98;144002,98"
"""352530 JAU"";20627851,26;-;53075979,92;73703831,18"
"""352550 JOANOPOLIS"";-;-;76673,13;76673,13"
"""352570 JOSE BONIFACIO"";-;-;1367924,10;1367924,10"
"""352590 JUNDIAI"";6043476,70;-;53740334,73;59783811,43"
"""352600 JUNQUEIROPOLIS"";10202,96;-;561617,05;571820,01"
"""352640 LARANJAL PAULISTA"";-;-;717545,43;717545,43"
"""352670 LEME"";-;-;5536356,46;5536356,46"
"""352680 LENCOIS PAULISTA"";-;-;3665559,39;3665559,39"
"""352690 LIMEIRA"";7413403,85;-;37791196,55;45204600,40"
"""352710 LINS"";7024,04;-;10045845,66;10052869,70"
"""352720 LORENA"";10602,87;-;7996508,38;8007111,25"
"""352730 LOUVEIRA"";-;-;1748590,04;1748590,04"
"""352740 LUCELIA"";-;-;256958,55;256958,55"
"""352800 MACATUBA"";-;-;329359,80;329359,80"
"""352810 MACAUBAL"";-;-;48174,31;48174,31"
"""352850 MAIRIPORA"";-;-;983632,93;983632,93"
"""352880 MARACAI"";74399,32;-;394588,27;468987,59"
"""352900 MARILIA"";14329768,52;19905,96;66287251,35;80636925,83"
"""352920 MARTINOPOLIS"";102038,36;-;1204858,90;1306897,26"
"""352930 MATAO"";5062585,33;-;13785316,38;18847901,71"
"""352940 MAUA"";735720,45;-;15349220,73;16084941,18"
"""352970 MIGUELOPOLIS"";34359,45;-;495651,94;530011,39"
"""353010 MIRANDOPOLIS"";-;-;3394706,39;3394706,39"
"""353030 MIRASSOL"";-;-;871350,35;871350,35"
"""353050 MOCOCA"";418053,43;-;5469473,41;5887526,84"
"""353060 MOGI DAS CRUZES"";3477248,15;-;60058770,32;63536018,47"
"""353070 MOGI GUACU"";404786,44;-;17746959,34;18151745,78"
"""353080 MOGI MIRIM"";834666,32;-;10395798,09;11230464,41"
"""353110 MONGAGUA"";-;-;282251,20;282251,20"
"""353130 MONTE ALTO"";-;-;4871243,87;4871243,87"
"""353140 MONTE APRAZIVEL"";118547,48;-;1444715,70;1563263,18"
"""353150 MONTE AZUL PAULISTA"";810052,33;-;1703882,55;2513934,88"
"""353180 MONTE MOR"";-;-;542541,19;542541,19"
"""353190 MORRO AGUDO"";43022,63;-;2064215,34;2107237,97"
"""353200 MORUNGABA"";-;-;101766,18;101766,18"
"""353240 NAZARE PAULISTA"";-;-;115663,08;115663,08"
"""353250 NEVES PAULISTA"";-;-;18790,47;18790,47"
"""353260 NHANDEARA"";44336,63;-;2095736,24;2140072,87"
"""353290 NOVA EUROPA"";23527,32;-;125217,64;148744,96"
"""353300 NOVA GRANADA"";-;-;835469,10;835469,10"
"""353340 NOVA ODESSA"";-;-;816475,86;816475,86"
"""353350 NOVO HORIZONTE"";106151,98;-;3361204,25;3467356,23"
"""353390 OLIMPIA"";-;-;4139423,33;4139423,33"
"""353430 ORLANDIA"";-;-;1193951,53;1193951,53"
"""353440 OSASCO"";1902663,05;-;35989356,60;37892019,65"
"""353460 OSVALDO CRUZ"";47563,12;-;1472553,81;1520116,93"
"""353470 OURINHOS"";1687200,08;-;18597282,11;20284482,19"
"""353475 OUROESTE"";-;-;323052,07;323052,07"
"""353520 PALMEIRA D'OESTE"";-;-;238319,10;238319,10"
"""353530 PALMITAL"";571784,73;-;792655,93;1364440,66"
"""353550 PARAGUACU PAULISTA"";188595,20;-;7082582,27;7271177,47"
"""353580 PARANAPANEMA"";-;-;320461,68;320461,68"
