"""Munic¡pio"";""M‚dia complexidade"";""Alta complexidade"";""Total"""
"""221050 SAO PEDRO DO PIAUI"";285;-;285"
"""221060 SAO RAIMUNDO NONATO"";6816;2;6818"
"""221070 SIMOES"";1468;-;1468"
"""221080 SIMPLICIO MENDES"";772;-;772"
"""221100 TERESINA"";83046;9814;92860"
"""221110 UNIAO"";1451;-;1451"
"""221120 URUCUI"";2134;-;2134"
"""221130 VALENCA DO PIAUI"";2814;-;2814"
"""230020 ACARAU"";3737;1;3738"
"""230030 ACOPIARA"";1488;1;1489"
"""230040 AIUABA"";328;-;328"
"""230060 ALTANEIRA"";142;-;142"
"""230070 ALTO SANTO"";396;-;396"
