"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acid local trab"";""Acid trajeto"";""Outros ac trab"";""Outras caus ext"";""Total"""
"""292450 PINDAI"";183;400;-;-;-;-;583"
"""292460 PINDOBACU"";668;748;-;-;-;-;1416"
"""292465 PINTADAS"";-;267;-;-;-;-;267"
"""292470 PIRIPA"";1;308;-;-;-;-;309"
"""292480 PIRITIBA"";-;66;-;-;-;-;66"
"""292490 PLANALTINO"";-;565;-;-;-;-;565"
"""292500 PLANALTO"";274;173;-;-;-;-;447"
"""292510 POCOES"";2366;1513;-;-;-;-;3879"
"""292520 POJUCA"";560;1125;-;-;-;-;1685"
"""292525 PONTO NOVO"";24;590;-;-;-;-;614"
"""292530 PORTO SEGURO"";683;9098;-;-;2;-;9783"
"""292540 POTIRAGUA"";-;95;-;-;-;-;95"
"""292550 PRADO"";108;507;-;-;-;-;615"
"""292560 PRESIDENTE DUTRA"";-;286;-;-;-;-;286"
"""292575 PRESIDENTE TANCREDO NEVES"";-;432;-;-;-;-;432"
"""292580 QUEIMADAS"";50;479;-;-;-;-;529"
"""292590 QUIJINGUE"";-;524;-;-;-;-;524"
"""292595 RAFAEL JAMBEIRO"";-;356;-;-;-;-;356"
"""292600 REMANSO"";494;479;-;-;-;-;973"
"""292610 RETIROLANDIA"";80;280;-;-;-;-;360"
"""292620 RIACHAO DAS NEVES"";-;359;-;-;-;-;359"
"""292630 RIACHAO DO JACUIPE"";213;1504;-;-;-;-;1717"
"""292640 RIACHO DE SANTANA"";1;207;-;-;-;-;208"
"""292650 RIBEIRA DO AMPARO"";-;120;-;-;-;-;120"
"""292660 RIBEIRA DO POMBAL"";1493;6279;-;-;-;-;7772"
"""292670 RIO DE CONTAS"";-;369;-;-;-;-;369"
"""292690 RIO DO PIRES"";103;210;-;-;-;-;313"
"""292700 RIO REAL"";-;1222;-;-;-;-;1222"
"""292720 RUY BARBOSA"";3011;3563;-;-;1088;-;7662"
"""292730 SALINAS DA MARGARIDA"";-;143;-;-;-;-;143"
"""292740 SALVADOR"";85931;154282;-;-;-;1;240214"
"""292750 SANTA BARBARA"";-;237;-;-;-;-;237"
"""292770 SANTA CRUZ CABRALIA"";40;309;-;-;-;-;349"
"""292790 SANTA INES"";90;768;-;-;-;-;858"
"""292800 SANTALUZ"";171;1609;-;-;-;-;1780"
"""292810 SANTA MARIA DA VITORIA"";173;1366;-;-;-;-;1539"
"""292820 SANTANA"";95;898;-;-;-;-;993"
"""292830 SANTANOPOLIS"";-;36;-;-;-;-;36"
"""292840 SANTA RITA DE CASSIA"";160;1158;-;-;-;-;1318"
"""292850 SANTA TEREZINHA"";-;292;-;-;-;-;292"
"""292860 SANTO AMARO"";552;484;-;-;-;-;1036"
"""292870 SANTO ANTONIO DE JESUS"";4203;15694;-;-;-;-;19897"
"""292880 SANTO ESTEVAO"";-;707;-;-;-;-;707"
"""292890 SAO DESIDERIO"";727;537;-;-;-;-;1264"
"""292895 SAO DOMINGOS"";-;196;-;-;-;-;196"
"""292900 SAO FELIX"";2527;1777;-;-;-;-;4304"
"""292905 SAO FELIX DO CORIBE"";82;683;-;-;-;-;765"
"""292910 SAO FELIPE"";-;263;-;-;-;-;263"
"""292925 SAO GABRIEL"";-;405;-;-;-;-;405"
"""292930 SAO GONCALO DOS CAMPOS"";475;140;-;-;-;-;615"
"""292940 SAO MIGUEL DAS MATAS"";-;1356;-;-;-;-;1356"
"""292950 SAO SEBASTIAO DO PASSE"";30;660;-;-;-;-;690"
"""292960 SAPEACU"";99;392;-;-;-;-;491"
"""292970 SATIRO DIAS"";-;472;-;-;-;-;472"
"""292980 SAUDE"";81;388;-;-;-;-;469"
"""292990 SEABRA"";619;8456;-;-;-;-;9075"
"""293000 SEBASTIAO LARANJEIRAS"";1;173;-;-;-;-;174"
"""293010 SENHOR DO BONFIM"";502;3430;-;-;-;-;3932"
"""293015 SERRA DO RAMALHO"";376;761;-;-;-;-;1137"
"""293020 SENTO SE"";-;489;-;-;-;-;489"
"""293030 SERRA DOURADA"";44;1135;-;-;-;-;1179"
"""293040 SERRA PRETA"";-;160;-;-;-;-;160"
"""293050 SERRINHA"";51;2059;-;-;-;-;2110"
"""293060 SERROLANDIA"";-;334;-;-;-;-;334"
"""293070 SIMOES FILHO"";577;2094;-;-;-;-;2671"
"""293075 SITIO DO MATO"";-;136;-;-;-;-;136"
"""293077 SOBRADINHO"";12;348;-;-;-;-;360"
"""293080 SOUTO SOARES"";-;301;-;-;-;-;301"
"""293090 TABOCAS DO BREJO VELHO"";219;208;-;-;-;-;427"
"""293100 TANHACU"";133;190;-;-;-;-;323"
"""293105 TANQUE NOVO"";2;547;-;-;-;-;549"
"""293110 TANQUINHO"";-;81;-;-;-;-;81"
"""293120 TAPEROA"";-;973;-;-;-;-;973"
"""293130 TAPIRAMUTA"";-;621;-;-;-;-;621"
"""293135 TEIXEIRA DE FREITAS"";3473;9100;-;-;-;1;12574"
"""293150 TEOFILANDIA"";-;159;-;-;-;-;159"
"""293160 TEOLANDIA"";-;332;-;-;-;-;332"
"""293180 TREMEDAL"";-;275;-;-;-;-;275"
"""293190 TUCANO"";12;1182;-;-;-;-;1194"
"""293200 UAUA"";-;757;-;-;-;-;757"
"""293210 UBAIRA"";443;1239;-;-;-;-;1682"
"""293220 UBAITABA"";1260;1733;-;-;-;-;2993"
"""293230 UBATA"";-;59;-;-;-;-;59"
"""293240 UIBAI"";-;289;-;-;-;-;289"
"""293250 UNA"";37;515;-;-;-;-;552"
"""293260 URANDI"";726;63;-;-;-;-;789"
"""293280 UTINGA"";-;480;-;-;-;-;480"
"""293290 VALENCA"";3932;5689;-;-;-;-;9621"
"""293300 VALENTE"";-;957;-;-;-;-;957"
"""293305 VARZEA DA ROCA"";-;106;-;-;-;-;106"
"""293310 VARZEA DO POCO"";-;403;-;-;-;-;403"
"""293315 VARZEA NOVA"";-;999;-;-;-;-;999"
"""293325 VEREDA"";-;140;-;-;-;-;140"
"""293330 VITORIA DA CONQUISTA"";6541;27943;-;-;-;-;34484"
"""293340 WAGNER"";3;1251;-;-;-;-;1254"
"""293345 WANDERLEY"";-;1672;-;-;-;-;1672"
"""293350 WENCESLAU GUIMARAES"";-;348;-;-;-;-;348"
"""293360 XIQUE-XIQUE"";605;1713;-;-;-;-;2318"
"""310020 ABAETE"";221;1087;-;-;-;-;1308"
"""310030 ABRE CAMPO"";734;1249;-;-;-;-;1983"
"""310060 AGUA BOA"";-;102;-;-;-;-;102"
"""310090 AGUAS FORMOSAS"";438;1591;-;-;-;-;2029"
"""310100 AGUAS VERMELHAS"";-;684;-;-;-;-;684"
"""310110 AIMORES"";142;2115;-;-;-;-;2257"
"""310120 AIURUOCA"";638;993;-;-;-;-;1631"
"""310130 ALAGOA"";1;121;-;-;-;-;122"
"""310150 ALEM PARAIBA"";108;2553;-;-;-;-;2661"
"""310160 ALFENAS"";4236;9522;-;-;207;834;14799"
"""310170 ALMENARA"";627;3758;-;-;170;870;5425"
"""310190 ALPINOPOLIS"";231;1077;-;-;-;-;1308"
"""310200 ALTEROSA"";98;605;-;-;-;-;703"
"""310210 ALTO RIO DOCE"";-;305;-;-;-;-;305"
"""310230 ALVINOPOLIS"";179;375;-;-;-;-;554"
"""310260 ANDRADAS"";567;2274;-;-;-;-;2841"
"""310270 CACHOEIRA DE PAJEU"";1;341;-;-;-;-;342"
"""310280 ANDRELANDIA"";120;485;-;-;-;-;605"
"""310290 ANTONIO CARLOS"";-;127;-;-;-;-;127"
"""310340 ARACUAI"";689;3721;-;-;-;-;4410"
"""310350 ARAGUARI"";1990;6669;-;-;-;-;8659"
"""310375 ARAPORA"";60;681;-;-;-;-;741"
"""310400 ARAXA"";1089;4360;-;-;-;-;5449"
"""310420 ARCOS"";300;1354;-;-;-;-;1654"
"""310430 AREADO"";50;454;-;-;-;-;504"
"""310450 ARINOS"";-;475;-;-;-;-;475"
"""310470 ATALEIA"";-;290;-;-;-;-;290"
"""310490 BAEPENDI"";1238;1734;-;-;-;-;2972"
"""310510 BAMBUI"";432;1314;-;-;-;-;1746"
"""310540 BARAO DE COCAIS"";192;979;-;-;-;-;1171"
"""310560 BARBACENA"";2648;11438;-;-;1;-;14087"
"""310590 BARROSO"";658;1232;-;-;-;-;1890"
"""310620 BELO HORIZONTE"";47530;221220;-;-;2;-;268752"
"""310630 BELO ORIENTE"";1086;727;-;-;-;-;1813"
"""310640 BELO VALE"";8;575;-;-;-;-;583"
"""310650 BERILO"";-;298;-;-;-;-;298"
"""310670 BETIM"";3048;20522;9;-;271;-;23850"
"""310690 BICAS"";1;674;-;-;-;-;675"
"""310710 BOA ESPERANCA"";414;1537;-;-;-;-;1951"
"""310730 BOCAIUVA"";1033;2848;-;-;-;-;3881"
"""310740 BOM DESPACHO"";1118;3660;-;-;-;-;4778"
"""310750 BOM JARDIM DE MINAS"";-;273;-;-;-;-;273"
"""310780 BOM JESUS DO GALHO"";764;104;-;-;-;-;868"
"""310800 BOM SUCESSO"";187;530;-;-;-;-;717"
"""310840 BOTELHOS"";44;331;-;-;-;-;375"
"""310860 BRASILIA DE MINAS"";519;5258;-;-;-;-;5777"
"""310890 BRAZOPOLIS"";-;286;-;-;-;-;286"
"""310900 BRUMADINHO"";1513;1003;-;-;-;-;2516"
"""310910 BUENO BRANDAO"";-;469;-;-;1;2;472"
"""310930 BURITIS"";225;701;-;-;-;-;926"
"""310950 CABO VERDE"";99;813;-;-;-;-;912"
"""310990 CAETANOPOLIS"";1;964;-;-;-;-;965"
"""311000 CAETE"";569;1549;-;-;-;-;2118"
"""311030 CALDAS"";89;279;-;-;-;-;368"
"""311050 CAMANDUCAIA"";400;783;-;-;-;-;1183"
"""311060 CAMBUI"";695;1729;-;-;-;-;2424"
"""311070 CAMBUQUIRA"";230;604;-;-;-;-;834"
"""311090 CAMPANHA"";-;301;-;-;-;-;301"
"""311100 CAMPESTRE"";-;1192;-;-;-;-;1192"
"""311110 CAMPINA VERDE"";23;893;-;-;-;-;916"
"""311120 CAMPO BELO"";1554;4787;-;-;-;-;6341"
"""311130 CAMPO DO MEIO"";1;305;-;-;-;-;306"
"""311150 CAMPOS ALTOS"";35;689;-;-;-;-;724"
"""311160 CAMPOS GERAIS"";514;1105;-;-;-;-;1619"
"""311180 CANAPOLIS"";259;363;-;-;-;-;622"
"""311200 CANDEIAS"";-;478;-;-;-;-;478"
"""311230 CAPELINHA"";377;3134;-;-;-;-;3511"
"""311260 CAPINOPOLIS"";125;427;-;-;-;-;552"
"""311280 CAPITOLIO"";69;349;-;-;-;-;418"
"""311300 CARAI"";157;528;-;-;-;-;685"
"""311320 CARANDAI"";388;677;-;-;-;-;1065"
"""311330 CARANGOLA"";1119;6866;-;-;-;-;7985"
"""311340 CARATINGA"";4265;7909;-;-;-;-;12174"
"""311350 CARBONITA"";1;419;-;-;-;-;420"
"""311360 CAREACU"";-;121;-;-;-;-;121"
"""311370 CARLOS CHAGAS"";105;1054;-;-;-;-;1159"
"""311390 CARMO DA CACHOEIRA"";14;444;-;-;-;-;458"
"""311400 CARMO DA MATA"";-;126;-;-;-;-;126"
"""311410 CARMO DE MINAS"";-;441;-;-;-;-;441"
"""311430 CARMO DO PARANAIBA"";493;904;-;-;-;-;1397"
"""311440 CARMO DO RIO CLARO"";211;1105;-;-;-;-;1316"
"""311450 CARMOPOLIS DE MINAS"";43;606;-;-;-;-;649"
"""311460 CARRANCAS"";1;163;-;-;-;-;164"
"""311510 CASSIA"";1539;2361;-;-;-;-;3900"
"""311530 CATAGUASES"";192;4693;-;-;-;-;4885"
"""311550 CAXAMBU"";273;925;-;-;-;-;1198"
"""311570 CENTRAL DE MINAS"";38;153;-;-;-;-;191"
"""311580 CENTRALINA"";54;246;-;-;-;-;300"
"""311615 CHAPADA GAUCHA"";165;20;-;-;-;-;185"
"""311630 CIPOTANEA"";-;163;-;-;-;-;163"
"""311660 CLAUDIO"";455;1514;-;-;-;-;1969"
"""311680 COLUNA"";24;493;-;-;-;-;517"
"""311710 CONCEICAO DA APARECIDA"";135;465;-;-;-;-;600"
"""311730 CONCEICAO DAS ALAGOAS"";387;1356;-;-;-;-;1743"
"""311750 CONCEICAO DO MATO DENTRO"";272;986;-;-;-;-;1258"
"""311770 CONCEICAO DO RIO VERDE"";386;366;-;-;-;-;752"
"""311800 CONGONHAS"";780;2380;-;-;-;-;3160"
"""311820 CONQUISTA"";-;116;-;-;-;-;116"
"""311830 CONSELHEIRO LAFAIETE"";1192;5345;-;-;-;-;6537"
"""311840 CONSELHEIRO PENA"";356;1068;-;-;-;-;1424"
"""311860 CONTAGEM"";4368;19758;-;-;1;-;24127"
"""311880 CORACAO DE JESUS"";1082;1152;-;-;-;-;2234"
"""311930 COROMANDEL"";211;1246;-;-;-;-;1457"
"""311940 CORONEL FABRICIANO"";1016;2810;-;-;-;-;3826"
"""312020 CRISTAIS"";145;211;-;-;-;-;356"
"""312050 CRISTINA"";-;623;-;-;-;-;623"
"""312080 CRUZILIA"";658;1361;-;-;-;-;2019"
"""312090 CURVELO"";2154;6562;-;-;-;-;8716"
"""312120 DELFINOPOLIS"";-;166;-;-;-;-;166"
"""312160 DIAMANTINA"";1052;7592;-;-;-;-;8644"
"""312200 DIVINO"";106;425;-;-;-;-;531"
"""312210 DIVINO DAS LARANJEIRAS"";-;146;-;-;-;-;146"
"""312230 DIVINOPOLIS"";8223;8723;-;-;-;-;16946"
"""312260 DOM JOAQUIM"";-;256;-;-;-;-;256"
"""312270 DOM SILVERIO"";4;187;-;-;-;-;191"
"""312320 DORES DO INDAIA"";15;1080;-;-;-;-;1095"
"""312360 ELOI MENDES"";1070;945;-;-;-;-;2015"
"""312390 ENTRE RIOS DE MINAS"";235;966;-;-;-;-;1201"
"""312400 ERVALIA"";-;723;-;-;-;-;723"
"""312410 ESMERALDAS"";404;2327;-;-;-;-;2731"
"""312420 ESPERA FELIZ"";210;852;-;-;-;-;1062"
"""312430 ESPINOSA"";145;1223;-;-;-;-;1368"
"""312450 ESTIVA"";-;257;-;-;-;-;257"
"""312470 ESTRELA DO INDAIA"";41;141;-;-;-;-;182"
"""312490 EUGENOPOLIS"";-;747;-;-;-;-;747"
"""312510 EXTREMA"";2;2126;-;-;-;-;2128"
"""312560 FELISBURGO"";83;787;-;-;-;-;870"
"""312590 FERROS"";-;492;-;-;-;-;492"
"""312595 FERVEDOURO"";-;225;-;-;-;-;225"
"""312610 FORMIGA"";432;4058;-;-;-;-;4490"
"""312670 FRANCISCO SA"";731;1510;-;-;-;-;2241"
"""312690 FREI INOCENCIO"";-;121;-;-;-;-;121"
"""312710 FRUTAL"";244;2633;-;-;-;-;2877"
"""312760 GOUVEIA"";479;860;-;-;-;-;1339"
"""312770 GOVERNADOR VALADARES"";4538;22787;-;-;-;-;27325"
"""312780 GRAO MOGOL"";218;984;-;-;-;-;1202"
"""312800 GUANHAES"";704;3976;-;-;-;-;4680"
"""312810 GUAPE"";98;352;-;-;-;-;450"
"""312830 GUARANESIA"";110;678;-;-;-;-;788"
"""312860 GUARDA-MOR"";143;154;-;-;-;-;297"
"""312870 GUAXUPE"";442;3912;-;-;-;-;4354"
"""312910 GURINHATA"";-;119;-;-;-;-;119"
"""312940 IBERTIOGA"";-;203;-;-;-;-;203"
"""312950 IBIA"";246;684;-;-;-;-;930"
"""312980 IBIRITE"";1262;3574;-;-;-;-;4836"
"""313010 IGARAPE"";848;-;-;-;-;-;848"
"""313030 IGUATAMA"";2;609;-;-;-;-;611"
"""313050 ILICINEA"";141;338;-;-;-;-;479"
"""313090 INHAPIM"";244;908;-;-;-;-;1152"
"""313120 IPANEMA"";515;988;-;-;-;-;1503"
"""313130 IPATINGA"";3428;24487;-;-;-;-;27915"
"""313150 IPUIUNA"";-;83;-;-;-;-;83"
"""313170 ITABIRA"";2316;8374;-;-;-;-;10690"
"""313180 ITABIRINHA"";1020;360;-;-;-;-;1380"
"""313190 ITABIRITO"";683;1567;-;-;-;-;2250"
"""313210 ITACARAMBI"";-;510;-;-;-;-;510"
"""313220 ITAGUARA"";191;872;-;-;-;-;1063"
"""313230 ITAIPE"";3;442;-;-;-;-;445"
"""313240 ITAJUBA"";1542;10155;-;-;-;-;11697"
"""313250 ITAMARANDIBA"";540;2610;-;-;-;-;3150"
"""313270 ITAMBACURI"";1091;2557;-;-;-;-;3648"
"""313290 ITAMOGI"";-;10;-;-;-;-;10"
"""313300 ITAMONTE"";169;645;-;-;-;-;814"
"""313310 ITANHANDU"";1382;1261;-;-;-;-;2643"
"""313320 ITANHOMI"";604;679;-;-;-;-;1283"
"""313330 ITAOBIM"";477;2613;-;-;-;-;3090"
"""313350 ITAPECERICA"";367;676;-;-;-;-;1043"
"""313375 ITAU DE MINAS"";-;255;-;-;-;-;255"
"""313380 ITAUNA"";1146;4760;-;-;-;1;5907"
"""313420 ITUIUTABA"";772;5085;-;-;-;-;5857"
"""313440 ITURAMA"";361;1455;-;-;-;-;1816"
"""313460 JABOTICATUBAS"";-;403;-;-;-;-;403"
"""313470 JACINTO"";425;945;-;-;-;-;1370"
"""313490 JACUTINGA"";91;1198;-;-;-;-;1289"
"""313505 JAIBA"";-;712;-;-;-;138;850"
"""313510 JANAUBA"";2515;9858;-;-;-;-;12373"
"""313520 JANUARIA"";1532;3246;-;-;-;-;4778"
"""313540 JECEABA"";-;142;-;-;-;-;142"
"""313580 JEQUITINHONHA"";71;1709;-;-;-;-;1780"
"""313600 JOAIMA"";-;600;-;-;-;-;600"
"""313620 JOAO MONLEVADE"";857;4713;-;-;-;-;5570"
"""313630 JOAO PINHEIRO"";719;2327;-;-;-;-;3046"
"""313650 JORDANIA"";-;345;-;-;-;-;345"
"""313670 JUIZ DE FORA"";13420;36671;-;-;-;1;50092"
"""313690 JURUAIA"";149;386;-;-;-;-;535"
"""313700 LADAINHA"";-;521;-;-;-;-;521"
"""313710 LAGAMAR"";1;157;-;-;-;-;158"
"""313720 LAGOA DA PRATA"";2330;2488;-;-;-;-;4818"
"""313750 LAGOA FORMOSA"";307;251;-;-;-;-;558"
"""313760 LAGOA SANTA"";976;2572;-;-;-;-;3548"
"""313770 LAJINHA"";63;577;-;-;-;-;640"
"""313780 LAMBARI"";163;554;-;-;-;-;717"
"""313800 LARANJAL"";-;64;-;-;-;-;64"
"""313820 LAVRAS"";1425;5559;-;-;-;-;6984"
"""313840 LEOPOLDINA"";88;2828;-;-;-;-;2916"
"""313860 LIMA DUARTE"";272;681;-;-;-;-;953"
"""313880 LUZ"";517;1948;-;-;-;-;2465"
"""313890 MACHACALIS"";1;861;-;-;-;-;862"
"""313900 MACHADO"";648;1861;-;-;-;-;2509"
"""313920 MALACACHETA"";651;2125;-;-;-;-;2776"
"""313930 MANGA"";1614;1579;-;-;-;-;3193"
"""313940 MANHUACU"";1555;9409;-;-;-;-;10964"
"""313950 MANHUMIRIM"";560;2543;-;-;-;-;3103"
"""313960 MANTENA"";617;1719;-;-;-;-;2336"
"""313980 MAR DE ESPANHA"";57;441;-;-;-;-;498"
"""313990 MARIA DA FE"";2;250;-;-;-;-;252"
"""314000 MARIANA"";561;2254;-;-;-;-;2815"
"""314050 MARTINHO CAMPOS"";-;248;-;-;-;-;248"
"""314070 MATEUS LEME"";403;635;-;-;-;-;1038"
"""314090 MATIPO"";406;858;-;-;-;-;1264"
"""314110 MATOZINHOS"";328;480;-;-;-;-;808"
"""314120 MATUTINA"";-;71;-;-;-;-;71"
"""314140 MEDINA"";762;1710;-;-;-;-;2472"
"""314150 MENDES PIMENTEL"";173;250;-;-;-;-;423"
"""314160 MERCES"";21;569;-;-;-;-;590"
"""314180 MINAS NOVAS"";501;3157;-;-;-;-;3658"
"""314190 MINDURI"";-;8;-;-;-;-;8"
"""314200 MIRABELA"";38;857;-;-;-;-;895"
"""314220 MIRAI"";833;-;-;-;-;2;835"
"""314240 MOEMA"";35;312;-;-;-;-;347"
"""314260 MONSENHOR PAULO"";129;386;-;-;-;-;515"
"""314270 MONTALVANIA"";170;1114;-;-;-;-;1284"
"""314280 MONTE ALEGRE DE MINAS"";195;615;-;-;-;-;810"
"""314290 MONTE AZUL"";261;1918;-;-;-;-;2179"
"""314300 MONTE BELO"";5;387;-;-;-;-;392"
"""314310 MONTE CARMELO"";1407;3907;-;-;-;-;5314"
"""314320 MONTE SANTO DE MINAS"";464;1022;-;-;-;-;1486"
"""314330 MONTES CLAROS"";10938;34711;-;-;-;-;45649"
"""314350 MORADA NOVA DE MINAS"";-;408;-;-;-;-;408"
"""314390 MURIAE"";5374;18877;-;-;-;-;24251"
"""314400 MUTUM"";32;1591;-;-;-;-;1623"
"""314410 MUZAMBINHO"";83;1115;-;-;-;-;1198"
"""314430 NANUQUE"";457;2987;-;-;-;-;3444"
"""314450 NAZARENO"";-;136;-;-;-;-;136"
"""314460 NEPOMUCENO"";84;1102;-;-;-;-;1186"
"""314470 NOVA ERA"";-;560;-;-;-;-;560"
"""314480 NOVA LIMA"";1576;4113;-;-;-;-;5689"
"""314500 NOVA PONTE"";376;-;-;-;-;-;376"
"""314510 NOVA RESENDE"";65;387;-;-;-;-;452"
"""314520 NOVA SERRANA"";1519;2764;-;-;-;-;4283"
"""314530 NOVO CRUZEIRO"";-;1559;-;-;-;-;1559"
"""314560 OLIVEIRA"";779;3616;-;-;-;-;4395"
"""314590 OURO BRANCO"";315;1388;-;-;-;-;1703"
"""314600 OURO FINO"";539;2458;-;-;-;-;2997"
"""314610 OURO PRETO"";978;3994;-;-;-;-;4972"
"""314630 PADRE PARAISO"";370;941;-;-;-;-;1311"
"""314650 PAINS"";-;240;-;-;-;-;240"
"""314670 PALMA"";-;233;-;-;-;-;233"
"""314700 PARACATU"";535;5869;-;-;-;-;6404"
"""314710 PARA DE MINAS"";2175;4167;-;-;-;-;6342"
"""314720 PARAGUACU"";210;555;-;-;-;-;765"
"""314730 PARAISOPOLIS"";141;613;-;-;-;-;754"
"""314750 PASSABEM"";-;31;-;-;-;-;31"
"""314760 PASSA QUATRO"";327;773;-;-;-;-;1100"
"""314770 PASSA TEMPO"";-;460;-;-;-;-;460"
"""314790 PASSOS"";3851;13623;-;-;-;-;17474"
"""314800 PATOS DE MINAS"";1902;12327;-;-;-;-;14229"
"""314810 PATROCINIO"";1531;5244;-;-;-;-;6775"
"""314860 PECANHA"";952;2209;-;-;-;-;3161"
"""314870 PEDRA AZUL"";553;1744;-;-;-;-;2297"
"""314910 PEDRALVA"";-;205;-;-;-;-;205"
"""314930 PEDRO LEOPOLDO"";1107;1162;-;-;-;-;2269"
"""314980 PERDIZES"";13;902;-;-;-;-;915"
"""314990 PERDOES"";244;805;-;-;-;-;1049"
"""315030 PIEDADE DO RIO GRANDE"";-;118;-;-;-;-;118"
"""315050 PIMENTA"";-;181;-;-;-;-;181"
"""315080 PIRANGA"";-;127;-;-;-;-;127"
"""315110 PIRAPETINGA"";80;484;-;-;-;-;564"
"""315120 PIRAPORA"";1856;5778;-;-;-;-;7634"
"""315140 PITANGUI"";118;1261;-;-;-;-;1379"
"""315150 PIUMHI"";330;4173;-;-;-;-;4503"
"""315170 POCO FUNDO"";1217;761;-;-;-;-;1978"
"""315180 POCOS DE CALDAS"";4350;9254;-;-;1;-;13605"
"""315190 POCRANE"";-;37;-;-;-;-;37"
"""315200 POMPEU"";339;733;-;-;-;-;1072"
"""315210 PONTE NOVA"";1738;8435;-;-;4;-;10177"
"""315220 PORTEIRINHA"";607;2049;-;-;-;-;2656"
"""315240 POTE"";1;388;-;-;-;-;389"
"""315250 POUSO ALEGRE"";4868;15222;-;-;23;-;20113"
"""315260 POUSO ALTO"";3;345;-;-;-;-;348"
"""315270 PRADOS"";1;328;-;-;-;-;329"
"""315280 PRATA"";376;974;-;-;-;-;1350"
"""315290 PRATAPOLIS"";-;31;-;-;-;-;31"
"""315310 PRESIDENTE BERNARDES"";59;-;-;-;-;-;59"
"""315340 PRESIDENTE OLEGARIO"";575;17;-;-;-;-;592"
"""315400 RAUL SOARES"";425;1053;-;-;-;-;1478"
"""315410 RECREIO"";66;609;-;-;-;-;675"
"""315420 RESENDE COSTA"";167;799;-;-;-;-;966"
"""315430 RESPLENDOR"";599;3405;-;-;-;-;4004"
"""315460 RIBEIRAO DAS NEVES"";1340;4168;-;-;-;-;5508"
"""315470 RIBEIRAO VERMELHO"";-;175;-;-;-;-;175"
"""315490 RIO CASCA"";266;517;-;-;-;-;783"
"""315520 RIO ESPERA"";-;40;-;-;-;-;40"
"""315550 RIO PARANAIBA"";86;352;-;-;-;-;438"
"""315560 RIO PARDO DE MINAS"";256;945;-;-;-;-;1201"
"""315570 RIO PIRACICABA"";83;367;-;-;-;-;450"
"""315580 RIO POMBA"";570;1563;-;-;-;-;2133"
"""315590 RIO PRETO"";-;205;-;-;-;-;205"
"""315600 RIO VERMELHO"";-;380;-;-;-;-;380"
"""315660 RUBIM"";102;399;-;-;-;-;501"
"""315670 SABARA"";13;1294;-;-;-;-;1307"
"""315680 SABINOPOLIS"";105;1949;-;-;-;-;2054"
"""315690 SACRAMENTO"";434;1181;-;-;-;-;1615"
"""315700 SALINAS"";927;4402;-;-;-;-;5329"
"""315710 SALTO DA DIVISA"";1;301;-;-;-;-;302"
"""315720 SANTA BARBARA"";205;1529;-;-;-;-;1734"
"""315770 SANTA JULIANA"";-;234;-;-;-;-;234"
"""315780 SANTA LUZIA"";2077;4885;-;-;-;-;6962"
"""315790 SANTA MARGARIDA"";275;630;-;-;-;-;905"
"""315800 SANTA MARIA DE ITABIRA"";-;46;-;-;-;-;46"
"""315820 SANTA MARIA DO SUACUI"";243;1806;-;-;-;-;2049"
"""315930 SANTA RITA DE JACUTINGA"";-;191;-;-;-;-;191"
"""315960 SANTA RITA DO SAPUCAI"";1108;2192;-;-;-;-;3300"
"""315980 SANTA VITORIA"";186;858;-;-;-;-;1044"
"""315990 SANTO ANTONIO DO AMPARO"";1402;1144;-;-;-;-;2546"
"""316040 SANTO ANTONIO DO MONTE"";320;1923;-;-;-;-;2243"
"""316070 SANTOS DUMONT"";396;1938;-;-;-;-;2334"
"""316100 SAO DOMINGOS DO PRATA"";153;505;-;-;-;-;658"
"""316110 SAO FRANCISCO"";594;3405;-;-;-;-;3999"
"""316200 SAO GONCALO DO SAPUCAI"";-;1904;-;-;-;-;1904"
"""316210 SAO GOTARDO"";601;1438;-;-;-;-;2039"
"""316220 SAO JOAO BATISTA DO GLORIA"";-;212;-;-;-;-;212"
"""316240 SAO JOAO DA PONTE"";736;1539;-;-;-;-;2275"
"""316250 SAO JOAO DEL REI"";1377;7346;-;-;-;-;8723"
"""316257 SAO JOAO DO MANTENINHA"";-;110;-;-;-;-;110"
"""316270 SAO JOAO DO PARAISO"";176;1354;-;-;-;-;1530"
"""316280 SAO JOAO EVANGELISTA"";503;1482;-;-;-;-;1985"
"""316290 SAO JOAO NEPOMUCENO"";210;1215;-;-;-;-;1425"
"""316370 SAO LOURENCO"";1859;5089;-;-;-;-;6948"
"""316390 SAO PEDRO DA UNIAO"";-;106;-;-;-;-;106"
"""316420 SAO ROMAO"";-;363;-;-;-;-;363"
"""316430 SAO ROQUE DE MINAS"";-;74;-;-;-;-;74"
"""316470 SAO SEBASTIAO DO PARAISO"";1431;7697;-;-;-;-;9128"
"""316500 SAO TIAGO"";-;499;-;-;-;-;499"
"""316530 SAO VICENTE DE MINAS"";29;275;-;-;-;-;304"
"""316570 SENADOR FIRMINO"";1;160;-;-;-;-;161"
"""316680 SERRA DO SALITRE"";501;343;-;-;-;-;844"
"""316690 SERRANIA"";-;83;-;-;-;-;83"
"""316710 SERRO"";956;1882;-;-;-;-;2838"
"""316720 SETE LAGOAS"";3452;16904;-;-;-;-;20356"
"""316800 TAIOBEIRAS"";1191;7159;-;-;-;-;8350"
