"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acid local trab"";""Acid trajeto"";""Outros ac trab"";""Outras caus ext"";""Total"""
"""210805 PAULINO NEVES"";882;501;-;-;-;-;1383"
"""210810 PAULO RAMOS"";-;1986;-;-;-;-;1986"
"""210820 PEDREIRAS"";3042;2003;-;-;-;-;5045"
"""210825 PEDRO DO ROSARIO"";404;6;-;-;-;-;410"
"""210830 PENALVA"";104;829;-;-;-;-;933"
"""210840 PERI MIRIM"";-;59;-;-;-;-;59"
"""210845 PERITORO"";543;2542;-;-;-;-;3085"
"""210850 PINDARE-MIRIM"";412;42;-;-;-;-;454"
"""210860 PINHEIRO"";741;9126;-;-;-;-;9867"
"""210870 PIO XII"";5;1588;-;-;-;-;1593"
"""210880 PIRAPEMAS"";416;-;-;-;-;-;416"
"""210890 POCAO DE PEDRAS"";4;900;-;-;-;-;904"
"""210900 PORTO FRANCO"";-;2862;-;-;-;-;2862"
"""210910 PRESIDENTE DUTRA"";372;8224;-;-;-;-;8596"
"""210920 PRESIDENTE JUSCELINO"";-;334;-;-;-;-;334"
"""210923 PRESIDENTE MEDICI"";-;1538;-;-;-;-;1538"
"""210927 PRESIDENTE SARNEY"";409;-;-;-;-;-;409"
"""210930 PRESIDENTE VARGAS"";-;317;-;-;-;-;317"
"""210940 PRIMEIRA CRUZ"";-;913;-;-;-;-;913"
"""210945 RAPOSA"";-;410;-;-;-;-;410"
"""210950 RIACHAO"";3;1320;-;-;-;-;1323"
"""210960 ROSARIO"";1;2429;-;-;-;-;2430"
"""210970 SAMBAIBA"";-;385;-;-;-;-;385"
"""210980 SANTA HELENA"";146;1880;-;-;-;-;2026"
"""210990 SANTA INES"";1432;11526;-;-;1;-;12959"
"""211000 SANTA LUZIA"";774;2472;-;-;6;-;3252"
"""211003 SANTA LUZIA DO PARUA"";2790;668;-;-;-;-;3458"
"""211010 SANTA QUITERIA DO MARANHAO"";-;1466;-;-;-;-;1466"
"""211020 SANTA RITA"";294;1525;-;-;-;-;1819"
"""211023 SANTANA DO MARANHAO"";-;619;-;-;-;-;619"
"""211027 SANTO AMARO DO MARANHAO"";-;377;-;-;-;-;377"
"""211030 SANTO ANTONIO DOS LOPES"";9;746;-;-;-;-;755"
"""211040 SAO BENEDITO DO RIO PRETO"";39;776;-;-;-;-;815"
"""211050 SAO BENTO"";1536;489;-;-;-;-;2025"
"""211060 SAO BERNARDO"";74;1910;-;-;-;-;1984"
"""211065 SAO DOMINGOS DO AZEITAO"";-;600;-;-;-;-;600"
"""211070 SAO DOMINGOS DO MARANHAO"";-;1584;-;-;-;-;1584"
"""211080 SAO FELIX DE BALSAS"";-;311;-;-;-;-;311"
"""211085 SAO FRANCISCO DO BREJAO"";-;403;-;-;-;-;403"
"""211090 SAO FRANCISCO DO MARANHAO"";16;713;-;-;-;-;729"
"""211100 SAO JOAO BATISTA"";1;1324;-;-;-;-;1325"
"""211102 SAO JOAO DO CARU"";-;506;-;-;-;-;506"
"""211107 SAO JOAO DO SOTER"";224;1087;-;-;-;-;1311"
"""211110 SAO JOAO DOS PATOS"";-;1456;-;-;-;-;1456"
"""211120 SAO JOSE DE RIBAMAR"";875;2274;-;-;-;-;3149"
"""211125 SAO JOSE DOS BASILIOS"";-;466;-;-;-;-;466"
"""211130 SAO LUIS"";59039;60445;-;-;-;-;119484"
"""211140 SAO LUIS GONZAGA DO MARANHAO"";1;2001;-;-;-;-;2002"
"""211150 SAO MATEUS DO MARANHAO"";3;1919;-;-;-;-;1922"
"""211153 SAO PEDRO DA AGUA BRANCA"";-;860;-;-;-;-;860"
"""211157 SAO PEDRO DOS CRENTES"";6;1098;-;-;-;-;1104"
"""211160 SAO RAIMUNDO DAS MANGABEIRAS"";1;1240;-;-;-;-;1241"
"""211163 SAO RAIMUNDO DO DOCA BEZERRA"";-;198;-;-;-;-;198"
"""211170 SAO VICENTE FERRER"";27;1113;-;-;1;-;1141"
"""211172 SATUBINHA"";-;780;-;-;-;-;780"
"""211174 SENADOR ALEXANDRE COSTA"";-;703;-;-;-;-;703"
"""211178 SERRANO DO MARANHAO"";1;643;-;-;-;-;644"
"""211180 SITIO NOVO"";4;1344;-;-;-;-;1348"
"""211190 SUCUPIRA DO NORTE"";-;802;-;-;-;-;802"
"""211195 SUCUPIRA DO RIACHAO"";-;264;-;-;-;-;264"
"""211200 TASSO FRAGOSO"";-;216;-;-;-;-;216"
"""211210 TIMBIRAS"";1040;2783;-;-;-;-;3823"
"""211220 TIMON"";2064;7612;-;-;-;-;9676"
"""211223 TRIZIDELA DO VALE"";-;1274;-;-;-;-;1274"
"""211227 TUFILANDIA"";-;94;-;-;-;-;94"
"""211230 TUNTUM"";533;1057;-;-;-;-;1590"
"""211240 TURIACU"";-;1272;-;-;-;-;1272"
"""211250 TUTOIA"";19;1736;-;-;-;-;1755"
"""211260 URBANO SANTOS"";1;1715;-;-;-;-;1716"
"""211270 VARGEM GRANDE"";-;1779;-;-;-;-;1779"
"""211280 VIANA"";503;2987;-;-;-;-;3490"
"""211285 VILA NOVA DOS MARTIRIOS"";-;656;-;-;-;-;656"
"""211290 VITORIA DO MEARIM"";176;670;-;-;-;-;846"
"""211300 VITORINO FREIRE"";-;2320;-;-;-;-;2320"
"""211400 ZE DOCA"";14;3615;-;-;1;-;3630"
"""220010 AGRICOLANDIA"";-;68;-;-;-;-;68"
"""220020 AGUA BRANCA"";71;804;-;-;-;-;875"
"""220030 ALTO LONGA"";-;259;-;-;-;-;259"
"""220040 ALTOS"";83;1294;-;-;-;-;1377"
"""220050 AMARANTE"";68;1070;-;-;1;-;1139"
"""220100 ARRAIAL"";-;89;-;-;-;-;89"
"""220120 BARRAS"";1921;584;-;-;-;-;2505"
"""220150 BATALHA"";-;867;-;-;-;-;867"
"""220160 BENEDITINOS"";-;99;-;-;-;-;99"
"""220190 BOM JESUS"";768;4399;-;-;-;-;5167"
"""220220 CAMPO MAIOR"";1149;4217;-;-;-;-;5366"
"""220230 CANTO DO BURITI"";83;1482;-;-;-;-;1565"
"""220260 CASTELO DO PIAUI"";-;402;-;-;-;-;402"
"""220270 COCAL"";-;756;-;-;-;-;756"
"""220290 CORRENTE"";474;1095;-;-;-;-;1569"
"""220310 CRISTINO CASTRO"";-;655;-;-;-;-;655"
"""220320 CURIMATA"";-;1096;-;-;-;-;1096"
"""220330 DEMERVAL LOBAO"";563;481;-;-;-;-;1044"
"""220350 ELESBAO VELOSO"";-;788;-;-;-;-;788"
"""220370 ESPERANTINA"";1425;3132;-;-;-;-;4557"
"""220390 FLORIANO"";947;11075;-;-;-;-;12022"
"""220400 FRANCINOPOLIS"";-;55;-;-;-;-;55"
"""220430 FRONTEIRAS"";2;2217;-;-;-;-;2219"
"""220450 GUADALUPE"";1;998;-;-;-;-;999"
"""220470 INHUMA"";-;215;-;-;-;-;215"
"""220480 IPIRANGA DO PIAUI"";-;63;-;-;-;-;63"
"""220510 ITAUEIRA"";1;499;-;-;-;-;500"
"""220520 JAICOS"";153;1269;-;-;-;-;1422"
"""220540 JOAQUIM PIRES"";74;-;-;-;-;-;74"
"""220550 JOSE DE FREITAS"";-;1197;-;-;-;-;1197"
"""220570 LUIS CORREIA"";-;159;-;-;-;-;159"
"""220580 LUZILANDIA"";2156;1567;-;-;-;-;3723"
"""220590 MANOEL EMIDIO"";-;57;-;-;-;-;57"
"""220620 MIGUEL ALVES"";-;1553;-;-;-;-;1553"
"""220650 MONSENHOR HIPOLITO"";-;316;-;-;-;-;316"
"""220700 OEIRAS"";1282;4138;-;-;-;-;5420"
"""220730 PAES LANDIM"";-;49;-;-;-;-;49"
"""220760 PARNAGUA"";-;1447;-;-;-;-;1447"
"""220770 PARNAIBA"";2792;18938;-;-;-;-;21730"
"""220780 PAULISTANA"";430;851;-;-;-;-;1281"
"""220790 PEDRO II"";609;2644;-;-;-;-;3253"
"""220800 PICOS"";363;12152;-;-;-;-;12515"
"""220810 PIMENTEIRAS"";-;114;-;-;-;-;114"
"""220820 PIO IX"";140;-;-;-;-;-;140"
"""220830 PIRACURUCA"";91;688;-;-;-;-;779"
"""220840 PIRIPIRI"";828;5319;-;-;-;-;6147"
"""220850 PORTO"";-;352;-;-;-;-;352"
"""220880 REGENERACAO"";-;1549;-;-;-;-;1549"
"""220890 RIBEIRO GONCALVES"";-;163;-;-;-;-;163"
"""220960 SAO FELIX DO PIAUI"";-;27;-;-;-;-;27"
"""221000 SAO JOAO DO PIAUI"";-;1215;-;-;-;-;1215"
"""221040 SAO MIGUEL DO TAPUIO"";154;288;-;-;-;-;442"
"""221050 SAO PEDRO DO PIAUI"";1;347;-;-;-;-;348"
"""221060 SAO RAIMUNDO NONATO"";946;10751;-;-;-;-;11697"
"""221070 SIMOES"";-;1629;-;-;-;-;1629"
"""221080 SIMPLICIO MENDES"";-;474;-;-;-;-;474"
"""221100 TERESINA"";17805;74495;-;-;1;-;92301"
"""221110 UNIAO"";-;1050;-;-;-;-;1050"
"""221120 URUCUI"";355;1747;-;-;-;-;2102"
"""221130 VALENCA DO PIAUI"";948;1977;-;-;-;-;2925"
"""221170 WALL FERRAZ"";-;210;-;-;-;-;210"
"""230020 ACARAU"";29;3586;-;-;-;-;3615"
"""230030 ACOPIARA"";423;1551;-;-;-;-;1974"
"""230040 AIUABA"";-;325;-;-;-;-;325"
"""230060 ALTANEIRA"";-;191;-;-;-;-;191"
"""230070 ALTO SANTO"";-;369;-;-;-;-;369"
"""230075 AMONTADA"";-;290;-;-;-;-;290"
"""230080 ANTONINA DO NORTE"";-;69;-;-;-;-;69"
"""230090 APUIARES"";-;109;-;-;-;-;109"
"""230100 AQUIRAZ"";1419;602;-;-;-;-;2021"
"""230110 ARACATI"";591;4167;-;-;9;80;4847"
"""230120 ARACOIABA"";779;1190;-;-;29;-;1998"
"""230125 ARARENDA"";-;135;-;-;-;-;135"
"""230130 ARARIPE"";1;571;-;-;-;-;572"
"""230140 ARATUBA"";-;235;-;-;-;-;235"
"""230150 ARNEIROZ"";-;19;-;-;-;-;19"
"""230160 ASSARE"";188;368;-;-;-;-;556"
"""230170 AURORA"";1189;611;-;-;-;-;1800"
"""230180 BAIXIO"";-;53;-;-;-;-;53"
"""230185 BANABUIU"";1;349;-;-;-;-;350"
"""230190 BARBALHA"";4019;10792;-;-;-;-;14811"
"""230195 BARREIRA"";1;132;-;-;-;-;133"
"""230200 BARRO"";-;278;-;-;-;-;278"
"""230210 BATURITE"";1;2003;-;-;-;-;2004"
"""230220 BEBERIBE"";159;1094;-;-;-;-;1253"
"""230230 BELA CRUZ"";208;408;-;-;-;-;616"
"""230240 BOA VIAGEM"";3;1984;-;-;-;-;1987"
"""230250 BREJO SANTO"";936;7954;-;-;386;979;10255"
"""230260 CAMOCIM"";1326;2775;-;-;-;-;4101"
"""230270 CAMPOS SALES"";1;890;-;-;-;-;891"
"""230280 CANINDE"";691;5189;-;-;-;-;5880"
"""230290 CAPISTRANO"";-;149;-;-;-;-;149"
"""230300 CARIDADE"";-;79;-;-;-;-;79"
"""230310 CARIRE"";1;378;-;-;-;-;379"
"""230320 CARIRIACU"";-;365;-;-;-;-;365"
"""230330 CARIUS"";-;484;-;-;-;-;484"
"""230340 CARNAUBAL"";-;751;-;-;-;-;751"
"""230350 CASCAVEL"";166;1692;-;-;-;-;1858"
"""230360 CATARINA"";-;339;-;-;-;-;339"
"""230365 CATUNDA"";-;191;-;-;-;-;191"
"""230370 CAUCAIA"";406;8109;-;-;-;-;8515"
"""230380 CEDRO"";262;2139;-;-;-;-;2401"
"""230390 CHAVAL"";-;162;-;-;-;-;162"
"""230393 CHORO"";-;118;-;-;-;-;118"
"""230395 CHOROZINHO"";-;167;-;-;-;-;167"
"""230400 COREAU"";32;271;-;-;-;-;303"
"""230410 CRATEUS"";195;9406;-;-;-;-;9601"
"""230420 CRATO"";2765;10885;-;-;-;-;13650"
"""230423 CROATA"";46;505;-;-;-;-;551"
"""230425 CRUZ"";236;859;-;-;-;-;1095"
"""230426 DEPUTADO IRAPUAN PINHEIRO"";-;174;-;-;-;-;174"
"""230427 ERERE"";2;39;-;-;-;-;41"
"""230428 EUSEBIO"";2515;2079;-;-;-;-;4594"
"""230430 FARIAS BRITO"";74;600;-;-;-;-;674"
"""230440 FORTALEZA"";42201;171149;-;-;5035;1208;219593"
"""230445 FORTIM"";-;234;-;-;-;-;234"
"""230450 FRECHEIRINHA"";-;370;-;-;-;-;370"
"""230460 GENERAL SAMPAIO"";8;50;-;-;-;-;58"
"""230470 GRANJA"";582;963;-;-;-;-;1545"
"""230480 GRANJEIRO"";-;119;-;-;-;-;119"
"""230490 GROAIRAS"";1;130;-;-;-;-;131"
"""230495 GUAIUBA"";-;88;-;-;-;-;88"
"""230500 GUARACIABA DO NORTE"";88;941;-;-;-;-;1029"
"""230520 HIDROLANDIA"";-;533;-;-;-;-;533"
"""230523 HORIZONTE"";706;1087;-;-;-;-;1793"
"""230526 IBARETAMA"";-;93;-;-;-;-;93"
"""230530 IBIAPINA"";1;1264;-;-;-;-;1265"
"""230540 ICO"";311;3283;-;-;-;-;3594"
"""230550 IGUATU"";836;5290;-;-;233;471;6830"
"""230560 INDEPENDENCIA"";298;21;-;-;-;-;319"
"""230565 IPAPORANGA"";-;272;-;-;-;-;272"
"""230570 IPAUMIRIM"";-;192;-;-;-;-;192"
"""230580 IPU"";18;2734;-;-;-;-;2752"
"""230590 IPUEIRAS"";303;500;-;-;-;-;803"
"""230600 IRACEMA"";2;532;-;-;-;-;534"
"""230610 IRAUCUBA"";-;368;-;-;-;-;368"
"""230620 ITAICABA"";-;30;-;-;-;-;30"
"""230625 ITAITINGA"";5;449;-;-;-;-;454"
"""230630 ITAPAJE"";23;716;-;-;-;-;739"
"""230640 ITAPIPOCA"";831;11055;-;-;-;-;11886"
"""230650 ITAPIUNA"";-;116;-;-;-;-;116"
"""230655 ITAREMA"";401;880;-;-;-;-;1281"
"""230670 JAGUARETAMA"";130;1006;-;-;-;-;1136"
"""230680 JAGUARIBARA"";63;265;-;-;-;-;328"
"""230690 JAGUARIBE"";198;1231;-;-;-;-;1429"
"""230700 JAGUARUANA"";-;567;-;-;-;-;567"
"""230710 JARDIM"";1;465;-;-;-;-;466"
"""230720 JATI"";1;124;-;-;-;-;125"
"""230725 JIJOCA DE JERICOACOARA"";14;576;-;-;-;-;590"
"""230730 JUAZEIRO DO NORTE"";4424;14696;-;-;-;-;19120"
"""230740 JUCAS"";254;621;-;-;-;-;875"
"""230750 LAVRAS DA MANGABEIRA"";51;1823;-;-;-;-;1874"
"""230760 LIMOEIRO DO NORTE"";1160;8777;-;-;-;1;9938"
"""230763 MADALENA"";1;276;-;-;-;-;277"
"""230765 MARACANAU"";5389;10631;-;-;-;-;16020"
"""230770 MARANGUAPE"";468;1756;-;-;-;-;2224"
"""230780 MARCO"";20;631;-;-;-;-;651"
"""230790 MARTINOPOLE"";5;150;-;-;-;-;155"
"""230800 MASSAPE"";-;494;-;-;-;-;494"
"""230810 MAURITI"";245;2264;-;-;-;-;2509"
"""230820 MERUOCA"";-;261;-;-;-;-;261"
"""230830 MILAGRES"";1;1662;-;-;-;-;1663"
"""230835 MILHA"";270;4;-;-;-;-;274"
"""230840 MISSAO VELHA"";641;1548;-;-;-;-;2189"
"""230850 MOMBACA"";262;1729;-;-;-;-;1991"
"""230860 MONSENHOR TABOSA"";-;405;-;-;-;-;405"
"""230870 MORADA NOVA"";669;1335;-;-;-;-;2004"
"""230880 MORAUJO"";-;59;-;-;-;-;59"
"""230890 MORRINHOS"";-;279;-;-;-;-;279"
"""230900 MUCAMBO"";82;950;-;-;-;-;1032"
"""230910 MULUNGU"";-;149;-;-;-;-;149"
"""230920 NOVA OLINDA"";222;-;-;-;-;-;222"
"""230930 NOVA RUSSAS"";143;1334;-;-;-;-;1477"
"""230940 NOVO ORIENTE"";774;1;-;-;-;-;775"
"""230945 OCARA"";-;330;-;-;-;-;330"
"""230950 OROS"";127;520;-;-;-;-;647"
"""230960 PACAJUS"";-;672;-;-;-;-;672"
"""230970 PACATUBA"";-;318;-;-;-;-;318"
"""230980 PACOTI"";5;82;-;-;-;-;87"
"""231010 PALMACIA"";-;66;-;-;-;-;66"
"""231020 PARACURU"";3;742;-;-;-;-;745"
"""231025 PARAIPABA"";-;359;-;-;-;-;359"
"""231030 PARAMBU"";1800;-;-;-;-;-;1800"
"""231040 PARAMOTI"";-;150;-;-;-;-;150"
"""231050 PEDRA BRANCA"";167;736;-;-;-;-;903"
"""231060 PENAFORTE"";-;255;-;-;-;-;255"
"""231070 PENTECOSTE"";282;498;-;-;-;-;780"
"""231080 PEREIRO"";108;384;-;-;-;-;492"
"""231085 PINDORETAMA"";-;246;-;-;-;-;246"
"""231090 PIQUET CARNEIRO"";4;452;-;-;-;-;456"
"""231100 PORANGA"";2;112;-;-;-;-;114"
"""231110 PORTEIRAS"";-;414;-;-;-;-;414"
"""231120 POTENGI"";1;151;-;-;-;-;152"
"""231126 QUITERIANOPOLIS"";210;1;-;-;-;-;211"
"""231130 QUIXADA"";576;6224;-;-;-;-;6800"
"""231135 QUIXELO"";-;582;-;-;-;-;582"
"""231140 QUIXERAMOBIM"";4429;9509;-;-;-;-;13938"
"""231150 QUIXERE"";1;476;-;-;-;-;477"
"""231160 REDENCAO"";275;1169;-;-;4;7;1455"
"""231170 RERIUTABA"";-;330;-;-;-;-;330"
"""231180 RUSSAS"";354;6373;-;-;-;-;6727"
"""231190 SABOEIRO"";-;325;-;-;-;-;325"
"""231195 SALITRE"";-;357;-;-;-;-;357"
"""231200 SANTANA DO ACARAU"";1;482;-;-;-;-;483"
"""231210 SANTANA DO CARIRI"";-;349;-;-;-;-;349"
"""231220 SANTA QUITERIA"";167;785;-;-;-;-;952"
"""231230 SAO BENEDITO"";635;997;-;-;-;-;1632"
"""231240 SAO GONCALO DO AMARANTE"";1077;1366;-;-;138;-;2581"
"""231260 SAO LUIS DO CURU"";37;-;-;-;-;-;37"
"""231270 SENADOR POMPEU"";-;508;-;-;-;-;508"
"""231290 SOBRAL"";6272;31290;-;-;-;-;37562"
"""231300 SOLONOPOLE"";226;173;-;-;8;2;409"
"""231310 TABULEIRO DO NORTE"";189;1165;-;-;-;-;1354"
"""231320 TAMBORIL"";60;675;-;-;-;-;735"
"""231325 TARRAFAS"";175;-;-;-;-;-;175"
"""231330 TAUA"";812;10702;-;-;-;-;11514"
"""231335 TEJUCUOCA"";60;47;-;-;-;-;107"
"""231340 TIANGUA"";1066;7581;-;-;-;-;8647"
"""231350 TRAIRI"";-;876;-;-;3;1;880"
"""231355 TURURU"";84;-;-;-;-;-;84"
"""231360 UBAJARA"";140;1255;-;-;-;-;1395"
"""231370 UMARI"";-;121;-;-;-;-;121"
"""231375 UMIRIM"";76;1;-;-;-;-;77"
"""231380 URUBURETAMA"";214;-;-;-;-;-;214"
"""231390 URUOCA"";-;59;-;-;-;-;59"
"""231395 VARJOTA"";-;301;-;-;-;-;301"
"""231400 VARZEA ALEGRE"";1275;2748;-;-;-;-;4023"
"""231410 VICOSA DO CEARA"";438;1916;-;-;-;-;2354"
"""240020 ACU"";1059;399;-;-;-;-;1458"
"""240030 AFONSO BEZERRA"";-;34;-;-;-;-;34"
"""240050 ALEXANDRIA"";3028;2315;-;-;-;-;5343"
"""240060 ALMINO AFONSO"";3339;64;-;-;-;-;3403"
"""240070 ALTO DO RODRIGUES"";4;77;-;-;-;-;81"
"""240080 ANGICOS"";50;266;-;-;-;-;316"
"""240090 ANTONIO MARTINS"";109;264;-;-;-;-;373"
"""240100 APODI"";659;644;-;-;-;-;1303"
"""240110 AREIA BRANCA"";99;453;-;-;-;-;552"
"""240145 BARAUNA"";174;17;-;-;-;-;191"
"""240180 BREJINHO"";1;62;-;-;-;-;63"
"""240200 CAICO"";891;5239;-;-;-;-;6130"
"""240230 CARAUBAS"";283;287;-;-;-;-;570"
"""240250 CARNAUBAIS"";-;50;-;-;-;-;50"
"""240260 CEARA-MIRIM"";68;3526;-;-;-;-;3594"
"""240270 CERRO CORA"";-;105;-;-;-;-;105"
"""240280 CORONEL EZEQUIEL"";2;1;-;-;-;-;3"
"""240290 CORONEL JOAO PESSOA"";11;5;-;-;-;-;16"
"""240310 CURRAIS NOVOS"";2746;2567;-;-;-;-;5313"
"""240320 DOUTOR SEVERIANO"";-;113;-;-;-;-;113"
"""240325 PARNAMIRIM"";4148;4651;-;-;-;-;8799"
"""240330 ENCANTO"";-;27;-;-;-;-;27"
"""240340 EQUADOR"";-;85;-;-;-;-;85"
"""240360 EXTREMOZ"";1;479;-;-;-;-;480"
"""240370 FELIPE GUERRA"";2;52;-;-;-;-;54"
"""240400 FRUTUOSO GOMES"";54;143;-;-;-;-;197"
"""240420 GOIANINHA"";-;167;-;-;-;-;167"
"""240450 GUAMARE"";439;473;-;-;-;-;912"
"""240485 ITAJA"";-;5;-;-;-;-;5"
"""240520 JANDUIS"";-;241;-;-;-;-;241"
"""240530 JANUARIO CICCO"";-;54;-;-;-;-;54"
"""240560 JARDIM DE PIRANHAS"";-;158;-;-;-;-;158"
"""240570 JARDIM DO SERIDO"";3;224;-;-;-;-;227"
"""240580 JOAO CAMARA"";466;561;-;-;-;-;1027"
"""240600 JOSE DA PENHA"";-;82;-;-;-;-;82"
"""240610 JUCURUTU"";-;907;-;-;-;-;907"
"""240650 LAGOA NOVA"";-;87;-;-;-;-;87"
"""240670 LAJES"";307;10;-;-;-;-;317"
"""240690 LUCRECIA"";-;248;-;-;-;-;248"
"""240710 MACAIBA"";-;1672;-;-;-;-;1672"
"""240720 MACAU"";550;99;-;-;-;-;649"
"""240725 MAJOR SALES"";30;29;-;-;-;-;59"
"""240740 MARTINS"";5;244;-;-;-;-;249"
"""240760 MESSIAS TARGINO"";23;4;-;-;-;-;27"
"""240780 MONTE ALEGRE"";-;388;-;-;-;-;388"
"""240800 MOSSORO"";3213;23862;-;-;-;-;27075"
"""240810 NATAL"";44149;49424;-;-;3544;7485;104602"
"""240830 NOVA CRUZ"";-;278;-;-;-;-;278"
"""240890 PARELHAS"";26;235;-;-;-;-;261"
"""240910 PASSA E FICA"";90;171;-;-;-;-;261"
"""240930 PATU"";-;193;-;-;-;-;193"
"""240940 PAU DOS FERROS"";1821;4247;-;-;-;-;6068"
"""240980 PEDRO VELHO"";-;49;-;-;-;-;49"
"""240990 PENDENCIAS"";-;114;-;-;-;-;114"
"""241000 PILOES"";-;58;-;-;-;-;58"
"""241030 SERRA CAIADA"";-;46;-;-;-;-;46"
"""241060 RAFAEL GODEIRO"";124;96;-;-;-;-;220"
"""241070 RIACHO DA CRUZ"";39;43;-;-;-;-;82"
"""241100 RODOLFO FERNANDES"";3;-;-;-;-;-;3"
"""241120 SANTA CRUZ"";1191;4857;-;-;-;-;6048"
"""241140 SANTANA DO MATOS"";-;174;-;-;-;-;174"
"""241142 SANTANA DO SERIDO"";44;-;-;-;-;-;44"
"""241150 SANTO ANTONIO"";1261;1111;-;-;-;-;2372"
"""241200 SAO GONCALO DO AMARANTE"";345;2327;-;-;-;-;2672"
"""241220 SAO JOSE DE MIPIBU"";2;4322;-;-;-;-;4324"
"""241230 SAO JOSE DO CAMPESTRE"";-;79;-;-;-;-;79"
"""241240 SAO JOSE DO SERIDO"";1;46;-;-;-;-;47"
"""241250 SAO MIGUEL"";6;100;-;-;-;-;106"
"""241260 SAO PAULO DO POTENGI"";110;543;-;-;-;-;653"
"""241280 SAO RAFAEL"";1;121;-;-;-;-;122"
"""241300 SAO VICENTE"";-;41;-;-;-;-;41"
"""241330 SERRA DE SAO BENTO"";-;50;-;-;-;-;50"
"""241335 SERRA DO MEL"";-;89;-;-;-;-;89"
"""241340 SERRA NEGRA DO NORTE"";56;-;-;-;-;-;56"
"""241355 SERRINHA DOS PINTOS"";-;106;-;-;-;-;106"
"""241360 SEVERIANO MELO"";1;82;-;-;-;-;83"
"""241380 TABOLEIRO GRANDE"";2;24;-;-;-;-;26"
"""241400 TANGARA"";15;56;-;-;-;-;71"
"""241410 TENENTE ANANIAS"";1414;516;-;-;-;-;1930"
"""241420 TIBAU DO SUL"";-;62;-;-;-;-;62"
"""241440 TOUROS"";-;347;-;-;-;-;347"
"""241445 TRIUNFO POTIGUAR"";-;16;-;-;-;-;16"
"""241450 UMARIZAL"";-;6;-;-;-;-;6"
"""241460 UPANEMA"";105;-;-;-;-;-;105"
"""241475 VENHA-VER"";-;15;-;-;-;-;15"
"""250010 AGUA BRANCA"";-;267;-;-;-;-;267"
"""250030 ALAGOA GRANDE"";106;153;-;-;-;-;259"
"""250040 ALAGOA NOVA"";-;391;-;-;-;-;391"
"""250070 SAO JOAO DO RIO DO PEIXE"";-;311;-;-;-;-;311"
"""250090 ARARA"";-;9;-;-;-;-;9"
"""250110 AREIA"";-;229;-;-;-;-;229"
"""250130 AROEIRAS"";-;293;-;-;-;-;293"
"""250150 BANANEIRAS"";-;61;-;-;-;-;61"
"""250180 BAYEUX"";509;580;-;-;-;-;1089"
"""250190 BELEM"";129;242;-;-;-;-;371"
"""250200 BELEM DO BREJO DO CRUZ"";-;37;-;-;-;-;37"
"""250230 BOM SUCESSO"";-;15;-;-;-;-;15"
"""250240 BONITO DE SANTA FE"";-;152;-;-;-;-;152"
"""250250 BOQUEIRAO"";2;283;-;-;-;-;285"
"""250280 BREJO DO CRUZ"";-;171;-;-;-;-;171"
"""250300 CAAPORA"";122;816;-;-;-;-;938"
"""250320 CABEDELO"";662;1049;-;-;-;-;1711"
"""250350 CACIMBA DE DENTRO"";-;26;-;-;-;-;26"
"""250370 CAJAZEIRAS"";1451;6616;-;-;-;-;8067"
"""250400 CAMPINA GRANDE"";15779;41031;-;-;101;47;56958"
"""250430 CATOLE DO ROCHA"";235;1722;-;-;-;-;1957"
"""250440 CONCEICAO"";706;-;-;-;-;-;706"
"""250480 COREMAS"";15;435;-;-;-;-;450"
"""250510 CUITE"";2;643;-;-;-;-;645"
"""250600 ESPERANCA"";1;368;-;-;-;-;369"
"""250630 GUARABIRA"";873;4248;-;-;-;-;5121"
"""250690 ITABAIANA"";179;1291;-;-;-;-;1470"
"""250700 ITAPORANGA"";324;1430;-;-;-;-;1754"
"""250710 ITAPOROROCA"";132;-;-;-;-;-;132"
"""250740 JERICO"";1;193;-;-;-;-;194"
"""250750 JOAO PESSOA"";17645;64532;-;-;3;5;82185"
"""250770 JUAZEIRINHO"";-;152;-;-;-;-;152"
"""250800 JURU"";-;106;-;-;-;-;106"
"""250830 LAGOA SECA"";-;233;-;-;-;-;233"
"""250890 MAMANGUAPE"";902;3618;-;-;-;-;4520"
"""250920 MASSARANDUBA"";-;31;-;-;-;-;31"
"""250970 MONTEIRO"";232;3213;-;-;1;-;3446"
"""251080 PATOS"";2243;11539;-;-;39;6;13827"
"""251090 PAULISTA"";-;258;-;-;-;-;258"
"""251110 PEDRA LAVRADA"";167;50;-;-;-;-;217"
"""251120 PEDRAS DE FOGO"";191;567;-;-;-;-;758"
"""251130 PIANCO"";363;1321;-;-;-;-;1684"
"""251140 PICUI"";626;1661;-;-;-;-;2287"
"""251200 POCINHOS"";-;71;-;-;-;-;71"
"""251210 POMBAL"";602;1913;-;-;-;-;2515"
"""251230 PRINCESA ISABEL"";692;457;-;-;-;-;1149"
"""251250 QUEIMADAS"";568;2289;-;-;-;-;2857"
"""251340 SANTA LUZIA"";156;128;-;-;-;-;284"
"""251370 SANTA RITA"";2463;8578;-;-;-;-;11041"
"""251390 SAO BENTO"";239;715;-;-;-;-;954"
"""251450 SAO JOSE DE PIRANHAS"";-;308;-;-;-;-;308"
"""251490 SAO MAMEDE"";109;-;-;-;-;-;109"
"""251530 SAPE"";-;667;-;-;-;-;667"
"""251540 SAO VICENTE DO SERIDO"";-;107;-;-;-;-;107"
