"""Munic¡pio"";""M‚dia complexidade"";""Alta complexidade"";""Total"""
"""211010 SANTA QUITERIA DO MARANHAO"";1164;-;1164"
"""211020 SANTA RITA"";1442;-;1442"
"""211023 SANTANA DO MARANHAO"";537;-;537"
"""211027 SANTO AMARO DO MARANHAO"";562;-;562"
"""211030 SANTO ANTONIO DOS LOPES"";941;-;941"
"""211040 SAO BENEDITO DO RIO PRETO"";690;-;690"
"""211050 SAO BENTO"";1365;-;1365"
"""211060 SAO BERNARDO"";1974;-;1974"
"""211065 SAO DOMINGOS DO AZEITAO"";591;-;591"
"""211070 SAO DOMINGOS DO MARANHAO"";1639;-;1639"
"""211080 SAO FELIX DE BALSAS"";374;-;374"
"""211085 SAO FRANCISCO DO BREJAO"";494;-;494"
"""211090 SAO FRANCISCO DO MARANHAO"";800;-;800"
"""211100 SAO JOAO BATISTA"";1318;-;1318"
"""211102 SAO JOAO DO CARU"";387;-;387"
"""211107 SAO JOAO DO SOTER"";661;-;661"
"""211110 SAO JOAO DOS PATOS"";1349;-;1349"
"""211120 SAO JOSE DE RIBAMAR"";3430;-;3430"
"""211125 SAO JOSE DOS BASILIOS"";685;-;685"
"""211130 SAO LUIS"";117899;16119;134018"
"""211140 SAO LUIS GONZAGA DO MARANHAO"";1635;-;1635"
"""211150 SAO MATEUS DO MARANHAO"";3619;-;3619"
"""211153 SAO PEDRO DA AGUA BRANCA"";549;-;549"
"""211157 SAO PEDRO DOS CRENTES"";489;-;489"
"""211160 SAO RAIMUNDO DAS MANGABEIRAS"";1327;-;1327"
"""211163 SAO RAIMUNDO DO DOCA BEZERRA"";226;-;226"
"""211170 SAO VICENTE FERRER"";1021;-;1021"
"""211172 SATUBINHA"";507;-;507"
"""211174 SENADOR ALEXANDRE COSTA"";609;-;609"
"""211178 SERRANO DO MARANHAO"";747;-;747"
"""211180 SITIO NOVO"";1072;-;1072"
"""211190 SUCUPIRA DO NORTE"";397;-;397"
"""211195 SUCUPIRA DO RIACHAO"";228;-;228"
"""211200 TASSO FRAGOSO"";477;-;477"
"""211210 TIMBIRAS"";5110;-;5110"
"""211220 TIMON"";8546;2;8548"
"""211223 TRIZIDELA DO VALE"";868;-;868"
"""211227 TUFILANDIA"";142;-;142"
"""211230 TUNTUM"";3175;-;3175"
"""211240 TURIACU"";1064;-;1064"
"""211245 TURILANDIA"";763;-;763"
"""211250 TUTOIA"";1812;-;1812"
"""211260 URBANO SANTOS"";1912;-;1912"
"""211270 VARGEM GRANDE"";1506;-;1506"
"""211280 VIANA"";4261;2;4263"
"""211285 VILA NOVA DOS MARTIRIOS"";638;-;638"
"""211290 VITORIA DO MEARIM"";681;-;681"
"""211300 VITORINO FREIRE"";1594;-;1594"
"""211400 ZE DOCA"";3844;-;3844"
"""220010 AGRICOLANDIA"";87;-;87"
"""220020 AGUA BRANCA"";1117;-;1117"
"""220025 ALAGOINHA DO PIAUI"";82;-;82"
"""220030 ALTO LONGA"";243;-;243"
"""220040 ALTOS"";1381;-;1381"
"""220050 AMARANTE"";683;-;683"
"""220100 ARRAIAL"";65;-;65"
"""220120 BARRAS"";1682;-;1682"
"""220150 BATALHA"";291;-;291"
"""220160 BENEDITINOS"";136;-;136"
"""220180 BOCAINA"";24;-;24"
"""220190 BOM JESUS"";5084;9;5093"
"""220220 CAMPO MAIOR"";6066;1;6067"
"""220230 CANTO DO BURITI"";924;-;924"
"""220260 CASTELO DO PIAUI"";473;-;473"
"""220270 COCAL"";271;-;271"
"""220290 CORRENTE"";2164;-;2164"
"""220310 CRISTINO CASTRO"";669;-;669"
"""220320 CURIMATA"";1064;-;1064"
"""220330 DEMERVAL LOBAO"";869;-;869"
"""220350 ELESBAO VELOSO"";1567;-;1567"
"""220370 ESPERANTINA"";4149;1;4150"
"""220390 FLORIANO"";11253;15;11268"
"""220400 FRANCINOPOLIS"";51;-;51"
"""220430 FRONTEIRAS"";2232;-;2232"
"""220450 GUADALUPE"";903;-;903"
"""220470 INHUMA"";149;-;149"
"""220480 IPIRANGA DO PIAUI"";60;-;60"
"""220510 ITAUEIRA"";450;-;450"
"""220520 JAICOS"";1442;-;1442"
"""220540 JOAQUIM PIRES"";114;-;114"
"""220550 JOSE DE FREITAS"";1190;-;1190"
"""220570 LUIS CORREIA"";217;-;217"
"""220580 LUZILANDIA"";3739;1;3740"
"""220590 MANOEL EMIDIO"";68;-;68"
"""220595 MARCOLANDIA"";22;-;22"
"""220620 MIGUEL ALVES"";884;-;884"
"""220650 MONSENHOR HIPOLITO"";348;-;348"
"""220680 NOSSA SENHORA DOS REMEDIOS"";235;-;235"
"""220700 OEIRAS"";4055;-;4055"
"""220730 PAES LANDIM"";45;-;45"
"""220760 PARNAGUA"";1468;-;1468"
"""220770 PARNAIBA"";23223;1096;24319"
"""220780 PAULISTANA"";1332;-;1332"
"""220790 PEDRO II"";5767;-;5767"
"""220800 PICOS"";11418;5;11423"
"""220810 PIMENTEIRAS"";212;-;212"
"""220820 PIO IX"";180;-;180"
"""220830 PIRACURUCA"";1038;-;1038"
"""220840 PIRIPIRI"";6212;4;6216"
"""220850 PORTO"";238;-;238"
"""220880 REGENERACAO"";1348;-;1348"
"""220960 SAO FELIX DO PIAUI"";15;-;15"
"""221000 SAO JOAO DO PIAUI"";1596;2;1598"
"""221040 SAO MIGUEL DO TAPUIO"";488;-;488"
"""221050 SAO PEDRO DO PIAUI"";330;-;330"
"""221060 SAO RAIMUNDO NONATO"";5777;2;5779"
"""221070 SIMOES"";1079;-;1079"
"""221080 SIMPLICIO MENDES"";846;-;846"
"""221100 TERESINA"";85138;9788;94926"
"""221110 UNIAO"";1258;-;1258"
"""221120 URUCUI"";1891;-;1891"
"""221130 VALENCA DO PIAUI"";2613;-;2613"
