"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""293150 TEOFILANDIA"";-;86306,29;86306,29"
"""293160 TEOLANDIA"";-;173804,49;173804,49"
"""293180 TREMEDAL"";-;54655,00;54655,00"
"""293190 TUCANO"";-;518802,28;518802,28"
"""293200 UAUA"";-;297957,02;297957,02"
"""293210 UBAIRA"";-;574622,65;574622,65"
"""293220 UBAITABA"";1125136,07;1244359,04;2369495,11"
"""293230 UBATA"";-;23807,21;23807,21"
"""293240 UIBAI"";-;147034,89;147034,89"
"""293250 UNA"";-;328572,58;328572,58"
"""293260 URANDI"";-;377711,36;377711,36"
"""293280 UTINGA"";-;204351,18;204351,18"
"""293290 VALENCA"";1974382,19;4130934,66;6105316,85"
"""293300 VALENTE"";-;455583,11;455583,11"
"""293305 VARZEA DA ROCA"";-;40284,01;40284,01"
"""293310 VARZEA DO POCO"";-;137086,72;137086,72"
"""293315 VARZEA NOVA"";-;851376,90;851376,90"
"""293325 VEREDA"";-;59179,33;59179,33"
"""293330 VITORIA DA CONQUISTA"";12577326,56;43196533,01;55773859,57"
"""293340 WAGNER"";27173,60;693293,98;720467,58"
"""293345 WANDERLEY"";-;1160236,32;1160236,32"
"""293350 WENCESLAU GUIMARAES"";-;163586,14;163586,14"
"""293360 XIQUE-XIQUE"";29861,93;1039113,31;1068975,24"
"""310020 ABAETE"";24439,80;608554,58;632994,38"
"""310030 ABRE CAMPO"";-;890158,19;890158,19"
"""310060 AGUA BOA"";-;50436,96;50436,96"
"""310090 AGUAS FORMOSAS"";-;1078010,53;1078010,53"
"""310100 AGUAS VERMELHAS"";-;298540,53;298540,53"
"""310110 AIMORES"";-;920534,01;920534,01"
"""310120 AIURUOCA"";54434,97;1084037,97;1138472,94"
"""310130 ALAGOA"";-;44001,53;44001,53"
"""310150 ALEM PARAIBA"";-;2503989,24;2503989,24"
"""310160 ALFENAS"";1935834,45;28351998,23;30287832,68"
"""310170 ALMENARA"";59317,62;4404558,00;4463875,62"
"""310190 ALPINOPOLIS"";93599,97;665880,49;759480,46"
"""310200 ALTEROSA"";-;365691,58;365691,58"
"""310210 ALTO RIO DOCE"";-;145326,72;145326,72"
"""310230 ALVINOPOLIS"";26225,53;219905,78;246131,31"
"""310260 ANDRADAS"";181487,48;1738176,93;1919664,41"
"""310270 CACHOEIRA DE PAJEU"";-;129991,87;129991,87"
"""310280 ANDRELANDIA"";23663,55;264247,86;287911,41"
"""310290 ANTONIO CARLOS"";-;50741,25;50741,25"
"""310340 ARACUAI"";127894,61;2268360,68;2396255,29"
"""310350 ARAGUARI"";156289,85;12747174,36;12903464,21"
"""310375 ARAPORA"";2618,96;359865,68;362484,64"
"""310400 ARAXA"";147696,67;8290639,94;8438336,61"
"""310420 ARCOS"";-;860613,28;860613,28"
"""310430 AREADO"";3229,94;244383,44;247613,38"
"""310450 ARINOS"";-;199735,80;199735,80"
"""310470 ATALEIA"";-;138384,78;138384,78"
"""310490 BAEPENDI"";329517,34;3878877,91;4208395,25"
"""310510 BAMBUI"";-;1889026,73;1889026,73"
"""310540 BARAO DE COCAIS"";-;592133,97;592133,97"
"""310560 BARBACENA"";4814980,08;27151836,35;31966816,43"
"""310590 BARROSO"";43925,21;1309439,50;1353364,71"
"""310620 BELO HORIZONTE"";136439352,73;557048443,76;693487796,49"
"""310630 BELO ORIENTE"";-;919981,80;919981,80"
"""310640 BELO VALE"";-;216624,32;216624,32"
"""310650 BERILO"";-;136870,00;136870,00"
"""310670 BETIM"";117602,82;42422219,06;42539821,88"
"""310690 BICAS"";-;260638,74;260638,74"
"""310710 BOA ESPERANCA"";42756,96;1824218,77;1866975,73"
"""310730 BOCAIUVA"";203593,11;1729368,79;1932961,90"
"""310740 BOM DESPACHO"";169054,87;4872018,31;5041073,18"
"""310750 BOM JARDIM DE MINAS"";-;118001,73;118001,73"
"""310780 BOM JESUS DO GALHO"";869,98;493551,38;494421,36"
"""310800 BOM SUCESSO"";50215,82;352758,66;402974,48"
"""310840 BOTELHOS"";-;190641,06;190641,06"
"""310860 BRASILIA DE MINAS"";266264,55;4888454,31;5154718,86"
"""310890 BRAZOPOLIS"";-;183665,77;183665,77"
"""310900 BRUMADINHO"";91169,80;1328166,21;1419336,01"
"""310910 BUENO BRANDAO"";-;205772,42;205772,42"
"""310930 BURITIS"";-;447206,43;447206,43"
"""310950 CABO VERDE"";3131,99;393844,12;396976,11"
"""310990 CAETANOPOLIS"";-;458214,83;458214,83"
"""311000 CAETE"";141232,31;1170081,76;1311314,07"
"""311030 CALDAS"";-;276772,48;276772,48"
"""311050 CAMANDUCAIA"";-;768058,87;768058,87"
"""311060 CAMBUI"";292623,16;1150233,41;1442856,57"
"""311070 CAMBUQUIRA"";14842,24;418388,37;433230,61"
"""311090 CAMPANHA"";-;163158,92;163158,92"
"""311100 CAMPESTRE"";-;486553,54;486553,54"
"""311110 CAMPINA VERDE"";-;498859,16;498859,16"
"""311120 CAMPO BELO"";194035,28;8479441,73;8673477,01"
"""311130 CAMPO DO MEIO"";-;124995,33;124995,33"
"""311150 CAMPOS ALTOS"";-;335834,41;335834,41"
"""311160 CAMPOS GERAIS"";18056,79;1041526,14;1059582,93"
"""311180 CANAPOLIS"";88349,11;258465,82;346814,93"
"""311200 CANDEIAS"";-;207620,22;207620,22"
"""311230 CAPELINHA"";64495,15;3654374,61;3718869,76"
"""311260 CAPINOPOLIS"";10109,56;230199,20;240308,76"
"""311280 CAPITOLIO"";18478,84;151937,68;170416,52"
"""311300 CARAI"";-;277405,47;277405,47"
"""311320 CARANDAI"";31305,60;551371,50;582677,10"
"""311330 CARANGOLA"";42431,96;22787325,08;22829757,04"
"""311340 CARATINGA"";947648,71;17568049,77;18515698,48"
"""311350 CARBONITA"";-;224873,77;224873,77"
"""311360 CAREACU"";-;71207,01;71207,01"
"""311370 CARLOS CHAGAS"";15795,58;587022,57;602818,15"
"""311390 CARMO DA CACHOEIRA"";7734,74;241863,47;249598,21"
"""311400 CARMO DA MATA"";-;55305,16;55305,16"
"""311410 CARMO DE MINAS"";-;158511,68;158511,68"
"""311430 CARMO DO PARANAIBA"";103655,80;675718,20;779374,00"
"""311440 CARMO DO RIO CLARO"";2267,04;618855,75;621122,79"
"""311450 CARMOPOLIS DE MINAS"";-;272552,00;272552,00"
"""311460 CARRANCAS"";-;70618,98;70618,98"
"""311510 CASSIA"";316501,54;2057299,65;2373801,19"
"""311530 CATAGUASES"";2078,00;5210903,93;5212981,93"
"""311550 CAXAMBU"";23711,56;693584,08;717295,64"
"""311570 CENTRAL DE MINAS"";-;84657,13;84657,13"
"""311580 CENTRALINA"";992,45;112018,05;113010,50"
"""311615 CHAPADA GAUCHA"";-;72934,96;72934,96"
"""311630 CIPOTANEA"";-;62959,04;62959,04"
"""311660 CLAUDIO"";50727,20;1008532,06;1059259,26"
"""311680 COLUNA"";-;229779,45;229779,45"
"""311710 CONCEICAO DA APARECIDA"";-;297476,23;297476,23"
"""311730 CONCEICAO DAS ALAGOAS"";163532,68;761742,94;925275,62"
"""311750 CONCEICAO DO MATO DENTRO"";-;606592,03;606592,03"
"""311770 CONCEICAO DO RIO VERDE"";17690,49;399020,85;416711,34"
"""311800 CONGONHAS"";221874,41;1824148,15;2046022,56"
"""311820 CONQUISTA"";-;37265,99;37265,99"
"""311830 CONSELHEIRO LAFAIETE"";341179,39;8757106,74;9098286,13"
"""311840 CONSELHEIRO PENA"";13619,98;653674,60;667294,58"
"""311860 CONTAGEM"";2131096,71;40860322,79;42991419,50"
"""311880 CORACAO DE JESUS"";229784,90;971235,20;1201020,10"
"""311930 COROMANDEL"";43343,08;707449,69;750792,77"
"""311940 CORONEL FABRICIANO"";386989,07;6422378,72;6809367,79"
"""312020 CRISTAIS"";10137,74;166633,66;176771,40"
"""312050 CRISTINA"";-;281855,17;281855,17"
"""312080 CRUZILIA"";140992,99;1041064,63;1182057,62"
"""312090 CURVELO"";703487,15;13388592,41;14092079,56"
"""312120 DELFINOPOLIS"";-;47291,72;47291,72"
"""312160 DIAMANTINA"";2224177,12;19487889,83;21712066,95"
"""312200 DIVINO"";-;289446,62;289446,62"
"""312210 DIVINO DAS LARANJEIRAS"";-;61348,20;61348,20"
"""312230 DIVINOPOLIS"";7557656,90;38498393,18;46056050,08"
"""312260 DOM JOAQUIM"";-;81979,73;81979,73"
"""312270 DOM SILVERIO"";-;81404,03;81404,03"
"""312320 DORES DO INDAIA"";-;548757,40;548757,40"
"""312360 ELOI MENDES"";242921,29;1047618,42;1290539,71"
"""312390 ENTRE RIOS DE MINAS"";10419,58;900951,97;911371,55"
"""312400 ERVALIA"";-;351703,91;351703,91"
"""312410 ESMERALDAS"";-;1115674,71;1115674,71"
"""312420 ESPERA FELIZ"";-;438129,90;438129,90"
"""312430 ESPINOSA"";117258,96;719952,95;837211,91"
"""312450 ESTIVA"";-;116931,38;116931,38"
"""312470 ESTRELA DO INDAIA"";-;83200,26;83200,26"
"""312490 EUGENOPOLIS"";-;342065,07;342065,07"
"""312510 EXTREMA"";-;2354923,05;2354923,05"
"""312560 FELISBURGO"";8091,06;390351,18;398442,24"
"""312590 FERROS"";-;169216,99;169216,99"
"""312595 FERVEDOURO"";-;97859,69;97859,69"
"""312610 FORMIGA"";2420944,25;11369804,56;13790748,81"
"""312670 FRANCISCO SA"";190559,01;879842,32;1070401,33"
"""312690 FREI INOCENCIO"";-;46737,01;46737,01"
"""312710 FRUTAL"";23932,23;1489601,43;1513533,66"
"""312760 GOUVEIA"";45061,37;552457,76;597519,13"
"""312770 GOVERNADOR VALADARES"";8521017,86;76993545,20;85514563,06"
"""312780 GRAO MOGOL"";87597,27;467102,04;554699,31"
"""312800 GUANHAES"";116941,30;4627751,40;4744692,70"
"""312810 GUAPE"";14901,50;188769,82;203671,32"
"""312830 GUARANESIA"";-;412380,14;412380,14"
"""312860 GUARDA-MOR"";27487,62;133071,12;160558,74"
"""312870 GUAXUPE"";23326,36;4534393,45;4557719,81"
"""312910 GURINHATA"";-;44416,54;44416,54"
"""312940 IBERTIOGA"";-;67948,56;67948,56"
"""312950 IBIA"";59093,83;418229,95;477323,78"
"""312980 IBIRITE"";162993,67;3919023,57;4082017,24"
"""313010 IGARAPE"";377776,19;414804,57;792580,76"
"""313030 IGUATAMA"";-;253098,56;253098,56"
"""313050 ILICINEA"";-;256340,89;256340,89"
"""313090 INHAPIM"";87628,14;599564,91;687193,05"
"""313120 IPANEMA"";-;929881,37;929881,37"
"""313130 IPATINGA"";6610282,87;55892924,84;62503207,71"
"""313150 IPUIUNA"";-;34577,27;34577,27"
"""313170 ITABIRA"";385743,78;14639614,47;15025358,25"
"""313180 ITABIRINHA"";-;1069979,58;1069979,58"
"""313190 ITABIRITO"";47381,41;1378225,12;1425606,53"
"""313210 ITACARAMBI"";-;240834,16;240834,16"
"""313220 ITAGUARA"";-;504598,39;504598,39"
"""313230 ITAIPE"";-;171949,63;171949,63"
"""313240 ITAJUBA"";5119786,30;17305839,61;22425625,91"
"""313250 ITAMARANDIBA"";73181,81;1354832,34;1428014,15"
"""313270 ITAMBACURI"";92752,57;1637324,45;1730077,02"
"""313290 ITAMOGI"";-;4620,28;4620,28"
"""313300 ITAMONTE"";9603,24;375347,37;384950,61"
"""313310 ITANHANDU"";80570,17;3365430,38;3446000,55"
"""313320 ITANHOMI"";-;836084,63;836084,63"
"""313330 ITAOBIM"";100653,41;1418248,32;1518901,73"
"""313350 ITAPECERICA"";53978,33;568586,37;622564,70"
"""313375 ITAU DE MINAS"";-;121386,08;121386,08"
"""313380 ITAUNA"";171837,28;9331442,49;9503279,77"
"""313420 ITUIUTABA"";290505,09;7763735,28;8054240,37"
"""313440 ITURAMA"";-;1202456,88;1202456,88"
"""313460 JABOTICATUBAS"";-;148431,18;148431,18"
"""313470 JACINTO"";103714,49;564308,88;668023,37"
"""313490 JACUTINGA"";-;679198,80;679198,80"
"""313505 JAIBA"";-;521568,34;521568,34"
"""313510 JANAUBA"";402431,33;15179480,43;15581911,76"
"""313520 JANUARIA"";360124,07;2276916,81;2637040,88"
"""313540 JECEABA"";-;61297,21;61297,21"
"""313580 JEQUITINHONHA"";631,88;815539,01;816170,89"
"""313600 JOAIMA"";-;370049,37;370049,37"
"""313620 JOAO MONLEVADE"";264286,50;5803892,25;6068178,75"
"""313630 JOAO PINHEIRO"";81856,51;3142208,86;3224065,37"
"""313650 JORDANIA"";-;171833,06;171833,06"
"""313670 JUIZ DE FORA"";31753374,86;103510572,43;135263947,29"
"""313690 JURUAIA"";38071,66;251601,21;289672,87"
"""313700 LADAINHA"";-;275043,84;275043,84"
"""313710 LAGAMAR"";-;74069,25;74069,25"
"""313720 LAGOA DA PRATA"";671444,81;6472215,24;7143660,05"
"""313750 LAGOA FORMOSA"";68938,21;257549,89;326488,10"
"""313760 LAGOA SANTA"";357553,60;3770850,51;4128404,11"
"""313770 LAJINHA"";-;439928,54;439928,54"
"""313780 LAMBARI"";26550,97;360525,73;387076,70"
"""313800 LARANJAL"";-;27872,90;27872,90"
"""313820 LAVRAS"";-;12261785,66;12261785,66"
"""313840 LEOPOLDINA"";-;3297356,11;3297356,11"
"""313860 LIMA DUARTE"";17229,44;483515,07;500744,51"
"""313880 LUZ"";-;1014775,57;1014775,57"
"""313890 MACHACALIS"";-;314419,52;314419,52"
"""313900 MACHADO"";176007,69;2882460,04;3058467,73"
"""313920 MALACACHETA"";86380,81;1054329,63;1140710,44"
"""313930 MANGA"";562762,86;1470303,27;2033066,13"
"""313940 MANHUACU"";267661,37;15147071,69;15414733,06"
"""313950 MANHUMIRIM"";-;3496476,84;3496476,84"
"""313960 MANTENA"";87286,71;952632,83;1039919,54"
"""313980 MAR DE ESPANHA"";22894,70;190886,98;213781,68"
"""313990 MARIA DA FE"";-;134833,79;134833,79"
"""314000 MARIANA"";54252,55;1790234,67;1844487,22"
"""314050 MARTINHO CAMPOS"";-;119027,14;119027,14"
"""314070 MATEUS LEME"";38763,22;645288,06;684051,28"
"""314090 MATIPO"";-;607238,40;607238,40"
"""314110 MATOZINHOS"";-;450530,85;450530,85"
"""314120 MATUTINA"";-;28580,70;28580,70"
"""314140 MEDINA"";269641,20;1253184,43;1522825,63"
"""314150 MENDES PIMENTEL"";-;216531,43;216531,43"
"""314160 MERCES"";-;266506,67;266506,67"
"""314180 MINAS NOVAS"";111228,61;1398687,36;1509915,97"
"""314190 MINDURI"";-;3431,26;3431,26"
"""314200 MIRABELA"";-;485698,45;485698,45"
"""314220 MIRAI"";-;366249,74;366249,74"
"""314240 MOEMA"";25985,88;137173,83;163159,71"
"""314260 MONSENHOR PAULO"";-;243956,75;243956,75"
"""314270 MONTALVANIA"";17979,00;482734,93;500713,93"
"""314280 MONTE ALEGRE DE MINAS"";6077,04;444797,25;450874,29"
"""314290 MONTE AZUL"";87922,98;1497895,45;1585818,43"
"""314300 MONTE BELO"";-;192501,06;192501,06"
"""314310 MONTE CARMELO"";286533,35;3684119,09;3970652,44"
"""314320 MONTE SANTO DE MINAS"";129860,01;702886,59;832746,60"
"""314330 MONTES CLAROS"";23461777,53;81356050,62;104817828,15"
"""314350 MORADA NOVA DE MINAS"";-;122422,41;122422,41"
"""314390 MURIAE"";7256923,31;49654164,88;56911088,19"
"""314400 MUTUM"";-;715380,53;715380,53"
"""314410 MUZAMBINHO"";-;531212,60;531212,60"
"""314430 NANUQUE"";15063,23;1729485,30;1744548,53"
"""314450 NAZARENO"";-;60159,81;60159,81"
"""314460 NEPOMUCENO"";9847,95;614766,70;624614,65"
"""314470 NOVA ERA"";-;190055,55;190055,55"
"""314480 NOVA LIMA"";-;5552372,46;5552372,46"
"""314500 NOVA PONTE"";-;153171,98;153171,98"
"""314510 NOVA RESENDE"";4736,29;202827,08;207563,37"
"""314520 NOVA SERRANA"";453917,79;2207763,38;2661681,17"
"""314530 NOVO CRUZEIRO"";-;689207,32;689207,32"
"""314560 OLIVEIRA"";2176,16;6341018,98;6343195,14"
"""314590 OURO BRANCO"";24993,29;715572,59;740565,88"
"""314600 OURO FINO"";147205,49;1541799,64;1689005,13"
"""314610 OURO PRETO"";137761,35;7792196,00;7929957,35"
"""314630 PADRE PARAISO"";-;565203,93;565203,93"
"""314650 PAINS"";-;107592,21;107592,21"
"""314670 PALMA"";-;101467,63;101467,63"
"""314700 PARACATU"";75794,57;6112503,86;6188298,43"
"""314710 PARA DE MINAS"";535481,83;10929535,46;11465017,29"
"""314720 PARAGUACU"";71041,31;369083,21;440124,52"
"""314730 PARAISOPOLIS"";50500,78;300854,76;351355,54"
"""314750 PASSABEM"";-;10414,26;10414,26"
"""314760 PASSA QUATRO"";34503,63;485380,40;519884,03"
"""314770 PASSA TEMPO"";-;155939,40;155939,40"
"""314790 PASSOS"";8881435,07;42723616,92;51605051,99"
"""314800 PATOS DE MINAS"";818990,45;21943337,37;22762327,82"
"""314810 PATROCINIO"";191654,05;10586953,07;10778607,12"
"""314860 PECANHA"";-;3455909,46;3455909,46"
"""314870 PEDRA AZUL"";135409,84;1203651,58;1339061,42"
"""314910 PEDRALVA"";-;110208,42;110208,42"
"""314930 PEDRO LEOPOLDO"";29881,59;1518369,26;1548250,85"
"""314980 PERDIZES"";-;361442,42;361442,42"
"""314990 PERDOES"";61007,05;520499,58;581506,63"
"""315030 PIEDADE DO RIO GRANDE"";-;46271,49;46271,49"
"""315050 PIMENTA"";-;64204,82;64204,82"
"""315080 PIRANGA"";-;44680,21;44680,21"
"""315110 PIRAPETINGA"";23428,26;271172,00;294600,26"
"""315120 PIRAPORA"";404417,44;8367439,31;8771856,75"
"""315140 PITANGUI"";-;719982,62;719982,62"
"""315150 PIUMHI"";137386,48;3551385,58;3688772,06"
"""315170 POCO FUNDO"";177102,91;2350642,16;2527745,07"
"""315180 POCOS DE CALDAS"";7806677,23;35800793,34;43607470,57"
"""315190 POCRANE"";-;17247,03;17247,03"
"""315200 POMPEU"";92427,30;464278,97;556706,27"
"""315210 PONTE NOVA"";4631509,79;22527442,19;27158951,98"
"""315220 PORTEIRINHA"";188271,46;1022765,20;1211036,66"
"""315240 POTE"";-;157408,34;157408,34"
"""315250 POUSO ALEGRE"";9355649,36;51955158,52;61310807,88"
"""315260 POUSO ALTO"";-;132406,35;132406,35"
"""315270 PRADOS"";-;158185,52;158185,52"
"""315280 PRATA"";-;855436,43;855436,43"
"""315290 PRATAPOLIS"";-;13303,09;13303,09"
"""315310 PRESIDENTE BERNARDES"";-;21444,30;21444,30"
"""315340 PRESIDENTE OLEGARIO"";8372,38;308456,60;316828,98"
"""315400 RAUL SOARES"";27595,07;791125,05;818720,12"
"""315410 RECREIO"";-;322231,09;322231,09"
"""315420 RESENDE COSTA"";56549,56;463406,76;519956,32"
"""315430 RESPLENDOR"";-;2063062,00;2063062,00"
"""315460 RIBEIRAO DAS NEVES"";56067,52;2458583,64;2514651,16"
"""315470 RIBEIRAO VERMELHO"";-;67524,74;67524,74"
"""315490 RIO CASCA"";-;356988,03;356988,03"
"""315520 RIO ESPERA"";-;15885,77;15885,77"
"""315550 RIO PARANAIBA"";7730,49;179321,68;187052,17"
"""315560 RIO PARDO DE MINAS"";58986,14;605360,20;664346,34"
"""315570 RIO PIRACICABA"";-;170757,04;170757,04"
"""315580 RIO POMBA"";218334,94;1030345,76;1248680,70"
"""315590 RIO PRETO"";-;116055,71;116055,71"
"""315600 RIO VERMELHO"";-;130405,41;130405,41"
"""315660 RUBIM"";6922,70;259170,60;266093,30"
"""315670 SABARA"";-;1419876,73;1419876,73"
"""315680 SABINOPOLIS"";-;765594,49;765594,49"
"""315690 SACRAMENTO"";65420,63;981755,20;1047175,83"
"""315700 SALINAS"";298926,45;4064353,67;4363280,12"
"""315710 SALTO DA DIVISA"";-;148217,04;148217,04"
"""315720 SANTA BARBARA"";-;809437,55;809437,55"
"""315770 SANTA JULIANA"";-;102857,44;102857,44"
"""315780 SANTA LUZIA"";893235,91;4075544,33;4968780,24"
"""315790 SANTA MARGARIDA"";-;417994,21;417994,21"
"""315800 SANTA MARIA DE ITABIRA"";-;14645,51;14645,51"
"""315820 SANTA MARIA DO SUACUI"";-;1111036,69;1111036,69"
"""315930 SANTA RITA DE JACUTINGA"";-;116162,40;116162,40"
"""315960 SANTA RITA DO SAPUCAI"";103417,01;3867352,61;3970769,62"
"""315980 SANTA VITORIA"";37672,96;473927,59;511600,55"
"""315990 SANTO ANTONIO DO AMPARO"";726904,21;2642937,30;3369841,51"
"""316040 SANTO ANTONIO DO MONTE"";25481,65;3252274,37;3277756,02"
"""316070 SANTOS DUMONT"";173489,46;2538836,97;2712326,43"
"""316100 SAO DOMINGOS DO PRATA"";31081,08;293324,94;324406,02"
"""316110 SAO FRANCISCO"";71606,92;1859299,78;1930906,70"
"""316200 SAO GONCALO DO SAPUCAI"";-;748266,89;748266,89"
"""316210 SAO GOTARDO"";168623,18;1092060,24;1260683,42"
"""316220 SAO JOAO BATISTA DO GLORIA"";-;89785,40;89785,40"
"""316240 SAO JOAO DA PONTE"";71006,94;1229516,33;1300523,27"
"""316250 SAO JOAO DEL REI"";222764,06;20652434,43;20875198,49"
"""316257 SAO JOAO DO MANTENINHA"";-;45900,81;45900,81"
"""316270 SAO JOAO DO PARAISO"";22315,37;675433,69;697749,06"
"""316280 SAO JOAO EVANGELISTA"";-;874798,92;874798,92"
"""316290 SAO JOAO NEPOMUCENO"";38505,88;571658,81;610164,69"
"""316370 SAO LOURENCO"";451639,48;13106543,86;13558183,34"
"""316390 SAO PEDRO DA UNIAO"";-;46502,00;46502,00"
"""316420 SAO ROMAO"";-;125095,42;125095,42"
"""316430 SAO ROQUE DE MINAS"";-;27332,30;27332,30"
"""316470 SAO SEBASTIAO DO PARAISO"";6479926,77;17662018,15;24141944,92"
"""316500 SAO TIAGO"";-;201418,37;201418,37"
"""316530 SAO VICENTE DE MINAS"";-;135945,55;135945,55"
"""316570 SENADOR FIRMINO"";-;63349,23;63349,23"
"""316680 SERRA DO SALITRE"";91780,23;387027,10;478807,33"
"""316690 SERRANIA"";-;34694,57;34694,57"
"""316710 SERRO"";157628,06;1775335,63;1932963,69"
"""316720 SETE LAGOAS"";4190600,18;24944042,41;29134642,59"
"""316800 TAIOBEIRAS"";535893,39;8977282,59;9513175,98"
"""316840 TARUMIRIM"";-;2105840,67;2105840,67"
"""316860 TEOFILO OTONI"";2801600,40;35032414,42;37834014,82"
"""316870 TIMOTEO"";-;4878273,26;4878273,26"
"""316890 TIROS"";-;76921,39;76921,39"
"""316920 TOMBOS"";-;98035,05;98035,05"
"""316930 TRES CORACOES"";242406,83;7830960,26;8073367,09"
"""316935 TRES MARIAS"";90628,11;874384,26;965012,37"
"""316940 TRES PONTAS"";71120,88;4701729,03;4772849,91"
"""316960 TUPACIGUARA"";-;276817,17;276817,17"
"""316970 TURMALINA"";22183,86;1301960,32;1324144,18"
"""316990 UBA"";580059,40;15569099,52;16149158,92"
"""317010 UBERABA"";4941814,92;60261330,59;65203145,51"
"""317020 UBERLANDIA"";16504082,37;102408866,86;118912949,23"
"""317040 UNAI"";19289,90;4658458,35;4677748,25"
"""317043 UNIAO DE MINAS"";-;96998,18;96998,18"
"""317052 URUCUIA"";-;405402,17;405402,17"
"""317070 VARGINHA"";7032842,04;36482196,71;43515038,75"
"""317080 VARZEA DA PALMA"";161761,12;686002,83;847763,95"
"""317090 VARZELANDIA"";-;287681,47;287681,47"
"""317100 VAZANTE"";128105,73;458599,01;586704,74"
"""317120 VESPASIANO"";117669,00;930626,69;1048295,69"
"""317130 VICOSA"";249165,43;10806531,28;11055696,71"
"""317160 VIRGEM DA LAPA"";-;86466,85;86466,85"
"""317170 VIRGINIA"";-;133495,48;133495,48"
"""317180 VIRGINOPOLIS"";14682,29;428511,59;443193,88"
"""317200 VISCONDE DO RIO BRANCO"";-;4574515,50;4574515,50"
"""320010 AFONSO CLAUDIO"";-;814539,35;814539,35"
"""320020 ALEGRE"";-;594089,55;594089,55"
"""320040 ANCHIETA"";-;278501,84;278501,84"
"""320060 ARACRUZ"";-;5891055,70;5891055,70"
"""320070 ATILIO VIVACQUA"";-;21938,70;21938,70"
"""320080 BAIXO GUANDU"";200347,49;518592,56;718940,05"
"""320090 BARRA DE SAO FRANCISCO"";303909,22;3201350,38;3505259,60"
"""320100 BOA ESPERANCA"";-;224388,45;224388,45"
"""320120 CACHOEIRO DE ITAPEMIRIM"";9183596,77;57322089,34;66505686,11"
"""320130 CARIACICA"";8806306,45;5058102,14;13864408,59"
"""320140 CASTELO"";-;679516,65;679516,65"
"""320150 COLATINA"";5326689,92;43041746,34;48368436,26"
"""320170 CONCEICAO DO CASTELO"";-;95138,75;95138,75"
"""320190 DOMINGOS MARTINS"";-;649173,35;649173,35"
"""320210 ECOPORANGA"";-;593834,79;593834,79"
"""320230 GUACUI"";-;6996643,98;6996643,98"
"""320240 GUARAPARI"";-;2600428,46;2600428,46"
"""320280 ITAPEMIRIM"";-;6016594,82;6016594,82"
"""320290 ITARANA"";-;122299,83;122299,83"
"""320300 IUNA"";7751,56;833148,26;840899,82"
"""320305 JAGUARE"";-;267217,86;267217,86"
"""320310 JERONIMO MONTEIRO"";71995,24;1518282,14;1590277,38"
"""320313 JOAO NEIVA"";-;279088,54;279088,54"
"""320316 LARANJA DA TERRA"";-;107088,99;107088,99"
"""320320 LINHARES"";5299734,71;20276691,10;25576425,81"
"""320340 MIMOSO DO SUL"";-;480687,22;480687,22"
"""320350 MONTANHA"";-;369886,45;369886,45"
"""320360 MUCURICI"";-;131945,97;131945,97"
"""320370 MUNIZ FREIRE"";-;111772,69;111772,69"
"""320380 MUQUI"";-;126091,96;126091,96"
"""320390 NOVA VENECIA"";-;1280634,15;1280634,15"
"""320400 PANCAS"";-;46288,39;46288,39"
"""320405 PEDRO CANARIO"";-;546548,19;546548,19"
"""320410 PINHEIROS"";-;220909,43;220909,43"
"""320435 RIO BANANAL"";-;36555,99;36555,99"
"""320450 SANTA LEOPOLDINA"";1129969,81;580285,09;1710254,90"
"""320455 SANTA MARIA DE JETIBA"";-;858191,61;858191,61"
"""320460 SANTA TERESA"";-;4835767,41;4835767,41"
"""320470 SAO GABRIEL DA PALHA"";-;143833,69;143833,69"
"""320480 SAO JOSE DO CALCADO"";277184,99;4447309,25;4724494,24"
"""320490 SAO MATEUS"";-;16939265,30;16939265,30"
"""320500 SERRA"";1009434,53;58440449,58;59449884,11"
"""320503 VARGEM ALTA"";-;141770,87;141770,87"
"""320506 VENDA NOVA DO IMIGRANTE"";-;6209799,20;6209799,20"
"""320520 VILA VELHA"";20566992,07;54438983,94;75005976,01"
"""320530 VITORIA"";13383178,15;109582680,24;122965858,39"
"""330010 ANGRA DOS REIS"";514004,44;13174781,04;13688785,48"
"""330015 APERIBE"";185726,24;576846,17;762572,41"
"""330020 ARARUAMA"";113705,10;9282266,28;9395971,38"
"""330022 AREAL"";-;93759,24;93759,24"
"""330023 ARMACAO DOS BUZIOS"";-;2604218,92;2604218,92"
"""330025 ARRAIAL DO CABO"";107836,55;1110670,29;1218506,84"
"""330030 BARRA DO PIRAI"";-;5662912,55;5662912,55"
"""330040 BARRA MANSA"";6700107,00;27236522,85;33936629,85"
"""330045 BELFORD ROXO"";545879,70;10433287,88;10979167,58"
"""330050 BOM JARDIM"";-;780109,32;780109,32"
"""330060 BOM JESUS DO ITABAPOANA"";524768,10;11211860,39;11736628,49"
"""330070 CABO FRIO"";1697601,08;14538953,62;16236554,70"
"""330080 CACHOEIRAS DE MACACU"";-;1920664,86;1920664,86"
"""330090 CAMBUCI"";-;1610875,40;1610875,40"
"""330100 CAMPOS DOS GOYTACAZES"";9747571,41;80135247,33;89882818,74"
