"""Munic¡pio"";""Eletivo"";""Urgˆncia"";""Acid local trab"";""Acid trajeto"";""Outros ac trab"";""Outras caus ext"";""Total"""
"""210845 PERITORO"";347;2951;-;-;-;-;3298"
"""210850 PINDARE-MIRIM"";157;362;-;-;-;-;519"
"""210860 PINHEIRO"";482;8560;-;-;-;-;9042"
"""210870 PIO XII"";545;1111;-;-;-;-;1656"
"""210880 PIRAPEMAS"";363;-;-;-;-;-;363"
"""210890 POCAO DE PEDRAS"";1;895;-;-;-;-;896"
"""210900 PORTO FRANCO"";155;3044;-;-;-;-;3199"
"""210910 PRESIDENTE DUTRA"";382;8228;-;-;-;-;8610"
"""210920 PRESIDENTE JUSCELINO"";1;200;-;-;-;-;201"
"""210923 PRESIDENTE MEDICI"";-;1561;-;-;-;-;1561"
"""210927 PRESIDENTE SARNEY"";-;41;-;-;-;-;41"
"""210930 PRESIDENTE VARGAS"";-;361;-;-;-;-;361"
"""210940 PRIMEIRA CRUZ"";-;875;-;-;-;-;875"
"""210945 RAPOSA"";-;289;-;-;-;-;289"
"""210950 RIACHAO"";-;1271;-;-;-;-;1271"
"""210960 ROSARIO"";1;3090;-;-;-;-;3091"
"""210970 SAMBAIBA"";-;394;-;-;-;-;394"
"""210980 SANTA HELENA"";132;1455;-;-;-;-;1587"
"""210990 SANTA INES"";1629;11835;-;-;-;-;13464"
"""211000 SANTA LUZIA"";740;2161;-;-;81;4;2986"
"""211003 SANTA LUZIA DO PARUA"";3197;589;-;-;-;-;3786"
"""211010 SANTA QUITERIA DO MARANHAO"";-;1227;-;-;-;-;1227"
"""211020 SANTA RITA"";158;1528;-;-;-;-;1686"
"""211023 SANTANA DO MARANHAO"";-;547;-;-;-;-;547"
"""211027 SANTO AMARO DO MARANHAO"";1;470;-;-;-;-;471"
"""211030 SANTO ANTONIO DOS LOPES"";-;720;-;-;-;-;720"
"""211040 SAO BENEDITO DO RIO PRETO"";79;742;-;-;-;-;821"
"""211050 SAO BENTO"";1079;785;-;-;-;-;1864"
"""211060 SAO BERNARDO"";73;1913;-;-;-;-;1986"
"""211065 SAO DOMINGOS DO AZEITAO"";-;600;-;-;-;-;600"
"""211070 SAO DOMINGOS DO MARANHAO"";67;1584;-;-;-;-;1651"
"""211080 SAO FELIX DE BALSAS"";-;252;-;-;-;-;252"
"""211085 SAO FRANCISCO DO BREJAO"";-;393;-;-;-;-;393"
"""211090 SAO FRANCISCO DO MARANHAO"";30;679;-;-;-;-;709"
"""211100 SAO JOAO BATISTA"";1;1386;-;-;-;-;1387"
"""211102 SAO JOAO DO CARU"";6;403;-;-;-;-;409"
"""211107 SAO JOAO DO SOTER"";98;704;-;-;-;-;802"
"""211110 SAO JOAO DOS PATOS"";-;1604;-;-;-;-;1604"
"""211120 SAO JOSE DE RIBAMAR"";1725;2719;-;-;-;-;4444"
"""211125 SAO JOSE DOS BASILIOS"";114;405;-;-;-;-;519"
"""211130 SAO LUIS"";66884;64248;-;-;2;-;131134"
"""211140 SAO LUIS GONZAGA DO MARANHAO"";1;1865;-;-;-;-;1866"
"""211150 SAO MATEUS DO MARANHAO"";285;2877;-;-;-;-;3162"
"""211153 SAO PEDRO DA AGUA BRANCA"";-;703;-;-;-;-;703"
"""211157 SAO PEDRO DOS CRENTES"";-;910;-;-;-;-;910"
"""211160 SAO RAIMUNDO DAS MANGABEIRAS"";204;1060;-;-;-;-;1264"
"""211163 SAO RAIMUNDO DO DOCA BEZERRA"";-;174;-;-;-;-;174"
"""211170 SAO VICENTE FERRER"";22;1327;-;-;10;-;1359"
"""211172 SATUBINHA"";-;688;-;-;-;-;688"
"""211174 SENADOR ALEXANDRE COSTA"";-;584;-;-;-;-;584"
"""211178 SERRANO DO MARANHAO"";-;828;-;-;-;-;828"
"""211180 SITIO NOVO"";66;1251;-;-;-;-;1317"
"""211190 SUCUPIRA DO NORTE"";-;488;-;-;-;-;488"
"""211195 SUCUPIRA DO RIACHAO"";-;211;-;-;-;-;211"
"""211200 TASSO FRAGOSO"";-;260;-;-;-;-;260"
"""211210 TIMBIRAS"";61;3939;-;-;-;-;4000"
"""211220 TIMON"";2770;6289;-;-;-;-;9059"
"""211223 TRIZIDELA DO VALE"";-;949;-;-;-;-;949"
"""211227 TUFILANDIA"";-;135;-;-;-;-;135"
"""211230 TUNTUM"";460;967;-;-;-;-;1427"
"""211240 TURIACU"";1;1255;-;-;-;-;1256"
"""211245 TURILANDIA"";-;282;-;-;-;-;282"
"""211250 TUTOIA"";97;1492;-;-;-;-;1589"
"""211260 URBANO SANTOS"";-;1716;-;-;-;-;1716"
"""211270 VARGEM GRANDE"";84;1522;-;-;-;-;1606"
"""211280 VIANA"";679;3289;-;-;-;-;3968"
"""211285 VILA NOVA DOS MARTIRIOS"";1;681;-;-;-;-;682"
"""211290 VITORIA DO MEARIM"";137;530;-;-;-;-;667"
"""211300 VITORINO FREIRE"";78;2376;-;-;-;-;2454"
"""211400 ZE DOCA"";424;3420;-;-;-;-;3844"
"""220010 AGRICOLANDIA"";-;68;-;-;-;-;68"
"""220020 AGUA BRANCA"";99;662;-;-;-;-;761"
"""220030 ALTO LONGA"";-;217;-;-;-;-;217"
"""220040 ALTOS"";271;1170;-;-;-;-;1441"
"""220050 AMARANTE"";54;727;-;-;1;-;782"
"""220100 ARRAIAL"";-;67;-;-;-;-;67"
"""220110 AVELINO LOPES"";2;92;-;-;-;-;94"
"""220120 BARRAS"";2132;-;-;-;-;-;2132"
"""220150 BATALHA"";-;385;-;-;-;-;385"
"""220160 BENEDITINOS"";-;110;-;-;-;-;110"
"""220180 BOCAINA"";-;90;-;-;-;-;90"
"""220190 BOM JESUS"";686;4491;-;-;-;-;5177"
"""220220 CAMPO MAIOR"";1713;4381;-;-;-;-;6094"
"""220230 CANTO DO BURITI"";91;1254;-;-;-;-;1345"
"""220260 CASTELO DO PIAUI"";-;452;-;-;-;-;452"
"""220270 COCAL"";61;647;-;-;-;-;708"
"""220290 CORRENTE"";680;1123;-;-;-;-;1803"
"""220310 CRISTINO CASTRO"";-;669;-;-;-;-;669"
"""220320 CURIMATA"";-;1161;-;-;-;-;1161"
"""220330 DEMERVAL LOBAO"";530;395;-;-;-;-;925"
"""220350 ELESBAO VELOSO"";329;982;-;-;-;-;1311"
"""220370 ESPERANTINA"";1578;3109;-;-;-;-;4687"
"""220390 FLORIANO"";967;10884;-;-;1;-;11852"
"""220400 FRANCINOPOLIS"";-;36;-;-;-;-;36"
"""220430 FRONTEIRAS"";-;2230;-;-;-;-;2230"
"""220450 GUADALUPE"";-;1013;-;-;-;-;1013"
"""220470 INHUMA"";1;143;-;-;-;-;144"
"""220480 IPIRANGA DO PIAUI"";1;63;-;-;-;-;64"
"""220510 ITAUEIRA"";1;471;-;-;-;-;472"
"""220520 JAICOS"";133;1315;-;-;-;-;1448"
"""220540 JOAQUIM PIRES"";121;-;-;-;-;-;121"
"""220550 JOSE DE FREITAS"";-;1191;-;-;-;-;1191"
"""220570 LUIS CORREIA"";-;132;-;-;-;-;132"
"""220580 LUZILANDIA"";1710;1695;-;-;-;-;3405"
"""220590 MANOEL EMIDIO"";-;31;-;-;-;-;31"
"""220595 MARCOLANDIA"";98;-;-;-;-;-;98"
"""220620 MIGUEL ALVES"";-;1525;-;-;-;-;1525"
"""220650 MONSENHOR HIPOLITO"";-;319;-;-;-;-;319"
"""220680 NOSSA SENHORA DOS REMEDIOS"";-;167;-;-;-;-;167"
"""220700 OEIRAS"";1300;3640;-;-;-;-;4940"
"""220730 PAES LANDIM"";-;37;-;-;-;-;37"
"""220760 PARNAGUA"";1;1190;-;-;-;-;1191"
"""220770 PARNAIBA"";3488;19178;-;-;-;-;22666"
"""220780 PAULISTANA"";250;734;-;-;-;-;984"
"""220790 PEDRO II"";817;3545;-;-;-;-;4362"
"""220800 PICOS"";351;9551;-;-;1;-;9903"
"""220810 PIMENTEIRAS"";1;101;-;-;-;-;102"
"""220820 PIO IX"";135;-;-;-;-;-;135"
"""220830 PIRACURUCA"";-;190;-;-;-;-;190"
"""220840 PIRIPIRI"";692;4659;-;-;-;-;5351"
"""220850 PORTO"";63;585;-;-;-;-;648"
"""220880 REGENERACAO"";-;1555;-;-;-;-;1555"
"""220890 RIBEIRO GONCALVES"";-;265;-;-;-;-;265"
"""220960 SAO FELIX DO PIAUI"";1;33;-;-;-;-;34"
"""221000 SAO JOAO DO PIAUI"";4;1483;-;-;-;-;1487"
"""221040 SAO MIGUEL DO TAPUIO"";260;292;-;-;-;-;552"
"""221050 SAO PEDRO DO PIAUI"";-;285;-;-;-;-;285"
"""221060 SAO RAIMUNDO NONATO"";837;5981;-;-;-;-;6818"
"""221070 SIMOES"";1;1467;-;-;-;-;1468"
"""221080 SIMPLICIO MENDES"";105;667;-;-;-;-;772"
"""221100 TERESINA"";16286;76572;-;-;1;1;92860"
"""221110 UNIAO"";-;1451;-;-;-;-;1451"
"""221120 URUCUI"";455;1679;-;-;-;-;2134"
"""221130 VALENCA DO PIAUI"";972;1842;-;-;-;-;2814"
"""230020 ACARAU"";280;3458;-;-;-;-;3738"
"""230030 ACOPIARA"";135;1354;-;-;-;-;1489"
"""230040 AIUABA"";1;327;-;-;-;-;328"
"""230060 ALTANEIRA"";1;141;-;-;-;-;142"
"""230070 ALTO SANTO"";-;396;-;-;-;-;396"
"""230075 AMONTADA"";1;265;-;-;-;-;266"
"""230080 ANTONINA DO NORTE"";-;99;-;-;-;-;99"
"""230090 APUIARES"";-;118;-;-;-;-;118"
"""230100 AQUIRAZ"";1245;1047;-;-;-;-;2292"
"""230110 ARACATI"";1077;3754;-;-;95;224;5150"
"""230120 ARACOIABA"";732;1203;-;-;32;-;1967"
"""230125 ARARENDA"";-;169;-;-;-;-;169"
"""230130 ARARIPE"";1;613;-;-;-;-;614"
"""230140 ARATUBA"";-;263;-;-;-;-;263"
"""230150 ARNEIROZ"";-;75;-;-;-;-;75"
"""230160 ASSARE"";91;328;-;-;-;-;419"
"""230170 AURORA"";1042;1306;-;-;-;1;2349"
"""230180 BAIXIO"";-;54;-;-;-;-;54"
"""230185 BANABUIU"";1;328;-;-;-;-;329"
"""230190 BARBALHA"";5727;10651;-;-;-;-;16378"
"""230195 BARREIRA"";-;103;-;-;-;-;103"
"""230200 BARRO"";-;343;-;-;-;-;343"
"""230210 BATURITE"";12;1846;-;-;-;-;1858"
"""230220 BEBERIBE"";234;1021;-;-;-;-;1255"
"""230230 BELA CRUZ"";256;377;-;-;-;-;633"
"""230240 BOA VIAGEM"";3;2517;-;-;-;-;2520"
"""230250 BREJO SANTO"";1095;7988;-;-;379;998;10460"
"""230260 CAMOCIM"";1509;2732;-;-;-;-;4241"
"""230270 CAMPOS SALES"";-;764;-;-;-;-;764"
"""230280 CANINDE"";911;4910;-;-;-;-;5821"
"""230290 CAPISTRANO"";-;158;-;-;-;-;158"
"""230300 CARIDADE"";-;156;-;-;-;-;156"
"""230310 CARIRE"";-;368;-;-;-;-;368"
"""230320 CARIRIACU"";-;377;-;-;-;-;377"
"""230330 CARIUS"";-;544;-;-;-;-;544"
"""230340 CARNAUBAL"";-;857;-;-;-;-;857"
"""230350 CASCAVEL"";214;1803;-;-;-;-;2017"
"""230360 CATARINA"";-;301;-;-;-;-;301"
"""230365 CATUNDA"";-;167;-;-;-;-;167"
"""230370 CAUCAIA"";446;9483;-;-;-;-;9929"
"""230380 CEDRO"";67;2211;-;-;-;-;2278"
"""230390 CHAVAL"";1;78;-;-;-;-;79"
"""230393 CHORO"";-;114;-;-;-;-;114"
"""230395 CHOROZINHO"";-;176;-;-;-;-;176"
"""230400 COREAU"";-;346;-;-;-;-;346"
"""230410 CRATEUS"";680;9558;-;-;-;-;10238"
"""230420 CRATO"";3911;10506;-;-;-;-;14417"
"""230423 CROATA"";154;511;-;-;-;-;665"
"""230425 CRUZ"";149;920;-;-;-;-;1069"
"""230426 DEPUTADO IRAPUAN PINHEIRO"";-;161;-;-;-;-;161"
"""230427 ERERE"";-;37;-;-;-;-;37"
"""230428 EUSEBIO"";2143;2009;-;-;-;-;4152"
"""230430 FARIAS BRITO"";70;544;-;-;-;-;614"
"""230440 FORTALEZA"";41981;168537;-;-;5208;1170;216896"
"""230445 FORTIM"";-;250;-;-;-;-;250"
"""230450 FRECHEIRINHA"";-;319;-;-;-;-;319"
"""230460 GENERAL SAMPAIO"";-;65;-;-;-;-;65"
"""230470 GRANJA"";1184;821;-;-;-;-;2005"
"""230480 GRANJEIRO"";-;89;-;-;-;-;89"
"""230490 GROAIRAS"";-;88;-;-;-;-;88"
"""230495 GUAIUBA"";-;111;-;-;-;-;111"
"""230500 GUARACIABA DO NORTE"";83;977;-;-;-;-;1060"
"""230510 GUARAMIRANGA"";-;21;-;-;-;-;21"
"""230520 HIDROLANDIA"";4;497;-;-;-;-;501"
"""230523 HORIZONTE"";886;1033;-;-;-;-;1919"
"""230526 IBARETAMA"";-;114;-;-;-;-;114"
"""230530 IBIAPINA"";78;1376;-;-;130;15;1599"
"""230540 ICO"";330;3373;-;-;-;-;3703"
"""230550 IGUATU"";968;6283;-;-;222;547;8020"
"""230560 INDEPENDENCIA"";324;-;-;-;-;-;324"
"""230565 IPAPORANGA"";-;289;-;-;-;-;289"
"""230570 IPAUMIRIM"";-;174;-;-;-;-;174"
"""230580 IPU"";219;2597;-;-;-;-;2816"
"""230590 IPUEIRAS"";450;723;-;-;-;-;1173"
"""230600 IRACEMA"";2;491;-;-;-;-;493"
"""230610 IRAUCUBA"";69;418;-;-;-;-;487"
"""230620 ITAICABA"";-;55;-;-;-;-;55"
"""230625 ITAITINGA"";3;508;-;-;-;-;511"
"""230630 ITAPAJE"";229;886;-;-;-;-;1115"
"""230640 ITAPIPOCA"";1416;10617;-;-;-;-;12033"
"""230650 ITAPIUNA"";1;103;-;-;-;-;104"
"""230655 ITAREMA"";334;848;-;-;-;-;1182"
"""230670 JAGUARETAMA"";314;1141;-;-;-;-;1455"
"""230680 JAGUARIBARA"";310;217;-;-;-;-;527"
"""230690 JAGUARIBE"";280;1232;-;-;-;-;1512"
"""230700 JAGUARUANA"";-;535;-;-;-;-;535"
"""230710 JARDIM"";-;516;-;-;-;-;516"
"""230720 JATI"";-;179;-;-;-;-;179"
"""230725 JIJOCA DE JERICOACOARA"";103;497;-;-;-;-;600"
"""230730 JUAZEIRO DO NORTE"";4757;14116;-;-;-;-;18873"
"""230740 JUCAS"";195;793;-;-;-;-;988"
"""230750 LAVRAS DA MANGABEIRA"";167;2052;-;-;-;-;2219"
"""230760 LIMOEIRO DO NORTE"";852;12011;-;-;31;18;12912"
"""230763 MADALENA"";-;257;-;-;-;-;257"
"""230765 MARACANAU"";7433;11042;-;-;-;-;18475"
"""230770 MARANGUAPE"";632;1927;-;-;-;-;2559"
"""230780 MARCO"";329;593;-;-;-;-;922"
"""230790 MARTINOPOLE"";10;635;-;-;-;-;645"
"""230800 MASSAPE"";-;504;-;-;-;-;504"
"""230810 MAURITI"";368;1973;-;-;-;-;2341"
"""230820 MERUOCA"";-;218;-;-;-;-;218"
"""230830 MILAGRES"";2;3470;-;-;-;-;3472"
"""230835 MILHA"";267;1;-;-;-;-;268"
"""230840 MISSAO VELHA"";380;1917;-;-;-;-;2297"
"""230850 MOMBACA"";301;2023;-;-;-;-;2324"
"""230860 MONSENHOR TABOSA"";63;643;-;-;-;-;706"
"""230870 MORADA NOVA"";1118;1151;-;-;-;-;2269"
"""230880 MORAUJO"";-;66;-;-;-;-;66"
"""230890 MORRINHOS"";-;183;-;-;-;-;183"
"""230900 MUCAMBO"";140;902;-;-;-;-;1042"
"""230910 MULUNGU"";-;219;-;-;-;-;219"
"""230920 NOVA OLINDA"";257;-;-;-;-;-;257"
"""230930 NOVA RUSSAS"";648;1800;-;-;-;-;2448"
"""230940 NOVO ORIENTE"";922;-;-;-;-;-;922"
"""230945 OCARA"";-;313;-;-;-;-;313"
"""230950 OROS"";91;633;-;-;-;-;724"
"""230960 PACAJUS"";-;730;-;-;-;-;730"
"""230970 PACATUBA"";-;226;-;-;-;-;226"
"""230980 PACOTI"";3;80;-;-;-;-;83"
"""231010 PALMACIA"";43;5;-;-;-;-;48"
"""231020 PARACURU"";72;626;-;-;-;-;698"
"""231025 PARAIPABA"";57;317;-;-;-;-;374"
"""231030 PARAMBU"";1570;-;-;-;-;-;1570"
"""231040 PARAMOTI"";-;177;-;-;-;-;177"
"""231050 PEDRA BRANCA"";161;844;-;-;-;-;1005"
"""231060 PENAFORTE"";-;256;-;-;-;-;256"
"""231070 PENTECOSTE"";328;427;-;-;-;-;755"
"""231080 PEREIRO"";56;490;-;-;-;-;546"
"""231085 PINDORETAMA"";-;208;-;-;-;-;208"
"""231090 PIQUET CARNEIRO"";2;415;-;-;-;-;417"
"""231100 PORANGA"";-;155;-;-;-;-;155"
"""231110 PORTEIRAS"";-;482;-;-;-;-;482"
"""231120 POTENGI"";1;217;-;-;-;-;218"
"""231126 QUITERIANOPOLIS"";230;1;-;-;-;-;231"
"""231130 QUIXADA"";757;6277;-;-;-;-;7034"
"""231135 QUIXELO"";-;647;-;-;-;-;647"
"""231140 QUIXERAMOBIM"";5026;7492;-;-;-;-;12518"
"""231150 QUIXERE"";-;397;-;-;1;-;398"
"""231160 REDENCAO"";294;1212;-;-;-;19;1525"
"""231170 RERIUTABA"";-;292;-;-;-;-;292"
"""231180 RUSSAS"";425;6487;-;-;-;-;6912"
"""231190 SABOEIRO"";-;346;-;-;-;-;346"
"""231195 SALITRE"";-;329;-;-;-;-;329"
"""231200 SANTANA DO ACARAU"";121;513;-;-;-;-;634"
"""231210 SANTANA DO CARIRI"";-;304;-;-;-;-;304"
"""231220 SANTA QUITERIA"";98;767;-;-;-;-;865"
"""231230 SAO BENEDITO"";418;1049;-;-;-;-;1467"
"""231240 SAO GONCALO DO AMARANTE"";1529;1517;-;-;152;1;3199"
"""231260 SAO LUIS DO CURU"";-;41;-;-;-;-;41"
"""231270 SENADOR POMPEU"";-;603;-;-;-;-;603"
"""231290 SOBRAL"";9002;36220;-;-;-;-;45222"
"""231300 SOLONOPOLE"";-;370;-;-;9;15;394"
"""231310 TABULEIRO DO NORTE"";528;1139;-;-;-;-;1667"
"""231320 TAMBORIL"";444;703;-;-;-;-;1147"
"""231325 TARRAFAS"";96;-;-;-;-;-;96"
"""231330 TAUA"";1369;12728;-;-;-;-;14097"
"""231335 TEJUCUOCA"";111;-;-;-;-;-;111"
"""231340 TIANGUA"";1723;7971;-;-;-;-;9694"
"""231350 TRAIRI"";-;880;-;-;-;-;880"
"""231355 TURURU"";100;-;-;-;-;-;100"
"""231360 UBAJARA"";6;872;-;-;-;-;878"
"""231370 UMARI"";-;141;-;-;-;-;141"
"""231375 UMIRIM"";61;-;-;-;-;-;61"
"""231380 URUBURETAMA"";202;-;-;-;-;-;202"
"""231390 URUOCA"";-;47;-;-;-;-;47"
"""231395 VARJOTA"";-;377;-;-;-;-;377"
"""231400 VARZEA ALEGRE"";1293;3175;-;-;-;-;4468"
"""231410 VICOSA DO CEARA"";450;1907;-;-;-;-;2357"
"""240020 ACU"";1372;741;-;-;-;-;2113"
"""240050 ALEXANDRIA"";3440;2238;-;-;-;-;5678"
"""240060 ALMINO AFONSO"";2983;63;-;-;-;-;3046"
"""240070 ALTO DO RODRIGUES"";-;137;-;-;-;-;137"
"""240080 ANGICOS"";41;310;-;-;-;-;351"
"""240090 ANTONIO MARTINS"";120;287;-;-;-;-;407"
"""240100 APODI"";831;641;-;-;-;-;1472"
"""240110 AREIA BRANCA"";204;338;-;-;-;-;542"
"""240145 BARAUNA"";358;15;-;-;-;-;373"
"""240180 BREJINHO"";-;95;-;-;-;-;95"
"""240200 CAICO"";1135;5712;-;-;-;-;6847"
"""240230 CARAUBAS"";269;270;-;-;-;-;539"
"""240240 CARNAUBA DOS DANTAS"";-;12;-;-;-;-;12"
"""240250 CARNAUBAIS"";-;54;-;-;-;-;54"
"""240260 CEARA-MIRIM"";1142;3205;-;-;-;-;4347"
"""240270 CERRO CORA"";-;81;-;-;-;-;81"
"""240280 CORONEL EZEQUIEL"";1;-;-;-;-;-;1"
"""240290 CORONEL JOAO PESSOA"";2;19;-;-;-;-;21"
"""240310 CURRAIS NOVOS"";2715;2094;-;-;-;-;4809"
"""240320 DOUTOR SEVERIANO"";-;120;-;-;-;-;120"
"""240325 PARNAMIRIM"";5000;4629;-;-;-;-;9629"
"""240330 ENCANTO"";-;30;-;-;-;-;30"
"""240340 EQUADOR"";1;115;-;-;-;-;116"
"""240360 EXTREMOZ"";1;304;-;-;-;-;305"
"""240370 FELIPE GUERRA"";-;53;-;-;-;-;53"
"""240400 FRUTUOSO GOMES"";19;113;-;-;-;-;132"
"""240420 GOIANINHA"";-;220;-;-;-;-;220"
"""240430 GOVERNADOR DIX-SEPT ROSADO"";-;63;-;-;-;-;63"
"""240450 GUAMARE"";474;436;-;-;-;-;910"
"""240485 ITAJA"";-;6;-;-;-;-;6"
"""240520 JANDUIS"";-;180;-;-;-;-;180"
"""240530 JANUARIO CICCO"";-;63;-;-;-;-;63"
"""240560 JARDIM DE PIRANHAS"";-;219;-;-;-;-;219"
"""240570 JARDIM DO SERIDO"";420;312;-;-;-;-;732"
"""240580 JOAO CAMARA"";565;642;-;-;-;-;1207"
"""240600 JOSE DA PENHA"";-;135;-;-;-;-;135"
"""240610 JUCURUTU"";-;784;-;-;-;-;784"
"""240650 LAGOA NOVA"";2;65;-;-;-;-;67"
"""240670 LAJES"";213;11;-;-;-;-;224"
"""240690 LUCRECIA"";-;154;-;-;-;-;154"
"""240710 MACAIBA"";-;1718;-;-;-;-;1718"
"""240720 MACAU"";465;87;-;-;-;-;552"
"""240725 MAJOR SALES"";21;36;-;-;-;-;57"
"""240740 MARTINS"";-;218;-;-;-;-;218"
"""240760 MESSIAS TARGINO"";108;1;-;-;-;-;109"
"""240780 MONTE ALEGRE"";-;356;-;-;-;-;356"
"""240800 MOSSORO"";3859;24172;-;-;-;-;28031"
"""240810 NATAL"";47986;48876;-;-;4005;7369;108236"
"""240830 NOVA CRUZ"";-;363;-;-;-;-;363"
"""240890 PARELHAS"";1;306;-;-;-;-;307"
"""240910 PASSA E FICA"";160;183;-;-;-;-;343"
"""240930 PATU"";-;208;-;-;-;-;208"
"""240940 PAU DOS FERROS"";1963;4709;-;-;-;-;6672"
"""240980 PEDRO VELHO"";-;95;-;-;-;-;95"
"""240990 PENDENCIAS"";-;168;-;-;-;-;168"
"""241000 PILOES"";-;55;-;-;-;-;55"
"""241020 PORTALEGRE"";-;46;-;-;-;-;46"
"""241030 SERRA CAIADA"";-;47;-;-;-;-;47"
"""241060 RAFAEL GODEIRO"";137;128;-;-;-;-;265"
"""241070 RIACHO DA CRUZ"";57;63;-;-;-;-;120"
"""241100 RODOLFO FERNANDES"";17;-;-;-;-;-;17"
"""241120 SANTA CRUZ"";1451;4499;-;-;-;-;5950"
"""241140 SANTANA DO MATOS"";-;100;-;-;-;-;100"
"""241142 SANTANA DO SERIDO"";14;29;-;-;-;-;43"
"""241150 SANTO ANTONIO"";1676;1202;-;-;-;-;2878"
"""241200 SAO GONCALO DO AMARANTE"";385;3814;-;-;-;-;4199"
"""241220 SAO JOSE DE MIPIBU"";39;4508;-;-;-;-;4547"
"""241230 SAO JOSE DO CAMPESTRE"";-;103;-;-;-;-;103"
"""241240 SAO JOSE DO SERIDO"";-;61;-;-;-;-;61"
"""241250 SAO MIGUEL"";-;167;-;-;-;-;167"
"""241260 SAO PAULO DO POTENGI"";-;603;-;-;-;-;603"
"""241280 SAO RAFAEL"";-;142;-;-;-;-;142"
"""241300 SAO VICENTE"";-;57;-;-;-;-;57"
"""241330 SERRA DE SAO BENTO"";-;17;-;-;-;-;17"
"""241335 SERRA DO MEL"";-;109;-;-;-;-;109"
"""241340 SERRA NEGRA DO NORTE"";-;110;-;-;-;-;110"
"""241355 SERRINHA DOS PINTOS"";2;65;-;-;-;-;67"
"""241360 SEVERIANO MELO"";-;58;-;-;-;-;58"
"""241380 TABOLEIRO GRANDE"";18;21;-;-;-;-;39"
"""241400 TANGARA"";-;90;-;-;-;-;90"
"""241410 TENENTE ANANIAS"";1212;491;-;-;-;-;1703"
"""241420 TIBAU DO SUL"";-;77;-;-;-;-;77"
"""241440 TOUROS"";-;420;-;-;-;-;420"
"""241445 TRIUNFO POTIGUAR"";-;30;-;-;-;-;30"
"""241450 UMARIZAL"";-;43;-;-;-;-;43"
"""241460 UPANEMA"";107;-;-;-;-;-;107"
"""241475 VENHA-VER"";-;16;-;-;-;-;16"
"""250010 AGUA BRANCA"";-;194;-;-;-;-;194"
"""250030 ALAGOA GRANDE"";103;161;-;-;-;-;264"
"""250040 ALAGOA NOVA"";-;409;-;-;-;-;409"
"""250070 SAO JOAO DO RIO DO PEIXE"";18;272;-;-;-;-;290"
"""250110 AREIA"";-;190;-;-;-;-;190"
"""250130 AROEIRAS"";-;231;-;-;-;-;231"
"""250150 BANANEIRAS"";25;254;-;-;-;-;279"
"""250180 BAYEUX"";686;381;-;-;-;-;1067"
"""250190 BELEM"";370;205;-;-;-;-;575"
"""250200 BELEM DO BREJO DO CRUZ"";-;85;-;-;-;-;85"
"""250230 BOM SUCESSO"";-;31;-;-;-;-;31"
"""250240 BONITO DE SANTA FE"";-;211;-;-;-;-;211"
"""250250 BOQUEIRAO"";1;310;-;-;-;-;311"
"""250280 BREJO DO CRUZ"";1;172;-;-;-;-;173"
"""250300 CAAPORA"";228;15;-;-;-;-;243"
"""250320 CABEDELO"";470;1032;-;-;-;-;1502"
"""250350 CACIMBA DE DENTRO"";17;19;-;-;-;-;36"
"""250370 CAJAZEIRAS"";1897;6739;-;-;-;-;8636"
"""250400 CAMPINA GRANDE"";18576;46554;-;-;52;30;65212"
"""250430 CATOLE DO ROCHA"";798;2908;-;-;-;-;3706"
"""250440 CONCEICAO"";572;-;-;-;-;-;572"
"""250480 COREMAS"";47;705;-;-;-;-;752"
"""250510 CUITE"";-;581;-;-;-;-;581"
"""250600 ESPERANCA"";48;390;-;-;-;-;438"
"""250630 GUARABIRA"";868;4463;-;-;-;-;5331"
"""250690 ITABAIANA"";845;1794;-;-;-;-;2639"
"""250700 ITAPORANGA"";297;1879;-;-;-;-;2176"
"""250710 ITAPOROROCA"";117;18;-;-;-;-;135"
"""250740 JERICO"";2;74;-;-;-;-;76"
"""250750 JOAO PESSOA"";26238;67522;-;-;-;4;93764"
"""250770 JUAZEIRINHO"";-;93;-;-;-;-;93"
"""250800 JURU"";24;173;-;-;-;-;197"
"""250830 LAGOA SECA"";-;299;-;-;-;-;299"
"""250890 MAMANGUAPE"";1559;4292;-;-;-;-;5851"
"""250920 MASSARANDUBA"";-;24;-;-;-;-;24"
"""250970 MONTEIRO"";1012;2585;-;-;1;2;3600"
"""251080 PATOS"";2859;12642;-;-;5;-;15506"
"""251090 PAULISTA"";1;284;-;-;-;-;285"
"""251110 PEDRA LAVRADA"";204;71;-;-;-;-;275"
"""251120 PEDRAS DE FOGO"";193;511;-;-;-;-;704"
"""251130 PIANCO"";108;1336;-;-;-;-;1444"
"""251140 PICUI"";1190;2194;-;-;-;-;3384"
"""251200 POCINHOS"";-;69;-;-;-;-;69"
"""251210 POMBAL"";1063;2911;-;-;-;-;3974"
"""251230 PRINCESA ISABEL"";441;384;-;-;-;-;825"
"""251250 QUEIMADAS"";373;2790;-;-;-;-;3163"
"""251340 SANTA LUZIA"";252;191;-;-;-;-;443"
"""251370 SANTA RITA"";5542;6455;-;-;-;-;11997"
"""251390 SAO BENTO"";464;734;-;-;-;-;1198"
"""251450 SAO JOSE DE PIRANHAS"";-;396;-;-;-;-;396"
"""251490 SAO MAMEDE"";23;-;-;-;-;-;23"
"""251530 SAPE"";-;660;-;-;-;-;660"
