"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""310190 ALPINOPOLIS"";-;490133,69;490133,69"
"""310200 ALTEROSA"";-;331195,36;331195,36"
"""310210 ALTO RIO DOCE"";-;155909,15;155909,15"
"""310230 ALVINOPOLIS"";-;269642,46;269642,46"
"""310260 ANDRADAS"";-;1567793,35;1567793,35"
"""310270 CACHOEIRA DE PAJEU"";-;228848,38;228848,38"
"""310280 ANDRELANDIA"";-;294349,49;294349,49"
"""310290 ANTONIO CARLOS"";-;52120,17;52120,17"
"""310340 ARACUAI"";-;2543183,81;2543183,81"
"""310350 ARAGUARI"";-;12069011,46;12069011,46"
"""310375 ARAPORA"";-;258195,46;258195,46"
"""310400 ARAXA"";-;8621864,03;8621864,03"
"""310420 ARCOS"";-;1934251,62;1934251,62"
"""310430 AREADO"";-;253418,58;253418,58"
"""310450 ARINOS"";-;204622,45;204622,45"
"""310470 ATALEIA"";-;291667,34;291667,34"
"""310490 BAEPENDI"";-;4289477,23;4289477,23"
"""310510 BAMBUI"";-;1791777,11;1791777,11"
"""310540 BARAO DE COCAIS"";-;613169,21;613169,21"
"""310560 BARBACENA"";2282821,05;28140510,04;30423331,09"
"""310590 BARROSO"";-;894437,11;894437,11"
"""310620 BELO HORIZONTE"";88985839,81;559380600,68;648366440,49"
"""310630 BELO ORIENTE"";-;231268,37;231268,37"
"""310640 BELO VALE"";-;336751,21;336751,21"
"""310650 BERILO"";-;103176,84;103176,84"
"""310670 BETIM"";4786,93;39391811,65;39396598,58"
"""310690 BICAS"";-;253958,36;253958,36"
"""310710 BOA ESPERANCA"";-;1497400,55;1497400,55"
"""310730 BOCAIUVA"";-;1563548,97;1563548,97"
"""310740 BOM DESPACHO"";-;3642312,96;3642312,96"
"""310750 BOM JARDIM DE MINAS"";-;114899,56;114899,56"
"""310780 BOM JESUS DO GALHO"";-;7979,22;7979,22"
"""310800 BOM SUCESSO"";-;316916,49;316916,49"
"""310840 BOTELHOS"";-;119963,92;119963,92"
"""310860 BRASILIA DE MINAS"";41643,28;4539182,30;4580825,58"
"""310890 BRAZOPOLIS"";-;232621,78;232621,78"
"""310900 BRUMADINHO"";-;985766,09;985766,09"
"""310910 BUENO BRANDAO"";-;224111,98;224111,98"
"""310930 BURITIS"";-;422334,51;422334,51"
"""310950 CABO VERDE"";-;387825,44;387825,44"
"""310990 CAETANOPOLIS"";-;454388,89;454388,89"
"""311000 CAETE"";398,89;1021991,73;1022390,62"
"""311030 CALDAS"";-;307263,49;307263,49"
"""311050 CAMANDUCAIA"";-;701292,12;701292,12"
"""311060 CAMBUI"";-;1209668,31;1209668,31"
"""311070 CAMBUQUIRA"";-;312230,60;312230,60"
"""311090 CAMPANHA"";-;155366,81;155366,81"
"""311100 CAMPESTRE"";-;481995,84;481995,84"
"""311110 CAMPINA VERDE"";-;488343,41;488343,41"
"""311120 CAMPO BELO"";3312,19;6805639,35;6808951,54"
"""311130 CAMPO DO MEIO"";-;108724,05;108724,05"
"""311150 CAMPOS ALTOS"";-;316306,23;316306,23"
"""311160 CAMPOS GERAIS"";-;986372,47;986372,47"
"""311180 CANAPOLIS"";-;343488,91;343488,91"
"""311200 CANDEIAS"";-;193826,20;193826,20"
"""311230 CAPELINHA"";-;3415140,28;3415140,28"
"""311260 CAPINOPOLIS"";-;232429,90;232429,90"
"""311280 CAPITOLIO"";-;107455,06;107455,06"
"""311300 CARAI"";-;183065,02;183065,02"
"""311320 CARANDAI"";-;612630,48;612630,48"
"""311330 CARANGOLA"";2380,50;22452931,43;22455311,93"
"""311340 CARATINGA"";10882,07;17579585,42;17590467,49"
"""311350 CARBONITA"";-;207753,09;207753,09"
"""311360 CAREACU"";-;119720,61;119720,61"
"""311370 CARLOS CHAGAS"";-;576791,24;576791,24"
"""311390 CARMO DA CACHOEIRA"";-;248241,69;248241,69"
"""311400 CARMO DA MATA"";-;51634,88;51634,88"
"""311410 CARMO DE MINAS"";-;214252,55;214252,55"
"""311430 CARMO DO PARANAIBA"";-;671598,25;671598,25"
"""311440 CARMO DO RIO CLARO"";-;643748,47;643748,47"
"""311450 CARMOPOLIS DE MINAS"";6834,22;273077,30;279911,52"
"""311460 CARRANCAS"";-;83589,80;83589,80"
"""311510 CASSIA"";1386,10;2021850,99;2023237,09"
"""311530 CATAGUASES"";2070,00;5999999,43;6002069,43"
"""311550 CAXAMBU"";-;550226,16;550226,16"
"""311570 CENTRAL DE MINAS"";-;75850,18;75850,18"
"""311580 CENTRALINA"";-;139693,34;139693,34"
"""311615 CHAPADA GAUCHA"";-;124929,45;124929,45"
"""311630 CIPOTANEA"";-;45097,96;45097,96"
"""311660 CLAUDIO"";-;946517,76;946517,76"
"""311680 COLUNA"";-;242831,16;242831,16"
"""311710 CONCEICAO DA APARECIDA"";-;267751,85;267751,85"
"""311730 CONCEICAO DAS ALAGOAS"";13597,92;879740,73;893338,65"
"""311750 CONCEICAO DO MATO DENTRO"";-;260915,72;260915,72"
"""311770 CONCEICAO DO RIO VERDE"";-;248936,50;248936,50"
"""311800 CONGONHAS"";5664,10;1964418,77;1970082,87"
"""311820 CONQUISTA"";-;28605,56;28605,56"
"""311830 CONSELHEIRO LAFAIETE"";1764,74;9427343,53;9429108,27"
"""311840 CONSELHEIRO PENA"";-;630915,25;630915,25"
"""311860 CONTAGEM"";147411,28;36445728,28;36593139,56"
"""311880 CORACAO DE JESUS"";-;979066,11;979066,11"
"""311930 COROMANDEL"";-;692881,37;692881,37"
"""311940 CORONEL FABRICIANO"";1503,33;7403376,20;7404879,53"
"""312020 CRISTAIS"";-;182377,16;182377,16"
"""312050 CRISTINA"";-;289256,07;289256,07"
"""312080 CRUZILIA"";-;1166000,87;1166000,87"
"""312090 CURVELO"";3823,63;13156386,94;13160210,57"
"""312120 DELFINOPOLIS"";-;58782,14;58782,14"
"""312160 DIAMANTINA"";877436,26;22597182,28;23474618,54"
"""312200 DIVINO"";-;317979,83;317979,83"
"""312210 DIVINO DAS LARANJEIRAS"";-;53881,69;53881,69"
"""312230 DIVINOPOLIS"";3168730,39;41395885,05;44564615,44"
"""312260 DOM JOAQUIM"";-;80153,00;80153,00"
"""312270 DOM SILVERIO"";-;80558,21;80558,21"
"""312320 DORES DO INDAIA"";-;443442,92;443442,92"
"""312360 ELOI MENDES"";-;1063381,87;1063381,87"
"""312390 ENTRE RIOS DE MINAS"";931,42;615249,80;616181,22"
"""312400 ERVALIA"";-;405735,50;405735,50"
"""312410 ESMERALDAS"";-;1117861,50;1117861,50"
"""312420 ESPERA FELIZ"";-;404043,79;404043,79"
"""312430 ESPINOSA"";-;788500,32;788500,32"
"""312450 ESTIVA"";-;110688,51;110688,51"
"""312470 ESTRELA DO INDAIA"";-;94739,26;94739,26"
"""312490 EUGENOPOLIS"";-;371076,66;371076,66"
"""312510 EXTREMA"";-;2220180,77;2220180,77"
"""312560 FELISBURGO"";-;291142,55;291142,55"
"""312590 FERROS"";-;143328,78;143328,78"
"""312595 FERVEDOURO"";-;123411,16;123411,16"
"""312610 FORMIGA"";603608,83;11309067,20;11912676,03"
"""312670 FRANCISCO SA"";-;865045,39;865045,39"
"""312710 FRUTAL"";-;1368040,18;1368040,18"
"""312760 GOUVEIA"";-;390799,93;390799,93"
"""312770 GOVERNADOR VALADARES"";5614234,63;65708637,87;71322872,50"
"""312780 GRAO MOGOL"";-;459987,95;459987,95"
"""312800 GUANHAES"";-;4345594,94;4345594,94"
"""312810 GUAPE"";891,02;207563,95;208454,97"
"""312830 GUARANESIA"";-;318846,81;318846,81"
"""312860 GUARDA-MOR"";-;118687,63;118687,63"
"""312870 GUAXUPE"";-;5078233,14;5078233,14"
"""312910 GURINHATA"";-;40079,87;40079,87"
"""312940 IBERTIOGA"";-;69421,66;69421,66"
"""312950 IBIA"";-;371716,65;371716,65"
"""312970 IBIRACI"";-;7483,07;7483,07"
"""312980 IBIRITE"";-;5033081,66;5033081,66"
"""313030 IGUATAMA"";-;180375,85;180375,85"
"""313050 ILICINEA"";-;177548,59;177548,59"
"""313090 INHAPIM"";-;621271,27;621271,27"
"""313120 IPANEMA"";-;966393,44;966393,44"
"""313130 IPATINGA"";3977364,32;55818431,81;59795796,13"
"""313150 IPUIUNA"";-;78369,96;78369,96"
"""313170 ITABIRA"";5168,26;13094111,47;13099279,73"
"""313180 ITABIRINHA"";-;529350,07;529350,07"
"""313190 ITABIRITO"";3310,90;1231630,77;1234941,67"
"""313210 ITACARAMBI"";-;277410,93;277410,93"
"""313220 ITAGUARA"";-;442813,09;442813,09"
"""313230 ITAIPE"";-;188213,18;188213,18"
"""313240 ITAJUBA"";2760471,80;19297663,25;22058135,05"
"""313250 ITAMARANDIBA"";-;1240082,88;1240082,88"
"""313270 ITAMBACURI"";-;1783877,47;1783877,47"
"""313300 ITAMONTE"";-;402258,08;402258,08"
"""313310 ITANHANDU"";-;2616812,39;2616812,39"
"""313320 ITANHOMI"";-;715919,39;715919,39"
"""313330 ITAOBIM"";-;1948929,08;1948929,08"
"""313350 ITAPECERICA"";-;471995,61;471995,61"
"""313375 ITAU DE MINAS"";-;149903,25;149903,25"
"""313380 ITAUNA"";7374,09;9261464,71;9268838,80"
"""313420 ITUIUTABA"";-;7778437,20;7778437,20"
"""313440 ITURAMA"";-;1194571,97;1194571,97"
"""313460 JABOTICATUBAS"";-;171237,63;171237,63"
"""313470 JACINTO"";6329,86;637350,24;643680,10"
"""313490 JACUTINGA"";-;591802,02;591802,02"
"""313505 JAIBA"";-;362537,56;362537,56"
"""313510 JANAUBA"";-;11574382,70;11574382,70"
"""313520 JANUARIA"";-;2053056,63;2053056,63"
"""313540 JECEABA"";-;51519,86;51519,86"
"""313580 JEQUITINHONHA"";339,02;740795,60;741134,62"
"""313600 JOAIMA"";-;368499,21;368499,21"
"""313620 JOAO MONLEVADE"";-;6380269,88;6380269,88"
"""313630 JOAO PINHEIRO"";12347,07;2096143,53;2108490,60"
"""313650 JORDANIA"";-;180641,15;180641,15"
"""313670 JUIZ DE FORA"";20798917,10;103797499,14;124596416,24"
"""313690 JURUAIA"";-;202961,27;202961,27"
"""313700 LADAINHA"";-;305000,27;305000,27"
"""313710 LAGAMAR"";-;66017,86;66017,86"
"""313720 LAGOA DA PRATA"";-;5483521,84;5483521,84"
"""313750 LAGOA FORMOSA"";-;361901,00;361901,00"
"""313760 LAGOA SANTA"";-;3084249,95;3084249,95"
"""313770 LAJINHA"";-;394317,22;394317,22"
"""313780 LAMBARI"";-;442891,81;442891,81"
"""313800 LARANJAL"";-;43346,77;43346,77"
"""313820 LAVRAS"";-;11387639,33;11387639,33"
"""313840 LEOPOLDINA"";-;4918102,11;4918102,11"
"""313860 LIMA DUARTE"";-;430983,24;430983,24"
"""313880 LUZ"";-;824220,12;824220,12"
"""313890 MACHACALIS"";-;257235,62;257235,62"
"""313900 MACHADO"";-;1075235,49;1075235,49"
"""313920 MALACACHETA"";-;1185130,74;1185130,74"
"""313930 MANGA"";-;1461942,75;1461942,75"
"""313940 MANHUACU"";5590,00;15429726,33;15435316,33"
"""313950 MANHUMIRIM"";-;4095587,53;4095587,53"
"""313960 MANTENA"";-;1073908,28;1073908,28"
"""313980 MAR DE ESPANHA"";-;218541,86;218541,86"
"""313990 MARIA DA FE"";-;156006,69;156006,69"
"""314000 MARIANA"";-;1792296,03;1792296,03"
"""314050 MARTINHO CAMPOS"";-;105342,07;105342,07"
"""314070 MATEUS LEME"";1188,50;699327,16;700515,66"
"""314090 MATIPO"";-;587661,78;587661,78"
"""314110 MATOZINHOS"";-;392749,27;392749,27"
"""314120 MATUTINA"";-;34896,36;34896,36"
"""314140 MEDINA"";-;1172436,46;1172436,46"
"""314150 MENDES PIMENTEL"";-;219692,28;219692,28"
"""314160 MERCES"";-;253494,27;253494,27"
"""314180 MINAS NOVAS"";-;1565033,43;1565033,43"
"""314190 MINDURI"";-;12504,66;12504,66"
"""314200 MIRABELA"";-;513514,74;513514,74"
"""314220 MIRAI"";-;386764,32;386764,32"
"""314240 MOEMA"";-;149710,73;149710,73"
"""314260 MONSENHOR PAULO"";-;180207,41;180207,41"
"""314270 MONTALVANIA"";-;443249,19;443249,19"
"""314280 MONTE ALEGRE DE MINAS"";-;461945,69;461945,69"
"""314290 MONTE AZUL"";-;1334789,49;1334789,49"
"""314300 MONTE BELO"";-;238061,23;238061,23"
"""314310 MONTE CARMELO"";-;2464427,76;2464427,76"
"""314320 MONTE SANTO DE MINAS"";-;639683,97;639683,97"
"""314330 MONTES CLAROS"";12478309,18;81251083,65;93729392,83"
"""314350 MORADA NOVA DE MINAS"";-;116082,02;116082,02"
"""314390 MURIAE"";2381120,28;49336443,10;51717563,38"
"""314400 MUTUM"";-;651290,77;651290,77"
"""314410 MUZAMBINHO"";-;519599,95;519599,95"
"""314430 NANUQUE"";-;1780066,19;1780066,19"
"""314450 NAZARENO"";-;48173,92;48173,92"
"""314460 NEPOMUCENO"";-;538159,03;538159,03"
"""314470 NOVA ERA"";-;179316,11;179316,11"
"""314480 NOVA LIMA"";21928,64;5416875,37;5438804,01"
"""314500 NOVA PONTE"";-;132354,81;132354,81"
"""314510 NOVA RESENDE"";-;179085,72;179085,72"
"""314520 NOVA SERRANA"";550,94;2904010,64;2904561,58"
"""314530 NOVO CRUZEIRO"";-;773037,43;773037,43"
"""314560 OLIVEIRA"";-;5955270,56;5955270,56"
"""314590 OURO BRANCO"";-;660380,60;660380,60"
"""314600 OURO FINO"";-;1497285,99;1497285,99"
"""314610 OURO PRETO"";33328,63;8422506,54;8455835,17"
"""314630 PADRE PARAISO"";-;507743,80;507743,80"
"""314650 PAINS"";-;94759,92;94759,92"
"""314670 PALMA"";-;118461,72;118461,72"
"""314700 PARACATU"";2031,53;5572726,35;5574757,88"
"""314710 PARA DE MINAS"";-;10425798,18;10425798,18"
"""314720 PARAGUACU"";-;358270,60;358270,60"
"""314730 PARAISOPOLIS"";-;420065,52;420065,52"
"""314750 PASSABEM"";-;15312,91;15312,91"
"""314760 PASSA QUATRO"";-;457994,75;457994,75"
"""314770 PASSA TEMPO"";-;169704,23;169704,23"
"""314790 PASSOS"";6069924,06;42114617,87;48184541,93"
"""314800 PATOS DE MINAS"";7809,52;18050052,23;18057861,75"
"""314810 PATROCINIO"";-;9571698,06;9571698,06"
"""314860 PECANHA"";-;2945016,17;2945016,17"
"""314870 PEDRA AZUL"";-;1213188,99;1213188,99"
"""314910 PEDRALVA"";-;100643,79;100643,79"
"""314930 PEDRO LEOPOLDO"";-;1149611,50;1149611,50"
"""314980 PERDIZES"";-;379939,80;379939,80"
"""314990 PERDOES"";-;444517,38;444517,38"
"""315030 PIEDADE DO RIO GRANDE"";-;66387,21;66387,21"
"""315050 PIMENTA"";-;56347,64;56347,64"
"""315080 PIRANGA"";-;287158,75;287158,75"
"""315110 PIRAPETINGA"";-;285556,44;285556,44"
"""315120 PIRAPORA"";348,18;9380384,92;9380733,10"
"""315140 PITANGUI"";-;735240,01;735240,01"
"""315150 PIUMHI"";1009,02;3257118,14;3258127,16"
"""315170 POCO FUNDO"";-;1437706,45;1437706,45"
"""315180 POCOS DE CALDAS"";4522522,15;30786954,35;35309476,50"
"""315190 POCRANE"";-;28853,63;28853,63"
"""315200 POMPEU"";-;460316,47;460316,47"
"""315210 PONTE NOVA"";1539038,25;26232027,93;27771066,18"
"""315220 PORTEIRINHA"";-;1004393,82;1004393,82"
"""315240 POTE"";-;181217,22;181217,22"
"""315250 POUSO ALEGRE"";3465391,23;47370507,38;50835898,61"
"""315260 POUSO ALTO"";-;127909,85;127909,85"
"""315270 PRADOS"";-;169212,17;169212,17"
"""315280 PRATA"";-;720326,17;720326,17"
"""315290 PRATAPOLIS"";-;21239,83;21239,83"
"""315310 PRESIDENTE BERNARDES"";-;32891,51;32891,51"
"""315340 PRESIDENTE OLEGARIO"";-;291089,03;291089,03"
"""315400 RAUL SOARES"";-;757946,55;757946,55"
"""315410 RECREIO"";-;263909,77;263909,77"
"""315420 RESENDE COSTA"";-;546818,98;546818,98"
"""315430 RESPLENDOR"";1268,06;1907871,98;1909140,04"
"""315460 RIBEIRAO DAS NEVES"";10499,02;2264457,62;2274956,64"
"""315470 RIBEIRAO VERMELHO"";-;56022,74;56022,74"
"""315490 RIO CASCA"";-;306248,20;306248,20"
"""315520 RIO ESPERA"";-;25922,60;25922,60"
"""315550 RIO PARANAIBA"";-;186590,64;186590,64"
"""315560 RIO PARDO DE MINAS"";-;632622,19;632622,19"
"""315570 RIO PIRACICABA"";-;221326,29;221326,29"
"""315580 RIO POMBA"";-;1444754,81;1444754,81"
"""315590 RIO PRETO"";-;124785,63;124785,63"
"""315600 RIO VERMELHO"";-;133544,92;133544,92"
"""315660 RUBIM"";-;273536,21;273536,21"
"""315670 SABARA"";-;1514830,02;1514830,02"
"""315680 SABINOPOLIS"";-;778650,09;778650,09"
"""315690 SACRAMENTO"";-;928080,76;928080,76"
"""315700 SALINAS"";-;3607104,47;3607104,47"
"""315710 SALTO DA DIVISA"";-;120222,50;120222,50"
"""315720 SANTA BARBARA"";-;887160,56;887160,56"
"""315770 SANTA JULIANA"";-;203123,06;203123,06"
"""315780 SANTA LUZIA"";11363,34;5351066,98;5362430,32"
"""315790 SANTA MARGARIDA"";-;431805,42;431805,42"
"""315820 SANTA MARIA DO SUACUI"";-;1041057,65;1041057,65"
"""315930 SANTA RITA DE JACUTINGA"";-;116334,63;116334,63"
"""315960 SANTA RITA DO SAPUCAI"";-;3015932,59;3015932,59"
"""315980 SANTA VITORIA"";-;432128,08;432128,08"
"""315990 SANTO ANTONIO DO AMPARO"";-;2571885,62;2571885,62"
"""316040 SANTO ANTONIO DO MONTE"";-;2930549,55;2930549,55"
"""316070 SANTOS DUMONT"";-;3259397,60;3259397,60"
"""316100 SAO DOMINGOS DO PRATA"";-;298719,11;298719,11"
"""316110 SAO FRANCISCO"";2877,88;1632768,41;1635646,29"
"""316200 SAO GONCALO DO SAPUCAI"";-;817876,02;817876,02"
"""316210 SAO GOTARDO"";-;1272558,67;1272558,67"
"""316220 SAO JOAO BATISTA DO GLORIA"";-;56228,81;56228,81"
"""316240 SAO JOAO DA PONTE"";-;955149,92;955149,92"
"""316250 SAO JOAO DEL REI"";1143,63;20952554,95;20953698,58"
"""316257 SAO JOAO DO MANTENINHA"";-;3924,87;3924,87"
"""316270 SAO JOAO DO PARAISO"";-;629443,08;629443,08"
"""316280 SAO JOAO EVANGELISTA"";-;1157998,36;1157998,36"
"""316290 SAO JOAO NEPOMUCENO"";-;637938,06;637938,06"
"""316370 SAO LOURENCO"";37438,56;12674280,43;12711718,99"
"""316390 SAO PEDRO DA UNIAO"";-;39263,69;39263,69"
"""316420 SAO ROMAO"";-;101809,04;101809,04"
"""316430 SAO ROQUE DE MINAS"";-;33216,13;33216,13"
"""316470 SAO SEBASTIAO DO PARAISO"";2948522,10;21275046,93;24223569,03"
"""316500 SAO TIAGO"";-;214625,72;214625,72"
"""316530 SAO VICENTE DE MINAS"";-;131261,37;131261,37"
"""316570 SENADOR FIRMINO"";-;30361,86;30361,86"
"""316680 SERRA DO SALITRE"";-;306030,14;306030,14"
"""316690 SERRANIA"";-;55248,61;55248,61"
"""316710 SERRO"";-;1548896,06;1548896,06"
"""316720 SETE LAGOAS"";1509513,43;24936838,48;26446351,91"
"""316800 TAIOBEIRAS"";-;8535481,49;8535481,49"
"""316840 TARUMIRIM"";-;1185638,55;1185638,55"
"""316860 TEOFILO OTONI"";1238221,30;32765652,99;34003874,29"
"""316870 TIMOTEO"";1358,66;4476258,62;4477617,28"
"""316890 TIROS"";-;64295,30;64295,30"
"""316930 TRES CORACOES"";-;7802117,80;7802117,80"
"""316935 TRES MARIAS"";-;915520,47;915520,47"
"""316940 TRES PONTAS"";10358,03;4798929,02;4809287,05"
"""316960 TUPACIGUARA"";-;38383,03;38383,03"
"""316970 TURMALINA"";8621,63;1827933,36;1836554,99"
"""316990 UBA"";11584,29;16991753,99;17003338,28"
"""317010 UBERABA"";2305144,69;59478497,23;61783641,92"
"""317020 UBERLANDIA"";8520047,19;97386723,94;105906771,13"
"""317040 UNAI"";-;4585780,37;4585780,37"
"""317043 UNIAO DE MINAS"";-;95542,29;95542,29"
"""317052 URUCUIA"";-;282076,45;282076,45"
"""317070 VARGINHA"";2175141,33;30217656,77;32392798,10"
"""317080 VARZEA DA PALMA"";-;779413,06;779413,06"
"""317090 VARZELANDIA"";-;249682,64;249682,64"
"""317100 VAZANTE"";-;453586,39;453586,39"
"""317120 VESPASIANO"";-;961330,05;961330,05"
"""317130 VICOSA"";25502,10;10592238,30;10617740,40"
"""317160 VIRGEM DA LAPA"";-;90541,42;90541,42"
"""317170 VIRGINIA"";-;110611,27;110611,27"
"""317180 VIRGINOPOLIS"";-;442837,35;442837,35"
"""317200 VISCONDE DO RIO BRANCO"";-;4618486,68;4618486,68"
"""320010 AFONSO CLAUDIO"";-;770450,46;770450,46"
"""320020 ALEGRE"";-;606472,79;606472,79"
"""320040 ANCHIETA"";-;378272,63;378272,63"
"""320060 ARACRUZ"";-;4938702,41;4938702,41"
"""320070 ATILIO VIVACQUA"";-;31886,03;31886,03"
"""320080 BAIXO GUANDU"";-;764205,80;764205,80"
"""320090 BARRA DE SAO FRANCISCO"";-;2773216,46;2773216,46"
"""320100 BOA ESPERANCA"";-;209765,95;209765,95"
"""320120 CACHOEIRO DE ITAPEMIRIM"";4825879,37;47735117,98;52560997,35"
"""320130 CARIACICA"";6066126,10;4626341,05;10692467,15"
"""320140 CASTELO"";-;520672,76;520672,76"
"""320150 COLATINA"";2125039,96;44061724,13;46186764,09"
"""320170 CONCEICAO DO CASTELO"";-;48059,26;48059,26"
"""320190 DOMINGOS MARTINS"";-;673645,78;673645,78"
"""320210 ECOPORANGA"";-;592435,38;592435,38"
"""320230 GUACUI"";-;6120533,69;6120533,69"
"""320240 GUARAPARI"";-;2079249,43;2079249,43"
"""320245 IBATIBA"";-;238306,56;238306,56"
"""320280 ITAPEMIRIM"";-;3327813,25;3327813,25"
"""320290 ITARANA"";-;66867,80;66867,80"
"""320300 IUNA"";-;976043,09;976043,09"
"""320305 JAGUARE"";-;187858,70;187858,70"
"""320310 JERONIMO MONTEIRO"";115518,00;1425926,46;1541444,46"
"""320313 JOAO NEIVA"";-;233109,10;233109,10"
"""320316 LARANJA DA TERRA"";-;82085,61;82085,61"
"""320320 LINHARES"";1780540,99;19534266,06;21314807,05"
"""320340 MIMOSO DO SUL"";-;717491,96;717491,96"
"""320350 MONTANHA"";-;534594,09;534594,09"
"""320360 MUCURICI"";-;371066,38;371066,38"
"""320370 MUNIZ FREIRE"";-;72098,06;72098,06"
"""320380 MUQUI"";-;175069,93;175069,93"
"""320390 NOVA VENECIA"";39656,17;1282049,36;1321705,53"
"""320400 PANCAS"";-;43346,70;43346,70"
"""320405 PEDRO CANARIO"";-;526817,73;526817,73"
"""320410 PINHEIROS"";-;182353,27;182353,27"
"""320435 RIO BANANAL"";-;33359,06;33359,06"
"""320450 SANTA LEOPOLDINA"";-;836025,11;836025,11"
"""320455 SANTA MARIA DE JETIBA"";135,00;1156287,94;1156422,94"
"""320460 SANTA TERESA"";-;5466869,62;5466869,62"
"""320470 SAO GABRIEL DA PALHA"";-;150911,78;150911,78"
"""320480 SAO JOSE DO CALCADO"";-;2539455,25;2539455,25"
"""320490 SAO MATEUS"";-;9481723,09;9481723,09"
"""320500 SERRA"";349640,29;58136111,21;58485751,50"
"""320503 VARGEM ALTA"";-;122361,62;122361,62"
"""320506 VENDA NOVA DO IMIGRANTE"";-;4999706,19;4999706,19"
"""320520 VILA VELHA"";8898866,91;60883423,85;69782290,76"
"""320530 VITORIA"";7865314,51;111685607,81;119550922,32"
"""330010 ANGRA DOS REIS"";6773,67;11045172,11;11051945,78"
"""330015 APERIBE"";-;560986,21;560986,21"
"""330020 ARARUAMA"";-;5423634,36;5423634,36"
"""330022 AREAL"";-;114184,54;114184,54"
"""330023 ARMACAO DOS BUZIOS"";78307,40;1769934,51;1848241,91"
"""330025 ARRAIAL DO CABO"";8283,54;882712,89;890996,43"
"""330030 BARRA DO PIRAI"";-;5668014,07;5668014,07"
"""330040 BARRA MANSA"";2151857,53;26383019,59;28534877,12"
"""330045 BELFORD ROXO"";-;17099947,30;17099947,30"
"""330050 BOM JARDIM"";-;771710,03;771710,03"
"""330060 BOM JESUS DO ITABAPOANA"";19777,49;15025120,69;15044898,18"
"""330070 CABO FRIO"";425124,90;12057055,89;12482180,79"
"""330080 CACHOEIRAS DE MACACU"";-;1527503,89;1527503,89"
"""330090 CAMBUCI"";-;1414486,99;1414486,99"
"""330100 CAMPOS DOS GOYTACAZES"";4243879,99;76144633,48;80388513,47"
"""330110 CANTAGALO"";-;1672510,37;1672510,37"
"""330120 CARMO"";-;451362,35;451362,35"
"""330130 CASIMIRO DE ABREU"";42308,87;1758731,67;1801040,54"
"""330140 CONCEICAO DE MACABU"";-;198848,54;198848,54"
"""330150 CORDEIRO"";-;483611,26;483611,26"
"""330160 DUAS BARRAS"";-;198885,61;198885,61"
"""330170 DUQUE DE CAXIAS"";1492756,45;70580650,07;72073406,52"
"""330180 ENGENHEIRO PAULO DE FRONTIN"";-;136885,88;136885,88"
"""330185 GUAPIMIRIM"";22852,43;2657865,02;2680717,45"
"""330190 ITABORAI"";43863,02;8899633,01;8943496,03"
"""330200 ITAGUAI"";-;3262319,59;3262319,59"
"""330210 ITAOCARA"";-;707700,63;707700,63"
"""330220 ITAPERUNA"";4973510,73;40082892,12;45056402,85"
"""330225 ITATIAIA"";-;455579,36;455579,36"
"""330227 JAPERI"";-;311569,72;311569,72"
"""330230 LAJE DO MURIAE"";-;49210,83;49210,83"
"""330240 MACAE"";1196802,55;22388605,71;23585408,26"
"""330250 MAGE"";-;3449697,88;3449697,88"
"""330260 MANGARATIBA"";60642,72;1050171,16;1110813,88"
"""330270 MARICA"";1235,00;10838365,99;10839600,99"
"""330280 MENDES"";-;155735,94;155735,94"
"""330285 MESQUITA"";-;4795783,07;4795783,07"
"""330290 MIGUEL PEREIRA"";-;1601623,90;1601623,90"
"""330300 MIRACEMA"";-;1323320,29;1323320,29"
"""330310 NATIVIDADE"";-;336308,31;336308,31"
"""330320 NILOPOLIS"";-;6585209,27;6585209,27"
"""330330 NITEROI"";722504,57;45863154,39;46585658,96"
"""330340 NOVA FRIBURGO"";1639568,94;19559721,17;21199290,11"
"""330350 NOVA IGUACU"";46750,00;32641985,10;32688735,10"
"""330360 PARACAMBI"";-;796345,18;796345,18"
"""330370 PARAIBA DO SUL"";-;9712027,96;9712027,96"
"""330380 PARATY"";47932,62;1481324,73;1529257,35"
"""330390 PETROPOLIS"";1019063,15;57365303,38;58384366,53"
"""330395 PINHEIRAL"";-;260253,67;260253,67"
"""330400 PIRAI"";-;2262203,59;2262203,59"
"""330411 PORTO REAL"";17839,26;954001,83;971841,09"
"""330412 QUATIS"";-;176360,70;176360,70"
"""330414 QUEIMADOS"";-;4902036,29;4902036,29"
"""330415 QUISSAMA"";6995,31;2656168,15;2663163,46"
"""330420 RESENDE"";-;8886099,60;8886099,60"
"""330430 RIO BONITO"";-;9672894,67;9672894,67"
"""330440 RIO CLARO"";-;155158,55;155158,55"
"""330450 RIO DAS FLORES"";-;243804,94;243804,94"
"""330452 RIO DAS OSTRAS"";-;2874198,40;2874198,40"
"""330455 RIO DE JANEIRO"";56138551,31;472609306,39;528747857,70"
"""330460 SANTA MARIA MADALENA"";3275,07;405149,06;408424,13"
"""330470 SANTO ANTONIO DE PADUA"";-;2557815,07;2557815,07"
"""330475 SAO FRANCISCO DE ITABAPOANA"";-;690459,04;690459,04"
