"""Munic¡pio"";""04 Fundo de A‡äes Estrat‚gicas e Compensa‡äes FAEC"";""05 Incentivo - MAC"";""06 M‚dia e Alta Complexidade (MAC)"";""Total"""
"""412460 SAO CARLOS DO IVAI"";-;-;1027,08;1027,08"
"""412490 SAO JOAO DO CAIUA"";-;-;2927,18;2927,18"
"""412500 SAO JOAO DO IVAI"";-;-;6864,95;6864,95"
"""412510 SAO JOAO DO TRIUNFO"";-;-;3157,90;3157,90"
"""412535 SAO JORGE DO PATROCINIO"";-;-;7844,29;7844,29"
"""412540 SAO JOSE DA BOA VISTA"";-;-;7507,36;7507,36"
"""412550 SAO JOSE DOS PINHAIS"";43379,13;-;2209041,51;2252420,64"
"""412560 SAO MATEUS DO SUL"";-;-;72168,76;72168,76"
"""412570 SAO MIGUEL DO IGUACU"";-;-;158862,39;158862,39"
"""412580 SAO PEDRO DO IVAI"";-;-;12603,34;12603,34"
"""412620 SAPOPEMA"";-;-;221,10;221,10"
"""412625 SARANDI"";-;-;802963,09;802963,09"
"""412650 SERTANOPOLIS"";-;-;5505,82;5505,82"
"""412660 SIQUEIRA CAMPOS"";-;-;19390,41;19390,41"
"""412667 TAMARANA"";-;-;650,03;650,03"
"""412670 TAMBOARA"";-;-;6032,94;6032,94"
"""412700 TEIXEIRA SOARES"";-;-;1565,62;1565,62"
"""412710 TELEMACO BORBA"";-;-;460721,28;460721,28"
"""412730 TERRA RICA"";-;-;15647,72;15647,72"
"""412750 TIBAGI"";-;-;8751,32;8751,32"
"""412760 TIJUCAS DO SUL"";-;-;9618,23;9618,23"
"""412770 TOLEDO"";18294,75;-;1868169,82;1886464,57"
"""412780 TOMAZINA"";-;-;13403,84;13403,84"
"""412785 TRES BARRAS DO PARANA"";-;-;27941,87;27941,87"
"""412796 TURVO"";-;-;20489,25;20489,25"
"""412800 UBIRATA"";36947,50;-;107814,30;144761,80"
"""412810 UMUARAMA"";1016912,89;-;3929073,83;4945986,72"
"""412820 UNIAO DA VITORIA"";-;-;718954,02;718954,02"
"""412840 URAI"";-;-;10267,03;10267,03"
"""412850 WENCESLAU BRAZ"";-;-;23392,78;23392,78"
"""412855 VERA CRUZ DO OESTE"";-;-;19748,98;19748,98"
"""412860 VERE"";-;-;16026,52;16026,52"
"""420010 ABELARDO LUZ"";77100,10;-;23677,88;100777,98"
"""420020 AGROLANDIA"";-;-;8002,85;8002,85"
"""420040 AGUA DOCE"";-;-;4821,50;4821,50"
"""420070 ALFREDO WAGNER"";-;-;22484,48;22484,48"
"""420090 ANGELINA"";70343,50;-;6612,80;76956,30"
"""420100 ANITA GARIBALDI"";-;-;95809,35;95809,35"
"""420110 ANITAPOLIS"";-;-;17341,58;17341,58"
"""420127 ARABUTA"";128558,31;-;7629,88;136188,19"
"""420140 ARARANGUA"";221712,93;-;959427,53;1181140,46"
"""420150 ARMAZEM"";515065,93;-;28234,05;543299,98"
"""420160 ARROIO TRINTA"";-;-;4190,86;4190,86"
"""420200 BALNEARIO CAMBORIU"";2442,20;-;896902,65;899344,85"
"""420230 BIGUACU"";181145,78;-;383948,91;565094,69"
"""420240 BLUMENAU"";4726312,84;-;5167841,98;9894154,82"
"""420260 BOM RETIRO"";32019,80;-;15764,41;47784,21"
"""420280 BRACO DO NORTE"";335805,79;-;234456,36;570262,15"
"""420290 BRUSQUE"";6949377,10;-;2698163,75;9647540,85"
"""420300 CACADOR"";722206,36;-;854176,67;1576383,03"
"""420310 CAIBI"";106677,51;-;7391,76;114069,27"
"""420320 CAMBORIU"";119321,94;-;3422,06;122744,00"
"""420330 CAMPO ALEGRE"";226319,24;-;15186,22;241505,46"
"""420340 CAMPO BELO DO SUL"";105370,97;-;17992,01;123362,98"
"""420350 CAMPO ERE"";-;-;23699,66;23699,66"
"""420360 CAMPOS NOVOS"";339850,52;-;315384,36;655234,88"
"""420380 CANOINHAS"";218000,54;-;213918,17;431918,71"
"""420390 CAPINZAL"";143515,17;-;66903,13;210418,30"
"""420410 CAXAMBU DO SUL"";-;-;1683,00;1683,00"
"""420420 CHAPECO"";817636,83;-;3962280,71;4779917,54"
"""420430 CONCORDIA"";392111,69;-;903203,72;1295315,41"
"""420440 CORONEL FREITAS"";194136,00;-;8300,63;202436,63"
"""420460 CRICIUMA"";1565589,25;-;3653352,42;5218941,67"
"""420470 CUNHA PORA"";280778,70;-;19270,00;300048,70"
"""420480 CURITIBANOS"";102593,86;-;709963,47;812557,33"
"""420490 DESCANSO"";35936,61;-;52505,50;88442,11"
"""420500 DIONISIO CERQUEIRA"";4983,34;-;55022,01;60005,35"
"""420530 FAXINAL DOS GUEDES"";271231,69;-;37139,78;308371,47"
"""420540 FLORIANOPOLIS"";4631884,03;-;7516681,54;12148565,57"
"""420550 FRAIBURGO"";27236,04;-;125541,65;152777,69"
"""420590 GASPAR"";73186,50;-;77785,81;150972,31"
"""420640 GUARACIABA"";95223,82;-;19540,97;114764,79"
"""420650 GUARAMIRIM"";212626,06;-;47388,01;260014,07"
"""420660 GUARUJA DO SUL"";-;-;6597,11;6597,11"
"""420690 IBIRAMA"";100252,09;-;420029,58;520281,67"
"""420700 ICARA"";169585,39;-;446436,48;616021,87"
"""420720 IMARUI"";-;-;33234,57;33234,57"
"""420730 IMBITUBA"";41780,42;-;264711,51;306491,93"
"""420750 INDAIAL"";52223,00;-;537949,49;590172,49"
"""420760 IPIRA"";7318,36;-;3939,66;11258,02"
"""420765 IPORA DO OESTE"";84163,24;-;17577,82;101741,06"
"""420770 IPUMIRIM"";-;-;8647,15;8647,15"
"""420790 IRINEOPOLIS"";-;-;22020,07;22020,07"
"""420800 ITA"";50582,25;-;24133,35;74715,60"
"""420810 ITAIOPOLIS"";-;-;11625,72;11625,72"
"""420820 ITAJAI"";2817177,20;-;5983961,55;8801138,75"
"""420830 ITAPEMA"";158156,91;-;98739,82;256896,73"
"""420840 ITAPIRANGA"";177451,27;-;6764,82;184216,09"
"""420850 ITUPORANGA"";33194,52;-;294187,23;327381,75"
"""420870 JACINTO MACHADO"";-;-;11677,84;11677,84"
"""420880 JAGUARUNA"";16668,94;-;27790,38;44459,32"
"""420890 JARAGUA DO SUL"";1059245,68;-;2886079,45;3945325,13"
"""420900 JOACABA"";1907779,92;-;1769998,76;3677778,68"
"""420910 JOINVILLE"";5975391,62;-;8724728,70;14700120,32"
"""420930 LAGES"";693593,89;-;4631779,36;5325373,25"
"""420940 LAGUNA"";21039,25;-;712514,28;733553,53"
"""420970 LEBON REGIS"";-;-;7379,11;7379,11"
"""420985 LINDOIA DO SUL"";-;-;41447,83;41447,83"
"""421003 LUZERNA"";10099,32;-;30692,82;40792,14"
"""421010 MAFRA"";1304410,70;-;1913248,69;3217659,39"
"""421030 MAJOR VIEIRA"";-;-;12008,65;12008,65"
"""421050 MARAVILHA"";211283,29;-;337243,88;548527,17"
"""421060 MASSARANDUBA"";28907,38;-;7668,47;36575,85"
"""421080 MELEIRO"";113946,43;-;28915,38;142861,81"
"""421090 MODELO"";-;-;22005,29;22005,29"
"""421100 MONDAI"";51693,94;-;44946,91;96640,85"
"""421120 MORRO DA FUMACA"";56622,85;-;111586,06;168208,91"
"""421130 NAVEGANTES"";41213,75;-;73118,13;114331,88"
"""421140 NOVA ERECHIM"";258987,15;-;4431,45;263418,60"
"""421150 NOVA TRENTO"";-;-;20431,24;20431,24"
"""421160 NOVA VENEZA"";395692,21;-;26881,86;422574,07"
"""421170 ORLEANS"";64484,11;-;74575,18;139059,29"
"""421175 OTACILIO COSTA"";280895,26;-;32168,11;313063,37"
"""421200 PALMA SOLA"";6399,46;-;32601,34;39000,80"
"""421210 PALMITOS"";231331,48;-;78533,40;309864,88"
"""421220 PAPANDUVA"";-;-;36948,62;36948,62"
"""421250 PENHA"";503422,07;-;1095,60;504517,67"
"""421260 PERITIBA"";-;-;5311,87;5311,87"
"""421290 PINHALZINHO"";104411,76;-;30103,76;134515,52"
"""421320 POMERODE"";47263,70;-;83563,42;130827,12"
"""421340 PONTE SERRADA"";-;-;138651,25;138651,25"
"""421360 PORTO UNIAO"";163543,87;-;560393,94;723937,81"
"""421370 POUSO REDONDO"";-;-;13207,57;13207,57"
"""421380 PRAIA GRANDE"";125708,32;-;88707,37;214415,69"
"""421400 PRESIDENTE GETULIO"";76730,77;-;12929,21;89659,98"
"""421420 QUILOMBO"";-;-;33350,48;33350,48"
"""421450 RIO DO CAMPO"";-;-;9262,19;9262,19"
"""421470 RIO DOS CEDROS"";15479,93;-;17656,37;33136,30"
"""421480 RIO DO SUL"";1024372,36;-;1998506,79;3022879,15"
"""421490 RIO FORTUNA"";116532,56;-;20796,14;137328,70"
"""421500 RIO NEGRINHO"";686571,04;-;177152,35;863723,39"
"""421530 SALETE"";-;-;6319,45;6319,45"
"""421540 SALTO VELOSO"";-;-;9504,07;9504,07"
"""421550 SANTA CECILIA"";-;-;80068,80;80068,80"
"""421570 SANTO AMARO DA IMPERATRIZ"";1069008,05;-;102503,82;1171511,87"
"""421580 SAO BENTO DO SUL"";212967,15;-;529547,74;742514,89"
"""421590 SAO BONIFACIO"";46852,80;-;20384,72;67237,52"
"""421600 SAO CARLOS"";333538,14;-;13441,23;346979,37"
"""421620 SAO FRANCISCO DO SUL"";28396,24;-;55556,47;83952,71"
"""421625 SAO JOAO DO OESTE"";96625,10;-;4345,86;100970,96"
"""421630 SAO JOAO BATISTA"";11477,86;-;29688,16;41166,02"
"""421650 SAO JOAQUIM"";161567,74;-;85025,38;246593,12"
"""421660 SAO JOSE"";2689157,41;-;4979911,71;7669069,12"
"""421670 SAO JOSE DO CEDRO"";238534,84;-;24674,23;263209,07"
"""421690 SAO LOURENCO DO OESTE"";25395,90;-;96161,94;121557,84"
"""421710 SAO MARTINHO"";-;-;11110,74;11110,74"
"""421720 SAO MIGUEL DO OESTE"";110304,75;-;833296,78;943601,53"
"""421725 SAO PEDRO DE ALCANTARA"";35069,40;-;102010,91;137080,31"
"""421730 SAUDADES"";298019,16;-;10167,62;308186,78"
"""421750 SEARA"";77343,08;-;31194,73;108537,81"
"""421770 SOMBRIO"";1424601,61;-;434034,55;1858636,16"
"""421780 TAIO"";869,98;-;23002,15;23872,13"
"""421790 TANGARA"";277408,58;-;14566,46;291975,04"
"""421800 TIJUCAS"";309933,78;-;89450,99;399384,77"
"""421810 TIMBE DO SUL"";249558,14;-;28528,14;278086,28"
"""421820 TIMBO"";479664,95;-;660587,14;1140252,09"
"""421830 TRES BARRAS"";12156,82;-;55141,53;67298,35"
"""421840 TREZE DE MAIO"";57522,03;-;75572,06;133094,09"
"""421860 TROMBUDO CENTRAL"";-;-;99671,64;99671,64"
"""421870 TUBARAO"";739363,88;-;2433204,15;3172568,03"
"""421875 TUNAPOLIS"";3510,96;-;38038,29;41549,25"
"""421880 TURVO"";5950,12;-;10517,92;16468,04"
"""421890 URUBICI"";-;-;5410,30;5410,30"
"""421900 URUSSANGA"";60228,43;-;55470,91;115699,34"
"""421910 VARGEAO"";190433,87;-;9180,49;199614,36"
"""421920 VIDAL RAMOS"";-;-;4129,85;4129,85"
"""421930 VIDEIRA"";539423,62;-;652312,99;1191736,61"
"""421950 XANXERE"";803203,87;-;1764161,17;2567365,04"
"""421960 XAVANTINA"";-;-;7386,27;7386,27"
"""421970 XAXIM"";11953,86;-;70139,50;82093,36"
"""430003 ACEGUA"";-;-;11770,20;11770,20"
"""430010 AGUDO"";-;-;101194,99;101194,99"
"""430020 AJURICABA"";-;-;49304,32;49304,32"
"""430030 ALECRIM"";-;-;34220,97;34220,97"
"""430040 ALEGRETE"";-;-;815169,55;815169,55"
"""430050 ALPESTRE"";-;-;14597,45;14597,45"
"""430060 ALVORADA"";-;-;480421,10;480421,10"
"""430064 AMETISTA DO SUL"";-;-;18485,48;18485,48"
"""430070 ANTA GORDA"";-;-;8858,04;8858,04"
"""430090 ARATIBA"";-;-;70400,50;70400,50"
"""430100 ARROIO DO MEIO"";-;-;151555,99;151555,99"
"""430120 ARROIO DO TIGRE"";-;-;47866,95;47866,95"
"""430130 ARROIO GRANDE"";-;-;23947,32;23947,32"
"""430140 ARVOREZINHA"";-;-;28321,41;28321,41"
"""430150 AUGUSTO PESTANA"";-;-;32480,06;32480,06"
"""430160 BAGE"";18823,36;-;660809,20;679632,56"
"""430210 BENTO GONCALVES"";17919,95;-;1323943,41;1341863,36"
"""430220 BOA VISTA DO BURICA"";-;-;17689,92;17689,92"
"""430235 BOM PRINCIPIO"";-;-;29935,35;29935,35"
"""430240 BOM RETIRO DO SUL"";-;-;36715,12;36715,12"
"""430280 CACAPAVA DO SUL"";-;-;103788,26;103788,26"
"""430290 CACEQUI"";-;-;29194,68;29194,68"
"""430300 CACHOEIRA DO SUL"";28772,55;-;1273937,85;1302710,40"
"""430310 CACHOEIRINHA"";2032,62;-;588769,24;590801,86"
"""430330 CAIBATE"";-;-;10948,47;10948,47"
"""430340 CAICARA"";-;-;31596,02;31596,02"
"""430350 CAMAQUA"";-;-;488417,12;488417,12"
"""430370 CAMPINA DAS MISSOES"";-;-;43448,96;43448,96"
"""430380 CAMPINAS DO SUL"";-;-;7888,37;7888,37"
"""430390 CAMPO BOM"";97741,83;-;516882,40;614624,23"
"""430400 CAMPO NOVO"";-;-;13183,36;13183,36"
"""430420 CANDELARIA"";-;-;138279,04;138279,04"
"""430430 CANDIDO GODOI"";2583,88;-;34133,26;36717,14"
"""430440 CANELA"";26786,71;-;93777,27;120563,98"
"""430450 CANGUCU"";-;-;349189,80;349189,80"
"""430463 CAPAO DA CANOA"";-;-;661032,13;661032,13"
"""430470 CARAZINHO"";212952,68;-;746847,25;959799,93"
"""430480 CARLOS BARBOSA"";-;-;118232,24;118232,24"
"""430490 CASCA"";-;-;44276,10;44276,10"
"""430510 CAXIAS DO SUL"";1334233,02;-;5906211,45;7240444,47"
"""430520 CERRO LARGO"";-;-;41153,48;41153,48"
"""430530 CHAPADA"";-;-;14044,83;14044,83"
"""430535 CHARQUEADAS"";141055,20;-;111575,61;252630,81"
"""430540 CHIAPETTA"";-;-;10327,58;10327,58"
"""430570 CONDOR"";-;-;14543,22;14543,22"
"""430580 CONSTANTINA"";-;-;17433,62;17433,62"
"""430590 CORONEL BICACO"";-;-;13151,64;13151,64"
"""430600 CRISSIUMAL"";-;-;93404,48;93404,48"
"""430610 CRUZ ALTA"";60824,74;-;1239848,17;1300672,91"
"""430620 CRUZEIRO DO SUL"";-;-;7225,51;7225,51"
"""430630 DAVID CANABARRO"";-;-;5611,00;5611,00"
"""430640 DOIS IRMAOS"";-;-;108048,42;108048,42"
"""430645 DOIS LAJEADOS"";-;-;32302,65;32302,65"
"""430650 DOM FELICIANO"";-;-;25011,25;25011,25"
"""430660 DOM PEDRITO"";-;-;97670,02;97670,02"
"""430680 ENCANTADO"";-;-;275185,51;275185,51"
"""430690 ENCRUZILHADA DO SUL"";-;-;194828,09;194828,09"
"""430700 ERECHIM"";24913,81;-;1718746,25;1743660,06"
"""430710 HERVAL"";-;-;11772,57;11772,57"
"""430750 ESPUMOSO"";-;-;75878,03;75878,03"
"""430760 ESTANCIA VELHA"";41121,69;-;95307,44;136429,13"
"""430770 ESTEIO"";-;-;596813,52;596813,52"
"""430780 ESTRELA"";-;-;870552,96;870552,96"
"""430790 FARROUPILHA"";6849,76;-;1057842,33;1064692,09"
"""430800 FAXINAL DO SOTURNO"";658001,62;-;278885,52;936887,14"
"""430820 FLORES DA CUNHA"";-;-;42544,06;42544,06"
"""430840 FORMIGUEIRO"";-;-;6236,72;6236,72"
"""430845 FORTALEZA DOS VALOS"";-;-;1411,41;1411,41"
"""430850 FREDERICO WESTPHALEN"";-;-;317721,87;317721,87"
"""430860 GARIBALDI"";9513,93;-;228225,06;237738,99"
"""430870 GAURAMA"";-;-;7888,43;7888,43"
"""430890 GETULIO VARGAS"";-;-;109264,07;109264,07"
"""430920 GRAVATAI"";-;-;590152,38;590152,38"
"""430925 GUABIJU"";-;-;960,64;960,64"
"""430930 GUAIBA"";833697,11;-;543767,41;1377464,52"
"""430940 GUAPORE"";-;-;119601,76;119601,76"
"""430950 GUARANI DAS MISSOES"";-;-;28336,57;28336,57"
"""430960 HORIZONTINA"";-;-;121400,95;121400,95"
"""430970 HUMAITA"";-;-;5900,50;5900,50"
"""431000 IBIRUBA"";1511,77;-;33159,19;34670,96"
"""431010 IGREJINHA"";496398,70;-;233077,61;729476,31"
"""431020 IJUI"";1545574,42;-;2045441,37;3591015,79"
"""431030 ILOPOLIS"";-;-;9084,63;9084,63"
"""431050 IRAI"";-;-;43584,88;43584,88"
"""431060 ITAQUI"";-;-;159404,42;159404,42"
"""431075 IVORA"";-;-;473,50;473,50"
"""431080 IVOTI"";-;-;43151,85;43151,85"
"""431085 JABOTICABA"";-;-;34584,68;34584,68"
"""431100 JAGUARAO"";-;-;69642,29;69642,29"
"""431110 JAGUARI"";-;-;40824,27;40824,27"
"""431120 JULIO DE CASTILHOS"";-;-;43847,47;43847,47"
"""431130 LAGOA VERMELHA"";-;-;77851,01;77851,01"
"""431150 LAVRAS DO SUL"";-;-;4627,24;4627,24"
"""431180 MARAU"";-;-;171574,07;171574,07"
"""431190 MARCELINO RAMOS"";-;-;15917,28;15917,28"
"""431210 MATA"";-;-;3023,11;3023,11"
"""431220 MAXIMILIANO DE ALMEIDA"";-;-;14631,07;14631,07"
"""431240 MONTENEGRO"";-;-;462143,79;462143,79"
"""431250 MOSTARDAS"";-;-;4191,62;4191,62"
"""431260 MUCUM"";-;-;9998,01;9998,01"
"""431265 NAO-ME-TOQUE"";-;-;77576,42;77576,42"
"""431270 NONOAI"";-;-;130432,57;130432,57"
"""431290 NOVA BASSANO"";-;-;18028,24;18028,24"
"""431300 NOVA BRESCIA"";-;-;14471,93;14471,93"
"""431310 NOVA PALMA"";-;-;67161,88;67161,88"
"""431320 NOVA PETROPOLIS"";17649,16;-;51797,23;69446,39"
"""431330 NOVA PRATA"";-;-;86256,15;86256,15"
"""431340 NOVO HAMBURGO"";630825,15;-;1919209,46;2550034,61"
"""431350 OSORIO"";186897,63;-;285814,64;472712,27"
"""431360 PAIM FILHO"";-;-;31219,65;31219,65"
"""431365 PALMARES DO SUL"";-;-;15890,79;15890,79"
"""431370 PALMEIRA DAS MISSOES"";-;-;331165,59;331165,59"
"""431380 PALMITINHO"";-;-;54775,13;54775,13"
"""431390 PANAMBI"";-;-;133238,73;133238,73"
"""431400 PARAI"";-;-;16724,89;16724,89"
"""431405 PAROBE"";611988,53;-;2598240,04;3210228,57"
"""431410 PASSO FUNDO"";4756042,99;-;7419964,98;12176007,97"
"""431420 PEDRO OSORIO"";-;-;23434,68;23434,68"
"""431430 PEJUCARA"";-;-;2312,88;2312,88"
"""431440 PELOTAS"";1002118,70;-;4578246,91;5580365,61"
"""431447 PINHAL GRANDE"";-;-;1342,80;1342,80"
"""431450 PINHEIRO MACHADO"";-;-;12044,09;12044,09"
"""431460 PIRATINI"";33935,32;-;80031,86;113967,18"
"""431470 PLANALTO"";-;-;25144,80;25144,80"
"""431480 PORTAO"";289383,04;-;139521,95;428904,99"
"""431490 PORTO ALEGRE"";12994516,35;-;29695040,01;42689556,36"
"""431500 PORTO LUCENA"";-;-;11561,16;11561,16"
"""431510 PORTO XAVIER"";-;-;22048,81;22048,81"
"""431515 PROGRESSO"";-;-;6054,30;6054,30"
"""431535 QUINZE DE NOVEMBRO"";-;-;9516,01;9516,01"
"""431560 RIO GRANDE"";196184,00;-;1699702,33;1895886,33"
"""431570 RIO PARDO"";21755,36;-;142218,97;163974,33"
"""431575 RIOZINHO"";-;-;3920,78;3920,78"
"""431580 ROCA SALES"";-;-;2241,99;2241,99"
"""431590 RODEIO BONITO"";74511,66;-;164381,99;238893,65"
"""431600 ROLANTE"";138841,02;-;165015,64;303856,66"
"""431610 RONDA ALTA"";75373,97;-;141902,99;217276,96"
"""431620 RONDINHA"";-;-;8335,22;8335,22"
"""431630 ROQUE GONZALES"";-;-;12771,59;12771,59"
"""431640 ROSARIO DO SUL"";-;-;317209,30;317209,30"
"""431643 SALDANHA MARINHO"";-;-;920,56;920,56"
"""431645 SALTO DO JACUI"";-;-;17413,27;17413,27"
"""431650 SALVADOR DO SUL"";-;-;4545,79;4545,79"
"""431660 SANANDUVA"";8886,75;-;179807,56;188694,31"
"""431670 SANTA BARBARA DO SUL"";-;-;19339,78;19339,78"
"""431680 SANTA CRUZ DO SUL"";776733,65;-;2217106,07;2993839,72"
"""431690 SANTA MARIA"";960411,87;-;3839341,52;4799753,39"
"""431710 SANT'ANA DO LIVRAMENTO"";-;-;521397,63;521397,63"
"""431720 SANTA ROSA"";984,07;-;1476671,65;1477655,72"
"""431730 SANTA VITORIA DO PALMAR"";-;-;79331,45;79331,45"
"""431740 SANTIAGO"";377541,78;-;565508,41;943050,19"
"""431750 SANTO ANGELO"";171882,31;-;1497458,19;1669340,50"
"""431760 SANTO ANTONIO DA PATRULHA"";28714,34;-;128933,44;157647,78"
"""431780 SANTO AUGUSTO"";-;-;132983,48;132983,48"
"""431790 SANTO CRISTO"";9827,59;-;53877,01;63704,60"
"""431800 SAO BORJA"";59314,26;-;479707,05;539021,31"
"""431810 SAO FRANCISCO DE ASSIS"";-;-;66480,22;66480,22"
"""431820 SAO FRANCISCO DE PAULA"";19381,32;-;52746,82;72128,14"
"""431830 SAO GABRIEL"";-;-;973046,34;973046,34"
"""431840 SAO JERONIMO"";-;-;684300,39;684300,39"
"""431843 SAO JOAO DO POLESINE"";-;-;17738,66;17738,66"
"""431860 SAO JOSE DO OURO"";-;-;62914,48;62914,48"
"""431870 SAO LEOPOLDO"";23665,15;-;1363954,37;1387619,52"
"""431880 SAO LOURENCO DO SUL"";-;-;168750,47;168750,47"
"""431890 SAO LUIZ GONZAGA"";-;-;256750,68;256750,68"
"""431900 SAO MARCOS"";-;-;59061,90;59061,90"
"""431910 SAO MARTINHO"";-;-;10578,97;10578,97"
"""431915 SAO MIGUEL DAS MISSOES"";-;-;38277,89;38277,89"
"""431930 SAO PAULO DAS MISSOES"";-;-;24496,60;24496,60"
"""431940 SAO PEDRO DO SUL"";15374,83;-;42780,51;58155,34"
"""431950 SAO SEBASTIAO DO CAI"";-;-;75290,84;75290,84"
"""431960 SAO SEPE"";93064,43;-;80453,06;173517,49"
"""431980 SAO VICENTE DO SUL"";-;-;7489,11;7489,11"
"""431990 SAPIRANGA"";106234,79;-;697255,28;803490,07"
"""432000 SAPUCAIA DO SUL"";115734,93;-;745963,22;861698,15"
"""432010 SARANDI"";100394,88;-;116751,16;217146,04"
"""432020 SEBERI"";8651,44;-;38191,80;46843,24"
"""432026 SEGREDO"";-;-;20986,80;20986,80"
"""432030 SELBACH"";-;-;5906,50;5906,50"
"""432050 SERTAO"";-;-;38783,66;38783,66"
"""432060 SEVERIANO DE ALMEIDA"";-;-;6084,66;6084,66"
"""432070 SOBRADINHO"";-;-;24013,43;24013,43"
"""432080 SOLEDADE"";-;-;141782,98;141782,98"
"""432090 TAPEJARA"";-;-;176530,34;176530,34"
"""432100 TAPERA"";-;-;31929,76;31929,76"
"""432110 TAPES"";-;-;72857,16;72857,16"
"""432120 TAQUARA"";-;-;854860,39;854860,39"
"""432130 TAQUARI"";-;-;51968,79;51968,79"
"""432140 TENENTE PORTELA"";239681,91;-;1141880,33;1381562,24"
"""432145 TEUTONIA"";-;-;203656,85;203656,85"
"""432150 TORRES"";74331,19;-;633683,37;708014,56"
"""432160 TRAMANDAI"";193939,29;-;1343463,18;1537402,47"
"""432170 TRES COROAS"";-;-;40708,48;40708,48"
"""432180 TRES DE MAIO"";-;-;350996,27;350996,27"
"""432190 TRES PASSOS"";1944,63;-;602028,15;603972,78"
"""432195 TRINDADE DO SUL"";-;-;41154,78;41154,78"
"""432200 TRIUNFO"";41128,65;-;49779,51;90908,16"
"""432210 TUCUNDUVA"";-;-;30598,32;30598,32"
"""432220 TUPANCIRETA"";-;-;32372,99;32372,99"
"""432230 TUPARENDI"";-;-;26713,62;26713,62"
"""432240 URUGUAIANA"";13383,02;-;852029,16;865412,18"
"""432250 VACARIA"";-;-;661548,99;661548,99"
"""432253 VALE DO SOL"";-;-;20171,17;20171,17"
"""432260 VENANCIO AIRES"";-;-;449530,05;449530,05"
"""432270 VERA CRUZ"";-;-;31589,77;31589,77"
"""432280 VERANOPOLIS"";-;-;137773,81;137773,81"
"""432290 VIADUTOS"";-;-;8905,20;8905,20"
"""432300 VIAMAO"";3211,00;-;816980,38;820191,38"
"""432380 XANGRI-LA"";41164,26;-;-;41164,26"
"""500020 AGUA CLARA"";-;-;9942,54;9942,54"
"""500060 AMAMBAI"";-;-;87945,04;87945,04"
"""500070 ANASTACIO"";-;-;25452,44;25452,44"
"""500080 ANAURILANDIA"";-;-;8496,52;8496,52"
"""500085 ANGELICA"";-;-;13435,90;13435,90"
"""500090 ANTONIO JOAO"";-;-;17079,24;17079,24"
"""500110 AQUIDAUANA"";-;-;435377,99;435377,99"
"""500124 ARAL MOREIRA"";-;-;8295,99;8295,99"
"""500150 BANDEIRANTES"";-;-;4076,71;4076,71"
"""500190 BATAGUASSU"";-;-;102326,23;102326,23"
"""500210 BELA VISTA"";-;-;78508,77;78508,77"
"""500215 BODOQUENA"";-;-;2934,22;2934,22"
"""500220 BONITO"";-;-;74825,36;74825,36"
"""500230 BRASILANDIA"";-;-;20144,83;20144,83"
"""500240 CAARAPO"";-;-;51569,26;51569,26"
"""500260 CAMAPUA"";-;-;12905,80;12905,80"
"""500270 CAMPO GRANDE"";2651910,56;-;14700438,81;17352349,37"
"""500280 CARACOL"";-;-;5777,41;5777,41"
"""500295 CHAPADAO DO SUL"";-;-;306993,54;306993,54"
"""500315 CORONEL SAPUCAIA"";-;-;18285,21;18285,21"
"""500320 CORUMBA"";-;-;510515,12;510515,12"
"""500325 COSTA RICA"";-;-;164553,98;164553,98"
"""500330 COXIM"";-;-;199621,04;199621,04"
"""500345 DEODAPOLIS"";-;-;3578,08;3578,08"
"""500348 DOIS IRMAOS DO BURITI"";-;-;13179,35;13179,35"
"""500370 DOURADOS"";431637,36;-;4076998,84;4508636,20"
"""500380 FATIMA DO SUL"";-;-;83691,61;83691,61"
"""500400 GLORIA DE DOURADOS"";-;-;15162,29;15162,29"
"""500410 GUIA LOPES DA LAGUNA"";-;-;14755,81;14755,81"
"""500430 IGUATEMI"";-;-;57758,31;57758,31"
"""500440 INOCENCIA"";-;-;7959,56;7959,56"
"""500450 ITAPORA"";-;-;19504,41;19504,41"
"""500460 ITAQUIRAI"";-;-;26183,57;26183,57"
"""500470 IVINHEMA"";-;-;48815,44;48815,44"
"""500500 JARDIM"";-;-;47446,37;47446,37"
"""500510 JATEI"";-;-;292,62;292,62"
"""500515 JUTI"";-;-;7829,68;7829,68"
"""500525 LAGUNA CARAPA"";-;-;2120,18;2120,18"
"""500540 MARACAJU"";-;-;212743,19;212743,19"
"""500560 MIRANDA"";-;-;30746,45;30746,45"
"""500568 MUNDO NOVO"";-;-;16964,24;16964,24"
"""500570 NAVIRAI"";-;-;159073,90;159073,90"
"""500580 NIOAQUE"";-;-;12550,03;12550,03"
"""500600 NOVA ALVORADA DO SUL"";-;-;32121,81;32121,81"
"""500625 NOVO HORIZONTE DO SUL"";-;-;9731,21;9731,21"
"""500635 PARANHOS"";-;-;39074,73;39074,73"
"""500640 PEDRO GOMES"";-;-;10697,02;10697,02"
"""500660 PONTA PORA"";32213,65;-;776860,07;809073,72"
"""500690 PORTO MURTINHO"";-;-;8510,70;8510,70"
"""500710 RIBAS DO RIO PARDO"";-;-;35796,61;35796,61"
"""500720 RIO BRILHANTE"";-;-;97091,44;97091,44"
"""500730 RIO NEGRO"";-;-;5346,44;5346,44"
"""500740 RIO VERDE DE MATO GROSSO"";-;-;8925,03;8925,03"
