"""Munic¡pio"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""350670 BOA ESPERANCA DO SUL"";-;-;-;38616,00;46397,60;40986,52;54603,10;55222,35;51612,06;42913,54;44380,07;52008,79;43129,45;48047,04;47074,07;46500,30;40601,70;46648,76;76438,55;44931,69;56301,58;54291,20;60099,17;58254,71;56107,51;51120,44;56526,71;55224,41;1268037,32"
"""350680 BOCAINA"";-;-;-;52452,11;33586,71;33973,44;35772,36;31079,11;55569,29;53025,80;56209,69;53760,95;61066,86;43386,57;52197,77;56418,88;55669,24;55940,22;60792,65;62547,66;55646,53;59795,67;62474,20;64217,53;60570,46;56497,66;58134,69;55438,61;1326224,66"
"""350690 BOFETE"";-;-;-;11572,19;9794,37;9553,81;8962,57;4111,65;3714,33;3275,22;3831,66;3877,02;4013,10;3452,25;3078,81;-;3393,81;4015,32;4307,32;4410,00;4830,84;22040,83;19794,49;17624,61;19343,29;17287,82;1297,80;1383,96;188967,07"
"""350700 BOITUVA"";-;-;-;328203,39;233133,82;268038,31;290664,96;298740,01;390788,35;363617,05;338609,91;310187,07;367872,04;305397,40;178982,58;165994,51;218755,08;214931,44;254667,56;288929,74;1080341,16;493077,75;495636,37;518545,75;467926,02;471616,86;437582,91;408930,78;9191170,82"
"""350710 BOM JESUS DOS PERDOES"";-;-;-;114078,44;151727,26;139220,80;157264,31;127381,14;144170,11;138686,71;139685,85;138671,16;157105,67;139356,03;68451,71;193784,07;167744,25;176900,84;178537,11;178928,85;181266,07;172023,57;185490,01;190870,32;207936,21;179070,56;173150,77;172710,25;3974212,07"
"""350715 BOM SUCESSO DE ITARARE"";-;-;-;1322,72;2599,87;2625,11;1540,36;2560,84;1353,21;3456,41;4976,19;4375,44;5652,49;3032,83;1238,70;831,60;1242,15;2693,85;3510,81;2656,54;675,28;82,17;213,22;74,21;5,10;-;-;2,55;46721,65"
"""350720 BORA"";-;-;-;5410,82;-;-;-;5084,33;5026,75;4797,80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20319,70"
"""350730 BORACEIA"";-;-;-;12308,93;14091,97;11806,91;3289,77;11359,90;10962,02;8900,46;9952,18;5349,41;161,30;10180,58;10954,11;12379,74;10619,14;9923,19;10292,64;8993,67;13045,82;9003,36;11205,28;13666,11;14906,12;11963,22;21407,03;18824,20;275547,06"
"""350740 BORBOREMA"";-;-;-;58724,49;55843,60;55778,20;114754,46;86278,54;78316,30;86075,17;131381,15;108401,41;125432,65;137598,98;85203,92;129614,26;120795,86;130681,44;124606,22;147032,99;144181,42;140927,71;139731,09;153762,68;155817,67;165823,79;178053,35;142058,47;2996875,82"
"""350745 BOREBI"";-;-;-;2910,04;6179,42;3385,31;4907,78;2401,61;4629,87;2405,22;7894,39;2833,64;6412,29;8654,68;7524,00;3564,24;6138,63;7929,85;9834,35;10968,06;8860,14;5035,28;6807,68;10503,10;11718,88;7143,98;5987,40;1979,69;156609,53"
"""350750 BOTUCATU"";2469,80;2629,15;13706,85;6571390,12;6830653,64;6953703,79;7488897,65;7215455,86;6902600,00;6827006,54;6966738,91;7261264,14;7640050,46;7098938,79;6434426,26;7061805,75;7245190,20;7064283,71;7187787,70;7311157,97;7161040,92;7424561,75;7557273,52;7610051,86;7619745,60;7505248,45;6877430,01;7250831,53;179086340,93"
"""350760 BRAGANCA PAULISTA"";-;121425,00;148583,62;3116461,06;3054139,11;3443638,33;3571175,98;3412840,34;3509834,54;3453517,84;3774354,28;4042723,33;3831434,17;3130035,61;3187660,36;3236655,66;3068672,80;3959617,32;3988582,24;3580087,70;3570071,57;3809608,54;3899729,87;4018374,67;4207137,19;3845062,13;3565634,94;3413556,24;89960614,44"
"""350770 BRAUNA"";-;-;-;8782,50;16385,00;19128,91;23167,97;22499,15;12191,55;12572,56;21974,12;21083,15;1106,66;881,07;10363,54;2429,99;4669,02;3427,46;5599,25;6653,16;7244,90;6289,26;6783,82;5981,60;4864,55;6217,93;-;-;230297,12"
"""350775 BREJO ALEGRE"";-;-;-;2442,76;2833,83;3935,44;3890,99;4287,19;3958,38;3132,38;3724,69;3478,50;2452,48;3656,65;3416,47;2966,05;5887,32;4062,35;5471,02;-;-;-;-;-;-;-;-;-;59596,50"
"""350780 BRODOWSKI"";-;-;-;154197,44;116836,43;126576,41;118369,61;116786,91;112851,12;107459,27;90288,20;106422,59;94579,47;83098,97;81100,05;88861,48;99194,86;100069,69;115096,99;140940,14;140466,75;124411,89;142819,05;147159,54;128172,25;115262,09;119966,92;-;2770988,12"
"""350790 BROTAS"";-;-;-;76362,13;75058,66;83775,96;83772,74;79633,91;87253,32;76463,81;77946,14;90811,46;92247,84;69918,19;89796,58;66307,09;83440,16;79855,44;61848,97;67442,82;62592,87;68919,73;83090,55;105266,12;82503,74;96128,68;76972,59;102516,46;2019925,96"
"""350800 BURI"";-;-;-;85763,45;88097,56;136544,36;151047,54;144115,61;134998,09;132002,83;101325,66;144172,92;151957,79;125076,94;109016,36;73053,40;116496,54;129091,58;151709,44;151078,13;145056,62;155605,63;148521,01;156265,33;145502,09;132413,48;134087,01;133558,11;3276557,48"
"""350810 BURITAMA"";-;-;-;596136,50;645234,67;647303,03;728285,18;714564,46;574432,32;619595,70;476691,30;455127,03;568252,75;460959,93;349691,16;551746,30;488066,72;455563,87;523603,25;459792,26;387806,96;541442,53;443940,51;426334,00;496474,74;449953,82;437773,72;419452,41;12918225,12"
"""350820 BURITIZAL"";-;-;-;10698,46;7944,81;7550,66;10626,42;12738,23;10039,45;9205,35;9001,82;8211,27;2593,86;8199,73;10850,27;7624,57;6240,64;9015,86;5678,91;6711,48;6580,71;9562,01;8633,38;7523,13;8014,46;8225,42;3008,82;4653,16;199132,88"
"""350830 CABRALIA PAULISTA"";-;-;-;4175,67;3687,79;2562,32;4422,52;7770,35;8723,19;8811,19;9498,05;9634,84;9999,38;9366,47;8820,51;6223,32;9561,15;10240,39;9265,78;9415,05;9893,18;11590,14;11579,93;11156,89;6939,03;9997,59;5688,45;6339,46;205362,64"
"""350840 CABREUVA"";-;10307,43;12458,32;723411,34;842599,66;912290,27;813365,02;936304,51;861826,54;867983,88;1070205,13;1056178,56;1256447,55;1081994,48;784772,27;1138688,14;1021987,22;870951,78;1054601,40;1088345,35;972115,03;1138079,91;980429,43;886658,28;800444,99;842407,51;806833,16;535142,28;23366829,44"
"""350850 CACAPAVA"";-;-;-;743679,18;693883,15;744777,99;782344,08;778443,48;702294,20;793932,59;699972,09;897417,60;840822,05;778462,60;692769,05;875446,71;904377,23;892617,10;916167,75;991069,51;869713,98;952992,01;978769,63;963456,00;959842,94;757046,56;752420,79;-;19962718,27"
"""350860 CACHOEIRA PAULISTA"";-;-;-;104626,58;118286,26;137501,36;144223,96;123118,20;112392,68;101869,93;87903,81;78462,93;73704,77;61232,32;64106,14;61963,20;61749,66;74941,16;105688,70;82587,14;69016,92;60910,41;121843,75;118757,65;239342,63;155129,26;181862,64;188627,66;2729849,72"
"""350870 CACONDE"";-;-;-;46393,43;37177,35;35720,79;31715,88;37510,10;34666,55;34210,68;32757,35;30334,17;29589,56;30574,62;19303,71;14687,62;25762,56;29741,50;33492,98;27505,39;20854,61;21363,22;20434,43;43621,33;38484,67;37136,78;38048,76;37671,61;788759,65"
"""350880 CAFELANDIA"";-;-;-;100247,96;70014,41;59071,36;97047,45;80344,70;89595,16;72447,85;76353,88;79680,34;72726,34;92472,70;50273,95;53243,77;89788,70;72787,40;73559,23;74609,19;84542,13;92490,51;107140,51;100648,57;94957,09;79963,40;68026,29;57085,59;1989118,48"
"""350890 CAIABU"";-;-;-;7398,57;9390,75;8586,26;942,00;3028,06;2649,45;2942,52;-;10295,86;11466,45;12669,93;8934,33;8145,84;8745,01;4050,00;6784,64;7013,34;7748,04;8806,62;5402,89;1164,48;1080,42;1044,00;586,91;2188,15;141064,52"
"""350900 CAIEIRAS"";-;-;1414,49;831982,66;645490,43;861281,15;911426,81;676133,03;681165,64;628899,59;766137,18;715466,45;466166,10;882569,39;649986,73;662190,64;669226,05;700034,65;828721,79;937090,33;772194,77;722143,28;793586,08;805774,65;858183,48;543636,07;822464,64;783536,86;18616902,94"
"""350910 CAIUA"";-;-;-;318,22;184,66;553,54;1627,33;1353,51;924,09;1379,51;1867,81;1124,79;1157,29;993,39;1146,07;1287,81;1696,29;1004,83;818,34;1407,87;782,67;834,96;1595,68;1056,30;10392,90;1332,68;8459,76;2721,06;46021,36"
"""350920 CAJAMAR"";-;-;-;787892,65;815035,42;1002513,30;1038681,82;995190,73;901159,59;913933,22;1024830,59;1030458,22;1012418,76;884627,89;778179,22;975817,20;725924,00;897441,98;761929,28;1228809,61;790107,18;1152100,02;1411680,99;1302199,13;1385809,61;1229680,14;1104502,32;1071660,50;25222583,37"
"""350925 CAJATI"";-;-;-;91317,08;90973,08;122236,02;114092,30;106747,71;123321,27;89164,12;117169,15;158284,22;151308,80;137673,65;127116,14;147020,04;99945,39;145225,25;166732,82;152471,28;122689,93;131689,31;138984,69;148996,76;145770,14;98674,17;128770,43;-;3056373,75"
"""350930 CAJOBI"";-;-;-;23573,17;17538,45;26660,82;21985,83;22666,18;25026,92;25402,88;28406,15;13017,44;24908,50;40862,90;40686,21;54110,69;53632,90;53975,25;62254,38;62689,98;52547,88;49946,75;51257,07;66789,72;60981,67;60865,31;57379,24;61290,49;1058456,78"
"""350940 CAJURU"";-;-;-;62451,45;101870,56;66470,22;102938,34;72251,71;163753,10;169002,49;115501,33;179498,13;178140,11;179305,56;173750,10;189053,00;208763,41;234384,13;216512,15;181488,57;113187,34;191006,17;204981,69;214268,08;220524,48;197005,11;151114,37;175829,57;4063051,17"
"""350945 CAMPINA DO MONTE ALEGRE"";-;-;-;29944,44;18048,16;33446,14;33462,12;34381,44;26977,30;23752,44;30153,60;29173,73;26214,28;25806,57;29886,69;29006,97;26924,42;29722,50;29975,40;24250,57;32240,71;20442,78;25445,07;27507,25;29034,94;32901,44;32186,97;23870,47;704756,40"
"""350950 CAMPINAS"";171751,91;871605,16;3175930,44;26183081,11;24314332,55;26448615,35;28189121,87;27288012,14;28170881,08;25856443,00;27632346,64;28939634,11;28643088,75;26929811,64;25201721,34;26711397,81;27842411,87;27189075,96;27687707,44;27466514,69;27698284,64;28975733,38;29831677,09;29986784,99;29475720,25;27011401,98;24548875,42;24286983,35;686728945,96"
"""350960 CAMPO LIMPO PAULISTA"";-;-;-;1432373,77;1372814,72;1448990,38;1470613,52;1530286,45;1445587,64;1437161,81;1509895,55;1472749,19;1289251,42;1393367,94;1279519,02;1305240,58;1345307,96;1444133,27;1490239,47;1579024,91;1453453,07;1529433,94;1592613,87;1652410,24;1644216,91;1483297,28;1412138,27;1434363,47;36448484,65"
"""350970 CAMPOS DO JORDAO"";-;-;-;194759,65;185878,58;186600,55;193664,36;193671,84;194607,03;191994,35;201305,45;197955,15;197680,12;198360,05;198217,53;199390,31;201562,57;196411,42;199355,39;198091,84;158216,20;328320,98;339202,18;337993,66;401513,58;381893,70;372254,81;368497,05;6017398,35"
"""350980 CAMPOS NOVOS PAULISTA"";-;-;-;18876,36;16778,19;18303,47;23367,11;19837,86;21470,19;19758,68;24460,68;23441,26;25830,76;22534,68;20304,25;19779,54;14694,22;17858,84;21773,96;23023,84;20986,21;22266,16;19622,64;23270,84;25057,08;22783,19;21449,00;19248,23;526777,24"
"""350990 CANANEIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42490,73;50660,84;46184,63;55865,42;48734,63;45601,25;-;-;-;-;-;-;289537,50"
"""350995 CANAS"";-;-;-;16219,39;16518,62;19417,75;17779,74;16559,67;15454,46;15376,41;14919,56;15486,36;14996,46;14810,86;15273,06;15230,91;14767,97;11221,39;14916,79;16083,76;16648,11;17174,91;17302,76;17074,31;-;-;-;-;333233,25"
"""351000 CANDIDO MOTA"";-;-;-;290059,70;288565,35;375710,81;406060,08;413454,32;377559,14;320655,19;334941,28;357512,51;352467,58;315799,70;269238,47;336457,75;406523,66;402960,47;383232,17;417611,01;365293,81;345874,41;378875,29;382381,13;369385,71;328755,97;275628,00;-;8495003,51"
"""351010 CANDIDO RODRIGUES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3802,94;9237,39;15612,60;14065,88;13384,11;11483,57;11524,65;11438,75;11547,54;17984,95;-;-;120082,38"
"""351015 CANITAR"";-;-;-;32660,29;24838,76;26150,94;31154,55;27820,16;27554,60;24399,49;22725,60;28363,95;50209,92;24751,60;30781,55;24979,91;23695,52;28267,74;23444,56;36884,84;16691,73;25166,56;24446,68;23337,56;24387,52;21551,45;17458,08;21372,85;663096,41"
"""351020 CAPAO BONITO"";-;-;-;179810,21;214977,93;242798,63;237384,86;144716,52;199521,24;269636,15;287577,84;272885,10;287263,06;210706,90;231202,56;260822,59;253121,44;275814,79;276519,44;308961,25;304331,20;330191,20;293300,80;355607,27;362115,55;333582,23;275385,59;261073,41;6669307,76"
"""351030 CAPELA DO ALTO"";-;-;-;96034,38;103392,83;119832,60;127783,69;152376,16;175251,05;140063,95;176981,94;190287,42;179979,21;150529,58;152655,96;163067,02;159306,08;179317,97;183697,11;201284,94;193674,51;171428,37;184832,05;210479,60;205657,39;211439,42;186229,33;187419,84;4203002,40"
"""351040 CAPIVARI"";-;460,00;580,20;251633,22;279095,63;310895,95;333394,21;365449,83;273408,90;280138,13;373665,99;428653,32;549548,17;489768,07;360964,03;294973,88;259376,22;332811,63;367578,66;346613,51;294175,68;464721,02;415940,16;467347,24;474792,31;386217,85;301927,87;330802,78;9034934,46"
"""351050 CARAGUATATUBA"";72,60;1586,07;206058,30;2997566,58;2879951,97;3042936,69;3749773,05;3531441,32;3597286,57;3780005,85;3726288,61;3913712,98;4239753,99;3555082,52;3518645,53;3915076,24;3716326,14;3853422,99;3957800,33;4097700,27;3695538,56;3855275,22;3943998,22;4014370,40;3849704,61;3384142,87;3396257,63;3419551,99;91839328,10"
"""351060 CARAPICUIBA"";-;-;2765,74;2217286,75;2203052,42;2661672,01;3196178,34;1582389,90;2408874,74;2543954,27;2369495,40;2362123,74;2474534,30;1931093,17;2316710,12;2375805,56;2742100,88;2678176,79;2307148,71;2257090,54;1546544,27;1955224,60;1620504,71;2285874,32;1872219,45;1606997,40;1754698,14;1697225,17;54969741,44"
"""351070 CARDOSO"";-;-;-;263529,42;290943,15;265590,76;351429,94;339198,34;315758,39;406530,35;425907,77;526844,02;464995,73;298503,37;627331,37;691264,88;635855,04;700988,34;724264,78;755986,55;608833,56;554616,86;621367,04;651793,38;685595,27;601223,39;541686,60;520834,80;12870873,10"
"""351080 CASA BRANCA"";-;-;324,24;407888,66;348485,56;374970,51;379195,96;362374,26;364171,15;407034,93;474750,26;503493,03;498161,21;459078,79;514821,99;447148,12;418556,92;416632,58;421731,61;482991,08;577934,92;535537,50;554381,83;523807,53;523762,63;405086,12;557490,73;478799,19;11438611,31"
"""351090 CASSIA DOS COQUEIROS"";-;-;-;900,00;849,00;773,00;574,00;1240,00;847,00;406,00;875,21;462,00;498,00;628,00;430,00;627,21;1047,21;2,00;1,00;2,00;852,24;714,00;1022,09;1185,73;1192,62;1550,70;-;-;16679,01"
"""351100 CASTILHO"";-;-;-;99029,12;104736,97;122698,89;129607,93;106695,83;95672,56;77747,32;96053,84;104782,90;83482,30;78905,09;95447,46;94206,91;93816,39;98676,95;102930,24;117017,97;92460,54;99731,18;100061,50;102796,81;102634,31;125641,85;-;-;2324834,86"
"""351110 CATANDUVA"";-;-;2703,05;2872162,43;2984518,82;3246279,19;3498027,24;3288411,32;3061888,55;3104184,13;3056180,23;3016234,68;3039329,48;2857593,33;3022109,85;2745149,84;2877660,19;2906637,44;2942868,69;3106691,92;3111927,60;3194632,03;3263707,96;3565595,41;3467758,65;3213281,60;3120891,69;3080067,90;77646493,22"
"""351120 CATIGUA"";-;-;-;7381,50;2465,53;2824,01;8796,17;4032,87;5944,68;2745,73;6494,60;5694,99;6996,88;-;3150,00;3375,00;-;6662,25;15435,40;10585,96;5862,81;17549,01;3431,96;8080,76;3838,28;6338,61;1859,54;4784,84;144331,38"
"""351130 CEDRAL"";-;-;-;9395,84;10349,08;9561,21;28538,48;26373,24;56844,02;29752,18;25982,89;25570,88;28463,31;26522,72;19007,05;39654,63;37687,52;31068,32;30426,53;28475,78;41755,58;52860,28;61240,23;69456,22;61072,13;54055,06;55509,33;64148,42;923770,93"
"""351140 CERQUEIRA CESAR"";-;-;-;63399,83;75411,82;131125,65;125731,71;122456,83;116619,78;102944,22;110145,38;134642,39;97963,30;106559,57;135588,35;94755,86;98046,03;136880,00;138976,84;157613,88;143805,16;128319,00;183746,15;181872,38;170794,25;190285,48;124792,62;144734,35;3217210,83"
"""351150 CERQUILHO"";-;-;-;247165,40;211063,93;217236,73;219862,63;199679,01;208735,07;272419,89;255823,42;216708,29;220114,37;238208,59;134789,51;315604,76;286030,04;296243,43;362964,52;445645,25;418409,24;356795,68;374347,68;270434,65;190052,91;311813,37;414120,17;461024,79;7145293,33"
"""351160 CESARIO LANGE"";-;-;-;80756,39;138700,71;148030,90;162396,07;168006,87;168305,96;144111,29;147796,34;147308,32;155326,89;126857,08;109516,47;114345,36;156028,41;99547,35;210887,32;184852,34;177116,63;163673,98;194806,35;188484,65;200125,62;201844,51;131142,45;116386,27;3836354,53"
"""351170 CHARQUEADA"";-;-;-;80579,89;84275,54;126541,71;132786,86;133508,76;132958,94;123764,59;128269,02;140314,44;130725,24;121464,76;112381,76;126779,64;140065,47;154809,18;149095,75;154109,09;139949,07;147185,60;160864,96;156771,54;177521,80;166310,62;121319,34;147102,51;3389456,08"
"""351190 CLEMENTINA"";-;-;-;24891,06;24050,38;24839,03;26107,15;25415,02;24854,03;24115,99;25320,48;25406,95;25693,21;32462,32;32710,15;40502,71;40835,08;42326,40;35987,14;43458,99;33711,04;32504,85;36070,52;37037,56;37558,92;35476,53;34474,70;33092,53;798902,74"
"""351200 COLINA"";-;-;-;113900,85;117468,79;121617,81;140891,15;141453,38;154237,22;168942,00;193561,37;189979,00;245580,12;232934,24;177571,49;256173,86;252367,95;267820,41;305344,64;283443,32;246230,36;152999,63;142759,23;185575,63;283240,90;253173,43;144960,19;248966,20;5021193,17"
"""351210 COLOMBIA"";-;-;-;17079,90;17060,21;20630,32;26123,91;17190,21;21774,37;14757,50;21525,20;19531,44;21525,20;12172,88;14052,61;12573,28;19421,81;15187,39;17775,30;13342,41;4876,07;12098,07;15091,76;20744,70;20291,43;21549,23;15093,30;16036,60;427505,10"
"""351220 CONCHAL"";130,00;-;20,00;247712,38;298712,14;250249,53;321029,03;404506,85;432162,75;421495,51;361626,28;349113,38;350200,99;292101,42;323035,69;293496,58;327800,97;457028,30;367042,47;503291,34;459475,61;399287,86;544841,94;481992,43;487037,50;436100,73;594829,78;593048,49;9997369,95"
"""351230 CONCHAS"";-;-;-;108622,25;89364,61;96094,85;56921,89;160343,02;132125,25;106509,17;106607,27;121967,48;116127,19;113792,48;101578,53;135080,21;146133,62;144817,75;130883,83;129357,11;122558,41;123163,93;129038,07;147855,41;104151,06;152961,10;114567,12;118897,55;3009519,16"
"""351240 CORDEIROPOLIS"";-;-;-;-;-;197651,87;221759,53;212098,39;224096,39;178210,63;215550,60;217361,58;223098,20;200713,62;104565,94;100778,16;209806,98;266843,22;282679,77;263341,35;246511,12;234664,24;261107,94;275126,43;296773,17;234875,10;197183,67;-;4864797,90"
"""351250 COROADOS"";-;-;-;3193,18;2998,57;3232,15;6836,60;11045,02;3424,02;15628,10;12098,80;3981,45;13441,40;3097,95;1479,55;11333,00;3143,25;8644,00;3321,05;7948,05;4797,20;8024,45;2501,90;6839,12;10800,45;3105,15;2342,92;9355,20;162612,53"
"""351260 CORONEL MACEDO"";-;-;-;9064,35;5631,50;7449,24;11087,56;12962,88;9367,18;12155,27;9395,76;11014,00;8593,17;9351,14;5060,19;8448,70;11704,87;10705,28;10156,53;11067,57;13468,25;13486,10;11078,29;10089,80;16499,86;12577,15;4381,99;-;244796,63"
"""351270 CORUMBATAI"";-;-;-;13379,64;23825,69;25918,91;30900,70;30436,25;30635,85;26509,72;28773,58;34055,86;29816,56;32114,63;21778,10;39652,06;26900,12;23384,32;32563,10;26177,04;39261,82;26599,31;25926,88;27073,58;29976,45;24842,87;24527,21;11264,54;686294,79"
"""351280 COSMOPOLIS"";-;-;-;384561,35;360667,72;418144,95;437972,35;466536,84;452291,21;394909,96;395246,79;349534,69;372799,31;309435,17;263894,53;338157,06;341255,91;352157,06;355127,66;376795,30;331190,57;363350,91;383070,32;415325,42;404585,85;383816,98;266169,68;299188,20;9216185,79"
"""351290 COSMORAMA"";-;-;-;14066,35;15801,55;16144,86;-;19530,49;19013,31;17492,42;19137,60;23357,22;21026,86;-;-;24931,87;27436,16;28263,57;30221,23;24364,02;41287,66;34978,64;32817,75;27002,50;35863,67;30388,66;24973,91;-;528100,30"
"""351300 COTIA"";-;-;-;1064782,93;1255582,04;1503691,53;1359438,39;1372184,21;1789089,70;1323458,58;1734899,29;1915635,37;1839417,41;1765411,75;1594969,82;1220753,58;1560136,75;1396888,87;1386078,39;1484544,84;1651630,58;192660,18;1414863,52;1501210,16;1522601,90;1557557,37;1400006,88;1165556,53;35973050,57"
"""351310 CRAVINHOS"";-;-;-;139603,87;132296,17;125387,10;133560,33;149719,46;143854,01;86030,45;94075,72;118860,23;194028,38;171827,89;73214,69;181465,72;194067,47;108156,58;242270,53;246165,66;242491,92;236767,01;271505,20;225741,26;249159,04;224974,61;-;-;3985223,30"
"""351320 CRISTAIS PAULISTA"";-;-;-;9520,87;6804,27;2312,49;4228,06;16242,22;9150,23;8689,27;9120,08;9666,88;8368,31;7986,53;6457,97;1420,93;7739,30;4656,30;8627,01;21197,65;7506,64;25630,72;21595,12;8200,18;32591,45;41569,41;33800,20;55441,40;368523,49"
"""351340 CRUZEIRO"";-;280,14;-;533177,09;537262,17;581381,74;816684,80;872408,48;748986,88;831962,66;901152,64;954793,32;906800,76;866084,08;754373,68;756792,89;876837,94;783978,38;845072,32;852680,82;788127,45;792158,13;813600,68;812264,67;800750,21;789928,87;825276,13;830819,93;19873636,86"
"""351350 CUBATAO"";-;-;270,00;1220291,82;1276925,94;1458852,91;1508993,97;1488096,69;1407963,10;1458016,54;1479974,45;1417067,54;1527642,39;1267367,82;1257415,22;1250249,64;1330232,51;1423916,04;1470665,63;1440086,59;1489257,97;1363496,45;1405186,72;1416192,14;1378353,38;1222632,25;1317864,78;1314423,11;34591435,60"
"""351360 CUNHA"";-;4500,00;-;65888,65;73542,86;75851,83;76916,32;83890,86;83727,31;85935,36;85295,91;83386,91;74346,64;76349,84;70393,06;56997,25;55755,87;55813,50;63287,67;74333,95;100061,24;80129,41;83182,91;83110,57;103903,76;73351,68;75628,58;163597,34;2009179,28"
"""351370 DESCALVADO"";237,77;1137,88;254,05;219185,76;239143,48;295031,72;312097,14;306348,06;283249,98;276285,04;395754,97;288075,50;305715,14;273283,68;269879,39;278758,24;290396,29;343191,68;303978,46;319798,53;297592,27;303947,60;323781,54;314548,99;318065,00;282173,90;262341,82;230437,38;7334691,26"
"""351380 DIADEMA"";10487,06;10804,35;144319,65;3412607,81;3224603,57;3480212,51;3829597,90;3588706,23;3350005,98;3451981,67;3363085,13;3323677,56;3501717,13;3169452,25;2748395,05;3537804,77;3643265,79;4029271,03;4139168,40;5292452,24;3738482,62;4094591,41;3157445,81;4230066,27;4270174,92;4014159,59;3636259,20;3973012,31;92365808,21"
"""351385 DIRCE REIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;415,80;3648,15;4950,00;9013,95"
"""351390 DIVINOLANDIA"";1966,43;2407,69;2642,50;891064,69;1163143,36;911645,27;934515,01;884219,40;1008367,48;873300,68;1100690,40;1165933,98;1499250,84;1124383,29;1039295,12;1069435,14;1127407,97;1062503,19;1075473,94;1103932,32;1159755,79;1093083,06;1118482,39;1290150,82;1202020,21;1114177,00;1078946,16;1130120,28;27228314,41"
"""351400 DOBRADA"";-;-;-;2229,56;2764,20;4573,30;6874,52;7878,50;7431,43;6806,91;5442,40;7012,80;5950,89;5303,05;4471,30;7037,37;7588,00;10875,42;6400,00;7884,30;5731,66;7260,82;4295,67;5916,19;6338,53;4959,25;5004,50;5176,40;151206,97"
"""351410 DOIS CORREGOS"";-;-;-;101259,83;97800,01;93436,81;108173,45;103567,45;100527,92;94865,46;108176,47;103107,42;127699,84;86669,56;76426,20;96002,27;88606,64;119483,62;100436,64;107579,44;89440,07;71447,18;99382,57;106528,70;99398,90;80741,12;82350,27;75828,95;2418936,79"
"""351420 DOLCINOPOLIS"";-;-;-;506,21;644,63;572,53;605,02;312,32;669,34;874,88;979,36;1296,08;1015,26;860,17;383,30;706,32;693,05;1012,44;996,97;1394,70;742,44;1508,03;1436,07;1484,53;1525,62;1192,38;864,50;1342,99;23619,14"
"""351430 DOURADO"";-;-;-;21190,04;20608,04;17036,33;49905,88;53338,68;52904,25;46253,42;49693,65;51252,57;46712,30;43657,05;44710,55;43591,63;37944,44;44035,90;45044,49;57278,45;46564,63;46190,02;43500,70;40782,22;50958,14;54005,35;51061,86;50389,45;1108610,04"
"""351440 DRACENA"";101,10;4395,21;43935,49;1424341,49;1629761,51;1783169,71;1855085,16;1451792,24;1280191,48;1298753,37;1312765,17;1475729,03;1471309,91;1085141,38;1112754,86;1253885,11;1224080,15;1227138,14;1247666,34;1338840,85;1297062,55;1416178,46;1351865,21;1313962,12;1481760,52;1290541,58;1413290,59;1253167,84;34338666,57"
"""351450 DUARTINA"";-;-;-;151958,03;157842,07;160831,27;171947,63;169380,56;168834,32;155407,93;174636,83;170605,50;170068,45;170640,06;154594,75;158772,61;162511,03;164467,52;163065,47;140247,67;131333,06;105184,36;114807,40;122759,08;130726,40;121737,10;115933,53;67256,51;3675549,14"
"""351460 DUMONT"";-;-;-;14723,82;12995,32;13096,36;22413,82;22477,99;20487,13;19126,48;22689,25;22317,33;21346,42;20043,96;12917,45;13848,39;23316,14;24578,85;24358,60;24162,56;5498,27;14723,28;5865,49;9354,69;10170,66;15681,76;3730,92;10290,16;410215,10"
"""351470 ECHAPORA"";-;-;-;2661,25;2515,30;3999,73;3883,49;4560,36;5133,42;4040,06;4742,39;3640,42;4739,26;3683,53;2015,35;3472,72;3014,96;5350,05;5370,26;3654,10;5900,80;47490,36;25046,16;27378,13;27967,13;24982,83;23880,21;28635,92;277758,19"
"""351480 ELDORADO"";-;-;-;53394,78;35400,19;80726,51;40463,76;79465,13;80714,15;62666,07;63718,97;67104,16;62414,88;33303,45;62879,49;47296,10;71484,94;45376,10;68034,17;69105,41;69264,04;71343,91;63962,24;24197,88;20590,41;21687,65;-;-;1294594,39"
"""351490 ELIAS FAUSTO"";-;-;-;94025,78;115797,37;131405,58;145926,37;149563,31;142799,11;132191,85;162034,17;137437,78;141384,11;121805,48;63049,44;68692,24;85992,68;95281,47;99121,57;97530,25;33922,92;34125,75;418,07;340,05;825,90;224,05;-;-;2053895,30"
