"""Munic¡pio"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""350745 BOREBI"";-;-;-;2910,04;6179,42;3385,31;4907,78;2401,61;4629,87;2405,22;7894,39;2833,64;6412,29;8654,68;7524,00;3564,24;6138,63;7929,85;9834,35;10968,06;8860,14;5035,28;6807,68;10503,10;11718,88;7143,98;5987,40;1979,69;156609,53"
"""350750 BOTUCATU"";3069,80;3554,55;13706,85;6571788,24;6803205,35;7040467,76;7673216,25;7135559,96;6708311,34;6944497,69;7371267,47;7295120,78;7815607,04;7174270,22;6434626,26;7062385,75;8003121,36;7309534,72;7447521,73;7653125,94;7342257,25;7843536,63;7987485,58;7998891,22;8135343,90;7553916,08;6877474,25;7250831,53;183453695,50"
"""350760 BRAGANCA PAULISTA"";-;121425,00;148583,62;3116461,06;3054139,11;3443638,33;3571175,98;3412840,34;3509834,54;3453517,84;3774354,28;4425579,62;3831434,17;3130035,61;3187660,36;3236655,66;3068672,80;4325066,07;3988582,24;3580087,70;3570071,57;3809608,54;3904579,67;4022346,37;4209792,19;3855904,38;3565764,79;3414019,99;90731831,83"
"""350770 BRAUNA"";-;-;-;8782,50;16385,00;19128,91;23167,97;22499,15;12191,55;12572,56;21974,12;21083,15;1106,66;881,07;10363,54;2448,26;5081,67;3835,70;5891,57;6920,28;7424,45;6470,70;6783,82;5981,60;4864,55;6217,93;-;-;232056,71"
"""350775 BREJO ALEGRE"";-;-;-;2442,76;2833,83;3935,44;3890,99;4287,19;3958,38;3132,38;3724,69;3478,50;2452,48;3656,65;3416,47;2966,05;5887,32;4062,35;5471,02;-;-;-;-;-;-;-;-;-;59596,50"
"""350780 BRODOWSKI"";-;-;-;171618,09;136368,69;157680,84;158691,39;153796,99;154865,44;124311,26;126149,08;128985,55;127843,32;114722,81;107475,19;126843,82;140692,66;139956,62;157170,01;185369,16;189656,59;158231,31;163224,38;178831,05;156249,23;146217,21;150634,83;-;3555585,52"
"""350790 BROTAS"";-;-;-;77189,68;75459,66;84067,67;83779,09;79715,44;87661,68;77009,30;80817,94;95264,70;94099,41;70043,08;90512,19;66313,39;83724,61;79855,44;61865,86;67442,82;62682,95;68965,36;83349,08;107676,42;82686,33;96361,84;77015,30;109056,68;2042615,92"
"""350800 BURI"";-;-;-;85867,76;88113,76;137369,84;151074,47;144139,81;135105,19;132002,83;101325,66;144202,11;151976,03;125076,94;109172,44;73053,40;116958,67;129134,89;151725,68;152114,93;146107,22;161190,05;148521,01;161273,89;145696,34;132413,48;134208,93;136058,90;3293884,23"
"""350810 BURITAMA"";-;-;-;546845,51;520328,55;520115,13;628886,60;586899,79;489919,22;555222,26;471507,58;455127,03;568575,66;460959,93;349698,33;551823,06;488113,84;456577,08;523651,45;459870,50;387930,72;541640,96;443950,51;426334,00;496522,06;450170,08;437799,61;419487,94;12237957,40"
"""350820 BURITIZAL"";-;-;-;10698,46;7944,81;7550,66;10626,42;12738,23;10039,45;9213,45;9001,82;8211,27;2593,86;8229,43;10850,27;7624,57;6240,64;9015,86;5678,91;6711,48;6580,71;9586,31;8633,38;7523,13;8014,46;8244,32;3008,82;4653,16;199213,88"
"""350830 CABRALIA PAULISTA"";-;-;-;4309,20;3827,89;3094,70;4826,62;7947,81;9127,58;15327,92;16262,40;16652,05;18070,70;16225,74;13784,71;13306,12;16227,88;16511,12;15328,33;15937,86;16570,75;19126,68;18776,78;19949,62;16300,73;17161,92;12233,78;13906,35;340795,24"
"""350840 CABREUVA"";-;10352,25;12458,32;736949,02;866990,46;926471,24;841991,82;956327,69;875986,54;998545,72;1268830,12;1302597,65;1274371,64;1082817,12;784772,27;1140380,74;1027647,13;876192,68;1078259,54;1118493,41;1007999,31;1239612,88;1006994,79;910906,40;801071,52;842861,90;807453,40;535527,58;24332863,14"
"""350850 CACAPAVA"";-;-;-;743979,18;693883,15;744977,99;782344,08;778443,48;702294,20;793932,59;699972,09;897417,60;840822,05;778462,60;692769,05;875446,71;904377,23;892617,10;916167,75;991069,51;869713,98;952992,01;978769,63;963456,00;959842,94;757046,56;752420,79;-;19963218,27"
"""350860 CACHOEIRA PAULISTA"";-;-;-;105649,38;119840,31;139205,36;152019,91;126883,50;115725,68;103203,93;90398,81;81304,28;77027,37;63422,32;64106,14;61963,20;63715,86;76081,16;108532,20;83717,14;69016,92;60910,41;121843,75;118781,65;242086,52;155211,46;184051,61;189647,36;2774346,23"
"""350870 CACONDE"";-;-;-;57296,32;40929,26;43120,52;41555,67;46378,67;44952,83;41747,91;43688,12;41124,27;46275,29;39328,89;24884,04;22659,95;30891,46;33939,89;39318,38;31028,79;22018,47;22848,63;25056,27;62141,06;40974,22;38452,40;43427,59;40572,94;964611,84"
"""350880 CAFELANDIA"";-;-;-;100247,96;70014,41;59071,36;97047,45;80344,70;89724,86;72590,52;77143,88;79797,07;72739,31;92485,67;50286,92;53308,62;89788,70;72891,16;73688,93;74609,19;84555,10;92568,33;107153,48;102408,57;95037,09;79963,40;68026,29;57085,59;1992578,56"
"""350890 CAIABU"";-;-;-;7767,50;9969,83;9198,03;942,00;3560,44;3191,17;3468,92;-;10646,11;12124,92;13454,29;9410,67;8865,02;9445,51;4050,00;6784,64;7414,96;7748,04;8918,70;5402,89;1164,48;1080,42;1044,00;586,91;2188,15;148427,60"
"""350900 CAIEIRAS"";-;-;1414,49;831982,66;645490,43;861281,15;911426,81;676133,03;681165,64;628899,59;766137,18;715466,45;466166,10;882569,39;649986,73;662190,64;669226,05;700034,65;828721,79;937090,33;772194,77;722143,28;793586,08;805774,65;858183,48;543636,07;822464,64;783536,86;18616902,94"
"""350910 CAIUA"";-;-;-;318,22;184,66;553,54;1627,33;1353,51;924,09;1379,51;2170,29;1124,79;1157,29;1130,08;1171,07;1287,81;1738,32;1243,00;855,70;1449,90;782,67;900,34;1833,85;1112,34;10604,35;1465,78;8459,76;2773,06;47601,26"
"""350920 CAJAMAR"";-;-;-;788160,90;815785,62;1002513,30;1039462,56;995220,43;902257,94;915023,22;1025371,61;1030497,82;1013638,99;884627,89;778316,70;981204,43;731719,07;897441,98;761980,38;1265936,09;790689,58;1158424,49;1414715,05;1625463,26;1412899,60;1244880,07;1104502,32;1072071,90;25652805,20"
"""350925 CAJATI"";-;-;-;91317,08;90973,08;122321,92;116191,00;123101,68;123321,27;89164,12;117169,15;158284,22;151968,80;137673,65;127116,14;147382,29;99945,39;145563,56;167244,38;162378,31;122829,79;131955,31;139009,89;148996,76;146322,02;98674,17;128770,43;-;3087674,41"
"""350930 CAJOBI"";-;-;-;41872,61;624524,65;50216,22;44572,13;68651,70;56311,17;49062,28;53289,10;28471,34;51089,66;53639,30;41946,41;54110,69;53632,90;54706,75;62444,38;62908,48;52623,48;51817,85;56372,67;68549,72;64868,77;64752,41;57725,74;64295,59;1932456,00"
"""350940 CAJURU"";-;-;-;74836,72;118686,42;73866,21;130293,08;84953,51;180344,65;184394,05;139646,96;206429,76;198613,31;212241,01;224251,17;219423,70;249061,00;262485,86;1125126,21;184743,37;127566,98;199256,25;220911,58;230060,70;232552,84;208706,05;153918,83;178459,35;5420829,57"
"""350945 CAMPINA DO MONTE ALEGRE"";-;-;-;29985,12;18053,12;40585,84;55360,92;37963,04;28079,80;26196,84;31149,00;30818,03;26214,28;25806,57;29886,69;32035,93;29419,22;287328,84;33383,70;24250,57;33437,71;20442,78;25644,59;27507,25;29034,94;32901,44;32186,97;23870,47;1011543,66"
"""350950 CAMPINAS"";178721,91;871605,16;3176300,44;26184721,11;24324842,55;26471747,11;28236047,50;27287960,42;28169501,14;25855688,28;27646701,80;28786689,16;28655601,03;26931609,28;25208149,26;26710261,01;28414562,24;27199229,64;27688269,52;27475112,29;27692118,81;28979166,93;29846632,05;30006813,63;29484096,97;27016012,94;24548875,42;24287384,36;687334421,96"
"""350960 CAMPO LIMPO PAULISTA"";-;-;-;1433375,47;1379253,77;1448990,38;1470947,42;1530286,45;1446217,64;1442221,71;1517474,45;1480825,79;1289614,02;1393367,94;1279519,02;1305240,58;1345307,96;1444133,27;1490239,47;1588125,41;1455122,57;1536445,84;1599436,77;1659228,64;1644399,61;1484757,28;1412138,27;1434537,24;36511206,97"
"""350970 CAMPOS DO JORDAO"";-;-;-;299551,18;218390,71;226477,46;286792,61;275638,71;236755,53;245383,27;276479,56;304213,74;292340,74;284775,87;271645,14;302522,39;290827,10;314825,13;325275,46;388041,27;215269,72;410224,83;444816,54;455522,72;465508,49;453067,10;432610,19;459825,50;8176780,96"
"""350980 CAMPOS NOVOS PAULISTA"";-;-;-;18876,36;16778,19;18303,47;23367,11;19837,86;21470,19;19758,68;24460,68;23441,26;25830,76;22534,68;20304,25;19779,54;14694,22;17858,84;21773,96;23023,84;20986,21;22266,16;19622,64;23270,84;25057,08;22783,19;21449,00;19463,05;526992,06"
"""350990 CANANEIA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44997,23;52286,99;46184,63;55865,42;48781,63;45601,25;-;-;-;-;-;-;293717,15"
"""350995 CANAS"";-;-;-;16219,39;16518,62;19417,75;17779,74;16559,67;15454,46;15376,41;14919,56;15486,36;14996,46;14810,86;15273,06;15230,91;14767,97;11221,39;14916,79;16083,76;16648,11;17174,91;17302,76;17074,31;-;-;-;-;333233,25"
"""351000 CANDIDO MOTA"";-;-;-;290059,70;288565,35;375710,81;406717,44;413454,32;372300,26;311890,39;329682,40;355759,55;349838,14;314923,22;266609,03;336457,75;405647,18;402522,23;382793,93;414543,33;365293,81;345874,41;378875,29;382381,13;369385,71;328755,97;275628,00;-;8463669,35"
"""351010 CANDIDO RODRIGUES"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3802,94;9237,39;15612,60;14065,88;13505,11;11483,57;11524,65;11438,75;11547,54;17984,95;-;-;120203,38"
"""351015 CANITAR"";-;-;-;32660,29;24838,76;26150,94;31154,55;27820,16;27554,60;24399,49;22725,60;30573,17;51334,99;24878,06;31182,97;25334,26;23695,52;28267,74;23444,56;36884,84;16691,73;25166,56;24446,68;24145,84;25491,12;22536,25;17458,08;21372,85;670209,61"
"""351020 CAPAO BONITO"";-;-;-;180968,28;216154,07;245807,93;238928,89;145041,39;199537,68;276166,20;292690,66;286608,22;296899,22;212318,21;231540,96;263844,73;270619,88;278140,59;277175,00;311753,59;310805,45;333230,46;293731,85;362398,60;366730,57;334133,16;275390,59;295368,63;6795984,81"
"""351030 CAPELA DO ALTO"";-;-;-;98448,54;106243,58;123865,86;142159,30;178487,22;183804,89;145633,90;182035,65;193896,05;181515,60;151575,38;152655,96;163188,47;159362,29;179317,97;183697,11;201284,94;195938,03;171428,37;184832,05;253604,08;205657,39;214939,42;187829,33;187636,56;4329037,94"
"""351040 CAPIVARI"";-;460,00;580,20;251633,22;279095,63;310895,95;333394,21;365449,83;273408,90;280138,13;373665,99;428653,32;549548,17;489768,07;360982,93;294973,88;259376,22;332811,63;367603,32;346613,51;294223,05;464721,02;418932,66;475185,64;474977,71;386217,85;301927,87;330802,78;9046041,69"
"""351050 CARAGUATATUBA"";72,60;1586,07;206058,30;2997566,58;2879951,97;3038307,09;3735959,13;3525515,72;3597286,57;3780005,85;3726288,61;3913712,98;4239753,99;3555082,52;3518645,53;3915076,24;3716326,14;3853422,99;3957362,09;4097481,15;3699733,56;3855275,22;3943998,22;4014370,40;3849704,61;3384142,87;3396257,63;3419551,99;91818496,62"
"""351060 CARAPICUIBA"";-;-;2765,74;2226564,88;2204238,76;2693401,51;3273441,39;1656936,80;2415362,77;2577382,62;2456306,56;2397605,09;2480865,53;1938316,49;2340121,74;2392614,34;2783590,48;2683356,69;2311756,00;2265950,69;3830246,36;2021507,32;1749035,55;2397431,82;14598998,27;1674708,07;1806799,73;1757125,82;70936431,02"
"""351070 CARDOSO"";-;-;-;263529,42;279369,15;265678,96;314778,94;315104,44;299703,44;359121,20;374880,67;393278,52;366816,73;298783,37;627331,37;691264,88;649585,69;710842,84;735274,38;768085,35;618855,01;570999,71;621367,04;651793,38;685595,27;803247,09;541686,60;520834,80;12727808,25"
"""351080 CASA BRANCA"";-;32,40;2680,20;506134,44;403279,29;451348,79;457377,12;424567,47;423955,28;416335,69;507064,34;506449,67;496171,54;460549,38;516206,64;447148,12;419736,92;416667,05;424931,55;484377,88;577934,92;536543,50;554381,83;523807,53;523762,63;405086,12;559050,73;478799,19;11924380,22"
"""351090 CASSIA DOS COQUEIROS"";-;-;-;900,00;849,00;773,00;574,00;1240,00;847,00;406,00;875,21;462,00;498,00;628,00;430,00;627,21;1047,21;2,00;1,00;2,00;852,24;714,00;1022,09;1185,73;1192,62;1550,70;-;-;16679,01"
"""351100 CASTILHO"";-;-;-;99479,17;105869,34;123747,44;132139,04;108410,97;97297,26;78737,62;97489,20;106518,05;84903,76;79488,15;96346,41;95471,31;95271,92;100124,69;106332,93;121985,88;94449,05;103129,82;103745,31;106236,41;105364,41;127419,49;-;-;2369957,63"
"""351110 CATANDUVA"";-;-;2703,05;2872162,43;2912181,32;3171048,19;3395809,74;3266088,44;3054323,89;3095291,41;3040047,78;3014943,36;3039329,48;2857593,33;3022109,85;2745190,34;2877660,19;2906637,44;2942950,59;3106691,92;3111927,60;3194650,93;3263707,96;3565595,41;3467758,65;3213281,60;3106231,29;3080067,90;77325984,09"
"""351120 CATIGUA"";-;-;-;7381,50;2465,53;2824,01;8796,17;4032,87;5944,68;2745,73;6494,60;5694,99;6996,88;-;3150,00;3375,00;4275,00;6662,25;15435,40;10585,96;5862,81;17549,01;3431,96;8080,76;3838,28;6338,61;1859,54;4784,84;148606,38"
"""351130 CEDRAL"";-;-;-;9395,84;10349,08;9561,21;28538,48;26373,24;56844,02;29752,18;25982,89;25853,03;28626,66;26542,52;19007,05;40070,43;38043,92;31365,32;31000,73;29183,63;41755,58;61866,48;95558,35;108111,85;96744,11;81597,91;83187,22;89969,86;1125281,59"
"""351140 CERQUEIRA CESAR"";-;-;-;63431,99;75455,50;131170,65;125731,71;122484,85;116639,79;102944,22;110163,38;134881,93;98005,85;106559,57;136024,80;94755,86;98161,95;136880,00;138976,84;157621,28;143891,45;128319,00;183749,85;186597,38;174089,15;190314,13;125130,60;144772,52;3226754,25"
"""351150 CERQUILHO"";-;-;-;259879,96;215183,45;222017,86;239013,75;237764,14;236984,81;286696,96;276077,49;237052,97;247721,32;259178,64;148629,15;2514708,30;311273,00;311755,18;442453,63;526611,10;472782,71;398238,78;392114,83;322177,73;233924,59;355026,92;424273,90;549052,11;10120593,28"
"""351160 CESARIO LANGE"";-;-;-;80756,39;138792,24;148045,84;162509,13;168006,87;168305,96;144414,01;147796,34;147308,32;155326,89;126857,08;109516,47;114345,36;156102,41;99547,35;210887,32;184852,34;177116,63;163673,98;194806,35;188484,65;200887,23;201844,51;131142,45;116386,27;3837712,39"
"""351170 CHARQUEADA"";-;-;-;81909,89;84695,54;127425,24;134921,77;133508,76;132961,75;123764,59;144047,02;140723,94;130879,24;121464,76;112419,76;126779,64;140065,47;154809,18;149095,75;154109,09;139949,07;147185,60;160864,96;156774,35;177521,80;168260,62;121319,34;147102,51;3412559,64"
"""351190 CLEMENTINA"";-;-;-;27572,07;29301,02;32864,69;37732,65;39976,17;35234,12;33631,30;36724,06;35956,40;34618,79;32462,32;32710,15;40502,71;40835,08;42326,40;35987,14;43458,99;33711,04;32554,85;36070,52;37067,56;37558,92;35476,53;34474,70;33092,53;891900,71"
"""351200 COLINA"";-;-;-;113900,85;117468,79;121617,81;140891,15;141453,38;154237,22;169543,56;193561,37;189979,00;245580,12;232934,24;177571,49;256173,86;252367,95;267820,41;305344,64;283443,32;246230,36;152999,63;142759,23;185575,63;283240,90;253173,43;144960,19;248966,20;5021794,73"
"""351210 COLOMBIA"";-;-;-;17079,90;17060,21;20630,32;26123,91;17190,21;21774,37;14757,50;21525,20;19531,44;21525,20;12172,88;14052,61;12573,28;19421,81;15187,39;17775,30;13342,41;4876,07;12098,07;15091,76;20744,70;20291,43;21549,23;15093,30;16036,60;427505,10"
"""351220 CONCHAL"";130,00;-;20,00;263898,31;442241,54;316927,58;460678,05;435372,92;673352,85;580071,96;378299,01;453678,27;371065,65;296489,99;406619,99;377060,09;412900,87;666102,86;373830,09;3243120,42;532226,02;461400,61;1048460,32;525238,48;513603,07;451589,05;193186487,67;194038314,82;400909180,49"
"""351230 CONCHAS"";-;-;-;108755,93;89883,01;99044,05;65147,53;169720,20;137376,56;106611,35;106607,27;121978,19;116127,19;113792,48;101578,53;135575,71;146143,70;144817,75;131482,94;129357,11;182410,93;123273,03;129038,07;151925,50;104151,06;164081,00;114567,12;118897,55;3112343,76"
"""351240 CORDEIROPOLIS"";-;-;-;-;-;425005,56;255993,19;241086,15;224096,39;205960,62;238837,68;256316,53;269531,97;200713,62;104565,94;124282,92;232512,10;281605,22;282679,77;263341,35;246511,12;241245,11;261107,94;275236,63;297048,67;235083,00;197326,68;-;5360088,16"
"""351250 COROADOS"";-;-;-;3193,18;2998,57;3232,15;6836,60;11045,02;3424,02;15628,10;12098,80;3981,45;13441,40;3097,95;1479,55;11333,00;3143,25;8644,00;3321,05;7948,05;4797,20;8024,45;2501,90;6839,12;10800,45;3105,15;2342,92;9355,20;162612,53"
"""351260 CORONEL MACEDO"";-;-;-;11127,16;6813,41;9566,85;12176,44;13404,08;12949,67;13180,03;9852,03;11504,63;9358,22;10333,64;5341,72;9213,75;13205,57;11909,91;11139,03;12272,20;15711,75;14339,29;13203,89;11927,90;18743,36;16314,40;4381,99;-;277970,92"
"""351270 CORUMBATAI"";-;-;-;13379,64;24631,94;25918,91;30900,70;30436,25;30635,85;26591,32;28865,38;34145,11;29921,11;32114,63;21778,10;39652,06;26990,12;23384,32;32563,10;26181,37;39261,82;26599,31;25926,88;27073,58;29976,45;24842,87;24527,21;11264,54;687562,57"
"""351280 COSMOPOLIS"";-;-;-;384773,15;360667,72;418144,95;438421,30;467503,06;452291,21;394909,96;395275,98;349635,19;372799,31;309435,17;265522,62;338157,06;341271,69;352157,06;355134,40;376886,65;331190,57;363350,91;383078,12;415325,42;404643,85;391788,78;266169,68;299188,20;9227722,01"
"""351290 COSMORAMA"";-;-;-;14571,60;16836,35;16972,23;-;19749,67;20581,31;18767,87;29342,72;27158,79;24987,99;-;-;46272,29;27436,16;28263,57;30244,84;24364,02;41287,66;35119,24;36381,75;27026,55;36144,11;30388,66;24973,91;-;576871,29"
"""351300 COTIA"";-;-;-;1064801,83;1255582,04;1503691,53;1359438,39;1372184,21;1789089,70;1323458,58;1734899,29;1915635,37;1839417,41;1765411,75;1594969,82;1220753,58;1560136,75;1396888,87;1386078,39;1484544,84;1651630,58;192660,18;1414863,52;1501210,16;1522601,90;1557557,37;1400006,88;1165556,53;35973069,47"
"""351310 CRAVINHOS"";-;-;-;163328,92;161135,52;169541,50;181794,73;186507,86;173208,76;106275,85;118939,77;118860,23;194028,38;171853,72;73214,69;181465,72;207970,67;119845,58;246993,74;265831,69;246549,42;236767,01;271505,20;227585,16;270925,14;257589,67;-;-;4351718,93"
"""351320 CRISTAIS PAULISTA"";-;-;-;9520,87;6804,27;2312,49;4228,06;16863,33;9439,77;9030,18;9120,08;9666,88;8368,31;7986,53;6457,97;1420,93;7739,30;4656,30;8627,01;21374,38;7506,64;25630,72;21595,12;8522,41;32620,22;41955,75;33845,41;57576,49;372869,42"
"""351340 CRUZEIRO"";-;283,14;-;563185,49;582323,15;614125,15;868566,18;925828,06;793721,54;904525,18;963144,60;1051310,62;980523,02;940022,67;820297,92;811098,56;953817,90;841160,88;902686,95;920496,17;831966,81;880901,04;904940,56;900707,31;898486,26;867346,23;846297,98;844901,06;21412664,43"
"""351350 CUBATAO"";-;-;270,00;1220291,82;1276925,94;1458852,91;1509453,97;1488096,69;1407963,10;1458016,54;1479977,83;1417067,54;1527652,12;1267367,82;1257415,22;1250249,64;1330232,51;1423916,04;1470665,63;1440086,59;1489257,97;1363496,45;1405186,72;1416192,14;1378353,38;1222632,25;1317864,78;1314423,11;34591908,71"
"""351360 CUNHA"";-;4500,00;-;65888,65;73542,86;77090,53;77072,21;83890,86;84076,54;86113,52;85318,18;83587,34;74443,31;76664,29;70438,49;57064,06;55808,00;55813,50;63377,25;74483,25;100123,84;80129,41;83471,97;83289,73;103903,76;73351,68;75628,58;163810,83;2012882,64"
"""351370 DESCALVADO"";237,77;1137,88;254,05;219185,76;239343,48;295031,72;312097,14;306348,06;283469,18;276688,24;407548,20;288343,13;305715,14;273283,68;269879,39;279082,24;290396,29;343191,68;303978,46;319798,53;297592,27;303947,60;323781,54;314548,99;318065,00;282349,90;262341,82;230437,38;7348074,52"
"""351380 DIADEMA"";10487,06;10804,35;144319,65;3412607,81;3224603,57;3480212,51;3832474,18;3588706,23;3346819,50;3451981,67;3363085,13;3323677,56;3501717,13;3169452,25;2748395,05;3537804,77;3643265,79;4029271,03;4139168,40;5896960,06;3748443,77;4094591,41;3169145,81;4230066,27;4270174,92;4014159,59;3636259,20;3973012,31;92991666,98"
"""351385 DIRCE REIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;415,80;5192,55;13350,15;18958,50"
"""351390 DIVINOLANDIA"";2470,79;2741,54;2642,50;849526,86;862833,08;753099,29;935535,03;884219,40;1008369,48;873300,68;1100694,40;1165933,98;1244650,20;1020492,43;1039295,12;1069030,14;1148645,44;1061828,19;1074888,94;1103617,32;1159360,79;1092633,06;1118212,39;1289835,82;1201345,21;1114087,00;1078946,16;1130120,28;26388355,52"
"""351400 DOBRADA"";-;-;-;2229,56;3109,70;4573,30;6874,52;9551,42;8144,23;7552,11;5442,40;7012,80;5950,89;5303,05;4471,30;7317,14;7641,55;15825,42;6400,00;7884,30;5731,66;7260,82;4295,67;6034,21;6338,53;4959,25;5097,23;5305,66;160306,72"
"""351410 DOIS CORREGOS"";-;-;-;101259,83;97800,01;93436,81;108173,45;103567,45;100527,92;94865,46;108176,47;103107,42;127699,84;86669,56;76426,20;96002,27;88606,64;119483,62;100436,64;107579,44;89440,07;71447,18;99382,57;106528,70;99398,90;80741,12;82350,27;75828,95;2418936,79"
"""351420 DOLCINOPOLIS"";-;-;-;506,21;644,63;572,53;605,02;312,32;669,34;1159,84;1330,08;1493,36;1168,70;910,21;383,30;721,20;693,05;1012,44;1216,17;1635,82;742,44;1508,03;1436,07;1791,41;1722,90;1280,06;864,50;1847,15;26226,78"
"""351430 DOURADO"";-;-;-;21606,85;21740,87;18466,44;52816,39;55851,56;55044,64;47467,47;50687,72;359284,89;48843,52;47530,91;351364,23;45527,41;38872,07;45977,98;52106,67;66212,21;51296,84;49239,11;46888,03;50542,45;54566,52;58250,18;53039,23;56200,59;1799424,78"
"""351440 DRACENA"";101,10;4395,21;43821,81;1418494,37;1369048,05;1506413,38;1576648,54;1353825,96;1269806,92;1284709,53;1298330,61;1270968,35;1340057,63;1084609,18;1112754,86;1253885,11;1224080,15;1227138,14;1247666,34;1337526,13;1297062,55;1416178,46;1350331,37;1314061,88;1481760,52;1290541,58;1413290,59;1253167,84;33040676,16"
"""351450 DUARTINA"";-;-;-;159902,06;163542,29;165564,67;193764,61;199519,02;187642,89;168224,20;199329,03;201943,45;199213,82;189808,85;166028,22;180613,80;184280,75;222909,17;215296,34;206374,68;137109,54;107551,33;126766,04;126321,97;138392,83;130510,96;121053,25;69769,13;4161432,90"
"""351460 DUMONT"";-;-;-;21176,22;18564,22;18635,13;23651,97;24345,94;21244,33;21419,23;25030,95;23573,58;22726,42;22098,96;13457,45;14136,79;26399,09;27778,68;26920,55;28480,75;5498,27;14723,28;5865,49;9354,69;10170,66;15681,76;3730,92;10290,16;454955,49"
"""351470 ECHAPORA"";-;-;-;2661,25;2515,30;5334,93;5144,39;5634,46;5133,42;5114,16;5816,49;4457,67;4739,26;4757,63;3182,85;3472,72;3014,96;5350,05;5370,26;3654,10;5900,80;65486,36;25046,16;32614,13;28099,13;24982,83;23880,21;28635,92;309999,44"
"""351480 ELDORADO"";-;-;-;72975,75;43828,26;106681,85;52485,02;110081,51;111945,27;68955,61;69622,71;75123,19;68556,15;38965,78;70321,53;50907,92;81365,74;49467,25;75449,93;76465,78;75651,20;79127,03;70217,45;56457,28;25541,32;28939,98;-;-;1559133,51"
"""351490 ELIAS FAUSTO"";-;-;-;94115,78;115797,37;131405,58;145956,23;149569,61;142858,83;132208,45;162193,82;137491,68;141399,56;121887,88;63049,44;68692,24;86182,68;95561,47;99121,57;97530,25;33922,92;34125,75;418,07;340,05;825,90;224,05;-;-;2054879,18"
"""351492 ELISIARIO"";-;-;-;4983,89;5823,45;3054,15;6888,29;4818,74;5010,30;4142,25;5348,98;5195,70;4889,25;4843,49;2772,00;4642,12;4203,07;4021,65;3174,36;3831,18;7324,80;7967,67;8503,93;8998,89;9223,62;6548,78;3098,24;6115,54;135424,34"
"""351495 EMBAUBA"";-;-;-;5528,31;5337,61;6208,81;5679,73;3053,35;2290,79;2060,95;4474,14;6153,75;15648,87;8336,04;12173,92;19260,48;13378,95;16795,66;16066,17;16639,89;13035,98;17352,77;16582,04;16706,29;18091,65;16307,29;12946,83;16112,00;286222,27"
"""351500 EMBU DAS ARTES"";5212,35;5634,00;11042,55;1462400,41;1494651,70;1716855,99;1706797,17;1582130,13;1378377,82;1432583,80;1530863,66;1636437,44;1651228,58;1476949,98;1404495,81;1427150,77;1342168,98;1518119,14;1499567,89;1554618,34;1394473,70;1452410,84;1420008,44;1461132,55;1323515,71;1442278,34;992160,12;957798,58;36281064,79"
"""351510 EMBU-GUACU"";-;-;-;252508,77;308789,95;441187,06;727345,68;398554,09;370997,16;302775,55;340657,17;355615,54;183925,30;173427,06;196031,15;243813,39;6336766,06;303151,13;224362,60;317355,32;267581,13;249612,72;299851,53;488997,93;422894,05;258726,14;287274,60;256760,07;14008961,15"
"""351512 EMILIANOPOLIS"";640,00;580,00;1285,05;5603,83;5266,35;4710,00;5480,00;4130,00;3330,00;2895,00;5798,70;5924,05;4248,55;1953,20;1263,80;3392,70;2718,10;10225,44;7471,66;11467,69;13154,51;11307,88;12987,88;11966,06;10421,22;10386,34;6861,71;13618,29;179088,01"
"""351515 ENGENHEIRO COELHO"";-;-;-;51114,60;63713,51;70794,08;91577,22;97315,50;77616,75;71185,58;94116,33;88491,37;64407,90;54337,39;53180,10;59344,23;71459,89;88084,10;72748,76;92521,70;68152,39;69705,01;80228,95;90169,78;78456,39;100887,94;67138,61;-;1816748,08"
"""351518 ESPIRITO SANTO DO PINHAL"";-;-;-;182017,22;194989,09;244864,16;267180,44;234451,10;206599,55;187020,78;222109,21;254824,39;257647,17;202244,85;180974,11;179725,62;205492,37;228076,13;248993,20;265531,33;246606,87;239717,74;253677,31;243100,38;254395,58;219292,38;209144,88;221451,65;5650127,51"
"""351519 ESPIRITO SANTO DO TURVO"";-;-;-;16745,70;6603,03;13147,76;12419,65;8684,73;9117,00;4920,96;3698,87;3376,58;5007,71;7970,76;24161,12;9527,53;8010,57;7285,71;10998,62;11571,20;14033,72;-;7698,24;2838,37;2467,87;11091,55;9666,36;10089,77;221133,38"
