"""Munic¡pio"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""351160 CESARIO LANGE"";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;186;-;-;-;-;-;-;-;-;-;188"
"""351170 CHARQUEADA"";-;-;-;17574;16297;18574;21717;21593;21017;17860;18498;19923;17158;16831;16425;18926;19534;20995;21755;23709;21693;21220;24316;24072;23703;22502;19778;21240;506910"
"""351190 CLEMENTINA"";-;-;-;769;842;1903;1117;1213;1025;900;937;1010;1208;1900;641;58;5;7;361;881;902;578;797;772;1712;338;-;-;19876"
"""351200 COLINA"";-;-;-;22607;24801;23880;27942;23833;21211;24099;25876;25278;26135;20615;17738;24977;23316;24637;28004;26060;25365;23774;23063;25312;24159;18744;19157;18664;589247"
"""351210 COLOMBIA"";-;-;-;7864;6457;5753;8533;5130;4588;5127;4149;5607;4149;2956;2664;2956;4209;4978;4633;3665;3134;2644;4627;9706;10263;12245;6590;9182;141809"
"""351220 CONCHAL"";-;-;-;4216;3989;4983;5363;5356;5034;5303;4843;5265;4993;4313;4945;5038;5552;5866;5948;6002;5528;6316;4659;5170;5105;11009;14221;13991;153008"
"""351230 CONCHAS"";-;-;-;9169;9645;9295;1229;17229;8896;9332;9784;9866;8203;3678;8626;13105;12893;92250;10041;11143;9313;9432;8915;10264;10105;9987;9941;9678;322019"
"""351240 CORDEIROPOLIS"";-;-;-;-;-;8438;9239;11210;10365;9668;9839;10054;12852;8472;50;-;10230;12093;11885;11149;9489;8736;9085;8888;8386;8229;7084;-;195441"
"""351250 COROADOS"";-;-;-;12419;10432;11066;14491;11205;9540;9662;11744;11897;11455;11118;8437;14836;13140;11423;12579;15045;13310;14506;14584;13493;12584;11679;11786;25331;317762"
"""351270 CORUMBATAI"";-;-;7;3251;3486;4271;4643;5643;5054;5237;5477;5289;5658;5140;4295;4249;4924;5771;5946;5643;7691;3630;7053;7794;6775;5142;5446;4584;132099"
"""351280 COSMOPOLIS"";-;-;-;3826;3990;4154;5433;5177;5328;3074;3157;3444;3857;2791;3009;4019;4847;5050;5739;5603;5590;5261;5478;4783;3644;3372;1723;3157;105506"
"""351290 COSMORAMA"";-;-;-;92;51;149;168;321;235;123;144;156;133;-;-;157;161;59;178;188;176;135;202;208;176;134;153;-;3499"
"""351300 COTIA"";-;-;-;70265;112975;121084;113670;111109;127174;121967;139141;150347;124107;120863;116862;69768;122069;92753;109232;112315;116664;-;105274;115742;109855;115137;97266;83523;2679162"
"""351310 CRAVINHOS"";-;-;-;9754;10162;11014;11823;10625;9552;9356;10650;11832;11138;20177;9075;10171;21799;22872;23357;23841;21125;22964;22963;22862;22266;21156;-;-;370534"
"""351320 CRISTAIS PAULISTA"";-;-;-;42;39;39;96;48;42;42;42;30;39;39;-;-;-;-;-;-;-;9;-;-;41;48;30;45;671"
"""351340 CRUZEIRO"";-;627;-;3218;3479;3514;7531;8249;5981;6933;7896;9419;9399;9984;8724;7383;7886;8268;9016;10213;4520;3711;4816;4356;5441;5321;3556;4135;163576"
"""351350 CUBATAO"";-;-;-;27675;28747;37399;39189;36390;34954;34416;33656;34577;34784;36368;32213;32517;32897;36285;37281;38124;29895;29393;31079;32688;33248;30313;30493;33505;838086"
"""351360 CUNHA"";-;18;-;2507;3430;1497;918;1006;1065;1041;1010;841;724;691;625;659;410;440;686;2526;2473;2799;2563;594;1428;1776;832;558;33117"
"""351370 DESCALVADO"";19;-;-;12945;15110;15399;15436;13808;10898;9870;21863;10953;11587;11128;9387;10753;13383;12777;11962;12405;12933;10894;13083;12575;12564;10928;9502;12217;314379"
"""351380 DIADEMA"";-;-;148;33631;31818;35147;40163;42492;35010;30130;34074;41292;50424;40624;36258;41775;42796;55042;60684;64881;54936;48581;52472;58473;53145;59574;48197;58718;1150485"
"""351390 DIVINOLANDIA"";8863;9814;2678;1452;7000;8584;10202;9770;10441;10374;9988;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89166"
"""351410 DOIS CORREGOS"";-;-;-;38998;29495;36794;49099;48205;45925;39010;46892;44560;44259;40158;44846;41451;48888;41368;46442;52356;41962;44476;46069;49978;46092;36391;32472;49387;1085573"
"""351420 DOLCINOPOLIS"";-;-;-;333;143;266;297;245;181;259;243;253;281;271;162;353;547;240;333;304;202;301;313;406;433;304;182;404;7256"
"""351430 DOURADO"";-;-;-;6321;7725;7252;8176;8844;6608;7320;8923;7472;6029;6972;7082;6771;6724;8124;7077;9847;8933;8497;7015;8510;8941;8456;7177;9551;194347"
"""351440 DRACENA"";-;-;-;14966;15169;7998;20453;19346;18080;16544;12031;17361;19455;16516;12658;15757;21727;18978;25982;25241;21489;24245;23418;20039;20126;18275;15753;14157;455764"
"""351450 DUARTINA"";-;-;-;28788;25087;27766;28535;27025;28560;26686;31019;31434;32489;28799;23645;30057;28089;30237;31904;34826;29439;29652;33250;33573;35285;23970;18849;21172;720136"
"""351460 DUMONT"";-;-;-;885;996;867;897;1047;587;568;860;719;824;745;634;556;335;515;1236;804;444;333;164;155;193;289;11;290;14954"
"""351470 ECHAPORA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30764;13997;-;-;-;35;44;44840"
"""351480 ELDORADO"";-;-;-;59;110;7;-;-;-;104;-;105;102;105;104;-;104;-;107;106;105;104;105;2492;3645;1871;-;-;9335"
"""351490 ELIAS FAUSTO"";-;-;-;3374;3301;7150;2026;5267;4378;5273;8665;7987;7332;5962;6364;7593;7812;8822;9501;8261;6082;6912;131;220;171;140;-;-;122724"
"""351492 ELISIARIO"";-;-;-;-;-;-;-;-;-;-;-;2356;2619;1835;1424;2440;1790;1768;1988;1701;1169;1648;1660;2887;2052;2028;1755;1686;32806"
"""351495 EMBAUBA"";-;-;-;4908;4801;5605;6223;5863;5574;5500;5583;5914;6201;4768;4527;5123;5465;6087;6473;6340;4855;4897;5797;6030;6022;5121;4432;4468;136577"
"""351500 EMBU DAS ARTES"";-;-;-;19547;24173;29155;29009;28582;23023;20649;22600;22838;25763;30995;30239;36175;37822;43210;47738;51150;43736;42806;43412;44987;142447;45813;35358;36652;957879"
"""351510 EMBU-GUACU"";-;-;-;24731;29968;40077;43061;44250;29644;21549;25337;25809;17915;18358;12170;23060;23959;24636;24947;29476;23075;24193;25085;27536;28595;24374;24756;23343;659904"
"""351512 EMILIANOPOLIS"";-;44;79;75;116;51;44;35;41;54;41;42;32;23;34;39;21;23;29;27;21;27;36;12;37;19;-;16;1018"
"""351515 ENGENHEIRO COELHO"";-;-;-;3913;4210;4516;5965;7115;5374;5302;4832;5496;5582;5046;3713;4571;6405;6077;5766;5701;4373;3973;5414;6155;5142;4825;4328;-;123794"
"""351518 ESPIRITO SANTO DO PINHAL"";-;-;-;34737;34616;41929;44989;37333;37798;38859;38573;38328;37983;32623;28141;36953;37661;44250;50470;42457;38192;41438;38627;39315;42085;37427;35854;44684;975322"
"""351519 ESPIRITO SANTO DO TURVO"";-;-;-;13206;1266;5176;1116;10653;8284;4633;-;-;216;244;169;7;-;-;7;1775;1398;-;1643;1600;9;1449;1058;1119;55028"
"""351520 ESTRELA D'OESTE"";-;-;-;1556;1601;1980;2252;1900;2009;2070;2249;1979;1865;2174;2741;2889;2113;1976;1854;2241;1849;1777;2342;2186;2146;2106;2114;2142;52111"
"""351530 ESTRELA DO NORTE"";-;-;-;1124;2;1558;1826;1430;1093;935;990;1174;1236;1314;837;657;968;1307;1623;1327;998;-;1465;1331;1050;1244;-;-;25489"
"""351535 EUCLIDES DA CUNHA PAULISTA"";-;-;-;8298;8613;10596;10694;9820;9788;8397;2446;17717;10723;6495;7839;9423;9279;10766;9417;10151;9602;10156;9419;10370;9967;9470;7838;9395;236679"
"""351540 FARTURA"";-;-;-;12257;12668;13220;14412;6037;13791;10906;11217;17770;14517;21171;20042;18249;20849;21097;26111;29000;23856;23815;25812;27412;29011;24043;27344;21433;486040"
"""351550 FERNANDOPOLIS"";-;-;642;17726;16419;18982;23255;22133;20202;21535;21691;21414;23291;18539;15698;21544;16728;14285;25302;25299;27433;26157;27720;24582;25651;32520;22874;23929;555551"
"""351560 FERNANDO PRESTES"";-;-;-;155;177;136;144;106;63;61;-;8;23;5;27;35;84;104;72;44;16;31;25;7;90;103;92;-;1608"
"""351565 FERNAO"";-;-;-;60;10;5;57;30;82;52;253;122;40;290;148;100;100;218;272;200;311;200;126;284;320;311;68;-;3659"
"""351570 FERRAZ DE VASCONCELOS"";-;-;-;10646;13261;22573;27544;17218;12925;9503;10129;9073;11461;7117;5552;15803;13658;16935;13649;14433;8022;14869;12493;12677;11407;10058;8708;15241;324955"
"""351580 FLORA RICA"";-;-;-;2906;2038;2264;3777;2636;2265;2456;2877;3221;3261;2548;2054;2449;2786;2075;4698;3649;2571;2558;2417;2527;2128;1598;142;118;62019"
"""351590 FLOREAL"";-;-;-;-;-;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;85"
"""351600 FLORIDA PAULISTA"";-;-;-;10492;7835;7362;7715;6213;6951;6654;6713;6726;5870;4888;4404;5083;6503;5510;5310;5044;5030;2315;1996;1412;2634;2196;-;-;124856"
"""351610 FLORINEA"";-;-;-;8500;10280;8771;10236;10383;10511;7305;6243;6210;6074;7433;5176;5866;7986;9788;10759;11266;10267;10113;12058;11797;10129;7889;6297;6804;218141"
"""351620 FRANCA"";-;-;-;231067;229827;225520;258253;225432;224190;199455;213634;206358;213042;190467;183022;199272;204423;203463;204185;225884;206311;221070;230550;233352;219743;199160;196828;197913;5342421"
"""351630 FRANCISCO MORATO"";-;-;-;23920;26962;33391;33411;33416;27526;25960;26441;26780;26101;24710;25735;27308;27220;31829;34993;35736;32639;31133;35073;31323;35383;47909;27946;17463;750308"
"""351640 FRANCO DA ROCHA"";-;-;-;27279;26302;29738;29366;29651;26566;27330;27179;173;28442;26275;26174;27027;25049;29645;30531;34197;30477;29540;11033;17576;19376;18632;18028;16895;612481"
"""351650 GABRIEL MONTEIRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4800;7065;5618;17483"
"""351660 GALIA"";-;-;-;7047;6148;6683;7721;8073;9093;8466;8499;9408;9642;8277;8328;9519;9506;8750;9811;10253;9310;9202;13188;12266;12812;10849;9333;11502;233686"
"""351670 GARCA"";-;-;-;64228;60865;68485;77385;69188;66610;62170;67743;74817;74787;64142;56600;71692;71472;77380;75708;76761;67994;74957;78212;84847;82431;73027;36318;69485;1747304"
"""351685 GAVIAO PEIXOTO"";-;-;-;119;475;508;387;494;463;426;486;387;495;465;346;387;829;119;1154;889;1123;1183;-;-;-;-;-;-;10735"
"""351690 GENERAL SALGADO"";-;-;-;826;513;785;874;656;452;475;492;400;430;403;258;368;272;497;224;93;58;322;494;48;157;90;13;1452;10652"
"""351700 GETULINA"";-;-;-;19885;19901;18326;20635;18492;19317;20568;21106;18267;21841;16863;10128;16058;21632;18226;20475;18994;20172;17532;15336;17257;16497;17833;15714;21048;462103"
"""351710 GLICERIO"";-;-;-;10456;9171;11169;12932;11013;11032;11199;11353;10000;11841;10677;9173;12984;10992;11577;10686;12059;11091;12696;13336;14195;14088;12284;9230;-;275234"
"""351720 GUAICARA"";-;-;-;18388;19305;24110;25301;21428;18689;20010;18429;16113;16620;17134;10507;14953;13694;16704;14623;19746;12002;13407;14631;17357;17849;17508;12920;14483;425911"
"""351730 GUAIMBE"";-;-;-;86;155;72;4;19;24;20;21;14;28;20;28;25;11;2;8;16;29;14;5;3;4;18;4;2;632"
"""351740 GUAIRA"";-;-;-;55684;56649;65675;78351;72485;71112;64269;65353;70946;70589;61644;51136;69041;80537;77485;77004;70722;68804;56503;64906;76548;75857;66376;64495;59751;1691922"
"""351750 GUAPIACU"";-;-;-;46013;39149;40175;50687;46650;44675;39528;44763;46054;44935;40411;24870;35364;45966;43834;43802;46979;38280;39846;45951;43718;46999;46681;32895;48489;1066714"
"""351760 GUAPIARA"";-;-;-;394;424;344;328;385;383;414;426;396;109;-;23;40;59;26;22;28;25;32;25;5;263;402;16;65;4634"
"""351770 GUARA"";-;-;-;2526;2450;4332;2629;6470;2596;5135;2745;4011;3392;2619;2287;5063;1692;1198;674;631;889;495;1313;728;673;462;334;868;56212"
"""351780 GUARACAI"";-;-;-;10321;11209;11574;13534;11814;11635;10643;13315;14198;14860;12924;11375;13747;15949;13886;11817;14434;13751;12777;1963;15570;13907;12368;11195;10384;309150"
"""351790 GUARACI"";-;-;-;15731;13510;12041;13841;16242;15659;15622;14639;14713;11814;13410;10535;16759;16164;14370;16066;14334;17597;18217;18154;20854;16082;14215;15519;15010;381098"
"""351800 GUARANI D'OESTE"";-;-;-;12;19;32;34;29;49;47;53;25;30;28;20;12;29;26;32;30;28;43;27;21;37;41;37;-;741"
"""351810 GUARANTA"";-;-;-;8285;9095;7196;8403;7914;6833;6170;6948;4916;5466;3919;2481;5576;6941;5656;5777;5293;7585;5214;7254;7542;7511;6282;6012;7515;161784"
"""351820 GUARARAPES"";-;-;-;26540;29205;30493;34352;32580;-;26637;33212;33146;33105;31099;24041;32962;30167;30803;30730;32814;31506;34154;35002;39096;41355;36298;31654;36484;777435"
"""351830 GUARAREMA"";-;-;2;13701;14080;15121;14345;12934;14452;13995;15324;1793;11083;13639;9346;13496;15921;15817;16054;15733;14874;17559;17705;18528;20218;17525;17388;15473;366106"
"""351840 GUARATINGUETA"";-;-;-;35090;35708;26643;45797;38249;32276;32534;39359;13829;13384;12265;11504;12650;11190;13122;13685;15958;13616;13453;9950;13444;3487;3437;3179;2988;466797"
"""351850 GUAREI"";-;-;-;23691;25787;29212;33721;32414;28515;24406;27458;26866;27828;27428;22072;24339;27809;25435;26807;28774;24643;27992;27074;31132;29276;28341;26354;22767;680141"
"""351860 GUARIBA"";10;-;14;19097;38819;21651;23980;21718;21452;19527;24675;22402;25070;21563;16253;37540;26131;25441;26553;27337;23184;25014;29526;24614;24633;19320;19470;20570;605564"
"""351870 GUARUJA"";-;76422;70742;138693;133482;170365;163709;150858;145066;133730;160835;166820;152165;147255;142029;154760;154231;166933;124565;108836;70108;89446;168710;194670;194234;175987;165054;127720;3847425"
"""351880 GUARULHOS"";-;-;16;47522;58648;79880;89829;82339;61433;48891;56311;56157;61800;51477;49630;49448;54432;56462;59391;58814;49268;47370;50857;54125;54006;48759;46805;52313;1425983"
"""351885 GUATAPARA"";-;-;-;2266;1709;2296;2826;2126;2854;-;2257;2014;4082;1734;2790;2089;3041;3439;2759;4343;3775;3426;3803;3987;3211;3711;2949;4352;71839"
"""351890 GUZOLANDIA"";-;-;-;10793;10972;11770;12911;10790;13338;13220;15345;17376;16206;14071;14502;16348;15249;12821;14661;14546;12448;12161;13529;15486;13909;13024;11338;-;326814"
"""351900 HERCULANDIA"";-;-;-;8678;7945;9494;8592;9582;8430;9081;10017;9542;8185;8791;6420;10495;10771;11994;9662;11454;8754;-;13007;12219;11391;10723;10046;11402;236675"
"""351905 HOLAMBRA"";-;-;-;9335;8266;14404;17538;14305;-;11444;12935;11796;-;11159;6330;10780;11683;12301;7966;12133;10696;11670;12437;15481;17660;16249;13301;15627;285496"
"""351907 HORTOLANDIA"";-;-;-;52649;56510;61567;71691;76232;63345;56427;61925;61741;57941;54533;51059;56686;63478;77674;74600;77762;68145;62452;62230;62522;63110;60235;55228;58120;1567862"
"""351910 IACANGA"";-;-;-;866;746;664;1334;1219;1271;1152;619;4769;5623;5315;5447;6498;5915;6380;6654;7459;5806;6180;7233;6154;5720;5765;5888;6211;110888"
"""351920 IACRI"";-;-;-;11439;6121;10099;15376;10738;9526;9570;9587;10176;9955;9682;8731;10486;10192;9483;13613;10736;14247;12527;12773;12238;12195;11286;10018;9652;270446"
"""351925 IARAS"";-;-;-;6442;6675;4975;5295;4935;5355;5817;6080;5178;5095;3004;2625;4576;4632;4632;6747;7165;6216;7185;7714;7773;6191;6078;6362;6809;143556"
"""351930 IBATE"";-;-;-;18495;18241;17725;19806;18627;19081;17145;17510;21925;21752;18504;16371;22934;20880;21386;27259;26739;19523;22028;23587;31279;36744;31032;22589;27827;558989"
"""351940 IBIRA"";-;-;-;5484;6241;6119;-;-;126;-;-;4557;191;6858;-;-;-;-;7373;7191;6443;6034;6641;6506;5987;5760;5793;5716;93020"
"""351950 IBIRAREMA"";-;-;-;19856;13618;12721;15151;15941;16586;16699;20242;21608;19696;18334;13712;17663;16202;21804;21826;22160;19719;19598;21828;24853;22173;19814;19277;-;451081"
"""351960 IBITINGA"";-;-;-;17725;18400;22302;25575;24169;22857;19142;19696;20612;17682;15275;15228;36410;43224;39296;39024;39953;33515;18847;45479;50523;49071;42699;42138;44166;763008"
"""351970 IBIUNA"";-;-;-;24047;26922;33676;33782;32140;28237;24765;28013;24770;24519;22642;19665;17824;17822;3834;4031;22007;17958;18052;20682;19422;20343;21903;-;-;507056"
"""351980 ICEM"";-;-;-;4363;4434;4485;5196;3564;3467;3372;5062;4033;3498;3544;3144;3549;2481;2596;3005;3476;3364;2973;3842;3484;3219;3241;3017;3621;90030"
"""351990 IEPE"";-;-;-;6699;10614;9201;8518;10722;13011;8718;9274;9416;10347;9782;8640;9758;9077;10118;9807;12242;8369;8675;8138;8930;8786;8795;7977;7386;233000"
"""352000 IGARACU DO TIETE"";4;2;17;17203;17791;13708;20690;15012;13860;11185;19365;14692;14061;13417;9762;14451;14842;21657;16082;16239;13891;14656;15088;16964;13606;15041;15624;15118;384028"
"""352010 IGARAPAVA"";-;-;-;15001;11367;12580;13386;12201;13008;12692;12079;10225;12070;115526;8830;9830;11374;11541;11678;12648;13080;14829;13879;14302;13164;12740;12732;13501;414263"
"""352020 IGARATA"";-;-;-;6181;7102;9237;9312;8280;8391;7356;4421;4440;4433;4427;3664;7628;3730;4828;4571;6395;5334;5101;5582;5561;5725;6011;5540;5269;148519"
"""352030 IGUAPE"";-;-;-;9536;7904;471598;6398;5227;6589;6721;6666;8595;-;6117;-;-;6568;7604;10378;8579;6998;6490;6559;7095;8667;-;7294;6865;618448"
"""352040 ILHABELA"";6;34;34;22224;23262;24620;30961;25623;23665;19981;23007;18959;22027;21382;54299;63695;63777;65027;67539;69402;58586;60463;64193;73448;73491;67952;62337;-;1099994"
"""352042 ILHA COMPRIDA"";-;-;-;16447;17748;25210;26824;8785;8789;14671;7475;8862;10315;6873;15868;10034;6651;19233;13891;9589;6815;6731;9643;2687;6101;5741;3751;2379;271113"
"""352044 ILHA SOLTEIRA"";-;-;-;-;-;-;-;-;21195;18616;22421;20000;18161;17818;15073;18376;19695;21325;23344;23656;21568;23730;21358;22714;27703;16311;17200;-;390264"
"""352050 INDAIATUBA"";-;-;1;42016;42376;45733;54606;44300;45551;42592;45173;44793;36692;35355;39675;49494;61818;61105;56479;54682;45145;47099;52917;51043;53610;41041;40396;40720;1174412"
"""352060 INDIANA"";-;-;-;207;2956;3725;4301;4099;4311;3605;-;5197;-;13;9;5;5;4;14;-;98;80;69;52;77;71;28;28;28954"
"""352070 INDIAPORA"";-;-;-;1907;1929;2125;2723;2675;2022;2411;2551;2623;2150;2375;2948;3461;1925;1950;1882;2639;2142;1930;2139;1997;2102;2220;2314;2131;57271"
"""352080 INUBIA PAULISTA"";-;-;-;6781;63;7853;9234;8890;10245;7883;9160;8716;8322;8979;-;7635;8135;8846;10480;9482;9585;8609;9061;9065;7879;-;9527;8173;192603"
"""352090 IPAUSSU"";-;-;-;754;7110;6357;7244;1169;1258;829;6010;1383;1464;1146;903;1847;985;1363;2578;7097;8697;12114;12972;15896;13012;12958;9832;13536;148514"
"""352100 IPERO"";-;-;-;9081;13195;16266;18734;16953;10927;13103;15561;16770;14718;13453;9795;13498;14390;14956;16243;18357;14417;14217;16296;17942;16691;15443;11288;11139;363433"
"""352110 IPEUNA"";-;-;-;9491;9575;9097;12174;10036;9590;8664;7922;8136;8902;7304;6029;7421;7465;7125;8153;8667;7365;7150;8357;8817;9779;8303;9028;9143;213693"
"""352115 IPIGUA"";-;-;-;-;-;-;-;-;-;-;-;8;15;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67"
"""352120 IPORANGA"";-;-;-;3737;-;2168;3269;3481;3918;1911;5414;2651;3030;2866;4965;6318;2957;4597;3203;4694;8100;5650;4593;733;2020;2040;3850;2820;88985"
"""352130 IPUA"";-;-;-;3524;3252;3759;4934;4604;5097;3858;4310;5005;4529;4162;3850;4683;4719;4864;2983;2996;4310;4336;5376;5395;4690;4159;3434;3874;106703"
"""352140 IRACEMAPOLIS"";-;-;-;15323;16267;20325;25355;20126;20998;21519;26761;27554;26228;25955;4760;22991;27812;29393;29702;29691;10427;12379;14741;16829;18198;18351;15058;-;496743"
"""352150 IRAPUA"";-;-;-;19028;18273;23031;26703;26939;21131;17483;18513;20040;19742;15120;15638;22288;21850;23786;19222;20690;20273;18841;19492;20852;23520;21711;20273;19898;514337"
"""352160 IRAPURU"";-;-;-;3232;3380;3395;3598;3744;3477;4169;4463;3728;4117;4276;3788;4236;4000;3889;4218;4172;4215;4446;4367;4538;4017;3628;3924;3862;98879"
"""352170 ITABERA"";-;-;-;22820;20961;22539;26333;29939;30286;26093;32368;36144;77897;34380;28858;31937;37415;37335;47545;44205;42840;41518;43217;43392;41879;35957;32790;-;868648"
"""352180 ITAI"";-;-;-;19620;19654;19964;21131;21077;19355;20027;20791;19953;20837;15935;13439;18828;2692;22469;27993;17386;34041;37095;29614;34927;44989;36833;35792;72978;647420"
"""352190 ITAJOBI"";-;-;-;44353;42316;42842;50979;29010;45071;43146;47635;48721;47752;41385;36059;42188;47399;39944;39705;41328;43678;42213;57111;48415;57969;49771;40449;45404;1114843"
"""352200 ITAJU"";-;-;-;12070;12118;14217;17046;15326;14176;12424;16023;-;-;-;-;10990;14618;12675;14344;16398;-;-;-;-;-;-;-;-;182425"
"""352210 ITANHAEM"";-;-;-;17698;20639;39889;52277;61021;35290;32508;32010;30422;30010;31232;25734;29312;28364;29596;32733;29102;27729;29436;29990;28904;30190;29924;27663;-;761673"
"""352215 ITAOCA"";-;-;-;-;9;9;3;9;12;-;12;21;17;11;9;15;49;-;-;-;-;-;-;-;-;-;-;-;176"
"""352220 ITAPECERICA DA SERRA"";-;-;-;38077;38416;42543;58955;61705;49975;47604;52014;54669;53904;53775;46571;49809;54074;56061;60632;84028;84143;73741;57218;79987;84605;78027;75695;69250;1505478"
"""352230 ITAPETININGA"";-;-;-;532;818;437;417;278;312;364;291;387;384;227;459;522;514;410;803;693;498;513;533;290;384;363;323;224;10976"
"""352240 ITAPEVA"";364;770;3692;24258;59013;72453;76476;72145;75209;59454;70485;64366;67501;37915;67747;65805;58634;169119;73891;12305;24538;75090;75823;24189;63876;61406;64157;59774;1580455"
"""352250 ITAPEVI"";-;-;-;67080;66624;74136;82090;78325;76172;62126;65534;62177;56465;45734;41365;47953;42043;-;-;-;-;-;-;-;-;-;-;-;867824"
"""352260 ITAPIRA"";-;-;-;28386;30662;30936;49319;51694;35980;37768;37952;37402;35003;29156;26878;34374;30678;36244;36341;32644;31883;26514;26995;25940;27925;25232;24280;25763;815949"
"""352265 ITAPIRAPUA PAULISTA"";-;-;-;1345;1368;1714;1865;2691;3397;3599;1416;1306;1448;962;1319;1221;1109;1068;1184;1243;1171;861;985;978;761;762;1480;-;35253"
"""352270 ITAPOLIS"";-;46;8704;21459;21653;24222;27018;25541;24248;21714;24083;26854;25511;22701;21660;23589;22619;25351;27328;29455;26394;12336;12211;13781;13023;12058;11936;11505;537000"
"""352280 ITAPORANGA"";-;-;-;16037;16979;16735;21309;19088;17519;14592;18120;17287;21059;16259;12467;17333;19847;16360;19746;19907;15671;18543;19685;21876;21146;18374;14255;18106;448300"
"""352290 ITAPUI"";-;-;-;14524;14102;15690;17610;14623;18866;18558;21797;21451;20984;19020;14115;21696;26631;24137;28850;31257;27255;31256;35260;32475;33121;31326;30571;-;565175"
"""352300 ITAPURA"";-;-;-;-;1;1;1;-;-;-;5;-;1;14;3;-;-;-;-;-;-;-;-;-;-;-;-;-;26"
"""352310 ITAQUAQUECETUBA"";-;-;-;133924;153075;184837;178800;164434;136043;112520;125991;139852;120328;97425;96452;83636;80146;98410;104201;110199;99573;88620;100451;99405;101443;92629;82608;81589;2866591"
"""352320 ITARARE"";-;-;-;5928;5733;6976;7442;7884;5791;5430;6182;7558;6221;7072;6413;6203;5366;6069;5904;6185;6440;6823;7162;6473;6274;6041;4717;5844;158131"
"""352330 ITARIRI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;5724;8895;8371;9551;11843;7890;5250;5414;4376;3290;3605;3606;7960;5507;91282"
"""352340 ITATIBA"";-;-;-;89109;82026;85020;100465;96550;89125;90130;98939;98337;101830;85043;70664;91137;87825;81772;84077;90637;77431;85605;87481;100714;100251;88992;72258;90225;2225643"
"""352350 ITATINGA"";-;-;-;61;51;70;56;70;95;57;46;92;22;28;57;60;87;64;136;183;129;216;135;117;97;67;68;87;2151"
"""352360 ITIRAPINA"";-;-;-;14789;15238;15469;17992;17453;15333;14770;15971;20170;5126;14973;13053;15914;3890;10740;12356;11488;12713;17404;18099;16836;16423;-;-;-;316200"
"""352370 ITIRAPUA"";-;-;-;1473;1230;1230;1267;1334;1280;1331;1263;1293;1508;1362;1245;1470;1243;1293;1143;1035;1027;1453;-;1293;1163;1293;1243;1296;30768"
"""352380 ITOBI"";-;-;-;15109;15656;14710;16977;16871;15672;-;12369;11319;12348;9501;2194;7964;13808;15036;15040;17700;15790;13677;14117;14978;15313;15047;14168;-;315364"
"""352390 ITU"";-;-;-;55190;60403;69146;68017;64023;58858;57607;57241;66646;54371;50292;37037;42637;362704;169906;173370;170212;160571;152508;158046;158796;145423;140380;122474;127159;2783017"
"""352400 ITUPEVA"";-;-;-;33708;34086;40618;53016;46384;48067;42010;42497;43374;45627;40453;24801;33990;41463;37636;49660;60404;48623;46792;47622;50472;52761;48233;33527;37107;1082931"
"""352410 ITUVERAVA"";-;7;22;5879;5910;5804;6107;6144;6466;5754;6062;6116;6256;5739;4950;5404;6993;6946;7403;7238;7476;6994;6958;7472;7082;5974;5156;5173;157485"
"""352420 JABORANDI"";-;-;-;6241;7091;6557;8018;7745;7672;7301;7326;7281;7185;6820;6154;5925;7696;7273;6272;7380;7110;6443;7625;7036;6697;7224;7359;6882;176313"
"""352430 JABOTICABAL"";5;-;1247;74374;127604;78023;89147;80044;82737;79620;85502;89515;89199;81243;80569;93589;93017;89113;89533;93729;80742;86230;89603;88715;90271;80908;77843;82758;2174880"
"""352440 JACAREI"";5;7;14;41949;44616;42117;43057;39218;41576;20435;46021;51402;48835;36366;34778;40258;25201;44513;42685;47698;41343;41503;28083;48243;46258;43739;41687;38847;1020454"
"""352450 JACI"";-;-;-;24;50;109;83;117;129;88;154;119;153;103;40;60;91;83;186;110;103;131;111;68;98;116;91;32;2449"
"""352460 JACUPIRANGA"";-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52"
"""352470 JAGUARIUNA"";-;-;-;5862;4809;5903;6482;6515;6023;4403;4942;5815;9483;8233;4611;2004;2921;4942;3845;3098;3672;4392;3491;3172;33676;3871;4009;3682;149856"
