"""Munic¡pio"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""353850 PIQUETE"";-;-;-;160;147;147;704;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1158"
"""353860 PIRACAIA"";-;-;-;115;93;157;642;762;742;801;670;681;744;612;638;633;527;768;647;651;679;441;731;871;1351;1903;929;959;17747"
"""353870 PIRACICABA"";3;46;761;102157;92744;111049;124768;124365;98866;90354;96286;96679;97844;94162;88166;94990;89207;101277;103057;116920;101530;99217;105136;145734;152998;139460;125490;133204;2726470"
"""353880 PIRAJU"";-;-;-;1528;1026;1474;1899;1310;1572;1546;1601;1926;2186;1679;1244;1338;1636;990;1586;1494;1857;1660;1486;1399;1077;2489;2061;2826;40890"
"""353890 PIRAJUI"";-;-;-;6524;4631;7571;8719;6470;6346;5902;6811;8043;2194;2836;4090;3940;5575;6682;5217;2063;1593;1671;1907;2152;1377;1876;1576;6480;112246"
"""353900 PIRANGI"";-;-;-;3769;4015;4637;4355;4579;3667;3204;3447;4256;3402;3416;3924;4226;3498;3685;3783;3154;2807;2786;3137;3051;2994;2408;2606;2820;87626"
"""353910 PIRAPORA DO BOM JESUS"";-;-;-;10500;13248;15267;21662;20321;16135;11544;12748;14413;12696;13171;12605;15070;13434;14642;16155;37204;14190;14487;15358;15530;15301;16493;14456;-;376630"
"""353920 PIRAPOZINHO"";-;-;-;8049;10690;11010;12240;11471;10791;10822;10254;11404;12197;8983;8977;10414;11044;12356;11213;13462;11073;13764;10960;12505;12838;38287;5744;12977;303525"
"""353930 PIRASSUNUNGA"";4;28;116;53215;54844;52466;63797;59491;57946;54151;50907;62217;59505;39864;31906;49085;12262;52438;56139;63533;55237;59680;12645;13434;13331;12041;10824;10423;1061529"
"""353940 PIRATININGA"";-;-;-;15898;16459;19356;20583;19135;22285;18866;22435;22691;24036;19973;17543;19817;23937;23645;25821;28373;23936;1108;525;389;706;175;146;188;388026"
"""353950 PITANGUEIRAS"";-;-;2;30003;30290;44443;44402;41316;40119;38788;105035;84698;42605;37787;35544;37881;39348;73014;42900;43914;38991;70886;42953;47718;43989;38002;35540;35140;1165308"
"""353960 PLANALTO"";-;-;-;10;9;32;204;174;219;767;290;309;248;283;196;167;228;277;196;224;267;195;351;368;194;165;151;-;5524"
"""353970 PLATINA"";-;-;-;5;3;3;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;122;-;-;-;-;-;138"
"""353980 POA"";-;-;-;18799;21221;26077;27049;26336;21400;17821;19650;19546;20702;19495;17221;17832;18563;22354;19418;24510;18392;18130;20878;21342;22207;19269;18904;18873;515989"
"""353990 POLONI"";-;-;-;12321;12519;13609;16559;13433;14657;15000;14408;13501;13855;12440;10477;11854;12804;12280;13845;14683;11591;13346;14878;16339;15428;14769;14670;13945;343211"
"""354000 POMPEIA"";-;-;-;593;737;760;991;709;879;835;1053;808;933;806;579;1369;1322;1329;1320;1347;1310;1418;1545;1337;1117;893;993;1447;26430"
"""354010 PONGAI"";-;-;-;6694;7129;572;417;7632;6469;5595;5277;5991;7235;5192;4042;5506;7650;6229;7291;7834;7622;7367;21373;10474;7875;6833;5229;16078;179606"
"""354020 PONTAL"";-;-;-;242;2952;3865;3550;3542;3892;2010;633;489;484;462;350;2783;1528;3683;3082;2741;3564;6038;8106;7141;2853;6704;4215;3610;78519"
"""354030 PONTES GESTAL"";-;-;-;-;-;-;-;-;-;2332;4;-;3;5;3;-;6;2;5;37;9;6;5;5;2;4;17;4;2449"
"""354040 POPULINA"";-;-;-;2529;3371;1956;3357;3029;3126;4536;4390;4542;3933;3144;2670;62;125;-;-;-;-;-;-;-;-;-;-;2;40772"
"""354050 PORANGABA"";-;-;-;3442;3843;4570;4884;5441;4850;4394;4858;4940;5125;4629;4142;4204;4159;5094;5119;3775;4697;4228;5346;5224;4948;4846;4934;4813;116505"
"""354060 PORTO FELIZ"";2;-;-;57057;51384;57029;68112;60296;59293;54931;57526;60595;62377;54730;45632;60849;115577;57899;61585;60245;53791;59286;59401;34366;54432;51671;44760;51285;1454111"
"""354070 PORTO FERREIRA"";-;-;41;6182;6473;6992;9159;7806;7931;7156;7646;7668;7957;6821;4656;8431;9852;5992;6153;4022;8236;6675;6075;7686;7301;5218;4056;3976;170161"
"""354075 POTIM"";-;-;-;6637;6637;7527;3735;9444;8094;6954;3976;4413;7969;7474;5627;6584;6309;7557;6958;7441;6337;6819;8504;7938;9136;7540;7259;6508;173377"
"""354080 POTIRENDABA"";-;-;-;177;279;281;354;364;380;409;356;307;417;322;287;408;424;390;443;479;508;547;392;554;567;546;472;452;10115"
"""354085 PRACINHA"";-;-;-;490;809;200;1106;240;792;891;210;961;1309;912;555;793;802;280;1286;1178;1033;2709;1383;1393;1390;1341;1180;1127;24370"
"""354090 PRADOPOLIS"";-;-;-;5278;5960;5993;6160;5266;5053;-;3724;4175;4784;5910;4308;5516;7171;10465;8517;7895;6883;5793;6275;5886;7734;4122;1119;451;134438"
"""354100 PRAIA GRANDE"";-;-;1769;85914;81811;93748;86636;91250;84676;71820;91736;85721;80635;88873;75642;96013;78327;101349;100804;106186;98407;99989;91029;75143;110271;81644;81752;85957;2227102"
"""354105 PRATANIA"";-;-;-;1062;926;1820;926;928;88;656;615;568;789;505;525;627;688;7;376;850;675;596;663;678;828;599;402;624;17021"
"""354110 PRESIDENTE ALVES"";-;-;-;3244;4005;5419;5130;4905;3899;3658;4713;5563;4573;3400;3308;4529;4061;3282;4568;4049;3199;3672;-;3366;-;2447;2056;2938;89984"
"""354120 PRESIDENTE BERNARDES"";-;-;-;3775;4809;4682;5499;2738;2637;3498;2607;3357;2272;1698;2154;1868;1565;1728;2485;335;377;86;365;296;2155;1351;1708;2759;56804"
"""354130 PRESIDENTE EPITACIO"";-;-;-;34900;36313;40828;43306;41701;33393;37022;46670;39930;38388;35582;21471;47410;37520;41976;43837;17393;40561;41613;44492;47434;50125;41457;29468;30323;963113"
"""354140 PRESIDENTE PRUDENTE"";-;-;-;44248;43474;48544;46794;44974;45373;43516;43002;47602;48268;42898;45100;58688;59356;67498;59147;58182;44931;45760;49658;50066;51690;49883;45272;47131;1231055"
"""354150 PRESIDENTE VENCESLAU"";-;-;-;26295;30299;33803;34085;29928;34381;24101;32279;33126;34340;32053;23092;28436;32972;35583;34663;31318;32308;31119;33737;34333;37407;31655;28053;29718;789084"
"""354160 PROMISSAO"";-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4"
"""354165 QUADRA"";-;-;-;53;64;76;111;98;100;90;103;101;144;87;73;-;78;158;75;83;95;110;101;43;74;90;66;51;2124"
"""354170 QUATA"";-;-;-;5511;12893;7677;9691;9856;8916;7650;9014;8157;7293;9280;6883;7937;10639;9054;13239;9708;8879;6823;8132;8256;8659;8808;7066;5344;215365"
"""354180 QUEIROZ"";-;-;-;8538;6868;6455;7939;6882;7617;6731;8307;8474;8329;6775;5592;5778;5813;5705;7988;7726;8090;6730;8881;8017;7550;6789;5942;6385;179901"
"""354190 QUELUZ"";-;-;-;23964;3859;4780;4855;5039;4322;3296;3769;3852;3586;3500;3103;3286;4138;3729;4283;4306;4954;3038;6151;4302;5242;5468;3482;-;120304"
"""354200 QUINTANA"";-;-;-;21811;23352;22246;25645;25566;26088;19706;26779;26704;27043;21703;17802;19475;5970;13194;21839;21626;21266;21307;23815;26475;23238;20612;20702;21132;545096"
"""354210 RAFARD"";-;-;-;6289;7343;10746;11647;9880;2031;6824;7780;20;31;6885;5870;30;6729;6448;6525;8498;7112;-;-;6773;2;5900;5241;5591;134195"
"""354220 RANCHARIA"";-;-;-;7572;8058;12040;8255;7069;6506;5532;7700;6698;7394;5606;817;5745;6342;7838;6957;5740;5523;5990;5399;6968;6202;6282;2950;4690;159873"
"""354230 REDENCAO DA SERRA"";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3"
"""354240 REGENTE FEIJO"";-;-;-;456;467;452;709;395;464;407;582;456;692;373;552;452;369;378;318;353;603;425;859;436;463;576;524;346;12107"
"""354250 REGINOPOLIS"";-;-;-;5259;5666;7285;6729;5682;5558;4672;4695;5415;5006;4115;3895;4544;4744;6169;5828;5422;4701;4396;4711;5148;4343;3905;3541;4572;126001"
"""354260 REGISTRO"";-;-;1930;1487;2215;4803;3417;2592;2645;2289;3994;37983;21853;17000;11830;16659;13708;13568;15278;18042;15551;1438;2901;1906;4170;2342;1819;1053;222473"
"""354270 RESTINGA"";-;-;-;32;1928;2013;1685;1267;1834;1887;3942;2326;2365;2179;5;8;27;-;-;-;-;21;14;39;45;25;109;5;21756"
"""354280 RIBEIRA"";-;-;-;82;-;-;-;-;-;-;-;-;5;300;-;45;275;-;1332;-;1057;3031;-;1678;1;1363;679;811;10659"
"""354290 RIBEIRAO BONITO"";-;-;-;10774;10624;10087;13125;9557;8770;8526;8912;9671;9064;7387;7369;10340;10579;10556;13229;13080;16015;15098;15229;15190;15326;14478;12627;13461;289074"
"""354300 RIBEIRAO BRANCO"";-;-;-;185;210;285;14773;14544;15010;14226;10212;7889;5697;4509;3126;5299;9336;6303;8804;10636;99;88;103;81;85;107;91;-;131698"
"""354310 RIBEIRAO CORRENTE"";-;-;-;7516;9925;10426;9302;7614;7727;6791;7805;7720;7566;7454;5882;6774;7061;6650;8203;8898;7838;10913;8403;8448;9094;7881;7374;7464;200729"
"""354320 RIBEIRAO DO SUL"";-;-;-;9559;8506;10981;7935;11525;11293;10002;10394;8957;7813;6230;4791;6289;7466;9926;11586;12005;10916;11894;10375;13013;13903;13215;12585;12508;253667"
"""354323 RIBEIRAO DOS INDIOS"";-;-;-;289;1653;1561;1458;1336;1338;946;-;1042;1058;1019;680;914;1574;1643;1304;1315;1106;1140;-;1355;661;1438;797;-;25627"
"""354325 RIBEIRAO GRANDE"";-;-;-;68;93;129;90;119;68;-;-;617;322;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1506"
"""354330 RIBEIRAO PIRES"";-;-;-;38836;41861;47331;53646;46017;40967;35947;37806;39170;39842;33625;33328;34474;30256;31116;16899;19399;18302;18869;20777;24032;127882;24235;18135;18947;891699"
"""354340 RIBEIRAO PRETO"";-;2;3;336943;339571;352258;387217;339969;7979;109815;285801;321001;349206;290334;257086;305049;340061;336212;345714;359294;321638;348573;361359;366979;354059;319996;287511;286870;7710500"
"""354360 RIFAINA"";-;-;-;3671;4166;4937;5973;5328;5502;5202;4920;5193;3957;4493;4753;5534;5869;5891;5308;6049;5209;5256;5647;6223;5926;5012;5671;5751;131441"
"""354370 RINCAO"";-;-;-;5443;9705;11057;7929;8567;9391;7777;11869;14227;12559;11460;10853;11072;14612;16022;13695;14134;12056;2796;1959;1867;2205;1974;1246;1546;216021"
"""354380 RINOPOLIS"";-;-;-;12487;11978;11680;13732;11939;10664;11415;13061;12261;13162;10390;8333;12721;11405;10251;10581;11927;10743;13216;9411;15841;15444;13237;11819;-;287698"
"""354390 RIO CLARO"";-;-;1324;46477;49700;59739;70673;87701;69925;55119;52083;49021;45772;42860;42560;49470;48771;60160;56523;58614;49858;48104;51844;54861;53019;49848;51450;46179;1351655"
"""354400 RIO DAS PEDRAS"";-;-;-;9774;9587;17935;15051;19043;18378;10405;6255;20062;14509;16469;12405;14149;5051;5491;9764;6522;6079;6731;8416;6444;7598;10452;15597;11141;283308"
"""354410 RIO GRANDE DA SERRA"";-;-;-;3151;7858;6436;10013;9347;12252;12382;14229;13649;14323;256540;6110;272;5141;7591;4245;3787;3689;4051;4799;5031;5949;6030;5639;5137;427651"
"""354420 RIOLANDIA"";-;-;-;-;-;-;-;-;-;-;-;11;23;-;21;172;231;240;13;2;187;69;100;98;69;56;122;130;1544"
"""354425 ROSANA"";-;-;-;3;27;-;2905;3057;2489;2057;3264;3467;2949;3126;2668;2691;2555;2346;2489;2956;2782;2531;2673;2934;2331;2487;-;-;54787"
"""354430 ROSEIRA"";-;-;37;2215;1526;2257;2527;2147;2663;2305;2662;2672;2285;2178;1898;1043;891;1169;1002;2487;2699;2431;2458;2462;5224;2771;46;2589;54644"
"""354440 RUBIACEA"";-;-;-;4321;5215;5436;6450;6282;6692;5653;7271;6054;5968;5340;4570;6304;6732;5677;5935;5981;4813;5143;5969;6120;6022;5319;3845;3605;140717"
"""354450 RUBINEIA"";-;-;-;6321;6514;4337;6530;5431;250;1498;1057;5081;2549;3223;2208;3206;2052;2672;4445;4610;4703;5329;5624;5692;4450;4188;4038;3778;99786"
"""354460 SABINO"";-;-;-;6765;10284;14463;12740;13851;13343;11275;12976;12188;10979;11184;10196;12238;15168;13851;12434;13452;11767;12831;11172;13725;13340;12168;10469;-;292859"
"""354470 SAGRES"";-;-;-;403;371;325;342;380;398;443;506;551;488;401;398;433;359;340;507;390;397;572;277;385;475;374;287;381;10183"
"""354480 SALES"";-;-;-;9618;10308;11225;9260;9537;8228;7391;7747;10134;10867;10252;10400;11059;10580;8861;8863;10409;9654;12161;13439;12627;11940;12126;12904;12739;262329"
"""354490 SALES OLIVEIRA"";-;-;-;-;-;-;-;-;-;7;19;-;-;-;24;-;16;-;51;92;85;55;49;15;38;13;16;18;498"
"""354500 SALESOPOLIS"";-;-;-;1191;1428;1735;1748;1663;1311;165;1152;1125;1029;1089;1038;1175;1295;1433;1274;1445;1316;745;3488;3697;3547;2887;3441;3663;44080"
"""354515 SALTINHO"";-;-;-;19801;18876;22283;30334;29235;25474;23432;23649;25157;24975;22852;21022;23303;23063;28932;28212;33073;26084;26029;33517;26973;27151;23770;23262;25221;635680"
"""354520 SALTO"";-;-;-;15482;16512;21050;20728;20992;17934;15887;16768;17237;16086;14371;14026;15804;15894;20920;20095;19842;16159;15198;16573;16684;16942;16733;15866;15247;429030"
"""354530 SALTO DE PIRAPORA"";-;-;-;9524;6304;7004;7322;8000;7902;6783;6625;6354;6755;5986;5268;6900;7096;7301;6822;8442;7537;7222;7226;6963;7160;6621;7122;7217;177456"
"""354540 SALTO GRANDE"";-;-;-;1333;1843;2139;2017;1345;1984;1513;1617;908;1529;739;803;1664;1777;1648;1668;931;495;2788;1033;2686;1245;906;863;-;35474"
"""354550 SANDOVALINA"";-;-;-;3204;1828;375;-;75;138;134;119;189;429;101;250;199;1;88;161;365;39;216;-;147;173;141;90;170;8632"
"""354560 SANTA ADELIA"";-;-;-;15608;13408;14538;20299;18732;16566;16440;16722;16277;17293;14519;11970;16792;17193;18020;20072;19873;18285;24371;23950;24181;25594;21436;19400;23380;464919"
"""354570 SANTA ALBERTINA"";-;-;-;2336;2113;2614;2752;2711;7472;6816;2970;3190;2720;2419;2318;3005;3508;3599;7152;4148;3067;2652;2846;3134;3469;2509;2406;2181;84107"
"""354580 SANTA BARBARA D'OESTE"";-;-;-;77948;76046;91049;100342;95768;93798;90042;98117;87042;76501;60910;45557;55690;62764;69757;72150;65882;65791;76080;91772;93854;95453;82673;68318;80809;1974113"
"""354600 SANTA BRANCA"";-;-;-;132;442;6794;19;21;14;40;63;-;63;60;42;65;76;54;-;68;-;41;65;65;-;49;61;42;8276"
"""354610 SANTA CLARA D'OESTE"";-;-;-;71;48;47;70;68;65;70;68;71;58;54;43;4;65;40;59;49;64;33;79;77;65;50;46;-;1364"
"""354620 SANTA CRUZ DA CONCEICAO"";-;-;-;4;2;9;2;1;2;13;7;10;1692;2502;2231;3486;3214;3377;2002;3274;2839;3561;3486;3026;3237;3297;2563;3521;47358"
"""354625 SANTA CRUZ DA ESPERANCA"";-;-;-;1436;2270;2458;3034;1112;4195;12487;3055;3200;2725;2525;2032;2708;2340;2514;-;-;-;-;-;-;-;-;-;-;48091"
"""354630 SANTA CRUZ DAS PALMEIRAS"";-;-;-;24269;28341;27986;30299;23463;22335;23358;21353;19974;19823;16728;12402;17285;21290;21209;24963;22475;22190;20308;25634;27407;24986;23150;23480;20926;565634"
"""354640 SANTA CRUZ DO RIO PARDO"";-;-;-;13208;16080;13542;15655;22062;22404;19272;15040;15187;21037;15203;12820;23148;12102;10733;15541;10545;10599;10847;8494;8084;7782;7434;7708;7731;342258"
"""354650 SANTA ERNESTINA"";-;-;-;-;2;2;2;2;2;2;2;9544;7595;7789;5210;2656;1520;910;648;403;31;23;2;2;2;2;2;2;36355"
"""354660 SANTA FE DO SUL"";-;-;-;35843;33693;38707;43261;31788;35868;30156;30887;30519;29974;27455;24460;33736;34124;28879;33578;32109;27676;33437;33044;39475;33342;27528;26253;24114;799906"
"""354670 SANTA GERTRUDES"";-;-;-;10671;15887;20535;26734;24326;17349;16959;18836;21146;19349;19468;16266;19887;21696;29181;26244;25283;21489;24323;27781;28053;28257;-;-;-;479720"
"""354680 SANTA ISABEL"";-;82;65;9206;11294;8539;12419;15561;18569;7719;6535;4053;7854;10708;12740;21799;20063;11252;13383;17943;12787;12827;13342;14117;15521;13583;11800;8792;312553"
"""354690 SANTA LUCIA"";-;-;-;4682;7237;5017;7286;6802;7038;4255;4329;7299;7775;5990;6606;6802;7225;9022;8907;9217;5682;8050;6599;6014;7425;5747;4301;6316;165623"
"""354700 SANTA MARIA DA SERRA"";-;-;-;3730;4612;5188;6732;6225;6619;5738;5597;6191;6260;59;4733;5757;4352;5799;8384;6515;5749;6507;6169;6613;7706;1379;-;-;126614"
"""354710 SANTA MERCEDES"";-;-;-;4715;4263;6254;6934;5262;5127;4236;5346;6146;4871;4758;5048;2949;5894;5271;6652;6759;6856;5402;3311;1060;772;903;775;340;109904"
"""354720 SANTANA DA PONTE PENSA"";-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4"
"""354730 SANTANA DE PARNAIBA"";144;2520;7174;122061;123913;139637;158648;150478;143734;130242;146176;142360;137106;114355;97005;116529;134774;143034;150357;138287;118293;118093;129594;138240;139123;102396;90872;99323;3234468"
"""354740 SANTA RITA D'OESTE"";-;-;-;-;-;-;-;-;-;-;-;1;-;-;12;-;9;496;498;466;526;640;669;774;582;677;577;640;6567"
"""354750 SANTA RITA DO PASSA QUATRO"";-;-;-;17594;18863;19372;22564;13282;16680;19614;22335;22515;23037;20427;18878;21590;24986;21678;24426;23114;22681;22835;29746;31224;32816;29793;32229;31182;583461"
"""354760 SANTA ROSA DE VITERBO"";-;-;-;7584;7731;8314;7667;5887;7628;8018;5732;6988;6814;10939;9334;10122;7913;6923;6404;6204;7153;6897;7304;7928;10774;9073;8641;6897;194869"
"""354765 SANTA SALETE"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;5"
"""354770 SANTO ANASTACIO"";-;-;-;4653;4178;4302;5515;4883;5558;4440;4717;4546;4471;4201;3833;25;52;12715;4459;3852;2956;3713;3346;4575;4158;3137;2919;3472;104676"
"""354780 SANTO ANDRE"";698;77;1262;226718;218958;250725;298554;272585;262843;266896;279381;283970;297392;274373;221844;287737;283636;268707;278737;347059;320379;339882;370875;378538;365756;285552;192816;210509;7086459"
"""354790 SANTO ANTONIO DA ALEGRIA"";-;-;1;7991;8932;12611;12778;11159;11553;11595;10635;8807;15701;17538;12621;13795;16709;13885;16655;16333;12016;17941;16110;16963;11887;10272;9452;8543;322483"
"""354800 SANTO ANTONIO DE POSSE"";-;-;-;24325;24703;30740;36392;29375;27405;26187;29086;29584;29282;22076;15477;28474;32119;35180;36513;40536;35681;26424;46396;49260;43660;34145;34595;41939;809554"
"""354805 SANTO ANTONIO DO ARACANGUA"";-;-;-;13215;12342;13727;13932;14110;16308;16556;12774;13339;12467;10054;8413;11474;13607;11850;12920;13106;10887;12383;15092;18347;17842;14206;12271;14102;335324"
"""354810 SANTO ANTONIO DO JARDIM"";-;-;-;8800;8125;11500;13550;10777;9235;8629;10214;10454;8017;8632;7517;9729;9819;8806;12184;11879;8756;8789;9362;8683;4075;5034;5146;-;217712"
"""354820 SANTO ANTONIO DO PINHAL"";-;-;-;1273;1692;2121;1979;2015;1214;2438;2347;1953;2233;1945;1835;1101;2292;2541;2372;2627;2501;2683;3545;2616;2524;2376;1241;1659;53123"
"""354830 SANTO EXPEDITO"";-;-;-;48;136;31;27;38;-;-;-;-;-;-;-;-;-;-;-;2;21;3;-;-;-;4;3;11;324"
"""354840 SANTOPOLIS DO AGUAPEI"";-;-;-;9354;9839;10000;11638;-;10946;10247;11460;10805;10911;9085;8943;10743;9271;9188;10811;14576;13490;13346;15659;17141;16859;15001;16331;14966;290610"
"""354850 SANTOS"";12059;368;1528;215332;211406;256603;305531;251766;266776;272313;280663;270786;267449;225604;198215;244804;250075;255113;279039;264860;253118;265086;278994;263330;268496;242534;213786;216112;6331746"
"""354860 SAO BENTO DO SAPUCAI"";-;-;-;102;97;48;52;20;43;-;40;46;60;-;-;-;-;-;-;-;-;1;-;1;7;-;61;61;639"
"""354870 SAO BERNARDO DO CAMPO"";97;165;19280;535876;495065;576473;590356;550334;546714;537261;585197;549551;582992;484172;383600;483398;477264;501446;504158;503104;490220;557992;566904;559701;560409;495314;439184;505098;13081325"
"""354880 SAO CAETANO DO SUL"";-;-;-;111304;97765;114798;131640;120775;114639;111561;124654;123369;137303;107046;98903;113645;114984;119729;118250;119244;101374;113223;122609;130837;126660;112099;97388;101902;2885701"
"""354890 SAO CARLOS"";-;-;59;10406;7635;13338;12275;10320;10548;9357;5761;9247;4114;914;11647;55203;70370;77442;53961;30749;33847;26552;27914;29690;35488;19460;24080;14187;604564"
"""354900 SAO FRANCISCO"";-;-;-;-;-;-;-;-;-;-;-;4701;4775;4846;3905;5217;5703;5278;5487;6141;5830;5195;6165;6663;6438;6025;4156;4902;91427"
"""354910 SAO JOAO DA BOA VISTA"";-;-;-;87263;83186;87714;105183;88553;78961;85925;90534;86441;88397;78039;71089;87759;86114;79033;94915;102470;85859;90264;86531;90595;88644;69974;69233;85403;2148079"
"""354925 SAO JOAO DE IRACEMA"";-;-;-;3796;3698;2238;925;1479;1343;1401;1488;1068;965;826;665;562;753;755;905;942;523;750;668;768;1273;906;846;981;30524"
"""354930 SAO JOAO DO PAU D'ALHO"";-;-;-;3261;3797;4288;5069;3058;3081;3337;4010;4796;4183;3534;2907;4195;3798;3530;4659;5245;4092;5086;4095;5100;4930;4538;3755;4095;102439"
"""354940 SAO JOAQUIM DA BARRA"";-;-;-;72956;72990;80122;96734;90253;91792;77842;88025;97150;80858;75046;71398;75246;73376;74428;88388;83237;83578;83162;85329;90698;79057;75390;65867;63172;2016094"
"""354950 SAO JOSE DA BELA VISTA"";-;-;-;6405;7198;7755;9285;8713;8476;7125;8429;8456;9203;8277;9415;7963;6194;9040;9692;8358;8584;8461;8844;8967;7796;5398;5962;4950;198946"
"""354960 SAO JOSE DO BARREIRO"";-;-;-;2865;2893;3530;2952;337;3302;3344;3119;2667;2403;2170;1980;2363;2222;337;1980;2034;2015;3119;3224;5862;5862;-;-;-;60580"
"""354970 SAO JOSE DO RIO PARDO"";-;-;6799;7835;19580;12346;21219;34494;29240;23371;19970;25683;22484;19538;20922;23537;19617;7093;11391;13149;29713;20901;21527;18588;20095;23135;19847;6861;498935"
"""354980 SAO JOSE DO RIO PRETO"";-;-;-;349553;335287;335891;413867;366881;349487;340334;364341;357858;366858;305586;313997;451593;433430;345683;351125;346057;305772;350937;380901;398241;371738;319164;291664;359434;8905679"
"""354990 SAO JOSE DOS CAMPOS"";7;19;4022;102770;119175;156202;164112;141452;125197;104301;123621;113639;93756;106589;102814;104054;101627;131207;111028;128022;104180;97096;108406;106731;108550;102949;96874;85490;2843890"
"""354995 SAO LOURENCO DA SERRA"";-;-;-;9380;11544;14409;15872;15051;12566;7807;6671;7888;9440;8827;10040;11591;11074;11860;12011;13633;11817;10549;11291;11055;12018;11022;11521;10998;279935"
"""355000 SAO LUIS DO PARAITINGA"";-;-;-;167;195;312;219;226;223;204;331;247;252;201;231;320;6242;279;233;177;249;300;307;210;428;389;256;-;12198"
"""355010 SAO MANUEL"";-;-;-;18651;9798;10610;10026;7837;7470;4310;4506;5329;14388;4857;4468;4848;4676;6006;4614;5883;8823;14495;101292;11711;4386;10498;3461;5828;288771"
"""355020 SAO MIGUEL ARCANJO"";-;-;-;27152;19345;26301;27289;26997;26682;24828;24423;26617;26606;25554;18587;26366;26375;24886;27113;27440;26818;32051;32666;37032;41018;39454;309135;433203;1383938"
"""355030 SAO PAULO"";8717;2345;45302;7282082;7812728;8440897;9190977;8630833;8276142;7995259;8541207;8363692;8461011;7865319;7335494;8089030;7998873;8125532;8368336;8716220;8029029;8706056;8878163;8985208;9224658;8293424;7838722;8077731;207582987"
"""355040 SAO PEDRO"";-;-;-;44860;40185;48378;51724;54153;52753;50385;51397;49781;49544;43967;38078;46348;45814;43476;41975;45226;42361;42938;44810;44791;42066;40683;34874;40047;1130614"
"""355050 SAO PEDRO DO TURVO"";-;-;-;40;45;37;42;38;32;31;34;45;38;34;35;38;35;36;35;41;-;-;1;2;2;17;32;38;728"
"""355060 SAO ROQUE"";-;-;-;4180;4410;6146;7560;9079;5161;4649;4721;3761;3934;3943;3475;3290;3725;6289;9400;5627;3846;4444;4029;4324;5371;4570;3675;4702;124311"
"""355070 SAO SEBASTIAO"";-;-;-;30507;17744;25905;41233;49865;354360;51737;53522;342158;41236;334442;30050;36984;40320;40976;42887;37381;30706;27339;29451;28783;37506;27435;29431;40114;1822072"
"""355080 SAO SEBASTIAO DA GRAMA"";6;1;78;13177;11943;15253;18531;15079;15182;19704;20175;20223;21594;17831;7553;28149;15970;15039;17149;15851;15430;11241;2445;2463;117;157;187;134;320662"
"""355090 SAO SIMAO"";-;-;-;10623;14504;14547;13139;14477;14736;11183;13649;8147;14652;14528;11603;11928;17990;17179;14874;13439;14425;15736;14150;13918;13526;12055;11161;12203;338372"
"""355100 SAO VICENTE"";245;650;805;61426;87361;107851;120784;117579;119427;99711;127722;123119;112707;102330;91941;95152;94796;97586;106726;110393;106165;94136;82431;88835;77079;66948;54973;44235;2393113"
"""355110 SARAPUI"";-;-;-;15228;14465;23864;26823;25340;23597;18009;18237;23856;21557;18808;17820;20839;20616;21968;24667;25011;22222;21807;22814;24190;22431;23719;21090;20112;539090"
"""355130 SEBASTIANOPOLIS DO SUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;68;30;56;107;53;22;70;1;20;46;5;2;516"
"""355140 SERRA AZUL"";-;-;-;19868;19662;22579;2656;2656;25066;16589;18003;16328;17479;6604;12219;19452;17982;19037;16256;17444;15373;17720;22964;21497;22689;6514;16702;20976;414315"
"""355150 SERRANA"";-;-;-;3964;20451;20393;22372;18760;17041;3237;3428;21800;15062;22814;23446;25206;24655;28260;24881;30050;25534;31696;33662;32785;34393;37426;26989;32887;581192"
"""355160 SERRA NEGRA"";-;-;-;32825;29894;31929;35850;33422;33270;39028;38299;38997;40099;36763;33281;35484;39319;37033;37948;39848;36313;41714;40710;41061;40241;33465;31664;35172;913629"
"""355170 SERTAOZINHO"";-;-;-;634;4376;7334;8;8515;8457;8088;9475;9075;-;9544;8891;9670;14050;19349;12429;16040;21087;24925;55279;91473;65221;72013;65343;66826;608102"
"""355180 SETE BARRAS"";-;-;-;3242;4371;3376;3074;3183;8840;2583;2805;3094;3455;2838;2382;2914;2739;3331;2881;49;148;150;242;216;197;167;200;252;56729"
