"""Munic¡pio"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""351100 CASTILHO"";-;-;-;-;-;46226;44178;49887;55487;48864;47048;40620;46107;47602;44425;40943;36546;40904;42426;44251;47261;53406;43956;45842;46379;34632;50897;45357;-;-;1043244"
"""351110 CATANDUVA"";-;-;-;-;64;229023;237233;259267;279064;260576;226081;206953;198098;225663;228967;198087;200883;193105;225904;238942;231027;223368;219002;221763;241414;259619;264612;244917;229904;230695;5774231"
"""351120 CATIGUA"";-;-;-;-;-;657;559;647;750;587;756;636;683;735;771;31;63;72;7;664;592;561;621;1808;754;765;849;554;447;519;15088"
"""351130 CEDRAL"";-;-;-;-;-;14847;3035;18075;21745;20165;27458;20267;20261;22918;23439;20401;20527;28961;24197;22476;22042;20333;21838;18788;18418;20525;18766;15960;16790;18783;501015"
"""351140 CERQUEIRA CESAR"";-;-;-;-;-;15092;17791;29825;28539;27476;25896;23637;24173;28138;21401;22742;27149;19997;20532;28335;28750;33377;30028;26250;36992;36955;34481;36320;25418;29379;678673"
"""351150 CERQUILHO"";-;-;-;-;-;47012;42800;39423;43072;40405;43529;55160;52126;44488;44718;46776;26487;105574;88128;86829;109688;122941;100772;103910;101862;108625;96254;89171;92354;106148;1838252"
"""351160 CESARIO LANGE"";-;-;-;-;-;10922;18683;20131;23307;23144;21882;19476;19773;19403;19373;18057;15010;14496;20262;10809;32528;23529;23456;22181;25099;23704;26773;26458;16131;11990;506577"
"""351170 CHARQUEADA"";-;-;-;-;-;26994;26589;35811;39770;39961;38787;35109;35606;38518;35778;33003;32261;36712;38742;42760;43975;46583;42926;43535;48119;47017;46298;42708;31392;42748;971702"
"""351190 CLEMENTINA"";-;-;-;-;-;4230;4325;5413;4785;4950;4640;4468;4663;4682;4839;7788;7047;8417;8357;8259;7540;9714;7537;7025;8108;8328;9549;7699;7090;6755;166208"
"""351200 COLINA"";-;-;-;-;-;43411;47919;47565;55065;49714;42997;47218;48610;48464;49310;40489;35201;46677;46511;48479;53358;52488;47007;48198;46620;51401;51364;42535;41671;45181;1177453"
"""351210 COLOMBIA"";-;-;-;-;-;10705;9155;8840;12407;7821;8007;7638;6902;8732;6902;4951;4732;4963;7393;7910;7484;5668;3883;4875;7265;13133;13508;15662;8784;11995;209315"
"""351220 CONCHAL"";-;-;13;-;102;42783;40006;34377;44388;68551;54256;85014;68701;46483;56978;48559;45110;42832;47658;62422;60344;103946;88358;65136;62859;82410;60382;72769;143614;143839;1671890"
"""351230 CONCHAS"";-;-;-;-;-;36157;33329;33918;13355;54280;42824;37968;38757;41692;40474;33354;36064;47084;47712;127636;45576;45368;45327;41173;43033;48377;38183;50145;40664;40341;1102791"
"""351240 CORDEIROPOLIS"";-;-;-;-;-;-;-;42674;47405;47630;51287;43589;45360;47795;51895;45053;14624;16153;44822;61875;55528;57409;51011;49401;48383;48427;59271;49285;41777;-;1020654"
"""351250 COROADOS"";-;-;-;-;-;12922;10904;11599;15175;11785;10085;10142;12272;12524;12160;11537;8686;15454;13635;11903;13103;15617;13790;14864;14980;14102;13206;12168;12514;25909;331036"
"""351260 CORONEL MACEDO"";-;-;-;-;-;1217;999;1316;1692;1535;1370;1652;1344;1418;1698;1859;1050;1695;2232;2108;1941;2100;2623;1841;2393;2182;2482;2608;741;-;42096"
"""351270 CORUMBATAI"";-;-;-;-;7;6169;7197;8492;9677;10941;9698;9532;9471;11212;11292;10697;8870;11665;10255;11088;11497;10498;15061;9303;13318;14022;13549;10947;10914;7752;263124"
"""351280 COSMOPOLIS"";-;-;-;-;-;60698;57271;65923;67389;70453;65954;58122;61439;57202;60242;49579;41335;55512;56577;57510;57726;59629;53550;58335;60407;63428;59466;53480;37679;48386;1437292"
"""351290 COSMORAMA"";-;-;-;-;-;3411;3907;4016;168;5027;4884;4329;4384;5312;4783;-;-;5976;6330;6616;6318;5151;7496;6675;7460;6030;7653;6241;5130;-;117297"
"""351300 COTIA"";-;-;-;-;-;241540;322705;375816;345451;336576;428207;336240;423358;468198;429846;420544;377655;273826;378880;323773;332286;361207;381556;17971;333026;359573;358373;371037;319303;279697;8596644"
"""351310 CRAVINHOS"";-;-;-;-;-;40508;38962;37843;40296;45375;41282;34842;38873;46266;51267;54972;32022;45139;58662;55821;64573;66714;62146;64372;64729;62671;61486;52556;-;-;1161377"
"""351320 CRISTAIS PAULISTA"";-;-;-;-;-;827;560;564;807;1004;795;891;889;908;744;617;440;324;497;616;508;4858;454;4148;3431;607;6283;7607;6367;9514;54260"
"""351340 CRUZEIRO"";-;-;-;720;-;88747;87227;90291;112364;120908;102324;117777;108888;121798;111373;102565;82832;90152;108842;87935;96599;101581;82224;83764;86125;85646;83272;82496;71340;80209;2387999"
"""351350 CUBATAO"";-;-;-;-;6;203997;209229;256838;255603;237698;230209;222131;238944;241099;246860;213901;203639;207727;216431;231684;244196;258907;249525;224741;233900;224081;222734;208310;215819;225415;5723624"
"""351360 CUNHA"";-;-;-;38;-;12373;14308;13120;12734;14971;14071;13487;14403;12905;12487;11621;10434;9886;9612;9587;11098;14456;16382;14429;13514;11680;16004;12619;11099;26693;334011"
"""351370 DESCALVADO"";-;-;72;315;61;47951;51235;57790;63215;61507;56244;54869;86845;58341;61281;57890;55353;60507;63257;71083;61992;66656;61318;60451;66841;63788;62930;56504;51000;50337;1509633"
"""351380 DIADEMA"";-;-;733;627;13492;457655;448281;496429;541981;501199;445947;442321;466254;484422;507164;452053;382919;544608;598158;713940;772593;1425318;770306;805310;605585;825121;802382;659047;626840;778846;15569531"
"""351385 DIRCE REIS"";-;-;-;-;-;13;15;2;4;1;2;3;10;1;2;2;11;4;2;4;6;1;4;8;8;8;5;89;737;1000;1942"
"""351390 DIVINOLANDIA"";-;-;8930;10603;2991;38591;41803;43684;53924;52585;49734;49802;55418;42493;44100;37135;29952;41780;40075;38350;39996;40346;38708;41684;44400;48550;47930;43328;33805;45224;1105921"
"""351400 DOBRADA"";-;-;-;-;-;722;1338;1115;1566;1762;1440;1378;1170;1403;1466;1227;1172;1737;1736;1814;1409;1460;1201;1435;1000;1332;1216;1207;1207;946;33459"
"""351410 DOIS CORREGOS"";-;-;-;-;-;52958;42722;49886;64123;63199;61216;53881;63114;60234;63609;52911;56232;56467;63690;60939;62098;68749;56063;55889;61301;66555;62085;49225;45588;61686;1454420"
"""351420 DOLCINOPOLIS"";-;-;-;-;-;453;281;392;428;310;313;409;410;481;460;431;243;500;670;423;501;486;320;556;587;672;699;474;343;611;11453"
"""351430 DOURADO"";-;-;-;-;-;10471;11788;10912;15050;15900;13371;13586;15789;14484;11093;13212;13212;13216;12440;13111;13551;17590;15541;14996;13158;14995;16556;16038;13953;16883;350896"
"""351440 DRACENA"";-;-;1;50;1188;109343;100276;94664;115811;107734;108991;97079;91217;93232;100481;89652;82982;108593;106640;103039;114276;121072;106945;119333;117274;117973;115249;101571;99428;115988;2640082"
"""351450 DUARTINA"";-;-;-;-;-;56346;53537;55604;56365;54758;56181;53336;58644;59368;60118;56487;49973;56995;55667;57759;59739;61175;55938;53637;57819;60385;62658;48425;41748;35465;1378127"
"""351460 DUMONT"";-;-;-;-;-;2270;2426;2252;2937;2806;2194;2016;2655;2354;2490;2274;1802;1853;2114;2134;3060;2697;2767;3007;378;946;857;797;499;1123;50708"
"""351470 ECHAPORA"";-;-;-;-;-;1790;3049;1743;1765;1353;1802;2219;1284;1126;1545;2261;572;2703;2798;3410;2060;1545;1575;36518;17553;3625;3116;2831;2933;3342;104518"
"""351480 ELDORADO"";-;-;-;-;-;10659;7897;14429;8276;14654;14967;13729;13770;14200;13749;7873;11889;6004;15008;8206;14482;14633;14672;14789;14240;7970;9695;8359;-;-;274150"
"""351490 ELIAS FAUSTO"";-;-;-;-;-;14889;21679;30888;23995;30754;27999;27333;35431;31149;31681;27782;17486;20988;21465;24741;23704;23953;13486;13631;214;307;256;187;-;-;463998"
"""351492 ELISIARIO"";-;-;-;-;-;753;703;775;773;858;844;800;850;3200;3517;2693;2141;3213;2542;2541;2761;2520;1928;2545;2682;3873;3202;2942;2427;2277;53360"
"""351495 EMBAUBA"";-;-;-;-;-;4964;4868;5683;6293;5921;5653;5562;5691;6008;8097;6147;6740;7918;7736;8464;8786;8637;7294;7305;8088;8358;8491;7376;6850;6721;173651"
"""351500 EMBU DAS ARTES"";-;-;1046;944;1090;169519;214077;279662;274123;235088;203690;190257;214261;217936;215280;206966;188715;197636;195401;224521;222978;236788;205863;202554;204883;194370;276681;218241;94399;80270;5167239"
"""351510 EMBU-GUACU"";-;-;-;-;-;61756;75495;83739;89506;95600;83571;68176;75415;76723;49092;49783;39621;60247;69440;67556;61465;73772;62480;58975;69372;81434;85884;64721;68947;62603;1735373"
"""351512 EMILIANOPOLIS"";-;-;60;102;283;294;232;177;179;151;143;139;179;216;228;176;203;247;292;1472;1258;1599;1155;1380;1264;1318;1665;1485;1063;1809;18769"
"""351515 ENGENHEIRO COELHO"";-;-;-;-;-;13433;15487;17273;21227;22067;19465;16798;19034;20208;16706;14835;13204;20501;22995;22802;20588;22247;18883;17324;22000;24572;20462;20930;18738;-;461779"
"""351518 ESPIRITO SANTO DO PINHAL"";-;-;-;-;-;70354;70245;84181;86157;79444;73680;74790;78199;84361;83953;67785;58074;75496;80768;94519;104698;98886;86494;89532;82943;81796;85788;75200;68547;83166;2019056"
"""351519 ESPIRITO SANTO DO TURVO"";-;-;-;-;-;14590;2229;6478;2248;11585;8998;5164;737;614;1118;1738;1288;1700;1564;1377;1323;3439;2767;-;2842;2254;610;2360;1885;1851;80759"
"""351520 ESTRELA D'OESTE"";-;-;-;-;-;9245;9234;11334;13684;11814;12427;13425;14726;13598;13472;14353;17574;19322;15966;17326;17051;19124;15503;16705;17788;18216;17148;16831;15173;17859;378898"
"""351530 ESTRELA DO NORTE"";-;-;-;-;-;1124;46;1585;1843;1442;1101;958;1045;1193;1274;1327;849;708;1001;1351;1646;1371;1017;-;1465;1347;1060;1286;-;-;26039"
"""351535 EUCLIDES DA CUNHA PAULISTA"";-;-;-;-;-;15464;16160;18871;19269;19284;18674;16895;9950;28183;18498;14899;15642;17238;17189;19436;18244;19011;18160;18534;18581;20433;19413;18437;16220;18180;450865"
"""351540 FARTURA"";-;-;-;-;-;16210;19113;15677;23788;14969;23312;27331;25832;32361;28294;41718;40511;28705;32088;33789;39149;43827;36563;42464;49290;47930;46785;40486;42400;46968;839560"
"""351550 FERNANDOPOLIS"";-;-;-;8;2053;116939;119312;131971;150225;140268;128163;132357;141182;144207;155319;138591;128686;145084;152497;135638;149811;146929;147416;146242;155425;161915;160793;155712;144906;144748;3576397"
"""351560 FERNANDO PRESTES"";-;-;-;-;-;4520;4074;4224;5137;4886;4222;3650;131;1022;4919;4901;4151;4336;4856;4918;6043;5067;4725;5478;4624;4951;5379;3738;3538;-;103490"
"""351565 FERNAO"";-;-;-;-;-;60;10;5;68;30;82;52;253;122;40;290;148;100;100;218;272;200;311;200;148;312;360;348;84;-;3813"
"""351570 FERRAZ DE VASCONCELOS"";-;-;-;17;275;153563;165451;190787;213549;187642;177866;156469;164669;180183;167744;154489;141853;155537;179703;169824;183513;178524;174975;168063;237334;192123;82358;126974;110636;164446;4178567"
"""351580 FLORA RICA"";-;-;-;-;-;3577;2750;2939;4570;3360;2982;3233;3726;3268;3290;3311;2645;3078;3503;2622;5387;4330;3214;3124;2863;2952;2592;2079;525;810;76730"
"""351590 FLOREAL"";-;-;-;-;-;3202;3369;3572;2879;2988;3354;3645;4133;3790;3769;1670;3387;3253;3874;1917;4770;4856;3079;4088;3297;4225;3912;49;3804;4202;85084"
"""351600 FLORIDA PAULISTA"";-;-;-;-;-;14931;12472;11896;12532;10702;11653;11177;11810;12665;10876;9528;9239;10991;12253;10525;10311;10428;9898;6754;6546;5932;7344;7325;4918;4520;247226"
"""351610 FLORINEA"";-;-;-;-;-;17240;19154;19928;23605;22724;23109;17092;15864;16280;14551;17417;12752;14613;17997;20465;22705;22637;19401;19152;22530;11820;20232;16718;14645;17371;460002"
"""351620 FRANCA"";-;-;-;1;122;1669342;1684927;1724000;1887039;1748254;1699721;1769534;1775190;1781874;1850932;1661411;1665916;1852685;1875775;1866812;1869723;1936923;1854146;1949918;1971434;2015293;2051660;1702552;1738890;1873771;45477845"
"""351630 FRANCISCO MORATO"";-;-;-;1;2436;187745;208264;250706;263037;265216;222926;204363;228258;242363;226888;219038;212081;193705;224333;228016;244038;259561;236883;217069;245603;231082;258520;275889;225765;156983;5730769"
"""351640 FRANCO DA ROCHA"";-;-;-;308;684;573632;580242;602583;519380;660595;596711;657228;610073;422005;659127;679724;564196;589649;570514;663239;635878;679396;639924;635199;584520;606636;617832;569949;550602;604779;15074605"
"""351650 GABRIEL MONTEIRO"";-;-;-;-;-;13;41;45;35;9;18;36;11;29;17;28;37;23;62;39;23;11;16;12;19;198;537;5540;7981;6561;21341"
"""351660 GALIA"";-;-;-;-;-;14326;13597;15877;16523;17456;18237;16846;18051;19026;17807;14310;15251;18140;18448;17923;19209;19403;16882;16938;22786;22247;23040;19370;16880;18557;447130"
"""351670 GARCA"";-;-;-;88;1046;104518;99822;115513;124449;113993;113435;104374;110309;127120;125315;110132;99219;117415;116919;127183;123722;124580;108462;116575;122607;127119;127712;112217;74967;110881;2859692"
"""351680 GASTAO VIDIGAL"";-;-;-;-;-;650;1132;978;1684;1660;1332;1492;1957;2277;2247;1607;1157;1787;1573;1677;2118;1823;2950;4393;4619;4454;4916;3923;4043;-;56449"
"""351685 GAVIAO PEIXOTO"";-;-;-;-;-;377;1203;1399;1034;1355;1287;1224;1200;1154;681;731;660;587;1399;383;1756;1529;2148;2766;-;-;-;-;-;-;22873"
"""351690 GENERAL SALGADO"";-;-;-;-;-;6674;6861;7420;8916;7625;6632;6260;6833;7589;7582;7165;6053;7514;6710;7716;8092;7527;6797;7063;7132;5982;7057;6428;7884;9592;181104"
"""351700 GETULINA"";-;-;-;-;-;28218;32484;31345;34132;29796;31196;31427;33205;31561;34274;26347;18409;24356;34464;30378;33353;31573;30826;28039;26953;29810;28706;31299;26447;36871;755469"
"""351710 GLICERIO"";-;-;-;-;-;10469;9192;11178;12947;11044;11058;11209;11379;10029;11851;10687;9183;12984;11011;11610;10704;12089;11114;12716;13362;14211;14107;12297;9238;-;275669"
"""351720 GUAICARA"";-;-;-;-;-;19344;20442;25301;26572;22556;19717;21254;19739;17153;17636;17998;11137;15429;14861;17976;16792;22003;14186;15982;17178;20263;20455;19901;14618;16873;465366"
"""351730 GUAIMBE"";-;-;-;-;-;3253;3322;3129;3915;3373;3673;3118;3148;3621;3587;3792;3239;3199;2908;4109;3250;2913;3650;2890;2924;2777;2637;2999;2975;3170;81571"
"""351740 GUAIRA"";-;-;-;-;-;105325;106592;118958;138960;126745;123405;117101;121037;124681;127520;113615;96567;122888;143610;137041;137278;129185;119323;108311;121011;134790;134657;114455;112546;105331;3040932"
"""351750 GUAPIACU"";-;-;-;-;-;67206;59786;60684;73380;69784;67232;62307;68086;69172;64988;55566;37141;58835;69577;67502;67888;72781;61675;64470;69799;68298;61124;60290;45400;61709;1584680"
"""351760 GUAPIARA"";-;-;-;-;-;7106;11168;14514;11320;13176;7004;10853;9693;10929;8309;7240;5063;2190;12899;12605;15051;14314;13553;11400;13877;2917;7946;5733;7506;8424;244790"
"""351770 GUARA"";-;-;-;-;-;12028;11620;13689;13629;16814;12363;10845;11934;14433;10967;10066;11879;12028;11069;11140;10299;5113;8617;10513;9348;10669;7405;9362;4937;7384;268151"
"""351780 GUARACAI"";-;-;-;-;-;15041;15921;16252;18852;17291;17219;15242;19191;19918;21026;18397;17624;21458;21430;19183;16331;20336;18179;17069;6638;20483;18661;17641;15776;14862;440021"
"""351790 GUARACI"";-;-;-;-;1;24171;23844;22620;26957;30242;28437;27269;25893;26788;23386;24646;21493;29742;27616;24663;27493;25660;27106;29554;29531;32805;27780;22534;23695;23324;657250"
"""351800 GUARANI D'OESTE"";-;-;-;-;-;888;1548;3993;4193;4140;2996;1222;1321;823;3009;4301;4158;4164;4163;4382;7364;4741;4332;4450;4821;4921;5367;4339;3285;-;88921"
"""351810 GUARANTA"";-;-;-;-;-;8305;9132;7231;8448;7942;6858;6213;7020;4936;5476;3946;2503;5603;6971;5667;5782;5307;7599;5221;7256;7551;7515;6294;6019;7515;162310"
"""351820 GUARARAPES"";-;-;-;-;489;51705;55397;55952;65423;62802;6270;54644;60634;60190;60343;56575;49390;61868;58761;59005;61798;66501;61052;61758;62023;65575;69443;63825;56735;62142;1450300"
"""351830 GUARAREMA"";-;-;-;-;4;54257;54951;63990;65355;62390;56053;55619;58916;19828;49932;53713;57098;45795;53058;50101;56824;60021;51579;62107;64066;65423;80112;72101;74833;60923;1449049"
"""351840 GUARATINGUETA"";-;-;-;3;113;172133;174902;113882;203906;191424;167848;172618;187111;162032;162251;149184;134383;141569;145625;150952;157118;164315;114600;147554;136715;138087;78306;105076;68940;71259;3611906"
"""351850 GUAREI"";-;-;-;-;-;35273;32052;43330;51957;51393;42560;31730;42579;43548;43507;40257;34402;36691;40748;39112;41792;40747;38931;42561;43982;49245;46099;41055;34587;37781;1025919"
"""351860 GUARIBA"";-;-;10;3;215;54713;102347;62611;70603;69086;63382;60395;70248;66613;71454;61083;48936;90853;67076;71989;71054;71429;62323;68539;76241;74799;74341;63299;59179;64829;1717650"
"""351870 GUARUJA"";-;-;-;120443;112087;437862;441463;514992;542680;492527;483005;458126;515545;528510;528893;493688;438928;500688;504086;528807;462651;493254;385607;456763;537520;606443;617475;555085;498807;497174;12753109"
"""351880 GUARULHOS"";-;-;17;415;53891;1953749;2070292;2365553;2430461;2331437;2118044;2090503;2142871;2168120;2250145;2067183;1852813;2096326;2117710;2219504;2275645;2184295;2229417;2680957;2245194;2348846;2364327;2035494;1973151;2098585;54764945"
"""351885 GUATAPARA"";-;-;-;-;-;13607;14604;15330;17981;16786;17804;2993;15759;16346;18200;10535;29605;15049;19168;20757;13189;22626;19804;20352;21945;21332;20236;16414;15691;18317;434430"
"""351890 GUZOLANDIA"";-;-;-;-;-;10853;11115;11811;13218;11108;13786;13396;15579;17547;16503;14354;14721;16479;15446;13010;14853;14852;12448;12161;13529;15486;13909;13322;11338;-;330824"
"""351900 HERCULANDIA"";-;-;-;-;-;16256;15691;17182;16623;17491;16697;17191;17486;17005;16724;16636;13952;17880;17880;19219;15859;17409;16804;7284;23405;28931;20300;22059;20162;23369;449495"
"""351905 HOLAMBRA"";-;-;-;-;-;14461;14222;15167;24898;15255;88;17151;19291;12321;-;16549;11514;16299;12334;19726;15232;12532;17237;17954;19104;20947;20071;18747;16398;18888;386386"
"""351907 HORTOLANDIA"";-;-;495;7601;3469;303514;322033;372199;421487;428958;363080;332248;353526;374394;301993;317299;289141;313548;323597;329948;482029;349863;393578;346614;285106;295985;281458;266687;254640;253542;8368032"
"""351910 IACANGA"";-;-;-;-;-;5947;5871;5997;6613;6546;6426;6220;5679;9985;11183;10726;10466;11876;10493;11744;12033;12787;11163;11513;12007;11442;14259;14695;14613;14122;254406"
"""351920 IACRI"";-;-;-;-;-;11777;6254;10593;15771;12147;11375;11837;11786;12637;10472;10277;9244;11553;11367;9833;14567;11212;15257;14385;14784;14307;14790;13871;12578;12133;304807"
"""351925 IARAS"";-;-;-;-;-;6596;6756;5055;5408;4986;5486;5899;6179;5284;5196;3086;2717;4665;4671;4671;6813;7185;6267;10651;9180;10588;9009;9442;9015;8893;163698"
"""351930 IBATE"";-;-;-;-;-;45969;48151;50948;54906;50530;44986;49928;47001;55246;56897;50229;42821;55212;55202;47897;59295;59922;50725;58176;59110;64710;72375;69902;53450;66768;1370356"
"""351940 IBIRA"";-;-;-;-;-;12553;15318;16148;6816;7505;8785;5261;8002;13249;7627;16681;4660;5674;5839;5750;26689;25902;14590;15172;15666;21590;15646;23036;18884;18565;335608"
"""351950 IBIRAREMA"";-;-;-;-;-;26420;15832;14989;26457;30023;24758;25503;29611;31291;29631;25704;20332;26258;24809;31919;31064;33542;31723;30038;31761;37010;34071;29921;28548;-;671215"
"""351960 IBITINGA"";-;-;-;-;310;65837;61019;75161;79115;81000;76540;65517;75521;78555;70527;60298;68803;89694;104128;105657;97880;100245;94085;71144;105849;107840;107590;80525;90023;114096;2126959"
"""351970 IBIUNA"";-;-;-;-;-;168381;176225;187278;190401;187037;183809;173451;180485;147272;99281;104930;110256;66362;88446;67052;20231;113219;77868;78568;86783;85639;20601;28678;-;-;2642253"
"""351980 ICEM"";-;-;-;-;-;6651;6706;6761;6619;5640;5980;5879;7413;6846;7352;6557;5810;6241;5344;4919;5178;6203;5896;5870;6716;6241;5886;4729;4680;5653;151770"
"""351990 IEPE"";-;-;-;-;-;14211;18806;17649;16826;20696;22565;18352;17011;20321;20386;27414;19499;23113;21227;22162;24092;26194;19523;19984;19633;21349;21100;32693;23359;21051;529216"
"""352000 IGARACU DO TIETE"";-;-;4;2;19;27572;31208;32356;41465;33763;29908;26319;37206;34650;32156;30870;25184;29929;40003;42778;39222;37766;34499;33349;36945;39157;34669;26275;25574;25178;828026"
"""352010 IGARAPAVA"";-;-;-;-;1;35113;44470;33209;34456;33055;34224;35622;35650;31763;32614;135970;28233;30712;32999;32667;32395;34557;38095;39284;38997;39539;38161;37563;37172;36067;982588"
"""352020 IGARATA"";-;-;-;-;-;13771;15074;18609;21564;17868;18075;16298;15851;15304;13434;12515;9962;22159;12723;16845;18553;24247;19127;18348;19746;20210;20314;21143;17881;17421;437042"
"""352030 IGUAPE"";-;-;-;-;-;33341;20526;479387;11760;13213;17411;26130;25239;28276;-;23768;-;-;23272;23606;29599;22869;20756;21724;23995;24975;25648;-;23517;22311;941323"
"""352040 ILHABELA"";-;-;11;505;274;76240;86380;70382;80144;96046;92716;58182;83719;79808;90269;93247;168037;165571;138830;169574;173920;179405;156448;137916;166741;146797;156224;170304;159926;-;2997616"
"""352042 ILHA COMPRIDA"";-;-;-;-;-;29622;39339;49587;56617;25660;25555;18765;21511;25213;26651;24946;23034;31277;25963;38349;34842;30230;29792;29798;30315;23620;27904;25689;21681;19753;735713"
"""352044 ILHA SOLTEIRA"";-;-;-;-;15;9893;9415;14345;10178;11966;33422;30800;34985;46429;41356;38296;34774;41415;41301;43903;45915;48758;45303;52549;56153;59472;64762;50282;51749;11394;928830"
"""352050 INDAIATUBA"";-;-;-;1;15;390581;403226;466485;490780;465812;455337;405861;469422;487928;470746;426355;279363;371291;505942;528868;479729;470029;460757;483877;506126;503009;547414;448444;376871;413663;11307932"
"""352060 INDIANA"";-;-;-;-;-;2224;6111;7418;6723;6017;6508;6120;2192;7622;1584;2206;1451;2985;2797;2745;2129;1874;2658;3670;3541;2516;2805;3033;3316;1978;92223"
"""352070 INDIAPORA"";-;-;-;-;-;11226;11302;11429;15167;14469;11949;13729;14396;14644;13213;11994;15169;18494;14205;13102;11796;16130;13075;12443;13372;13105;14763;12340;12132;13194;336838"
"""352080 INUBIA PAULISTA"";-;-;-;-;-;7414;701;8550;10127;9744;10931;8522;9945;9520;8950;9614;-;8294;8927;8989;10728;9742;9839;8815;9847;10244;8955;816;10208;8934;208356"
"""352090 IPAUSSU"";-;-;-;-;-;4369;10728;10385;11925;5774;5952;4787;10261;6463;6163;5516;4686;7229;5780;7647;8384;13286;14616;20450;21573;25239;26423;25549;22280;29102;314567"
"""352100 IPERO"";-;-;-;-;-;28883;37270;41403;45286;43327;36239;38453;41616;43227;41116;39429;30508;38842;39880;40169;42484;46556;41120;39015;43059;50999;48910;46168;36599;39796;1020354"
"""352110 IPEUNA"";-;-;-;-;-;13215;13363;13203;17697;15970;15093;12734;12472;12614;13240;11280;11762;13539;13553;14069;15049;16252;14164;14929;19406;21890;28151;25414;24406;23859;407324"
"""352115 IPIGUA"";-;-;-;-;-;242;1119;1628;3046;2416;2228;2858;2490;4147;2933;2031;2209;1947;1973;1612;3131;2666;2164;2655;2837;2650;2386;2168;1962;2089;57587"
"""352120 IPORANGA"";-;-;-;-;-;3936;71;3579;4696;4850;5077;2182;6854;3612;4059;3823;5569;9359;7513;10822;8743;10890;14145;11434;9091;5822;5981;5180;7885;6778;161951"
"""352130 IPUA"";-;-;-;-;-;10249;11753;12438;16502;15350;15624;14353;15874;16080;16814;11855;10877;16652;14154;12977;9099;14104;18325;19252;21328;21499;20175;17976;14594;13649;381553"
"""352140 IRACEMAPOLIS"";-;-;-;-;-;16929;17838;21896;25358;22437;23303;23662;40775;41388;41679;39172;15343;36009;44859;43953;45088;50087;25525;26535;29176;32109;35296;32232;22449;-;753098"
"""352150 IRAPUA"";-;-;-;-;-;21286;20493;26433;33783;35174;29180;24178;26502;28092;29151;23049;21473;29767;30823;31989;25419;26073;28488;26983;27341;26745;28553;25447;23003;22522;671947"
"""352160 IRAPURU"";-;-;-;-;-;5147;3796;3811;4127;4187;3985;4798;5015;4034;4779;4910;4007;4867;4380;4416;4456;4642;4846;5099;4862;5035;4576;4117;4609;4554;113055"
"""352170 ITABERA"";-;-;-;-;-;36444;36171;39635;42550;47715;50161;44134;52196;56616;103896;43445;44342;48580;55031;54989;66470;64347;61871;60961;62253;63336;61164;54138;48994;-;1299439"
"""352180 ITAI"";-;-;-;-;111;28525;29464;30192;29258;31044;29158;30017;31452;30046;30239;24528;21651;27045;11103;31506;33845;24169;50238;44870;51207;47347;58137;49398;48158;86401;909109"
"""352190 ITAJOBI"";-;-;-;-;-;53193;48888;49944;59878;32657;55287;54426;59262;59170;61445;54068;51736;64703;69344;58355;58834;59206;53742;54106;69011;60731;68869;59450;48496;53034;1417835"
"""352200 ITAJU"";-;-;-;-;-;12078;12855;14969;17875;16086;14907;12919;16610;-;-;-;-;10990;14618;12675;14344;16398;-;-;-;-;-;-;-;-;187324"
"""352210 ITANHAEM"";-;-;-;-;1;111245;160081;185312;179720;205028;123556;162109;165516;162964;162001;238780;195544;211311;205191;222251;209844;208815;181947;226686;163393;204865;210468;208447;188374;8623;4502072"
"""352215 ITAOCA"";-;-;-;-;-;182;175;166;165;168;213;182;130;238;211;163;152;221;214;147;139;173;184;265;285;474;120;2587;2358;858;10170"
"""352220 ITAPECERICA DA SERRA"";-;-;-;-;13967;250974;265317;317845;390395;354944;301324;262561;281620;342841;343182;307779;269554;298263;337332;342213;364969;342413;339545;337846;309828;373737;375565;345838;323725;298967;8092544"
"""352230 ITAPETININGA"";-;-;-;-;7;163446;190635;217341;210684;200715;207043;253667;292483;227060;221357;167679;184331;215509;175692;230056;217814;221453;222159;203703;333896;218382;236216;190360;194588;200189;5396465"
"""352240 ITAPEVA"";-;-;394;770;3747;134422;175711;196942;230623;231250;162367;192976;199134;174146;199001;150401;186790;186546;177479;287607;209192;98024;196249;220757;179785;207528;211591;197819;193906;189681;4794838"
"""352250 ITAPEVI"";-;-;-;-;8283;335654;342568;376272;392766;382903;360160;334765;357706;351437;344598;309548;288596;318077;327608;42198;40035;49070;47418;49303;43671;55407;53503;48024;43763;35685;5339018"
"""352260 ITAPIRA"";-;-;-;-;146;123949;118423;137366;174444;165413;136302;137684;141939;148984;136497;107349;100004;135071;130408;139929;145986;139430;134736;128059;131936;131322;125383;117038;104260;113364;3305422"
