"""Munic¡pio"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""352265 ITAPIRAPUA PAULISTA"";-;-;-;-;-;2778;2788;3510;3933;4802;5868;6161;3032;2584;2479;2134;2527;2793;2721;2901;3011;3142;2723;2474;2553;2485;4847;5476;5168;-;82890"
"""352270 ITAPOLIS"";-;-;25;110;9390;66537;68794;74917;79451;79116;76019;71869;74629;78393;78107;69103;64945;69851;71989;78252;79123;85119;76803;56548;60934;62938;66364;56468;51028;49660;1756482"
"""352280 ITAPORANGA"";-;-;-;-;-;25652;26714;30323;34881;30005;30079;28364;27769;22174;34311;27009;19473;22760;31415;28747;32686;33536;29375;32716;34109;40084;38907;34902;30743;34487;761221"
"""352290 ITAPUI"";-;-;-;-;-;27221;27522;33517;34613;31740;33801;31052;40044;33784;33461;31460;22330;33342;40754;41080;46497;48335;42614;49776;50024;45922;49008;46027;44888;-;918812"
"""352300 ITAPURA"";-;-;-;-;-;13999;14464;10191;14485;11210;14653;2509;40131;142;3111;743;23;16;1022;562;687;1795;1819;1829;2698;4136;3880;3343;3003;-;150451"
"""352310 ITAQUAQUECETUBA"";-;-;-;-;-;456328;491359;584013;584529;572001;494310;436367;490725;452322;389687;338282;359199;317171;410262;467350;467654;502425;450912;430064;462952;469732;478090;459888;327073;388884;11281579"
"""352320 ITARARE"";-;-;-;-;-;27905;27875;29432;38077;39021;35876;32039;34634;36970;37332;40470;38788;39608;37524;36189;45536;47154;44989;45355;44454;45212;52358;44190;94008;52158;1047154"
"""352330 ITARIRI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9190;13027;12705;14705;19227;13187;8957;9747;8763;7156;7743;7969;17626;5507;155509"
"""352340 ITATIBA"";-;-;1;40;11;212268;193216;206036;224198;200420;212084;179894;203114;339218;246251;241524;161417;169293;252936;192545;197058;260280;167258;193542;190073;241297;241413;200386;172604;188755;5287132"
"""352350 ITATINGA"";-;-;-;-;-;14037;14450;17622;19615;21496;14167;16807;16146;19361;11082;14127;8958;13919;18581;17116;19647;20892;18233;17072;19966;28137;23145;19861;15550;20882;440869"
"""352360 ITIRAPINA"";-;-;-;-;-;22078;22501;23719;27308;24622;21043;19636;21055;27986;10693;20753;18804;20001;8705;16662;18773;18706;21778;27729;28654;28465;26701;-;-;-;476372"
"""352370 ITIRAPUA"";-;-;-;-;-;5985;5235;6017;6040;6320;9486;1504;6950;6190;7448;6217;5759;5819;6542;7790;8952;6569;5986;8099;6343;7794;7607;6731;6919;3022;161324"
"""352380 ITOBI"";-;-;-;-;-;15690;16655;15696;22082;21519;20265;18;16801;16076;18314;13917;5197;12505;19510;19873;19875;22961;20987;18327;18611;20312;20471;19184;18371;-;413217"
"""352390 ITU"";-;-;-;-;-;268876;281425;332518;358065;339115;322197;316161;342981;311151;328732;344732;253700;216192;548040;464156;485565;491030;480921;432052;445544;410777;410726;393010;269339;251279;9098284"
"""352400 ITUPEVA"";-;-;-;-;44;112615;109503;134139;163848;156700;147217;132947;147932;144340;154480;122169;73534;112407;133365;148977;154997;173033;155018;150840;114094;121789;164126;135626;105001;113217;3381958"
"""352410 ITUVERAVA"";-;-;16;8;92;59644;58497;58210;60809;64969;68378;60022;61904;60962;62909;57903;42104;45416;45757;45497;48667;48072;48463;47805;49116;51502;51743;44457;43826;41937;1328685"
"""352420 JABORANDI"";-;-;-;-;-;18737;19098;20211;23523;21596;22502;24642;25294;26189;23958;22079;19119;21021;23977;25371;23579;25039;23114;21278;24320;23259;24794;26334;23717;20703;573454"
"""352430 JABOTICABAL"";-;-;9;1;1278;150897;234101;158199;174907;159743;166646;158526;171912;179292;177564;163807;156366;187242;187727;179820;170803;182469;162901;171002;175917;176145;173805;158633;155818;167478;4303008"
"""352440 JACAREI"";-;-;565;7728;12699;311298;299945;326017;332287;315918;284704;267269;337887;352388;358175;327777;276687;338957;309794;334024;330716;371741;324491;333573;325739;365938;358809;319657;264706;312767;8102256"
"""352450 JACI"";-;-;-;-;-;12244;9476;15657;14620;16220;16563;12678;20108;17440;15931;16623;16384;19307;18913;18042;18726;18483;16638;17051;17151;16416;15449;13308;12310;11870;397608"
"""352460 JACUPIRANGA"";-;-;-;-;-;17300;20135;20654;21146;21683;22545;19777;20980;22809;24545;21736;16255;20174;20312;20816;21027;22774;21147;20997;21508;22936;22509;21236;20318;23836;529155"
"""352470 JAGUARIUNA"";-;-;-;-;-;103789;108959;111920;126731;126426;128811;120082;118082;124803;125600;119472;87068;66383;111786;124602;120681;130037;118952;121440;126070;126767;159817;130305;113768;59381;2911732"
"""352480 JALES"";-;-;-;-;-;110782;94416;106162;111461;111070;109322;102834;105721;107155;112942;106455;107023;114863;109187;105793;67752;133401;110472;113424;117071;118052;123378;109436;105168;103930;2717270"
"""352490 JAMBEIRO"";-;-;-;-;-;1220;1376;1500;1713;1686;1639;1624;1665;1637;1646;1620;1637;1643;1640;1650;1666;1692;1637;1648;1619;1589;234;5948;5940;-;45869"
"""352500 JANDIRA"";-;-;-;-;10;117349;135963;164110;174329;276853;162722;163767;166391;173375;169616;146417;136819;139014;142112;200283;204517;218392;194991;171100;182983;197228;201572;207681;154750;156560;4358904"
"""352510 JARDINOPOLIS"";-;-;6;10;78;42872;36792;36559;55563;56076;57016;47027;81039;94209;90291;77746;69097;81023;103300;89957;93036;83517;83155;47702;76219;92400;93623;87977;80298;-;1756588"
"""352520 JARINU"";-;-;-;-;-;41481;45973;31996;30147;50847;43902;46282;40778;48061;40951;38317;35736;44073;28015;30039;45422;43551;40086;39436;24723;24678;48538;21060;20176;54110;958378"
"""352530 JAU"";-;-;363;1574;4735;202727;213367;246772;245697;253353;235433;218726;224425;237898;231967;223539;206842;223230;219054;216444;238108;238299;206894;219952;231486;245884;229573;245765;151644;81605;5495356"
"""352540 JERIQUARA"";-;-;-;-;-;138;127;265;644;525;458;482;746;587;563;493;283;447;513;450;459;411;409;457;637;613;653;604;432;617;12013"
"""352550 JOANOPOLIS"";-;-;-;-;-;13337;13321;15136;12531;11763;10976;9776;8247;8737;7233;7906;7517;7453;7597;-;-;-;-;-;-;-;-;-;-;-;141530"
"""352560 JOAO RAMALHO"";-;-;-;-;-;4801;5673;5584;7975;7029;5510;5667;6191;6436;6659;3969;5069;6019;6199;7478;6821;6572;5387;5806;6359;7039;5136;6035;4852;7139;151405"
"""352570 JOSE BONIFACIO"";-;-;-;-;-;56660;61175;67956;76436;64407;67671;66384;70813;78780;95489;79477;69212;84157;86785;82313;105015;102401;89275;100878;112432;115796;126898;108187;97420;104035;2170052"
"""352580 JULIO MESQUITA"";-;-;-;-;-;74;59;73;85;86;85;71;135;87;132;144;126;257;257;267;346;316;369;262;330;193;324;355;322;281;5036"
"""352585 JUMIRIM"";-;-;-;-;-;1936;1895;1766;2673;2099;1813;1657;1736;1773;2265;1732;799;1827;1852;2088;2256;1943;1732;2251;1937;2209;2524;3248;2087;2535;50633"
"""352590 JUNDIAI"";-;-;6;3543;7974;731222;778058;857016;945578;887709;876360;800448;829496;865001;943507;762298;635792;790847;845559;874012;847877;903876;812172;832570;881722;889625;890082;751521;749331;773311;20766513"
"""352600 JUNQUEIROPOLIS"";-;-;-;-;-;23245;28201;29439;32689;30328;29410;31069;25433;30927;24730;25718;22694;26382;30832;26942;29394;26946;26651;26870;31701;37470;36494;34231;32933;39882;740611"
"""352610 JUQUIA"";-;-;-;-;-;23509;31127;33409;35471;35840;33107;31253;33610;32749;34833;31543;28387;33488;33095;41845;43325;36716;44439;37200;44836;42320;43922;47509;40624;39360;913517"
"""352620 JUQUITIBA"";-;-;-;-;-;23283;21867;22656;275680;25361;22954;19839;19826;21231;16646;9854;333;18496;18138;13595;20530;3668;34764;32467;25746;19655;21697;20208;108722;15026;832242"
"""352630 LAGOINHA"";-;-;-;-;-;1853;2530;2264;2018;1710;1879;1832;2004;2273;2587;2970;2571;2358;2242;3114;3006;3751;2717;156;293;246;2510;3044;2791;-;52719"
"""352640 LARANJAL PAULISTA"";-;-;-;-;-;35835;38922;42628;45311;40164;31766;35273;39678;41034;39480;38630;31095;38453;39737;24714;37554;19439;27640;37335;21356;38776;36908;20572;23004;24068;849372"
"""352650 LAVINIA"";-;-;-;-;-;10744;9429;12830;13621;11764;11595;10012;11667;10733;11678;10533;8784;9599;10696;10601;11207;11593;11676;11542;13973;-;-;-;-;-;224277"
"""352660 LAVRINHAS"";-;-;-;-;-;278;253;271;319;321;269;307;272;297;213;281;156;1657;1623;1710;1858;2054;1717;2382;2890;3069;-;-;-;-;22197"
"""352670 LEME"";-;-;10;12;52;207735;200654;220949;237364;214888;205222;210133;218496;232741;245755;211410;182125;233136;243892;247122;235325;247054;202325;241202;238239;252589;262264;235849;191077;235558;5653178"
"""352680 LENCOIS PAULISTA"";-;-;-;-;-;182915;178808;196514;191472;189932;180139;172588;202791;208188;202757;176853;156365;175159;177472;183597;200877;218212;180533;191948;225635;218065;229915;182305;168321;182558;4773919"
"""352690 LIMEIRA"";-;-;-;-;3557;281680;282240;307913;339498;345734;339788;305212;349132;357262;352440;320397;276747;319947;334635;334026;411545;386948;394247;412986;409637;410425;412068;370262;353976;369097;8781399"
"""352700 LINDOIA"";-;-;-;-;-;47463;57359;56132;87842;67498;70693;74529;60344;61567;81099;59402;41476;73307;77351;59978;33571;51516;40453;51637;48310;70864;73773;73995;49225;80181;1549565"
"""352710 LINS"";-;-;-;-;-;46244;40504;48006;48145;47437;46205;45615;48075;47584;47995;42353;45802;927735;46764;47149;46113;49877;51642;52506;51687;53023;52515;51238;51296;53913;2089423"
"""352720 LORENA"";-;-;-;1;54;116632;214996;119572;138841;113783;120846;121084;130609;131297;134707;115835;100427;112679;111167;107597;115905;123190;121352;116207;108094;116162;116418;99885;93995;101027;3002362"
"""352725 LOURDES"";-;-;-;-;-;9374;8501;8704;10927;10218;10741;9849;10578;10522;11344;9753;8373;10592;8669;10606;11059;12296;9953;10760;11409;11710;11182;9376;8703;9985;255184"
"""352730 LOUVEIRA"";-;-;-;-;-;90810;99650;102238;105232;97695;88883;72054;98545;105070;99847;75936;58671;76998;84194;119392;94538;127661;114382;110265;105960;108265;108895;99343;80946;87235;2412705"
"""352740 LUCELIA"";-;-;-;-;-;25379;29638;34463;35223;36312;34108;44816;34154;41516;38197;34214;29028;25722;39321;37597;37199;32290;31270;38596;10145;12783;33492;35859;28108;-;779430"
"""352750 LUCIANOPOLIS"";-;-;-;-;-;7280;8029;8235;8917;7889;7972;6872;6609;6009;6513;5631;4292;6386;6083;6852;7153;6755;6378;7817;7016;8193;8224;6676;6727;12399;180907"
"""352760 LUIS ANTONIO"";-;-;-;-;-;7168;6033;6404;6370;7032;7000;6287;6766;7178;7125;7152;5067;7448;10107;9563;10815;10371;9630;15832;15176;15298;16107;16168;15867;16588;248552"
"""352770 LUIZIANIA"";-;-;-;-;-;10866;14646;23593;23564;16950;15398;11001;15879;17086;14572;17056;15705;11777;16164;15423;19892;19907;19096;13718;14746;16451;15764;15511;12851;11216;398832"
"""352780 LUPERCIO"";-;-;-;-;-;6344;6260;7277;7742;24683;6492;6765;6493;4987;7000;8112;5875;7712;7161;7652;7301;7519;9858;6889;7402;8039;4383;4872;6710;5504;189032"
"""352790 LUTECIA"";-;-;-;-;-;2829;3140;3490;3767;3392;3001;2978;1024;3428;-;3690;2002;3000;3375;2852;3046;3358;3514;2554;19114;2311;2999;2780;1722;4191;87557"
"""352800 MACATUBA"";-;-;72;29;3;30005;31510;33599;36727;34050;30910;32641;29094;29748;13834;26465;25771;33351;34380;36417;37811;38103;38588;38688;41975;46441;41564;30663;27434;28801;828674"
"""352810 MACAUBAL"";-;-;-;-;-;11366;4574;8187;9163;7961;11395;13206;13027;13781;13185;12294;11691;26808;13157;12626;13334;28433;11944;6203;6978;7336;6759;6544;5805;6749;282506"
"""352820 MACEDONIA"";-;-;-;-;-;1409;1552;1885;2363;2518;2115;3761;2704;2926;2399;1911;2057;2508;3282;2238;2914;3283;2937;2459;1976;4414;4571;4014;6045;3463;71704"
"""352830 MAGDA"";-;-;-;-;-;1032;1546;2289;2459;2157;2019;2263;2166;1911;1792;8;1423;1205;1293;1643;3934;2953;2166;2346;2268;2964;1742;5196;4246;6125;59146"
"""352840 MAIRINQUE"";-;-;-;-;-;51406;52961;61517;72591;69323;54716;55561;54628;56856;53117;46515;45197;51793;51779;50334;61495;61812;56705;57786;65316;63023;68786;68480;62098;62049;1455844"
"""352850 MAIRIPORA"";-;-;-;59;89;160009;164770;185480;244112;199081;169172;153937;165621;174369;153832;130037;109796;118151;129826;128848;137493;150866;128926;124221;139940;139572;142302;125893;109960;119924;3706286"
"""352860 MANDURI"";-;-;-;70;66;5334;5336;6588;7315;6989;6325;8037;7501;6317;6053;6267;4634;5699;6337;5494;4656;6502;5570;6660;8252;8089;7334;6752;5316;-;153493"
"""352870 MARABA PAULISTA"";-;-;-;-;-;947;287;1208;525;824;1252;566;707;568;532;524;553;630;523;998;813;1710;1334;1563;5938;543;528;524;732;1276;25605"
"""352880 MARACAI"";-;-;-;-;-;31784;36260;40945;45889;41727;39566;33505;37627;37674;37852;33462;26053;28331;33576;40503;36145;38903;33193;30008;30216;32915;33633;33963;24990;32517;871237"
"""352885 MARAPOAMA"";-;-;-;-;-;10910;10219;12119;13173;11571;12159;10129;11841;10612;10007;9776;8803;12590;12437;11341;12059;14517;13996;13299;13127;14882;14271;10495;11196;11965;297494"
"""352890 MARIAPOLIS"";-;-;-;-;-;8647;10272;11765;11590;12392;11270;10693;10396;11171;11743;10454;5728;5305;6710;5543;6302;2171;1793;2159;2118;2356;1949;1657;1430;1751;167365"
"""352900 MARILIA"";-;-;-;1299;1252;1208269;1215899;1234694;1244507;1217100;1191834;1062055;965508;1001901;1200985;1102710;1174775;1194811;1170566;1145360;1301435;1331786;1398333;1408054;1492692;1557807;1575938;1310194;1403228;1471599;31584591"
"""352910 MARINOPOLIS"";-;-;-;-;-;1289;934;1214;1255;1102;948;1247;1332;4825;4523;4337;3404;840;794;632;369;386;4489;3430;3866;4601;4180;6482;4335;4460;65274"
"""352920 MARTINOPOLIS"";-;-;-;-;-;15987;14610;13825;8766;14203;15898;14746;13870;17099;17952;12038;15245;17189;12663;14174;13730;14259;14728;14961;12366;13531;13939;12230;15238;15229;358476"
"""352930 MATAO"";-;-;-;-;-;85972;75935;81686;101364;93527;93656;86173;87065;100153;106624;88913;80307;106926;110281;95706;94904;93290;84982;91852;86642;96179;101711;85807;79156;93636;2302447"
"""352940 MAUA"";-;-;4;22;19933;417639;458109;521364;533946;531315;505318;459026;467026;483280;510987;465419;388496;418334;436791;437392;463982;486925;395905;400417;426779;436862;423955;393128;359121;376846;11218321"
"""352950 MENDONCA"";-;-;-;-;-;16624;16507;18382;21174;20410;18398;16545;18178;18190;19878;14513;11198;20236;19441;20779;18953;21782;15812;18064;19494;21907;19939;12117;-;-;418521"
"""352960 MERIDIANO"";-;-;-;-;-;469;417;304;566;461;498;339;598;566;596;577;518;276;519;529;601;508;495;486;678;679;627;441;313;543;12604"
"""352965 MESOPOLIS"";-;-;-;-;-;6;120;5;3;2226;812;35;769;2121;1284;1239;1115;2621;2428;2115;2292;2287;5956;6529;6065;7106;7269;6272;4917;2911;68503"
"""352970 MIGUELOPOLIS"";-;-;-;-;-;18671;18188;19496;20677;20686;20573;20345;18875;20887;21292;19306;18658;18373;10498;11640;22115;30566;22196;24251;33108;36047;34650;36791;35599;25512;579000"
"""352980 MINEIROS DO TIETE"";-;-;-;-;191;20092;22025;29022;29733;24965;23794;21334;20571;25752;24209;21483;17093;19311;21279;21335;28666;11537;15314;14607;12518;-;-;-;-;-;424831"
"""352990 MIRACATU"";-;-;-;-;-;22140;29460;28157;32785;34862;26947;22553;27890;25237;28549;27324;23111;24317;23936;31203;35898;30132;29588;29335;30546;29138;31066;29365;-;-;653539"
"""353000 MIRA ESTRELA"";-;-;-;-;-;4453;4195;4385;6118;5712;6202;7042;6885;11072;7216;7426;899;4580;7150;6696;4738;6248;9000;7077;4703;5895;5466;3873;-;-;137031"
"""353010 MIRANDOPOLIS"";-;-;-;-;2;47100;42208;53630;61405;56299;51990;54363;61618;58093;59292;48862;41691;57893;166962;57734;140447;64684;55194;62535;62980;65807;61513;58088;52774;57809;1600973"
"""353020 MIRANTE DO PARANAPANEMA"";-;-;-;-;-;23679;27479;26431;23484;29909;29610;45255;55696;55617;53959;48133;34703;45781;46727;48228;48727;49100;42911;49429;41582;26405;25699;22526;21955;20553;943578"
"""353030 MIRASSOL"";-;-;-;-;-;20279;51496;45933;72550;72458;58409;55753;60626;60121;63126;57393;42809;65540;65994;68905;66485;71882;60588;43661;47088;47205;63705;19942;15789;19285;1317022"
"""353040 MIRASSOLANDIA"";-;-;-;-;-;7038;8210;8819;10363;10018;8901;848387;8419;9191;8787;29021;7051;8267;8454;7564;8308;9346;-;-;-;-;-;-;-;-;1006144"
"""353050 MOCOCA"";-;-;-;4785;4628;85635;86720;89668;99693;97296;92344;88362;99044;122125;116093;109201;98075;108479;107228;94584;95317;103342;87603;111884;120135;138329;144002;132418;103057;84137;2624184"
"""353060 MOGI DAS CRUZES"";-;-;21;56;10551;1320766;1368002;1438599;1494538;1418925;1376562;1398273;1415073;1465682;1534814;1459371;1318791;1590110;1536727;1566210;1638041;1650500;1550517;1656710;1676611;1701729;1768547;1526343;1425604;1555265;37862938"
"""353070 MOGI GUACU"";-;-;-;-;39;138080;113567;71900;162200;167540;160326;152321;157940;163954;160126;143390;143515;182857;181341;175701;163217;167091;170521;186278;195710;201317;208904;178121;15376;16820;3778152"
"""353080 MOGI MIRIM"";-;-;93;239;4828;142546;132285;170432;152380;168613;147204;161679;139612;178521;171735;165984;145875;142681;150828;151315;145435;154729;71349;69763;143447;146042;149304;134957;118106;123427;3583409"
"""353090 MOMBUCA"";-;-;-;-;-;816;6842;5914;2408;978;8160;6369;6504;7047;7254;6086;2039;3580;3585;4703;4324;2161;2015;3195;7613;5629;7786;5555;5222;5673;121458"
"""353100 MONCOES"";-;-;-;-;-;173;390;469;934;665;602;674;855;793;775;383;393;399;388;528;2162;2247;2404;2529;1922;1705;2522;2598;788;2310;29608"
"""353110 MONGAGUA"";-;-;-;-;1;107045;80995;105941;98196;94803;69678;66080;76336;83510;93582;91845;83618;113107;88689;82164;101531;491780;92899;86438;81592;100225;95724;93024;95315;101297;2675415"
"""353120 MONTE ALEGRE DO SUL"";-;-;-;-;-;18472;19280;20357;21629;21834;20992;21361;19967;20352;21984;18109;17373;20930;20572;22110;20132;22001;21136;24435;20828;21471;19034;16916;14386;15736;501397"
"""353130 MONTE ALTO"";-;-;-;-;-;92599;97872;100144;122155;112681;110538;100673;106115;114423;114928;100373;78178;115831;120259;120616;119194;115721;117290;127295;120663;121816;123956;108891;88367;104996;2755574"
"""353140 MONTE APRAZIVEL"";-;-;-;-;4;11777;12022;13131;15065;15642;16727;20985;20212;24253;23559;21005;18613;39636;44494;43925;48875;53727;45090;48897;52737;56615;59118;51584;51627;82773;892093"
"""353150 MONTE AZUL PAULISTA"";-;-;-;-;-;44872;47986;46842;49528;47507;41707;46340;43269;44218;57105;40521;49138;51301;55794;54710;60808;61591;54087;62495;67683;70398;73158;58792;54671;36849;1321370"
"""353160 MONTE CASTELO"";-;-;-;-;-;13096;11061;14389;17144;15056;13307;12619;15245;14856;15331;13342;10459;11304;12982;12658;15114;13000;11970;14148;14859;14492;15258;12914;10303;10035;334942"
"""353170 MONTEIRO LOBATO"";-;-;-;-;-;1946;388;1155;3522;5972;7237;5003;6160;7144;6578;5407;4607;5410;5370;2062;3611;3437;4419;4111;4644;3395;80;3624;20;2428;97730"
"""353180 MONTE MOR"";-;-;-;-;5;68280;73424;88884;102781;96488;88303;69388;82929;87188;84333;70710;58991;69233;80016;81837;87816;91071;80344;64379;108660;102053;116947;95075;81843;81136;2112114"
"""353190 MORRO AGUDO"";-;-;-;-;-;40289;71609;64186;82752;69830;73808;60705;62898;63823;67516;77732;57599;60407;66826;76153;107944;84182;88424;54504;120125;106732;79503;60839;116189;87739;1902314"
"""353200 MORUNGABA"";-;-;-;-;-;18991;17418;20016;26423;46263;50675;45930;49329;48377;39365;44521;37552;47893;48386;46073;58712;59228;53123;52998;54768;54533;59578;48427;47219;47577;1123375"
"""353205 MOTUCA"";-;-;-;-;-;4633;3683;2835;6152;6099;8306;19802;9682;9282;7745;6759;5117;6761;7393;8012;8217;9281;9151;7767;6573;8743;9052;8162;7360;7663;194230"
"""353210 MURUTINGA DO SUL"";-;-;-;-;-;2342;3227;3036;3471;4011;3380;2607;4225;3798;3667;2922;3730;5642;4308;4027;3816;4238;3034;3764;4704;4624;3979;2688;3705;3824;92769"
"""353215 NANTES"";-;-;-;-;-;145;280;219;290;293;225;317;390;386;202;187;145;231;175;181;270;210;220;342;209;220;374;432;-;-;5943"
"""353220 NARANDIBA"";-;-;-;-;-;10420;12037;12088;13892;9722;6056;11570;13248;12080;14855;16995;9976;11070;13698;13462;13226;13885;11344;13656;17818;14921;20140;17171;13556;12854;329740"
"""353230 NATIVIDADE DA SERRA"";-;-;-;-;-;1644;932;988;2247;1975;1593;1315;1500;1490;1220;856;1186;1462;1112;1275;1372;1416;1393;-;-;449;575;-;-;-;26000"
"""353240 NAZARE PAULISTA"";-;-;-;-;-;18625;19225;25907;31464;26370;23474;23272;24296;30059;25130;22326;18924;24396;25349;31664;30460;35373;30649;29255;28750;31733;31239;29504;27736;28198;673378"
"""353250 NEVES PAULISTA"";-;-;-;-;-;6834;9304;9862;11470;8941;9982;9262;11765;11311;11040;8298;8741;10959;10802;10010;11717;5433;7362;8132;9185;7565;7646;9247;8315;-;223183"
"""353260 NHANDEARA"";-;-;-;-;-;11624;11616;12244;13332;14306;13072;13649;13635;13409;14221;14005;14483;16289;14884;15561;15475;17767;15933;13770;14525;15127;15262;14575;14998;15491;359253"
"""353270 NIPOA"";-;-;-;-;-;14305;15156;14647;15563;15916;14408;13351;16335;13796;13150;14372;10305;11464;13127;13221;20090;18967;33130;19601;19256;20607;19942;17297;-;-;378006"
"""353280 NOVA ALIANCA"";-;-;-;-;-;7589;6165;6242;5359;5780;9708;10504;9600;8292;9598;6808;9445;7386;8771;7204;10011;8498;8344;10071;7875;8633;9431;8233;7844;8225;205616"
"""353282 NOVA CAMPINA"";-;-;-;-;-;21495;19326;21036;22001;20773;21630;14495;24329;25820;21288;20349;13624;14808;22652;5676;25745;3470;2937;3146;2372;-;-;-;-;-;326972"
"""353284 NOVA CANAA PAULISTA"";-;-;-;-;-;7763;8369;7419;9699;8518;7704;8442;8087;10875;9318;9315;9757;8673;9442;8670;9673;10023;8834;7693;8881;11283;10368;39663;7165;8026;253660"
"""353286 NOVA CASTILHO"";-;-;-;-;-;3430;3557;4051;1916;3906;3413;2447;2276;2971;2826;2448;2020;2659;4467;2132;2992;2950;2628;2717;4540;1559;1556;-;-;-;63461"
"""353290 NOVA EUROPA"";-;-;-;-;-;8259;9324;7172;11014;10870;7272;6774;7802;10507;9574;8325;6013;9900;11147;11878;10708;11118;9018;7011;10052;11904;10902;8358;11394;11442;237738"
"""353300 NOVA GRANADA"";-;-;-;-;-;30608;28107;28431;30580;30540;30753;26587;30305;29360;27199;24949;27290;29600;30779;28430;2052;31102;30222;32120;15438;16091;19836;2239;2064;2314;586996"
"""353310 NOVA GUATAPORANGA"";-;-;-;-;-;1795;2134;2341;2642;1852;1458;328;1610;1739;1438;2121;4055;1728;1367;2870;3713;3261;3509;3532;4426;3925;5124;3920;4165;4687;69740"
"""353320 NOVA INDEPENDENCIA"";-;-;-;-;-;52;39;41;41;36;52;39;51;33;45;49;60;42;60;59;133;84;49;48;27;52;53;65;166;37;1413"
"""353325 NOVAIS"";-;-;-;-;-;11190;16871;14154;16288;14480;12667;12970;14921;14527;13452;11915;9624;16057;15399;16449;16146;17467;14788;17339;26344;18378;18599;15668;16757;-;372450"
"""353330 NOVA LUZITANIA"";-;-;-;-;-;6706;6131;6253;8875;7183;9221;9062;8898;8482;9104;9775;8394;7082;9096;16442;11409;10630;9697;9928;11232;9202;16431;8752;8115;7281;233381"
"""353340 NOVA ODESSA"";-;-;-;-;-;98452;108070;106403;140207;129138;73390;85969;72178;131790;82241;28339;87476;82230;154089;109329;112334;97096;56505;188495;139981;141071;135441;152795;101140;90927;2705086"
"""353350 NOVO HORIZONTE"";-;-;-;-;-;92785;92035;88228;110785;103892;98614;87369;91252;90827;94475;84115;73224;106465;107072;88729;95042;104617;91128;100337;102717;104505;98426;45034;73221;83289;2308183"
"""353360 NUPORANGA"";-;-;-;-;-;7446;8953;8893;9323;8953;7940;7723;7325;7480;7616;6589;6598;7353;9041;10201;9131;9965;8785;7897;8732;9329;8676;8236;8584;7859;208628"
"""353370 OCAUCU"";-;-;-;-;-;77;-;-;-;-;261;-;-;-;-;-;-;-;-;-;-;-;5267;8154;-;-;-;-;-;-;13759"
"""353380 OLEO"";-;-;-;-;-;2433;2673;2506;2305;2419;2419;1911;2687;2527;2372;2502;2188;2565;2330;2131;2127;3366;2616;3677;2992;3160;4055;2712;2364;2583;65620"
"""353390 OLIMPIA"";-;-;-;-;-;111458;252187;272109;266621;264572;222978;204024;206218;204640;242264;228737;254073;210704;224433;285009;271971;245909;200586;143722;220776;223796;90060;195561;195919;75908;5314235"
"""353400 ONDA VERDE"";-;-;-;-;-;7998;9654;9376;11380;11745;10576;7971;9755;10877;7393;9530;8113;10550;11312;13920;10988;12728;11559;9783;10379;11162;10803;10286;8458;9701;255997"
"""353410 ORIENTE"";-;-;-;-;-;5863;2378;7160;8526;9170;7108;3749;8494;5169;5346;455101;4390;4842;6897;6020;5541;747450;4519;6588;6504;6149;5345;7417;7878;7884;1345488"
"""353420 ORINDIUVA"";-;-;-;-;-;9356;9499;8963;11644;10573;10525;9696;10143;9940;10691;9183;8054;10114;10854;9733;10872;10848;9952;10190;11478;12944;11528;11286;9613;9829;257508"
"""353430 ORLANDIA"";-;-;-;1;167;21198;21059;19877;27290;24204;25474;24566;25161;26273;26859;21602;23498;26202;28575;28784;31091;32804;36661;33958;35535;37496;35735;35392;35893;37541;722896"
"""353440 OSASCO"";-;-;1524;2032;17682;3320964;3189822;3622188;3777666;3724294;3479329;3441573;3727341;3358192;3617000;3527205;3277972;3545720;3571611;3732788;3657480;3665342;3600481;3650108;3750941;3815572;3845505;3716054;3495641;3649781;89781808"
"""353450 OSCAR BRESSANE"";-;-;-;-;-;5915;5312;6468;6753;6242;6548;5843;6534;6265;5732;6593;3938;5883;7910;7637;7171;8118;7480;7726;7842;8106;8566;6734;5722;8267;169305"
"""353460 OSVALDO CRUZ"";-;-;-;-;-;20266;22232;28351;31211;31397;30285;24769;29653;32837;35833;32654;26487;24928;30261;27101;35842;34698;32927;29911;33666;38517;40489;40992;35503;22224;773034"
"""353470 OURINHOS"";-;-;-;201;859;144581;142293;162328;186263;179311;186870;175436;193745;187983;190052;198891;169943;185060;197184;199209;214442;192628;195984;229609;235993;249572;241046;218356;142787;107418;4728044"
"""353475 OUROESTE"";-;-;-;-;-;22343;24892;28923;30909;26900;27232;27893;32596;32990;31192;30515;30514;36249;35928;40573;40515;48488;44220;40280;48508;52052;49804;42194;39217;39907;904834"
