"""Munic¡pio"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""351060 CARAPICUIBA"";-;-;-;-;17;311091;323444;737807;524745;219617;356404;358206;324857;330853;345898;237557;317240;327228;397101;403777;308181;339741;416628;282700;267325;361018;1323677;278798;206506;282489;9582905"
"""351070 CARDOSO"";-;-;-;-;-;10739;12007;13125;15244;16482;15938;17710;19536;16013;14176;14195;13681;18236;24797;24238;22984;24917;27693;25012;26499;28668;30789;134636;23228;17136;607679"
"""351080 CASA BRANCA"";-;-;-;1;87;69783;57266;62214;63011;65877;59722;55037;58888;60578;58386;55730;54426;58372;66070;61157;62124;69200;67808;74382;71877;71742;72279;61865;71288;66462;1595632"
"""351090 CASSIA DOS COQUEIROS"";-;-;-;-;-;1294;1447;1161;1840;124;1683;1853;2090;2040;2305;1547;1144;287;1362;2463;1928;1082;1267;2057;2121;2564;2163;2076;-;-;37898"
"""351100 CASTILHO"";-;-;-;-;-;46305;44375;50070;55908;49143;47308;40765;46345;47873;44630;41031;36723;41169;42707;44611;47843;54136;44283;46412;46988;35210;51425;45624;-;-;1050884"
"""351110 CATANDUVA"";-;-;-;-;64;229023;237233;259267;279064;260576;226084;206953;198100;225663;228967;198087;200883;193120;225904;238942;231040;223368;219002;221766;241414;259619;264612;244917;229904;230695;5774267"
"""351120 CATIGUA"";-;-;-;-;-;657;559;647;750;587;756;636;683;735;771;31;63;72;26;664;592;561;621;1808;754;765;849;554;447;519;15107"
"""351130 CEDRAL"";-;-;-;-;-;14847;3035;18075;21745;20165;27486;20267;20261;22975;23472;20405;20527;29045;24269;22536;22158;20476;21838;21106;30184;33092;30010;25364;25940;27407;566685"
"""351140 CERQUEIRA CESAR"";-;-;-;-;-;15094;17807;29826;28539;27482;25899;23637;24175;28168;21409;22742;27184;19997;20553;28335;28750;33381;30035;26250;36993;36976;34706;36331;25421;29401;679091"
"""351150 CERQUILHO"";-;-;-;-;-;48002;43062;39794;45103;42935;46569;56707;55621;48115;49573;50357;29440;495377;91478;88960;120046;134551;108706;110793;106091;115767;104363;94745;93462;112285;2331902"
"""351160 CESARIO LANGE"";-;-;-;-;-;10922;18726;20134;23362;23144;21882;19495;19773;19403;19373;18057;15010;14496;20270;10809;32528;23529;23456;22181;25099;23704;26826;26458;16131;11990;506758"
"""351170 CHARQUEADA"";-;-;-;-;-;27127;26631;35924;39957;39961;38788;35109;37539;38583;35826;33003;32496;36805;38856;42928;44270;46583;42926;43535;48119;47101;46298;42827;31392;42904;975488"
"""351190 CLEMENTINA"";-;-;-;-;-;6401;6845;8752;8736;9519;7988;7887;8725;8385;8107;7788;7047;8417;8357;8259;7540;9714;7537;7030;8108;8331;9549;7699;7090;6755;200566"
"""351200 COLINA"";-;-;-;-;-;43411;47919;47565;55065;49714;42997;47220;48610;48464;49310;40489;35201;46677;46511;48479;53358;52488;47007;48198;46620;51401;51364;42535;41671;45181;1177455"
"""351210 COLOMBIA"";-;-;-;-;-;10705;9155;8840;12407;7821;8007;7638;6902;8732;6902;4951;4732;4963;7393;7910;7484;5668;3883;4875;7265;13133;13508;15662;8784;11995;209315"
"""351220 CONCHAL"";-;-;13;-;296;45049;53678;40394;57308;74345;81501;111686;72656;57539;59599;49800;52711;50497;55509;84922;62037;471963;98254;74540;108317;88309;63048;75355;27074993;27279158;56343477"
"""351230 CONCHAS"";-;-;-;-;-;36195;33345;34195;15242;65522;44090;37981;38757;41709;40474;33354;36064;47537;49447;128387;45707;45368;140331;41210;43033;49413;38183;53164;40664;40341;1219713"
"""351240 CORDEIROPOLIS"";-;-;-;-;-;-;-;73244;54915;55887;52842;49075;49742;55460;60950;45362;14624;20327;47858;65924;55542;57485;51098;50594;48478;48523;59393;49682;42028;-;1109033"
"""351250 COROADOS"";-;-;-;-;-;12922;10904;11599;15175;11785;10085;10142;12272;12524;12160;11537;8686;15454;13635;11903;13103;15617;13790;14864;14980;14102;13206;12168;12514;25909;331036"
"""351260 CORONEL MACEDO"";-;-;-;-;-;1630;1259;1762;2059;1655;2388;1980;1465;1547;1897;2117;1131;1894;2633;2427;2199;2419;3225;2071;2980;2651;3084;3516;741;-;50730"
"""351270 CORUMBATAI"";-;-;-;-;7;6169;7200;8492;9677;10941;9698;9564;9507;11247;11333;10697;8870;11665;10258;11088;11497;10499;15061;9303;13318;14022;13549;10947;10914;7752;263275"
"""351280 COSMOPOLIS"";-;-;-;-;-;60747;57271;65923;67462;70469;65954;58122;61602;57252;60242;49579;41386;55512;56579;57510;57727;59774;53550;58335;60408;63428;59470;53728;37679;48386;1438095"
"""351290 COSMORAMA"";-;-;-;-;-;3484;4041;4143;168;5066;5332;4512;5633;6170;5497;-;-;10939;6330;6616;6331;5151;7496;6713;8180;6043;7707;6241;5130;-;126923"
"""351300 COTIA"";-;-;-;-;-;241543;322705;375816;346160;336576;428207;336240;423358;468198;429846;420544;377655;273826;378880;323773;332286;361207;381556;17971;333026;359573;358373;371037;319303;279697;8597356"
"""351310 CRAVINHOS"";-;-;-;-;-;43369;42176;42589;45448;49658;45299;38128;42947;46266;51267;54973;32022;45139;60462;57705;65591;68688;62543;64372;64729;62865;61596;52650;-;-;1200482"
"""351320 CRISTAIS PAULISTA"";-;-;-;-;-;827;560;564;807;1137;857;964;889;908;744;617;440;324;497;616;508;4901;454;4148;3431;676;6290;7701;6378;10110;55348"
"""351340 CRUZEIRO"";-;-;-;723;-;100951;102454;104238;131277;142750;119308;138756;127184;146470;129550;124144;96373;103903;126090;100442;110639;118090;97282;98842;101914;99437;97070;94850;81384;90924;2785045"
"""351350 CUBATAO"";-;-;-;-;6;203997;209229;256838;255649;237698;230209;222131;238945;241099;246861;213901;203639;207727;216431;231684;244196;258907;249525;224741;233900;224081;222734;208310;215819;225415;5723672"
"""351360 CUNHA"";-;-;-;38;-;14340;16474;15222;15656;16238;16911;15636;17138;16102;15202;13523;12490;11079;10793;10418;12208;16119;17654;15909;15120;13454;17928;14308;12478;27948;380386"
"""351370 DESCALVADO"";-;-;72;315;61;47951;51255;57790;63215;61507;56254;54933;88483;58373;61281;57890;55353;60517;63257;71083;61992;66656;61318;60451;66841;63788;62930;56680;51000;50337;1511583"
"""351380 DIADEMA"";-;-;733;629;13492;458179;449219;497390;543859;501795;449250;442825;467425;485824;507804;452366;383219;545277;598385;714816;773920;1739969;771368;805310;605845;825121;802382;659090;626840;778846;15901178"
"""351385 DIRCE REIS"";-;-;-;-;-;13;15;2;4;1;2;3;10;1;2;2;11;4;2;4;6;1;4;8;8;8;5;89;1049;2697;3951"
"""351390 DIVINOLANDIA"";-;-;9038;10735;2991;38631;41886;43684;54210;52585;49736;49802;55422;42493;44110;37135;29952;41780;40432;38350;39996;40346;38709;41684;44400;48550;47930;43331;33805;45224;1106947"
"""351400 DOBRADA"";-;-;-;-;-;722;1748;1115;1566;1896;1462;1401;1170;1403;1466;1227;1172;2040;1821;2309;1409;1460;1201;1435;1000;1374;1216;1207;1240;992;35052"
"""351410 DOIS CORREGOS"";-;-;-;-;-;52958;42722;49886;64123;63199;61216;53881;63114;60234;63609;52911;56232;56467;63690;60939;62098;68749;56063;55889;61301;66555;62085;49225;45588;61686;1454420"
"""351420 DOLCINOPOLIS"";-;-;-;-;-;453;281;392;428;310;313;422;426;490;467;438;243;512;670;423;511;497;320;556;587;686;708;478;343;634;11588"
"""351430 DOURADO"";-;-;-;-;-;10542;12099;11266;15834;16384;13734;13802;16013;45563;11442;13775;44005;13667;12609;13447;14633;18735;16355;15613;14150;16890;17591;17098;14407;18285;427939"
"""351440 DRACENA"";-;-;1;50;1188;109370;100276;94687;115861;107734;108991;97079;91217;93232;100481;89702;82982;108593;106640;103039;114276;121072;106945;119333;117303;117980;115249;101571;99428;115988;2640268"
"""351450 DUARTINA"";-;-;-;-;-;57863;54462;58034;61126;61163;60028;55854;64157;66692;66090;60611;52575;61659;60904;70537;71521;73790;57804;54252;62272;62573;65070;49999;42474;35981;1487491"
"""351460 DUMONT"";-;-;-;-;-;2672;2836;2666;3011;2988;2258;2183;2845;2462;2628;2444;1856;1879;2323;2422;3285;3118;2767;3007;378;946;857;797;499;1123;54250"
"""351470 ECHAPORA"";-;-;-;-;-;1790;3049;2008;2035;1583;1802;2449;1514;1301;1545;2491;822;2703;2798;3410;2060;1545;1575;38154;17553;4101;3128;2831;2933;3342;108522"
"""351480 ELDORADO"";-;-;-;-;-;15219;10402;18308;11083;18970;19394;15633;15608;16248;15577;9634;13772;6509;17552;8814;16494;16828;16667;16976;16471;11887;11098;9947;-;-;329091"
"""351490 ELIAS FAUSTO"";-;-;-;-;-;18661;21679;30889;23996;30755;28001;27337;35462;31155;31684;27799;17486;20988;21484;24769;23704;23953;13486;13631;214;307;256;187;-;-;467883"
"""351492 ELISIARIO"";-;-;-;-;-;753;703;775;786;858;844;800;850;3200;3531;2693;2141;3213;2567;2563;2781;2530;1955;2545;2684;3907;3202;2950;2427;2277;53535"
"""351495 EMBAUBA"";-;-;-;-;-;4964;4906;5710;6357;5952;5698;5565;5691;6008;8596;6147;6805;8114;7807;8506;8820;8714;7354;7358;8157;8422;8553;7431;6896;6772;175303"
"""351500 EMBU DAS ARTES"";-;-;1053;944;1090;169540;214140;279939;274123;235088;203759;190751;214446;217966;215368;206998;188715;197734;195402;224529;223002;236796;205863;202554;204883;194370;276681;218241;94399;80270;5168644"
"""351510 EMBU-GUACU"";-;-;-;-;-;61835;75570;94872;126719;102039;85867;68747;77933;80217;49135;49890;39621;60305;619187;67623;61785;74794;62669;59568;70752;103607;95112;65555;69128;66001;2388531"
"""351512 EMILIANOPOLIS"";-;-;64;102;283;295;251;228;217;189;191;211;239;216;228;176;203;247;292;1595;1353;1750;2038;1537;1761;1788;1890;1666;1136;1922;22068"
"""351515 ENGENHEIRO COELHO"";-;-;-;-;-;13433;15487;17282;22069;25357;19480;16932;19430;20294;16762;14835;13204;20501;23008;23394;20698;22621;18907;19438;24289;24645;20547;21677;22233;-;476523"
"""351518 ESPIRITO SANTO DO PINHAL"";-;-;-;-;-;70354;70245;84181;86157;79444;73680;74790;78199;84361;83953;67785;58074;75496;80768;94519;104698;98886;86494;89532;82943;81796;85788;75200;68547;83166;2019056"
"""351519 ESPIRITO SANTO DO TURVO"";-;-;-;-;-;17043;2318;7799;2433;14320;11671;5961;737;614;1132;1761;1290;1701;1564;1386;1323;3439;2767;-;2842;2254;610;2360;1885;1851;91061"
"""351520 ESTRELA D'OESTE"";-;-;-;-;-;9245;9234;11334;13684;11814;12427;13425;14726;13598;13472;14353;17574;19333;15966;17326;17051;19124;15503;16705;17788;18216;17148;16831;15173;17859;378909"
"""351530 ESTRELA DO NORTE"";-;-;-;-;-;1124;46;1585;1843;1442;1101;958;1045;1193;1274;1327;849;708;1001;1351;1646;1371;1017;-;1465;1347;1060;1286;-;-;26039"
"""351535 EUCLIDES DA CUNHA PAULISTA"";-;-;-;-;-;15464;16160;18871;19269;19284;18674;16895;9950;28183;18498;14899;15642;17238;17189;19436;18244;19011;18160;18534;18581;20433;19413;18437;16220;18180;450865"
"""351540 FARTURA"";-;-;-;-;-;18038;20179;15992;24242;17529;23318;27415;25942;32647;29192;44856;44499;28841;32414;33915;39236;43884;36571;42524;49596;48268;47110;40722;42400;46968;856298"
"""351550 FERNANDOPOLIS"";-;-;-;8;2053;116996;119340;132013;150264;140293;128213;132392;141201;144253;155343;138614;128708;145114;152561;135674;149840;146930;147423;146248;155434;161929;160818;155724;144917;144798;3577101"
"""351560 FERNANDO PRESTES"";-;-;-;-;-;4520;4074;4224;5137;4886;4222;3650;131;1022;4919;4901;4151;4336;4856;4920;6043;5067;4725;5478;4624;4951;5379;3738;3538;-;103492"
"""351565 FERNAO"";-;-;-;-;-;60;10;5;68;30;82;52;253;122;40;290;148;100;100;218;272;200;311;200;148;312;360;348;84;-;3813"
"""351570 FERRAZ DE VASCONCELOS"";-;-;-;17;275;153582;165451;190787;213549;187642;177866;156469;164816;180386;167744;154489;141883;155831;179703;169824;183556;178524;174975;168063;237334;192123;82358;126974;110636;164698;4179555"
"""351580 FLORA RICA"";-;-;-;-;-;3577;2750;2939;4570;3360;2982;3233;3726;3268;3290;3311;2645;3078;3503;2622;5399;4332;3227;3141;2863;2952;2592;2079;525;810;76774"
"""351590 FLOREAL"";-;-;-;-;-;3202;3369;3572;2879;2988;3354;3645;4133;3790;3769;1670;3387;3253;3874;1917;4817;4856;3079;4088;3297;4225;3912;49;3828;4256;85209"
"""351600 FLORIDA PAULISTA"";-;-;-;-;-;14931;12480;11900;12539;10702;11751;11180;12170;12665;10879;9810;9239;10991;12253;10532;10311;10428;9957;6810;6617;5994;7398;7325;4918;4520;248300"
"""351610 FLORINEA"";-;-;-;-;-;17240;19154;19930;23606;22724;23109;17093;15919;16409;14551;17417;12899;14613;18231;20469;22712;22656;19538;19169;22880;11820;20270;16718;14645;18163;461935"
"""351620 FRANCA"";-;-;-;1;122;1669359;1684944;1738163;1887084;1748292;1699874;1770158;1775505;1782556;1852816;1661622;1666077;1852865;1876424;1867641;1870125;1937579;1854583;1963791;1974553;2018894;2052405;1702584;1739151;1874031;45521199"
"""351630 FRANCISCO MORATO"";-;-;-;1;2436;187745;208264;250706;263037;265216;222926;204363;228258;242363;226888;219038;212081;193705;224333;228016;244038;259561;236883;217069;245603;231082;258520;275889;225765;156983;5730769"
"""351640 FRANCO DA ROCHA"";-;-;-;308;688;573664;580242;605759;519380;680750;596751;662246;611374;422113;659387;692289;564196;589679;570662;663360;636082;681469;640023;635304;584646;606636;617992;570043;550716;605256;15121015"
"""351650 GABRIEL MONTEIRO"";-;-;-;-;-;13;41;45;35;9;18;36;11;29;17;28;37;23;62;39;23;11;16;12;19;198;1007;5892;8448;6871;22940"
"""351660 GALIA"";-;-;-;-;-;14326;13597;15877;16523;17456;18237;16846;18051;19026;17807;14310;15251;18140;18448;17923;19236;19403;16947;16938;23175;22344;23268;19370;16880;18557;447936"
"""351670 GARCA"";-;-;-;88;1046;105779;101904;117924;127096;116386;113435;104374;110309;127120;125315;110132;99219;117415;116919;127183;123722;124580;108462;116575;122607;127119;127712;112217;74967;110881;2870486"
"""351680 GASTAO VIDIGAL"";-;-;-;-;-;1534;2082;1636;1684;1660;1333;1492;1957;2333;2297;1613;1227;2318;2308;1808;2523;2117;2989;6157;6182;5980;7067;4735;4952;-;69984"
"""351685 GAVIAO PEIXOTO"";-;-;-;-;-;377;1203;1399;1034;1355;1287;1224;1200;1154;681;731;660;587;1399;383;1756;1529;2148;2766;-;-;-;-;-;-;22873"
"""351690 GENERAL SALGADO"";-;-;-;-;-;6674;6955;7420;9079;7671;6652;6260;6848;7616;7584;7180;6053;7514;6728;7716;8684;7923;7267;7063;7216;5982;7276;6428;7884;9592;183265"
"""351700 GETULINA"";-;-;-;-;-;28991;33056;31418;34191;29796;31196;31427;33205;31626;34274;26347;18409;24356;34464;30378;33353;31573;30826;28039;26953;29810;28706;31299;26447;36871;757011"
"""351710 GLICERIO"";-;-;-;-;-;10469;9192;11178;12947;11044;11058;11209;11379;10029;11851;10687;9183;12984;11011;11610;10704;12089;11114;12716;13362;14211;14107;12297;9238;-;275669"
"""351720 GUAICARA"";-;-;-;-;-;19407;20488;25366;26656;22605;19773;21325;19845;17253;17722;18027;11177;15447;14935;18172;17214;22792;14611;16166;17636;20636;20710;20015;14689;17157;469824"
"""351730 GUAIMBE"";-;-;-;-;-;3253;3322;3129;4223;3373;3673;3118;3148;3621;3587;3843;3239;3199;2911;4109;3250;2913;3650;2890;2924;2777;2637;2999;2975;3170;81933"
"""351740 GUAIRA"";-;-;-;-;-;105325;106592;118958;138960;126747;123405;117106;121037;124681;127520;113615;96567;122888;143610;137041;137278;129185;119323;108311;121011;134790;134657;114455;112546;105331;3040939"
"""351750 GUAPIACU"";-;-;-;-;-;77410;71239;71299;91195;84580;80645;74251;79874;83400;75587;64253;45425;76374;88351;85745;84584;91471;75668;78090;83979;84288;74726;71569;56063;72137;1922203"
"""351760 GUAPIARA"";-;-;-;-;-;9495;14116;17725;15129;15312;10250;14080;12618;14073;10936;9153;6580;2190;13230;12827;15450;14909;14260;11768;144715;3303;10960;7629;137891;8535;547134"
"""351770 GUARA"";-;-;-;-;-;12487;11682;14697;14105;17842;12570;12030;12202;15206;11216;10213;12517;12670;12260;11324;10460;5292;9084;10646;9836;10759;7938;9455;5295;7752;279538"
"""351780 GUARACAI"";-;-;-;-;-;15041;15921;17082;20256;17600;17226;15242;19426;19953;21310;18397;17907;22368;21430;19183;16331;20684;18179;17069;6638;20483;18661;17641;15776;14862;444666"
"""351790 GUARACI"";-;-;-;-;1;24171;23844;22620;26957;30242;28437;27269;25893;26788;23386;24646;21493;29742;27616;24663;27493;25660;27106;29554;29531;32815;27780;22534;23695;23361;657297"
"""351800 GUARANI D'OESTE"";-;-;-;-;-;888;1548;3993;4193;4142;3006;1222;1321;823;3009;4301;4577;4164;4163;4382;8638;4741;4332;4451;4821;4924;5367;4339;3285;-;90630"
"""351810 GUARANTA"";-;-;-;-;-;8305;9132;7231;8448;7942;6858;6213;7020;4936;5476;3946;2503;5603;6971;5667;5782;5307;7599;5221;7256;7551;7515;6294;6019;7515;162310"
"""351820 GUARARAPES"";-;-;-;-;489;51705;55397;55952;65423;62802;6270;54644;60634;60190;60343;56575;49390;61868;58761;60888;61798;66501;61052;61758;62023;65575;69443;63825;56735;62142;1452183"
"""351830 GUARAREMA"";-;-;-;-;4;54257;55450;64058;65355;62405;56056;55620;58964;19828;49934;53741;57225;45795;53061;50101;56824;60021;51579;62150;64158;65450;80112;72101;75111;60923;1450283"
"""351840 GUARATINGUETA"";-;-;-;3;113;172133;181966;124171;2011404;198269;173811;178802;192924;168124;167353;156878;140237;147392;151624;155747;163135;171097;121038;149447;142081;143365;82814;108567;70378;76311;5549184"
"""351850 GUAREI"";-;-;-;-;-;35363;32052;43337;51993;51432;42572;31730;42583;43548;43551;40257;34402;36693;40748;39116;41802;40773;38947;42626;43987;49246;46099;41066;34731;37781;1026435"
"""351860 GUARIBA"";-;-;10;3;215;54713;103073;62611;70603;69086;63382;60395;70281;66671;71601;61123;48936;90907;67101;72054;71156;71458;62324;68539;76253;74799;74349;63299;59181;64830;1718953"
"""351870 GUARUJA"";-;-;-;120444;112087;437866;441463;514992;542846;492527;483005;458145;515545;528510;529260;493688;438928;500688;504086;528807;462661;493303;385612;456764;537521;606771;617558;555085;498807;497174;12754143"
"""351880 GUARULHOS"";-;-;17;415;53891;1953749;2070292;2365553;2430463;2331437;2118173;2090510;2143939;2169632;2250929;2067879;1852813;2096326;2118252;2219531;2276965;2184341;2230480;2680958;2245338;2349204;2364737;2036850;1973161;2098585;54774420"
"""351885 GUATAPARA"";-;-;-;-;-;13607;14604;15330;17981;16786;17804;3250;16029;16353;18202;10551;29605;15049;19171;20761;13189;22634;19804;20352;21946;21332;20236;16414;15691;18317;434998"
"""351890 GUZOLANDIA"";-;-;-;-;-;10853;11115;11941;13218;11108;13841;13396;15579;17547;16503;14354;14721;16479;15446;13010;14853;14852;12448;12161;13529;15486;13909;13322;11338;-;331009"
"""351900 HERCULANDIA"";-;-;-;-;-;16264;15704;17188;16623;17491;16697;17524;17691;17557;17110;16765;14346;18109;18105;19348;15859;17409;16808;7284;23436;28974;20451;22078;20202;23408;452431"
"""351905 HOLAMBRA"";-;-;-;-;-;14461;14222;15167;24898;15255;88;17151;19291;12321;-;16549;11514;16299;12334;19726;15232;12532;17237;17954;19104;20947;20071;18747;16398;18888;386386"
"""351907 HORTOLANDIA"";-;-;495;7601;3469;304422;322254;372199;421487;428958;363080;332920;353526;375152;301993;317299;289932;313548;323597;329948;482029;349863;397301;358606;285106;295985;281458;266687;254640;253542;8387097"
"""351910 IACANGA"";-;-;-;-;-;7578;7566;7734;8494;9049;8264;8114;7488;12732;12036;17087;14864;16155;13407;15784;17325;19150;15710;16285;17364;15924;15498;15542;15616;14758;329524"
"""351920 IACRI"";-;-;-;-;-;11777;6254;10663;15838;12245;11432;11849;11903;12676;10491;10316;9245;11581;11445;9837;14567;11212;15257;14385;14784;14307;14790;13871;12578;12133;305436"
"""351925 IARAS"";-;-;-;-;-;6596;6756;5055;5408;4986;5486;5899;6179;5284;5196;3086;2717;4665;4671;4671;6813;7185;6267;10651;9180;10588;9009;9442;9015;8893;163698"
"""351930 IBATE"";-;-;-;-;-;56432;52386;52795;58832;55779;47678;51224;48865;59243;62090;52004;45974;59931;59908;55401;66743;70454;54508;61075;64631;74694;79183;80551;59334;73725;1503440"
"""351940 IBIRA"";-;-;-;-;-;12562;15426;19077;6823;8414;8854;5261;8448;13254;7726;17316;4660;5674;5839;5750;26689;25902;20793;15172;15666;21590;15646;23036;18884;18565;347027"
"""351950 IBIRAREMA"";-;-;-;-;-;26420;15837;15099;26489;30023;24767;25503;29611;31291;29631;25704;20332;26258;24809;31919;31064;33542;31723;30038;31761;37010;34071;29921;28548;-;671371"
"""351960 IBITINGA"";-;-;-;-;312;67652;63420;80535;83475;86292;81342;69075;77477;83346;72647;60396;68885;89707;110548;107046;97880;100725;94491;71712;105911;107985;107791;80567;92549;358005;2419771"
"""351970 IBIUNA"";-;-;-;-;-;180404;177844;200162;212963;195445;186836;178930;189186;147713;99283;104930;110256;66362;88446;67052;20646;113219;77868;78568;86783;85639;20601;28678;-;-;2717814"
"""351980 ICEM"";-;-;-;-;-;16741;14101;14519;15434;12839;12977;12644;14214;14893;14621;12408;11256;13198;13419;12958;13683;17175;15947;15171;17015;16570;16351;12318;12582;13046;356080"
"""351990 IEPE"";-;-;-;-;-;14211;18821;17649;16826;20696;22565;18352;17011;20321;20386;27414;19500;23113;21227;22162;24092;26220;19523;20035;19635;21349;21100;32693;23359;21051;529311"
"""352000 IGARACU DO TIETE"";-;-;4;2;19;27572;31208;32356;41465;33763;29908;26319;37206;34650;32156;30870;25184;29929;40003;42778;39222;37766;34499;33349;36945;39157;34669;26275;25574;25178;828026"
"""352010 IGARAPAVA"";-;-;-;-;1;35213;47005;33505;35089;33688;35140;36001;35899;32510;32890;136156;28577;31318;33505;33339;32991;35552;39667;39810;39910;40531;39091;38408;37603;36268;999667"
"""352020 IGARATA"";-;-;-;-;-;13771;15074;18609;21597;17944;18211;16402;15987;15488;13599;12615;10036;22159;12723;16845;18553;24267;19127;18348;19746;20210;20314;21143;17881;17421;438070"
"""352030 IGUAPE"";-;-;-;-;-;35460;20540;479766;12253;14826;19238;27089;25902;29195;-;25240;-;-;28579;25552;298737;27152;21925;25665;29442;33511;31683;-;24893;26935;1263583"
"""352040 ILHABELA"";-;-;11;509;275;78038;88292;70797;80898;102741;105659;59882;85667;81677;94193;125042;508673;194599;143150;176130;182196;186148;161862;141411;175955;149980;170913;177701;164895;-;3507294"
"""352042 ILHA COMPRIDA"";-;-;-;-;-;134651;39793;51122;164585;28478;25555;18765;21511;25213;27030;24946;23034;31608;25963;38349;34842;30230;29792;31613;34667;30425;37953;26789;23479;21017;981410"
"""352044 ILHA SOLTEIRA"";-;-;-;1;32;10398;9415;14345;10178;11966;33422;30800;35023;46709;41686;38560;34916;41642;41571;44197;46253;49119;45675;53109;56868;60718;65812;51895;53043;11394;938747"
"""352050 INDAIATUBA"";-;-;-;1;15;390581;403226;466485;490780;465812;455337;405861;469422;487928;470746;426355;279363;371291;505942;528868;479729;470029;460757;483877;506126;503009;547414;448444;376871;413663;11307932"
"""352060 INDIANA"";-;-;-;-;-;2224;6111;7418;6723;6017;6508;6120;2192;7622;1584;2490;1625;2985;2797;2745;2129;1874;2658;3670;3541;3496;2805;3037;3316;1978;93665"
"""352070 INDIAPORA"";-;-;-;-;-;11226;11302;11429;15167;14469;11949;13729;14396;14644;13213;11994;15169;18494;14205;13102;11796;16130;13075;12443;13372;13105;14763;12340;12132;13194;336838"
"""352080 INUBIA PAULISTA"";-;-;-;-;-;7414;701;8550;10127;9744;10931;8522;9945;9520;8950;9614;-;8294;8927;8989;10728;9742;9839;8815;9847;10244;8955;816;10208;8934;208356"
"""352090 IPAUSSU"";-;-;-;-;-;4477;10910;10875;12475;6148;6481;4818;10584;6886;6539;5722;4826;7284;6036;9502;9148;13884;14951;20891;21905;25622;26736;26630;22761;29484;325575"
"""352100 IPERO"";-;-;-;-;-;45682;53756;61856;74716;69720;58268;57910;64396;71922;66731;63251;33366;62023;66816;68449;73343;84320;65903;51203;68656;235346;73438;590112;48894;57460;2267537"
"""352110 IPEUNA"";-;-;-;-;-;13215;13363;13203;17697;15970;15093;12734;12472;12614;13240;11280;13697;16049;16210;18368;18739;20484;16984;14952;19453;22021;28679;25787;24458;23953;430715"
"""352115 IPIGUA"";-;-;-;-;-;242;1119;1628;3046;2416;2228;2858;2490;4147;2933;2031;2209;1947;1973;1612;3131;2666;2164;2655;2837;2650;2386;2168;1962;2089;57587"
"""352120 IPORANGA"";-;-;-;-;-;3936;71;3579;4696;4850;5077;2182;6854;3612;4059;3823;5569;9834;8115;31755;9583;151796;16019;13308;10801;7229;6314;5644;8868;7405;334979"
"""352130 IPUA"";-;-;-;-;-;13667;16429;17332;22212;20415;21413;17368;20366;20655;20646;15130;14646;21879;18515;18858;13205;14383;18797;20394;23783;24485;21961;19052;15942;14897;466430"
"""352140 IRACEMAPOLIS"";-;-;-;-;-;23870;25782;30518;25358;35164;37371;36302;43311;43825;44078;39659;16275;37304;46274;46397;46016;52695;27859;27581;30680;32667;36576;32614;23035;-;841211"
"""352150 IRAPUA"";-;-;-;-;-;25133;24626;31589;40515;41371;34262;28181;31229;33462;34736;27677;25641;34249;35692;37316;30384;31505;33413;31805;32165;31770;33348;29951;27119;26526;793665"
"""352160 IRAPURU"";-;-;-;-;-;5566;3983;4014;4491;4451;4098;5078;5236;4072;5149;5147;4102;5033;4560;4539;4618;4818;5028;5262;5081;5165;4767;4218;4844;5101;118421"
"""352170 ITABERA"";-;-;-;-;-;38911;38464;43152;47686;53203;56641;269195;57242;63412;128196;47170;47559;52271;58369;59163;72006;71053;66885;65746;67475;69093;67615;58209;53756;-;1652472"
"""352180 ITAI"";-;-;-;-;111;31101;32380;35094;33436;35800;33961;33973;36179;36263;33791;28451;24646;29727;13627;34703;33873;26672;51344;46232;54484;52972;65868;53394;49959;97868;1005909"
"""352190 ITAJOBI"";-;-;-;-;-;53295;48982;50379;60790;32746;55291;54889;59977;59424;61761;54258;51791;64831;70225;59798;59659;60745;53743;54194;69401;61306;69179;59513;48630;53127;1427934"
"""352200 ITAJU"";-;-;-;-;-;12078;12855;14969;17875;16086;14907;12919;16610;-;-;-;-;10990;14618;12675;14344;16398;-;-;-;-;-;-;-;-;187324"
"""352210 ITANHAEM"";-;-;-;-;1;142357;211378;259024;234160;283965;162690;197677;211910;224438;227406;242972;195632;211346;205477;222571;210166;209164;182454;227331;164970;206213;211490;209027;188669;8623;5051111"
"""352215 ITAOCA"";-;-;-;-;-;182;175;166;165;168;215;182;130;240;212;163;152;221;214;147;139;173;184;271;285;481;120;2587;2363;859;10194"
"""352220 ITAPECERICA DA SERRA"";-;-;-;-;13967;250974;265317;317845;390395;354944;301324;262561;281620;342841;343182;307779;269554;298263;337332;342213;364969;342413;339545;337846;309828;373737;375565;345838;323725;298967;8092544"
