"""Munic¡pio"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""353450 OSCAR BRESSANE"";-;-;-;-;-;6252;5433;6666;7012;6592;6551;5845;6800;6436;5774;6627;4003;5883;7910;7774;7171;8331;7577;7890;7992;8339;8839;6929;5853;8501;172980"
"""353460 OSVALDO CRUZ"";-;-;-;-;-;20266;22234;28351;31211;31397;30285;24769;29653;32837;35833;32654;26488;24928;30261;27101;35842;34698;32929;29911;33669;38517;40491;40992;35503;22224;773044"
"""353470 OURINHOS"";-;-;-;320;992;149252;151272;166253;190993;183698;191483;177915;198908;192206;196547;673128;173980;189420;200477;203589;218165;196603;200217;234558;240400;254021;245612;221952;145701;111032;5308694"
"""353475 OUROESTE"";-;-;-;-;-;32029;35100;41741;44714;40169;37964;38183;33265;36668;34985;36960;38780;49114;44610;48406;46601;53695;44226;40294;48541;52211;49816;42211;39363;39910;1049556"
"""353480 OURO VERDE"";-;-;-;-;-;6457;6540;5644;5949;4573;5388;5161;6044;2554;4781;2465;8397;5323;3495;374;3905;4403;4667;5861;5957;5082;6236;6382;3784;4856;124278"
"""353490 PACAEMBU"";-;-;-;-;-;17319;16620;18355;18116;17414;18875;18579;18587;18566;18152;17063;14936;16331;18482;19323;16527;21955;17704;18293;16932;15973;16167;1046;15267;14923;421505"
"""353500 PALESTINA"";-;-;-;-;-;29777;29751;29458;34136;31661;33716;34512;28264;31728;35148;32248;29352;37522;36513;33066;35286;28267;7496;8695;9543;8342;10229;8901;6460;33250;643321"
"""353510 PALMARES PAULISTA"";-;-;-;-;13621;23240;14581;17311;17917;14995;13444;11516;10263;13766;10910;13950;11003;11174;12566;14649;14145;15347;14326;9245;10778;9769;11929;9681;8653;-;328779"
"""353520 PALMEIRA D'OESTE"";-;-;-;-;-;7116;6895;7572;9158;8673;7996;8524;9553;9167;9165;9121;10453;11741;9761;9035;8765;9283;8876;8629;10547;10738;9316;9797;9650;9426;228957"
"""353530 PALMITAL"";-;-;-;-;-;59666;55812;66137;75637;66030;69590;55270;68717;66140;66935;54601;41324;53469;63575;67678;73567;67247;55590;63282;62423;65129;61970;61243;44846;53531;1539409"
"""353540 PANORAMA"";-;-;-;-;-;7800;9825;11342;12867;12108;13161;9042;9420;7672;9160;6842;6208;6888;13981;12627;13991;16251;14340;26611;16633;25734;12792;13740;11820;12199;313054"
"""353550 PARAGUACU PAULISTA"";-;-;-;-;-;52861;54247;55603;86030;70314;77197;66260;76060;72348;73954;74465;82317;88801;71083;73331;82558;98324;80956;92227;83952;97644;108682;79001;70384;91068;1959667"
"""353560 PARAIBUNA"";-;-;-;-;-;9048;9313;11183;10578;6949;9264;8446;11866;12556;12123;11524;11031;11048;11117;12943;10102;13971;11194;10855;11750;11815;11318;10915;11171;10981;273061"
"""353570 PARAISO"";-;-;-;-;-;9238;10798;17828;18689;18890;17378;11083;14031;15304;323939;11274;10214;14304;14005;16528;14503;14721;12410;13616;13188;11726;13640;13415;11915;13089;655726"
"""353580 PARANAPANEMA"";-;-;-;-;-;29375;28491;30743;26662;29151;34676;29097;30318;30423;22320;19181;21000;26734;30155;32089;35791;37190;34196;30842;31776;30593;30999;41801;29396;31526;754525"
"""353590 PARANAPUA"";-;-;-;-;-;3376;3254;162;192;180;215;1367;3761;3780;4278;3643;3222;3677;3980;3162;4450;4363;4205;4374;4213;4565;4613;4028;3764;4548;81372"
"""353600 PARAPUA"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3699;3925;3941;3717;3888;4140;4641;4051;3783;4094;4617;3911;-;-;-;48407"
"""353610 PARDINHO"";-;-;-;-;42;2627;2120;4652;2517;4103;2453;3823;2571;2653;5676;2255;4159;2501;2279;4395;5219;3248;2509;2219;2537;807;3021;2366;2441;3330;76523"
"""353620 PARIQUERA-ACU"";-;-;-;-;4;81307;80823;92816;98647;93084;88808;86885;97808;97397;96171;86721;81723;89092;87105;85774;91936;93534;78506;49814;89514;86796;90163;82555;68181;70997;2146161"
"""353625 PARISI"";-;-;-;-;-;19760;19334;22891;19042;22872;20218;18053;19204;22383;19981;20577;17482;20388;20113;21252;22602;23465;22027;27113;23033;27321;24876;21212;21590;21279;538068"
"""353630 PATROCINIO PAULISTA"";-;-;-;-;-;20875;20965;26525;30629;27651;27837;34710;39409;39641;37515;25057;17554;31997;32941;41762;55634;48761;44835;47043;44181;55288;47594;40555;-;-;838959"
"""353640 PAULICEIA"";-;-;-;-;-;3134;3435;3520;4707;3502;3419;4222;4384;3682;4264;3233;3219;3679;3838;4484;5482;4937;4577;5427;5393;4967;-;-;-;-;87505"
"""353650 PAULINIA"";-;-;-;-;3698;234605;218981;268675;272906;837117;295883;320220;356382;418080;190341;216070;295711;112228;274064;299160;314378;892399;282078;268524;61402;925;-;-;-;-;6433827"
"""353657 PAULISTANIA"";-;-;-;-;-;240;313;326;361;291;307;278;345;346;392;307;308;313;430;467;381;368;322;222;241;206;316;271;283;-;7634"
"""353660 PAULO DE FARIA"";-;-;-;-;-;13676;12320;14124;16937;14273;14659;13338;15329;16042;18925;13989;12454;19025;20502;20317;20930;20556;11884;12238;12820;12916;12384;12073;11058;6579;369348"
"""353670 PEDERNEIRAS"";-;-;-;1289;1703;72519;78117;91636;93328;78582;81377;79535;85058;88788;95870;81443;69922;72746;68425;58058;67680;64701;63522;64339;70297;77759;70948;60098;60352;51247;1849339"
"""353680 PEDRA BELA"";-;-;-;-;-;4268;5406;2986;5115;8512;3166;3127;4064;4860;5223;3652;3274;3807;3114;3173;10218;-;-;15182;-;-;-;-;-;-;89147"
"""353690 PEDRANOPOLIS"";-;-;-;-;-;20;31;3;40;42;22;5;14;28;47;25;1;17;10;585;8;286;389;6;12;14;721;1041;563;491;4421"
"""353700 PEDREGULHO"";-;-;-;-;-;9861;9017;9080;8128;9253;11728;11186;11861;10984;11088;11226;10570;12776;11849;10693;13278;18077;20151;19320;20514;14721;24029;31484;26484;17709;365067"
"""353710 PEDREIRA"";-;-;-;-;12900;90437;90419;100670;114034;108157;98306;97199;104303;105723;109746;91170;77097;108082;111793;109496;111328;111996;102537;111914;117362;123869;114476;92016;86153;102220;2603403"
"""353715 PEDRINHAS PAULISTA"";-;-;-;-;-;14958;11234;12733;18723;13635;11504;11259;13300;13391;14544;12278;8242;14258;11208;11691;12228;291663;11325;12074;12090;11534;12250;10529;9570;21140;597361"
"""353720 PEDRO DE TOLEDO"";-;-;-;-;-;8071;9737;10345;11750;11468;10032;8214;10059;8415;9772;9598;5891;6000;8191;12082;222802;15979;10149;9584;10758;11995;12716;11635;10718;-;455961"
"""353730 PENAPOLIS"";-;-;-;-;-;87381;101845;105707;115797;119236;105249;103590;114857;116313;118657;106768;106416;119026;112145;114804;118092;115730;110476;101190;104707;110107;36758;99985;99200;71178;2615214"
"""353740 PEREIRA BARRETO"";-;-;-;-;1;14676;14856;17122;19978;18720;15881;16156;18271;18672;16967;16006;14127;17849;19170;17271;15676;18607;18233;21674;23594;23103;20578;21797;21257;20754;460996"
"""353750 PEREIRAS"";-;-;-;-;-;3911;3494;5645;5040;5574;5162;3649;4752;4152;1628;4682;1535;3999;1462;1202;4612;4726;3591;3648;3737;4175;3450;3369;2963;2204;92362"
"""353760 PERUIBE"";-;-;-;-;3;119453;115059;355091;148878;135099;116995;109486;117899;128038;129500;118476;115925;129652;150605;124658;139232;141613;123020;131678;131870;143410;143006;135770;125063;155096;3484575"
"""353770 PIACATU"";-;-;-;-;-;12479;14374;12437;21793;21292;20515;23524;25223;26879;19427;23983;16228;25563;27017;22453;22299;28683;17382;28048;21384;28355;29592;24921;21906;24580;560337"
"""353780 PIEDADE"";-;-;-;-;-;29898;31041;38328;44042;37108;276150;33996;33943;40452;39063;35612;28838;29839;31071;54454;49561;61283;48209;52583;48369;56032;62455;57129;50007;49994;1319457"
"""353790 PILAR DO SUL"";-;-;637;800;-;25181;27971;34166;38159;39641;37481;37534;30691;32409;31202;29916;26604;28253;29288;37053;29825;33736;29620;36593;38774;37531;39481;38180;28950;36069;835745"
"""353800 PINDAMONHANGABA"";-;-;-;299;19414;323146;357100;402023;418771;397682;303712;302434;339426;366761;374951;340091;310462;348894;343447;384622;402093;421985;394030;357093;412225;404291;426493;389573;373214;378674;9292906"
"""353810 PINDORAMA"";-;-;-;-;-;9532;12406;13615;15136;16268;10935;9389;9612;10622;11551;9935;8818;10731;12539;12737;13374;13157;11773;10274;13150;11963;12937;13054;12835;12788;299131"
"""353820 PINHALZINHO"";-;-;-;-;-;32124;35431;38984;42226;43439;45230;34603;36945;36127;32844;27878;24666;29379;31976;31653;33324;36621;32702;35501;37118;38166;37158;31394;26641;34534;866664"
"""353830 PIQUEROBI"";-;-;-;-;-;8136;7028;5843;8138;7441;6904;5342;10022;7878;7346;6311;5280;7065;6187;5526;6308;6333;6645;5475;4952;44;44;-;-;-;134248"
"""353850 PIQUETE"";-;-;-;-;-;4484;3621;2880;8119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19104"
"""353860 PIRACAIA"";-;-;-;-;-;15816;16517;20264;34752;35713;26848;29435;27822;29128;31448;27951;25811;28161;28416;30966;630837;38630;34375;30318;30792;34757;32978;32916;28373;31741;1334765"
"""353870 PIRACICABA"";-;-;15;323;13333;2311689;2543950;2430366;2627497;2579940;2565336;2604521;2549760;2643087;2832190;2759601;2503145;2830959;2781556;2797164;2879796;2970383;2936224;2911306;2975020;3095846;3183123;2703944;2791120;2882732;68703926"
"""353880 PIRAJU"";-;-;-;-;-;26500;26170;28690;30267;18584;28099;29151;29360;29210;31247;27467;25428;28121;29507;18316;25149;27161;27857;26754;25497;20896;19411;34086;27793;30760;671481"
"""353890 PIRAJUI"";-;-;-;-;-;19120;18883;22961;24015;21283;21711;20304;9775;25363;22093;17180;19091;18885;19309;23835;22435;18116;16781;15992;18704;17104;16737;17513;17128;21944;486262"
"""353900 PIRANGI"";-;-;-;-;-;13170;14235;17410;19090;22465;16642;15171;16927;19175;15565;15678;17315;18125;15916;18277;17664;18862;20292;16418;16407;20697;19356;25081;29355;31622;470915"
"""353910 PIRAPORA DO BOM JESUS"";-;-;-;-;-;16941;21138;24003;39441;42785;32900;26800;29151;25882;23927;25167;23389;26728;29605;27023;30590;63492;33748;30711;29141;21775;30078;31359;26348;-;712122"
"""353920 PIRAPOZINHO"";-;-;-;-;-;22197;26198;29663;35098;35577;28646;27205;34471;37359;38415;26877;29832;30726;33246;36755;34584;39095;32610;35544;34945;39391;37744;60528;27773;32616;847095"
"""353930 PIRASSUNUNGA"";-;-;4;29;3043;122817;101566;106550;126015;124588;124658;118407;116691;123859;125799;100896;77978;112200;81426;134396;135754;150443;137947;142956;98364;110198;103670;103734;73387;82054;2839429"
"""353940 PIRATININGA"";-;-;-;-;1;28477;29339;34006;37022;28311;31163;27251;32383;32795;33649;28481;25395;29412;32987;33216;35197;39302;31818;3942;7025;5842;4250;9386;8371;10679;619700"
"""353950 PITANGUEIRAS"";-;-;-;1;368;64569;68653;85607;88222;88879;86179;80041;157999;135163;78233;73086;67503;74014;77436;123792;86771;91457;80021;124425;90582;88850;72728;62935;60368;57791;2165673"
"""353960 PLANALTO"";-;-;-;-;-;117812;1092;265;7820;14828;1203;8524;7055;8307;27669;8747;640;2772;4963;4257;6963;4398;811;584;13196;4098;3075;3017;1618;-;253714"
"""353970 PLATINA"";-;-;-;-;-;3121;3916;2924;4633;4778;3942;6027;4290;4198;4930;4314;3345;4654;4465;5669;5092;6588;4912;5554;6418;6740;5820;4273;3520;4887;119010"
"""353980 POA"";-;-;-;255;-;106203;113947;133695;147713;143353;121597;106934;118752;116360;119034;113641;98276;106988;113143;125440;122466;142615;119587;118784;128252;123644;137993;124348;118065;120335;3041420"
"""353990 POLONI"";-;-;-;-;-;19429;18960;19825;20759;20852;21775;21645;21832;19981;21188;19057;16127;19336;20162;19397;22062;22509;18743;21367;23327;24604;23805;22042;21256;21660;521700"
"""354000 POMPEIA"";-;-;-;-;-;19535;20136;16582;27863;24170;25936;24361;27621;25258;27840;25120;20646;22491;14423;23373;48274;33068;28295;32077;32770;30925;31239;28367;25897;40682;676949"
"""354010 PONGAI"";-;-;-;-;-;6946;7335;588;429;7939;6871;6024;5762;6454;7478;5492;4314;5766;8093;6619;7575;8373;7959;7640;21842;10886;8503;7399;5685;16540;188512"
"""354020 PONTAL"";-;-;-;-;72;33047;37627;42949;44842;39507;35122;39638;34939;34927;33165;30075;26018;37425;38441;34005;33810;37072;37181;49794;55269;53129;48368;47344;32070;35824;971660"
"""354025 PONTALINDA"";-;-;-;-;-;100;70;57;98;72;83;78;84;88;81;80;77;122;101;83;62;81;32;81;88;86;96;68;58;97;2023"
"""354030 PONTES GESTAL"";-;-;-;-;-;1826;314;3337;3140;2944;2064;5045;2515;2401;2224;292;1684;2617;2296;2659;2928;3054;2672;2267;2642;2554;3643;2814;2367;2852;63151"
"""354040 POPULINA"";-;-;-;-;-;4594;5843;4449;6468;5730;6528;7905;8747;8894;7901;6865;6690;5792;4135;4080;3765;4904;4092;3480;4534;4303;4624;3982;3594;3452;135351"
"""354050 PORANGABA"";-;-;-;-;-;3910;4218;5105;5312;5917;5200;4841;5312;5388;5686;5009;4406;4629;4598;5561;5487;4221;5031;4640;5732;5608;5440;5197;5291;5215;126954"
"""354060 PORTO FELIZ"";-;-;2;-;-;138614;120377;153719;147449;164866;160791;149511;145009;143340;167370;151315;154942;139809;200493;87842;139362;108093;117976;125688;125819;76015;126109;120010;103897;115820;3384238"
"""354070 PORTO FERREIRA"";-;-;-;-;347;53084;54940;59943;69412;70155;62917;61008;67112;73306;67514;68774;55634;57339;72507;66053;65333;51624;72709;51091;59110;61861;48329;57116;67837;47932;1542987"
"""354075 POTIM"";-;-;-;-;-;14265;14596;15828;8148;17967;15955;16202;8761;8994;19459;17726;13628;14965;15019;16766;16585;17196;14638;14921;17688;17142;18205;15801;15317;13200;378972"
"""354080 POTIRENDABA"";-;-;-;-;-;19778;19882;21300;27186;25573;25018;23849;23762;28094;26341;24987;26844;25851;20297;19057;23148;24429;24092;24014;26010;25116;28153;22551;20883;21579;597794"
"""354085 PRACINHA"";-;-;-;-;-;490;809;200;1106;240;792;891;210;961;1309;912;555;793;802;280;1286;1178;1033;2711;1383;1394;1391;1342;1181;1128;24377"
"""354090 PRADOPOLIS"";-;-;-;3420;-;21776;21136;23325;26260;23021;21864;1908;17750;21505;23276;20350;23591;22732;26131;30159;29877;29540;31017;20234;21219;18469;19430;16121;9186;5935;529232"
"""354100 PRAIA GRANDE"";-;-;114;13;9795;563867;547157;618903;617576;574902;545124;504734;564043;551702;563920;508946;460488;599164;554209;580364;630022;648546;616852;579923;543473;561528;623474;540462;518102;531007;14158410"
"""354105 PRATANIA"";-;-;-;-;-;2508;2316;3616;3260;3169;2449;2713;2917;3047;3281;2566;2597;2791;3086;2270;2796;3866;3872;3442;3634;4089;3996;3696;2806;2378;77161"
"""354110 PRESIDENTE ALVES"";-;-;-;-;-;3246;4036;5444;5164;4933;3899;3658;4742;5584;4573;3419;3328;4529;4062;3282;4596;4049;3199;3672;-;3366;-;2447;2056;2938;90222"
"""354120 PRESIDENTE BERNARDES"";-;-;-;-;-;14055;11107;14171;16427;10495;10292;10876;10563;13895;11425;12914;9135;11966;8330;14033;21104;14887;18434;18457;18676;20579;25397;21168;20200;21149;379735"
"""354130 PRESIDENTE EPITACIO"";-;-;-;-;-;54614;52900;58803;62215;60551;51807;56863;65619;59226;61014;54007;39093;68419;53928;58491;65991;32924;59671;60724;60287;65527;67560;58511;48042;48446;1425233"
"""354140 PRESIDENTE PRUDENTE"";-;-;-;53;786;1427794;1437701;1459727;1570810;1485221;1554008;1621274;1620297;1724930;1700028;1730656;1611443;1733342;1817858;1854457;1803795;1825190;1813232;1803846;1858423;1930197;1943909;1682711;1779533;1779415;42570636"
"""354150 PRESIDENTE VENCESLAU"";-;-;-;-;-;63710;64923;70812;73642;66081;71670;58144;69523;76630;85794;65851;54955;63224;70731;77106;75372;72184;73094;65646;81159;87056;86275;78123;67495;65180;1784380"
"""354160 PROMISSAO"";-;-;-;-;-;50364;48495;51618;57542;69264;62400;58690;59052;61649;63907;59756;64515;67388;76831;73383;69406;72748;70409;71359;59684;68807;68971;65896;67649;69424;1609207"
"""354165 QUADRA"";-;-;-;-;-;200836;3833;3637;4274;3440;3952;3478;3014;3538;4606;3339;1568;4267;3930;3533;4455;4257;3422;4465;3761;4422;3946;3139;2505;4024;289641"
"""354170 QUATA"";-;-;-;-;-;13301;23366;21370;24643;25013;22966;20202;23662;24081;21429;24219;20009;22567;26324;24245;26868;26515;23210;22478;25206;25847;26718;19200;18402;14859;566700"
"""354180 QUEIROZ"";-;-;-;-;-;9268;7382;7092;8739;7495;8378;7405;9076;9077;9058;7301;6025;6284;6451;6106;8512;8174;8473;7235;9410;8602;8108;7408;6516;6787;194362"
"""354190 QUELUZ"";-;-;-;-;-;35063;14607;17677;16772;18354;16005;15281;16901;14991;14187;24297;11602;14663;16606;16292;18432;20992;21691;18659;23393;22714;25328;23048;19190;-;456745"
"""354200 QUINTANA"";-;-;-;-;-;27145;28803;26785;31728;31963;32435;24853;32893;32989;33836;28050;23343;29644;14349;21514;34789;33107;30631;30503;32854;35844;33374;29963;27987;29487;738869"
"""354210 RAFARD"";-;-;-;-;-;15373;14406;20274;21154;18950;6996;13202;16393;5335;5943;12573;9711;5012;12077;12529;12247;14755;11989;6990;7760;13676;6520;7482;7115;13374;291836"
"""354220 RANCHARIA"";-;-;-;-;12;46668;47404;50440;51538;57749;39924;45563;44637;53113;46785;41196;47428;58539;57769;60827;54793;50924;55883;54393;46452;55489;51282;328433;43832;46189;1537262"
"""354230 REDENCAO DA SERRA"";-;-;-;-;-;3648;2992;4006;1980;370;373;391;483;464;362;359;3156;4896;4734;4581;4487;4821;5315;5111;434;532;6643;3016;1060;366;64580"
"""354240 REGENTE FEIJO"";-;-;-;-;-;15345;15894;15432;16305;16776;17101;18194;19439;18849;19568;18692;17146;17021;18098;24005;18487;18848;17169;16453;17656;10740;13849;16350;16162;8807;422386"
"""354250 REGINOPOLIS"";-;-;-;-;-;8526;10278;13094;12348;11364;10276;8902;9579;10664;10073;8698;8191;9016;8903;153872;10949;11109;9448;8579;9518;9848;8475;8125;7879;8083;385797"
"""354260 REGISTRO"";-;-;-;9070;10114;300234;358661;447764;363692;311791;340468;363480;354525;447933;415510;399650;332124;385799;378404;386236;367086;393858;410987;448244;445223;483530;493365;381375;399169;475383;9903675"
"""354270 RESTINGA"";-;-;-;-;-;467;4672;5627;4765;5822;4739;4327;6857;4875;4832;4470;5;2088;3067;4687;4016;308;412;244;270;543;441;729;598;287;69148"
"""354280 RIBEIRA"";-;-;-;-;-;6055;5949;6332;6499;4684;4712;6763;5792;5798;6312;6089;4586;746;3324;-;4054;372;2682;5301;37;3609;2320;3585;2785;3805;102191"
"""354290 RIBEIRAO BONITO"";-;-;-;-;-;12216;11897;11626;14811;11057;10430;10206;10288;11232;12245;10332;10229;13637;14012;15045;17851;18532;20882;21947;22933;27884;28425;26203;23590;24829;412339"
"""354300 RIBEIRAO BRANCO"";-;-;-;-;-;6820;6764;7891;28205;27088;27306;26898;25337;18153;17972;15134;13033;16821;23251;25613;23977;27570;21889;22038;26946;24569;24695;18545;11707;-;488222"
"""354310 RIBEIRAO CORRENTE"";-;-;-;-;-;7699;10050;10651;9537;7789;7907;6909;7995;7947;7736;7604;6020;6975;7251;6843;8353;9014;7936;11044;8539;8596;9569;8287;7751;7830;205832"
"""354320 RIBEIRAO DO SUL"";-;-;-;-;-;10094;8740;12059;8564;12027;12807;10402;10589;9346;8193;6347;4958;6352;7493;10209;11980;12391;11536;12634;10999;13621;14836;13969;13451;13605;267202"
"""354323 RIBEIRAO DOS INDIOS"";-;-;-;-;-;529;2366;2244;2183;2015;1357;1476;480;1586;1686;1413;1002;1539;2265;2173;2011;1868;1812;1849;218;1401;709;1497;848;-;36527"
"""354325 RIBEIRAO GRANDE"";-;-;-;-;-;2141;2001;2291;2499;2361;2415;-;-;3344;824;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17876"
"""354330 RIBEIRAO PIRES"";-;-;-;-;-;159212;163109;181631;205804;145739;216143;123985;157825;167775;161179;143682;134874;135674;143268;146114;131211;131794;131224;127300;132236;156674;262960;140059;122759;122868;3845099"
"""354340 RIBEIRAO PRETO"";-;-;2444;6322;12653;3154105;3074678;3267353;3316995;3103787;2967340;3202072;3174492;3464889;3597895;3347075;3051688;3545111;3635139;3579989;3576750;3648783;3590185;3739283;3804041;3866414;3876689;3172968;3214901;3343427;85337468"
"""354350 RIVERSUL"";-;-;-;-;-;37;9;17;17;17;9;39;228;391;227;14;98;901;1199;733;847;450;336;342;612;698;380;274;381;955;9211"
"""354360 RIFAINA"";-;-;-;-;-;4659;4992;5633;6761;6128;6025;5858;5632;5903;4441;4985;5206;6147;6375;6301;5805;6590;5630;5899;6270;6738;6331;5347;5890;6220;145766"
"""354370 RINCAO"";-;-;-;-;-;13624;10953;12384;8806;9241;10055;8321;12625;15051;13529;12043;11059;11590;15154;16484;14286;14664;12477;5231;7384;14868;9153;7623;5936;2516;275057"
"""354380 RINOPOLIS"";-;-;-;-;-;19490;18531;19297;22241;19703;18106;19595;21818;21592;21750;18395;14651;19935;18543;17672;18976;20648;19299;21052;17671;25195;24811;21731;19186;-;479888"
"""354390 RIO CLARO"";-;-;20577;28497;6927;275554;279932;321685;362458;399357;345015;304084;317582;298997;288489;274392;255155;284170;284710;313938;303816;314637;268739;286941;304028;294484;289784;263504;265900;251388;7504740"
"""354400 RIO DAS PEDRAS"";-;-;-;-;-;32862;33093;38300;39450;42214;45295;31134;27110;41475;34477;35583;32447;33345;21940;22437;27630;27504;25435;23675;28725;24882;26251;37427;36871;36021;805583"
"""354410 RIO GRANDE DA SERRA"";-;-;-;-;-;11187;26512;17217;22453;15656;27773;23003;20892;26789;25538;271736;31226;18918;50353;56906;39584;54572;49877;47515;38509;42469;63881;57379;52005;47565;1139515"
"""354420 RIOLANDIA"";-;-;-;-;-;13446;8815;8324;12801;22430;15259;18987;21243;20577;21841;18737;13876;13529;21274;19142;17692;20972;18072;20548;20637;20481;15687;19478;17014;19245;440107"
"""354425 ROSANA"";-;-;-;-;-;12106;12576;13332;33949;21225;22809;20101;24562;24949;34284;22010;27488;27437;35696;32604;34468;25588;24180;36785;34489;38246;32618;31838;15775;15981;655096"
"""354430 ROSEIRA"";-;-;-;-;197;16564;15956;19534;20361;18301;17576;17195;19499;19675;17492;15974;14820;15258;14810;15796;14713;19083;17862;17923;19353;19542;23015;18496;2354;18534;429883"
"""354440 RUBIACEA"";-;-;-;-;-;4549;5642;5659;6705;6619;6692;5653;7271;6054;6331;5523;4681;6427;7017;6209;6325;6367;5237;5393;6202;6385;6377;5590;4149;3803;146860"
"""354450 RUBINEIA"";-;-;-;-;-;16038;16790;13717;20036;15006;2855;2439;12053;16402;14792;13427;7099;9176;6547;7838;10481;11216;9593;12123;13021;12334;12406;7716;9751;9760;282616"
"""354460 SABINO"";-;-;-;-;-;7687;10570;14645;12935;14132;13509;11542;13174;12379;11165;11365;10473;12628;15388;14004;12647;13648;11972;13022;11363;13893;13520;12397;10559;-;298617"
"""354470 SAGRES"";-;-;-;-;-;1614;1430;1613;1542;1489;1573;1683;1622;1910;1622;1474;1297;1720;1600;1596;1804;1277;1478;1822;1262;1643;1669;1499;1498;1472;39209"
"""354480 SALES"";-;-;-;-;-;18402;18978;18935;16287;16904;14284;13128;13693;16997;18055;16910;16617;18313;18196;18403;20926;23442;20717;22020;23539;22905;22645;20878;21215;21338;473727"
"""354490 SALES OLIVEIRA"";-;-;-;-;-;10460;9882;10906;12288;7887;3019;4563;12898;13724;14251;7346;14605;14279;13056;7528;13843;14429;15121;14913;14727;15927;15119;14001;12029;10633;297434"
"""354500 SALESOPOLIS"";-;-;-;-;-;13708;14001;15410;17823;15965;16136;13161;15810;17885;16773;16257;11109;14747;14010;15060;14688;16804;14287;11291;20062;19547;20950;17492;21995;19848;404819"
"""354515 SALTINHO"";-;-;-;-;-;30162;32134;34297;45259;42958;39659;36908;38264;39394;38179;35711;33691;37656;35700;41808;42409;47363;38964;39272;47140;41358;40926;36130;35493;37845;968680"
"""354520 SALTO"";-;-;-;-;29;132667;122666;171567;168971;164692;161404;141411;138707;128991;140687;108117;99352;111374;127269;112092;126557;230983;138167;138132;143065;163790;144132;128813;149743;142859;3536237"
"""354530 SALTO DE PIRAPORA"";-;-;-;-;-;52396;43735;197250;240850;74121;69660;52901;190926;189872;194463;45228;44099;46160;55718;69145;59562;39268;54864;51249;55570;52843;54734;47519;153687;48316;2184136"
"""354540 SALTO GRANDE"";-;-;-;-;-;4856;11761;11819;15320;10944;11528;11311;11796;12352;12780;10645;9835;12211;11177;13471;14549;13014;11592;12433;12655;12960;13021;12105;10565;11452;296152"
"""354550 SANDOVALINA"";-;-;-;-;-;3505;2251;851;595;805;404;516;123;651;896;137;657;454;158;553;728;943;890;443;145;152;177;145;688;172;17039"
"""354560 SANTA ADELIA"";-;-;-;-;-;29753;28506;30409;37035;35298;31546;32120;34586;31819;33203;28576;24129;30399;32622;35825;38390;36980;34092;40425;41778;43982;47489;40252;35445;42660;877319"
"""354570 SANTA ALBERTINA"";-;-;-;-;-;11659;11646;12858;15372;10729;15673;17946;13521;13272;10164;9997;10491;13406;9180;16304;12484;14906;16313;16777;15783;16766;18848;15755;13210;15096;348156"
"""354580 SANTA BARBARA D'OESTE"";-;-;-;-;-;214636;236164;294804;310676;300692;297753;285093;297064;297138;267778;223132;160866;207717;211225;233276;235505;208291;231917;236290;290027;285065;291528;267823;207032;231086;6322578"
"""354600 SANTA BRANCA"";-;-;-;-;-;6786;10651;14285;15255;8476;8402;7021;8433;8539;8775;8163;7613;7562;7341;8514;8004;10592;8935;7698;8494;8348;9285;8133;7803;6745;219853"
"""354610 SANTA CLARA D'OESTE"";-;-;-;-;-;1957;1686;1979;1855;2244;2186;2046;2357;2444;2449;2108;1660;1750;2255;1665;2009;1999;1986;2334;2501;3472;3908;3526;3308;3353;59037"
"""354620 SANTA CRUZ DA CONCEICAO"";-;-;-;-;-;6574;5679;4469;4976;4231;4345;4773;5210;4981;8175;7556;6053;9562;8191;9001;6628;8787;7774;10188;11624;8736;9164;9036;7190;10823;183726"
"""354625 SANTA CRUZ DA ESPERANCA"";-;-;-;-;-;1834;4003;4487;5282;2379;6293;13677;4823;4700;4244;3771;3180;4214;3931;4848;-;-;-;-;-;-;-;-;-;-;71666"
"""354630 SANTA CRUZ DAS PALMEIRAS"";-;-;-;-;-;41195;50308;49907;50124;42724;40240;33502;54104;46414;46332;40371;34603;40117;42107;44229;48881;47691;45246;42791;57738;55030;55213;48635;49914;44945;1152361"
"""354640 SANTA CRUZ DO RIO PARDO"";-;-;-;-;-;74974;76200;82842;93232;100621;95618;85472;85690;81230;88344;80892;65767;84471;73738;78792;84266;70635;78650;79172;79462;81539;74856;64189;70059;61185;1991896"
"""354650 SANTA ERNESTINA"";-;-;-;-;-;11;216;300;284;239;11;8;20;9554;7598;8203;5713;3137;1821;1066;940;980;587;636;489;586;606;476;397;364;44242"
