"""Munic¡pio"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""353650 PAULINIA"";-;-;-;-;2557;179599;121597;178381;170686;205637;163256;179102;190181;232348;134623;141218;165605;55061;194417;196436;202701;245174;193765;184250;47153;843;-;-;-;-;3384590"
"""353657 PAULISTANIA"";-;-;-;-;-;192;291;299;332;272;306;276;316;322;367;292;304;274;392;422;354;349;304;204;221;186;296;250;271;-;7092"
"""353660 PAULO DE FARIA"";-;-;-;-;-;5948;4078;6773;7855;7810;7514;5761;6568;8542;9433;7573;6867;10097;11418;11050;10926;10933;8468;8817;10060;9749;9031;8883;9064;5546;208764"
"""353670 PEDERNEIRAS"";-;-;-;-;1;23940;26582;28358;26090;25936;24322;24932;25858;26974;27734;25704;25656;22553;25365;25847;25767;25973;24175;25742;26183;27553;19735;22769;26903;22214;632866"
"""353680 PEDRA BELA"";-;-;-;-;-;915;971;331;793;1260;390;471;656;786;969;422;268;307;309;313;82;-;-;-;-;-;-;-;-;-;9243"
"""353690 PEDRANOPOLIS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;585;-;-;-;-;-;-;346;600;343;152;2026"
"""353700 PEDREGULHO"";-;-;-;-;-;8320;9008;9080;8005;9077;9285;8808;9406;8608;8570;8743;7668;9988;8944;7653;10027;14787;16842;16021;17023;10215;19360;19569;17582;9502;282091"
"""353710 PEDREIRA"";-;-;-;-;6942;44083;49410;53652;57186;55732;49697;53143;53716;54873;55333;47386;39769;55873;58185;57716;59440;59422;52489;57609;57267;64439;60506;47768;44248;52936;1348820"
"""353715 PEDRINHAS PAULISTA"";-;-;-;-;-;4437;1128;1322;5037;3682;3472;3394;3890;3802;3793;4187;1280;4995;3809;3787;3765;6297;3140;3517;4205;4362;5464;5152;4697;6424;99038"
"""353720 PEDRO DE TOLEDO"";-;-;-;-;-;4675;4912;5206;5353;4941;4747;4279;5744;4073;5253;5143;2878;3176;5424;8111;8791;10161;6009;4909;5843;6982;7709;6716;6196;-;137231"
"""353730 PENAPOLIS"";-;-;-;-;-;76821;91205;94217;102981;105907;93115;91871;103242;102877;104388;95050;94051;104504;99325;101635;106129;103269;98960;90597;93667;98906;36349;89322;85543;61321;2325252"
"""353740 PEREIRA BARRETO"";-;-;-;-;-;12753;12526;13341;14534;15443;13194;13990;14904;15118;13636;13154;12185;14302;15798;13996;12923;14169;11971;16224;17630;16890;15180;16210;16601;15939;362611"
"""353750 PEREIRAS"";-;-;-;-;-;1548;1542;1922;1668;1596;1591;1395;1613;1453;534;1701;539;1701;577;340;1686;1613;1050;1421;1457;1590;1492;1000;1337;1129;33495"
"""353760 PERUIBE"";-;-;-;-;3;107110;101664;117275;134623;121945;105948;98804;106869;106024;105234;98182;95758;106591;109874;102441;125065;126984;108268;114160;118976;127332;116106;110563;108044;127052;2800895"
"""353770 PIACATU"";-;-;-;-;-;684;2239;800;8289;7917;7410;9764;10361;8665;3425;10820;5530;10231;10998;7745;7260;9291;4253;12045;6720;10595;10051;7611;7278;8563;188545"
"""353780 PIEDADE"";-;-;-;-;-;13970;15057;17064;18895;18734;17400;16249;15932;15721;16674;15266;14341;16605;16425;49801;43629;52565;38770;45466;41176;51983;55833;52648;43724;45981;749909"
"""353790 PILAR DO SUL"";-;-;637;793;-;24522;26244;32358;37058;38667;36426;36565;29878;31645;30385;29122;25916;27785;28642;36133;28700;32039;27191;34070;34904;35301;37766;36377;27222;33785;800131"
"""353800 PINDAMONHANGABA"";-;-;-;-;17700;246771;281846;327597;329798;319545;224554;228300;271798;283691;287380;254995;232223;265251;264489;292096;297447;314635;290829;263464;306518;293048;305435;277842;263848;269756;7010856"
"""353810 PINDORAMA"";-;-;-;-;-;3192;4477;4530;5169;5304;4132;3666;3905;4396;3897;3323;2814;3741;3890;3944;4193;4414;3980;4105;5322;4814;5230;4891;4525;4736;106590"
"""353820 PINHALZINHO"";-;-;-;-;-;26557;30181;32875;35888;35946;37478;29488;31424;30933;28114;23077;19864;23971;27012;25493;27416;29799;27241;29996;31711;31493;31133;25935;21412;29031;723468"
"""353830 PIQUEROBI"";-;-;-;-;-;60;15;16;67;109;59;64;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;480"
"""353850 PIQUETE"";-;-;-;-;-;4214;3473;2687;7284;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17658"
"""353860 PIRACAIA"";-;-;-;-;-;15556;16315;19686;28772;33627;25947;27326;27010;28355;30647;27278;25060;27395;27776;29787;31963;36835;32585;29716;29881;33753;31519;30964;27377;30614;705744"
"""353870 PIRACICABA"";-;-;12;267;7049;369100;487087;449016;584853;548575;507940;478677;522859;503280;550492;460174;420040;501239;467593;510342;538670;609498;521240;537678;567836;594337;630590;543971;491995;542581;12946991"
"""353880 PIRAJU"";-;-;-;-;-;24039;24847;26809;27655;17242;26167;27197;27584;26218;28467;25264;23941;26453;27291;14224;23111;25513;25612;24874;23749;19089;18076;30658;25426;26155;615661"
"""353890 PIRAJUI"";-;-;-;-;-;9024;8814;9277;9257;8880;8846;8683;2782;8591;8577;8576;8651;8626;8614;8792;17072;16036;15171;14284;16772;14934;15360;15591;15552;15333;282095"
"""353900 PIRANGI"";-;-;-;-;-;8768;9411;10834;11933;16854;12314;11129;12703;14079;11351;11500;12704;13093;12143;14120;12293;14022;15290;11786;12396;16138;15203;21450;24067;27679;353260"
"""353910 PIRAPORA DO BOM JESUS"";-;-;-;-;-;5389;6248;5983;11655;13597;11647;11095;11832;8947;8825;9219;9208;10787;9404;8445;8916;20454;19558;16195;13781;6191;14745;14829;11847;-;268797"
"""353920 PIRAPOZINHO"";-;-;-;-;-;12630;15004;17118;21293;22846;15651;14368;21929;23700;24341;17098;19442;18425;20577;23160;21606;23922;19826;20440;22854;25798;23899;21125;21199;18598;506849"
"""353930 PIRASSUNUNGA"";-;-;-;1;4;66525;44747;52074;60333;63177;64879;62240;63733;59470;63882;58834;44284;59388;64288;75080;72791;79044;71938;72025;74510;81264;80985;80033;53900;61923;1631352"
"""353940 PIRATININGA"";-;-;-;-;1;11825;12496;14323;15671;8458;8484;8172;9426;9828;7407;7999;7452;9110;8556;9097;8804;9064;7118;2049;4565;4644;2413;7323;7011;8462;209758"
"""353950 PITANGUEIRAS"";-;-;-;-;260;34309;37918;40886;43507;46716;45710;41047;50684;50157;35455;34705;31649;35664;37889;49304;43634;46397;40818;52925;47019;40823;28375;24504;24603;22486;987444"
"""353960 PLANALTO"";-;-;-;-;-;294;230;146;476;268;342;3635;3175;484;659;768;313;230;320;442;341;326;390;288;477;519;276;255;182;-;14836"
"""353970 PLATINA"";-;-;-;-;-;1459;1330;1364;1812;1705;1807;1830;1912;1393;1894;1589;1031;1371;1813;2043;2337;2711;2432;1831;2774;3514;3071;2010;1499;2605;49137"
"""353980 POA"";-;-;-;255;-;87045;92294;107220;120258;116657;99890;88704;98919;96565;98043;93912;80879;88832;94227;102758;102768;117673;100941;100226;107017;101972;115488;104874;99001;101297;2517715"
"""353990 POLONI"";-;-;-;-;-;3318;2718;2643;196;3654;3367;2854;3542;2823;3282;2748;2449;3911;3811;3390;4286;3814;3449;4427;4626;3924;3878;3646;3437;3877;84070"
"""354000 POMPEIA"";-;-;-;-;-;16270;15996;12692;22955;19964;21352;20209;22341;21154;22760;21093;17185;18424;12013;15729;27326;26106;24912;27487;27273;26857;27554;25252;23368;25641;541913"
"""354010 PONGAI"";-;-;-;-;-;252;193;-;-;293;355;363;362;414;234;268;272;260;431;390;269;482;326;259;453;381;594;530;424;444;8249"
"""354020 PONTAL"";-;-;-;-;57;30618;32892;36718;38996;33907;29312;35532;32194;32178;30435;27238;23753;32305;34467;27883;27985;31836;31373;41017;44680;43405;43031;38291;25944;30434;836481"
"""354025 PONTALINDA"";-;-;-;-;-;96;65;50;91;68;78;74;79;84;77;74;73;118;88;77;58;73;28;79;73;80;92;64;55;92;1886"
"""354030 PONTES GESTAL"";-;-;-;-;-;1784;279;3316;3104;1730;1651;2298;2130;1972;2221;287;1660;2037;2013;1963;2353;2212;2063;2107;2499;2408;2592;2733;2293;2751;52456"
"""354040 POPULINA"";-;-;-;-;-;1918;2169;2399;2883;2610;2651;2672;3030;2775;3009;2711;2735;3911;3208;3093;3118;2962;3166;2801;3478;3646;3639;3276;2827;2719;73406"
"""354050 PORANGABA"";-;-;-;-;-;366;323;386;369;392;282;381;376;365;461;314;209;360;327;373;297;377;282;345;343;325;417;304;307;341;8622"
"""354060 PORTO FELIZ"";-;-;-;-;-;80844;68198;95580;78389;103491;100673;94179;86487;82243;104306;95643;108449;78575;81632;29452;77007;46608;63237;64918;65384;40730;70640;67172;57764;63156;1904757"
"""354070 PORTO FERREIRA"";-;-;-;-;42;41916;44474;46712;53765;56400;48936;47164;47098;47426;45377;44913;35201;47812;50774;50148;46514;32194;49988;29227;34337;39462;40372;39589;51730;31656;1103227"
"""354075 POTIM"";-;-;-;-;-;6235;6568;6998;3161;7165;6759;7501;3199;3158;8311;7392;5904;6257;6644;6796;7162;7175;6849;6866;7109;7631;8805;8087;7926;6635;166293"
"""354080 POTIRENDABA"";-;-;-;-;-;18794;18166;19797;21992;24251;23766;22543;22635;26567;25019;23912;26167;23754;19001;18093;21595;22667;22160;23416;25400;24426;27446;21884;20341;20995;564787"
"""354090 PRADOPOLIS"";-;-;-;2797;-;15892;13970;15909;18273;16324;15101;490;12538;14693;16036;14383;16022;15549;15792;18358;18236;19959;21428;13269;14470;11461;10594;11292;7236;4809;354881"
"""354100 PRAIA GRANDE"";-;-;114;13;2050;464478;456416;513127;522706;475508;449520;423849;462791;455487;475692;412388;374494;493353;466694;472532;520619;535457;510402;472917;445109;481536;504412;448341;417494;433470;11690969"
"""354105 PRATANIA"";-;-;-;-;-;1438;1382;1788;2317;2206;2311;2013;2287;2469;2474;2043;2045;2152;2375;2263;2397;2995;3179;2796;2877;3355;3103;3070;2375;1730;59440"
"""354120 PRESIDENTE BERNARDES"";-;-;-;-;-;8093;5289;6956;6190;3764;5975;6188;6220;8443;8777;9707;6719;8632;6632;11628;16524;14423;17187;16550;16588;19777;22293;19362;18131;17939;287987"
"""354130 PRESIDENTE EPITACIO"";-;-;-;-;-;17327;14847;15682;16549;16204;15759;17409;16577;16976;19472;15618;15220;17937;14324;14575;21078;13382;17934;17687;14672;16781;16061;16006;17375;16997;412449"
"""354140 PRESIDENTE PRUDENTE"";-;-;-;53;694;262971;260269;279729;307720;291571;291141;280049;290361;299153;296188;275296;267248;299171;331213;358351;332351;333676;298712;290208;304813;332293;331923;297195;281778;286461;7480588"
"""354150 PRESIDENTE VENCESLAU"";-;-;-;-;-;26977;25738;28721;28838;27034;28636;25795;28875;35772;44926;30818;30007;26905;29255;33508;32554;33259;34264;27134;39985;42873;39214;36585;31477;31946;801096"
"""354160 PROMISSAO"";-;-;-;-;-;47775;46089;48845;54722;63468;59705;56253;55447;58761;61067;57206;60873;63051;73344;70155;67033;70100;67907;68721;56423;66363;66394;63345;65093;66624;1534764"
"""354165 QUADRA"";-;-;-;-;-;2987;2887;2744;2988;2766;3199;2769;2632;2829;3374;2944;1426;3147;3113;3088;3183;3247;2895;3141;2819;3090;2983;2693;2274;3060;72278"
"""354170 QUATA"";-;-;-;-;-;7771;10414;13617;14876;15080;13972;12484;14583;15867;14052;14917;12998;14586;15554;15096;13512;16695;14179;15575;16960;17458;17932;10241;11187;9515;349121"
"""354180 QUEIROZ"";-;-;-;-;-;718;500;621;782;593;747;662;755;587;708;510;423;494;620;385;506;438;371;491;517;571;546;605;554;392;14096"
"""354190 QUELUZ"";-;-;-;-;-;10991;10576;12602;11668;13104;11465;11692;12952;10974;9881;10377;8363;11274;12280;10692;13979;16213;16557;15479;17042;18211;19845;17405;15492;-;319114"
"""354200 QUINTANA"";-;-;-;-;-;4507;4649;4102;5250;5565;5555;4371;5241;5473;5826;5476;4790;9461;8242;7751;12223;10775;7835;8334;8077;8457;9165;8547;6610;7570;173852"
"""354210 RAFARD"";-;-;-;-;-;5765;3990;6238;6080;5967;4965;6109;7116;5315;5912;5654;3827;4504;5205;5217;5305;5429;4877;6660;7731;6847;6470;1513;1834;7734;136264"
"""354220 RANCHARIA"";-;-;-;-;-;38931;39107;38121;42722;49713;33113;39416;36184;46095;38982;34978;45788;51676;49979;51756;46687;43910;48761;46408;39544;47010;43289;59836;39335;39143;1090484"
"""354230 REDENCAO DA SERRA"";-;-;-;-;-;3640;2960;4001;1940;367;372;391;479;420;360;358;3153;4892;4717;4518;4475;4709;5315;5109;426;404;6643;3015;1060;365;64089"
"""354240 REGENTE FEIJO"";-;-;-;-;-;12634;13186;11927;12800;13669;14011;14972;15639;14551;14663;14609;14011;13888;14871;18976;15348;14698;13598;13625;14066;10078;13286;12970;12318;8364;342758"
"""354250 REGINOPOLIS"";-;-;-;-;-;3203;4183;4699;5538;5124;4658;4171;4823;4973;4808;4548;4252;4460;4130;5832;4990;5602;4667;4103;4724;4631;4061;4188;4304;3482;114154"
"""354260 REGISTRO"";-;-;-;-;553;85684;92367;116251;109711;95768;96047;82048;89179;114510;91822;76905;68414;77429;91255;94467;82306;90473;104643;94133;105464;127141;128140;101595;131728;115492;2463525"
"""354270 RESTINGA"";-;-;-;-;-;372;570;1150;830;3446;1036;494;842;606;566;463;-;650;282;4674;4011;298;404;213;248;433;344;672;442;198;23244"
"""354280 RIBEIRA"";-;-;-;-;-;4071;5820;5558;6324;4596;4659;6524;5762;4545;5934;5753;4557;626;2434;-;2356;372;1625;2243;37;1931;2271;2172;1944;2090;84204"
"""354290 RIBEIRAO BONITO"";-;-;-;-;-;924;825;1087;1035;940;980;961;868;889;1268;1224;1157;1038;1018;3937;4019;4788;4294;6424;7297;12225;12642;11353;10596;10976;102765"
"""354300 RIBEIRAO BRANCO"";-;-;-;-;-;6217;6273;6654;12644;11923;11747;12098;14358;9964;5882;6044;5555;5723;11030;15224;10449;10948;14748;12604;17767;15286;14840;11360;11547;-;260885"
"""354310 RIBEIRAO CORRENTE"";-;-;-;-;-;183;117;198;226;166;178;112;184;219;158;143;132;184;181;131;139;106;69;101;131;135;433;380;377;366;4749"
"""354320 RIBEIRAO DO SUL"";-;-;-;-;-;535;222;1066;587;450;1485;371;182;375;364;117;153;49;15;272;375;371;437;545;441;452;544;471;587;1020;11486"
"""354323 RIBEIRAO DOS INDIOS"";-;-;-;-;-;220;650;656;684;660;-;513;480;523;609;374;302;607;672;510;688;548;671;691;218;27;30;27;34;-;10394"
"""354325 RIBEIRAO GRANDE"";-;-;-;-;-;1494;1409;1419;1414;1411;2243;-;-;2616;382;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12388"
"""354330 RIBEIRAO PIRES"";-;-;-;-;-;117908;117360;130636;148092;95486;170896;83771;115863;124247;116468;105789;97553;97095;108889;110413;109550;107754;108126;103513;106675;127965;130341;110954;100073;99457;2844874"
"""354340 RIBEIRAO PRETO"";-;-;1581;3232;7314;824329;762542;857466;941942;863838;815713;839296;857310;867296;902547;836534;722751;867942;878547;933302;930921;949610;898570;942813;956729;986223;972420;871134;829448;870065;21991415"
"""354350 RIVERSUL"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67;67"
"""354360 RIFAINA"";-;-;-;-;-;976;815;686;754;768;485;617;685;666;456;447;421;582;468;378;472;512;399;607;588;481;391;306;206;428;13594"
"""354370 RINCAO"";-;-;-;-;-;1419;1201;1261;825;610;614;487;690;779;886;537;198;483;461;415;537;492;401;2399;5097;5096;5272;5071;4487;719;40437"
"""354380 RINOPOLIS"";-;-;-;-;-;3671;3748;4264;4456;4252;4477;4597;4639;5311;4842;4546;3901;4070;4127;4153;4379;4871;5214;4587;4769;5257;5274;4793;4725;-;108923"
"""354390 RIO CLARO"";-;-;20577;28494;3976;221316;223986;255799;284310;305747;267623;242464;259198;243953;235693;224485;206982;229282;230874;247111;241635;250291;213710;232828;246011;231471;226225;208171;209133;198635;5989980"
"""354400 RIO DAS PEDRAS"";-;-;-;-;-;20510;19858;16157;17384;18096;15739;17944;16128;13138;11182;12449;16676;16675;13248;13707;11634;11514;11531;13241;15458;13934;13442;12129;11551;12084;365409"
"""354410 RIO GRANDE DA SERRA"";-;-;-;-;-;7839;17641;10407;11018;5032;12228;10047;5015;11662;9231;13915;24848;18220;41597;41390;32115;45551;43435;39345;31616;34361;53258;50030;43124;39848;652773"
"""354420 RIOLANDIA"";-;-;-;-;-;8073;8815;646;12689;11845;5545;8819;10557;9856;11383;8785;7859;9373;10599;10765;11867;11663;8424;10636;11221;10533;10721;9830;9618;9851;239973"
"""354425 ROSANA"";-;-;-;-;-;12074;12499;13312;30902;18056;20039;18021;20848;21219;31291;18880;24814;24519;32729;30105;31676;22028;20981;34248;31548;34853;30277;29258;15775;15981;595933"
"""354430 ROSEIRA"";-;-;-;-;160;11174;11810;13733;13864;13473;12550;11793;13036;13799;11310;10452;9789;10297;10514;11453;10976;13969;12161;12341;13451;14064;14510;13300;2308;12570;298857"
"""354440 RUBIACEA"";-;-;-;-;-;222;388;214;235;321;-;-;-;-;340;167;105;119;267;516;375;371;414;224;215;238;336;271;292;179;5809"
"""354450 RUBINEIA"";-;-;-;-;-;5320;6339;4664;7409;5459;50;124;4207;4818;4951;3804;397;327;1025;667;889;1031;612;651;1161;841;948;1550;855;1249;59348"
"""354460 SABINO"";-;-;-;-;-;392;265;168;176;267;154;190;184;173;164;165;254;349;189;153;188;120;167;158;166;145;133;162;90;-;4572"
"""354470 SAGRES"";-;-;-;-;-;1199;1043;1267;1195;1082;1155;1220;1096;1339;1127;1070;899;1287;1216;1256;1256;887;1081;1235;981;1258;1193;1125;1211;1091;28769"
"""354480 SALES"";-;-;-;-;-;6520;6386;5028;4180;4717;3313;2947;3011;3951;4086;3900;3771;4547;4959;7054;9545;10466;8775;7218;7351;7376;7734;6552;6014;6044;145445"
"""354490 SALES OLIVEIRA"";-;-;-;-;-;8892;8456;9118;10736;7760;920;2786;9138;10199;11011;6848;9698;9742;9352;5918;10218;9487;10166;10482;10646;11194;10417;10288;9121;8308;220901"
"""354500 SALESOPOLIS"";-;-;-;-;-;11995;12493;13260;15250;13853;14517;12554;13963;15415;14706;14097;9984;13088;12465;13116;13011;14307;12561;9659;15075;14527;15568;13394;15233;14360;338451"
"""354515 SALTINHO"";-;-;-;-;-;9789;10320;9568;11506;11543;10533;10755;11152;11716;11594;11154;10612;12733;11391;11799;11718;11738;10875;11402;11721;12125;11728;11005;10500;11292;280269"
"""354520 SALTO"";-;-;-;-;29;107563;104490;131472;136152;133679;127333;112786;102739;102493;106558;91492;82614;93351;110464;90332;102005;201105;113215;114038;124780;126044;115003;107424;127416;106996;2871573"
"""354530 SALTO DE PIRAPORA"";-;-;-;-;-;42735;37051;58431;62919;64092;59973;46002;58046;58842;57136;39172;38796;39174;44657;49676;49838;28317;46391;41971;44015;43261;43584;40756;50595;39355;1184785"
"""354540 SALTO GRANDE"";-;-;-;-;-;3141;9043;9072;12601;8675;8941;9320;9545;10694;10197;9324;8170;9791;8757;11202;11955;11709;10303;8630;10332;9051;10587;9603;8516;10697;239856"
"""354550 SANDOVALINA"";-;-;-;-;-;293;413;471;595;723;261;375;-;458;458;32;399;249;153;458;562;571;845;220;-;-;-;-;594;-;8130"
"""354560 SANTA ADELIA"";-;-;-;-;-;11634;12647;13028;13598;13661;12024;12445;14617;12803;12525;11016;9751;10752;12801;15326;15556;14431;13170;13542;15092;16510;18736;16181;13919;16746;342511"
"""354570 SANTA ALBERTINA"";-;-;-;-;-;3990;4183;4106;4548;2800;3112;4213;4321;4107;3595;3655;4078;4030;485;4479;3574;4308;4998;5738;5108;5078;6095;4995;3957;4980;104533"
"""354580 SANTA BARBARA D'OESTE"";-;-;-;-;-;129953;157271;200916;207304;201684;200965;191829;195822;206971;188558;159381;112441;145793;145526;160425;160102;139178;162873;156946;195175;187949;192759;182308;135951;145368;4263448"
"""354600 SANTA BRANCA"";-;-;-;-;-;6654;10209;7491;13940;8455;8388;6981;8370;8539;8712;8103;7571;7497;7265;8460;8004;10524;8935;7657;8429;8283;9285;8084;7742;6703;210281"
"""354610 SANTA CLARA D'OESTE"";-;-;-;-;-;184;288;345;360;313;321;188;323;330;311;278;238;241;489;311;350;350;417;158;792;1105;1121;1283;960;448;11504"
"""354620 SANTA CRUZ DA CONCEICAO"";-;-;-;-;-;4437;3723;4280;4780;4094;4147;4536;4922;4645;6176;4603;3506;5680;4564;5230;4283;4585;4529;6207;7658;5266;5315;5184;4155;6892;123397"
"""354625 SANTA CRUZ DA ESPERANCA"";-;-;-;-;-;363;1729;2029;2235;1263;2087;1182;809;617;699;606;494;748;632;666;-;-;-;-;-;-;-;-;-;-;16159"
"""354630 SANTA CRUZ DAS PALMEIRAS"";-;-;-;-;-;10777;14069;13059;12307;13849;12927;6842;32700;26383;26459;23593;22199;22791;20816;22958;23918;25216;23010;22448;32055;27575;30177;25437;26399;23998;541962"
"""354640 SANTA CRUZ DO RIO PARDO"";-;-;-;-;-;57267;56188;66395;72019;74358;68656;60907;64828;60242;60529;59816;49855;56736;57627;63481;63099;55126;61014;61165;63878;66388;58324;50941;55952;47380;1512171"
"""354650 SANTA ERNESTINA"";-;-;-;-;-;11;174;236;240;203;-;-;-;-;-;384;479;461;260;113;261;542;529;584;450;556;576;447;375;330;7211"
"""354660 SANTA FE DO SUL"";-;-;-;-;-;57840;59032;74834;79237;69416;70274;65229;77988;76678;85735;75431;70977;69582;64460;71082;79658;73189;67529;68059;75793;79465;78970;69710;60470;59805;1780443"
"""354670 SANTA GERTRUDES"";-;-;-;-;-;44037;37710;34468;50817;51225;32749;42516;48338;47592;33106;32586;33389;37040;37296;34940;41487;42770;39291;38819;37357;36404;35259;-;-;-;869196"
"""354680 SANTA ISABEL"";-;-;-;2518;2232;59806;63982;60810;62109;70118;87188;45916;50246;41657;62043;69866;73317;94945;86902;68455;73674;85105;69137;64823;75383;77761;79313;69811;65065;52082;1714264"
"""354690 SANTA LUCIA"";-;-;-;-;-;2013;2436;2533;2900;6149;2851;2690;2766;3195;3086;2624;2442;2662;3143;3228;3128;3153;2676;2591;2719;2379;2955;2462;2546;2237;71564"
"""354700 SANTA MARIA DA SERRA"";-;-;-;-;-;5538;8047;11153;-;11834;11214;6217;5734;6280;5553;3485;5297;8258;8411;10032;12803;10643;8136;10297;7762;12026;12470;3270;-;-;184460"
"""354710 SANTA MERCEDES"";-;-;-;-;-;627;659;963;1158;930;1124;908;1148;1209;1141;1375;1090;481;710;708;808;776;799;1002;1348;807;864;768;788;598;22789"
"""354720 SANTANA DA PONTE PENSA"";-;-;-;-;-;28;16;19;46;16;9;20;637;1251;784;1300;217;164;754;1375;1215;1383;1291;1465;1121;1887;1280;1192;1424;1278;20172"
"""354730 SANTANA DE PARNAIBA"";-;-;492;2940;4808;270686;284149;318030;342576;329972;295349;284266;313337;239735;211624;210212;206068;238570;252240;283823;287617;305517;254728;255303;279703;286751;297826;174035;201013;223689;6655059"
"""354740 SANTA RITA D'OESTE"";-;-;-;-;-;200;200;200;200;200;200;225;200;215;217;200;419;919;2262;1155;1590;1713;1357;1797;1885;1984;1619;1815;1645;1826;24243"
"""354750 SANTA RITA DO PASSA QUATRO"";-;-;-;-;-;18985;17859;19654;22784;20651;19805;18662;20164;21062;20577;16647;15485;17717;19639;20469;19668;19681;20564;18968;18731;20760;18745;15060;16361;19634;478332"
"""354760 SANTA ROSA DE VITERBO"";-;-;-;-;-;13470;14701;15020;16524;14400;18338;15093;13097;13885;14863;16344;19472;24888;17388;14446;18219;16528;21995;17728;15864;16181;16485;16445;16304;15159;412837"
"""354765 SANTA SALETE"";-;-;-;-;-;2132;2467;2101;3012;2401;1467;1476;2625;1893;1309;1853;2261;2866;3181;2943;2709;2505;2154;4302;2561;2342;2960;2781;2097;2510;60908"
"""354770 SANTO ANASTACIO"";-;-;-;-;-;13011;13839;14299;14891;14569;13516;13876;15339;18311;15717;14642;20207;15474;15297;15393;14931;15098;13575;17148;15885;17478;16764;15529;14889;17052;386730"
"""354780 SANTO ANDRE"";-;-;3114;1975;17358;731200;743000;787402;903353;909873;800727;685873;797454;835432;853594;814803;651772;832297;816425;827120;790560;699204;790523;933178;809783;891581;911853;819200;715196;757488;20131338"
"""354790 SANTO ANTONIO DA ALEGRIA"";-;-;-;-;3;5920;6151;7423;7514;7593;6220;8805;8335;8067;7570;7512;7232;8265;7387;8296;9164;9127;6993;6086;8831;9877;7378;6891;6859;6566;190065"
"""354800 SANTO ANTONIO DE POSSE"";-;-;-;-;-;45774;32027;32854;42650;35272;33117;38062;37017;27733;18114;18047;18101;8907;24566;28626;16790;19933;19631;27413;26582;27287;26698;26117;22003;27203;680524"
"""354805 SANTO ANTONIO DO ARACANGUA"";-;-;-;-;-;567;594;728;928;815;888;935;954;1002;978;907;454;636;815;656;874;886;780;751;858;830;685;545;348;569;18983"
"""354810 SANTO ANTONIO DO JARDIM"";-;-;-;-;2;1497;1288;1530;2138;1542;1748;1639;1812;1737;2040;1659;1533;1476;2072;1678;1713;1523;1682;1752;1688;2183;2899;2039;1362;-;42232"
"""354820 SANTO ANTONIO DO PINHAL"";-;-;-;-;-;1162;1695;4131;4148;4370;1615;3969;3799;3583;4180;3931;4188;3434;3728;3481;3986;4028;4161;3930;4040;4215;4218;3695;3592;3610;90889"
"""354830 SANTO EXPEDITO"";-;-;-;-;-;161;128;170;187;57;-;1524;1107;1399;1559;1483;748;1588;1688;1753;1960;1564;1138;1953;2374;2582;2582;324;2579;1625;32233"
"""354840 SANTOPOLIS DO AGUAPEI"";-;-;-;-;-;417;463;513;632;-;474;446;688;683;563;333;381;553;558;333;531;748;485;527;621;523;504;358;173;401;11908"
"""354850 SANTOS"";-;-;28;226;3991;481671;477756;575871;616037;583667;566314;537500;582044;580011;602314;534852;497809;499067;571491;584789;632716;657502;618969;604397;618728;616736;655685;582164;550922;526677;14359934"
"""354860 SAO BENTO DO SAPUCAI"";-;-;-;-;-;4811;3692;5972;5303;5031;2884;4471;3114;-;8140;4566;4818;2797;3283;2701;5114;4783;5229;6125;5897;5602;5097;5280;4867;4872;114449"
"""354870 SAO BERNARDO DO CAMPO"";-;-;2345;2059;5085;812861;791266;907997;969473;906092;850147;825527;843369;906096;933232;827020;752773;910992;887778;964058;1015748;1050762;949456;1004065;989102;1019543;1011471;914794;815311;915166;22783588"
"""354880 SAO CAETANO DO SUL"";-;-;12;10;10;336417;330049;387014;414373;360212;354749;341613;395882;378711;394821;359497;341288;368587;371352;389175;403268;405937;364676;384616;380595;398361;393782;309034;278606;263395;9106042"
"""354890 SAO CARLOS"";-;-;90;73;6635;126145;121895;151267;152446;191186;150605;146834;131423;106971;104776;88054;86607;122289;153079;157868;139505;163526;119648;130550;107562;93347;150781;115795;77927;125842;3222726"
"""354900 SAO FRANCISCO"";-;-;-;-;-;447;348;384;385;476;354;403;525;686;749;905;645;815;752;671;893;1036;868;871;891;880;801;1220;471;773;17249"
"""354910 SAO JOAO DA BOA VISTA"";-;-;-;-;-;110673;114250;130039;137756;129698;114492;125171;131631;135267;137982;121374;111966;130757;134227;136541;123304;144294;126058;133207;137868;142561;138003;119628;121132;135262;3223141"
