"""Munic¡pio"";""2023/Ago"";""2023/Set"";""2023/Out"";""2023/Nov"";""2023/Dez"";""2024/Jan"";""2024/Fev"";""2024/Mar"";""2024/Abr"";""2024/Mai"";""2024/Jun"";""2024/Jul"";""2024/Ago"";""2024/Set"";""2024/Out"";""2024/Nov"";""2024/Dez"";""2025/Jan"";""2025/Fev"";""2025/Mar"";""2025/Abr"";""2025/Mai"";""2025/Jun"";""2025/Jul"";""2025/Ago"";""2025/Set"";""2025/Out"";""2025/Nov"";""2025/Dez"";""2026/Jan"";""Total"""
"""351140 CERQUEIRA CESAR"";-;-;-;-;-;11793;14019;24833;24351;23598;21777;19143;20516;24215;17875;19186;23815;15948;16439;24327;24807;26703;23832;20146;29794;28501;25839;27286;18096;21797;548636"
"""351150 CERQUILHO"";-;-;-;-;-;38362;34548;32252;36140;33267;35238;44488;40666;35759;36287;36982;17972;51446;38116;38968;43702;48923;41733;38210;39544;40588;32925;35689;42599;47716;962120"
"""351160 CESARIO LANGE"";-;-;-;-;-;10906;18651;20089;23260;23103;21725;19407;19698;19280;19272;18037;14990;14434;20194;10656;32173;23325;23316;22049;24948;23486;26691;26333;16051;11910;503984"
"""351170 CHARQUEADA"";-;-;-;-;-;7408;7897;15149;15510;16039;15621;14969;14754;16589;16470;13972;14179;16019;17305;19545;20202;20781;19243;20214;21480;20681;20088;18260;9915;19932;412222"
"""351190 CLEMENTINA"";-;-;-;-;-;3461;3450;3510;3620;3688;3578;3531;3611;3611;3608;5855;6384;8326;8296;8218;7141;8783;6573;6361;7252;7510;7800;7310;7065;6698;145240"
"""351200 COLINA"";-;-;-;-;-;20208;20982;22530;25765;24839;21123;22473;22088;22479;21753;18696;16897;20931;21809;21962;23952;24953;20822;23268;22297;24555;25914;22883;21511;26079;560769"
"""351210 COLOMBIA"";-;-;-;-;-;2831;2683;3025;3826;2666;3375;2498;2703;3095;2703;1972;2046;1984;3146;2907;2817;1970;705;2210;2588;3345;3181;3378;2135;2773;66562"
"""351220 CONCHAL"";-;-;13;-;102;35970;31768;26277;35498;60165;46174;77003;61098;38387;48781;41625;38083;37664;39466;54892;51654;95104;80333;56365;55579;74159;52116;59308;126842;127236;1451662"
"""351230 CONCHAS"";-;-;-;-;-;26974;23634;24603;12079;37021;33906;28622;28973;31802;32261;29668;27420;33694;34819;35372;35505;34159;35986;31697;34088;38091;28028;40122;30699;30605;779828"
"""351240 CORDEIROPOLIS"";-;-;-;-;-;-;-;34216;38082;36362;40858;33848;35443;37658;38964;36513;14522;16081;34517;49717;43560;46195;41451;40602;39238;39442;50724;40975;34581;-;823549"
"""351250 COROADOS"";-;-;-;-;-;498;471;509;616;498;538;406;488;627;664;417;233;580;495;440;523;543;472;307;394;580;567;489;368;552;12275"
"""351260 CORONEL MACEDO"";-;-;-;-;-;1194;992;1301;1668;1510;1338;1628;1323;1394;1691;1852;1037;1669;2226;2087;1934;2074;2616;1814;2374;2168;2455;2602;741;-;41688"
"""351270 CORUMBATAI"";-;-;-;-;-;2757;2422;2803;3325;3710;2910;3258;2799;3132;4105;3766;3099;4176;3827;4163;4096;3175;4694;4354;4759;4833;5205;4389;4310;2258;92325"
"""351280 COSMOPOLIS"";-;-;-;-;-;51206;48028;56066;56719;59672;54758;49947;52726;48099;50735;41251;32600;45786;46801;47467;46642;48533;42824;48467;50001;53160;49984;45005;30871;40685;1198033"
"""351290 COSMORAMA"";-;-;-;-;-;3141;3656;3694;-;4507;4406;3978;4073;5156;4650;-;-;5601;6069;4810;6059;3255;5511;4504;5445;5716;5830;4632;3862;-;98555"
"""351300 COTIA"";-;-;-;-;-;170620;209068;254086;230894;224719;300199;213557;283496;317002;304993;298813;259865;203472;256180;230280;222386;248232;264230;17499;227097;243152;247901;255106;221389;195611;5899847"
"""351310 CRAVINHOS"";-;-;-;-;-;30704;28750;26779;28473;34700;31680;25436;28173;32626;40027;34644;22933;34968;36861;32949;41186;42191;39318;40003;40638;39653;39009;31376;-;-;783077"
"""351320 CRISTAIS PAULISTA"";-;-;-;-;-;720;433;465;668;884;697;808;786;808;652;504;364;287;442;562;447;4815;404;4080;3372;543;6198;7501;6302;9381;52123"
"""351340 CRUZEIRO"";-;-;-;93;-;70540;66838;70529;95123;95847;80800;94313;84067;97707;84913;74970;57772;66400;84254;64420;71461;75240;61907;64103;65496;65459;62301;62110;51641;61212;1829516"
"""351350 CUBATAO"";-;-;-;-;6;173145;177266;215757;212328;197395;191468;183410;201357;202968;208100;173982;167316;171249;179833;191382;202882;216422;216100;191964;198919;186870;184506;174236;180502;187554;4786917"
"""351360 CUNHA"";-;-;-;-;-;9771;10766;11379;11524;13965;12836;12258;13216;11880;11763;10747;9600;9227;9008;8921;10210;11682;13661;11388;10757;10896;14402;10607;10247;19909;290620"
"""351370 DESCALVADO"";-;-;53;315;61;30275;32081;37748;43253;43168;41188;40245;60330;43957;43213;41398;39034;44160;46144;54782;45959;48790;43214;43628;48178;45534;44306;40315;36354;33472;1071155"
"""351380 DIADEMA"";-;-;733;607;13036;412662;405579;449964;489542;446489;398919;400719;420662;432254;445458;401262;331032;432360;434681;480485;493556;1100392;430334;458615;259087;470077;441724;410294;354986;441979;11257488"
"""351390 DIVINOLANDIA"";-;-;60;789;310;36185;33646;33956;42433;41466;37842;38008;43858;41084;42288;35763;29011;40475;38792;37013;38460;38470;36850;39716;42638;46573;45904;40994;32274;42847;977705"
"""351400 DOBRADA"";-;-;-;-;-;722;1338;1115;1566;1762;1440;1378;1170;1403;1466;1227;1172;1737;1736;1814;1409;1460;1201;1435;1000;1332;1216;1207;1207;946;33459"
"""351410 DOIS CORREGOS"";-;-;-;-;-;12651;12404;11931;13945;14338;12996;12153;13599;13615;12418;11003;9514;12124;9816;12622;11581;13265;11661;10519;11973;12334;12231;10953;10986;11272;301904"
"""351420 DOLCINOPOLIS"";-;-;-;-;-;103;133;119;122;64;131;142;166;227;177;151;74;146;122;171;164;176;114;251;270;260;262;162;159;206;4072"
"""351430 DOURADO"";-;-;-;-;-;4150;3918;3650;6857;7056;6763;6266;6866;7012;5064;6240;6130;6445;5716;4987;6468;7720;6608;6499;6143;6485;7573;7582;6776;7332;156306"
"""351440 DRACENA"";-;-;-;9;869;87057;78336;80306;88881;81823;84561;74664;71983;69856;73575;66944;64202;86041;78122;77180;81134;88878;78308;87322;86406;89665;86909;76036;76203;94161;2009431"
"""351450 DUARTINA"";-;-;-;-;-;27284;28291;27732;27696;27603;27455;26528;27465;27782;27495;27555;26323;26891;27496;27479;27771;26314;26452;23985;24323;26572;27077;24059;22721;14057;654406"
"""351460 DUMONT"";-;-;-;-;-;1376;1430;1385;2026;1733;1588;1429;1770;1613;1646;1510;1168;1297;1754;1590;1792;1863;2318;2644;189;765;624;450;416;514;34890"
"""351470 ECHAPORA"";-;-;-;-;-;408;342;580;491;635;712;568;702;454;691;497;384;494;444;800;832;611;957;4554;2277;2500;2576;2279;2199;2183;29170"
"""351480 ELDORADO"";-;-;-;-;-;10549;7787;14422;8276;14654;14967;13625;13770;14095;13647;7768;11785;6004;14904;8206;14185;14527;14285;14620;14103;5436;6013;6455;-;-;264083"
"""351490 ELIAS FAUSTO"";-;-;-;-;-;11492;18332;23738;21913;25463;23596;22032;26745;23130;24336;21810;11108;13395;13653;15915;14187;15690;7404;6719;83;87;83;47;-;-;340958"
"""351492 ELISIARIO"";-;-;-;-;-;30;30;38;35;35;23;21;27;30;41;30;37;32;90;88;99;90;88;176;287;347;368;271;227;76;2616"
"""351495 EMBAUBA"";-;-;-;-;-;32;45;51;46;46;58;50;90;68;1858;1293;2193;2329;1466;1651;1632;1566;1788;1638;1673;1706;1885;1671;1895;1798;28528"
"""351500 EMBU DAS ARTES"";-;-;-;24;141;137936;177361;237742;232939;193584;169689;158985;180112;183259;175885;163487;146704;149106;144451;168281;162767;173481;151573;148683;151377;137946;122416;161507;50320;35607;3915363"
"""351510 EMBU-GUACU"";-;-;-;-;-;36730;44936;43199;45998;50935;53628;46330;49784;50677;30869;31180;27152;36853;45096;42371;35960;43920;38951;34418;43993;53525;56974;40033;43897;39010;1066419"
"""351512 EMILIANOPOLIS"";-;-;60;58;204;177;97;60;60;60;60;60;60;133;118;65;92;114;118;1350;1146;1463;1010;1309;1110;1175;1246;1047;768;1357;14577"
"""351515 ENGENHEIRO COELHO"";-;-;-;-;-;9520;11277;12757;15262;14952;14091;11496;14202;14712;11124;9789;9491;15930;16590;16725;14822;16546;14510;13351;16586;18417;15320;16105;13843;-;337418"
"""351518 ESPIRITO SANTO DO PINHAL"";-;-;-;-;-;35247;35301;41944;40919;41788;35709;35476;38978;45341;45575;34843;29523;38015;42733;49879;53853;54072;47734;47319;43678;42048;43319;36841;32122;37917;1030174"
"""351519 ESPIRITO SANTO DO TURVO"";-;-;-;-;-;1319;907;1218;1052;932;659;483;660;542;857;1410;965;1647;1518;1295;1225;1570;1275;-;1165;587;500;828;752;651;24017"
"""351520 ESTRELA D'OESTE"";-;-;-;-;-;7578;7480;9232;11203;9823;10263;10975;12293;11509;11521;11902;14492;16073;13479;13458;11940;13303;10710;11314;12378;12748;11411;11604;10116;12269;289074"
"""351535 EUCLIDES DA CUNHA PAULISTA"";-;-;-;-;-;6643;6884;7612;7870;8464;8099;7326;6608;9515;7731;7983;7534;7311;7289;7851;7874;8074;7947;7774;8396;9452;8471;8417;8028;8125;197278"
"""351540 FARTURA"";-;-;-;-;-;3853;6288;2332;9173;8871;9448;16231;14450;14551;13626;20417;20404;10320;11068;12506;12885;14665;12548;18439;23240;20348;17471;16111;14932;25396;349573"
"""351550 FERNANDOPOLIS"";-;-;-;8;1397;91382;95087;104977;118216;108495;99579;99859;108738;111838;118724;107791;101469;108854;123028;107930;110934;108569;107142;106572;115008;122830;121731;111171;110517;108105;2729951"
"""351560 FERNANDO PRESTES"";-;-;-;-;-;3156;3031;2849;3400;3347;2768;2725;77;788;3496;3608;2980;2802;3501;3805;4620;3627;3388;4065;3301;3427;3739;2206;2202;-;72908"
"""351570 FERRAZ DE VASCONCELOS"";-;-;-;17;275;141390;149705;165899;178578;165755;157606;143895;151804;168770;153716;145368;134370;137579;163301;150496;167618;161888;165038;151100;222723;177621;68626;115088;100185;147788;3786199"
"""351580 FLORA RICA"";-;-;-;-;-;216;237;190;282;247;244;273;298;-;-;323;236;255;292;91;260;290;212;120;25;46;37;19;-;241;4434"
"""351590 FLOREAL"";-;-;-;-;-;1549;1450;1786;1173;1425;1423;1791;2326;2311;2219;957;2316;1801;2084;1902;2456;2184;1957;2257;2284;2578;2166;-;2530;2718;47643"
"""351600 FLORIDA PAULISTA"";-;-;-;-;-;4439;4610;4481;4781;4468;4656;4496;5060;5895;4991;4636;4802;5906;5724;5015;4991;5384;4868;4439;4550;4520;4710;5129;4918;4520;121989"
"""351610 FLORINEA"";-;-;-;-;-;8167;8457;10364;13033;11450;11600;8996;8759;9173;8460;8600;7332;8747;9228;8082;11102;10436;8272;7999;9897;-;9670;8829;8170;10205;225028"
"""351620 FRANCA"";-;-;-;-;61;436271;455589;517537;553661;528773;475176;467275;472667;484411;502665;443314;428236;464937;455693;478452;482262;509818;460814;485433;515806;526206;533193;453067;437342;476075;12044734"
"""351630 FRANCISCO MORATO"";-;-;-;1;2305;160942;178237;214362;226713;228735;192595;175444;198864;212813;197446;191295;183086;163064;194255;192940;205908;220737;201310;182819;207468;196727;219886;224925;194333;136767;4903977"
"""351640 FRANCO DA ROCHA"";-;-;-;308;653;203643;220262;233189;128252;277457;203960;249460;206471;37093;227398;285425;176408;178031;174300;223283;212400;218178;199125;206531;180378;193206;203561;184942;166602;185817;4976333"
"""351650 GABRIEL MONTEIRO"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;14;233;419;425;1102"
"""351660 GALIA"";-;-;-;-;-;4872;5377;7004;6930;7978;7644;6811;7710;7645;7442;5330;6085;7144;7301;7802;7967;7558;6271;6214;8070;8374;8631;7189;6675;7041;177065"
"""351670 GARCA"";-;-;-;88;1046;39711;38361;46439;46468;44125;46262;41540;41963;51709;49924;45516;42020;45118;44952;49177;47286;47182;39920;41009;43818;41737;44783;38713;38172;40820;1097859"
"""351680 GASTAO VIDIGAL"";-;-;-;-;-;629;1104;952;1659;1625;1289;1472;1932;2249;2226;1588;1132;1767;1535;1651;1848;1332;897;1840;1933;1832;2025;1511;1508;-;37536"
"""351685 GAVIAO PEIXOTO"";-;-;-;-;-;258;728;891;647;861;824;798;714;767;186;266;314;200;570;264;602;640;1025;1583;-;-;-;-;-;-;12138"
"""351690 GENERAL SALGADO"";-;-;-;-;-;5788;6294;6530;7917;6895;6088;5706;6252;7100;7060;6676;5753;7135;6438;7199;7865;7434;6739;6709;6614;5934;6879;6289;7865;8121;169280"
"""351700 GETULINA"";-;-;-;-;-;8333;12573;13004;13475;11289;11838;10834;12080;13274;12407;9459;8279;8298;12797;12138;12852;12530;10622;10444;11586;12505;12141;13434;10681;15765;292638"
"""351720 GUAICARA"";-;-;-;-;-;906;1035;1110;1236;1088;976;1201;1168;910;949;805;563;452;898;854;1622;1700;1318;1558;1486;1839;1488;1449;1373;1090;29074"
"""351730 GUAIMBE"";-;-;-;-;-;3097;3087;3002;3861;3284;3589;3043;3062;3555;3514;3712;3165;3149;2867;4067;3188;2847;3571;2831;2859;2719;2574;2928;2914;3133;79618"
"""351740 GUAIRA"";-;-;-;-;-;44342;45256;48366;54856;50490;45725;46637;49404;47949;50486;45913;40326;48060;56904;54283;54785;52903;46808;49248;53254;55299;55686;45500;45645;43689;1231814"
"""351750 GUAPIACU"";-;-;-;-;-;20729;20281;20181;22275;22694;22231;22331;22450;22588;19580;14740;11950;23001;23204;23235;23660;25164;22813;24069;23244;23535;13439;13090;12019;12423;504926"
"""351760 GUAPIARA"";-;-;-;-;-;6654;6657;7037;6959;6710;6595;6969;7087;7117;6222;5555;5040;242;10356;9693;11264;12967;12652;8962;12064;1134;5812;4593;7168;4386;179895"
"""351770 GUARA"";-;-;-;-;-;9439;9147;9287;10952;10277;9701;5633;9125;10350;7535;7398;9546;6867;9194;9851;9513;4425;7662;9951;7927;9807;6605;8749;4481;6392;209814"
"""351780 GUARACAI"";-;-;-;-;-;4683;4692;4624;5279;5462;5548;4528;5826;5678;6097;5416;6204;7686;5428;5186;4405;5833;4367;4216;4675;4855;4669;5133;4499;4453;129442"
"""351790 GUARACI"";-;-;-;-;-;8395;10274;10531;13052;13951;12708;11605;11199;12015;11521;11187;10904;12962;11400;10244;11379;11258;9465;11255;11324;11913;11641;8259;8132;8240;274814"
"""351800 GUARANI D'OESTE"";-;-;-;-;-;860;1161;1251;1280;996;1313;1147;1250;761;1108;973;1300;695;985;1085;1288;1070;1258;1159;1394;1017;1036;969;896;-;26252"
"""351810 GUARANTA"";-;-;-;-;-;20;37;35;45;28;25;43;72;20;10;27;22;27;30;11;5;14;14;7;2;9;4;12;7;-;526"
"""351820 GUARARAPES"";-;-;-;-;-;22852;24109;23492;28867;28118;6270;25874;25227;24775;24977;23739;23789;27191;26788;26367;29130;31641;27550;25545;24979;24381;25798;25391;23239;23650;623739"
"""351830 GUARAREMA"";-;-;-;-;2;40354;40771;48811;50918;49377;41466;41517;43390;17970;38696;39966;47561;32135;36839;34165;40669;43807;36594;44455;46242;46777;59668;54467;57073;45281;1078971"
"""351840 GUARATINGUETA"";-;-;-;3;113;117981;125057;73549;143674;138360;121113;125226;132836;133490;134026;117213;108136;114198;120540;122938;128515;139249;92169;121312;117984;115590;60314;87416;56130;59548;2806680"
"""351850 GUAREI"";-;-;-;-;-;11574;6251;14097;18227;18979;14030;7313;15111;16656;15645;12802;12309;12335;12928;13670;14970;11962;14274;14558;16887;18107;16775;12671;8099;14950;345180"
"""351860 GUARIBA"";-;-;-;3;201;32838;58083;37752;42972;43893;38416;37457;41938;40940;41986;35873;29945;50367;37871;43480;41211;40537;36019;39711;43070;46322;45823;40837;37299;41437;1026281"
"""351870 GUARUJA"";-;-;-;44021;41345;295025;303895;340269;374484;337217;333405;319785;350074;357139;371709;341666;292369;341179;345171;357274;333240;379255;310552;361644;363690;406546;417777;373990;328349;364114;8785184"
"""351880 GUARULHOS"";-;-;17;228;52699;1124847;1249142;1513175;1526203;1464477;1225828;1170728;1312289;1249663;1266340;1161652;1000242;1140218;1186506;1280234;1352121;1271821;1310367;1739207;1327590;1396711;1416321;1268302;1211612;1201215;32419755"
"""351885 GUATAPARA"";-;-;-;-;-;9620;11145;12001;12965;12650;13089;375;11389;12413;12282;8762;25258;10758;14472;15476;8756;16650;14831;14291;15060;14646;13633;12678;9924;11642;314766"
"""351890 GUZOLANDIA"";-;-;-;-;-;60;143;41;307;318;448;176;234;171;297;283;219;131;197;189;192;306;-;-;-;-;-;-;-;-;3712"
"""351900 HERCULANDIA"";-;-;-;-;-;6558;6666;6730;8016;6937;7404;7237;7466;6588;7664;6974;6657;6510;6235;6350;6197;5955;7106;7280;9320;15617;7883;10443;9290;11010;194093"
"""351905 HOLAMBRA"";-;-;-;-;-;5018;5852;660;7256;861;-;5608;6262;414;-;5367;5157;5423;541;7328;7266;399;6460;6203;6633;5422;2355;2498;3097;3212;99292"
"""351907 HORTOLANDIA"";-;-;495;7269;3272;242565;257105;301366;340291;343068;291127;267177;282172;304316;235152;254289;229258;248394;251161;242651;399552;261822;315989;274861;214092;223577;209265;197209;190219;188032;6575746"
"""351910 IACANGA"";-;-;-;-;-;5015;5015;5201;5211;5234;5091;4980;4971;5148;5471;5334;4976;5317;4507;5305;5299;5255;5285;5244;4688;5198;8455;8847;8644;7871;141562"
"""351920 IACRI"";-;-;-;-;-;283;123;436;383;1391;1833;2254;2185;2461;483;566;498;1057;1163;342;941;463;998;1858;1956;2055;2582;2503;2510;2405;33729"
"""351925 IARAS"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;5;1;4;4;3;3423;1425;2757;2751;3230;2497;2050;18157"
"""351930 IBATE"";-;-;-;-;-;27474;29910;33220;35100;31903;25905;32783;29491;33174;35041;31725;26450;32278;34322;26511;32036;33183;31202;36148;35511;33431;35629;38739;30566;37737;809469"
"""351940 IBIRA"";-;-;-;-;-;7001;8991;9923;6714;7406;8557;5163;7900;8613;7358;9738;4585;5583;5740;5645;19218;18627;8046;9016;8920;14982;8074;14266;10536;9137;229739"
"""351950 IBIRAREMA"";-;-;-;-;-;5592;1360;1596;10504;13113;7234;7690;8387;8722;8843;6423;5840;7560;7861;9427;8482;10349;11082;9460;9060;11050;10829;9467;8612;-;198543"
"""351960 IBITINGA"";-;-;-;-;310;40460;35403;48652;48815;49425;48268;42636;47246;51230;45333;42303;43482;50231;53737;61277;50692;55298;52090;46289;52842;50387;51930;36481;42806;62753;1210376"
"""351970 IBIUNA"";-;-;-;-;-;144334;149303;153602;156619;154897;155572;148686;152472;122502;74762;82288;90591;48538;70624;63218;16200;91212;59910;60516;66101;66217;258;6775;-;-;2135197"
"""351980 ICEM"";-;-;-;-;-;2220;2249;2262;1410;2060;2499;2449;2310;2804;2781;2087;1918;2663;2847;2323;2139;2683;2512;2856;2852;2736;2667;1488;1633;2002;58450"
"""351990 IEPE"";-;-;-;-;-;7472;8156;8382;8239;8360;8037;7984;7681;9050;9834;15986;9496;11794;11096;11981;14221;13882;11009;11243;11470;12293;12259;21883;12949;12658;277415"
"""352000 IGARACU DO TIETE"";-;-;-;-;2;8484;11186;16335;18311;18481;16018;15132;17715;19859;18055;17345;15372;15378;25017;20953;23026;21521;20517;18594;21771;22121;20985;11137;9921;10046;433282"
"""352010 IGARAPAVA"";-;-;-;-;-;19640;32726;20351;20618;20424;20817;22523;23141;21138;19973;19951;19062;20409;21137;20670;20212;21512;24569;23992;24658;24838;24655;24437;23895;22261;557609"
"""352020 IGARATA"";-;-;-;-;-;4692;6539;7873;8534;7355;7108;6142;8376;8866;8978;8069;6295;12477;6608;9887;11934;15126;11350;10595;11528;11599;11917;12078;9567;9051;232544"
"""352030 IGUAPE"";-;-;-;-;-;23644;12622;7789;5362;7986;10693;19186;18436;19548;-;17619;-;-;15998;15840;19098;14202;13758;15234;16980;17690;16851;-;16139;15340;320015"
"""352040 ILHABELA"";-;-;5;471;240;47122;56699;38951;42425;63513;61860;30918;52744;54144;61183;65245;107273;95500;68009;97860;99351;103022;91746;71278;97417;67156;76142;96979;92751;-;1740004"
"""352042 ILHA COMPRIDA"";-;-;-;-;-;12904;21322;24055;29573;16605;16327;4094;13765;16100;16057;17795;6892;20932;18995;18822;20729;20350;22650;22700;20244;20466;21021;19569;17495;16993;456455"
"""352044 ILHA SOLTEIRA"";-;-;-;-;15;8331;8027;12720;8969;10726;11145;10811;11005;14559;12267;11400;11864;12454;13032;13110;12677;13818;12714;16944;23248;24760;23864;23839;24125;9764;356188"
"""352050 INDAIATUBA"";-;-;-;1;14;340840;353295;411479;426696;411480;400003;353712;412613;431556;423232;381886;231988;312924;430927;454435;411367;402464;404621;425636;442216;439435;481025;395573;324988;356832;9861238"
"""352060 INDIANA"";-;-;-;-;-;1968;3130;3679;2409;1902;2186;2509;1979;2392;1575;2184;1430;2940;2781;2730;2099;1859;1847;2825;2700;2451;1922;2426;2980;1937;58840"
"""352070 INDIAPORA"";-;-;-;-;-;7418;7419;7621;9967;9629;7619;9058;9995;9828;8783;8641;10622;12540;10007;9040;8431;11065;8644;8343;8791;8789;10116;8327;7903;8952;227548"
"""352080 INUBIA PAULISTA"";-;-;-;-;-;633;638;697;875;844;677;630;770;789;609;619;-;648;783;125;232;240;235;197;777;1169;1068;816;672;755;15498"
"""352090 IPAUSSU"";-;-;-;-;-;3582;3580;4028;4643;4574;4694;3927;4221;5044;4672;4341;3783;5355;4767;6245;5778;6156;5884;5435;5076;5261;9068;9096;9444;12627;141281"
"""352100 IPERO"";-;-;-;-;-;19707;23944;24971;26272;26204;25151;25208;25942;26367;26291;25886;20675;25269;25423;25152;26166;28104;26638;24647;26701;32975;32143;30683;25277;28592;654388"
"""352110 IPEUNA"";-;-;-;-;-;3724;3788;4106;5523;5934;5503;4070;4550;4478;4338;3490;5277;5868;6054;6919;6868;7585;6799;7745;11039;12976;18372;17111;15251;14376;191744"
"""352115 IPIGUA"";-;-;-;-;-;134;1028;1521;2929;2299;2090;2748;2351;4005;2794;1861;2070;1843;1861;1493;3001;2547;2038;2511;2707;2494;2233;2023;1824;1952;54357"
"""352120 IPORANGA"";-;-;-;-;-;199;71;1411;1427;1369;1159;271;1440;961;1029;957;604;3041;4534;6211;5529;6163;6036;5720;4459;5089;3950;3130;4020;3950;72730"
"""352130 IPUA"";-;-;-;-;-;6725;8501;8679;11568;10746;10527;10495;11564;11075;12284;7693;6983;11969;9435;8113;6116;11108;14015;14916;15952;16104;15485;13817;11160;9775;274805"
"""352140 IRACEMAPOLIS"";-;-;-;-;-;1581;1537;1540;-;1879;1871;1910;10116;10170;11267;8941;5526;8221;11112;10425;10795;15516;10757;9602;9642;8970;9639;7508;7364;-;175889"
"""352150 IRAPUA"";-;-;-;-;-;2212;2171;3338;3342;4695;4697;3277;4301;4322;5561;4117;2406;4343;5201;4452;4536;4264;4362;4363;4191;4980;5010;3715;2692;2610;99158"
"""352160 IRAPURU"";-;-;-;-;-;593;403;416;518;419;497;618;529;287;652;621;219;623;369;499;223;447;616;642;473;481;524;471;671;683;12494"
"""352170 ITABERA"";-;-;-;-;-;13624;15210;17053;16182;17746;19846;18015;19792;20439;25921;9065;15406;16614;17589;17592;18835;20142;18989;19400;18996;19856;19285;18150;16170;-;429917"
"""352180 ITAI"";-;-;-;-;-;8288;8924;9364;8054;8599;8479;8686;8873;8767;9354;8564;8172;8176;8350;8983;5784;6740;16117;7715;21479;12382;12383;11869;12323;12749;249174"
"""352190 ITAJOBI"";-;-;-;-;-;6050;4537;4256;5570;3618;6386;7320;7536;7163;9874;12170;14737;20645;18145;14965;15968;14827;9710;8826;8564;8557;8615;7461;5811;5110;236421"
"""352200 ITAJU"";-;-;-;-;-;8;737;752;827;757;724;495;586;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4886"
"""352210 ITANHAEM"";-;-;-;-;1;72668;122163;130600;113304;129121;71439;115909;121839;119095;120391;194475;155166;165967;158568;173348;162005;167183;143328;185810;115693;158501;164805;158417;139430;8459;3367685"
"""352215 ITAOCA"";-;-;-;-;-;167;149;132;162;148;195;171;109;205;174;140;139;192;165;133;136;173;178;259;262;456;116;419;136;120;4636"
"""352220 ITAPECERICA DA SERRA"";-;-;-;-;13566;208879;222984;271533;327528;289262;247491;210754;225344;284270;284985;250127;218888;244341;279476;282251;300346;254428;251445;259783;248325;289591;286549;263947;244200;226145;6486438"
"""352230 ITAPETININGA"";-;-;-;-;7;151106;178671;203386;197402;187616;194826;241814;279953;214680;208660;155242;172916;202705;164040;216975;205022;209176;209917;190465;321081;205640;224014;178209;181535;187880;5082938"
"""352240 ITAPEVA"";-;-;30;-;55;103139;110322;117243;147214;151769;80383;99323;121894;102829;123982;105767;112025;115796;114262;111519;128376;78142;163920;140735;98766;173922;141956;131121;124453;124276;3023219"
"""352250 ITAPEVI"";-;-;-;-;8236;263002;269980;296200;304501;298541;278091;266501;286053;283314;282026;258176;240908;264210;279953;41266;38617;47661;46138;48286;42490;53867;52161;46691;42343;34656;4373868"
"""352260 ITAPIRA"";-;-;-;-;146;89267;82255;101452;118850;106553;92324;91965;95928;102968;92845;71354;67375;93474;93161;97084;103418;100514;96389;94830;97854;98423;91057;86430;75428;81703;2323047"
"""352265 ITAPIRAPUA PAULISTA"";-;-;-;-;-;1174;1296;1505;1750;1893;2262;2404;1436;1258;1007;1152;1185;1157;1173;1625;1346;1449;1345;1330;1335;1425;2875;3493;2778;-;39653"
"""352270 ITAPOLIS"";-;-;-;23;99;41342;44501;48208;50768;50005;48268;46934;47212;48865;49608;43824;41242;43793;46935;50006;49457;52648;48470;42551;46333;46622;51671;42963;37974;36996;1157318"
"""352280 ITAPORANGA"";-;-;-;-;-;9575;9695;13548;13527;10869;12481;13732;9591;4826;13252;10750;7006;5427;11568;12387;12940;13629;13704;14173;14424;18208;17761;16528;16488;16381;312470"
"""352290 ITAPUI"";-;-;-;-;-;9170;10175;14596;13692;14359;11559;9079;15032;9265;9176;9397;5466;8827;10878;13544;14170;14308;12043;15068;14662;13447;15880;14701;14317;-;292811"
"""352300 ITAPURA"";-;-;-;-;-;37;18;58;65;25;56;22;40;62;30;37;20;-;46;54;17;63;9;59;62;30;-;-;-;-;810"
"""352310 ITAQUAQUECETUBA"";-;-;-;-;-;319527;335414;395830;402581;404393;354953;320810;361663;308430;266361;236373;258073;229331;325770;362869;358906;387195;346723;336907;357721;365682;372219;362664;239858;302907;8313160"
"""352320 ITARARE"";-;-;-;-;-;21880;22047;22426;30614;31037;29997;26500;28169;29092;30792;33075;31966;33091;31873;29882;38996;40554;38234;38244;37014;38361;45748;37826;89000;46209;882627"
"""352330 ITARIRI"";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3466;4132;4334;5154;7384;5297;3707;4333;4387;3866;4138;4363;9666;-;64227"
"""352340 ITATIBA"";-;-;1;40;11;119123;107852;116748;119007;99909;120107;85994;99546;236560;139617;152557;87286;74109;160536;106297;107691;164534;86795;104224;97854;135945;136201;108395;95472;94186;2956597"
"""352350 ITATINGA"";-;-;-;-;-;11875;12102;14917;16786;18825;14026;14268;13345;16372;8073;13970;6965;11620;15777;14535;16633;17810;15499;15924;18533;26478;21858;16944;13255;18278;384668"
"""352360 ITIRAPINA"";-;-;-;-;-;5721;5707;6030;7324;7154;5661;4844;5063;7816;5548;5737;5705;4087;4790;5899;6403;7176;6926;7820;8038;8645;8136;-;-;-;140230"
